"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","class","order","continentOcean","relatedCatalogItem","phylum","coordinatePrecision","geoFlag","typeStatus","fieldNumber","preparationType"
"11","2021-03-01 16:36:27-03","UNICAMP","UEC","130674","S","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","Sobral, M","Kollmann, L; Bausen, E; Pizziolo, W","1999","03","10","Brazil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"UEC008357","UEC008357","2001",NA,NA,"2096","Valsugana Velha, Estação Biológica de Santa Lúcia, trilha bonita.","650","650","Árvore 10m. DAP 18cm. Fuste 8m. Flores verdes ferrugineas.",NA,NA,NA,NA,"Magnoliopsida","23813","auto",NA,NA,NA
"12","2019-08-20 10:21:18-03","UNICAMP","UEC","121360","S","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","Kawasaki, ML","Oliveira, PP","1998","12","10","Brazil","Rio de Janeiro","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,"UEC012958","UEC012958","1999",NA,NA,"4539","Reserva Biológica União, Mata Atlântica.",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","17620","auto",NA,NA,NA
"13","2020-06-29 09:31:32-03","UFRRJ","RBR","29728","S","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","T. Fernandes","H.C. Lima","2001","09","12","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00029728",NA,"2019","04",NA,"5855","Nova Iguaçú, Rebio. Tinguá Pedra 90, picada para o Pico do Tinguá. Mata de encosta.( 22º35#?#17#?##?#S/43º06#?#10#?##?#W). Altitude: 861-930 m.s.m.",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"14","2020-06-29 09:31:32-03","UFRRJ","RBR","27031","S","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","T. Fernandes","J. Spada","1978","02","13","Brasil","Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"RBR00027031",NA,"2019","04",NA,"47","Reserva Floresta da CRVD",NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA
"15","2020-06-29 09:31:32-03","UFRRJ","RBR","7427","S","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","M.C. Souza, G.M. Barroso","L.F.T. Menezes","1999","09","02","Brasil","Rio de Janeiro","Parati","-44.7131004333496","-23.2178001403809",NA,NA,"RBR00007427","RBR00007427",NA,NA,NA,"449","Trindade, Caminho da praia do Sono.",NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA
"16","2020-12-21 16:36:53-03","MBM","MBM","139763","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Legrand, D.","Klein, R.","1973","03","26","Brazil","Santa Catarina","Paulo Lopes","-48.6836013793945","-27.9617004394531",NA,NA,"MBM139763","MBM139763",NA,NA,NA,"10916","Bom REtiro",NA,NA,NA,NA,NA,"Southern America",NA,NA,"23385","auto",NA,NA,NA
"17","2015-09-04 14:53:08-03","MNHN","RECOLNAT_MNHN_P","P00217962","PreservedSpecimen",NA,"Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk",NA,"Glaziou, A.","1889","1","8","Brésil",NA,NA,NA,NA,NA,NA,"P00217962","P00217962_01",NA,NA,NA,NA,"(Rio Jan.) Alto Macahé.",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00217962' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,"isotype","17672","hb"
"18","2020-12-11 11:39:18-03","UFMG","BHCB","47301","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA
"19","2010-11-13 04:25:00-02","MO","MOBOT","2476113","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D. Legrand",NA,"Roberto M. Klein","1967","2","15","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klein 7241","Ilha de Santa Catarina, Morro Costa da Lagoa","300.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"20","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","12407",NA,"Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","M. Sobral/2001","V. Demuner; et al","2000","04","11","Brasil","Espírito Santo","Santa Teresa","-40.617778","-19.931111","40W37'4","19S55'52","MBML012407","MBML012407",NA,NA,NA,"886","São Lourenço, Mata do Martinelli",NA,NA,"Arvore 18m, DAP 45cm, fuste 9m, sepalas verde, petalas e estames brancos. Folha na face dorsal e pedunculo cobertos por pelos marrons. Trila subindo o rio lado direito. Interior de mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-07-10 09:47:54-03","MBML","MBML-HERBARIO","13161",NA,"Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","M. Sobral/2001","V. Demuner; et al","2000","07","25","Brasil","Espírito Santo","Fundão","-40.472222","-19.914167","40W28'20","19S54'51","MBML013161","MBML013161",NA,NA,NA,"1232","Goiapaba-Açu",NA,NA,"Arbusto 4m, fruto imaturo de cor verde, maduros de cor vinho. Mata secundária.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-03 13:56:22-03","UFF","NIT","NIT10302","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","M. Sobral","M. Nadruz; C. Cronemberger, G.C. Vieira e Monica","2009","01","14","Brasil","Rio de Janeiro","Magé","-43.040599822998","-22.6527996063232",NA,NA,"NIT00001536",NA,"2011",NA,NA,"2260","Parque Nacional da Serra dos Órgãos. Distrito de Piabetá, trilha para Petrópolis. 22º34#?#40' S, 43º09#?#21' W. Floresa ombrófila densa baixo montana. Elev.: 173 m.",NA,NA,"Árvore, 10 m. Folhas sub-cartáceas, esverdeadas discolores. Pedúnculo e pedicelos esverdeado-ferrugíneos. Botão esverdeado. Habitat: Mata primária preservada. Interior de floresta.",NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA
"23","2020-03-04 18:51:01-03","USP","SPF","204709","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subacuminata","Myrcia subacuminata","(Kiaersk.) M.F.Santos","Santos, MF","Nadruz, MA","2009","01","14","Brasil","Rio de Janeiro","Magé","-43.155833","-22.577778","-43.155833","-22.577778","SPF00204709",NA,"2020","02","14","2260","Parque Nacional da Serra dos Órgãos","173","173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 18:29:02-03","USP","SPF","214599","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subacuminata","Myrcia subacuminata","(Kiaersk.) M.F.Santos","Santos, MF","Santos, MF","2011","09","26","Brasil","Rio de Janeiro","Rio de Janeiro","-43.255917","-22.966139","-43.255917","-22.966139","SPF00214599",NA,"2020","02",NA,"706","Parque Nacional da Tijuca, Trilha do Pai Ricardo, na beira da encosta.","479","479","Árvore, 7 m alt. Pilosidade avermelhada. Folha com face adaxial verde-esbranquiçada. Estéril. Material armazenado em sílica gel.; No sub-bosque da mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-03-04 18:51:01-03","USP","SPF","214658","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","subacuminata","Myrcia subacuminata","(Kiaersk.) M.F.Santos","Santos, MF","Kollmann, L","1999","03","10","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,NA,"SPF00214658",NA,"2020","02",NA,"2096","Estação Biológica de Santa Lúcia","650","650",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"26","2019-10-07 09:35:29-03","UEFS","HUEFS","87110","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.",NA,"Sem coletor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087110",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae","Myrtales",NA,NA,"Angiospermae",NA,NA,"Tipo",NA,NA
"27","2019-09-04 19:42:07-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata",NA,NA,"A. Glaziou",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"17672",NA,NA,NA,NA,"Dicotyledoneae",NA,"South America",NA,"Spermatophyta",NA,NA,"Holotype",NA,NA
"28","2019-12-20 18:46:42-03","UFSJ","HUFSJ","10512","S","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","Sobral, M","Demuner, V","2000","07","25","Brasil","Espírito Santo","Fundão","-40.4067001342773","-19.9325008392334",NA,NA,"HUFSJ010512",NA,"2016",NA,NA,"1232","Goiapaba-Açu",NA,NA,"Arbusto 4m, fruto imaturo de cor verde, maduro de cor vinho.",NA,NA,NA,NA,NA,"27186","auto",NA,NA,NA
"29","2019-11-01 15:05:54-03","UnB","UB","131332","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","Barroso, GM; Proença, CEB","Moraes, PLR","1992","01","16","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"1992",NA,NA,"615","Parque Estadual de Carlos Botelho",NA,NA,"Botões brancos.; Arvoreta 4m.",NA,NA,"Southern America",NA,"Dicotyledoneae","27904","auto",NA,NA,NA
"30","2019-10-03 10:04:15-03","UFSCar","SORO","5842","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","M. Sobral","Nadruz, M.; Cronemberger, C.; Vieira, G.C.; Sobral, M.","2009","01","14","Brasil","Rio de Janeiro","Magé","-43.155833","-22.577778","43°09'21W","22°34'40S",NA,NA,"2011",NA,NA,"2260","Parque Nacional da Serra dos Órgãos. Distrito de Piabetá, PARNASO, trilha para Petrópolis. Floresta Ombrófila Densa Baixo Montana. Elev.: 173 m.",NA,NA,"Mata primária preservada. Lâmina subcartácea, esverdeada discolor; pedúnculo e pedicelos esverdeado-ferrugíneos; botão esverdeado. Altura: 10 m. Habitat: interior de floresta. Hábito/Forma de vida: Árvore.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-08-20 20:40:29-03","UFSC","FLOR","37196","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Falkenberg, D.B.","Falkenberg, D.B.; Oliveira, C.P.L. de","2008","07","05","Brasil","Santa Catarina","Florianópolis","-48.483056","-27.633889","48º28'59''W","27º38'2''S","FLOR0037196",NA,"2008",NA,NA,"11048","Morro do Canto da Lagoa, Ilha de Santa Catarina.","220","220","árvore, 15m altura, 40 cm dap, fruto maduro, arroxeado, pilosidade ferrugínea nos pecíolos e ramos jovens",NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-08-20 20:40:29-03","UFSC","FLOR","37271","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Falkenberg, D.B.; Oliveira, C.P.L. de","Falkenberg, D.B.; Oliveira, C.P.L. de","2009","01","22","Brasil","Santa Catarina","Florianópolis","-48.483056","-27.633889","48º28'59''W","27º38'2''S","FLOR0037271",NA,"2009",NA,NA,"11122","Morro do Canto da Lagoa, Ilha de Santa Catarina.","200","200","árvore, 20m altura, 0,5 m de dap, flor em botão e aberta, tronco descamante, mas às vezes não",NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-20 20:40:29-03","UFSC","FLOR","16204","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Sobral, M.","Klein, R.M.; Bresolin, A.","1969","02","13","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0016204",NA,"1993",NA,NA,"8174","Mata da Costa da Lagoa.","350","350","árvore, flor branca, 20m altura. Paratypus de Marlierea krapovickae.",NA,"Myrtales",NA,NA,NA,"27000","auto","Paratypus",NA,NA
"34","2020-08-20 20:40:29-03","UFSC","FLOR","16224","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Legrand, C.D.","Klein, R.M.","1967","02","15","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0016224",NA,"1971",NA,NA,"7241","Morro Costa da Lagoa, Ilha de Santa Catarina.","300","300","árvore, flor branca, 30m altura. Isotypus Marlierea krapovickae.",NA,"Myrtales",NA,NA,NA,"27000","auto","Isotypus",NA,NA
"35","2020-08-20 20:40:29-03","UFSC","FLOR","16226","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Legrand, C.D.","Klein, R.M.","1967","05","18","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0016226",NA,"1971",NA,NA,"7437","Morro Costa da Lagoa, Ilha de Santa Catarina.","300","300","árvore, Fruto Imaturo, verde, 20m altura. Paratypus Marlierea krapovickae.",NA,"Myrtales",NA,NA,NA,"27000","auto","Paratypus",NA,NA
"36","2020-08-20 20:40:29-03","UFSC","FLOR","19096","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Legrand, C.D.","Klein, R.M.; Bresolin, A.","1965","04","19","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0019096",NA,"1971",NA,NA,"7370","Morro Costa da Lagoa, Ilha de Santa Catarina.","200","200","arvoreta, Fruto Imaturo, esverdeado, 8m altura. Paratypus Marlierea krapovickae.",NA,"Myrtales",NA,NA,NA,"27000","auto","Paratypus",NA,NA
"37","2020-08-20 20:40:29-03","UFSC","FLOR","18644","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Legrand, C.D.","Klein, R.M.","1969","01","22","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0018644",NA,"1970",NA,NA,"8100","Morro do Rio Vermelho, Ilha de Santa Catarina.","300","300","árvore, flor botão, 20m altura. Paratypus Marlierea krapovickae.",NA,"Myrtales",NA,NA,NA,"27000","auto","Paratypus",NA,NA
"38","2020-08-20 20:40:29-03","UFSC","FLOR","2103","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Legrand, C.D.","Bresolin, A.","1972","02","02","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0002103",NA,"1973",NA,NA,"498","Morro Macacu, Vargem Grande, Ilha de Santa Catarina.","300","300","árvore, 10m altura",NA,"Myrtales",NA,NA,NA,"27000","auto",NA,NA,NA
"39","2020-08-20 20:40:29-03","UFSC","FLOR","3488","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Legrand, C.D.","Klein, R.M.","1971","06","25","Brasil","Santa Catarina","Governador Celso Ramos","-48.5592002868652","-27.3146991729736",NA,NA,"FLOR0003488",NA,"1974",NA,NA,"9582","Jordão.","100","100","árvore, Fruto Imaturo, verde, 10m altura",NA,"Myrtales",NA,NA,NA,"13751","auto",NA,NA,NA
"40","2020-08-20 20:40:29-03","UFSC","FLOR","3825","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Legrand, C.D.","Bresolin, A.","1973","12","11","Brasil","Santa Catarina","Imaruí","-48.8199996948242","-28.3414001464844",NA,NA,"FLOR0003825",NA,"1976",NA,NA,"1031","Alto Rio D#?#Una.","400","400","árvore, flor botão creme, 20 a 25m altura",NA,"Myrtales",NA,NA,NA,"29971","auto",NA,NA,NA
"41","2020-08-20 20:40:29-03","UFSC","FLOR","3820","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Legrand, C.D.","Bresolin, A.","1973","06","21","Brasil","Santa Catarina","Imaruí","-48.8199996948242","-28.3414001464844",NA,NA,"FLOR0003820",NA,"1976",NA,NA,"781","Alto Rio D#?#Una.","300","300","árvore, Fruto Imaturo, verde, 20m altura",NA,"Myrtales",NA,NA,NA,"29971","auto",NA,NA,NA
"42","2020-08-20 20:40:29-03","UFSC","FLOR","3806","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Legrand, C.D.","Bresolin, A.","1974","01","15","Brasil","Santa Catarina","Imaruí","-48.8199996948242","-28.3414001464844",NA,NA,"FLOR0003806",NA,"1976",NA,NA,"1106","Alto Rio D#?#Una.","400","400","árvore, flor em botão, 25m altura",NA,"Myrtales",NA,NA,NA,"29971","auto",NA,NA,NA
"43","2020-08-20 20:40:29-03","UFSC","FLOR","2386","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D.Legrand","Legrand, C.D.","Klein, R.M.","1973","03","26","Brasil","Santa Catarina","Paulo Lopes","-48.6836013793945","-27.9617004394531",NA,NA,"FLOR0002386",NA,"1974",NA,NA,"10916","Bom Retiro.","250","250","árvore, Fruto Imaturo, verde, 20m altura",NA,"Myrtales",NA,NA,NA,"23385","auto",NA,NA,NA
"44","2021-02-08 12:44:03-03","UFRGS","ICN","001910","S","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D. Legrand","Legrand, CD","Reitz, R; Klein, RM","1956","08","03","Brasil","SC","Palhoça","-48.6678009033203","-27.645299911499",NA,NA,"ICN00000405","ICN00000405 ICN00000405_1",NA,NA,NA,"3536","Plões","300","300","Flora Ilustrada.Catarinense - MIRT:485-7.1971.; Fruto imaturo, cor verde",NA,NA,"América do Sul",NA,"Dicotyledon","31105","auto","Paratypus",NA,NA
"45","2021-02-08 12:44:03-03","UFRGS","ICN","084628","S","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D. Legrand","Legrand, CD","Bresolin, A","1973","06","28","Brasil","SC","Imaruí","-48.8199996948242","-28.3414001464844",NA,NA,NA,NA,"1976",NA,NA,"781","Alto Rio D' Una","30","30","Árvore de 20 m de altura; fruto imaturo verde.; Mata",NA,NA,"América do Sul",NA,"Dicotyledon","29971","auto",NA,NA,NA
"46","2021-02-08 12:44:03-03","UFRGS","ICN","098113","S","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D. Legrand","Legrand, CD","Klein, RM","1973","03","26","Brasil","SC","Paulo Lopes","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,"1974",NA,NA,"10916","Bom retiro","25","25","Árvore de 20 m de altura; fruto imaturo verde.; Mata",NA,NA,"América do Sul",NA,"Dicotyledon","23385","auto",NA,NA,NA
"47","2021-02-08 12:44:03-03","UFRGS","ICN","084627","S","Plantae","Myrtaceae","Marlierea","krapovickae","Marlierea krapovickae","D. Legrand","Legrand, CD","Bresolin, A","1973","12","11","Brasil","SC","Imaruí","-48.8199996948242","-28.3414001464844",NA,NA,NA,NA,"1976",NA,NA,"1031","Alto Rio D' Una","40","40","Árvore de 20-25 m de altura; flor botão creme.; Mata",NA,NA,"América do Sul",NA,"Dicotyledon","29971","auto",NA,NA,NA
"48","2019-11-21 10:11:49-03","IBt","SP","337724","S","Plantae","Myrtaceae","Marlierea","subacuminata","Marlierea subacuminata","Kiaersk.","Kawasaki, ML","Oliveira, PP","1998","12","10","Brasil","Rio de Janeiro","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,"SP057317","SP057317","1999",NA,NA,"4539","Reserva Biológica União. Mata atlântica.",NA,NA,NA,NA,NA,NA,NA,NA,"17620","auto",NA,NA,NA
