"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","typeStatus"
"27","2021-03-15 16:37:00-03","NY","NYBG","679247","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price",NA,NA,NA,NA,"M. Wacket","s.n.","1906",NA,NA,"Brazil","São Paulo",NA,"Rio Grande.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=814633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679247","NY00679247_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","679253","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","M. M. Ponce",NA,NA,NA,"F. O. Zuloaga","5268","1995","03","05","Argentina","Misiones","Iguazú","Ruta Nac. 101, 5km del límite E del Parque Nacional.","-54.2","-25.68",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=814642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679253","NY00679253_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","679243","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price",NA,NA,NA,NA,"P. K. H. Dusén","9913","1910","06","18","Brazil","Paraná","Ponta Grossa",NA,"-50.1617","-25.095",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=814629' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679243","NY00679243_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 18:01:00-03","NY","NYBG","2063414","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum",NA,NA,NA,NA,NA,"F. B. Matos","121","2004","12","17","Brazil","Paraná","Piraquara","Mananciais da Serra, próximo ao Reservatório do Carvalho.","-48.98","-25.48",NA,NA,"1100",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2464072' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063414","NY02063414_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","679245","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price",NA,NA,NA,NA,"M. Wacket","s.n.","1906",NA,NA,"Brazil","São Paulo",NA,"Rio Grande.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=814631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679245","NY00679245_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1039683","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","F. B. Matos",NA,NA,NA,"F. B. Matos","1536","2008","07","29","Brazil","Bahia","Camacan","Fazenda Serra Bonita, Reseva Serra Bonita, 9.7 km W de Camacan, na estrada para Jacarecí, daí 6 km SW na estrada para RPPN Serra Bonita e Torre da Embratel. Trilha da mirante.","-39.5681","-15.3903",NA,NA,"950",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1490050' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039683","NY01039683_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","679246","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price",NA,NA,NA,NA,"M. Wacket","s.n.","1906",NA,NA,"Brazil","São Paulo",NA,"Rio Grande.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=814632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679246","NY00679246_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02423737","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","F. F. F. Mazziero",NA,NA,NA,"F. F. F. Mazziero","917","2011","12","04","Brazil","São Paulo",NA,"Iporanga/Apiai. Parque Estadual Turistico do Alto Ribeira (PETAR). Nucleo Santana.","-48.6933","-24.5394",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2679969' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423737","NY02423737_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","679240","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price",NA,NA,NA,NA,"A. C. Brade","8514","1925","10",NA,"Brazil","São Paulo",NA,"Sa. Paranapiaçaba.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=814626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679240","NY00679240_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","921474","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price","A. R. Smith",NA,NA,NA,"Y. E. J. Mexia","5105","1930","09","26","Brazil","Minas Gerais","Viçosa","Fazenda da Aguada. Ravine beyond first house.","-42.8817","-20.7542",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00921474","NY00921474_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","679236","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price",NA,NA,NA,NA,"L. M. Underwood","177++",NA,NA,NA,"Brazil","Santa Catarina","Joinville",NA,"-48.8456","-26.3044",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=814616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679236","NY00679236_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","679248","PreservedSpecimen","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G.Price",NA,NA,NA,NA,"R. Schmalz","59","1901","07","17","Brazil","Santa Catarina","Joinville",NA,"-48.8456","-26.3044",NA,NA,"300","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=814634' target='other'> <mi>dwc_moreinfo</mi></a>","NY00679248","NY00679248_01","Pteridophyta","Polypodiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2020-11-13 09:20:43-03","UFRJ","RFA","23482","PreservedSpecimen","Plantae","Polypodiaceae","Polypodium","truncorum","Polypodium truncorum","Lindm.","Lellinger, D.B.","1964",NA,NA,"F. Segadas-Vianna",NA,"1945","03","02","Brasil","Rio de Janeiro","Itatiaia","Caminho para Rio Bonito","-44.5633010864258","-22.4960994720459",NA,NA,"1000","1000","Epífita em samambaiaçu","RFA57817",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"40","2021-04-05 09:59:12-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","20000","S","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindman) Price","Athayde, F.P.F.",NA,NA,NA,"F.R. Nonato","324","1997","07","12","Brasil","Minas Gerais","Marmelópolis","caminho para o pico dos marins","-45.1652984619141","-22.4491996765137",NA,NA,NA,NA,"GEOGRAFIA: grotão com remanescentes de mata de araucária;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"8983","auto","Polypodiopsida",NA,NA,NA,NA
"41","2021-04-08 20:48:37-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03496","S","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindman) Price","Athayde, F.P.F.",NA,NA,NA,"P.G. Windisch","13","1969","05","31","Brasil","Rio de Janeiro","Itatiaia","caminho da cascata de Itaporani","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"GEOGRAFIA: epífita, cobrindo tronco de cyateaceae;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"19648","auto","Polypodiopsida",NA,NA,NA,NA
"42","2021-04-05 09:59:12-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","04722","S","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindman) Price","F.R. Nonato",NA,NA,NA,"André Santos","254","1984","06","02","Brasil","São Paulo","Campos do Jordão","Horto Florestal","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"GEOGRAFIA: epífita em xaxim e sombreada por várias árvores maiores;",NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,"21048","auto","Polypodiopsida",NA,NA,NA,NA
"43","2019-12-04 15:26:17-03","PUCPR","HUCP","20465","S","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G. Price.","Michelon, C",NA,NA,NA,"Bonaldi, R","404","2008","10","04","Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00001605","HUCP00001605","Monilofita",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"44","2019-12-04 15:26:17-03","PUCPR","HUCP","20065","S","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G. Price.","Michelon, C",NA,NA,NA,"Michelon, C","336","2008","11","05","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00001611","HUCP00001611","Monilofita",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"45","2019-12-04 15:26:18-03","PUCPR","HUCP","20589","S","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G. Price.","Michelon, C",NA,NA,NA,"Michelon, C; Selusniaki, M","466/2807","2009","07","04","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00001484","HUCP00001484","Monilofita",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"46","2019-12-04 15:26:18-03","PUCPR","HUCP","21215","S","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G. Price.","Michelon, C",NA,NA,NA,"Michelon, C","414","2008","12","04","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"HUCP00001604","HUCP00001604","Monilofita",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"47","2019-12-04 15:26:18-03","PUCPR","HUCP","23258","S","Plantae","Polypodiaceae","Pecluma","truncorum","Pecluma truncorum","(Lindm.) M.G. Price.","Hekavey, C",NA,NA,NA,"Hekavey, C","037","2011","07","22","Brasil","Paraná","São José dos Pinhais","RPPN Nhandara Guaricana da Usina","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"HUCP00001565","HUCP00001565","Monilofita",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
