"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","order","dayIdentified","fieldNumber","imagecode","coordinatePrecision","geoFlag","class"
"49","2019-08-20 09:58:41-03","UNICAMP","UEC","191197","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2078","2011","02","23",NA,"Brazil","São Paulo","Ubatuba","Parcela J92, Núcleo Picinguaba, PE Serra do MarJ92.19 Tronco de J1761","-45.144722","-23.618333","350","400",NA,"p.p. Leucoloma serrulatum; Lepidopilidium brevisetum; Homalia glabella",NA,"-45.144722","-23.618333","2011","03",NA,NA,NA,NA,NA,NA,NA
"50","2019-08-20 09:58:41-03","UNICAMP","UEC","191198","S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2065","2011","02","23",NA,"Brazil","São Paulo","Ubatuba","Parcela J92, Núcleo Picinguaba, PE Serra do MarJ92.6 Tronco de palmeira J1763","-45.144722","-23.618333","350","400",NA,"p.p. Homalia glabella",NA,"-45.144722","-23.618333","2011","03",NA,NA,NA,NA,NA,NA,NA
"51","2019-08-20 09:58:41-03","UNICAMP","UEC",NA,"S","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Santos, ND","Santos, ND","2395","2009","06","20",NA,"Brazil","São Paulo","Ubatuba","Parcela B98, Núcleo Picinguaba, PE Serra do Mar, B98.15 Tronco de B1151","-44.835556","-23.336944","50","50",NA,"p.p. Neckeropsis disticha; Porotrichum substriatum; Lejeunea controversa; Calymperes erosum; Ceratolejeunea cornuta; Radula recubans",NA,"-44.835556","-23.336944","2010","09",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-16 17:55:58-03","UCS","HUCS","45207","PreservedSpecimen","Plantae","Bryophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Costa, D.P.","Gonzatti, F.","1535a","2015","01","20",NA,"Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.189811","-29.864942","20","20",NA,"epífita em caule de Ficus. Interior de mata úmida.",NA,"-50.189811","-29.864942","2017","11","Metzgeriales",NA,NA,NA,NA,NA,NA
"53","2019-05-02 10:54:46-03","IBt","SP-BRYOPHYTA","126642","S","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.",NA,"Vital, D.M.","4777","1974","10","23","Southern America","BRASIL","São Paulo","Ubatuba","Serra do mar","-45.071111","-23.433889","5","5",NA,"On vertical side of large rock, in humid forest","SP067901","-45.071111","-23.433889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-05-02 10:54:46-03","IBt","SP-BRYOPHYTA","132030","S","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.",NA,"Yano, O.","453","1976","08","25","Southern America","BRASIL","São Paulo","Cananéia","Ilha do Cardoso","-47.939722","-25.016389","20","20",NA,"Sobre pedra úmida no morro Associada a Plagiochila subplana Lindenb.","SP068660","-47.939722","-25.016389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-05-02 10:54:46-03","IBt","SP-BRYOPHYTA","132557","S","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Costa, D.P.","Yano, O.","716","1977","06","21","Southern America","BRASIL","São Paulo","Cananéia","Ilha do Cardoso","-47.939722","-25.016389","20","20",NA,"na base do tronco de árvore, na mata","SP069182","-47.939722","-25.016389","1998","03",NA,NA,NA,NA,NA,NA,NA
"56","2019-05-02 10:54:46-03","IBt","SP-BRYOPHYTA","133106","S","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Costa, D.P.","Yano, O.","1061","1978","07","07","Southern America","BRASIL","São Paulo","Miracatu","BR 116, Km 114 a esquerda","-47.459722","-24.281389","30","30",NA,"sobre tronco de árvore viva, mais ou menos 900m da BR","SP069738","-47.459722","-24.281389","1998","03",NA,NA,NA,NA,NA,NA,NA
"57","2019-05-02 10:54:46-03","IBt","SP-BRYOPHYTA","173900","S","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Costa, D.P.","Yano, O.","3859","1981","12","10","Southern America","BRASIL","São Paulo","Cananéia","Ilha do Cardoso","-47.939722","-25.016389","20","20",NA,"Sobre tronco de árvore viva formando almofadas","SP081608","-47.939722","-25.016389","1997","02",NA,NA,NA,NA,NA,NA,NA
"58","2019-05-02 10:54:46-03","IBt","SP-BRYOPHYTA","189366","S","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Costa, D.P.","Yano, O.; Porto, K.C.; Pirani, J.R.","7911","1983","07","26","Southern America","BRASIL","São Paulo","São Sebastião","Rio Boiçucanga","-45.409722","-23.76","5","5",NA,"Na base de tronco vivo, mata ciliar","SP084225","-45.409722","-23.76","1998","03",NA,NA,NA,NA,NA,NA,NA
"59","2019-05-02 10:54:46-03","IBt","SP-BRYOPHYTA","191067","S","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Costa, D.P.","Yano, O.; Wanderley, M.G.L.","8939","1984","06","12","Southern America","BRASIL","São Paulo","Cananéia","Ilha do Cardoso","-47.939722","-25.016389","20","20",NA,"Epífila de Hymenophyllaceae, mata úmida.","SP086054","-47.939722","-25.016389","1997","03",NA,"07",NA,NA,NA,NA,NA
"60","2019-05-02 10:54:46-03","IBt","SP-BRYOPHYTA","191110","S","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.",NA,"Yano, O.; Wanderley, M.G.L.","8986","1984","06","12","Southern America","BRASIL","São Paulo","Cananéia","Ilha do Cardoso","-47.939722","-25.016389","20","20",NA,"Na base do tronco vivo, mata úmida","SP086096","-47.939722","-25.016389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-09-03 11:18:34-03","IBt","SP-BRYOPHYTA","227526","S","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.",NA,"Yano, O.; Mello, Z.R.","12649","1989","04","22","Southern America","BRASIL","São Paulo","Peruibe","Estação Biológica de Juréia","-46.5954","-24.1912","10","10",NA,"Na base do tronco vivo, mata do morro","SP093346","-46.5954","-24.1912",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-01-12 09:32:48-03","IBt","SP-BRYOPHYTA",NA,"S","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.",NA,"Yano, O.; Mello, Z.R.","12649","1989","04","22","Southern America","BRASIL","São Paulo","Peruibe","Estação Biológica de Juréia","-46.5954","-24.1912","10","10",NA,"Na base do tronco vivo, mata do morro",NA,"-46.5954","-24.1912",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","18828",NA,"Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","D.F. Peralta/2010","J. Rossini; et al","68","2002","10","09",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Sem informação.","MBML018828","40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2012-08-29 13:58:58-03","MNHN","RECOLNAT_MNHN_PC","PC0728223","PreservedSpecimen",NA,NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.",NA,"Yano, O.|Mello, Z.R.",NA,"1989","4","22",NA,"Brésil","Sao Paulo",NA,"Brasil, Sao Paulo, Peruibe, Estacao Biologica de Juréia","-46.59528","-24.19111","10",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0728223' target='other'> <mi>dwc_moreinfo</mi></a>","PC0728223",NA,NA,NA,NA,NA,NA,"12649",NA,NA,NA,NA
"65","2018-09-10 10:05:32-03","MNHN","RECOLNAT_MNHN_PC","PC0741562","PreservedSpecimen",NA,NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Costa","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0741562' target='other'> <mi>dwc_moreinfo</mi></a>","PC0741562",NA,NA,NA,NA,NA,NA,"18702","PC0741562_01 PC0741562_02 PC0741562_03 PC0741562_04 PC0741562_05 PC0741562_06 PC0741562_07 PC0741562_08 PC0741562_09 PC0741562_10 PC0741562_11 PC0741562_12 PC0741562_13 PC0741562_14 PC0741562_15 PC0741562_16 PC0741562_17 PC0741562_18 PC0741562_19 PC0741562_20 PC0741562_21 PC0741562_22",NA,NA,NA
"66","2015-11-06 15:50:00-02","MNHN","RECOLNAT_MNHN_PC","PC0741570","PreservedSpecimen",NA,NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Costa","Glaziou, A.",NA,"1889","1","8",NA,"Brésil",NA,NA,"Alto Macahé",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0741570' target='other'> <mi>dwc_moreinfo</mi></a>","PC0741570",NA,NA,NA,NA,NA,NA,"18008","PC0741570_01 PC0741570_02 PC0741570_03 PC0741570_04 PC0741570_05 PC0741570_06 PC0741570_07 PC0741570_08 PC0741570_09 PC0741570_10 PC0741570_11 PC0741570_12 PC0741570_13 PC0741570_14 PC0741570_15 PC0741570_16 PC0741570_17 PC0741570_18 PC0741570_19 PC0741570_20 PC0741570_21 PC0741570_22 PC0741570_23 PC0741570_24",NA,NA,NA
"67","2017-03-28 14:06:32-03","MNHN","RECOLNAT_MNHN_PC","PC0741561","PreservedSpecimen",NA,NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Costa","Glaziou, A.",NA,"1891","7","20",NA,"Brésil",NA,NA,"Alto Macahé",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0741561' target='other'> <mi>dwc_moreinfo</mi></a>","PC0741561",NA,NA,NA,NA,NA,NA,"18717","PC0741561_01 PC0741561_02 PC0741561_03 PC0741561_04 PC0741561_05 PC0741561_06 PC0741561_07 PC0741561_08 PC0741561_09 PC0741561_10 PC0741561_11 PC0741561_12 PC0741561_13 PC0741561_14 PC0741561_15 PC0741561_16 PC0741561_17 PC0741561_18 PC0741561_19 PC0741561_20 PC0741561_21 PC0741561_22 PC0741561_23 PC0741561_24 PC0741561_25",NA,NA,NA
"68","2021-02-25 10:11:19-03","CVRD","CVRD","7892","PreservedSpecimen","Plantae",NA,"Meteoriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.",NA,"Yano, O.","26656","2000","10","20","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Na base do tronco de arbusto <ll>dwc_commonname:</ll> Metzgeria brasiliensis","CVRD007892",NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA
"69","2021-03-01 11:49:22-03","UFPE","UFP","56286d","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Silva, MPP","Silva, MPP","82","2007","05","16",NA,"Brasil","Alagoas","Murici",NA,"-35.869722","-9.213056",NA,NA,NA,"Substrato: Tronco vivo. Sub-bosque","UFP56286d","-35.869722","-9.213056","2008","02",NA,"21",NA,NA,NA,NA,NA
"70","2021-03-01 11:49:22-03","UFPE","UFP","74020","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Yano, O","Oliveira, JRPM; Peralta, DF; Wasum, RA","318","2010","04","16",NA,"Brasil","Rio Grande do Sul","Cambará do Sul",NA,"-50.083333","-29.159444","741","741",NA,"sobre tronco vivo","UFP074020","-50.083333","-29.159444","2013","03",NA,NA,NA,NA,NA,NA,NA
"71","2020-04-23 15:06:28-03","MN","R-BRYOPHYTA","237124","PreservedSpecimen","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Dias, M.S.","Dias, M.S.","1603",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo","São Pedro da Serra","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"R000237124",NA,NA,"2017","05","Metzgeriales",NA,NA,"R000237124_001","33190","auto","Jungermanniopsida"
"72","2019-11-13 16:04:08-03","UNISANTA","HUSC","9342","PreservedSpecimen","Plantae",NA,"Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","R.X.A. Prudêncio","Z.R. Mello; R.X.A. Prudencio","5024","2016","08","26",NA,"Brasil","São Paulo","Praia Grande","Parque Estadual da Serra do Mar - Intutinga Pilões - Guariuma","-46.565864","-24.016372","20","45",NA,"Sobre tronco de árvore viva",NA,"-46.565864","-24.016372","2017","02",NA,NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:50:23-03","UFRGS","ICN","037821","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Peralta, DF","Bueno, RM","959","1981","09","19","América do Sul","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"sobre tronco de árvore",NA,NA,NA,"2014","11",NA,NA,NA,NA,"55856","auto",NA
"74","2021-02-08 12:50:23-03","UFRGS","ICN","012394","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Peralta, DF","Vianna, EC","2394","1972","11","23","América do Sul","Brasil","RS","Cachoeira do Sul","km 213, estrada Porto Alegre - Uruguaiana","-52.8939018249512","-30.0391998291016","170","170",NA,"Pinhal",NA,NA,NA,"2014","11",NA,NA,NA,NA,"71201","auto",NA
"75","2021-02-08 12:50:23-03","UFRGS","ICN","012667","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Peralta, DF","Baptista, MLL","s.n.","1972","07",NA,"América do Sul","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,"sobre galho em mato pantanoso do Parque Turístico",NA,NA,NA,"2014","11",NA,NA,NA,NA,"20837","auto",NA
"76","2021-02-08 12:50:23-03","UFRGS","ICN","077788","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Peralta, DF","Michel, EL","3694","1994","05","06","América do Sul","Brasil","RS","Viamão","Parque Saint Hilaire","-51.0233001708984","-30.0811004638672",NA,NA,NA,"sobre tronco de árvore",NA,NA,NA,"2014","11",NA,NA,NA,NA,"41667","auto",NA
"77","2021-02-08 12:50:23-03","UFRGS","ICN","012387","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Peralta, DF","Lindeman, JC","s.n.","1972","07","10","América do Sul","Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,"em mato, em baixada",NA,NA,NA,"2014","11",NA,NA,NA,NA,"20837","auto",NA
"78","2021-02-08 12:50:23-03","UFRGS","ICN","037206","S","Plantae","Marchantiophyta","Metzgeriaceae","Metzgeria","brasiliensis","Metzgeria brasiliensis","Schiffn.","Peralta, DF","Waechter, JL","s.n.","1980","02","28","América do Sul","Brasil","RS","Torres","Mato da estrada entre Vila São João e Três Cachoeiras","-49.7268981933594","-29.3353004455566",NA,NA,NA,"epífita",NA,NA,NA,"2014","11",NA,NA,NA,NA,"20837","auto",NA
