"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","class","order","infraspecificEpithet","scientificNameAuthorship","country","stateProvince","recordedBy","recordNumber","year","month","day","continentOcean","county","locality","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber"
"108","2021-01-28 11:37:22-03","IMA","MAC","1662","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","L.A.Pereira",NA,NA,NA,NA,"Epífita; flores roxas; em floração. Floração de janeiro 1982; Mata Pluvial Atlântica",NA,NA,NA,NA,"Lindl.","Brasil","Alagoas","Pereira, LA de","s.n.","1982","01",NA,NA,"São Jose da Laje","Fazenda Cachoeira Lisa, Próximo a Usina Serra Grande.","-36.0583000183105","-9.00971984863281",NA,"MAC0001662",NA,NA,NA,"16954","auto",NA,NA,NA
"109","2021-01-28 11:37:23-03","IMA","MAC","14001","PreservedSpecimen","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus","W.T.C.C.Santos; V.Brito","2019","06","04",NA,"Epífita, pseudobulbos ovóides, raízes finais e abundantes. Inflorecência de 6-12cm que emerge do pseudobulbo. Pétalas amarelo-esverdeado; Remanescente de Mata atlântica",NA,NA,NA,NA,"(Sw.) Kuntze","Brasil","Alagoas","M.H.Costa","s.n.","2001","01",NA,NA,"Rio Largo","Chã da Usina Utinga.","-35.812253","-9.510656",NA,"MAC0014001",NA,NA,NA,NA,NA,"-35.812253","-9.510656",NA
"110","2014-11-06 16:18:19-02","UFPB","EAN","11427","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Pernambuco",NA,NA,"1997","06",NA,NA,"Recife",NA,"-34.8811","-8.05389",NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA
"111","2014-11-06 16:18:19-02","UFPB","EAN","11801","S","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Habitat: Epífita, sobre manguba(densa touceira). Orla da mata.",NA,NA,NA,NA,NA,"Brasil","Pernambuco",NA,"10992","2006","02","27",NA,"Belo Jardim","Serra do Vento","-36.4242","-8.33556",NA,NA,NA,NA,NA,"27307","auto",NA,NA,NA
"112","2021-03-01 11:49:57-03","UFPE","UFP","57218","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Sobral-Leite, M","2009","07","26",NA,"Epífita do sub-bosque e dossel da mata. Final de floração e início de frutificação. Flores róseas com labelo amarelo e violáceo. Intenso odor adocicado. Frutos crassos e cilíndricos.; Epífita do sub-bosque e dossel da mata. Final de fl",NA,NA,NA,NA,"Lindl.","Brasil","Pernambuco","Sobral-Leite, M; Maciel, B; Gomes, P","971","2009","07","26",NA,"Caruaru",NA,"-35.978889","-8.354167",NA,"UFP057218",NA,"800","800",NA,NA,"-35.978889","-8.354167",NA
"113","2021-03-01 11:49:57-03","UFPE","UFP","67859","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Epífita sobre árvore de grande porte, flores lilases, labelo com mácula roxo escuro.",NA,NA,NA,NA,"Lindl.","Brasil","Pernambuco","Pessoa, E; Melo, A; Amorim, BS","500","2010","03","10",NA,"Jaqueira",NA,"-35.843889","-8.72",NA,"UFP067859",NA,"700","700",NA,NA,"-35.843889","-8.72",NA
"114","2021-03-01 11:49:57-03","UFPE","UFP","51491","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Lima-Verde, LW","2003","02","13",NA,"Ocasional. Adaptações ecológicas: cipofilo, epífito. Fenologia: folhas novas e senesc.; flores me botão e antese. Raízes esbranquiçadas, longas, cilindricas a achatadas, espeças. Textura da folha crassa. Cór do cálice lilás, cor da cor",NA,NA,NA,NA,"Lindl.","Brasil","Ceará","Lima-Verde, LW","2405","2003","01","13",NA,"Fortaleza",NA,"-38.543098449707","-3.71722006797791",NA,"UFP051491",NA,"750","750","19924","auto",NA,NA,NA
"115","2021-03-01 11:49:57-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Lima-Verde, LW","2003","02","13",NA,"Ocasional. Adaptações ecológicas: cipofilo, epífito. Fenologia: folhas novas e senesc.; flores me botão e antese. Raízes esbranquiçadas, longas, cilindricas a achatadas, espeças. Textura da folha crassa. Cór do cálice lilás, cor da corola lilás. cor",NA,NA,NA,NA,"Lindl.","Brasil","Ceará","Lima-Verde, LW","2405","2003","01","13",NA,"Fortaleza",NA,"-38.543098449707","-3.71722006797791",NA,NA,NA,"750","750","19924","auto",NA,NA,NA
"116","2021-03-01 11:49:57-03","UFPE","UFP","7024","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","Ferreira, ABG","1987","01",NA,NA,"Abundante: sofrendo intensa devastação por coleta predatória.; Abundante: sofrendo intensa devastação por coleta predatória.",NA,NA,NA,NA,"Lindl.","Brasil","Pernambuco","Severino parasita","67","1986","12",NA,NA,"Caruaru",NA,"-35.9761009216309","-8.28332996368408",NA,"UFP007024",NA,NA,NA,"35136","auto",NA,NA,NA
"117","2020-09-12 05:00:02-03","US","US","2819119","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,"1",NA,NA,"Monocotyledonae","Orchidales",NA,"Lindl.","Colombia","Valle del Cauca","J. Cuatrecasas","22087","1946","10","7","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA
"118","2020-09-12 05:00:02-03","US","US","2819121","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,"1",NA,NA,"Monocotyledonae","Orchidales",NA,"Lindl.","Colombia","Valle del Cauca","J. Cuatrecasas","22089","1946","10","7","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA
"119","2020-09-12 05:00:02-03","US","US","814083","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,"1",NA,NA,"Monocotyledonae","Orchidales",NA,"Lindl.","Colombia","Tolima","F. C. Lehmann","2172","1882","11","15","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,"800","1500",NA,NA,NA,NA,NA
"120","2019-10-07 09:19:53-03","UEFS","HUEFS","158466","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Caatinga arbórea.","Angiospermae","Lilianae","Asparagales",NA,"Lindl.","Brasil","Pernambuco","Almeida, P.R.M.","6","2010","03","07",NA,"Brejo da Madre de Deus","Estrada para o Sitio Bituri (lado esquerdo).","-36.407778","-8.210278",NA,"HUEFS0158466",NA,"1062","1062",NA,NA,"36W24'28''","8S12'37''",NA
"121","2019-10-07 09:19:53-03","UEFS","HUEFS","158468","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Caatinga arbórea.","Angiospermae","Lilianae","Asparagales",NA,"Lindl.","Brasil","Paraíba","Almeida, P.R.M.","8","2010","03","06",NA,"São José da Mata","Mata dos leões, próximo a igreja.","-35.983056","-7.186111",NA,"HUEFS0158468",NA,"684","684",NA,NA,"35W58'59''","7S11'10''",NA
"122","2019-10-07 09:19:53-03","UEFS","HUEFS","158467","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Caatinga arbórea.","Angiospermae","Lilianae","Asparagales",NA,"Lindl.","Brasil","Pernambuco","Almeida, P.R.M.","7","2010","03","07",NA,"Taquaritinga do Norte","Serra do microondas na torre do microondas.","-36.024444","-7.905556",NA,"HUEFS0158467",NA,"1030","1030",NA,NA,"36W1'28''","7S54'20''",NA
"123","2019-10-07 09:19:53-03","UEFS","HUEFS","158469","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Caatinga arbórea.","Angiospermae","Lilianae","Asparagales",NA,"Lindl.","Brasil","Paraíba","Almeida, P.R.M.","9","2010","03","06",NA,"Bananeiras","Mata de Goiamanduba de cima.","-35.614722","-6.74",NA,"HUEFS0158469",NA,"600","600",NA,NA,"35W36'53''","6S44'24''",NA
"124","2019-10-07 09:19:53-03","UEFS","HUEFS","160682","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,"Área de pastagem com remanescentes de floresta atlântica ombrófila.","Angiospermae","Lilianae","Asparagales",NA,"Lindl.","Brasil","Pernambuco","Cardoso, D.","2846","2010","03","28",NA,"Panelas",NA,"-35.988333","-8.690278",NA,"HUEFS0160682",NA,"864","864",NA,NA,"35W59'18''","8S41'25''",NA
"125","2019-10-07 09:19:53-03","UEFS","HUEFS","94108","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata","E.C.Smidt","2005","08",NA,NA,"Brejo de altitude. Mata em alforamento rochoso.","Angiospermae","Lilianae","Asparagales",NA,"Lindl.","Brasil","Pernambuco","Borba, E.L.","2194","2005","03","03",NA,"Brejo da Madre de Deus","Fazenda Bituri.","-36.392778","-8.088889",NA,"HUEFS0094108","HUEFS0094108","1188","1188",NA,NA,"36W23'34''","8S5'20''",NA
"126","2019-10-07 09:20:05-03","UEFS","HUEFS","167987","PreservedSpecimen","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus",NA,NA,NA,NA,NA,NA,"Angiospermae","Lilianae","Asparagales",NA,"(Sw.) Kuntze","Brasil","Bahia","Popovkin, A.V.","820","2011","01","09",NA,"Entre Rios","Pau de Umbigo.","-38.033333","-11.866667",NA,"HUEFS0167987","HUEFS0167987","130","130",NA,NA,"38W2'","11S52'",NA
"127","2019-10-07 09:20:05-03","UEFS","HUEFS","175440","PreservedSpecimen","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus",NA,NA,NA,NA,NA,"Atlantic Forest.","Angiospermae","Lilianae","Asparagales",NA,"(Sw.) Kuntze","Brasil","Bahia","Popovkin, A.V.","855","2011","03","28",NA,"Entre Rios","Pau de Umbigo.","-38.033333","-11.866667",NA,"HUEFS0175440","HUEFS0175440",NA,NA,NA,NA,"38W2'","11S52'",NA
"128","2019-07-09 12:43:15-03","F","FMNH-SEEDPLANTS","V0433740F","PreservedSpecimen","Plantae","Orchidaceae","Leochilus","labiatus","Leochilus labiatus",NA,NA,NA,NA,NA,NA,"Spermatophyta","Monocotyledoneae",NA,NA,NA,"Colombia",NA,"C. H. Dodson & H. G. Hills","3190","1965","6","29","South America",NA,NA,"-72.8667","3.8811",NA,"V0433740F","V0433740F_01",NA,NA,NA,NA,NA,NA,NA
"129","2021-03-04 15:42:04-03","IF","SPSF","03823","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata var. warneri","F.Hoehne","1957","09","01",NA,"COLETA: Epífita, flores violáceas. Nome Popular - Parasita.;","Magnoliophyta","Liliopsida","Orchidales","var. warneri","(Lindl.)","Brasil","ES","R.A. Guimarães","s/n","1902","08","30","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Bahia","Angl.","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"in prov. Bahia",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"131","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Roezl, B","s.n.",NA,NA,NA,NA,NA,"prope Buga",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"132","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Bolivia",NA,"Weir, JR","s.n.",NA,NA,NA,"Southern America",NA,"prope Bogotá",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"133","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Burke, D","s.n.",NA,NA,NA,NA,NA,"ad Ibagué",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"134","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Bolivia",NA,"Weir, J","s.n.",NA,NA,NA,"Southern America",NA,"prope Bogotá",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"135","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Lehmann, FC","s.n.",NA,NA,NA,"Southern America",NA,"ad flum. Magdalena",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"136","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Mexico",NA,"Hartweg, KT","s.n.",NA,NA,NA,"Northern America",NA,"in Mexico meridionali ad Tepie",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"137","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Puerto Rico",NA,"Sintenis, PEE","2960",NA,NA,NA,"Southern America",NA,"Etiam in ins. Puerto-Rico supra arbores vetustiores prope Ponce et Coamo",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"138","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Sander","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"In Venezuela",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"139","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Holton","164?",NA,NA,NA,NA,NA,"ad La Paila",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"140","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Weir, J","159?",NA,NA,NA,NA,NA,"prope Pacho altit. 1700m.",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"141","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Burke, D","s.n.",NA,NA,NA,NA,NA,"ad Ibagué",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"142","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Sander","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"In Venezuela",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"143","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Low","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"In rupibus Cordillera orientali Novae Granatae prov. Santander inter Pamplona et Bucaramanga",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"144","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Parker, CS","s.n.",NA,NA,NA,"Southern America",NA,"ad La Guayra",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"145","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Lehmann, FC","s.n.",NA,NA,NA,"Southern America",NA,"ad flum. Magdalena",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"146","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Low","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"In Venezuela prope Caracas",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"147","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Weir, JR","159",NA,NA,NA,NA,NA,"prope Pacho altit. 1700m.",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"148","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Linden, JJ","s.n.",NA,NA,NA,"Southern America",NA,"In Venezuela prope Caracas altit. 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"149","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia","Cundinamarca","Triana, JJ","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Cundinamarca prope Fusagasuga",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"150","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Low","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"In Venezuela prope Caracas",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"151","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Parker, CS","s.n.",NA,NA,NA,"Southern America",NA,"ad La Guayra",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"152","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Linden, JJ","s.n.",NA,NA,NA,"Southern America",NA,"In Venezuela prope Caracas altit. 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"153","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Puerto Rico",NA,"Sintenis, PEE","6915?",NA,NA,NA,"Southern America",NA,"Etiam in ins. Puerto-Rico supra arbores vetustiores prope Ponce et Coamo",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"154","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Mexico",NA,"Hartweg, KT","s.n.",NA,NA,NA,"Northern America",NA,"in Mexico meridionali ad Tepie",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"155","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Roezl, B","s.n.",NA,NA,NA,"Southern America",NA,"ad flum. Cauca",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"156","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Gollmer, J","s.n.",NA,NA,NA,"Southern America",NA,"In Venezuela prope Caracas altit. 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"157","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","?",NA,"Holton","164",NA,NA,NA,NA,NA,"ad La Paila",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"158","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Wagener, H","s.n.",NA,NA,NA,"Southern America",NA,"In Venezuela prope Caracas altit. 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"159","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Karsten, GKWH","s.n.",NA,NA,NA,"Southern America",NA,"In Venezuela prope Caracas altit. 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"160","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Arnold, RE","s.n.",NA,NA,NA,"Southern America",NA,"In Cordillera Venezuelae altit. circiter 1300",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"161","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Roezl, B","s.n.",NA,NA,NA,"Southern America",NA,"ad flum. Cauca",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"162","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Brazil","Pernambuco","Linden, JJ","s.n.(Hort.",NA,NA,NA,"Southern America",NA,"in prov. Pernambuco",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"163","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Gollmer, J","s.n.",NA,NA,NA,"Southern America",NA,"In Venezuela prope Caracas altit. 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"164","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia","Cundinamarca","Triana, JJ","s.n.",NA,NA,NA,"Southern America",NA,"in prov. Cundinamarca prope Fusagasuga",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"165","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Warszewicz, JRR von","s.n.",NA,NA,NA,"Southern America",NA,"In Novae-Granatae prope Medellin",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"166","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Venezuela",NA,"Wagener, H","s.n.",NA,NA,NA,"Southern America",NA,"In Venezuela prope Caracas altit. 1000m",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"167","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Colombia",NA,"Roezl, B","s.n.",NA,NA,NA,"Southern America",NA,"In Novae-Granatae prope Medellin",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
"168","2017-09-11 17:11:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cattleya","labiata","Cattleya labiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Puerto Rico",NA,"Sintenis, PEE","6915",NA,NA,NA,"Southern America",NA,"Etiam in ins. Puerto-Rico supra arbores vetustiores prope Ponce et Coamo",NA,NA,NA,NA,"P03P5N0055",NA,NA,NA,NA,NA,NA,NA
