"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount"
"11","2019-10-09 11:11:28-03","UFBA","ALCB","101094","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Silva, JM; Cordeiro, I","7463","2010","03","09","Southern America","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha de Tronqueira ao Pico da Bandeira","-41.8683013916016","-20.4333000183105","21645",NA,"Ereta, ca. 50 cm, capítulos laranjados.",NA,NA,"auto","Martin, VC",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:11:28-03","UFBA","ALCB","101094","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Silva, JM; Cordeiro, J","7463","2010","03","09","Southern America","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Trilha de Tronqueira ao Pico da Bandeira.","-41.8683013916016","-20.4333000183105","21645",NA,"50 cm alt. Capítulos laranjados.",NA,NA,"auto","Martin, VC",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:51:55-03","NBC","NL-BOTANY","U.1147592","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Trixis","glaziovii","Trixis glaziovii","Baker","Lindeman JC; Haas JH de",NA,"1967","04","16","Southern America","Brazil",NA,NA,"Est. Rio de Janerio, parque Nacional do Itatiaia, along road from park seat to planalto.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1147592 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1147592","NL-U1147592",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"14","2020-02-08 08:51:55-03","NBC","NL-BOTANY","U.1147593","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Trixis","glaziovii","Trixis glaziovii","Baker","Lindeman JC; Haas JH de",NA,"1967","02","01","Southern America","Brazil",NA,NA,"Est. Rio de Janerio, Itatiaia, camp near Abrigo Reboucas.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1147593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1147593","NL-U1147593",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"15","2020-02-08 08:51:55-03","NBC","NL-BOTANY","U.1147594","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Trixis","glaziovii","Trixis glaziovii","Baker","Camerik AM",NA,"1975","03","15","Southern America","Brazil",NA,NA,"Est. Rio de Janeiro, parque Nac. do Itatiacia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1147594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1147594","NL-U1147594",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"16","2020-11-04 11:02:26-03","ESALQ","ESA","64459","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii",NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23302.0","2000","02","17",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores do Terreirão. Campo de altitude. 20o25'S; 41o49'W. 2300msm","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; flores laranja","ESA064459","ESA064459","auto","Monge, M.",NA,NA,"2300","2300",NA,NA,NA,NA,NA,NA,NA
"17","2019-07-26 11:39:32-03","IPA","IPA","14590","S","Plantae","Plantae",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Pontual, I.","426","1967","02","02","Southern America","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional do Itatiaia, Planalto. Vivendo presa ao solo, próximo ao abrigo rebouças.","-43.2075004577637","-22.9027996063232","57442",NA,"Erva com ca. 1m de altura; inflorescência em capítulo amarelo alaranjado.","IPA0014590","IPA0014590","auto","Barroso, G.M.",NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA
"18","2020-12-20 21:16:03-03","UFV","VIC","21852","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Almeida, G.S.S.; et al.","784","2007","12","03",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da Lagoa Seca","-43.5080986022949","-20.2875003814697","44599",NA,"Erva 0,5m; caule alado, flores amarelas. Coletada em campos com afloramentos úmidos/campo rupestre.","VIC021852",NA,"auto","Almeida, G.S.S.",NA,NA,NA,NA,"2008","01",NA,NA,NA,NA,NA
"19","2020-12-20 21:16:03-03","UFV","VIC","21853","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Almeida, G.S.S.; Custódio, J.","249","2006","01","29",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha da Lagoa Seca","-43.5080986022949","-20.2875003814697","44599",NA,"Erva 0,4m, caule alado; caítulos com brácteas involucrais verdes, flores amarelas, cipsela com papilho creme. Coletada em campos graminosos úmidos/campo rupestre.","VIC021853",NA,"auto","Almeida, G.S.S.",NA,NA,NA,NA,"2006","01",NA,NA,NA,NA,NA
"20","2020-12-20 21:16:03-03","UFV","VIC","21851","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Almeida, G.S.S.; et al.","694","2007","05","10",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Trilha do Tesoureiro","-43.5080986022949","-20.2875003814697","44599",NA,"Erva 1m; caule alado, flores amarelas. Coletada em campos de afloramentos rochosos/campo rupestre.","VIC021851",NA,"auto","Almeida, G.S.S.",NA,NA,NA,NA,"2007","06",NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0030135","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","G. Hatschbach; M. Hatschbach, J. M. Silva","55458","1991","6","14",NA,"Brazil","Minas Gerais",NA,"Parque Nacional do Caparaó, próx. a Cachoeira Bonita (Mun. Caparaó).","-41.9070053100586","-20.5214126604987",NA,NA,"Erva alta, 1.50 m, capítulos amarelos.",NA,NA,NA,"J. Pruski",NA,NA,"1700",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:32:14-03","UFJF","CESJ","14157","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","L. Roth","s.n.","1976","07","09","América do Sul","Brasil","Minas Gerais",NA,"Serra do Caparaó",NA,NA,NA,NA,"Erva beira mata, flores amarelos, até 2 m de altura. 1800 m de atitude.","CESJ014157","CESJ014157",NA,"G.M.Barroso",NA,NA,NA,NA,"1977","10","27",NA,NA,NA,NA
"23","2019-11-21 14:32:14-03","UFJF","CESJ","61674","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","D.S. Santiago; M.A. Manhães","433","2013","01","26","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária, localizada a 1.800 - 2.000 m de altitude.","-44.8899993896484","-21.9589004516602","29865",NA,"Erva, ca. 1,5 m. Flor laranjada.","CESJ061674",NA,"auto","J.N. Nakajima",NA,NA,NA,NA,"2013","06",NA,NA,NA,NA,NA
"24","2021-03-01 16:25:29-03","UNICAMP","UEC","197820","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Monge, M; Leoni, LS; Scatigna, AV","1298","2012","09","22",NA,"Brazil","Minas Gerais","Alto Caparaó","P.N. Caparaó. Pico da Bandeira","-41.883333","-20.433333",NA,NA,"Arbusto, 50 cm de altura, ramoso, flores amarelas no raio e avermelhadas/alaranjada no disco.&nf;; Campo de altitude entremeado com afloramentos rochosos, escrube.","UEC190662","UEC190662",NA,"Monge, M","-41.883333","-20.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:25:29-03","UNICAMP","UEC","204176","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Souza, VC; et al.","23302","2000","02","17",NA,"Brazil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores do Terreirão.","-41.816667","-20.416667",NA,NA,"Erva, flores laranja.; Campo de Altitude.","UEC009546",NA,NA,"Monge, M","-41.816667","-20.416667",NA,NA,"2011","01",NA,NA,NA,NA,NA
"26","2021-03-01 16:25:29-03","UNICAMP","UEC","2906","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Cruz, ND; et al.","6387","1977","11","18",NA,"Brazil","Minas Gerais","Serra Do Caraça","ca.70Km suleste de Belo Horizonte, caminho para a cascatinha.",NA,NA,NA,NA,"Erva até 1m, capítulos alaranjados; Beira de mata e campo aberto.","UEC133566","UEC133566",NA,"Monge, M",NA,NA,NA,NA,"2010","02",NA,NA,NA,NA,NA
"27","2021-03-01 16:25:29-03","UNICAMP","UEC","2919","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Shepherd, GJ; Kirszenzaft, SL","9960","1979","04","13",NA,"Brazil","Rio de Janeiro",NA,"ParqueNacional de Itatiaia, perto do abrigo Rebonças.",NA,NA,NA,NA,"Subarbusto até 1,5m.Capítulos laranja.; Campo.","UEC133563","UEC133563",NA,"Siqueira, MR",NA,NA,"2700","2700","1980","10",NA,NA,NA,NA,NA
"28","2021-03-01 16:25:29-03","UNICAMP","UEC","42829","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Filho, AC","2810","1986","12","17",NA,"Brazil","São Paulo","Salesópolis","Casa grande, Estação Biológica de Boracéia.","-45.866667","-23.633333",NA,NA,"Herbácea, flores alaranjadas.","UEC133562","UEC133562",NA,"Leitão Filho, HF","-45.866667","-23.633333","890","950","1989","06","16",NA,NA,NA,NA
"29","2021-03-01 16:25:29-03","UNICAMP","UEC","93387","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Sazima, M; Vogel, S; Sazima, I","35727","1997","05","08",NA,"Brazil","Rio de Janeiro",NA,"Pico do Itatiaia,proximo prateleiras.",NA,NA,NA,NA,"Herbácea até 1,5m.Flores alaranjadas a amareladas.","UEC133564","UEC133564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:25:29-03","UNICAMP","UEC","206678","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Streher, NS","NS142","2018","03","16",NA,"Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia. Trilha para o abrigo Rebouças, parte alta do parque.","-44.8699989318848","-22.283899307251","26914",NA,"Campos de Altitude","UEC166895","UEC166895","auto","Semir, J; Monge, M",NA,NA,NA,NA,"2018","09","25",NA,NA,NA,NA
"31","2021-03-01 16:25:29-03","UNICAMP","UEC","206014","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Streher, NS","NS33","2017","02","17",NA,"Brazil","Minas Gerais","Itamonte","Parque Nacional do Itatiaia. Trilha para o abrigo Rebouças, parte alta do parque.","-44.8699989318848","-22.283899307251","26914",NA,"Campos de Altitude","UEC166811","UEC166811","auto","Semir, J; Monge, M",NA,NA,NA,NA,"2018","09","25",NA,NA,NA,NA
"32","2021-03-01 16:25:29-03","UNICAMP","UEC","79334","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Simão-Bianchini, R; et al.","538","1994","09","05",NA,"Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia. Estrada para a barragem da SABESP no rio Guaratuba.","-45.8400001525879","-23.5300006866455","18032",NA,"Erva próximo a estrada. Capitulos alaranjados.","UEC133561","UEC133561","auto","Monge, M",NA,NA,NA,NA,"2009","03",NA,NA,NA,NA,NA
"33","2019-09-23 10:16:16-03","UNICAMP","UEC","195469","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Meireles, LD; et al.","3a","2007","02","07",NA,"Brazil","São Paulo","Santo André","Reserva biológica de Paranapiacaba, próximo a sede.","-46.5299987792969","-23.6599998474121","27258",NA,NA,"UEC132048","UEC132048","auto","Semir, J; Monge, M",NA,NA,NA,NA,"2012","12",NA,NA,NA,NA,NA
"34","2021-03-01 16:25:29-03","UNICAMP","UEC","126959","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Freitas, L; Sazima, M","211","1998","01","23",NA,"Brazil","São Paulo","São José do Barreiro","Brejo temporário ao lado de campo de altitude.&nf;Área queimada em Agosto de 1997.","-44.5699996948242","-22.6399993896484","30784",NA,"Subarbusto-arbusto/0.6-1.3cm. Flores amarelo forte a laranja.","UEC133567","UEC133567","auto","Monge, M",NA,NA,NA,NA,"2013","05",NA,NA,NA,NA,NA
"35","2021-03-01 16:25:29-03","UNICAMP","UEC","126960","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Freitas, F; Sazima, M","212","1998","01","23",NA,"Brazil","São Paulo","São José do Barreiro","Brejo temporário ao lado de campo de altitude.&nf;Área queimada em Agosto de 1997.","-44.5699996948242","-22.6399993896484","30784",NA,"Subarbusto-arbusto/0.6-1.3cm. Flores amarelo forte a laranja.","UEC133568","UEC133568","auto","Monge, M",NA,NA,NA,NA,"2013","05",NA,NA,NA,NA,NA
"36","2021-03-01 16:25:29-03","UNICAMP","UEC","67266","S","Plantae","Magnoliopsida",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Souza, HM","20443","1969","03","20",NA,"Brazil","São Paulo","São Paulo","Reserva florestal do Lageado; Serra do Bacaina.","-46.6300010681152","-23.5400009155273","53584",NA,"Herbácea, flores amarelas. Floresce em março.","UEC133560","UEC133560","auto","Monge, M",NA,NA,NA,NA,"2010","03",NA,NA,NA,NA,NA
"37","2019-11-05 16:46:04-03","UFOP","OUPR","33069","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Pedrosa, L.G.","1314","2019","02","10",NA,"Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,"Erva, 50cm. Flores amarelas. Campo úmido.",NA,NA,NA,"Pedrosa, L.G.",NA,NA,NA,NA,"2019","02","10",NA,NA,NA,NA
"38","2019-08-16 08:38:39-03","UTFPR","HCF","28275","S","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","J.M. Silva","7463","2010","03","09",NA,"Brasil","MG","Alto Caparaó","Parque Nacional do Caparaó, trilha de","-41.8683013916016","-20.4333000183105","21645",NA,"ereta, 50 cm, capítulos alaranjados. Campo rupestre.",NA,NA,"auto","V.C. Martin",NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:17:34-03","MBM","MBM","143755","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55458","1991","06","14","Southern America","Brazil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, próximo a Cachoeira Bonita","-41.9043998718262","-20.523099899292","15056",NA,NA,"MBM143755","MBM143755","auto","Pruski, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:17:34-03","MBM","MBM","10220","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Lindeman, J.; Haas, H.; Haas, H.","4146","1967","02","02","Southern America","Brazil","Rio de Janeiro","Itatiaia","Abrigo Rebouças","-44.5633010864258","-22.4960994720459","19648",NA,NA,"MBM010220","MBM010220","auto","Lindeman, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:17:34-03","MBM","MBM","3193","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Hatschbach, G.","15352","1966","12","10","Southern America","Brazil","Paraná","Teixeira Soares","Rio da Almas","-50.4606018066406","-25.3682994842529","31767",NA,NA,"MBM003193","MBM003193","auto","Cabrera, A.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:17:34-03","MBM","MBM","327402","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Ribas, O.S.; Hatschbach, G.; Hatschbach, G.","7571","2007","02","14","Southern America","Brazil","Santa Catarina","Correia Pinto","Rod. BR 116","-50.3610992431641","-27.5846996307373","21488",NA,"Ereta, flor creme. campo limpo. Unicata","MBM327402","MBM327402","auto","Nakajima, J.",NA,NA,NA,NA,"2009","09",NA,NA,NA,NA,NA
"43","2015-10-02 08:40:51-03","MNHN","RECOLNAT_MNHN_P","P00732830","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Glaziou, A.",NA,"1873","1","24",NA,"Brésil",NA,NA,"Rio de Janeiro : Itatiaia, Campo Feio",NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00732830' target='other'> <mi>dwc_moreinfo</mi></a>","P00732830","P00732830_01",NA,"Katinas",NA,NA,NA,NA,NA,NA,NA,NA,"holotype","6582",NA
"44","2015-09-04 07:20:00-03","MNHN","RECOLNAT_MNHN_P","P03768407","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","Minas Gerais",NA,"Province. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb",". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821. No.1915 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768407' target='other'> <mi>dwc_moreinfo</mi></a>","P03768407","P03768407_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-09-04 07:20:00-03","MNHN","RECOLNAT_MNHN_P","P03768410","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","Minas Gerais",NA,"Province. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb",". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821. No.1515 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768410' target='other'> <mi>dwc_moreinfo</mi></a>","P03768410","P03768410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-09-04 07:20:00-03","MNHN","RECOLNAT_MNHN_P","P03768411","PreservedSpecimen",NA,NA,NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","Minas Gerais",NA,"Province. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb",". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821. No. 1915 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03768411' target='other'> <mi>dwc_moreinfo</mi></a>","P03768411","P03768411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:33:38-03","UFMG","BHCB","119989","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Batista, JAN; Ramalho, AJ; Borges, KS","2308","2007","12","07","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda., Entrada para Moeda, cerca de 33km S de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR 040. Morros à esquerda da pista em direção a Moeda, cerca de 2km após o entroncamento com a BR 040. Acima da bica d#?#água.","-43.956389","-20.277806",NA,NA,"Plantas do Brasil. Campos nas encostas acima da bica d'água. Campo limpo seco em encosta pedregosa. Solo areno-argiloso, raso, com algum cascalho sobre a superficie. Área queimada durante a seca.",NA,NA,NA,NA,"-43.956389","-20.277806","1331","1331",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:33:38-03","UFMG","BHCB","56065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Dusén, PKH","23","1902","05","15","Southern America","Brasil",NA,NA,"Serra do Itatiaia.",NA,NA,NA,NA,"Campo.",NA,NA,NA,NA,NA,NA,"2100","2100",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:33:38-03","UFMG","BHCB","52764","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Trixis","glaziovii","Trixis glaziovii","Baker","Vasconcelos, MF de","s.n.","1999","12","16","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Pico do Inficionado","-43.4075012207031","-20.0746994018555","11966",NA,"Erva; Campo rupestre","BHCB025053",NA,"auto",NA,NA,NA,"1850","1850","2002","11",NA,NA,NA,NA,NA
