"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","typeStatus","fieldNumber","individualCount"
"11","2020-02-08 10:01:57-03","NBC","NL-BOTANY","L.2482267","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2482267 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2482267","NL-L2482267",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"12","2020-02-08 10:01:57-03","NBC","NL-BOTANY","L.1135039","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Hatschbach GG",NA,"1958","10","10","Southern America","Brazil",NA,NA,"Est. Parana (Brasil). Mun. Jaguariaiva. Arrederes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1135039 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1135039","NL-L1135039",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"13","2020-02-08 10:01:57-03","NBC","NL-BOTANY","L.1168125","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Hatschbach GG",NA,"1958","10","10","Southern America","Brazil",NA,NA,"Est. Parana (Brasil). Mun. Jaguariaiva. Arrederes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1168125 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1168125","NL-L1168125",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"14","2020-02-08 10:01:57-03","NBC","NL-BOTANY","L.2482265","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Hatschbach GG",NA,"1958","10","10","Southern America","Brazil",NA,NA,"Est. Parana (Brasil). Mun. Jaguariaiva. Arrederes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2482265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2482265","NL-L2482265",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"15","2020-02-08 10:01:57-03","NBC","NL-BOTANY","L.2482266","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Vincent D",NA,"1915","11","01","Southern America","Brazil",NA,NA,"Brísil- Minas Garaes - fremevae.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2482266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2482266","NL-L2482266",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 10:01:57-03","NBC","NL-BOTANY","U.1363059","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Lindeman JC; Haas JH de",NA,"1966","10","17","Southern America","Brazil",NA,NA,"Est. paraná 3 km N. of Rio 5 Reis, towards Jaguariaiva.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363059","NL-U1363059",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 10:01:57-03","NBC","NL-BOTANY","U.1363060","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.",NA,"Hatschbach GG; Haas JH de",NA,"1966","03","03","Southern America","Brazil",NA,NA,"Est. Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363060 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363060","NL-U1363060",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2020-11-04 11:12:26-03","ESALQ","ESA","9340","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Cavalcanti, T.B.","Souza, V.C. et al.","3595.0","1993","05","19",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009340","ESA009340",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:12:26-03","ESALQ","ESA","23539","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Souza, V.C. & Souza, J.P.","Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.; Scalon, V.R.; Farah, F.T.","8723.0","1995","08","18",NA,"Brasil","São Paulo","Itapeva","Estação Ecológica de Itapeva. Transição campo-cerrado.","-48.8699989318848","-23.9799995422363",NA,"Arbusto, até 2m alt., pétalas alvas; frutos castanhos.","ESA023539","ESA023539",NA,NA,NA,"42926","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:12:26-03","ESALQ","ESA","15357","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Hatschbach, G.","Cordeiro, J. ; Hatschbach, G.","1109.0","1993","10","21",NA,"Brasil","São Paulo","Tibagi",NA,NA,NA,NA,NA,"ESA015357","ESA015357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:12:26-03","ESALQ","ESA","38604","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","V.C.Souza, XII/1997","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","277.0","1997","12","17",NA,"Brasil","São Paulo","Itapeva","Estação ecológica de Itapeva. Cerrado.","-490.416","-24.043",NA,"Arbusto de 1,60 m. Flores alvas com ovário e anteras amarelos.","ESA038604","ESA038604",NA,NA,NA,NA,NA,NA,"-490,416","-24,043",NA,NA,NA,NA,NA
"22","2020-11-04 11:12:26-03","ESALQ","ESA","37221","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Hatschbach, G.","Ribas, O.S. ; Pereira L.B.S.","1616.0","1997","02","08",NA,"Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,"ESA037221","ESA037221",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:12:26-03","ESALQ","ESA","39651","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Stehmann, J.R.","Stehmann, J.R. et al.","1170.0","1993","12","03",NA,"Brasil","Paraná","Sengés",NA,"-49.4636001586914","-24.1128005981445",NA,NA,"ESA039651","ESA039651",NA,NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:12:26-03","ESALQ","ESA","22547","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Scaramuzza, C.A.M.","Souza, V.C. et al.","7072.0","1994","11","12",NA,"Brasil","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,"ESA022547","ESA022547",NA,NA,NA,"42926","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:12:26-03","ESALQ","ESA","30962","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Souza, V.C.","Souza, V.C. et al.","10503.0","1996","01","26",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA030962","ESA030962",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:12:26-03","ESALQ","ESA","94974","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Scaramuzza, C.A.M.","Scaramuzza, C.A.M. et al.","773.0","1993","05","21",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA094974","ESA094974",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-19 10:24:05-03","CPAP","CPAP","11058","PreserverdSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","St.Hil.","A. C. Cervi","Cervi, A. C.","3611","1991","12","17",NA,"Brasil","PR","Jáguariaíva&nf;ag","Campo próximo a ponte do rio das Mortes, (PR-151)",NA,NA,NA,"Arbusto de1 A 1,5m de altura. FLOR: alva. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,"1991",NA,NA,"12",NA,NA,NA,"17",NA,NA,NA
"28","2019-02-15 11:44:40-02","IPA","IPA","87724","S","Plantae","Plantae",NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A. St.-Hil.","Hatschbach, G.","Silva, J.M.; Barbosa, E.; Cunha, E.M.; Barbosa, E.; Cunha, E.M.","5094","2006","10","12","Southern America","Brasil","Paraná","Jaguariaíva","Vale do Codó","-49.7057991027832","-24.2511005401611",NA,"Arbusto, 2m. Flor alva.; Cerrado.","IPA0087724",NA,NA,NA,"2006","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:31:06-03","IAP","PACA-AGP","4702","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A. St.-Hil.","Emrich-Rambo","Rambo, B.","4702","1941","03","10",NA,"Brasil","RS","Salto Mucunan","fl. Uruguai",NA,NA,NA,"Habitat: in rupestribus dumetosis","PACA004702",NA,NA,NA,"1954",NA,NA,"08",NA,NA,"Magnoliatae","20",NA,NA,NA
"30","2019-08-27 13:31:06-03","IAP","PACA-AGP","69713","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A. St.-Hil.","L.B. Smith","Hatschbach, G.",NA,"1958","10","10",NA,"Brasil","PR","Jaguariaiva","Arredores","-49.7057991027832","-24.2511005401611",NA,"Arbusto 1 1/2 m, petalas alvas, de campo semi-cerrado.","PACA069713",NA,"840","840",NA,"44368","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"31","2019-08-27 13:31:06-03","IAP","PACA-AGP","96384","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A. St.-Hil.",NA,"J. Larocca",NA,"1997","03",NA,NA,"Brasil","RS","Veranópolis",NA,"-51.5494003295898","-28.9361000061035",NA,"HASU 17293","PACA096384",NA,NA,NA,NA,"16670","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"32","2019-08-27 13:31:06-03","IAP","PACA-AGP","55529.1","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A. St.-Hil.","Smith","Reitz, R.","6009","1951","02","09",NA,"Brasil","RS","Marcelino Ramos","Estreito","-51.9063987731934","-27.4617004394531",NA,"Habitat: in dumetosis rupestribus Fenofase: fl.fr.","PACA055529-1",NA,NA,NA,"1955","18635","auto","05",NA,NA,"Magnoliatae","10",NA,NA,NA
"33","2019-08-27 13:31:06-03","IAP","PACA-AGP","97546","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A. St.-Hil.","J. Larocca","J. Larocca",NA,"2004","05","02",NA,"Brasil","RS","Nova Roma do Sul","Rio das Antas","-51.4081001281738","-28.9902992248535",NA,"HASU 17273","PACA097546",NA,NA,NA,NA,"9715","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"34","2019-08-27 13:31:06-03","IAP","PACA-AGP","97286","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A. St.-Hil.",NA,"J. Larocca",NA,"1997","03","01",NA,"Brasil","RS","Veranópolis",NA,"-51.5494003295898","-28.9361000061035",NA,"HASU 17293","PACA097286",NA,NA,NA,NA,"16670","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"35","2019-08-27 13:31:06-03","IAP","PACA-AGP","97285","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A. St.-Hil.","J. Larocca","J. Larocca",NA,"1997","03",NA,NA,"Brasil","RS","Veranópolis",NA,"-51.5494003295898","-28.9361000061035",NA,"HASU 17291","PACA097285",NA,NA,NA,NA,"16670","auto",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"36","2021-04-07 11:45:28-03","UFMS","CGMS","49691","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","V. Linsingen","V. Linsingen","68","2000","03","06",NA,"Brasil","Paraná","Jaguariaíva","Lago Azul.","-49.7057991027832","-24.2511005401611",NA,"Flor alva. Habitat: Campo cerrado perturbado por fogo. Habito: Arbusto. 1,20m de altura.","CGMS1079623",NA,NA,NA,"2000","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:02:31-03","FURB","FURB","889","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Sevegnani, L","Sevegnani, L.",NA,"1998","10","05",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"FURB02087","FURB02087",NA,NA,"1998","27729","auto","10",NA,NA,NA,"05",NA,NA,NA
"38","2019-08-16 08:39:50-03","UTFPR","HCF","559","S","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","G. Hatschbach","E.A. Maieski","8","2003","11","24",NA,"Brasil","PR","Arapoti","Cerrado das Cinzas","-49.8266983032227","-24.1578006744385",NA,"Arvoreta com 2m de altura, flores amarelas vistosas e folhas sésseis, simples e opostas, bastante diminutas.",NA,NA,NA,NA,"2004","41852","auto","05",NA,NA,NA,"05",NA,NA,NA
"39","2019-08-16 08:39:50-03","UTFPR","HCF","14291","S","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","G. Hatschbach","J.M. Silva","5094","2006","10","12",NA,"Brasil","PR","Jaguariaíva","Vale do Codó","-49.7057991027832","-24.2511005401611",NA,"arbusto, 2 m, flor alva. Cerrado.",NA,NA,NA,NA,"2006","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:32:22-03","MBM","MBM","192693","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Dombrowski, L.T.","Dombrowski, L.T.; et al.; et al.","1111",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,"MBM192693",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:32:22-03","MBM","MBM","208405","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1616",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Barros","-49.7057991027832","-24.2511005401611",NA,NA,"MBM208405","MBM208405",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:32:22-03","MBM","MBM","287129","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Motta, J.T.","1825","1990","02","25","Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,"MBM287129","MBM287129",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:32:22-03","MBM","MBM","165417","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Cervi, A.C.","Cervi, A.C.; et al.; et al.","3611",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Próximo a ponte do Rio das Mortes, Rod. PR-151","-49.7057991027832","-24.2511005401611",NA,NA,"MBM165417","MBM165417",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:32:22-03","MBM","MBM","48298","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.","39242",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Serrinha","-49.7057991027832","-24.2511005401611",NA,NA,"MBM048298","MBM048298",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:32:22-03","MBM","MBM","189316","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Scaramussa","Souza, V.C.; et al.; et al.","7072",NA,NA,NA,"Southern America","Brazil","São Paulo","Itapeva","Estação Ecológica","-48.8699989318848","-23.9799995422363",NA,NA,"MBM189316","MBM189316",NA,NA,NA,"42926","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:32:22-03","MBM","MBM","322993","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","nummularifolia","Lafoensia nummularifolia","A.St.-Hil.","Hatschbach, G.","Silva, J.M.; Barboza, E.; Cunha, E.M.; Barboza, E.; Cunha, E.M.","5094","2006","10","12","Southern America","Brazil","Paraná","Jaguariaíva","Vale do Codó","-49.7057991027832","-24.2511005401611",NA,"Arbusto, 2m, flor alva.; Cerrado.","MBM322993","MBM322993",NA,NA,"2006","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:32:22-03","MBM","MBM","292827","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Cordeiro, J.; Barboza, E.","Maieski, E.A.","8","2003","11","24","Southern America","Brazil","Paraná","Arapoti","Arapoti","-49.8266983032227","-24.1578006744385",NA,NA,"MBM292827","MBM292827",NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:32:22-03","MBM","MBM","8489","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Lourteig, A.","Hatschbach, G.","19987",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Chapadão Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,"MBM008489","MBM008489",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:32:22-03","MBM","MBM","532","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Lafoensia","numulariifolia","Lafoensia numulariifolia","A. St.-Hil.","Hatschbach, G.","Hatschbach, G.; Haas, H.; Haas, H.","13947",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM000532","MBM000532",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
