"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","year","month","locality","minimumElevationInMeters","day","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount"
"96","2015-08-20 11:24:07-03","CPQBA","CPMA","2338","S","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CPQBA",NA,NA
"97","2016-01-25 13:36:30-02","CPQBA","CPMA","2287","S","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata",NA,NA,"Compra Ilio",NA,"Sul Americano","Brasil","São Paulo",NA,"mapa 132",NA,NA,NA,NA,NA,"Diierberguer",NA,NA,"Limeira","-47.4000015258789","-22.5599994659424",NA,"20999","auto",NA,NA,NA,NA,NA,NA,NA,"184710",NA,NA
"98","2019-07-31 14:32:06-03","CPATSA","HTSA","1233","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Beccari",NA,"Lima, J.L.S.","122a",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"1988","10","23 Km Sul de Coribe na estrada para Cocos,, perto da fronteira do município com Cocos.",NA,"18","Coribe","-44.8925","-14.035278",NA,NA,NA,"-44.8925","-14.035278",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-07-31 14:32:06-03","CPATSA","HTSA","1235","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Beccari",NA,"Lima, J.L.S.","124",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"1988","10","19 Km Sudeste de Cocos na estrada para serra, Suçuarana, Riacho do Meio.",NA,"20","Cocos","-45.201944","-14.475833",NA,NA,NA,"-45.201944","-14.475833",NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-09-12 05:00:02-03","US","US","2321084","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata odorata",NA,NA,"R. Reitz & R. M. Klein","180","South America","Brazil","Santa Catarina",NA,NA,"US00059639","US00059639_01","odorata","1951","12","Laguna","3","22",NA,NA,NA,"3",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"101","2020-09-12 05:00:02-03","US","US","3322187","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"A. Butzke","11255","South America","Brazil","Rio Grande do Sul",NA,NA,"US00516058","US00516058_01",NA,"1995","11","Erebango, br153",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"102","2020-09-12 05:00:02-03","US","US","2197090","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"A. Macedo","3321","South America - Neotropics","Brazil","Goiás",NA,NA,"US00059647","US00059647_01",NA,"1951","7","Balsario, municipio latar",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"103","2020-09-12 05:00:02-03","US","US","2321080","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"R. Reitz & R. M. Klein","5889","South America","Brazil","Santa Catarina",NA,NA,"US00059635","US00059635_01",NA,"1951","9","Laguna","4","20",NA,NA,NA,"4",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"104","2020-09-12 05:00:02-03","US","US","2196848","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"A. Macedo","2424","South America - Neotropics","Brazil","Minas Gerais",NA,NA,"US00059642","US00059642_01",NA,"1950","6","Campo alegre",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"105","2020-09-12 05:00:02-03","US","US","3487362","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"L. R. Noblick & J. Lima","4644","South America - Neotropics","Brazil","Bahia",NA,NA,"US01104197","US01104197_01",NA,"1988","10","S of Coribe on road to Cocos","600","18","Coribe","-44.47","-13.83",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"106","2020-09-12 05:00:02-03","US","US","2321081","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"R. Reitz & R. M. Klein","5889","South America","Brazil","Santa Catarina",NA,NA,"US00059636","US00059636_01",NA,"1951","9","Laguna","4","20",NA,NA,NA,"4",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"107","2020-09-12 05:00:02-03","US","US","2535597","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"H. H. Bartlett","21396","South America","Uruguay","Rocha",NA,NA,"US00059659",NA,NA,"1944","1","Palmares de castillos, hilly country 25 km n of castillos",NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"108","2020-09-12 05:00:02-03","US","US","1194847","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"A. F. M. Glaziou","8052","South America","Brazil","Rio Grande do Sul",NA,NA,"US00059655","US00059655_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"109","2020-09-12 05:00:02-03","US","US","2196849","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"A. Macedo","2424","South America - Neotropics","Brazil","Minas Gerais",NA,NA,"US00059643","US00059643_01",NA,"1950","6","Campo alegre",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"110","2020-09-12 05:00:02-03","US","US","2535598","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"H. H. Bartlett","21396","South America","Uruguay","Rocha",NA,NA,"US00059660","US00059660_01",NA,"1944","1","Palmares de castillos, hilly country 25 km n of castillos",NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"111","2020-09-12 05:00:02-03","US","US","3439472","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"L. R. Noblick & H. Cropper","5098","South America - Neotropics","Brazil","Goiás",NA,NA,"US00744420","US00744420_01",NA,"1996","2","S of Mambai near Rio das Pedras","690","4","Jataí","-51.7144012451172","-17.8813991546631",NA,"75073","auto",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"112","2020-09-12 05:00:02-03","US","US","2197091","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"A. Macedo","3321","South America - Neotropics","Brazil","Goiás",NA,NA,"US00059649","US00059649_01",NA,"1951","7","Balsario, municipio latar",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"113","2020-09-12 05:00:02-03","US","US","2535599","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"H. H. Bartlett","21396","South America","Uruguay","Rocha",NA,NA,"US00059658","US00059658_01",NA,"1944","1","Palmares de castillos, hilly country 25 km n of castillos",NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"114","2020-09-12 05:00:02-03","US","US","2197092","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"A. Macedo","3321","South America - Neotropics","Brazil","Goiás",NA,NA,"US00059648","US00059648_01",NA,"1951","7","Balsario, municipio latar",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"115","2020-09-12 05:00:02-03","US","US","3487361","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"L. R. Noblick & J. Lima","4644","South America - Neotropics","Brazil","Bahia",NA,NA,"US01104196","US01104196_01",NA,"1988","10","S of Coribe on road to Cocos","600","18","Coribe","-44.47","-13.83",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"116","2020-09-12 05:00:02-03","US","US","2535601","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"H. H. Bartlett","21339","South America","Uruguay","Rocha",NA,NA,"US00059656",NA,NA,"1944","1","Palmar near chafalote, 7 km northwest of 19 de abril, which is 27 km northeast of rocha",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"117","2020-09-12 05:00:02-03","US","US","2535600","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"H. H. Bartlett","21339","South America","Uruguay","Rocha",NA,NA,"US00059657","US00059657_01",NA,"1944","1","Palmar near chafalote, 7 km northwest of 19 de abril, which is 27 km northeast of rocha",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"118","2020-09-12 05:00:02-03","US","US","3439473","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"L. R. Noblick & H. Cropper","5098","South America - Neotropics","Brazil","Goiás",NA,NA,"US00744419","US00744419_01",NA,"1996","2","S of Mambai near Rio das Pedras","690","4","Jataí","-51.7144012451172","-17.8813991546631",NA,"75073","auto",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"119","2020-09-12 05:00:02-03","US","US","2321085","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata odorata",NA,NA,"R. Reitz & R. M. Klein","180","South America","Brazil","Santa Catarina",NA,NA,"US00059638","US00059638_01","odorata","1951","12","Laguna","3","22",NA,NA,NA,"3",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"120","2020-09-12 05:00:02-03","US","US","2321083","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata odorata",NA,NA,"R. Reitz & R. M. Klein","180","South America","Brazil","Santa Catarina",NA,NA,"US00059637","US00059637_01","odorata","1951","12","Laguna","3","22",NA,NA,NA,"3",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"121","2020-09-12 05:00:02-03","US","US","2321360","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata odorata",NA,NA,"R. Reitz","3732","South America","Brazil","Santa Catarina",NA,NA,"US00059641","US00059641_01","odorata","1951","1","Itajuba, araquari",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"122","2020-09-12 05:00:02-03","US","US","2321359","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Butia","capitata","Butia capitata odorata",NA,NA,"R. Reitz","3732","South America","Brazil","Santa Catarina",NA,NA,"US00059640","US00059640_01","odorata","1951","1","Itajuba, araquari",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1"
"123","2020-09-02 16:20:30-03","Cenargen","CEN","26628","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","A. C. Marcato","Larry Ronald Noblick","5097",NA,"Brasil","GO","Exsicatas","Palm solitary with 1,4 m x 20 cm trunk. LEAVES 14 in crown spirally arranged and spreading. Leaf sheath plus petiole is 44,4-56 + cm long with atrue leaf petiole only 20 cm long, 1,1-1,2 cm wide and 0,8-0,9 cm thick and a toothed leaf sheath, adaxially slightly convex and abaxially rounded. Leaf rachis 146-162 cm long. 64 pairs of leaflets which are distributed regularly along the rachis in one plane. Basal leaflets 24-56 cm long x 2-0,5 cm wide, middle leaflets 59-62 cm long x 1-1,2 cm wide, and apical leaflets 22-29 cm wide and 0,8-0,9 cm thick peduncle and 44-45 cm long rachis. there are 71-80 primary branches measuring 10-14 cm long at the apex. Mais info ver exsicata. Doação Fairchild Tropical Garden - Miami. Accession Number 96117.","CEN00026628","CEN00026628 CEN00026628_1 CEN00026628_2 CEN00026628_3 CEN00026628_4 CEN00026628_5",NA,"1996","02","South of village of Vila Reis on the road to Sítio D'Abadias, ca 3km S of Damianópolis.","750","03","DAMIANOPOLIS","-46.212777","-14.640277","750",NA,NA,"-46.212777","-14.640277",NA,NA,"2005",NA,NA,NA,NA,"1"
"124","2020-09-02 16:20:30-03","Cenargen","CEN","60693","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"Priscila Albertasse Dutra da Silva","92",NA,"Brasil","MG","Exsicatas","Dados médios da população: inflorescência ereta com cerca de 50 cm, muito visitada por abelhas, flores frágeis se desprendem com facilidade; frutos ainda verdes, quando maduros tem cor amarelo brilhante com cerca de 19 mm de diâmetro, 26,7 mm de comprimento e peso de 6,22 g, o pico da frutificação ocorre em outubro-dezembro. Altura média da população é de 127 cm, comprimento da folha é 130 cm. Ocorre em manchas agregadas.","CEN00060693","CEN00060693 CEN00060693_1 CEN00060693_2 CEN00060693_3 CEN00060693_4 CEN00060693_5",NA,"2007","01","Fazenda Santa Helena.","780","28","MIRABELA","-44.338888","-16.453333","780",NA,NA,"-44.338888","-16.453333",NA,NA,NA,NA,NA,NA,NA,"2"
"125","2020-09-02 16:20:30-03","Cenargen","CEN","60692","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"Priscila Albertasse Dutra da Silva","91",NA,"Brasil","MG","Exsicatas","Dados médios da população: inflorescência ereta com cerca de 50 cm, muito visitada por abelhas, flores frágeis se desprendem com facilidade; frutos ainda verdes, quando maduros tem cor amarelo brilhante com cerca de 19 mm de diâmetro, 26,7 mm de comprimento e peso de 6,22 g, o pico da frutificação ocorre em outubro-dezembro. Altura média da população é de 127 cm, comprimento da folha é 130 cm. Ocorre em manchas agregadas.","CEN00060692","CEN00060692 CEN00060692_1 CEN00060692_2 CEN00060692_3 CEN00060692_4 CEN00060692_5",NA,"2007","01","Serranópolis de Minas - MG. Comunidade Rural de Campos, ao pé da Serra Gerais.","971","21","PORTEIRINHA","-43.369722","-16.485","971",NA,NA,"-43.369722","-16.485",NA,NA,NA,NA,NA,NA,NA,"2"
"126","2020-09-02 16:20:30-03","Cenargen","CEN","26625","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","A. C. Marcato","Larry Ronald Noblick","5089",NA,"Brasil","GO","Exsicatas","Coco azedinho is the common name. Palm aolitary with 0,4 m x 35 cm trunk. LEAVES in crown spirally arranged and spreading. Leaf sheth plus petiole is 50-55 cm long ans a toothed leaf sheath, adaxially slightly convex to flat and abaxially rounded. Leaf rachis 139-168 cm long. 58 pairs of leaflets which are distributed regurarly along the rachis in one plane. Basal leaflets 47-51 cm long x 0,2-0,4 cm wide, middle leaflets 59-62 cm long x 1,5-1,6 cm wide, and apical leaflets 16-19 cm long x 0,2-0,3 cm wide. Androgynous INFLORESCENCE with 66 + cm long, 1 cm wide and 1,5 cm thick peduncle and 37 cm long rachis. There are 75 primary branches measuring 8-11 cm long at the apex. Mais info ver exsicata. Doação Fairchild Tropical Garden - Miami.","CEN00026625","CEN00026625 CEN00026625_1 CEN00026625_2 CEN00026625_3 CEN00026625_4 CEN00026625_5",NA,"1996","02","Ca. 13,1 km NW of Sítio d'Abadia on the road to Alvorada do Norte.","960","02","SITIO D'ABADIA","-46.380277","-14.731666","960",NA,NA,"-46.380277","-14.731666",NA,NA,"2005",NA,NA,NA,NA,"1"
"127","2020-09-02 16:20:30-03","Cenargen","CEN","26626","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","A. C. Marcato","Larry Ronald Noblick","5098",NA,"Brasil","GO","Exsicatas","Palm solitary with 1,9 m x 20 cm trunk. LEAVES 27 in crown spirally arranged and spreading. Leaf sheath plus petiole is 31-56 + cm long with a leaf petiole 1,5-2,8 cm wide x 1-1,2 cm thick and a toothed leaf sheath, adaxially slightly convex and abaxially rounded. Leaf rachis 137-144 cm long. 59-64 pairs of leaflets which are distributed regularly along the rachis in one plane. Basal leaflets 45-54 cm long x 0,3-0,5 cm wide, middle leaflets 49-59 cm long x 1,5-1,9 cm wide, and apical leaflets 0,3-0,5 cm wide. Longest leaflets (ca. 20 cm from the base) are 65-70 cm long x 2,2-2,6 cm wide. Androgynous INFLORESECNCE with 43-58 + cm long, 1,1-1,8 cm wide. Mais info ver exsicata. Doação Fairchild Tropical Garden - Miami. Accession Number 96122.","CEN00026626","CEN00026626 CEN00026626_1 CEN00026626_2 CEN00026626_3 CEN00026626_4 CEN00026626_5 CEN00026626_6",NA,"1996","02","8 km S of Mambai near Rio das Pedras. Shallow sandy clayey soils among large outcrops of limestone bedrock exposed in an eroded stream valley.","840","04","MAMBAI","-46.09","-14.550555","840",NA,NA,"-46.09","-14.550555",NA,NA,"2005",NA,NA,NA,NA,"1"
"128","2020-09-02 16:20:30-03","Cenargen","CEN","26623","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","A. C. Marcato","Larry Ronald Noblick","5088",NA,"Brasil","GO","Exsicatas","Coco azedinho is the common name. Palm solitary with 2 m x 20 cm trunk. LEAVES 22 in crown spirally arranged and spreading. Leaf sheth plus petiole is 30-40 cm long with a leaf petiole 2,2 cm wide and a toothed leaf sheath, adaxially slightly convex to flat and abaxially rounded. Leaf rachis 108-124 cm long. 46-50 pairs of leaflets which are distributed regurarly along the rachis in one plane. Basal leaflets 47-57 cm long x 0,1-0,6 cm wide, middle leaflets 44-54 cm long x 1-1,5 cm wide, and apical leaflets 11-17 cm long x 0,1-0,4 cm wide. Androgynous INFLORESCENCE with 60 cm long, 1 cm wide and 0,8 cm thick peduncle and 22-23 cm long rachis. Mais info ver exsicata. Doação Fairchild Tropical Garden - Miami.","CEN00026623","CEN00026623 CEN00026623_1 CEN00026623_2 CEN00026623_3 CEN00026623_4 CEN00026623_5",NA,"1996","02","Ca. de 13,1 km NW of Sítio d'Abadia on the road to Alvorada do Norte.","960","02","SITIO D'ABADIA","-46.380277","-14.731666","960",NA,NA,"-46.380277","-14.731666",NA,NA,"2005",NA,NA,NA,NA,"1"
"129","2021-03-15 18:25:09-03","USP","SPF","217487","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Marcato, AC","Marcato, AC","312",NA,"Brasil","Minas Gerais",NA,"Altura total ca. 5 m, caule 2 x 0,3 m, folhas 20, raque 1,7 m compr., folíolos 53. Inflorescência: bráctea peduncular glauca 92 x 12 cm, pedúnculo 19 cm compr., raque 55 cm compr. Infrutescência: pedúnculo 57 cm compr., raque 60 cm c","SPF00217487",NA,NA,"2001","05","BR 251.","891","19","Riacho dos Machados","-43.113611","-16.316111","891",NA,NA,"-43.113611","-16.316111",NA,NA,"2001","05",NA,NA,NA,NA
"130","2021-03-15 18:25:09-03","USP","SPF","133003","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Marcato, AC","Marcato, AC; Pirani, JR; Assis, MC; Meguro, M; Forzza, RC","105",NA,"Brasil","Minas Gerais",NA,"Alt. ca. 1,5m, estipe 0,5m, folhas 15, raque 88cm, folíolos 40, mediano 44,5x1,7cm, verde-claros e discolores, pecíolo+bainha 44, pedúnc. infl. 80cm, raque 33cm, ráquilas 74, 7-18,5cm compr., inflorescência seca.; Em cerrado típico.","SPF00133003",NA,NA,"1998","01","Engenheiro Dolabela, BR 135, a 46km N do trevo para Buenópolis.",NA,"10","Bocaiúva","-44","-17.5",NA,NA,NA,"-44","-17.5",NA,NA,"1998","02",NA,NA,NA,NA
"131","2021-03-15 18:25:09-03","USP","SPF","133004","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Marcato, AC","Marcato, AC; Pirani, JR; Assis, MC; Forzza, RC; Labiak, PH","184",NA,"Brasil","Minas Gerais",NA,"Alt. ca 2,5m, estipe 80cm, folhas 14, raque 1,22m, folíolos 47, glaucos, mediano 43x1,2cm, pecíolo+bainha 27 cm, pedúnculo e raque da inflorescência brancos, cerosos.; Cerrado de encosta e campo rupestre, circundados nas altitudes in","SPF00133004",NA,NA,"1998","05","Estrada para Rio Pardo de Minas, 6km do trevo do Mato Verde.","985","11","Mato Verde","-42.75","-15.383333","985",NA,NA,"-42.75","-15.383333",NA,NA,"1998","05",NA,NA,NA,NA
"132","2021-03-15 18:25:09-03","USP","SPF","133006","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Marcato, AC","Marcato, AC; Pirani, JR; Assis, MC; Forzza, RC; Labiak, PH","209",NA,"Brasil","Minas Gerais",NA,"Alt. ca. 4m, estipe 1,6m, folhas 10, raque 1,55m, pec.+bainha 58cm, folíolos 60, med. 60x2,2cm. Inflorescência com pedúnculo 39 cm, raque 47cm, bráctea 90cm, rostro 2cm. Infrutescência com pedúnc. 77cm, raque 46cm, bráctea 1m, rostro","SPF00133006",NA,NA,"1998","05","Periferia da cidade, na estrada para Cristália.","950","06","Botumirim","-43","-16.866667","950",NA,NA,"-43","-16.866667",NA,NA,"1998","05",NA,NA,NA,NA
"133","2021-03-15 18:25:09-03","USP","SPF","133005","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Marcato, AC","Marcato, AC; Pirani, JR; Assis, MC; Forzza, RC; Labiak, PH","185",NA,"Brasil","Minas Gerais",NA,"Alt. ca. 2,5m, estipe 1,5m, folhas 7, raque 1,49, folíolos 53, mediano 52x1,6cm, pecíolo+bainha 25 cm, anteras castanhas, frutos imaturos verdes.; Cerrado de encosta.","SPF00133005",NA,NA,"1998","05","Estrada para São João do Bonito, Riacho das Gramas.",NA,"12","Mato Verde","-42.8","-15.3",NA,NA,NA,"-42.8","-15.3",NA,NA,"1998","05",NA,NA,NA,NA
"134","2021-03-15 18:25:09-03","USP","SPF","169977","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Gussella, LW","Gussella, LW; Melo-Pinna, GFA","17",NA,"Brasil","Minas Gerais",NA,"Palmeira abatida, de 4 m, 13 folhas, caule com 1.80m de altura e 73cm de diâmetro. Folha com 50 segmentos; pecíolo: 84x2.0cm; raque: 1.60x2cm; segmento mediano: 65x2cm. Inflorescência de ramos numerosos (mais de 25); bráctea penducul","SPF00169977",NA,NA,"2004","08","Distrito de Capim Pubo.",NA,"21","Grão Mogol","-42.988333","-16.642222",NA,NA,NA,"-42.988333","-16.642222",NA,NA,"2004",NA,NA,NA,NA,NA
"135","2021-03-15 18:25:09-03","USP","SPF","169978","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Gussella, LW","Gussella, LW; Melo-Pinna, GFA","19",NA,"Brasil","Minas Gerais",NA,"Palmeira abatida, de 2.3m, 15 folhas, caule com 1.05m de altura e 50cm de diâmetro. Folha com 49 segmentos; pecíolo: 78x3cm; raque:148x2cm; seguimento mediano: 60x2.3cm. Inflorescência de ramos numerosos (mais de 25); bráctea peduncu","SPF00169978",NA,NA,"2004","08","1,5Km da saída da cidade sentido Botumirim.",NA,"23","Cristália","-42.889722","-16.736389",NA,NA,NA,"-42.889722","-16.736389",NA,NA,"2004",NA,NA,NA,NA,NA
"136","2021-03-15 18:25:09-03","USP","SPF","202102","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Marcato, AC","Medeiros, BAS","20",NA,"Brasil","Minas Gerais",NA,"Junto com outras duas espécies de palmeiras, em pasto à beira da estrada. Planta com ca. 1,5m alt.","SPF00202102",NA,NA,"2009","04","Estrada de acesso a Grão Mogol (MG 307) entroncamento da BR 251.","753","15","Grão Mogol","-42.994306","-16.569639","753",NA,NA,"-42.994306","-16.569639",NA,NA,"2009",NA,NA,NA,NA,NA
"137","2021-03-15 18:25:09-03","USP","SPF","202103","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Marcato, AC","Medeiros, BAS","16",NA,"Brasil","Minas Gerais",NA,"Planta com ca. 1,5-2m alt.; Em cerrado.","SPF00202103",NA,NA,"2009","04","estrada para Espinosa, ca. 15 km após Montezuma.","907","13","Montezuma","-42.605556","-15.146111","907",NA,NA,"-42.605556","-15.146111",NA,NA,"2009",NA,NA,NA,NA,NA
"138","2021-03-15 18:25:09-03","USP","SPF","217513","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Marcato, AC","Marcato, AC","311",NA,"Brasil","Minas Gerais",NA,"Altura total ca. 2 m, caule ca. 1 m, folhas 18, raque 1,71 m compr., folíolos 49.","SPF00217513",NA,NA,"2001","05","Estrada para Josenópolis, ca. 20 km de Grão Mogol.","617","19","Grão Mogol","-42.771667","-16.523611","617",NA,NA,"-42.771667","-16.523611",NA,NA,"2001","05",NA,NA,NA,NA
"139","2021-03-15 18:25:09-03","USP","SPF","151914","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Marcato, AC","Fiaschi, P","935",NA,"Brasil","Santa Catarina",NA,"Planta bastante frequente ao longo da trilha, em solo arenoso. Caule ca. 80 cm. Planta ca. 1,8m alt. Folhas 15. Pecíolo ca. 40 cm. Raque ca. 105 cm. Folíolos 55 pares. Inflorescência com flores creme-amareladas. Infrutescência retira","SPF00151914",NA,NA,"2002","01","Trilha da praia da Luz para a praia do Rosa.",NA,"04","Imbituba","-48.6702995300293","-28.2399997711182",NA,"18719","auto",NA,NA,NA,NA,"2002","06",NA,NA,NA,NA
"140","2018-10-08 09:56:48-03","UFSS","REAL","471","S","Plantae","Magnoliophyta",NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Dalprai, V.C.","Alberton, D.M.F.","02",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,"2013","10","Propriedade de A. Alberton",NA,"23","Pérola d'Oeste","-54.161044","-26.377606",NA,NA,NA,"-54.161044","-26.377606",NA,NA,NA,NA,NA,NA,NA,NA
