"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","year","month","locality","minimumElevationInMeters","day","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00878057","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","L. R. Noblick","L. R. Noblick","5088","South America","Brazil","Goiás","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878057",NA,NA,"1996","02","Sitio d'Abadia, ca. 13.1 km NW of Sitio d'Abadia, on the road to Alborada do Norte.","960","02","Sitio d'Abadia","-46.3803","-14.7317","960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-30 20:08:00-03","NY","NYBG","02326447","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata",NA,NA,"M. Bernardi","18944","South America","Paraguay",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2573455' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326447","NY02326447_01 NY02326447_02 NY02326447_03",NA,"1987","08","Sat frequens in fruticetis apertis inter Iguatemi et Amambay, Mato Grosso, Brasilia",NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00878056","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"L. R. Noblick","5089","South America","Brazil","Goiás","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878056",NA,NA,"1996","02","Ca. 13.1 km NW of Sitio d'Abadia, on the road to Alborada do Norte.","960","02","Sitio d'Abadia","-46.3803","-14.7317","960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","567908","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","A. J. Henderson","M. Rossato","2","South America","Brazil","Rio Grande do Sul","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493864' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567908","NY00567908_01 NY00567908_02 NY00567908_03 NY00567908_04",NA,"1999","09",NA,NA,"18","Gaurama","-51.9103","-27.4808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02326408","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"M. Dematteis","1653","South America","Uruguay","Rocha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2572970' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326408","NY02326408_01",NA,"2005","02","Arroyo Zanja Honda",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00878092","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"L. R. Noblick","5098","South America","Brazil","Goiás","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878092","NY00878092_01 NY00878092_02",NA,"1996","02","Ca. 8 km. S of Mambaí near Rio das Pedras.","840","04","Mambaí","-46.1130981445312","-14.4877996444702","840","31977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00878091","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"L. R. Noblick","5098","South America","Brazil","Goiás","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878091","NY00878091_01 NY00878091_02 NY00878091_03 NY00878091_04 NY00878091_05",NA,"1996","02","Ca. 8 km. S of Mambaí near Rio das Pedras.","840","04","Mambaí","-46.1130981445312","-14.4877996444702","840","31977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","567910","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","M. Rossato","M. Rossato","7","South America","Brazil","Rio Grande do Sul","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=493861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567910","NY00567910_01 NY00567910_02 NY00567910_03 NY00567910_04",NA,"1999","11","Morro Alto - RS",NA,"01","Três Forquilhas","-50.1438889","-29.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","567914","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata odorata","(Barb.Rodr.) Becc.",NA,"L. R. Noblick","5130","South America","Brazil","Rio Grande do Sul","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=285818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567914","NY00567914_01 NY00567914_02 NY00567914_03 NY00567914_04","odorata","1996","02","Ca. 2-3 km S of the turnoff for Torres along BR 101 Km 8. Sitio Campo Bonito.","5","27","Torres","-49.8011","-29.3622","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00777745","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata odorata","(Barb.Rodr.) Becc.","L. R. Noblick","A. Krapovickas","23078","South America","Brazil","Santa Catarina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=285817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777745","NY00777745_01","odorata","1973","01","35 km N de Itajaí, a orillas del mar",NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-01-04 15:29:00-02","NY","NYBG","02326414","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata odorata","(Barb.Rodr.) Becc.",NA,"Collector unknown","346b","South America","Uruguay","Rocha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2572984' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326414","NY02326414_01","odorata","1930","10","Castillos","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","567915","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata odorata","(Barb.Rodr.) Becc.",NA,"L. R. Noblick","5129","South America","Brazil","Rio Grande do Sul","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=285819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567915","NY00567915_01 NY00567915_02 NY00567915_03 NY00567915_04 NY00567915_05 NY00567915_06","odorata","1996","02","Butiauva, ca. 2 km S or beyond the turnoff on BR 101 to Palmares do Sul.","5","26","Palmares do Sul","-50.4822","-30.2839","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 20:08:00-03","NY","NYBG","02326411","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata odorata","(Barb.Rodr.) Becc.",NA,"G. Herter","346a","South America","Uruguay","Montevideo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2572980' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326411","NY02326411_01","odorata",NA,NA,"Miguelete","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00777743","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata odorata","(Barb.Rodr.) Becc.","L. R. Noblick","A. Krapovickas","23078","South America","Brazil","Santa Catarina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=285815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777743","NY00777743_01","odorata","1973","01","35 km N de Itajaí, a orillas del mar",NA,"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-08 11:07:10-03","UNESP-IBB","BOTU","18413","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"Amaral Jr., A.","10 2",NA,"Brasil","Minas Gerais",NA,"Campo rupestre com penetração de espécies do cerrado, afloramentos de quartzito solo razmo arenoso e hidromorficos nas áreas de sedimentação. 1200-1400 m.s.m.","BOTU018413","BOTU018413",NA,"1991","10",NA,NA,"09","Santana do Riacho","-43.6","-19.533333",NA,NA,NA,"43°36'w","19°32's",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:51:29-03","EAO","IAN","23389","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Arecaceae","Cocos","capitata","Cocos capitata","Mart.",NA,"Martins-da-Silva, RCV","s.n.","Southern America","Brasil",NA,NA,NA,"IAN023389","IAN023389_f IAN023389_f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-12 15:31:37-03","UFABC","HUFABC","000490","PreservedSpecimen","Plantae","Angiospermas",NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Silva, EFLP","Pereira-Silva, E F L","s.n.",NA,"Brasil","São Paulo",NA,NA,"HUFABC000490","HUFABC000490 HUFABC000490_1 HUFABC000490_2",NA,"2001","09","Est. Exp. de Luiz Antônio, Cerradão, Material de Florística, Borda do Fragmento Florestal 800 Alqueires",NA,"04","Luiz Antonio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:44:49-03","NBC","NL-BOTANY","U.1123215","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"Herter WGF",NA,"Southern America","Uruguay","Rocha",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1123215 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1123215","NL-U1123215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0147028",NA,NA,NA,NA,NA,NA
"29","2020-02-08 08:44:49-03","NBC","NL-BOTANY","AMD.27981","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"Herter WG",NA,"Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.27981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD27981","NL-AMD27981",NA,"1926","04","Atahualpa, Departamento de Montevideo.",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:44:49-03","NBC","NL-BOTANY","L.4173160","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"Herter",NA,"Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4173160 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4173160","NL-L4173160",NA,NA,NA,"Miguelete.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 08:44:49-03","NBC","NL-BOTANY","L.4173161","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"Herter",NA,"Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4173161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4173161","NL-L4173161",NA,NA,NA,"Miguelete.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 08:44:49-03","NBC","NL-BOTANY","U.1123212","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"Herter WGF",NA,"Southern America","Uruguay","Montevideo",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1123212 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1123212","NL-U1123212",NA,"1927","03",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0147030",NA,NA,NA,NA,NA,NA
"33","2020-02-08 08:44:49-03","NBC","NL-BOTANY","U.1123213","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"Herter WGF",NA,"Southern America","Uruguay","Montevideo",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1123213 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1123213","NL-U1123213",NA,"1927","03",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0147031",NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:44:49-03","NBC","NL-BOTANY","U.1123214","PreservedSpecimen","Plantae",NA,"Arecales","Palmae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"Herter WGF",NA,"Southern America","Uruguay","Rocha",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1123214 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1123214","NL-U1123214",NA,"1930","10",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0147029",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:00:30-03","ESALQ","ESA","71031","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Butia","capitata","Butia capitata",NA,"Lorenzi, H.","Farah, F.T. ; Freitas, C.A.","381.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA071031","ESA071031_1 ESA071031_2",NA,"1998","07",NA,NA,"15","Patrocínio","-46.9925003051758","-18.9438991546631",NA,"44638","auto",NA,NA,NA,NA,"2014","01","03",NA,NA,NA
"36","2015-07-02 14:55:14-03","JBP","HPL","10332","S","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","L. Noblick","R. Tsuji, H. Lorenzi, L. Noblick et al","2705",NA,"Brasil","MG",NA,NA,NA,NA,NA,"2008","06","Coletado na Fazenda Lagoa dos Freitas, ca. 35Km de M. Claros.","867","20","Monte Claro","-44.118306","-16.926667","867",NA,NA,"44° 07' 05,9 W","16° 55' 36,0 S",NA,NA,"2008","06","20",NA,NA,NA
"37","2015-07-02 14:00:36-03","JBP","HPL","1530","S","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","Becc","H. Lorenzi","H. Lorenzi","4709",NA,"Brasil","MG",NA,NA,NA,NA,NA,"2004","03","Em área aberta de mata ciliar, a cerca de 30km de Arinos.",NA,"09","Arinos","-46.1056","-15.9169",NA,"73882","auto",NA,NA,NA,NA,"2004","03","09",NA,NA,NA
"38","2016-02-02 14:38:48-02","BGBM","B","B 18 0002637","S","Plantae",NA,NA,"Palmae","Butia","capitata","Butia capitata","Becc.",NA,"F. Sellow","778","Middle and South America","Brazil",NA,NA,"<Etiketten z.T. zerstört; siehe auch 2638: Syagrus sp. / {774}; Goßow> <a href=http://herbarium.bgbm.org/object/B180002637 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180002637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-02-02 14:38:48-02","BGBM","B","B 18 0001315","S","Plantae",NA,NA,"Palmae","Butia","capitata","Butia capitata var. capitata","Becc.",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Schmidt-Erfurt, 1881 [Gärtnerei Haage & Schmidt?] <a href=http://herbarium.bgbm.org/object/B180001315 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180001315",NA,"var. capitata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:26:42-03","IAP","PACA-AGP","34031","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Butia","capitata","Butia capitata var. odorata","(Barb. Rodr.) Becc.","Emrich-Rambo","C. Orth SJ",NA,NA,"Brasil","RS",NA,"Sem Material Habitat: In campestribus solitaria Fenofase: flor","PACA034031",NA,"var. odorata","1935",NA,NA,NA,NA,"São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"10287","auto",NA,NA,"Liliopsida",NA,"1954","09","05",NA,NA,NA
"41","2020-12-20 21:18:48-03","UFV","VIC","31979","PreservedSpecimen","Plantae",NA,NA,"Palmaceae","Butia","capitata","Butia capitata",NA,"Martins, R.C.","Martins, R.C.; Silva, R.R.; Arcanjo, D.","244",NA,"Brasil","Minas Gerais",NA,"Palmeira 2,5m. Flor amarela. Folha 2,3m de comp.","VIC031979",NA,NA,"2002","03","Fazenda Riacho Claro","690","22","Chapada Gaúcha","-45","-15","690",NA,NA,"-45","-15",NA,NA,"2002","03","22",NA,NA,NA
"42","2021-03-01 16:19:01-03","UNICAMP","UEC","184710","S","Plantae","Liliopsida",NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.",NA,"Pereira, JC","s.n.",NA,"Brazil","São Paulo",NA,"Arbórea, encontra-se ciultivada em ex situ","UEC011296","UEC011296",NA,"2014","06","CPMA, CQBA. Betel",NA,NA,"Paulínia","-47.1","-22.783333",NA,NA,NA,"-47.1","-22.783333",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 09:59:05-03","UNICAMP","UEC","51014","S","Plantae","Liliopsida",NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Noblick, LR","Alvarenga, D","120",NA,"Brazil","Minas Gerais",NA,"Coqueiro ca. 4 m de altura, folhas acinzentadas.","UEC001290","UEC001290",NA,"1988","10","Fazenda Matinha, Cerrado sobre areia quartzosa.","760","10","Formoso","-46.2318992614746","-14.9467000961304","760","79140","auto",NA,NA,NA,NA,"1993","02","01",NA,NA,NA
"44","2021-03-16 17:50:13-03","UCS","HUCS","32851","PreservedSpecimen","Plantae","Angiospermae","Arecales","Arecaceae","Butia","capitata","Butia capitata","(Martius) Beccari",NA,"Higgins, L.C.","24147",NA,"Estados Unidos","UTAH",NA,"Herbarium BRY 400321",NA,NA,NA,"2003","01","St. George",NA,"07","Washington Co.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:13:31-03","MBM","MBM","390908","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Cordeiro, J.; Barboza, E.","Dunaiski Jr.; A.","1964","Southern America","Brazil","Santa Catarina",NA,"Planta de 2m, flores creme.; Na restinga.","MBM390908","MBM390908",NA,"2002","11",NA,NA,"16","São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,"23627","auto",NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA
"46","2020-12-21 16:13:31-03","MBM","MBM","295147","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Butia","capitata","Butia capitata","(Mart.) Becc.","Rossato, M.","Rossato, M.","15","Southern America","Brazil","Rio Grande do Sul",NA,NA,"MBM295147","MBM295147 MBM295147_1",NA,"2000","05","Bagé",NA,NA,"Bagé","-54.1068992614746","-31.3313999176025",NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
