"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","infraspecificEpithet","typeStatus"
"92","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Proença, CEB; Harris, SA; Caires, CS; Mendes, VC","4104","2012","03","26","Southern America","Brasil","Goiás","Edéia","Usina Tropical, entre os Municípios de Edéia e Porteirão. Reserva legal da Fazenda Canadá","-50.078333","-17.721389",NA,"Convênio UnB/Oxford; Erva. Escapo floral de ca. 1,2m, flor amarelo-claro, calo rosado, labelo trífido, porção lateral com pintas marrons; Campo brejoso","UB0031342","UB0031342","478","478",NA,NA,NA,NA,"-50.078333","-17.721389",NA,NA,NA,NA,NA,NA,NA
"93","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Anderson, WR","9579","1973","05","01","Southern America","Brasil","Goiás",NA,"25km ao SW de Caiapônia",NA,NA,NA,"Mais informações","UB0015923","UB0015923",NA,NA,"Batista, JAN","1998","09","22",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Faria, JEQ","8518","2018","05","02","Southern America","Brasil","Goiás","Barro Alto","Margem da BR-080, em frente a Barro Alto","-48.93","-14.975833",NA,"Erva, flor amarela com manchas vermelhas no labelo, fruto imaturo verde; Brejo antropizado",NA,NA,"598","598","Faria, JEQ","2018","05",NA,"-48.93","-14.975833",NA,NA,NA,NA,NA,NA,NA
"95","2019-05-06 12:01:20-03","UFU","HUFU","3137","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","FEEP","192","1992","05","29",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Campo úmido.","HUFU00030466","HUFU00030466",NA,NA,"Singer, R.B.","1997","10","08",NA,NA,"58223","auto",NA,NA,NA,NA,NA
"96","2019-05-06 12:01:20-03","UFU","HUFU","21703","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Barbosa, A.A.A.","2491","1999","11","19",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda 3.","-48.2771987915039","-18.9186000823975",NA,"Fruto verde.; Vereda.","HUFU00030467","HUFU00030467",NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"97","2019-05-06 12:01:20-03","UFU","HUFU","43142","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Barbosa, A.A.A.","s.n.","2005","03","09",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Fundo.","-48.2771987915039","-18.9186000823975",NA,"Erva com flor amarelo dourado; frequente.; Vereda.","HUFU00074524","HUFU00074524",NA,NA,"Batista, J.A.N.","2012","08",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"98","2019-05-06 12:01:20-03","UFU","HUFU","16523","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Singer, R.B.","s.n.","1997","10","08",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Campo úmido.","HUFU00030464","HUFU00030464",NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"99","2019-05-06 12:01:20-03","UFU","HUFU","51789","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Ribeiro, C.C.; et al.","s.n.","2008","04","15",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Herbácea, ca. 40 cm. Indíviduo inteiro, flor amarela.","HUFU00030459","HUFU00030459",NA,NA,"Pansarim, E.R.","2012","04","17",NA,NA,"58223","auto",NA,NA,NA,NA,NA
"100","2019-05-06 12:01:20-03","UFU","HUFU","5345","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Romero, R.; Nakajima, J.N.","791","1994","04","08",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Terrestre, ca. de 1,5 m. Flores amarelas, labelo rajado de vermelho.; Campo úmido alterado próximo a vereda de trás.","HUFU00030468","HUFU00030468",NA,NA,"Singer, R.B.","1997","10","08",NA,NA,"58223","auto",NA,NA,NA,NA,NA
"101","2019-05-06 12:01:20-03","UFU","HUFU","882","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Schiavini, I.","s.n.","1987","03","27",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Ca. 2,0 m. Flores amarelas.; Campo úmido.","HUFU00030465","HUFU00030465",NA,NA,"Singer, R.B.","1997","10","08",NA,NA,"58223","auto",NA,NA,NA,NA,NA
"102","2019-05-06 12:01:20-03","UFU","HUFU","22831","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Barbosa, A.A.A.","3571","2000","04","28",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Fundo da vereda 4 (parte oeste), lado direito.","-48.2771987915039","-18.9186000823975",NA,"Erva com flor amarela.; Vereda.","HUFU00030463","HUFU00030463",NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"103","2019-05-06 12:01:20-03","UFU","HUFU","37021","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Barbosa, A.A.A.","s.n.","2004","04","06",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Erva. Flores amarelas.; Vereda.","HUFU00030448","HUFU00030448",NA,NA,"Maciel, A.A.","2011","08","24",NA,NA,"58223","auto",NA,NA,NA,NA,NA
"104","2019-05-06 12:01:20-03","UFU","HUFU","32799","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Barbosa, A.A.A.","s.n.","2003","05","30",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Fundo.","-48.2771987915039","-18.9186000823975",NA,"Erva com flor amarelo ouro.; Vereda.","HUFU00030462","HUFU00030462",NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"105","2018-08-09 21:11:07-03","UFMT","UFMT","42133","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Simon, M.F.; Pereira-Silva, G.; Barros, J.L.; Mendoza, M.; Reis, T.S.","2284","2014","03","23",NA,"Brasil","Mato Grosso","Vila Bela da Sma Trindade","Ao longo de estrada vicinal 7,6 Km NW do centro de Vila Bela.","-59.983056","-14.973333",NA,"Erva terrestre com 1,5 m de altura. Inflorescência em longo pendão. Flores amarelas. Labelo com manchas.; Brejo. Relevo plano.",NA,NA,"206","206","Bianchetti, L.B.","2014","03",NA,"-59.983056","-14.973333",NA,NA,NA,NA,NA,NA,NA
"106","2018-02-26 18:32:30-03","UFMT","UFMT","41651","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Saddi, N.","803","1973","04","08",NA,"Brasil","Mato Grosso","Cuiabá","Guia, Km 15-20, desvio à esquerda ca, de 1-2 Km.","-56.0966987609863","-15.5960998535156",NA,"Subarbusto 150 cm, flor amarela, pouco odorífera. Frenquente só no local.; Campo. Argilo-arenoso úmido.","UFMT00041651",NA,NA,NA,"Pabst.","1976","01","15",NA,NA,"74875","auto",NA,NA,NA,NA,NA
"107","2020-04-30 17:57:49-03","UFMT","UFMT","35360","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Prado, A.L.","5643A","1993","05","08",NA,"Brasil","Mato Grosso","Poconé","Baía das Araras, fazenda Ipiranga, 4 Km a esquerda no Km 12 da Transpantaneira.","-56.6227989196777","-16.2567005157471",NA,"Herbácea de 17 cm de altura, inflorescência com espiguetas amareladas.; Campo Sazonalmente Alagável.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA
"108","2021-03-04 15:42:04-03","IF","SPSF","21401","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","J.A.Pastore & A.Custodio Filho & E.D.Castellani","778","1997","03","19","América do Sul","Brasil","SP","Barretos","Ribeirao Anhumas","-48.560001373291","-20.5499992370605",NA,"COLETA: Planta terrestre, flores amarelas; GEOGRAFIA: Cerradão;",NA,NA,NA,NA,"J.A.N.Batista","2000","03","30",NA,NA,"34752","auto",NA,"Liliopsida",NA,NA,NA
