"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","infraspecificEpithet","typeStatus"
"11","2020-11-13 09:20:28-03","UFRJ","RFA","9859","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","G.G. Hatschbach","23622","1970","02","16",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","Entroncamento","-54.5463981628418","-21.8019008636475",NA,"Flor amarela","RFA31585",NA,NA,NA,"G.F.J. Pabst","1970",NA,NA,NA,NA,"65544","auto",NA,NA,NA,NA,NA
"12","2020-11-04 12:17:29-03","ESALQ","ESA","32680","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum",NA,"Rodrigues, R.R.",NA,"1996","04","16",NA,"Brasil","São Paulo","Olímpia",NA,"-48.9099998474121","-20.7299995422363",NA,NA,"ESA032680",NA,NA,NA,"Singer, R.B.",NA,NA,NA,NA,NA,"24945","auto",NA,NA,NA,NA,NA
"13","2016-07-05 11:14:16-03","FFCLRP","LBMBP","687","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo","Taquaritinga",NA,"-48.5","-21.4",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"48°30'W","21°24'S",NA,NA,NA,NA,NA,NA,NA
"14","2016-07-05 11:14:16-03","FFCLRP","LBMBP","690","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo","Taquaritinga",NA,"-48.5","-21.4",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"48°30'W","21°24'S",NA,NA,NA,NA,NA,NA,NA
"15","2016-07-05 11:14:16-03","FFCLRP","LBMBP","696","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo","Pedregulho",NA,"-47.466667","-20.25",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"47°28'W","20°15'S",NA,NA,NA,NA,NA,NA,NA
"16","2016-07-05 11:14:16-03","FFCLRP","LBMBP","698","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil","São Paulo","Pedregulho",NA,"-47.466667","-20.25",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"47°28'W","20°15'S",NA,NA,NA,NA,NA,NA,NA
"17","2021-04-07 11:46:53-03","UFMS","CGMS","66177","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","V.J. Pott; A. Pott","11776","2015","04","28",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo, Embrapa, varjão próximo à ferrovia Campo Grande - Ponta Porã.","-54.7880555","-20.5580556",NA,"Flor ausente. Fruto imaturo verde. Habitat: Campo úmido de vereda, com buriti. Solo hidromórfico, orgânico. Relevo plano. Habito: Erva ereta. Ocasional.","CGMS1099138",NA,"513","513","V.J. Pott",NA,NA,NA,"-54,7880555","-20,5580556",NA,NA,NA,NA,NA,NA,NA
"18","2021-04-07 11:46:53-03","UFMS","CGMS","14399","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","A. Sciamarelli; F.G. Kuhn; C.S.C. Arruda","2013","2004","04","23",NA,"Brasil","Mato Grosso do Sul","Inocência",NA,"-51.8838889","-19.5955555",NA,"Corola amarela com manchas avermelhadas. Planta apresentandoFloração e frutificação. Heliófita. Higrófita. Hidrófita. Habitat: Relevo plano sem drenagem.","CGMS1043874",NA,NA,NA,"A. Sciamarelli",NA,NA,NA,"-51,8838889","-19,5955555",NA,NA,NA,NA,NA,NA,NA
"19","2021-04-07 11:46:53-03","UFMS","CGMS","13585","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6922","2004","04","04",NA,"Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Potreiro do Sucuriú, próximo à ponte da cachoeira.","-53.1669445","-18.9755556",NA,"Flor amarela. Habitat: Campo úmido graminoso em cerrado. Solo hidromórfico arenoso com matéria orgânica. Relevo plano. Habito: Erva aquática anfíbia. Frequente. 1,50-1,70 m de altura.","CGMS1043030",NA,"510","510","L. Bianchetti",NA,NA,NA,"-53,1669445","-18,9755556",NA,NA,NA,NA,NA,NA,NA
"20","2021-04-07 11:46:53-03","UFMS","CGMS","69065","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","V.J. Pott; A. Pott","5222","2002","03","04",NA,"Brasil","Mato Grosso do Sul","Camapuã","Nascente de afluente de Ribeirão Barreiro, estrada MS-142, entre Areado e Camapuã, 39Km de Camapuã.","-54.1580556","-19.3058333",NA,"Flor amarela. Labelo franjado com alas salpicadas de castanho; Solo encharcado, com água aflorando. Habitat: Campo úmido (brejo) com Mauritia. Solo hidromórfico. Relevo vale. Ocasional. Habito: Erva ereta 60cm de altura, com escapo f","CGMS1102023",NA,NA,NA,NA,NA,NA,NA,"-54,1580556","-19,3058333",NA,NA,NA,NA,NA,NA,NA
"21","2021-04-07 11:46:53-03","UFMS","CGMS","65454","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","V.J. Pott; A. Pott","12120","2016","03","10",NA,"Brasil","Mato Grosso do Sul","Sidrolândia","Capão Bonito II. Rodovia MS-455.","-54.7780556","-21.24",NA,"Flor amarela. Fruto ausente. Uma pétala com pintas marrons. Habitat: Campo graminoso úmido sem buriti, próximo a margem. Solo hidromórfico orgânico. Relevo plano. Habito: Erva aquática emergente. 60-70 cm de altura. Rara.","CGMS1098415",NA,"378","378","V.J. Pott","2016","03","10","-54,7780556","-21,24",NA,NA,NA,NA,NA,NA,NA
"22","2021-04-07 11:46:53-03","UFMS","CGMS","66176","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","V.J. Pott; A. Pott","11778","2015","04","28",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo, Embrapa, varjão próximo à ferrovia Campo Grande - Ponta Porã.","-54.7880555","-20.5580556",NA,"Flor amarela. Fruto ausente. Habitat: Campo úmido de vereda, com buriti. Solo hidromórfico, orgânico. Relevo plano. Habito: Esparsa.","CGMS1099137",NA,"513","513","V.J. Pott","2015","09","10","-54,7880555","-20,5580556",NA,NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:46:53-03","UFMS","CGMS","49834","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","V.J. Pott; S.N. Moreira; A. Pott","10967","2010","08","13",NA,"Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo, Embrapa, varjão próximo à ferrovia Campo Grande - Ponta Porã.","-54.7897222","-20.5580556",NA,"Flor ausente. Fruto verde amarelado. Habitat: Campo úmido graminoso de nascente com buritis. Relevo plano. Esparsa. Habito: Erva aquática anfíbia. 1,00 m de altura, escapo 1,50 - 1,70 m de altura.","CGMS1079765",NA,"511","511","V.J. Pott","2010",NA,NA,"-54,7897222","-20,5580556",NA,NA,NA,NA,NA,NA,NA
"24","2021-04-07 11:46:53-03","UFMS","CGMS","69067","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","V.J. Pott; L.C.P. Lima; A. Pott","5871","2002","09","18",NA,"Brasil","Mato Grosso do Sul","Costa Rica","MS-436, Rio Jauru, entre Alcinópolis e Camapuã.","-53.6108333","-18.4452777",NA,"Flor ausente. Terrestre entre tufos de gramíneas. Habitat: Campo graminoso úmido, vereda de buriti, perturbado pelo gado. Solo areno-siltoso. Relevo levemente inclinado. Esparsa. Habito: Erva bulbosa, escapo da inflorescência 1,5m.","CGMS1102025",NA,"320","320",NA,NA,NA,NA,"-53,6108333","-18,4452777",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:38:23-03","MBM","MBM","46094","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Hatschbach, G.; Ramamoorthy, T.P.; Ramamoorthy, T.P.","38012","1976","01","27","Southern America","Brazil","Minas Gerais","Campo Florido","Campo Florido","-48.5722007751465","-19.7605991363525",NA,NA,"MBM046094","MBM046094",NA,NA,"Pabst, G.",NA,NA,NA,NA,NA,"33233","auto",NA,NA,NA,NA,NA
"26","2020-12-21 16:38:23-03","MBM","MBM","49021","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Macedo, A.; Hoehne, F.C.; Hoehne, F.C.","1778","1949","03","10","Southern America","Brazil","Minas Gerais","Ituiutaba","Pirapitinga","-49.4650001525879","-18.968900680542",NA,NA,"MBM049021","MBM049021",NA,NA,"Macedo, A.",NA,NA,NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA
"27","2020-12-21 16:38:23-03","MBM","MBM","13959","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Hatschbach, G.","23622","1970","02","16","Southern America","Brazil","Mato Grosso","Rio Brilhante","Entroncamento",NA,NA,NA,NA,"MBM013959","MBM013959 MBM013959_1",NA,NA,"Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:38:23-03","MBM","MBM","22885","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Hatschbach, G.","29440","1972","04","13","Southern America","Brazil","Mato Grosso","Terenos","Pedro Celestino",NA,NA,NA,NA,"MBM022885","MBM022885",NA,NA,"Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:38:23-03","MBM","MBM","34457","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Hatschbach, G.; et al.; et al.","36364","1975","02","20","Southern America","Brazil","Goiás","Alto Paraíso","GO-12, Chapada dos Veadeiros",NA,NA,NA,NA,"MBM034457","MBM034457",NA,NA,"Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:38:23-03","MBM","MBM","418565","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Marinero, F.; Nardin, E.C.; Nardin, E.C.","823","2018","09","30","Southern America","Brazil","Minas Gerais","Mariana",NA,"-43.274444","-20.282778",NA,"Herbácea 70 cm; fruto cápsula.; Várzea","MBM418565",NA,"590","590","Engels, M.E.","2019","04","12","-43.274444","-20.282778",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:38:23-03","MBM","MBM","947","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Hatschbach, G.","14266","1966","04","28","Southern America","Brazil","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,"MBM000947","MBM000947",NA,NA,"Pabst",NA,NA,NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA
"32","2015-09-04 12:34:39-03","MNHN","RECOLNAT_MNHN_P","P00436918","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Glaziou, A.",NA,"1895","4","27",NA,"Brésil",NA,NA,"Corrego de Biljo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436918' target='other'> <mi>dwc_moreinfo</mi></a>","P00436918","P00436918_01",NA,NA,"Batista",NA,NA,NA,NA,NA,NA,NA,"22178 a",NA,NA,NA,NA
"33","2020-12-22 12:08:14-03","JBB","HEPH","37257","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Faria, JEQ","8518","2018","05","02","Southern America","Brasil","Goiás","Barro Alto","Margem da BR-080, em frente a Barro Alto","-48.93","-14.975833",NA,NA,NA,NA,"598","598","Faria, JEQ","2018","05",NA,"-48.93","-14.975833",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:44:26-03","UFMG","BHCB","120270","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Batista, JAN","2589","2008","02",NA,"Southern America","Brasil","Goiás","Ipameri","estrada Caldas Novas-Ipameri, ca. 3 km após a pont","-48.471667","-17.740833",NA,"Erva terrestre, em vereda, solo arenoso com bastante matéria orgânica. Floração em cultivo na UFMG, em Belo Horizonte, a partir de material coletado no local em 12/03/1997 (T.B. Cavalcanti et al. 2133).",NA,NA,"690","690",NA,NA,NA,NA,"-48.471667","-17.740833",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:44:26-03","UFMG","BHCB","120358","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Batista, JAN","2677","2008","05",NA,"Southern America","Brasil","Goiás","Ipameri","estrada Caldas Novas-Ipameri, ca. 3 km após a pont","-48.471667","-17.740833",NA,"Floração em cultivo na UFMG, em Belo Horizonte, a partir de material coletado no local em 12/03/1997 (T.B. Cavalcanti et al. 2133).; Erva terrestre; em vereda, solo arenoso com bastante matéria orgânica","BHCB001277","BHCB001277","690","690",NA,"2008","05","05","-48.471667","-17.740833",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:44:26-03","UFMG","BHCB","171772","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Barbosa, AAA","s.n.","2003","05","30","Southern America","Brasil","Minas Gerais","Uberlândia","vereda-fundo","-48.2771987915039","-18.9186000823975",NA,"Flor amarelo-ouro","BHCB016489",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"37","2021-02-11 17:20:55-03","UFPR","UPCB","5617","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Hatschbach, G.","14266","1966","04","28",NA,"Brasil","Paraná","Paranaguá","Fazenda Lagoa","-48.5092010498047","-25.5200004577637",NA,"Aquática, flor amarela, labelo com mácula castanha. Beira da lagoa junto a Sphagnum..",NA,NA,NA,NA,"Bianchetti, L.","2001","12",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"38","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","08019","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Adolfo","ca. 6 km da cidade","-49.6399993896484","-21.2299995422363",NA,"Terrestre; flor amarela, ca. 1 m altura;",NA,NA,NA,NA,"E.C. Smidt",NA,NA,NA,NA,NA,"15627","auto",NA,"Liliopsida",NA,NA,NA
"39","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","12472","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Pietrobom da Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Mirante do Paranapanema","região do Pontal","-51.9000015258789","-22.2900009155273",NA,"Terrestre; herbácea, flor amarela;",NA,NA,NA,NA,"E.C. Smidt",NA,NA,NA,NA,NA,"34830","auto",NA,"Liliopsida",NA,NA,NA
"40","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","12298","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Pietrobom da Silva, M.R.",NA,NA,NA,NA,"América do Sul","Brasil","São Paulo","Teodoro Sampaio","região do Pontal","-52.1599998474121","-22.5300006866455",NA,"Terrestre; herbácea, flor amarela;",NA,NA,NA,NA,"E.C. Smidt",NA,NA,NA,NA,NA,"54606","auto",NA,"Liliopsida",NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","2861720","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum",NA,"H. S. Irwin, R. G. P. Santos, R. Souza & S. F. Fonsêca","24243","1969","3","11","South America - Neotropics","Brazil","Goiás",NA,NA,NA,NA,NA,NA,"US00393552","US00393552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"42","2020-09-12 05:00:02-03","US","US","2826565","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum",NA,"A. Macedo","1727","1949","2","25","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00475827","US00475827_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"43","2020-09-12 05:00:02-03","US","US","2961760","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum",NA,"R. C. Mendonça, B. A. S. Pereira & T. S. Filgueiras","185","1982","5","4","South America - Neotropics","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,"US00393551","US00393551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"44","2020-09-12 05:00:02-03","US","US","2196683","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum",NA,"A. Macedo","1727","1949","2","25","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00475828","US00475828_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"45","2020-09-12 05:00:02-03","US","US","2196684","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum",NA,"A. Macedo","1727","1949","2","25","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00393550","US00393550_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"46","2020-09-12 05:00:02-03","US","US","2826566","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum",NA,"A. Macedo","1727","1949","2","25","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00475826","US00475826_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"47","2020-09-02 16:34:44-03","Cenargen","CEN","93771","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","paludicolum","Cyrtopodium paludicolum","Hoehne","Carlos Romero Martins","2112","2016","04","03",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília - Cascalheira atrás do Centro de Visitantes, entorno do canal de água.","-47.9296989440918","-15.7797002792358","Unicata","Doação Flora do Brasil - Distrito Federal.","CEN00093771","CEN00093771",NA,NA,"L. B. Bianchetti","2016","04",NA,NA,NA,"70570","auto",NA,NA,"1",NA,NA
