"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","eventTime","sex"
"533","2020-08-31 09:07:47-03","INPA","INPA","1795","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Legrand, CMDE","Rodrigues, WA","1955","09","02","Brasil","Amazonas","Manaus","-60.0250015258789","-3.10193991661072",NA,NA,"INPA0001795","INPA0001795 INPA0001795_e","Igarapé da Cachoeira Alta do Taramã., Margem do igarapé da Cachoeira Alta do Tarumã",NA,NA,NA,"INPA1795","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1962","12",NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
"534","2020-08-31 09:07:47-03","INPA","INPA","203518","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Hatschbach, GG","1993","10","21","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"INPA0203518","INPA0203518 INPA0203518_e","Cânion do rio Iapó, Guartelá.",NA,NA,NA,"59690","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"2014","09",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"535","2020-08-31 09:07:47-03","INPA","INPA","15124","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Rodrigues, WA","1964","09","16","Brasil","Amazonas",NA,"-60.556692","-3.75","-60.556692","-3.75","INPA0015124","INPA0015124 INPA0015124_e","Rio Cuieiras, Sítio Tucunaré, Rio Cuieiras, campina arborescente do sítio Tucunaré.",NA,NA,NA,"6074","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1957","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","2020-08-31 09:07:47-03","INPA","INPA","156161","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Hatschbach, GG","1984","10","15","Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,"INPA0156161","INPA0156161 INPA0156161_e","Amambaí, Rio Amambai",NA,NA,NA,"48490","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"2014","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","2020-08-31 09:07:47-03","INPA","INPA","161246","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Furtado, PP","1982","01","27","Brasil","Paraná",NA,"-52.616667","-23.3","-52.616667","-23.3","INPA0161246","INPA0161246 INPA0161246_e INPA0161246_e1","Próximo de Paraíso do Norte",NA,NA,NA,"130","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"2014","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","2021-01-10 20:47:02-03","INPA","INPA","177713","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1995","01","06","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0177713","INPA0177713_e","Reserva Florestal Adolfo Ducke, Próx. picada.",NA,NA,NA,"12","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","2021-01-10 20:47:02-03","INPA","INPA","177714","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1995","01","06","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0177714","INPA0177714 INPA0177714_e","Reserva Florestal Adolfo Ducke, Igarapé do Acará, Campinara II",NA,NA,NA,"13","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1996","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","2021-01-10 20:47:02-03","INPA","INPA","181899","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1995","09","20","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0181899","INPA0181899 INPA0181899_e","Reserva Florestal Adolfo Ducke, Igarapé do Acará, Campinara II",NA,NA,NA,"109","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1995","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","2021-01-10 20:47:02-03","INPA","INPA","181916","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1995","08","10","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0181916","INPA0181916 INPA0181916_e","Reserva Florestal Adolfo Ducke, Igarapé do Acará., junto ao limite W, banho",NA,NA,NA,"74","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","2021-01-10 20:47:02-03","INPA","INPA","181917","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1995","08","10","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0181917","INPA0181917_e","Reserva Florestal Adolfo Ducke, Igarapé do Acará., junto ao limite W, banho",NA,NA,NA,"75","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","2021-01-10 20:47:02-03","INPA","INPA","182005","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1995","08","10","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0182005","INPA0182005 INPA0182005_e","Reserva Florestal Adolfo Ducke, Igarapé do Acará., junto ao limite W, banho",NA,NA,NA,"78","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","2020-08-31 09:07:47-03","INPA","INPA","151124","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Rodrigues, WA","1964","09","16","Brasil","Amazonas","Manaus","-56.916667","-17.25","-56.916667","-17.25","INPA0151124","INPA0151124 INPA0151124_e INPA0151124_e1 INPA0151124_nd","Rio Cuieiras, Sítio Tucunaré, Rio Cuieiras, campina arborescente do Sítio Tucunaré.",NA,NA,NA,"6074","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","2020-08-31 09:07:47-03","INPA","INPA","1127","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Silva, MF da","Almeida, JC de","1955","06","03","Brasil","Amazonas","Manaus","-60.654264","-3.626614","-60.654264","-3.626614","INPA0001127","INPA0001127 INPA0001127_e","Igarapé da Bolívia, Margem do Igarapé da Bolívia, estrada da BR-17",NA,NA,NA,"INPA1127","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","2021-01-10 20:47:02-03","INPA","INPA","182006","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1995","08","10","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0182006","INPA0182006 INPA0182006_1 INPA0182006_1e INPA0182006_e","Reserva Florestal Adolfo Ducke, Igarapé do Acará., junto ao limite W, banho",NA,NA,NA,"79","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1996","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","2021-01-10 20:47:02-03","INPA","INPA","185593","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Sothers, CA","1996","01","18","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0185593","INPA0185593 INPA0185593_e","Reserva Florestal Adolfo Ducke, Lateral-Igarapé do Acará.",NA,NA,NA,"770","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"2012","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","2020-08-31 09:07:47-03","INPA","INPA","185598","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1995","03","11","Brasil","Amazonas","Manaus","-60.250556","-2.595","-60.250556","-2.595","INPA0185598","INPA0185598 INPA0185598_e","Reserva Biológica da Campina, Solo areno-argiloso.",NA,NA,NA,"25","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"2012","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","2021-01-10 20:47:02-03","INPA","INPA","185619","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1996","01","23","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0185619","INPA0185619 INPA0185619_e","Reserva Florestal Adolfo Ducke, Igarapé do Acará, Campinara I",NA,NA,NA,"203","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1996","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2021-01-10 20:47:02-03","INPA","INPA","189766","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1996","06","14","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0189766","INPA0189766 INPA0189766_e","Reserva Florestal Adolfo Ducke",NA,NA,NA,"255","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1996","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2021-01-10 20:47:02-03","INPA","INPA","189772","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1997","02","04","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0189772","INPA0189772 INPA0189772_e","Reserva Florestal Adolfo Ducke, Igarapé do Acará, Campinara II",NA,NA,NA,"324","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1997","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2021-01-10 20:47:02-03","INPA","INPA","191253","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1997","08","26","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0191253","INPA0191253 INPA0191253_e","Reserva Florestal Adolfo Ducke, Saída do Acará, no sítio do Sr. Isac.",NA,NA,NA,"400","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","2021-01-10 20:47:02-03","INPA","INPA","191787","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1997","12","17","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0191787","INPA0191787 INPA0191787_e","Reserva Florestal Adolfo Ducke, Próx. ao igarapé do Acará.",NA,NA,NA,"492","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2021-01-10 20:47:02-03","INPA","INPA","191787","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Souza, MAD de","1997","12","17","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0191787","INPA0191787 INPA0191787_e","Reserva Florestal Adolfo Ducke, Próx. ao igarapé do Acará.",NA,NA,NA,"492","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","2020-08-31 09:07:47-03","INPA","INPA","209821","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Lima, D de A.L.","2000","08","15","Brasil","Amazonas","Santa Isabel do Rio Negro","-64.933333","-0.528572","-64.933333","-0.528572","INPA0209821",NA,"Rio Aiuanã, Margem direita.",NA,NA,NA,"94","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2020-08-31 09:07:47-03","INPA","INPA","33037","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Prance, GT","1971","09","25","Brasil","Amazonas",NA,"-60.5089","-2.8275","-60.5089","-2.8275","INPA0033037","INPA0033037 INPA0033037_e","Rio Cuieras just below mouth of Rio Brancinho, Rio Cuieras just below mouth of Rio Brancinho.",NA,NA,NA,"14821","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2020-08-31 09:07:47-03","INPA","INPA","41221","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Prance, GT","1973","09","14","Brasil","Amazonas",NA,"-60.3208","-2.5636","-60.3208","-2.5636","INPA0041221","INPA0041221 INPA0041221_e INPA0041221_e1","Boca of Rio Brancinho, 2 km below, 2 Km from Rio Cuieras at 2 Km. below mouth of Rio Branquinho.",NA,NA,NA,"17917","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","2020-08-31 09:07:47-03","INPA","INPA","45654","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Kubitzki, K","1974","03","30","Brasil","Amazonas","Manaus","-60.466667","-2.8","-60.466667","-2.8","INPA0045654","INPA0045654 INPA0045654_e INPA0045654_e1","Rio Cuieiras., Rio Cuieiras, farm of Sr. Nemerio.",NA,NA,NA,"P21717","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","2020-08-31 09:07:47-03","INPA","INPA","50497","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Anderson, AB","1975","07","02","Brasil","Amazonas","Manaus","-60.3194","-2.5456","-60.3194","-2.5456","INPA0050497","INPA0050497_e","Rio Cuieiras., Rio Cuieras near mouth of Rio Branquinho.",NA,NA,NA,"153","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","2021-01-10 20:47:02-03","INPA","INPA","5742","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Legrand, CMDE","Rodrigues, WA","1962","08","26","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0005742","INPA0005742 INPA0005742_e","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, Km 4",NA,NA,NA,"548","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1962","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","2020-08-31 09:07:47-03","INPA","INPA","1866","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Legrand, CMDE","Coêlho, DF","1955","09","09","Brasil","Amazonas","Manaus","-60.593889","-3.673056","-60.593889","-3.673056","INPA0001866","INPA0001866 INPA0001866_e","Chapada, Chapada",NA,NA,NA,"INPA1866","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1962","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","2020-08-31 09:07:47-03","INPA","INPA","73401","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Nascimento, JR do","1977","09","22","Brasil","Amazonas","Manaus","-59.966667","-2.883333","-59.966667","-2.883333","INPA0073401","INPA0073401 INPA0073401_e INPA0073401_e1","Reserva Florestal Adolfo Ducke, Estrada Manaus-Caracaraí, km 39, Reserva Experimental de Silvicultura Tropical.",NA,NA,NA,"355","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"2012","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2020-08-31 09:07:47-03","INPA","INPA","6233","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Silva, MF da","Pessoal do C.P.F.","1958","03","21","Brasil","Amazonas","Manaus","-60.593889","-3.673056","-60.593889","-3.673056","INPA0006233","INPA0006233 INPA0006233_e","Chapada, Chapada",NA,NA,NA,"INPA6233","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"1966","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","2020-08-31 09:07:47-03","INPA","INPA","49180","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Souza, MAD de","Macêdo, M","1975","04","07","Brasil","Amazonas","Manaus","-59.783333","-2.762544","-59.783333","-2.762544","INPA0049180",NA,"Estrada Manaus-Caracaraí Km 60, Reserva Biológica do INPA.",NA,NA,NA,"22","Southern America",NA,NA,"Dicotyledon Com-Clade","Myrtales",NA,"2012","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","2020-07-10 09:47:49-03","MBML","MBML-HERBARIO","10909",NA,"Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(Berg.) Sobral","M. Sobral/1995","L. D. Thomaz","1993","09","16","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389","40W31'49","19S58'17","MBML010909","MBML010909","Estação Biológica de Santa Lúcia",NA,NA,"Altura 14m, PAP 35cm, caule interno creme. Estéril.","1497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","2020-07-10 09:47:50-03","MBML","MBML-HERBARIO","44098",NA,"Plantae","Myrtaceae","Eugenia","cf. subterminalis","Eugenia cf. subterminalis","DC.","A. Giaretta/20-09-2017","L. Daneu; G.M. Carvalho & L.C. Gomes","2010","03","10","Brasil","Bahia","Porto Seguro","-39.202222","-16.419167","39W12'8","16S25'9","MBML044098","MBML044098","Trilha do Pequi, bloco 4 da RPPN, Estação VERACEL. Vertente, Mata alta",NA,NA,"Árvore ca 10m alt., folhas verde-brilhante com a face inferior, flores com pétalas e estames brancos. Platô","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","31944",NA,"Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral/2008","V. Demuner; T. A. Cruz, R. R. Vervloet e M. Belisario.","2007","10","24","Brasil","Espírito Santo","Santa Leopoldina","-40.473056","-20.059167","40W28'23","20S3'33","MBML031944","MBML031944","Fazenda Caioaba, propr.: Claúdio Virloni.","150","150","Arvoreta 7m, botões florais verdes. Interior de mata secundária.","4365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","2021-01-09 21:48:40-03","UNICENTRO","HUCO","3456","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O.Berg) Sobral","L.H Soares; Silva","L.H Soares; Silva","1995","11","15","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"HUCO003456",NA,"Maravilha -margem esquerda do Rio Tibagi",NA,NA,"FUEL 16.035; com fruto cor verde; DESC: com fruto cor verde","s.n.",NA,NA,NA,NA,NA,NA,"1997",NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"569","2018-12-21 09:08:47-02","UFLA","ESAL","27247","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O . Berg.) Sobral","Juan D. Urdampilleta","Urdampilleta, JD",NA,NA,NA,"Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Patrimônio de São Luis",NA,NA,"árvore; 4m; flores em final de antese; frutos imaturos","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"570","2017-11-24 14:11:41-02","UFLA","ESAL","20566","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O . Berg.) Sobral","Marcos E.G.Sobral","Silva, AC da",NA,NA,NA,"Brasil","Minas Gerais","São Sebastião da Bela Vista","-45.7541999816895","-22.159200668335",NA,NA,NA,NA,NA,NA,NA,"árvore; ; ;; floresta","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13705","auto",NA,NA,NA,NA,NA,NA,NA
"571","2017-11-24 14:11:41-02","UFLA","ESAL","20565","S","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus","(O . Berg.) Sobral","Marcos E.G.Sobral","Silva, AC da",NA,NA,NA,"Brasil","Minas Gerais","São Sebastião da Bela Vista","-45.7541999816895","-22.159200668335",NA,NA,NA,NA,NA,NA,NA,"árvore; ; ;; floresta","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"13705","auto",NA,NA,NA,NA,NA,NA,NA
"572","2021-01-26 13:56:36-03","IMA","MAC","48266","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","riedelianus","Calycorectes riedelianus","O.Berg","E.C.O.Chagas","Chagas-Mota","2010","05","17","Brasil","Alagoas","Maceió","-36.201944","-10.118611","-36.201944","-10.118611","MAC0048266","MAC0048266","Tabuleiro do Martins, Campus UFAL.",NA,NA,"Arbusto ca. 3 m de altura. Frutos verdes.; Mata Atlântica.","7812",NA,NA,NA,NA,NA,NA,"2010","05","17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","2021-01-26 13:56:41-03","IMA","MAC","35639","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","E.C.O.Chagas","Chagas-Mota; L.M.Leão","2009","02","04","Brasil","Alagoas","Marechal Deodoro","-36.5","-10.201944","-36.5","-10.201944","MAC0035639","MAC0035639","Dunas do Cavalo Russo.",NA,NA,"Árvore ca. 5 m de altura. Flores brancas. Frutos verdes.; Restinga/Encosta","1857",NA,NA,NA,NA,NA,NA,"2009","02","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","2014-12-23 12:41:00-02","UNIVILLE","JOIW","522","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.",NA,"G.Q.Freire","2007","04","10","Brasil","MG","Matozinhos","-44.011611","-19.476972","44º00'41,8'' W","19º28'37,1'' S",NA,NA,"Sitio Paleontológico Cuvieri. Afloramento calcário. Mata seca / semidecídua","678","678","Arbusto, h=2,5m, CAP=12cm, CAB=19cm. Frutos verdes. Madeira de galho coletada","256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","2021-03-03 13:56:22-03","UFF","NIT","NIT10385","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M. Sobral","T. Fernandes","2018","05","09","Brasil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"NIT00001619",NA,"Trilha para Pedra do Macaco.",NA,NA,"Folhas glabras concolores, densamente pontoadas com pontoações pequenas, ramos marrons claro. Frutos imaturos verdes, glabros, cálice 4-mero com lobos deltoides a agudos no ápice. Habito: Arvoreta","218",NA,NA,NA,NA,NA,NA,"2019",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA
"576","2021-02-04 10:29:27-03","UFRPE","HST","15798","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","M.Sobral","L.H.Soares e Silva","1994","11","04","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"HST015798",NA,"Canyon Guartela",NA,NA,"Arborea c. 3,5m alt.; futos imaturos verdes.","s.n.",NA,NA,NA,NA,NA,NA,"2009","07","31","56988","auto",NA,NA,NA,NA,NA,NA,NA
"577","2021-02-25 10:13:06-03","CVRD","CVRD","1978","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Marcos Sobral","Farias, G.L.","1988","07","12","BRASIL","BA","Porto Seguro","-39.0647010803223","-16.4496994018555",NA,NA,"CVRD001978",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga pitanga","206","América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"2005","08","25","68835","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"578","2021-02-25 10:13:06-03","CVRD","CVRD","2325","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Marcos Sobral","Farias, G.L.","1989","07","11","BRASIL","BA","Porto Seguro","-39.0647010803223","-16.4496994018555",NA,NA,"CVRD002325",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Batinga pitanga","295","América do Sul",NA,NA,"Magnoliophyta","Myrtales",NA,"2006","08","25","68835","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"579","2020-09-12 05:00:02-03","US","US","3224251","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","cucullatus","Calycorectes cucullatus",NA,NA,"N. Santos","1964","5","17","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"US01899355","US01899355_01 US01899355_02","Recreio dos Bandeirantes. Pedra de Itauna. Restinga interna nas proximidades da pedras de Itauna Excursão 229-coleta 3",NA,NA,NA,"5131","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,"57442","auto","Dicotyledonae",NA,NA,NA,"1",NA,NA
"580","2020-09-12 05:00:02-03","US","US","2708083","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","psidiiflorus","Calycorectes psidiiflorus psidiiflorus","(O. Berg) Sobral",NA,"G. Hatschbach","1967","8","27","Brazil","Paraná","Icaraíma","-53.613899230957","-23.3955993652344",NA,NA,"US01899361","US01899361_01 US01899361_02","Rio Paraná, Pôrto Camargo",NA,NA,NA,"17034","South America - Neotropics",NA,NA,NA,"Myrtales",NA,NA,NA,NA,"21289","auto","Dicotyledonae",NA,"psidiiflorus",NA,"1",NA,NA
