"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","eventTime","sex"
"1113","2021-02-08 12:43:58-03","UFRGS","ICN","183210","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Seger, GDS","Seger, GDS","2009","02","10","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Floresta Nacional (FLONA-SFP)","923","923","Duplicata doada a HUCS; Frutos de vermelhos a pretos, ca. de 13m; Borda de clareira interior de mata nativa","703","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"1114","2021-02-08 12:43:58-03","UFRGS","ICN","189498","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Sobral, M","de Gasper, AL; Brogni, E; Santos, Em","2007","11","08","Brasil","SC","Canoinhas","-50.3899993896484","-26.1772003173828",NA,NA,NA,NA,"Rio dos Pardos/Serra da Morte lat. 541866 S long. 7082019 W","1226","1226","IFFSC 978/L/22; flor branca. Arbórea.; FOM.","917","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"50616","auto",NA,NA,NA,NA,NA,NA,NA
"1115","2021-02-08 12:43:58-03","UFRGS","ICN","178486","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Molz, M","Molz, M","2014","02","14","Brasil","RS","Santo Antônio das Missões","-55.3175","-28.222778","-55.3175","-28.222778",NA,NA,"Rio Pitatini","99","99","WGS-84; Arvoreta com 8-9 m de altura, frutos imaturos","s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","2021-02-08 12:43:58-03","UFRGS","ICN","174452","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Picada, DS; Castro, JHW","Matzenbacher, NI","2011","10","23","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Fazenda São Maximiano",NA,NA,"arvoreta, ca. 4m altura","s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"1117","2021-02-08 12:43:58-03","UFRGS","ICN","166263","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Matzenbacher, NI","Matzenbacher, NI","2010","10","11","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Fazenda São Maximiano",NA,NA,"mata pioneira","3112","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"1118","2021-02-08 12:43:58-03","UFRGS","ICN","150371","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Matzenbacher, NI","Matzenbacher, NI","2013","12","20","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Fazenda São Maximiano",NA,NA,"Árvore de pequeno porte.","s.n.","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"1119","2021-02-08 12:43:58-03","UFRGS","ICN","163484","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Grings, M; Seger, GDS","Seger, GDS","2007","02","25","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Floresta Nacional","923","923","Frutos imaturos; Interior de mata nativa","445","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"1120","2021-02-08 12:43:58-03","UFRGS","ICN","183551","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Seger, GDS","Seger, GDS","2008","12","08","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Floresta Nacional (FLONA-SFP)","923","923","Duplicata doada a HUCS; Flores, ca. de 9m, alta floração; Borda de clareira interior de mata nativa","671","América do Sul",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"1121","2020-08-26 10:49:52-03","MCN-FZBRS","HAS","87502","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","cucullatus","Calycorectes cucullatus","Mattos",NA,"Hoehne, .","1967","04",NA,"Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"HAS0087502",NA,"Reserva Estadual Carlos Botelho",NA,NA,"Árvore de 15m de alt. e 40cm de diâmetro na encosta de morro da Serra de Paranapicaba.","6195",NA,NA,NA,"Magnoliophyta",NA,"Paratypus",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA
"1122","2020-08-26 10:49:52-03","MCN-FZBRS","HAS","87503","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","legrandii","Calycorectes legrandii","Mattos",NA,"Mattos, J.","1961","11",NA,"Brasil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"HAS0087503",NA,"na Pedra Grande",NA,NA,"Pequena árvore.","9528-a",NA,NA,NA,"Magnoliophyta",NA,"Isotypus",NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA
"1123","2020-08-26 10:49:52-03","MCN-FZBRS","HAS","90382","PreservedSpecimen","Plantae","Myrtaceae","Calycorectes","striatulus","Calycorectes striatulus","Mattos",NA,"Mattos, J.","1978","12",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"HAS0090382",NA,"na estrada para Canela, perto da encruzilhada",NA,NA,"Na mata, ca. de 2m de altura.","19818",NA,NA,NA,"Magnoliophyta",NA,"Holotypus",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"1124","2021-02-18 10:22:16-03","MCN-FZBRS","HAS","101152","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Senna, R. M.","Magalhães, R.G.","2000","03",NA,"Brasil","Rio Grande do Sul","Porto Alegre","-51.178068","-30.051692","-51,178068","-30,051692","HAS0101152",NA,"Jardim Botânico, Área 2",NA,NA,"(Projeto Pró-Guaiba) Arvoreta de 40cm e flores claras. Cultivada.","526",NA,NA,NA,"Magnoliophyta",NA,NA,"2021","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","2020-08-26 10:50:01-03","MCN-FZBRS","HAS","40360","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Molz, M.","Abruzzi, M.L.",NA,NA,NA,"Brasil","Rio Grande do Sul","Santo Antônio da Patrulha","-50.5196990966797","-29.8174991607666",NA,NA,"HAS0040360",NA,"Passo da Forquilha",NA,NA,"Remanescente de mata paludosa em várzea do Rio dos Sinos em meio a arrozal.","4120",NA,NA,NA,"Magnoliophyta",NA,NA,"2017","03","16","29157","auto",NA,NA,NA,NA,NA,NA,NA
"1126","2020-08-26 10:50:04-03","MCN-FZBRS","HAS","87577","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","legrandii","Hexachlamys legrandii","Mattos",NA,"Smith, C.","1939","09",NA,"Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"HAS0087577",NA,"Estação Experimental",NA,NA,"Árvore. (IAC 4866)","s.n.",NA,NA,NA,"Magnoliophyta",NA,"Isotypus",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA
"1127","2019-05-22 10:14:30-03","IBt","SP","114160","Extra","Plantae","Myrtaceae","Calycorectes","cucullatus","Calycorectes cucullatus","Mattos",NA,"Kuhlmann, M","1969","09","20","Brasil","São Paulo",NA,NA,NA,NA,NA,"SP003722","SP003722","Serra do Mar, Na descida de Juquitiba-Miracatu",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","2019-11-21 10:11:04-03","IBt","SP","321532","S","Plantae","Myrtaceae","Calycorectes","cucullatus","Calycorectes cucullatus","Mattos",NA,"Kuhlmann, M","1969","09","20","Brasil","São Paulo",NA,NA,NA,NA,NA,"SP006200","SP006200","Serra do Mar, Na descida de Juquitiba-Miracatu",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","2019-11-21 10:11:04-03","IBt","SP","58917","S","Plantae","Myrtaceae","Calycorectes","legrandii","Calycorectes legrandii","Mattos","Mattos, JR","Pickel, B","1947","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"SP001300","SP001300","Proc. ? Cultivada no Horto Florestal de São Paulo",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Paratype","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","2019-11-21 10:11:04-03","IBt","SP","156207","S","Plantae","Myrtaceae","Calycorectes","legrandii","Calycorectes legrandii","Mattos","Mattos, JR","Mattos, JR","1961","11","29","Brasil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516",NA,NA,"SP001299","SP001299","Pedra Grande. Na mata secundária","1100","1100","Arbusto 2 m alt. Flores brancas","9528-a",NA,NA,NA,NA,NA,"Holotype","1963","02",NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA
"1131","2019-11-21 10:11:04-03","IBt","SP","102612","S","Plantae","Myrtaceae","Calycorectes","paraguayensis","Calycorectes paraguayensis","Mattos","Mattos, J","Mattos, J; Mattos, N","1966","10","21","Brasil","São Paulo","Capão Bonito","-48.3400001525879","-24",NA,NA,"SP001301","SP001301","8km a nordeste de Capão Bonito, rodovia Capão Bonito - SãoMiguel Arcanjo. Na mata ciliar",NA,NA,"Arbusto 2,5m alt., botão fechado e apiculado, pétalas brancas","14085",NA,NA,NA,NA,NA,"Paratype","1973",NA,NA,"39505","auto",NA,NA,NA,NA,NA,NA,NA
"1132","2019-12-12 10:04:02-03","IBt","SP","218058","S","Plantae","Myrtaceae","Eugenia","psidiiflora","Eugenia psidiiflora","O.Berg",NA,"Catharino, ELM; Gimenez, MB","1987","12","15","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"ESALQ-USP, Mata da Pedreira",NA,NA,NA,"1158",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"1133","2019-11-21 10:11:45-03","IBt","SP","209292","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Melo, MMRF; Lopes, E; Silva, J","1982","03","17","Brasil","Paraná","Sete Quedas",NA,NA,NA,NA,"SP007141","SP007141","Estrada próxima as casas",NA,NA,NA,"321",NA,NA,NA,NA,NA,NA,"2010","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","2019-11-21 10:11:45-03","IBt","SP","359671","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Nic Lughadha, EM; et al.","1999","02","22","Brasil","Minas Gerais","São Tomé das Letras","-44.554389","-21.378289","-44.554389","-21.378289","SP057104","SP057104","Pico do Gavião, contrafortes sudoeste. Mata nebular.","1360","1360","Árvore até 8m alt., frutos imaturos esverdeados. Maduros vermelhos, casca creme, lisa.","214",NA,NA,NA,NA,NA,NA,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","2019-11-21 10:11:45-03","IBt","SP","332364","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Bicudo, LRH; Campos, CJ; Barbosa, SB","1998","10","17","Brasil","São Paulo","Rosana","-52.888139","-22.462083","-52.888139","-22.462083",NA,NA,"Margem do rio Paraná a montante do barragem de Porto Primavera",NA,NA,NA,"248",NA,NA,NA,NA,NA,NA,"2010","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","2019-11-21 10:11:45-03","IBt","SP","345354","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Bertoncini, AP; Paschoal, MES; Rocha, S; Destefani, ACC","1999","09","29","Brasil","São Paulo","Avaí","-49.316667","-22.166667","-49.316667","-22.166667",NA,NA,"Aldeia Guarani",NA,NA,NA,"1066",NA,NA,NA,NA,NA,NA,"2010","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","2019-11-21 10:11:45-03","IBt","SP","345740","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Tomasetto, F; Ranga, NT","1999","08","06","Brasil","São Paulo","São José do Rio Preto","-49.4","-20.883333","-49.4","-20.883333",NA,NA,"Mata dos Macacos","400","400",NA,"84",NA,NA,NA,NA,NA,NA,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","2019-11-21 10:11:45-03","IBt","SP","345743","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Tomasetto, F; Ranga, NT","1999","09","17","Brasil","São Paulo","São José do Rio Preto","-49.4","-20.883333","-49.4","-20.883333",NA,NA,"Mata dos Macacos","400","400",NA,"86",NA,NA,NA,NA,NA,NA,"2017","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","2019-11-21 10:11:45-03","IBt","SP","476928","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Faria Jr, JEQ","Faria Jr, JEQ; Moreira, ALC; Romão, DR","2013","06","01","Brasil","Goiás","Paraúna","-50.635556","-16.987778","-50.635556","-16.987778","SP057105","SP057105","Parque Estadual de Paraúna, Ponte de Pedra",NA,NA,NA,"3755",NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","2019-11-21 10:11:45-03","IBt","SP","336845","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Tameirão Neto, E","1997","09","27","Brasil","Minas Gerais","Braúnas","-42.7155990600586","-19.0557994842529",NA,NA,"SP029312","SP029312","UHE Porto Estrela",NA,NA,NA,"2558",NA,NA,NA,NA,NA,NA,"2010","10",NA,"19086","auto",NA,NA,NA,NA,NA,NA,NA
"1141","2019-11-21 10:11:45-03","IBt","SP","315970","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Arantes, AA","1996","08","22","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"SP029315","SP029315","Estação Ecológica do Panga",NA,NA,NA,"689",NA,NA,NA,NA,NA,NA,"2017","10",NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"1142","2019-11-21 10:11:45-03","IBt","SP","315971","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Arantes, AA; Cavalcanti, DC","1996","03","13","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,"SP029314","SP029314","Estação Ecológica do Panga, Próx. ao Ribeirão do Panga",NA,NA,NA,"590",NA,NA,NA,NA,NA,NA,"2010","10",NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"1143","2019-11-21 10:11:45-03","IBt","SP","178271","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Kirizawa, M; Custodio Filho, A","1982","03","17","Brasil","Paraná","Guaíra","-54.2557983398438","-24.0799999237061",NA,NA,"SP007140","SP007140","Parque nacional de Sete Quedas",NA,NA,NA,"689",NA,NA,NA,NA,NA,NA,"2010","10",NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"1144","2019-11-21 10:11:45-03","IBt","SP","338516","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Hashimoto, G","1975","09","19","Brasil","Paraná","Guaíra","-54.2557983398438","-24.0799999237061",NA,NA,"SP029317","SP029317","Salto de Sete Quedas",NA,NA,NA,"16760",NA,NA,NA,NA,NA,NA,"2010","10",NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"1145","2019-11-21 10:11:45-03","IBt","SP","339289","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Hashimoto, G; Kurihara, T","1955","09","25","Brasil","Paraná","Guaíra","-54.2557983398438","-24.0799999237061",NA,NA,"SP007144","SP007144","Salto de Sete Quedas",NA,NA,NA,"16680",NA,NA,NA,NA,NA,NA,"2010","10",NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"1146","2019-11-21 10:11:45-03","IBt","SP","333373","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Buttura, E","1979","09","04","Brasil","Paraná","Guaíra","-54.2557983398438","-24.0799999237061",NA,NA,"SP007137","SP007137","Sete Quedas",NA,NA,NA,"241",NA,NA,NA,NA,NA,NA,"2010","10",NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"1147","2019-11-21 10:11:45-03","IBt","SP","338505","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Hashimoto, G","1960","08","11","Brasil","Paraná","Guaíra","-54.2557983398438","-24.0799999237061",NA,NA,"SP007136","SP007136","Taturi",NA,NA,NA,"16747",NA,NA,NA,NA,NA,NA,"2010","10",NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"1148","2019-11-21 10:11:45-03","IBt","SP","183937","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Pirani, JR; Yano, O; Santos, DP","1983","01","15","Brasil","Paraná","Pérola d'Oeste","-53.7400016784668","-25.8241996765137",NA,NA,"SP007135","SP007135","Rio Feliciano",NA,NA,NA,"444",NA,NA,NA,NA,NA,NA,"2010","10",NA,"13944","auto",NA,NA,NA,NA,NA,NA,NA
"1149","2019-11-21 10:11:45-03","IBt","SP","332938","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Giraldi, C","1996","09","13","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"SP029316","SP029316","Canyon Guartelá",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"2010","10",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"1150","2019-11-21 10:11:45-03","IBt","SP","312171","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Hatschbach, G; Hatschbach, M","1994","11","24","Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"SP007139","SP007139","Fortaleza.","1000","1000",NA,"61325",NA,NA,NA,NA,NA,NA,"2010","10",NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"1151","2019-11-21 10:11:45-03","IBt","SP","26796","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Campos Novaes, J","1895","11","08","Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"SP007403","SP007403","Capoeira Grande.",NA,NA,NA,"CGG3748",NA,NA,NA,NA,NA,NA,"2010","10",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"1152","2019-11-21 10:11:45-03","IBt","SP","251368","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Romaniuc Neto, S; Chiea, SAC; Godoi, JV; Pereira, DF","1991","07","21","Brasil","São Paulo","Inubia Paulista","-50.9599990844727","-21.7700004577637",NA,NA,"SP029313","SP029313","Fazenda Oroetê",NA,NA,NA,"1208",NA,NA,NA,NA,NA,NA,"2017","10",NA,"15683","auto",NA,NA,NA,NA,NA,NA,NA
"1153","2019-11-21 10:11:45-03","IBt","SP","321787","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Baitello, JB","1994","10","26","Brasil","São Paulo","Paraguaçu Paulista","-50.5699996948242","-22.4099998474121",NA,NA,NA,NA,"Estação Experimental. Água da Cahoeira, primeiro braço, encontro das águas",NA,NA,NA,"710",NA,NA,NA,NA,NA,NA,"2017","10",NA,"36102","auto",NA,NA,NA,NA,NA,NA,NA
"1154","2019-11-21 10:11:45-03","IBt","SP","288165","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Giaretta, A","Franco, GADC","1994","10","25","Brasil","São Paulo","Paraguaçu Paulista","-50.5699996948242","-22.4099998474121",NA,NA,NA,NA,"Estação Experimental. Região da Água da Cachoeira, braço do Tatu",NA,NA,NA,"1281",NA,NA,NA,NA,NA,NA,"2017","10",NA,"36102","auto",NA,NA,NA,NA,NA,NA,NA
"1155","2019-11-21 10:11:45-03","IBt","SP","292772","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Ivanauskas, NM","1993","10","14","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Bairro Godinhos, área2",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"2010","10",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"1156","2019-11-21 10:11:45-03","IBt","SP","80067","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Kuhlmann, M","1951","12","28","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"SP007134","SP007134","Carioba. Margem do rio Piracicaba",NA,NA,NA,"2799",NA,NA,NA,NA,NA,NA,"2010","10",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"1157","2019-11-21 10:11:45-03","IBt","SP","198021","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Romaniuc Neto, S; Lopes, EA; Pastore, JA; Aguiar, OT; Carvalho, A","1984","10","11","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SP007142","SP007142","Reserva Estadual da Cantareira, Pedra Grande",NA,NA,NA,"191",NA,NA,NA,NA,NA,NA,"2010","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"1158","2019-11-21 10:11:45-03","IBt","SP","338755","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Gonzaga, L","1939","10","05","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"SP007145","SP007145","Vila Amália",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"2010","10",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"1159","2020-12-03 09:40:45-03","IBt","SP","306765","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Pastore, JA","1994","06","22","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Parque Estadual Morro do Diabo, Estrada do 7000",NA,NA,NA,"498",NA,NA,NA,NA,NA,NA,"2010","10",NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"1160","2020-12-03 09:40:45-03","IBt","SP","338759","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Aguiar, OT","1986","12","04","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,"SP007143","SP007143","Parque Estadual Morro do Diabo, Estrada do 7000",NA,NA,NA,"206",NA,NA,NA,NA,NA,NA,"2010","10",NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"1161","2020-12-03 09:40:45-03","IBt","SP","288164","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Baitello, JB","1994","12","07","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Parque Estadual Morro do Diabo, Estrada do 7000, na margem do caminho",NA,NA,NA,"730",NA,NA,NA,NA,NA,NA,"2010","10",NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"1162","2020-12-03 09:40:45-03","IBt","SP","288163","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Aguiar, OT","1994","12","06","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Parque Estadual Morro do Diabo, Região da mina da Serra",NA,NA,NA,"530",NA,NA,NA,NA,NA,NA,"2010","10",NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
"1163","2020-12-03 09:40:45-03","IBt","SP","288162","S","Plantae","Myrtaceae","Eugenia","subterminalis","Eugenia subterminalis","DC.","Mamede, MCH","Aguiar, OT","1994","06","22","Brasil","São Paulo","Teodoro Sampaio","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Parque Estadual Morro do Diabo, Região da mina da serra, mata preservada, córrego da Onça",NA,NA,NA,"466",NA,NA,NA,NA,NA,NA,"2010","10",NA,"54606","auto",NA,NA,NA,NA,NA,NA,NA
