"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","relatedCatalogItem","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","sex"
"23","2020-09-12 05:00:02-03","US","US","2887391","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng.",NA,"B. Rosengurtt","2634b","1966","4","10","South America","Uruguay","Rocha","Arroyo Los Indios.",NA,NA,"US00131197","US00131197_01","Isosyntype; Isosyntype","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"24","2020-09-02 16:36:03-03","Cenargen","CEN","32858","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R.Arrill. & Izag.","C. Peixoto","Aurélio Schinini","33379","1997","12","06",NA,"Brasil",NA,"10 km S de Igatimi. En pastizal recolector con suelos saturados, generalmente suelo arenoso. PARAGUAY, Dep. Canendiyú.","Exsicatas","Formando pajonal, cañas ercta. Doação do Herbario Del Instituto de Botanica Del Nordeste (CTES)- Corrientes- Rep. Argentina","CEN00032858","CEN00032858",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"25","2019-11-13 11:28:37-03","USP","SPF","134396","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R.Arrill. & Izag.","Peichoto, C","Schinini, A","33372","1997","12","06",NA,"Paraguai","Canindeyú",NA,NA,NA,"SPF00134396","SPF00134396",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-13 11:28:37-03","USP","SPF","146278","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R.Arrill. & Izag.","Zanin, A","Zanin, A","763","1999","02","03",NA,"Brasil","Rio Grande do Sul","Morro da Polícia.",NA,NA,"SPF00146278","SPF00146278",NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-13 11:28:37-03","USP","SPF","146277","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R.Arrill. & Izag.","Zanin, A","Zanin, A","541","1997","04","19",NA,"Brasil","Rio Grande do Sul","Morro da Polícia.",NA,NA,"SPF00146277","SPF00146277",NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 18:29:26-03","USP","SPF","128402","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R.Arrill. & Izag.","Zanin, A","Gehrt, A","s.n.","1939","01","18",NA,"Brasil","São Paulo","Pirajussara.",NA,"Planta com inflorescência até 2 m alto.","SPF00128402","SPF00128402",NA,NA,NA,"2001","07","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-04 11:16:03-03","UEFS","HUEFS","245520","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R.Arrill.& Izag.",NA,"Gehrt, A.",NA,"1939","01","18",NA,"Brasil","São Paulo","Pirajussara. Terreno de brejo.",NA,NA,"HUEFS0245520","HUEFS0245520",NA,"Lilianae",NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-03 14:20:41-03","IAC","IAC","22017","S","Plantae",NA,NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng.","B. Rosengurtt-Gurvich","B. Rosengurtt-Gurvich","165","1966","04","10",NA,"Uruguai","Montevideo",NA,NA,"B-2634b - isotipo, cult. in Hort. bot. fac. agronomia, Origem a. los Hedios rocha",NA,NA,NA,NA,NA,"1966","04","Montevideo","-56.1667","-34.9167",NA,NA,"10",NA,NA,"-56.1667","-34.9167",NA,NA,NA
"31","2019-05-06 12:01:31-03","UFU","HUFU","76229","S","Plantae",NA,NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng. et al.","Zanin, A.","Gehrt, A.","s.n.","1939","01","18",NA,"Brasil","São Paulo","Pirajussara, Terreno de brejo.",NA,NA,"HUFU00074412","HUFU00074412",NA,NA,NA,"1997","05","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto","20",NA,NA,NA,NA,NA,NA,NA
"32","2020-08-20 14:59:25-03","UFSC","FLOR","38745","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng. et al.","Zanin, A.","Zanin, A.; Canto-Dorow, T.","797","2000","02","17",NA,"Brasil","Rio Grande do Sul","RS 287 (ex RS 509), 1,5 km antes da entrada principal de Agudo, direção Santa Maria-Agudo.",NA,"Tombo original: 31103a.","FLOR0038745",NA,NA,NA,NA,NA,NA,"Agudo","-53.2400016784668","-29.645299911499","22416","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-20 14:59:25-03","UFSC","FLOR","38748","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng. et al.","Zanin, A.","Zanin, A.; Canto-Dorow, T.","797","2000","02","17",NA,"Brasil","Rio Grande do Sul","RST 287 (ex RS 509), 1,8 km antes da entrada de Agudo, direção Santa Maria-Agudo.",NA,"Tombo original: 31106a.","FLOR0038748",NA,NA,NA,NA,NA,NA,"Agudo","-53.2400016784668","-29.645299911499","22416","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-08-20 20:41:15-03","UFSC","FLOR","34407","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng. et al.","Zanin, A.","Abruzzi, M.L.","4992","2003","12","08",NA,"Brasil","Rio Grande do Sul","Fazenda Taylor.",NA,NA,"FLOR0034407",NA,NA,NA,NA,"2003",NA,"Barra do Ribeiro","-51.3011016845703","-30.2910995483398","31686","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-08-20 14:59:25-03","UFSC","FLOR","36428","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng. et al.",NA,"Zanin, A.","541","1997","03","19",NA,"Brasil","Rio Grande do Sul","Morro da Polícia.",NA,NA,"FLOR0036428",NA,NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-08-20 14:59:25-03","UFSC","FLOR","38746","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng. et al.","Zanin, A.","Zanin, A.; Longhi-Wagner, H.M.","763","1999","02","03",NA,"Brasil","Rio Grande do Sul","Morro da Polícia.",NA,"Tombo original: 31104a. Habitat: declive em local úmido","FLOR0038746",NA,NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-08-20 20:41:15-03","UFSC","FLOR","36418","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng. et al.","Zanin, A.","Zanin, A.; Zanin, M.","770","1999","02","14",NA,"Brasil","Santa Catarina","Entre Lagoa Faxinal e Lagoa dos Esteves.",NA,"Tombo original: 31105a. Habitat: solo arenoso, úmido","FLOR0036418",NA,NA,NA,NA,"1999",NA,"Içara","-49.2999992370605","-28.7133007049561","18492","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-08-20 14:59:25-03","UFSC","FLOR","38744","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng. et al.","Zanin, A.","Valls, J.F.M.; et alii","7375","1983","05","22",NA,"Brasil","Santa Catarina",NA,NA,"Tombo original: 31102a.","FLOR0038744",NA,NA,NA,NA,NA,NA,"Laguna","-48.7807998657227","-28.4825000762939","21199","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-08-20 14:59:25-03","UFSC","FLOR","38749","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng. et al.","Zanin, A.","Valls, J.F.M.; et alii","7374","1983","05","22",NA,"Brasil","Santa Catarina",NA,NA,"Tombo original: 31107a.","FLOR0038749",NA,NA,NA,NA,NA,NA,"Laguna","-48.7807998657227","-28.4825000762939","21199","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 12:52:28-03","UFRGS","ICN","026147","S","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R. Arrill. & Izag.","Zanin, A","Gehrt, A","s.n.","1939","01","18","América do Sul","Brasil","SP","Terreno de brejo",NA,"Doação Herbário do Instituto de Botânica - São Paulo; Planta com influorescencia até 2metros altos",NA,NA,NA,NA,NA,NA,NA,"Pirajussara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 12:52:28-03","UFRGS","ICN","040962","S","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R. Arrill. & Izag.","Creczynski, S","Quarín, C; Schinini, A; González, JM","2548","1974","07","07","América do Sul","Argentina","Corrientes","20km al SW de Galarza camino a C. Pellegrini",NA,"Universidad Nacional Del Nordeste - Corrientes (CTES); En terrenos bajos, junto al camino",NA,NA,NA,NA,NA,NA,NA,"Santo Tomé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:52:28-03","UFRGS","ICN","025626","S","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R. Arrill. & Izag.","Valls, JFM; Barcellos, A","Arzivenco, L","s.n.","1974","04","20","América do Sul","Brasil","RS","Campo Oeste do balneário de Xangrilá",NA,"Cultivado em Porto Alegre, de onde procede este exemplar, pelo Sr. Lúcio Arzivenco, em sua residência",NA,NA,NA,NA,NA,NA,NA,"Osório","-50.2696990966797","-29.8866996765137","27350","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 12:52:28-03","UFRGS","ICN","023751","S","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R. Arrill. & Izag.","Valls, JFM","Valls, JFM; Pott, A","2664","1973","05","16","América do Sul","Brasil","RS","Morro da Polícia",NA,"Em local pedregoso e seco no alto o morro",NA,NA,NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 12:52:28-03","UFRGS","ICN","009911","S","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R. Arrill. & Izag.","Valls, JFM","Valls, JFM; Irgang, BE; Arzivenco, L","1521","1971","05","03","América do Sul","Brasil","RS","Morro da Polícia",NA,"Frequente nos locais rochosos do flanco sul do morro. Trata-se da mesma espécie colhida sob Valls & Arzivenco 1503, porém apresenta inflorescencias irregulares.",NA,NA,NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 12:52:28-03","UFRGS","ICN","009909","S","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R. Arrill. & Izag.","Valls, JFM","Valls, JFM; Pott, A","2664","1973","05","16","América do Sul","Brasil","RS","Morro da Polícia",NA,"Em local pedregoso e seco no alto o morro",NA,NA,NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 12:52:28-03","UFRGS","ICN","164303","S","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R. Arrill. & Izag.","Setubal, R","Setubal, R; Rigo, MS","814","2008","11","17","América do Sul","Brasil","RS","Morro São Pedro Econsciência Espaço de Conservação",NA,"herbácea; em campo rupestre",NA,NA,NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-02-08 12:52:28-03","UFRGS","ICN","177208","S","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R. Arrill. & Izag.",NA,"Longhi-Wagner, HM; Lerina, R","10237","2007","03","27","América do Sul","Brasil","RS","Itapuã",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:52:28-03","UFRGS","ICN","148128","S","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R. Arrill. & Izag.",NA,"Longhi-Wagner, HM; Amaral, L","9735",NA,NA,NA,"América do Sul","Brasil","RS","Parque Estadual de Itapuã na restinga no caminho para a Lagoa Negra",NA,"Touceiras de 2-2,30m, esparsas.; No campo seco da restinga.",NA,NA,NA,NA,NA,NA,NA,"Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-08 12:52:28-03","UFRGS","ICN","148089","S","Plantae","Monocotyledon",NA,"Poaceae","Andropogon","glaucophyllus","Andropogon glaucophyllus","Roseng., B.R. Arrill. & Izag.",NA,"Longhi-Wagner, HM; Amaral, L","9693",NA,NA,NA,"América do Sul","Brasil","RS","Parque Estadual de Itapuã topo do morro pedregoso",NA,"Dominante no morro; comum no interior da capoeira.",NA,NA,NA,NA,NA,NA,NA,"Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA
