"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","typeStatus"
"11","2019-08-27 13:32:58-03","IAP","PACA-AGP","39627","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra","Rambo, B.",NA,"1949","01","07",NA,"Brasil","RS","Gravataí","Cachoeirinha","-50.9919013977051","-29.9444007873535",NA,"V.Silva, M.F.Parode e M.S.Marchioretto confirmam em 08.2014 Habitat: in siccis graminosis Fenofase: flor e fruto","PACA039627",NA,NA,NA,"Magnoliatae","25424","auto","1988",NA,NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:32:58-03","IAP","PACA-AGP","39628","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra","Rambo, B.",NA,"1949","01","07",NA,"Brasil","RS","Gravataí","Cachoeirinha","-50.9919013977051","-29.9444007873535",NA,"V.Silva, M.F.Parode e M.S.Marchioretto confirmam em 08.2014 Habitat: in siccis graminosis Fenofase: fruto","PACA039628",NA,NA,NA,"Magnoliatae","25424","auto","1988",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:32:58-03","IAP","PACA-AGP","38414","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra","Rambo, B.",NA,"1948","11","29",NA,"Brasil","RS","São Leopoldo","ad montem Sapucaia","-51.1472015380859","-29.7602996826172",NA,"V.Silva, M.F.Parode e M.S.Marchioretto confirmam em 08.2014 Habitat: in siccis subdumetosis Fenofase: fruto","PACA038414",NA,NA,NA,"Magnoliatae","10287","auto","1988",NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:32:58-03","IAP","PACA-AGP","38566","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra","Rambo, B.",NA,"1948","12","07",NA,"Brasil","RS","São Leopoldo","Morro das Cabras","-51.1472015380859","-29.7602996826172",NA,"V.Silva, M.F.Parode e M.S.Marchioretto confirmam em 08.2014 Habitat: in siccis graminosis Fenofase: flor e fruto","PACA038566",NA,NA,NA,"Magnoliatae","10287","auto","1988",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:32:58-03","IAP","PACA-AGP","9596","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra","Rambo, B.",NA,"1942","01","28",NA,"Brasil","RS","Tupanciretã",NA,"-53.8358001708984","-29.0806007385254",NA,"V.Silva, M.F.Parode e M.S.Marchioretto confirmam em 08.2014 Habitat: in siccis saxosis graminosis Fenofase: fruto","PACA009596",NA,NA,NA,"Magnoliatae","59498","auto","1988",NA,NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:15:13-03","UFV","VIC","40646","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Pessôa, C.S.","Romero, R.; et al.","1339","1994","10","18",NA,"Brasil","Minas Gerais","São Roque de Minas","PARNA - Serra da Canastra, Próximo a garagem das Pedras,estrada para Sacramento.","-46.3657989501953","-20.2453002929688",NA,"Herbáceo, prostrado, ca. 0,3m. corola illás claro.1 mês após queimada.","VIC040646",NA,NA,NA,NA,"57119","auto","2011","11","11",NA,NA,NA,NA,NA
"17","2020-12-20 21:15:13-03","UFV","VIC","37357","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Pessôa, C.S.","Romero, R.; et al.","1310","1994","10","18",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, após o curral de pedras. Campo limpo.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, c.a. de 15 cm de altura. Cálice esverdeado, corola com tubo creme, lacínios azulados.","VIC037357","VIC037357",NA,NA,NA,"57119","auto","2012","06","29",NA,NA,NA,NA,NA
"18","2019-11-21 14:29:53-03","UFJF","CESJ","28855","PreservedSpecimen","Plantae","Angiosperma",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C.S. Pessôa","F.R.G. Salimena; M.C. Brügger; P.H. Nobre","514",NA,NA,NA,"América do Sul","Brasil","Minas Gerais","Joaquim Felício","Francisco Sá, Serra do Calixto, Carrascal","-44.1721992492676","-17.7574996948242",NA,"Erva. sistema subterrâneo desenvolvido, flores lilás claro, estames e estiletes alvos.","CESJ028855","CESJ028855",NA,NA,NA,"37503","auto","2012","09","26",NA,NA,NA,NA,NA
"19","2019-08-20 10:02:13-03","UNICAMP","UEC","30355","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Fernandes, UG","Leitão Filho, HF; Semir, J; Shepherd, GJ","2080","1976","06","09",NA,"Brazil","Mato Grosso",NA,"Rodovia Presidente Prudente-Campo Grande",NA,NA,NA,"flor, Nativo em cerrado alto. Herbáceo até 40cm, flores roxo azuladas.","UEC097167","UEC097167",NA,NA,NA,NA,NA,"2017","05","04",NA,NA,NA,NA,NA
"20","2019-08-20 10:02:13-03","UNICAMP","UEC","76985","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Fernandes, UG","Marcondes-Ferreira, W; Belinello, R; Müller, C; Venturini, LL","960","1994","11","12",NA,"Brazil","São Paulo","Pedregulho",NA,"-47.4700012207031","-20.25",NA,"flor, Subarbusto, cerca de 10 cm, flores lilás calro a lilás arroxeado. Campo com solo pedregoso perto da cidade.","UEC120278",NA,NA,NA,NA,"27552","auto","2017","05","04",NA,NA,NA,NA,NA
"21","2020-03-12 10:28:53-03","UFOP","OUPR","34605","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Pedrosa, L.G.","Pedrosa, L.G.","2075","2019","10","13",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Erva, flores roxas. Campo rupestre",NA,NA,NA,NA,NA,"44599","auto","2019","10",NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:11:04-03","MBM","MBM","36528","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Ezcurra, C.","Hatschbach, G.","7940","1961","02","26","Southern America","Brazil","Paraná","Arapoti","Rio das Cinzas, Barra do Perdizes","-49.8266983032227","-24.1578006744385",NA,"Flor lilás.; Cerrado.","MBM036528","MBM036528",NA,NA,NA,"41852","auto","1992",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:11:04-03","MBM","MBM","36537","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Ezcurra, C.","Hatschbach, G.","12998","1965","10","14","Southern America","Brazil","Paraná","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,"Flor lilás.; Cerrado.","MBM036537","MBM036537",NA,NA,NA,"28572","auto","1992",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:11:04-03","MBM","MBM","36390","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Ezcurra, C.","Hatschbach, G.","1000","1948","09","26","Southern America","Brazil","Paraná","Lapa","Engenheiro Bley","-49.7158012390137","-25.7696990966797",NA,"Flor lilás.; Campo.","MBM036390","MBM036390",NA,NA,NA,"49965","auto","1992",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:11:04-03","MBM","MBM","249213","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Hatschbach, G.","Ziller, S.R.","1854","1999","09","12","Southern America","Brazil","Paraná","Palmeira","Colônia Primavera, Fazenda Cambiju.","-50.0064010620117","-25.4293994903564",NA,"Herbácea rasteira; flores alvas, interior do tubo da corola rosa, estrias liláses.; Campo seco; afloramentos de arenito.","MBM249213","MBM249213",NA,NA,NA,"35166","auto","1999","12",NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:11:04-03","MBM","MBM","279329","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Hatschbach, G.","Takeda, I.J.M.; Takeda, A.K.T.; Takeda, A.K.T.","44","2002","02","23","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,"Flor lilás.; Campo limpo, seco.","MBM279329","MBM279329",NA,NA,NA,"46557","auto","2002","02","23",NA,NA,NA,NA,NA
"27","2020-12-21 16:11:04-03","MBM","MBM","15790","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Wasshausen, D.C.","Hatschbach, G.","25296","1970","10","28","Southern America","Brazil","Mato Grosso","Rio Brilhante","Fazenda Progresso",NA,NA,NA,"Flor lilás.; Campo cerrado.","MBM015790","MBM015790",NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:11:04-03","MBM","MBM","162540","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Arbo, M.M.; Ferrucci, M.S.; Solis Neffa, V.; Blanco, S.; Ferrucci, M.S.; Solis Neffa, V.; Blanco, S.","5970","1993","09","08","Southern America","Argentina","Misiones","Candelaria","Ruta 204",NA,NA,NA,"Hemicriptofita sistema subterraneo en rosado, flores blancas con tintes violaceos.; Campos. Borde del camino, suelo lateritico rojo.","MBM162540","MBM162540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:11:04-03","MBM","MBM","198659","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Buttura, E.","837","1987","09","09","Southern America","Paraguay","Hernandarias","Reserva Tati Yupi",NA,NA,NA,NA,"Flor lilás.; Campo.","MBM198659","MBM198659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580688","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Balansa, B.",NA,"1875","3","1",NA,"Paraguai",NA,NA,"La Trinitad, sur les collines incultes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580688' target='other'> <mi>dwc_moreinfo</mi></a>","P03580688","P03580688_01",NA,NA,NA,NA,NA,NA,NA,NA,"2464",NA,NA,NA,NA
"31","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580689","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Balansa, B.",NA,"1875","3","1",NA,"Paraguai",NA,NA,"La Trinitad, sur les collines incultes.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580689' target='other'> <mi>dwc_moreinfo</mi></a>","P03580689","P03580689_01",NA,NA,NA,NA,NA,NA,NA,NA,"2464",NA,NA,NA,NA
"32","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580691","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Balansa, B.",NA,"1833","6","1",NA,"Paraguai",NA,NA,"Cordillere de Péribébuy, dans les clairiéres des forêts.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580691' target='other'> <mi>dwc_moreinfo</mi></a>","P03580691","P03580691_01",NA,NA,NA,NA,NA,NA,NA,NA,"4708",NA,NA,NA,NA
"33","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580692","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Balansa, B.",NA,"1874","10","1",NA,"Paraguai",NA,NA,"Villa-Rica.","-56.4507","-25.78447","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580692' target='other'> <mi>dwc_moreinfo</mi></a>","P03580692","P03580692_01",NA,NA,NA,NA,NA,NA,NA,NA,"2464",NA,NA,NA,NA
"34","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580693","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Balansa, B.",NA,"1877","2","1",NA,"Paraguai",NA,NA,"Paraguari, dans les praìries à [sul] argileux.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580693' target='other'> <mi>dwc_moreinfo</mi></a>","P03580693","P03580693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580694","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,"Montium Sierra de maracayú, in regione vicine San Estanislao.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580694' target='other'> <mi>dwc_moreinfo</mi></a>","P03580694","P03580694_01",NA,NA,NA,NA,NA,NA,NA,NA,"4240",NA,NA,NA,NA
"36","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580695","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Hassler, E.",NA,NA,NA,NA,NA,"Paraguai",NA,NA,"Montium Sierra de Maracayú, in regione vicine San Estanislao.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580695' target='other'> <mi>dwc_moreinfo</mi></a>","P03580695","P03580695_01",NA,NA,NA,NA,NA,NA,NA,NA,"4240",NA,NA,NA,NA
"37","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580696","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Hassler, E.",NA,"1885","1","1",NA,"Paraguai",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580696' target='other'> <mi>dwc_moreinfo</mi></a>","P03580696","P03580696_01",NA,NA,NA,NA,NA,NA,NA,NA,"1529",NA,NA,NA,NA
"38","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580697","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Hassler, E.",NA,"1901","1","1",NA,"Paraguai",NA,NA,"Prope Concepcion.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580697' target='other'> <mi>dwc_moreinfo</mi></a>","P03580697","P03580697_01",NA,NA,NA,NA,NA,NA,NA,NA,"7383 a",NA,NA,NA,NA
"39","2015-09-04 07:51:40-03","MNHN","RECOLNAT_MNHN_P","P03580698","PreservedSpecimen",NA,NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Hassler, E.",NA,"1901","1","1",NA,"Paraguai",NA,NA,"Prope Concepcion.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03580698' target='other'> <mi>dwc_moreinfo</mi></a>","P03580698","P03580698_01",NA,NA,NA,NA,NA,NA,NA,NA,"7383",NA,NA,NA,NA
"40","2020-12-11 11:31:14-03","UFMG","BHCB","75560","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Viana, PL","226","2001","09","25","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056",NA,"Floresceu aprox. 50 dias após queimada.; Erva. Flores rosas.","BHCB006209","BHCB006209","1400","1400",NA,NA,NA,"2011","01","12",NA,"-43.983611","-20.093056",NA,NA
"41","2020-12-11 11:31:14-03","UFMG","BHCB","90566","PreservedSpecimen","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"Teixeira, WA","s.n.","2004","09","23","Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito, Próximo ao antigo viveiro MBR.","-43.867222","-20.240556",NA,"Arbusto (xilpódio).; Solo ferruginoso sobre tapete curti-graminoso.","BHCB006226","BHCB006226",NA,NA,NA,NA,NA,"2012","06","29",NA,"-43.867222","-20.240556",NA,NA
"42","2009-07-31 17:12:00-03","MO","MOBOT","2493728","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","Vanni 1798","1990","9","10","South America","Paraguay","Boquerón",NA,"Ea. Pozo Once, Colonia Menno","-59.75","-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-07-07 11:10:00-03","MO","MOBOT","1541482","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra (SI)","Elsa M. Zardini|R. Gamarra","Zardini 55420","2000","12","1","South America","Paraguay","Itapúa",NA,"Yacyreta Dam Island Reserve. Punta de observación.","-56.8230556","-27.4488889",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"1220",NA,NA,"1",NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","2709213","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau",NA,"J.R.I. Wood","Wood 12760","1997","11","1","South America","Bolivia","Santa Cruz","Sara",NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2014-01-16 08:06:00-02","MO","MOBOT","3076115","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C.M. Peichoto","Maria M. Arbo|G.I. Lavia|M.G. Pellegrini|R. Beron","Arbo 6140","1993","11","26","South America","Paraguay","Misiones",NA,"16-17km S de Santa Rosa, camino a General Delgado.",NA,NA,NA,NA,NA,NA,"0E8","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2009-06-08 11:09:00-03","MO","MOBOT","100193272","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Peichoto","Troels M. Pedersen","Pedersen 12491","1979","10","19","South America","Argentina","Corrientes","Concepción","Carambola.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2014-04-18 14:06:00-03","MO","MOBOT","100209018","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","W.D. Stevens","Troels M. Pedersen","Pedersen 4315","1956","11","16","South America","Paraguay","Misiones",NA,"Estancia La Soledad. Santiago.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"48","2019-03-11 09:33:00-03","MO","MOBOT","1307173","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra (SI)","Elsa M. Zardini|Leongino Guerrero","Zardini 49147","1998","7","24","South America","Paraguay","Caaguazú",NA,"Near J.E. Estigarribia.","-55.8202778","-25.4069444",NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,"1152",NA,NA,"4",NA
"49","2019-05-03 06:41:00-03","MO","MOBOT","1420633","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","C. Ezcurra (SI)","Elsa M. Zardini|R. Brítez","Zardini 52831","1999","12","14","South America","Paraguay","Caazapá",NA,"Estancia Tapytá of Shell Forestry Limited.","-55.7630556","-26.2738889",NA,NA,NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"1192",NA,NA,"1",NA
