"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","typeStatus"
"159","2021-02-08 12:31:30-03","UFRGS","ICN","143662","S","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Marchioretto, MS","Hagelund, K","10602","1976","10","29","América do Sul","Brasil","RS","Santo Ângelo","Granja Piratini","-54.2630996704102","-28.2992000579834",NA,"Doação de Karner Hagelund","ICN00028451","ICN00028451",NA,NA,NA,"25915","auto","2015","03",NA,NA,NA,NA,NA,NA
"160","2021-02-08 12:31:30-03","UFRGS","ICN","143663","S","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Marchioretto, MS","Hagelund, K","11900","1977","10","21","América do Sul","Brasil","RS","São Francisco de Assis",NA,"-55.1310997009277","-29.5503005981445",NA,"Doação de Karner Hagelund","ICN00028450","ICN00028450",NA,NA,NA,"48310","auto","2015","03",NA,NA,NA,NA,NA,NA
"161","2021-02-08 12:31:30-03","UFRGS","ICN","083420","S","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Marchioretto, MS; Silva, V; Parode, MF","Sobral, M; Dehgan, B; Webster, G","5312","1986","12",NA,"América do Sul","Brasil","RS","Tupanciretã",NA,"-53.8358001708984","-29.0806007385254",NA,"erva, frutos maduros; em campo","ICN00028443","ICN00028443",NA,NA,NA,"59498","auto","2015","03",NA,NA,NA,NA,NA,NA
"162","2021-02-08 12:31:30-03","UFRGS","ICN","008201","S","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Marchioretto, MS; Silva, V; Parode, MF","Lindeman, JC; Irgang, B; Valls, JFM","s.n.","1971","10","02","América do Sul","Brasil","RS",NA,"entre Passo Fundo e Carazinho",NA,NA,NA,"corola lilás 5 P 9/2, tubo de dentro até 5 P 6/4; campo alto e seco","ICN00028446","ICN00028446",NA,NA,NA,NA,NA,"2014","08",NA,NA,NA,NA,NA,NA
"163","2021-02-08 12:31:30-03","UFRGS","ICN","045495","S","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Marchioretto, MS; Silva, V; Parode, MF","Pedersen, TM","5466","1960","02","17","América do Sul","Argentina","Corrientes","Santo Tomé","Estancia Garruchos",NA,NA,NA,"flowers pale purplish-violet, almost white; dry grasslands on red soil, recently burnt","ICN00028444","ICN00028444 ICN00028444_1",NA,NA,NA,NA,NA,"2014","08",NA,NA,NA,NA,NA,NA
"164","2021-02-08 12:31:30-03","UFRGS","ICN","159192","S","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Marchioretto, MS; Silva, V; Parode, MF","Freitas, E","579","2008","09","28","América do Sul","Brasil","RS","Manoel Viana","RST 377","-55.375833","-29.599167",NA,"herbácea; flores brancas; Campo seco de solo arenoso","ICN00028440","ICN00028440",NA,NA,NA,NA,NA,"2014","08",NA,NA,"-55.375833","-29.599167",NA,NA
"165","2021-02-08 12:31:30-03","UFRGS","ICN","165864","S","Plantae","Dicotyledon",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Marchioretto, MS; Silva, V; Parode, MF","Silva Filho, PJS","910","2008","10","25","América do Sul","Brasil","RS","Viamão","Bairro Tarumã região de entorno do Lago Tarumã. -30.06668 -51.02304","-51.022778","-30.066667",NA,"Flores brancas; Barranco","ICN00028445","ICN00028445",NA,NA,NA,NA,NA,"2014","08",NA,NA,"-51.022778","-30.066667",NA,NA
"166","2021-03-22 16:22:54-03","FEPAGRO","BLA","13731","PreservedSpecimen","Plantae","Spermatophyta",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","V. Silva; M. F. Parode & M. S. Marchioretto","E. P. Heringer et alii","1137","1979","04","09",NA,"Brasil","Distrito Federal","Brasília","Rio Bartolomeu, área de inundação da barragem","-47.9296989440918","-15.7797002792358",NA,"Ex IBGE.Habitat: área desmatada próxima ao corrego que se comunica com o rio São Bartolomeu","BLA013731",NA,NA,NA,NA,"70570","auto","2015","03","01",NA,NA,NA,NA,NA
"167","2020-08-26 10:47:32-03","MCN-FZBRS","HAS","96031","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Piovesani, W. S.","Piovesani, W. S.","71","2019","01",NA,NA,"Brasil","Rio Grande do Sul","Soledade","RS-332, estrada Soledade-Arvorezinha","-52.5102996826172","-28.8183002471924",NA,"Erva com flores tubulosas brancas em beira de estrada.","HAS0096031",NA,NA,NA,NA,"42411","auto","2019",NA,NA,NA,NA,NA,NA,NA
"168","2019-11-21 09:57:49-03","IBt","SP","14762","S","Plantae",NA,NA,"Acanthaceae","Ruellia","bulbifera","Ruellia bulbifera","Lindau","Kameyama, C","Loefgren, A; Edwall, G","CGG2041","1893","01","03",NA,"Brasil","São Paulo","Franca",NA,"-47.4000015258789","-20.5300006866455",NA,NA,"SP022297","SP022297",NA,NA,NA,"27521","auto","2006","03","21",NA,NA,NA,NA,NA
"169","2019-11-21 09:57:49-03","IBt","SP","14765","S","Plantae",NA,NA,"Acanthaceae","Ruellia","loefgrenii","Ruellia loefgrenii","Lindau",NA,"Loefgren, A","CGG997","1888","10","01",NA,"Brasil","São Paulo","Rio Claro","Est. Visconde do R. Claro. Feijão","-47.560001373291","-22.4099998474121",NA,"Herbacea. Campestre, fl. violacea","SP000628","SP000628",NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA,NA,NA,"Holotype"
