"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","coordinatePrecision","geoFlag"
"11","2020-12-21 16:19:46-03","MBM","MBM","227768","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auri-azureus","Micranthocereus auri-azureus","Buin. & Brederco",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","Southern America","Brazil","Minas Gerais","Rio Itacambiruçu, próximo a barra do Escurinho",NA,"MBM227768","MBM227768",NA,"Zappi, D.C.","68069","1998","07","19","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,NA,"67219","auto"
"12","2020-12-11 11:34:16-03","UFMG","BHCB","27153","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:34:16-03","UFMG","BHCB","27153","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-04 11:04:45-03","UFRB","HURB","13686","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,"Mendes, D. B.; Machado, M.",NA,"Brasil","Minas Gerais","Sul da cidade, estradinha de terra margeando o Rio Itacambiruçu, saíndo para leste um pouco acima do entroncamento da MG-307 sentido Cristália com a estrada para Grão Mongol","No mesmo local também havia: Brasilicereus markgrafiDiscocactus pseudoinsignis, Pilosocereus fuvilanatus.","HURB000013686","HURB000013686 HURB000013686_01",NA,NA,"78","2015","11","14","Grão Mogol","-42.892","-16.587028","42º53'31,2W","16º35'13,3S",NA,"656","656",NA,NA,NA,NA
"15","2020-06-15 15:29:44-03","UNESP-RC","HRCB","14065","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,"Zappi, D.C.",NA,"Brasil","Minas Gerais","Vale do rio Itacambiruçu","Plantas cespitosas, colunares, até 1 m alt, ramificadas na base, com abundantes cerdas na região basal. Cladódios azuis com espinhos dourados, 5-6 cm diam. Flores rosamagenta abertas pela manhã (10:00",NA,NA,NA,"Sena, L.Y.S.","s.n.","1990","06","14","Grão Mogol","-42.916667","-16.6","42º55'W","16º36'S","2007","670","670","06",NA,NA,NA
"16","2019-11-13 11:17:20-03","USP","SPF","174189","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,"Arruda, ECP",NA,"Brasil","Minas Gerais","Estrada de Grão Mogol para Cristália.",NA,"SPF00174189",NA,NA,"Arruda, ECP","48","2006","03","21",NA,"-42.866667","-16.583333","-42.866667","-16.583333",NA,NA,NA,NA,NA,NA,NA
"17","2019-11-13 11:17:20-03","USP","SPF","23619","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,"Giulietti, AM",NA,"Brasil","Minas Gerais",NA,NA,"SPF00023619",NA,NA,"Zappi, DC","CFCR3416","1982","05","21","Grão Mogol","-42.883333","-16.55","-42.883333","-16.55","1988",NA,NA,"04",NA,NA,NA
"18","2019-11-13 11:17:20-03","USP","SPF","60294","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,"Zappi, DC",NA,"Brasil","Minas Gerais",NA,NA,"SPF00060294",NA,NA,"Aona, LYS","CFCR11944","1988","05","26","Grão Mogol","-42.95","-16.583333","-42.95","-16.583333","2007","750","800","06",NA,NA,NA
"19","2019-11-13 11:17:20-03","USP","SPF","84989","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,"Pirani, JR",NA,"Brasil","Minas Gerais","Vale do Rio Itacambiruçu",NA,"SPF00084989",NA,NA,"Aona, LYS","CFCR12959","1990","06","14","Grão Mogol","-42.916667","-16.6","-42.916667","-16.6","2007","670","670","06",NA,NA,NA
"20","2019-11-13 11:17:20-03","USP","SPF","164579","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,"Arruda, ECP",NA,"Brasil","Minas Gerais",NA,NA,"SPF00164579",NA,NA,"Zappi, DC","14","2004","08","22","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"2004",NA,NA,"09",NA,"67219","auto"
"21","2019-11-13 11:17:20-03","USP","SPF","43827","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,"Zappi, DC",NA,"Brasil","Minas Gerais",NA,NA,"SPF00043827",NA,NA,"Zappi, DC","CFCR9925","1986","07","24","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"1988",NA,NA,"04",NA,"67219","auto"
"22","2019-11-13 11:17:20-03","USP","SPF","47634","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,"Pirani, JR",NA,"Brasil","Minas Gerais",NA,NA,"SPF00047634",NA,NA,"Zappi, DC","CFCR10773","1987","05","21","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,"1988","960","960","04","22","67219","auto"
"23","2019-10-07 09:18:42-03","UEFS","HUEFS","107354","PreservedSpecimen","Plantae","Caryophyllanae","Caryophyllales","Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,"Machado, M.",NA,"Brasil","Minas Gerais","arredores da cidade",NA,"HUEFS0107354","HUEFS0107354","Angiospermae",NA,"761","2006","01","12","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,NA,"67219","auto"
"24","2020-04-29 16:29:40-03","UFVJM","HDJF","5290","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Micranthocereus","auriazureus","Micranthocereus auriazureus","Buining & Brederoo",NA,"Fantinati, MR; Soffiatti, P","Southern America","Brasil","Minas Gerais","1,5 km do entrocamento com a MG 307, direção NO à cidade de Grão Mogol",NA,"HDJF005290","HDJF005290_01","Dicotyledoneae","Soffiatti, P","172","2017","01","17","Grão Mogol","-42.898583","-16.581972","-42.898583","-16.581972","2017","716","716","01","17",NA,NA
