"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","778643","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","C. H. de M. Fernandes","8","2002","02","16","South America","Brazil","Pernambuco",NA,"Betânia/Floresta. Rabeca.","-34.95027778","-8.0127778","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778643","NY00778643_01","(Bong.) Steud.",NA,"520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-30 01:09:00-03","NY","NYBG","1019332","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","K. Pinheiro","146","2006","05","31","South America","Brazil","Pernambuco","Mirandiba","Serra do Tigre.","-38.7186","-8.0597","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280482' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019332","NY01019332_01",NA,"E. Córdula","495","495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 21:35:00-03","NY","NYBG","00935520","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","J. A. Ratter","R55","1967","07","08","South America","Brazil","Mato Grosso","Nova Xavantina","16.5 km N. of Xavantina on Xavantina- Cachimbo Road.","-52.3531","-14.6733","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982415' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935520","NY00935520_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 21:35:00-03","NY","NYBG","00935522","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","J. A. Ratter","R6757","1993","07","06","South America","Brazil","Maranhão","Carolina","6 km from Carolina on the road to Estreito","-47.45","-7.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935522","NY00935522_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","573384","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","L. P. de Queiroz","3469","1993","08","19","South America","Brazil","Bahia","Piritiba","Ca. 25 km N da BA 052 (estrada do feijao) na BA 421 (Piritiba-Jacobina)","-40.6","-11.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=767302' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573384","NY00573384_01","(Bong.) Steud.",NA,"560","560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00935523","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","F. E. Drouet","2620","1935","10","17","South America","Brazil","Ceará","Caucaia","On banks of Rio Ca[?]ipe, Municipio de Soure","-38.6531","-3.7361","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00935523","NY00935523_01","(Bong.) Steud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-30 02:05:00-03","NY","NYBG","1161177","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","I. L. do Amaral","1145","1983","05","04","South America","Brazil","Pará","Itaituba","Estrada Santarém-Cuiaba, BR 163, km 886 a km 881, Serra do Cachimbo","-55.9836006164551","-4.27611017227173","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1373252' target='other'> <mi>dwc_moreinfo</mi></a>","NY01161177","NY01161177_01",NA,"J. W. Grimes",NA,NA,"457045","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-30 01:13:00-03","NY","NYBG","1144322","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","A. M. Giulietti","1776","2000","02","23","South America","Brazil","Bahia","Uauá","Bendengó. Estrda Uauá-Caraíbas.","-39.8089","-9.8728","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287582' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144322","NY01144322_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-01-11 10:01:16-03","UNIVASF","HVASFW","92","S","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","A.P. Fontana","11","2010","02","25","América do Sul","Brasil","Paraíba","São José de Piranhas","Lote 7. Atividades de supressão vegetal do PISF","-38.564111","-7.041889",NA,"Árvore ca. 6m.","HVASFW000092",NA,"(Bong.) Steud.","A.P. Fontana","473","473",NA,NA,"2010","08","13","-38.564111","-7.041889","U",NA,NA,NA,NA,NA
"20","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","239","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Andrade, M.","28836","1999","10","03",NA,"Brasil","Espirito Santo","antigo posto de vitoria",NA,NA,NA,NA,"Árvore, flor lilas <ll>dwc_commonname:</ll> mororo","HDELTA000239",NA,"(Bong.) Steud.","Nascimento, M.G.P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","4076","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Lima, G.A.; Vieira-Filho, M.A.M.","30","2015","06","01",NA,"Brasil","Piauí","Parnaíba","Embrapa","-41.7766990661621","-2.90472006797791",NA,"<ll>dwc_commonname:</ll> Pata de vaca/mororó","HDELTA004076",NA,"(Bong.) Steud.","Lima, G.A.",NA,NA,"25571","auto","2015","06","09",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","6572","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Meireles, M.P.A","64","2018","07",NA,NA,"Brasil","Piauí","Picos",NA,"-41.4668998718262","-7.07694005966187",NA,"Tabuleiro <ll>dwc_commonname:</ll> Mororó","HDELTA006572",NA,"(Bong.) Steud.","Vieira, L.S.",NA,NA,"31259","auto","2020","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:19:43-03","UFRJ","RFA","16391","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","P. Occhioni","7405","1975","06","00",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos. Limoeiro","-43.2075004577637","-22.9027996063232",NA,"arbusto, flores roseo-claro","RFA13995",NA,"(Bong.) Steud.","A.M.S.F. Vaz",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:30:21-03","UFRJ","RFA","17333","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Ramalho, F.B.","170","1973","03","27",NA,"Brasil","Bahia","Casa Nova","Fazenda Caldeirão","-40.9707984924316","-9.16193962097168",NA,"árvore, c.a. de 6m de altura, flores alvas, perfume leve e agradável","RFA14457",NA,"(Bong.) Steud.","Rizzini, C.T.",NA,NA,"116505","auto","1973","08","15",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:30:21-03","UFRJ","RFA","39369","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Amélia Carlos Tuler","286","2011","10","20",NA,"Brasil","Espírito Santo","Alegre",NA,"-41.5331001281738","-20.763599395752",NA,"Arbórea de 6 a 10m de altura. Tronco sem muitas ramificações. Folhas bilobadas, arredondadas e com desenho bem característico. Flores brancas","RFA43455",NA,"(Bong.) Steud.","Nina C. B. Silva",NA,NA,"26101","auto","2012","07","11",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-19 15:43:36-03","UNEB","HUNEB","14287","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Caesalpiniaceae","Bauhinia","cheilantha","Bauhinia cheilantha","F. F. S. Silva","125","2011","01","19",NA,"Brasil","Paraíba","Cajazeiras",NA,"-38.608611","-7.048056",NA,NA,"HUNEB0014287",NA,"(Bong.) Steud",NA,"452","452",NA,NA,NA,NA,NA,"38W36'31''","7S2'53''",NA,"Dicotyledoneae",NA,NA,NA,NA
"27","2019-11-19 15:43:36-03","UNEB","HUNEB","14293","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Caesalpiniaceae","Bauhinia","cheilantha","Bauhinia cheilantha","F. F. S. Silva","180","2011","01","27",NA,"Brasil","Bahia","Sento Sé",NA,"-41.081111","-9.902778",NA,NA,"HUNEB0014293",NA,"(Bong.) Steud.",NA,"669","669",NA,NA,NA,NA,NA,"41W4'52''","9S54'10''",NA,"Dicotyledoneae",NA,NA,NA,NA
"28","2019-11-19 15:43:36-03","UNEB","HUNEB","6890","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Caesalpiniaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Nunes, T.S.","434","2001","06","15",NA,"Brasil","Bahia","Campo Alegre de Lourdes","Estrada para Remanso, ca. 12 km da cidade.","-42.904167","-9.586111",NA,NA,"HUNEB0006890",NA,"Steud.",NA,"529","529",NA,NA,NA,NA,NA,"42W54'15''","9S35'10''",NA,"Dicotyledoneae",NA,NA,NA,NA
"29","2021-04-08 17:40:38-03","EAO","IAN","25293","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","aromatica","Bauhinia aromatica","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN025293","IAN025293_f","Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:40:38-03","EAO","IAN","82849","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","aromatica","Bauhinia aromatica","Ducke, A","2337","1954","04","15","Southern America","Brasil","Ceará","Maranguape","Serra de Maranguape, cerca de 1/3 da altura, capoeirão à beira da estrada.","-38.6856002807617","-3.89083003997803",NA,"Árvore de cerca de 8 m., inerme, flor branca com cálice verde, parte vegetativas com cheiro que lembra Zornia brasiliensis. Cerne da madeira duro, pardo-vermelho.","IAN082849",NA,"Ducke",NA,NA,NA,"40608","auto",NA,NA,NA,NA,NA,NA,NA,"isotipo",NA,NA,NA
"31","2021-04-08 17:40:38-03","EAO","IAN","82849a","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","aromatica","Bauhinia aromatica","Ducke, A","2337","1954","04","15","Southern America","Brasil","Ceará","Maranguape","Serra de Maranguape, cerca de 1/3 da altura, capoeirão à beira da estrada.","-38.6856002807617","-3.89083003997803",NA,"Árvore de cerca de 8 m., inerme, flor branca com cálice verde, parte vegetativas com cheiro que lembra Zornia brasiliensis. Cerne da madeira duro, pardo-vermelho.","IAN82849a",NA,"Ducke",NA,NA,NA,"40608","auto",NA,NA,NA,NA,NA,NA,NA,"isotipo",NA,NA,NA
"32","2021-04-08 17:40:40-03","EAO","IAN","4982","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","cheilantha","Bauhinia cheilantha","Martius, CFP von","2413",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN004982","IAN004982_f","(Bong.) Steud.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-08 17:40:40-03","EAO","IAN","80767","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Cercidoideae","Bauhinia","cheilantha","Bauhinia cheilantha","Moraes, JC de","705","1953","05","17","Southern America","Brasil","Paraíba","Areia","Escola Agronômica do Nordeste. Lugares baixos e úmidos, com terrenos incultos.","-35.6916999816895","-6.96332979202271",NA,NA,"IAN080767",NA,"(Bong.) Steud.",NA,NA,NA,"15425","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2013-07-03 10:51:31-03","EBDA","BAH","2649","S","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Ferreira, M. do S.G.","168","1981","06","17",NA,"Brasil","Bahia","Itaberaba","Itaberaba - BA. UEP Paraguaçú - Ccabeça da Serra da Monta).","-40.3069","-12.5275",NA,"Árvore fina de 6m de altura, flor esverdeada.",NA,NA,"(Bong.) Steud.","Oliveira, E.L.P.G. de",NA,NA,"39857","auto","1981","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2013-07-03 10:51:31-03","EBDA","BAH","7467","S","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","O. A. Salgado et H. P. Bautista","299","1984","03","26",NA,"Brasil","Bahia","Oliveira dos Brejinhos","Brasil, Bahia, Mun. de Oliveira dos Brejinhos, próximo ao Rio Paramirim, BR-242.","-42.8961","-12.3169",NA,"Arbusto com 1,2m de altura (fanerófito); flores de cor verde; legumes longos imaturos, pardo-esverdeados pubescentes. Frequente.",NA,NA,"(Bong.) Steud.","Vaz, A.","450","450","62270","auto","1986","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-02 16:28:50-03","CPAN-UFMS","COR","266","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Conceição, C. A.","1416","1984","05","15",NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.63","-18.999722",NA,"Arbusto, 1-1,5 m de altura; com fruto em maio Habito: Arbusto",NA,NA,"(Bong.) Steud.","Silva, R. R.","121","121",NA,NA,"2005","07","11","57º37'48''W","18º59'59''S",NA,NA,NA,NA,NA,NA
"37","2021-03-02 16:28:50-03","CPAN-UFMS","COR","241","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Conceição, C. A.","1679","1985","02","02",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morraria do bairro Populares Novas; rua São Paulo (loteamento)","-57.669167","-19.03",NA,"Arbusto, 0,5 - 1 m de altura; flores alvas; folhas jovens vinhosas Habito: Arbusto",NA,NA,"(Bong.) Steud.","Silva, R. R.","121","121",NA,NA,"2005","07","11","57º40'9''W","19º1'48''S",NA,NA,NA,NA,NA,NA
"38","2021-03-02 16:28:50-03","CPAN-UFMS","COR","8328","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Damasceno-Júnior, G. A.; Garcia, M. M. & Pedro (guia de Bonito)","1796","1999","11","28",NA,"Brasil","Mato Grosso do Sul","Bonito","Entorno da Gruta do Lago Azul","-56.590556","-21.141944",NA,"Arbusto escandente Habito: Arbusto escandente",NA,NA,"(Bong.) Steud.","Silva, R. R.",NA,NA,NA,NA,"2005","07","11","56º35'26''W","21º8'31''S",NA,NA,NA,NA,NA,NA
"39","2021-03-02 16:28:50-03","CPAN-UFMS","COR","242","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Conceição, C. A.","1674","1985","02","02",NA,"Brasil","Mato Grosso do Sul","Corumbá","Rua São Paulo","-57.667778","-19.029722",NA,"Arbusto, 1-2 m de altura; pétalas alvas; fruto plano Habito: Arbusto",NA,NA,"(Bong.) Steud.","Silva, R. R.","121","121",NA,NA,"2005","07","11","57º40'4''W","19º1'47''S",NA,NA,NA,NA,NA,NA
"40","2021-03-02 16:28:50-03","CPAN-UFMS","COR","296","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Conceição, C. A.","1711","1985","02","16",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro Alegre; próximo ao rio Paraguai Mirim","-57.434444","-18.989722",NA,"Arbusto, 0,5-1 m de altura; flor alva pouco vistosa Habitat: Mata seca Habito: Arbusto",NA,NA,"(Bong.) Steud.","Silva, R. R.","92","92",NA,NA,"2005","07","11","57º26'4''W","18º59'23''S",NA,NA,NA,NA,NA,NA
"41","2021-03-02 16:28:50-03","CPAN-UFMS","COR","10071","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Bortolotto, I. M.; Damasceno-Júnior, G. A.; Ishii, I. H.; Assis, E. M.; Rosso, C. & Magalhães, V.","1448","2004","11","01",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro no Amolar; área da ECOA","-57.483333","-18.053611",NA,"Arbusto escandente; fruto castanho Habito: Arbusto escandente",NA,NA,"(Bong.) Steud.","Silva, G. M.","95","95",NA,NA,"2008","10","30","57º29'0''W","18º3'13''S",NA,NA,NA,NA,NA,NA
"42","2021-03-02 16:28:50-03","CPAN-UFMS","COR","1960","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Lopo, N.",NA,"1990","06","20",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro próximo à CIA Paulista de Ferro Ligas","-57.623611","-19.021389",NA,"Árvore Habito: Árvore",NA,NA,"(Bong.) Steud.","Silva, R. R.","147","147",NA,NA,"2005","07","11","57º37'25''W","19º1'17''S",NA,NA,NA,NA,NA,NA
"43","2020-11-26 18:08:08-03","CPAN-UFMS","COR","15101","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Takahasi, A.; Ribas, S. M.; Silva, R. H.","918","2006","01","25",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Figueira.","-57.645278","-19.236111",NA,"tronco escuro; Com Flor: branca. Estames brancos; sépalas esverdeadas Habito: Árvore",NA,NA,"(Bong.) Steud.","R. R. Silva","198","198",NA,NA,NA,NA,NA,"57º38'43''W","19º14'10''S",NA,NA,NA,NA,NA,NA
"44","2021-03-02 16:28:50-03","CPAN-UFMS","COR","11133","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Damasceno-Júnior, G. A.; Velasquez, J. S.","2760","2003","03","14",NA,"Brasil","Mato Grosso do Sul","Ladário","Fazenda São João","-57.523889","-19.183333",NA,"Árvore, 7 m de altura; fitossociologia 3740 Habito: Árvore",NA,NA,"(Bong.) Steud.","Fonseca, A. M. S.","200","200",NA,NA,NA,NA,NA,"57º31'26''W","19º11'0''S",NA,NA,NA,NA,NA,NA
"45","2021-03-02 16:28:50-03","CPAN-UFMS","COR","10072","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Bortolotto, I. M.; Damasceno-Júnior, G. A.; Ishii, I. H.; Assis, E. M.; Rosso, C. & Magalhães, V.","1449","2004","11","01",NA,"Brasil","Mato Grosso do Sul","Corumbá","Pantanal do Paiaguás; morro no Amolar; área da ECOA; alto do morro","-57.6533012390137","-19.0091991424561",NA,"Arbusto escandente; fruto marrom Habito: Arbusto escandente",NA,NA,"(Bong.) Steud.","Silva, G. M.",NA,NA,"295160","auto","2008","10","30",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-26 18:08:08-03","CPAN-UFMS","COR","294","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Bauhinia","cheilantha","Bauhinia cheilantha","Conceição, C.A.","1704","1985","02","06",NA,"Brasil","Mato Grosso do Sul","Ladário",NA,"-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,"(Bong.) Steud.","Silva, R.R.",NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
