"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","recordNumber","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","typeStatus","fieldNumber","relatedCatalogItem"
"102","2018-05-17 05:28:00-03","MO","MOBOT","2292549","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Ulibarri, E. A.",NA,NA,NA,"María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","2002","3","11","Argentina","Misiones","San Pedro","-53.8","-26.33333",NA,NA,NA,NA,"Ruta Nacional 14, desde la ruta provincial 17 hacia Tobuna","750.00000000",NA,"Múlgura 3228",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-07-06 11:20:00-03","MO","MOBOT","2292555","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Burkart, A.",NA,NA,NA,"A.J. Bridarolli","1944","1",NA,"Argentina","Misiones","Iguazú",NA,NA,NA,NA,NA,NA,"Puerto Iguazú",NA,NA,"Bridarolli 3622",NA,NA,NA,"South America",NA,NA,NA,NA,"1",NA,NA,NA
"104","2010-11-21 08:41:00-02","MO","MOBOT","2425874","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"G.J. Schwarz","1948","3","22","Argentina","Misiones","Cainguás",NA,NA,NA,NA,NA,NA,"Capiový",NA,NA,"Schwarz 7619",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"105","2009-10-18 08:02:00-02","MO","MOBOT","2425892","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"F. M. Rodríguez","1913",NA,NA,"Argentina","Misiones","Candelaria","-55.58333","-27.38333",NA,NA,NA,NA,"Santa Ana",NA,NA,"Rodríguez 711",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"106","2020-04-30 04:37:00-03","MO","MOBOT","2425909","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Hassler, E.",NA,NA,NA,"RODRÍGUEZ","1913",NA,NA,"Argentina","Misiones","Candelaria","-55.58333","-27.38333",NA,NA,NA,NA,"Santa Ana",NA,NA,"RODRÍGUEZ 711",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"107","2009-10-18 08:02:00-02","MO","MOBOT","2425925","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"F. M. Rodríguez","1913","4","16","Argentina","Misiones","Iguazú",NA,NA,NA,NA,NA,NA,"Iguazú",NA,NA,"Rodríguez 796",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"108","2010-04-12 16:25:00-03","MO","MOBOT","2425943","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Burkart, A.",NA,NA,NA,"August G. Schulz","1948","2","2","Argentina","Misiones","San Javier",NA,NA,NA,NA,NA,NA,"San Javier",NA,NA,"Schulz 7087",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"109","2009-10-18 08:03:00-02","MO","MOBOT","2452351","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"F. M. Rodríguez","1913","4","23","Argentina","Misiones","Iguazú",NA,NA,NA,NA,NA,NA,"Iguazú",NA,NA,"Rodríguez s.n.25",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"110","2009-10-18 08:03:00-02","MO","MOBOT","2452369","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"F. M. Rodríguez","1913","4","23","Argentina","Misiones","Iguazú",NA,NA,NA,NA,NA,NA,"Iguazú",NA,NA,"Rodríguez s.n.26",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"111","2009-07-17 06:53:00-03","MO","MOBOT","2453644","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Burkart, A.",NA,NA,NA,"Arturo E. Burkart","1964","1","25","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Panambi.",NA,NA,"Burkart 25131",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"112","2011-02-23 15:54:00-03","MO","MOBOT","2453662","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"J.R. de Mattos","1977","6","26","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Tenente Portela. Parque Estadual do Turvo, junto do Salto Yucuna",NA,NA,"Mattos 17278",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"113","2009-08-21 20:53:00-03","MO","MOBOT","2515340","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Burkart, A.",NA,NA,NA,"Bernardo Rosengurtt","1942","1","28","Uruguay","Paysandú",NA,NA,NA,NA,NA,NA,NA,"Isla Queguay en el río Uruguay",NA,NA,"Rosengurtt 3223b",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"114","2011-05-03 17:19:00-03","MO","MOBOT","2515349","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Izaguirre de Artuccio, P.",NA,NA,NA,"Cornelius Osten",NA,NA,NA,"Uruguay","Colonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Osten 16406",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"115","2008-05-27 22:02:00-03","MO","MOBOT","3198491","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","H.H. Poppendieck, 6 Aug.",NA,NA,NA,"* MARUANK","1968",NA,NA,"Argentina","Misiones","Leandro N. Alem",NA,NA,NA,NA,NA,NA,"ayo. Tacuaruzú, camino a Villa Venecia, 5 km de Cerro Azul.",NA,NA,"MARUANK 59",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"116","2011-06-27 08:43:00-03","MO","MOBOT","3198857","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","H.H. Poppendieck",NA,NA,NA,"F. Sellow","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sellow 1059",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"117","2013-10-09 05:40:00-03","MO","MOBOT","84912","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","M. Sousa (MEXU)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","1989","7","23","Paraguay","Guairá",NA,"-56.25","-25.91666",NA,NA,NA,NA,"Cordillera de Ybytyruzú. Cerro Peró, near Destacamento Tororo, camino a Cerro Polilla. Forest.",NA,NA,"Zardini 13847",NA,NA,NA,"South America",NA,NA,NA,NA,"4",NA,"129",NA
"118","2008-05-27 22:02:00-03","MO","MOBOT","88963","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","R. Fortunato (BAB)",NA,NA,NA,"Elsa M. Zardini|H. Velázquez","1990","8","4","Paraguay","Cordillera",NA,"-57.23333","-25.15",NA,NA,NA,NA,"Road Emboscada-Nueva Colombia, 5 km SE of Emboscada. Cerrado forest.",NA,NA,"Zardini 22623",NA,NA,NA,"South America",NA,NA,NA,NA,"3",NA,"408",NA
"119","2008-05-27 22:02:00-03","MO","MOBOT","92306","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","V.E. Rudd",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","1993","2","10","Paraguay","Paraguarí",NA,"-56.76666","-26",NA,NA,NA,NA,"National Park Ybycu'í. Northeastern area of park. Arroyo Corrientes. Cerrado scrub.",NA,NA,"Zardini 34995",NA,NA,NA,"South America",NA,NA,NA,NA,"4",NA,"804",NA
"120","2020-07-26 09:49:00-03","MO","MOBOT","3202057","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Gert G. Hatschbach","1975","1","7","Brazil","Paraná","Guaraniaçu","-52.878101348877","-25.1007995605469",NA,NA,NA,NA,"Rio Guarani.",NA,NA,"Hatschbach 37929",NA,NA,NA,"South America",NA,"38806","auto",NA,"1",NA,NA,NA
"121","2019-03-29 10:41:23-03","UFSM","HDCF","6217","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vog.) Benth.","Longhi, S. J.","2011","10","30","Scipioni, M. C.","2011","10","29","Brasil","Rio Grande do Sul","Pantano Grande","-52.3736000061035","-30.1914005279541",NA,NA,NA,NA,"Fazenda Boa Vista",NA,NA,NA,"Área da Souza Cruz",NA,NA,"América",NA,"34187","auto",NA,NA,NA,NA,NA
"122","2019-03-29 10:41:23-03","UFSM","HDCF","262","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vog.) Benth.","Alvarez Filho, A.","1981","05","10","Alvarez Filho, A.; Marchiori, J. N. C.; Santos, O.","1981","04","08","Brasil","Rio Grande do Sul","Agudo","-53.2400016784668","-29.645299911499",NA,NA,NA,NA,"Nova Boêmia",NA,NA,NA,"Comum nas margens do Jacuí e Jacuizinho. SMDB 2025",NA,NA,"América",NA,"22416","auto",NA,NA,NA,NA,NA
"123","2019-03-29 10:41:23-03","UFSM","HDCF","5867","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vog.) Benth.","Longhi, S. J.","2001","02","15","Krewer, C.","2001","01","30","Brasil","Rio Grande do Sul","Três de Maio","-54.2400016784668","-27.7733001708984",NA,NA,NA,NA,NA,NA,NA,NA,"Inventário Florestal, carta 01, parcela 14, árvore 04, capoeira (regeneração)",NA,NA,"América",NA,"20619","auto",NA,NA,NA,NA,NA
"124","2019-03-29 10:41:23-03","UFSM","HDCF","2279","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vog.) Benth.","Marchiori, J. N. C.","1986","03","20","Marchiori, J. N. C.","1986","01","17","Brasil","Rio Grande do Sul","Jaguari","-54.689998626709","-29.4974994659424",NA,NA,NA,NA,"Barra do rio Jaguarizinho",NA,NA,"327","Flores arroxeadas",NA,NA,"América",NA,"27649","auto",NA,NA,NA,NA,NA
"125","2019-06-12 09:07:05-03","UFSM","HDCF","6785","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vog.) Benth.","Figueira, M","2013","01","01","Figueira, M; Schindler, B","2013","01","01","Brasil","Rio Grande do Sul","Santo Augusto","-53.748611","-27.805833","-53.748611","-27.805833",NA,NA,"próximo ao rio Turvo",NA,NA,"138","Árvore, rara, aprox. 18 m de alt., copa globosa, casca externa acizentada, pétalas rosadas; Floresta Estacional Subtropical do Domínio Atlântico, relevo suave-ondulado, solo argiloso",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-03-29 10:41:23-03","UFSM","HDCF","5886","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vog.) Benth.","Longhi, S. J.","2001","02","15","Krewer, C.","2001","01","24","Brasil","Rio Grande do Sul","Santa Rosa","-54.4813995361328","-27.8708000183105",NA,NA,NA,NA,"Linha Cascata",NA,NA,NA,"Inventário Florestal, carta 01, parcela 18, árvore 31",NA,NA,"América",NA,"19818","auto",NA,NA,NA,NA,NA
"127","2019-03-29 10:41:23-03","UFSM","HDCF","5874","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vog.) Benth.","Longhi, S. J.","2002","02","15","Nilson","2001","02","24","Brasil","Rio Grande do Sul","Porto Xavier","-55.1375007629395","-27.9055995941162",NA,NA,NA,NA,NA,NA,NA,NA,"Inventário Florestal, carta 01, parcela 16, árvore 05 (regeneração)",NA,NA,"América",NA,"14548","auto",NA,NA,NA,NA,NA
"128","2019-03-29 10:41:23-03","UFSM","HDCF","5877","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vog.) Benth.","Longhi, S. J.","2002","02","15","Nilson","2001","02","24","Brasil","Rio Grande do Sul","Porto Xavier","-55.1375007629395","-27.9055995941162",NA,NA,NA,NA,NA,NA,NA,NA,"Inventário Florestal, carta 01, parcela 16, árvore 11 (regeneração)",NA,NA,"América",NA,"14548","auto",NA,NA,NA,NA,NA
"129","2020-08-31 09:16:04-03","INPA","INPA","172558","S","Plantae","Leguminosae-Pap","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Poppendieck, HH","1991",NA,NA,"Hatschbach, GG","1976","01","07","Brasil","Paraná","Guaraniaçu","-52.878101348877","-25.1007995605469",NA,NA,"INPA0172558","INPA0172558 INPA0172558_e","Rio Guarani",NA,NA,"37929",NA,"Dicotyledon Rosids","Fabales","Southern America",NA,"38806","auto",NA,NA,NA,NA,NA
"130","2020-08-31 09:16:04-03","INPA","INPA","195575","S","Plantae","Leguminosae-Pap","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Silva, MJ da","2010","07",NA,"Hatschbach, GG","1983","01","13","Brasil","Paraná","Iretama","-52.1058006286621","-24.423900604248",NA,NA,"INPA0195575","INPA0195575 INPA0195575_e INPA0195575_e1 INPA0195575_num","Rio Lontras",NA,NA,"45999",NA,"Dicotyledon Rosids","Fabales","Southern America",NA,"27581","auto",NA,NA,NA,NA,NA
"131","2020-06-15 15:30:43-03","UNESP-RC","HRCB","44594","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","K. Kunt","Pivetta",NA,NA,NA,"Pivetta","1955",NA,NA,"Brasil","Rio Grande do Sul","Augusto Pestana","-53.9921989440918","-28.5168991088867",NA,NA,NA,NA,NA,"450","450",NA,"erva perene, flor roxa",NA,NA,NA,NA,"15366","auto",NA,NA,NA,NA,NA
"132","2020-06-15 15:30:43-03","UNESP-RC","HRCB","45924","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vog.) Benth.","Rambo",NA,NA,NA,"Pivetta","1953","12","20","Brasil","Rio Grande do Sul","Augusto Pestana","-53.9921989440918","-28.5168991088867",NA,NA,NA,NA,NA,"500","500","1053","Árvorezuiha, flor roxa",NA,NA,NA,NA,"15366","auto",NA,NA,NA,NA,NA
"133","2019-11-07 11:44:30-03","FUVATES","HVAT","4642","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","E. Freitas","2013","01","07","M. Teixeira","2013","01","07","Brasil","Rio Grande do Sul","Estrela","-51.974722","-29.538611","-51º58'29''W","-29º32'19''S","HVAT00004642",NA,"Arroio do Ouro.",NA,NA,"s.n.","Arbórea.; Mata ciliar do Rio Taquari, área degradada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-07 11:44:30-03","FUVATES","HVAT","69","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","E. Freitas","2018","01","10","G. Nicolini","2013","12","23","Brasil","Rio Grande do Sul","Roca Sales","-51.837778","-29.148056","-51º50'16''W","-29º8'53''S","HVAT00000069",NA,"Linha Fernando Abott.",NA,NA,"s.n.","Arbórea, flores roxas.; Mata ciliar do Rio Taquari.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-07 11:44:30-03","FUVATES","HVAT","4012","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","E. Freitas","2018","01","10","C. Brackmann","2012","04","02","Brasil","Rio Grande do Sul","Teutônia","-51.706944","-29.454167","-51º42'25''W","-29º27'15''S","HVAT00004012",NA,"Pontes Filho.",NA,NA,"s.n.","planta arbórea; mata ciliar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2014-09-09 14:08:40-03","UNIVILLE","JOIW","669","S","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Tomy Fisher",NA,NA,NA,"J.C.F.Melo Jr.","2008","01","16","Brasil","SC","Guaramirim- Vila Amizade -BR-280",NA,"-26.467278","49º0,1'14,8 W","26º28'02,2 S",NA,NA,"Floresta Ombrófila Densa Sub-Montana - Estágio Médio de Regeneração","64","64","785","Árvore, MAD=base; CB=15+20cm; h=4m. Corola vermelha, cálice vináceo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-09-12 05:00:02-03","US","US","2595228","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"A. E. Burkart","1956","2","22","Argentina","Buenos Aires",NA,NA,NA,NA,NA,"US02152261","US02152261_01","Argentina - Prov. Buenos Aires: Delta del Parana, Parana de las Palmas Las Rosas.",NA,NA,"7648",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"138","2020-09-12 05:00:02-03","US","US","2631569","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"J. C. Lindeman, J. H. Haas & G. Hatschbach","1965","12","17","Brazil","Paraná",NA,NA,NA,NA,NA,"US02152250","US02152250_01","Est. Parana. Forest near Nova Laramjeiras, 20 km W. of Laranjeiras do Sul.Brasilae australis.",NA,NA,"Ha13375",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"139","2020-09-12 05:00:02-03","US","US","3493757","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"G. Hatschbach","1975","1","7","Brazil","Paraná",NA,NA,NA,NA,NA,"US02152257","US02152257_01","Rio Guarani ( mun. Guaraniacu) Parana.",NA,NA,"37929",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"140","2020-09-12 05:00:02-03","US","US","2563640","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"G. Hatschbach, J. Lindeman & H. Haas","1965","12","17","Brazil","Paraná",NA,NA,NA,NA,NA,"US02879969","US02879969_01","Est. Parana (Brasil), Mun. Laranjeiras do Sul. Nova Laranjeiras",NA,NA,"13375",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"141","2020-09-12 05:00:02-03","US","US","2561350","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"L. Smith & R. M. Klein","1965","1","27","Brazil","Paraná",NA,"-50.87","-25.53",NA,NA,"US02152259","US02152259_01","Parana, Mun. Irati: Forest, pasture, and boggy brook, Riozinho de Cima, 9 km south of Irati.","800",NA,"14945",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"142","2020-09-12 05:00:02-03","US","US","3466725","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"G. Hatschbach","1983","1","13","Brazil","Paraná",NA,NA,NA,NA,NA,"US02152256","US02152256_01","Rio Lontras (mun. Iretama) Parana",NA,NA,"45999",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"143","2020-09-12 05:00:02-03","US","US","2630258","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"T. Pederson","1967","3","26","Argentina","Entre Rios",NA,NA,NA,NA,NA,"US02152258",NA,"Barra del Mocoreta, Dep. Federacion, Prov. Entre Rios",NA,NA,"8144",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"144","2020-09-12 05:00:02-03","US","US","920494","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"H. M. Curran","1913","11","12","Argentina","Chaco",NA,NA,NA,NA,NA,"US02152260","US02152260_01","Vicinity of Barraqueras, Gobernacion de Chaco.","35","40","88",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"145","2020-09-12 05:00:02-03","US","US","920746","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"H. M. Curran","1914","7","12","Argentina","Misiones",NA,NA,NA,NA,NA,"US02152263",NA,"Vicinity of Puerto Leon, Gobernacion de Misiones.","75","100","678",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"146","2020-09-12 05:00:02-03","US","US","2595249","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"A. E. Burkart","1934","6","6","Argentina","Buenos Aires",NA,NA,NA,NA,NA,"US02152262",NA,"Argentina - Prov. Buenos Aires: Delta del Parana, Carapachay.",NA,NA,"5991",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae","1",NA,NA,NA
"147","2020-09-02 16:28:01-03","Cenargen","CEN","113753","PreservedSpecimen","Plantae","Fabaceae Faboideae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Maurício Figueira","2015","12",NA,"Maurício Figueira","2015","12","18","Brasil","RS","PORTO ALEGRE","-51.119444","-30.067777","-51.119444","-30.067777","CEN00113753","CEN00113753","Campus da UFRGS, no estacionamento próximo ao herbário ICN.",NA,NA,"388","Ambiente de origem antrópica inserido no Domínio Atlântico. Exposta inteiramente ao sol, tronco único, corola rosa a lilás. Doação Plantas do Brasil.",NA,NA,NA,"Exsicatas",NA,NA,NA,"1",NA,NA,NA
"148","2019-12-09 17:29:56-03","UFPR","EFC","11322","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Saueressig, D.","2011","12","02","Saueressig, D.; Henke, J.M.","2011","11","29","Brasil","Paraná","Cruz Machado","-51.3466987609863","-26.0174999237061",NA,NA,"EFC011322",NA,"Cruz Machado/PR",NA,NA,"1676","árvore de 6 metros de altura, em capoeira __COMMOM_NAME__: timbózinho",NA,NA,NA,NA,"52323","auto",NA,NA,NA,NA,NA
"149","2019-12-09 17:29:56-03","UFPR","EFC","15084","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Blum, C.T.","2016","06","17","Blum, C.T.","2016","06","17","Brasil","Paraná","Curitiba","-49.2395","-25.4496","-49.2395","-25.4496","EFC015084",NA,"Capão do Cifloma","905","905","2488","Árvore 15 m alt.; fruto imaturo seco; estrato intermediário de Floresta Ombrófila Mista em estágio médio __COMMOM_NAME__: Rabo-de-bugio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-11-13 11:22:31-03","USP","SPF","156360","PreservedSpecimen","Plantae","Leguminosae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.","Silva, MJ","2006","11",NA,"Hatschbach, G","2002","11","09","Brasil","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,"SPF00156360",NA,NA,NA,NA,"73927",NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"151","2021-03-25 13:52:17-03","UNIVILLE","JOI","6984","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Melo-Júnior, J.C.F.","2008","01","16","Brasil","Santa Catarina","Guaramirim","-49.020833","-26.467222","49º1'15''W","26º28'2''S","JOI006984",NA,"Vila Amizade BR-280.",NA,NA,"785","; TIPO VEGETACIONAL: FODSM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-05-08 11:12:41-03","UEFS","HUEFS","169162","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Rocha, F.T.","2000","04","18","Brasil","São Paulo","Ilhabela","-45.3499984741211","-23.7700004577637",NA,NA,"HUEFS0169162",NA,"Parque Estadual da Serra do Mar, trilha Água Branca, na mata, parcela 11, número 309.",NA,NA,"133",NA,"Angiospermae","Fabales",NA,NA,"23719","auto","Rosanae",NA,NA,NA,NA
"153","2020-05-08 11:12:41-03","UEFS","HUEFS","174609","PreservedSpecimen","Plantae","Leguminosae Subfam. Papilionoideae","Lonchocarpus","nitidus","Lonchocarpus nitidus","(Vogel) Benth.",NA,NA,NA,NA,"Hatschbach, G.","1992","02","20","Brasil","Santa Catarina","Itapitanga",NA,NA,NA,NA,"HUEFS0174609",NA,"Rio Piriri-Guaçu, próximo a barra.",NA,NA,"56411",NA,"Angiospermae","Fabales",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"154","2019-09-04 18:46:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus",NA,NA,NA,NA,NA,"F. Sellow",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"1059",NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,"Type [status unknown]",NA,NA
"155","2018-04-06 15:29:03-03","F","FMNH-SEEDPLANTS","V0459048F","PreservedSpecimen","Plantae","Fabaceae","Lonchocarpus","nitidus","Lonchocarpus nitidus",NA,NA,NA,NA,NA,"G. Hatschbach et al.","1965","12","17","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0459048F","V0459048F_01",NA,NA,NA,"13375",NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
