"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"300","2009-12-04 16:24:00-02","MO","MOBOT","3200331","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","M. Sobral","Gert G. Hatschbach|J.M. Silva","1991",NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Hatschbach 56147","Paruquara (mun. Guaraqueçaba). Orla do manguesal.","3.00000000","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2008-07-02 03:32:00-03","MO","MOBOT","3461797","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","G. Hatschbach","Gert G. Hatschbach","1977","8","10","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Hatschbach 40164","Rio S. Joãozinho (mun. Antonina).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2020-08-31 09:07:47-03","INPA","INPA","200925","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Sobral, MEG","Hatschbach, GG","1968","10","03","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"INPA0200925","INPA0200925 INPA0200925_e","Southern America",NA,NA,NA,"Dicotyledon Com-Clade","Myrtales","19888","Colônia Floresta.","30","30","1993",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"303","2020-08-31 09:07:47-03","INPA","INPA","131045","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Bemerguy, I","Maciel, UN","1979","12","13","Brasil","Pará","Paragominas","-47.538503","-4.436442","-47.538503","-4.436442","INPA0131045","INPA0131045 INPA0131045_e","Southern America",NA,NA,NA,"Dicotyledon Com-Clade","Myrtales","510","Itinga, Fazenda Cabore.",NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","38103",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","A. Giaretta/20-09-2017","D.R. Couto; V. Manhães","2008","10","15","Brasil","Espírito Santo","Alegre","-41.5331001281738","-20.763599395752",NA,NA,"MBML038103","MBML038103",NA,NA,NA,"Arbusto, frutos verdes quinados (tipo pitanga). Mata ciliar em trecho de vazão reduzida da PCH Santa Fé.",NA,NA,"988","São João do Norte","198","198",NA,NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA
"305","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","4561",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius",NA,"B. Weinberg","1980","11","18","Brasil","Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,"MBML004561","MBML004561",NA,NA,NA,"Pitanga preta, perto Clusia, 2,50m.",NA,NA,"302","Areal de Cobilândia",NA,NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA
"306","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","14263",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius","M. Sobral/2001","L. Kollmann; et al","2001","05","22","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389","40W31'49","19S58'17","MBML014263","MBML014263",NA,NA,NA,"Arbusto 4m no sol. Flores brancas.",NA,NA,"3666","Estação Biológica de Santa Lúcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","1059",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius","G. M. Barroso/1990","W. Boone","1985","08","13","Brasil","Espírito Santo","Santa Teresa","-40.584167","-19.941389","40W35'3","19S56'29","MBML001059","MBML001059",NA,NA,NA,"Arbusto com flores brancas, cultivado, heliófila. Nome vulgar: Pitanga.",NA,NA,"663","Avenida Bernardino Monteiro, 826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","26598",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius",NA,"L. Kollmann","2005","11","17","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389","40W31'49","19S58'17","MBML026598","MBML026598",NA,NA,NA,"Arbusto 3m no sol. Solo arenoso. Folhas novas vermelhas, flores brancas.",NA,NA,"8446","Estação Biológica de Santa Lúcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","27506",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius","M. Sobral/2008","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen, Domingos Breda","2006","10","19","Brasil","Espírito Santo","Águia Branca","-40.647778","-19.023056","40W38'52","19S1'23","MBML027506","MBML027506",NA,NA,NA,"Arbusto 3m, frutos imaturos verdes, maduros vermelhos (pitanga). Ambiente rochoso.",NA,NA,"3011","Córrego do Trinta, prop.: Domingos Breda","180","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","31517",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius","M. C. Souza/13-01-2008","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2007","08","30","Brasil","Espírito Santo","Santa Leopoldina","-40.43","-20.095556","40W25'48","20S5'44","MBML031517","MBML031517",NA,NA,NA,"Arbusto 3m, flores de cor verde claro. Ambiente rupestre.",NA,NA,"3366","Colina Verde, Morro do Agudo, D. Maria","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","31958",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius","M. C. Souza/13-01-2008","V. Demuner; T. A. Cruz, R. R. Vervloet e M. Belisario.","2007","10","24","Brasil","Espírito Santo","Santa Leopoldina","-40.471833","-20.057417","40W28'18,6","20S3'26,7","MBML031958","MBML031958",NA,NA,NA,"Arbusto 4m. frutos verdes. Interior de mata secundária.",NA,NA,"4370","Fazenda Caioaba, propr.: Claúdio Virloni.","230","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","3747",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius","G. M. Barroso/1990","B. Weinberg","1983","09","25","Brasil","Espírito Santo","Vila Velha","-40.2975","-20.362778","40W17'51","20S21'46","MBML003747","MBML003747",NA,NA,NA,"Perto Clusia em frente placa, nome vulgar: pitanga preta.",NA,NA,"210","Itaparica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","4867",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius","M. Sobral, 2001","B. Weinberg","1984","11","11","Brasil","Espírito Santo","Vila Velha","-40.327778","-20.426944","40W19'40","20S25'37","MBML004867","MBML004867",NA,NA,NA,"Pitanga preta, fim frutificação, sementes para germinar ornamental.",NA,NA,"561","Barra do Jucu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2020-09-04 11:40:37-03","MBML","MBML-HERBARIO","4947",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius","G. M. Barroso/1990","B. Weinberg; et al","1983","09","18","Brasil","Espírito Santo","Guarapari","-40.41","-20.554722","40W24'36","20S33'17","MBML004947","MBML004947",NA,NA,NA,"Pitanga. Arbusto ornamental.",NA,NA,"449","Village do Sol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","50976",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","C.N. Fraga/15-12-2015","C. N. de Fraga; I. S. Bergher","2015","12","15","Brasil","Espírito Santo","Vitória","-40.278056","-20.250556","40W16'41","20S15'2","MBML050976","MBML050976",NA,NA,NA,"Área aberta de Ericaceae. Arbusto ca. 2m. Folhas verde discolores, brilhosas. Frutos verdes, quando maduros avermelhados",NA,NA,"3708","Camburi, área de ampliação do aeroporto de Vitória. Restinga","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","8313",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius","M. Sobral, 2001","L. Kollmann; E. Bausen & W. Pizziolo","1998","09","29","Brasil","Espírito Santo","Santa Teresa","-40.6075","-19.931389","40W36'27","19S55'53","MBML008313","MBML008313",NA,NA,NA,"Rupícola. Arbusto 6m. Frutos vermelhos maduros.",NA,NA,"616","Estação Biológica Caixa D'Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2020-07-10 09:47:53-03","MBML","MBML-HERBARIO","9250",NA,"Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Martius","M. Sobral/2003","L. Kollmann; E. Bausen & W. Pizziolo","1998","11","17","Brasil","Espírito Santo","Santa Teresa","-40.589167","-19.922222","40W35'21","19S55'20","MBML009250","MBML009250",NA,NA,NA,"Lado do Vale Canaã. Arbusto 4m. Frutos verdes.",NA,NA,"1024","Santo Antônio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2021-01-09 21:48:41-03","UNICENTRO","HUCO","5858","S","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Souza, L.","2014","04","14","Brasil","Paraná","Irati","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,NA,NA,"FOM; HABITAT: FOM",NA,NA,"1",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA
"319","2021-03-04 11:05:53-03","UFRB","HURB","17058","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring. ex Mart.","A.C.A.Defaveri","Cordeiro, S.Z.; Defaveri, A.C.A.; Sato, A.","2016","10","20","Brasil","Rio de Janeiro","Rio de Janeiro","-43.584889","-23.036056","43º35'5,6W","23º02'9,8S","HURB000017058",NA,NA,NA,NA,"HUNI 5049.",NA,NA,"98","Restinga da Marambaia;",NA,NA,"2016","10","20",NA,NA,NA,NA,NA,NA,NA,NA
"320","2021-03-03 13:56:22-03","UFF","NIT","NIT800","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"L.G. Quintanilha","2012","10","03","Brasil","Rio de Janeiro","Iguaba Grande","-42.2289009094238","-22.8391990661621",NA,NA,"NIT00000799",NA,NA,NA,NA,NA,NA,NA,"113",NA,NA,NA,NA,NA,NA,"5839","auto",NA,NA,NA,NA,NA,NA
"321","2021-02-04 10:29:27-03","UFRPE","HST","5098","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring. ex Mart.","J.Semir","F.R.Martins","1983","12","02","Brasil","Minas Gerais","Poços de Caldas","-46.564722","-21.838889","46W33'53''","21S50'20''","HST005098",NA,NA,NA,NA,"Arvoreta ca. 5 m alt.; frutos imaturos verdes, maduros vinosos, quase pretos.",NA,NA,"s.n.","Mata do britador da prefeitura",NA,NA,"1984","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2021-02-09 10:13:37-03","UENF","HUENF","11843","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Belan, M.","Belan, M.; Faitanin, M. A.","2019","10","23","Brasil","Rio de Janeiro","São Francisco de Itabapoana","-41.083056","-21.411944","41º4'59''W","21º24'43''S","HUENF00012693",NA,NA,NA,NA,"3,5 m de alt; Frutos imaturos verdes com 4 lobos",NA,NA,"13","Estação Ecológica Estadual de Guaxindiba. Estação Ecológica Estadual de Guaxindiba","487","487","2019","11","07",NA,NA,NA,NA,NA,NA,NA,NA
"323","2021-02-09 10:13:37-03","UENF","HUENF","11844","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Belan, M.","Belan, M.; Faitanin, M. A.","2019","10","23","Brasil","Rio de Janeiro","São Francisco de Itabapoana","-41.093056","-21.374444","41º5'35''W","21º22'28''S","HUENF00012694",NA,NA,NA,NA,"3 m de alt.; frutos verde-amarelados; borda da trilha interpretatita; galhas grandes no tronco",NA,NA,"23","Estação Ecológica Estadual de Guaxindiba. Estação Ecológica Estadual de Guaxindiba","31","31","2019","11","17",NA,NA,NA,NA,NA,NA,NA,NA
"324","2021-02-09 10:13:37-03","UENF","HUENF","163","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"Assumpção, J.; Nascimento, M.T.","1995","10","03","Brasil","Rio de Janeiro","São João da Barra","-41.031111","-21.74","41º1'52''W","21º44'24''S","HUENF00000165",NA,NA,NA,NA,"Arbusto, apresentando flores e frutos no mesmo indivíduo localizada em área aberta (formação pós-praia), em uma moita com CEREUS SP E SHINUS SP, além de outra espécies herbaceae .",NA,NA,"1","Restinga de Iquipari Reserva Particular do Patrimônio Natural Fazenda Caruara","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2021-04-07 16:08:49-03","UENF","HUENF","12034","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","M. Belan","D.R. Couto; N.B. Neves Neto & M.S. Pereira","2019","11","24","Brasil","Rio de Janeiro","São Francisco de Itabapoana","-41.066667","-21.4","41º4'W","21º24'S","HUENF00012868",NA,NA,NA,NA,"Arvoreta de sub-bosque, 4 m altura, esciófila. Tronco com ritdoma avermelhado. Lâmina verde discolor, apresentando coloração verde-clara quando jovem; flores alvas. Parcela preservada.",NA,NA,"5055","Floresta Estacional de Tabuleiro. Trilha do Professor Marcelo Trindade. Estação Ecológica Estadual de Guaxindiba","40","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2021-02-25 10:13:06-03","CVRD","CVRD","15022","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Geovane S. Siqueira","Lombardi, J.A.","2012","12","05","BRASIL","ES","Linhares","-40.019556","-19.165833","40°01'10,4W","19°09'57,0S","CVRD015022","CVRD015022","América do Sul",NA,NA,"Prensado em álcool, amostra em sílica. Floresta atlântica de restinga. Arvoreta ca. 3 m, folhas cartáceas, frutos imaturos verde-avermelhados, maduros roxos <ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","9631",NA,"76","76","2014","09","10",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"327","2021-02-25 10:13:06-03","CVRD","CVRD","11698","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","A. Giaretta","Siqueira, G.S.","2008","10","07","BRASIL","ES","Linhares","-39.953018","-19.092752","-39,953018","-19,092752","CVRD011698",NA,"América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","441",NA,"28","28","2015","06","30",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"328","2021-02-25 10:13:06-03","CVRD","CVRD","10514","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","A. Giaretta","Folli, D.A.","2007","10","03","BRASIL","ES","Guarapari","-40.470441","-20.657333","-40,470441","-20,657333","CVRD010514",NA,"América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","5714",NA,NA,NA,"2015","07","01",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"329","2021-02-25 10:13:06-03","CVRD","CVRD","14689","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Karinne S. Valdemarin","Folli, D.A.","2013","12","02","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD014689",NA,"América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","7145",NA,NA,NA,"2019","03","21","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"330","2021-02-25 10:13:06-03","CVRD","CVRD","8228","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Karinne S. Valdemarin","Siqueira, G.S.","2003","07","23","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD008228","CVRD008228","América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","25",NA,NA,NA,"2019","03","21","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"331","2021-02-25 10:13:06-03","CVRD","CVRD","5819","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Marcelo Simonelli","Simonelli, M.","1997","12","13","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD005819",NA,"América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","862",NA,NA,NA,"1997","12","13","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"332","2021-02-25 10:13:06-03","CVRD","CVRD","41","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Graziela M. Barroso","Folli, D.A.","1978","10","05","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD000041",NA,"América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","41",NA,NA,NA,"1990","07","17","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"333","2021-02-25 10:13:06-03","CVRD","CVRD","8369","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Geovane S. Siqueira","Siqueira, G.S.","2003","10","15","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD008369","CVRD008369","América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","50",NA,NA,NA,"2003","10","15","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"334","2021-02-25 10:13:06-03","CVRD","CVRD","4752","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Karinne S. Valdemarin","Folli, D.A.","1993","12","27","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD004752",NA,"América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","2134",NA,NA,NA,"2019","03","21","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"335","2021-02-25 10:13:06-03","CVRD","CVRD","13269","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Geovane S. Siqueira","Flores, T.B.","2010","10","25","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD013269",NA,"América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","935","indo para o nativo da roxinho",NA,NA,"2010","10","30","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"336","2021-02-25 10:13:06-03","CVRD","CVRD","3404","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Marcos Sobral","Folli, D.A.","1991","09","06","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD003404","CVRD003404","América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","1403","Localizada na área de mata brocada.",NA,NA,"2006","08","25","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"337","2021-02-25 10:13:06-03","CVRD","CVRD","1328","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","A. Giaretta","Folli, D.A.","1986","09","03","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD001328","CVRD001328","América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","602","Localizada no final da estrada.",NA,NA,"2015","06","30","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"338","2021-02-25 10:13:06-03","CVRD","CVRD","4710","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Marcos Sobral","Folli, D.A.","1993","11","24","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD004710","CVRD004710","América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","2099","Próximo ao aceiro.",NA,NA,"2004","06","18","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"339","2021-02-25 10:13:06-03","CVRD","CVRD","4669","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Karinne S. Valdemarin","Folli, D.A.","1993","10","25","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD004669",NA,"América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","2058","Próximo ao antigo marco de ferro.",NA,NA,"2019","03","21","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"340","2021-02-25 10:13:06-03","CVRD","CVRD","6023","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.","Marcelo C. Souza","Folli, D.A.","1998","10","20","BRASIL","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD006023",NA,"América do Sul",NA,NA,"<ll>dwc_commonname:</ll> Araçatuba","Magnoliophyta","Myrtales","3270","Próximo ao rio Barra Seca",NA,NA,"2005","11","23","48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"341","2020-09-12 05:00:02-03","US","US","2564495","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"G. Hatschbach","1965","11","1","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"US01898828","US01898828_01 US01898828_02","South America - Neotropics",NA,NA,NA,NA,"Myrtales","13069","Caiobá. Morro do Boi","100",NA,NA,NA,NA,"24916","auto",NA,"Dicotyledonae",NA,NA,NA,"1"
"342","2020-09-12 05:00:02-03","US","US","2839389","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"R. Kummrow","1975","11","12","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"US01898825","US01898825_01 US01898825_02","South America - Neotropics",NA,NA,NA,NA,"Myrtales","987","Ilha do Malha.",NA,NA,NA,NA,NA,"30514","auto",NA,"Dicotyledonae",NA,NA,NA,"1"
"343","2020-09-12 05:00:02-03","US","US","2484334","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"G. Hatschbach","1965","8","9","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"US01898829","US01898829_01 US01898829_02","South America - Neotropics",NA,NA,NA,NA,"Myrtales","12745","Pontal do Sul.",NA,NA,NA,NA,NA,"24916","auto",NA,"Dicotyledonae",NA,NA,NA,"1"
"344","2020-09-12 05:00:02-03","US","US","2580195","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,NA,"1962","9","24","Brazil","São Paulo",NA,NA,NA,NA,NA,"US01898833","US01898833_01 US01898833_02","South America - Neotropics",NA,NA,NA,NA,"Myrtales",NA,"Barra de Una, na rodovia Bertioga - São Sebastião",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"345","2020-09-12 05:00:02-03","US","US","1124178","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil","Rio de Janeiro","Macaé","-41.7868995666504","-22.3708000183105",NA,NA,"US01898836","US01898836_01 US01898836_02","South America - Neotropics",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,"47209","auto",NA,"Dicotyledonae",NA,NA,NA,"1"
"346","2020-09-12 05:00:02-03","US","US","2622756","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"A. P. Duarte","1959","9","14","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"US01898830","US01898830_01 US01898830_02","South America - Neotropics",NA,NA,NA,NA,"Myrtales","5011","Restinga de Jacarepaguá",NA,NA,NA,NA,NA,"57442","auto",NA,"Dicotyledonae",NA,NA,NA,"1"
"347","2020-09-12 05:00:02-03","US","US","2622750","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"E. Pereira, -- Liene, J. Sucre & -- Duarte","1958","9","23","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"US01898831","US01898831_01 US01898831_02","South America - Neotropics",NA,NA,NA,NA,"Myrtales","4308","Restinga de Jacarepaguá",NA,NA,NA,NA,NA,"57442","auto",NA,"Dicotyledonae",NA,NA,NA,"1"
"348","2020-09-12 05:00:02-03","US","US","3180717","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","sulcata","Eugenia sulcata","Spring ex Mart.",NA,"B. Weinberg","1983","9","18","Brazil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"US01898824","US01898824_01 US01898824_02","South America - Neotropics",NA,NA,NA,NA,"Myrtales","449","Village do Sol",NA,NA,NA,NA,NA,"28401","auto",NA,"Dicotyledonae",NA,NA,NA,"1"
