"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","maximumDepthInMeters","fieldNumber"
"25","2020-09-23 10:40:11-03","E","E","314780","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis",NA,NA,NA,NA,NA,"Rambo, B.","1950","11","20","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00314780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00314780",NA,"49156",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:319356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:40:11-03","E","E","314779","PreservedSpecimen","Plantae","Labiatae","Vitex","montevidensis","Vitex montevidensis",NA,NA,NA,NA,NA,"Hassler, E.","1905","03","27","PY",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00314779 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00314779",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:319357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","592311","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","H. N. Moldenke",NA,NA,NA,"F. C. Hoehne","1928","11","06","Brazil","Paraná","Jaguariaíva","Jaguariahyva","-49.713647","-24.340602",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592311","NY00592311_01","s.n.",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","592367","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica multinervis","(Cham.) Moldenke","H. N. Moldenke",NA,NA,NA,"L. B. Smith","1956","12","02","Brazil","Santa Catarina","Lajes","Residual forest between the crest of the Serra Geral and Encruzilhada","-50.3258","-27.8161",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224873' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592367","NY00592367_01","8027","900","1000",NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales","multinervis",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00956761","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","H. N. Moldenke",NA,NA,NA,"L. Riedel","1834",NA,NA,"Brazil","Minas Gerais",NA,"Inter Sta. Luzia et Lagoa Santa.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081706' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956761","NY00956761_01","3",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","592314","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","H. N. Moldenke",NA,NA,NA,"R. M. Klein","1949","11","25","Brazil","Santa Catarina","Brusque","Mata da Azambuja, Brusque","-48.910147","-27.126635",NA,NA,"Eq. Ecologia nr. 106 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592314","NY00592314_01","232","50","50",NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","592298","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","H. N. Moldenke",NA,NA,NA,"A. Gehrt","1931","10","15","Brazil","São Paulo",NA,"Rio Carapitingui",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592298","NY00592298_01","s/n°",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2072127","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica multinervis","(Cham.) Moldenke",NA,NA,NA,NA,"P. K. H. Dusén",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2219066' target='other'> <mi>dwc_moreinfo</mi></a>","NY02072127","NY02072127_01","s.n.",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales","multinervis",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","592295","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","I. Cordeiro",NA,NA,NA,"I. Cordeiro","1992","11","23","Brazil","São Paulo","Presidente Epitácio","Presidente Epitacio, Reserva Estadual Lagoa Sao Paulo","-52.11","-21.7603",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592295","NY00592295_01","1170",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00592339","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","H. N. Moldenke",NA,NA,NA,"C. W. Mosén","1873","11","05","Brazil","Minas Gerais","Caldas","Caldas","-46.3858","-21.9236",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610038' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592339","NY00592339_01","643",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","592361","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica multinervis","(Cham.) Moldenke","H. N. Moldenke",NA,NA,NA,"F. C. Hoehne","1940","11",NA,"Brazil","São Paulo","Sao Paulo","Cidade Jardim, Cap","-46.698324","-23.591462",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592361","NY00592361_01","659",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales","multinervis",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","592334","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","H. N. Moldenke",NA,NA,NA,"J. E. Leite","1940","11",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Vicinity of San Leopoldo","-51.143791","-29.75136",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592334","NY00592334_01","248",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","592336","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","H. N. Moldenke",NA,NA,NA,"A. L. Moldenke","1948","10","02","Brazil","Rio Grande do Sul","Porto Alegre","Morro da Gloria, southeast of Porto Alegre","-51.23","-30.0331",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610078' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592336","NY00592336_01","19683",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","592299","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","H. N. Moldenke",NA,NA,NA,"L. Riedel","1831",NA,NA,"Brazil","Rio de Janeiro",NA,"Pr. Lorena et Mugy",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592299","NY00592299_01","1456",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","592316","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","H. N. Moldenke",NA,NA,NA,"R. Reitz","1958","11","25","Brazil","Santa Catarina","Rio do Sul","Matador, Rio do Sul","-49.6431","-27.2144",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610058' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592316","NY00592316_01","7613","350","350",NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","592318","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","H. N. Moldenke",NA,NA,NA,"J. A. Rohr","1945","11","23","Brazil","Santa Catarina","Florianópolis","Ilha de S. Catarina - Canas Vieiras","-48.4686756","-27.4355461",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592318","NY00592318_01","543",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","592362","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica multinervis","(Cham.) Moldenke","H. N. Moldenke",NA,NA,NA,"J. C. Lindeman","1967","03","08","Brazil","Paraná","Guarapuava","Barbaquá; capoeira; ca. 85 km S.W. of Guarapuava","-51.4581","-25.3956",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224875' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592362","NY00592362_01","4718",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales","multinervis",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","592365","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica multinervis","(Cham.) Moldenke","H. N. Moldenke",NA,NA,NA,"R. M. Klein","1956","02","20","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592365","NY00592365_01","1858","300","300",NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales","multinervis",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","592303","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","G. G. Hatschbach",NA,NA,NA,"J. M. Silva","1997","10","13","Brazil","Paraná","Nova Laranjeiras","Rod. BR-277, 10km O de Nova Laranjeiras","-52.5414","-25.3069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592303","NY00592303_01","2091",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","592359","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica multinervis","(Cham.) Moldenke","H. N. Moldenke",NA,NA,NA,"O. Vecchi","1917","12",NA,"Brazil","São Paulo","Araras","Loreto","-47.38","-22.3503",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592359","NY00592359_01","s/n¦",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales","multinervis",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","592319","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica","(Spreng.) Moldenke","H. N. Moldenke",NA,NA,NA,"L. B. Smith","1964","12","19","Brazil","Santa Catarina","Sao Miguel do Oeste","North bank of Rio das Flores","-53.62","-26.58",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592319","NY00592319_01","14164","500","600",NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","592368","PreservedSpecimen","Plantae","Lamiaceae","Vitex","megapotamica","Vitex megapotamica multinervis","(Cham.) Moldenke","H. N. Moldenke",NA,NA,NA,"B. Rambo","1945","11","03","Brazil","Rio Grande do Sul","Porto Alegre","Porto Alegre, Morro da Gloria","-51.23","-30.0331",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=224880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592368","NY00592368_01","29358",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales","multinervis",NA,NA,NA,NA,NA,NA,NA
