"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","01212447","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand",NA,"W. Milliken","203","1987","05","12","South America","Brazil","Roraima",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1461325' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212447","NY01212447_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","971779","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","G. N. Morillo","H. S. Irwin","16690","1966","06","06","South America","Brazil","Mato Grosso",NA,"Ca. 35 km. N. of Xavantina. Serra do Roncador.","-52.23","-14.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971779","NY00971779_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01212709","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","R. Callejas Posada","J. J. Strudwick","3148","1981","07","18","South America","Brazil","Pará",NA,"Lageira, airstrip on Rio Maicuru.","-54.43","-0.92","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1463128' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212709","NY01212709_01 NY01212709_02 NY01212709_03","244","244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","971785","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","F. S. Espírito Santo","M. G. da Silva","4832","1979","06","06","South America","Brazil","Mato Grosso",NA,"Km 330 da Rod. BR-174, acampamento da Betomarco, Rio Tucumãnzinho.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971785","NY00971785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","971786","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","F. S. Espírito Santo","W. R. Anderson","9140","1973","04","19","South America","Brazil","Minas Gerais",NA,"13 km by road W of Januária on road to Serra das Araras, ca. 2 km E of large limestone hill","-44.45237","-15.56637","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094265' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971786","NY00971786_01","575","575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","971778","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","G. N. Morillo","H. S. Irwin","8054","1965","09","07","South America","Brazil","Distrito Federal","Brasília","Chapada da Contagem, ca. 25 km NE of Brasília","-47.75172","-15.62355","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971778","NY00971778_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4195654","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand",NA,"M. H. Nee","38647","1990","09","07","South America","Bolivia","Santa Cruz","Guarayos","(formerly part of Prov. Nuflo de Chavez), 5 km SE of Ascencion de Guarayos","-63.0647","-15.7678","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4518881' target='other'> <mi>dwc_moreinfo</mi></a>","NY04195654",NA,"820",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","971787","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","F. S. Espírito Santo","W. R. Anderson","9140","1973","04","19","South America","Brazil","Minas Gerais",NA,"13 km by road W of Januária on road to Serra das Araras, ca. 2 km E of large limestone hill","-44.45237","-15.56637","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094273' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971787","NY00971787_01","575","575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","439960","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","F. S. Espírito Santo","S. A. Mori","12214","1979","07","14","South America","Brazil","Bahia","Jequié","Rod. BR 330, trecho Jequié/Ipiaú, 4 km a L de Jequié","-40.05","-13.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=467513' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439960","NY00439960_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","439962","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","mollissima","Marsdenia mollissima","E.Fourn.",NA,"T. Meyer","6486","1944","05","26","South America","Argentina","Salta","Orán","Rio Colorado: Paso Hondo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=467516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1015180","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","mollissima","Marsdenia mollissima","E.Fourn.","R. Callejas Posada","S. A. Mori","12214","1979","07","14","South America","Brazil","Bahia","Jequié","Rod. BR 330, trecho Jequié/Ipiaú, 4 km a L de Jequié","-40.05","-13.87","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1100528' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015180","NY01015180_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","440173","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","mollissima","Marsdenia mollissima","E.Fourn.","R. Callejas Posada","J. M. Schunke-Vigo","6300","1973","05","15","South America","Peru","San Martín","Lamas","Chacra del Sr. Epifanio Neyra, al este de San Juán de Pacayzapa",NA,NA,"sheet","see fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=467515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440173",NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","439961","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","mollissima","Marsdenia mollissima","E.Fourn.","R. Callejas Posada","J. M. Schunke-Vigo","6300","1973","05","15","South America","Peru","San Martín","Lamas","Chacra del Sr. Epifanio Neyra, al este de San Juán de Pacayzapa",NA,NA,"sheet","see fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=467514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00439961",NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-11 10:01:15-03","UNIVASF","HVASFW","184","S","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","V.M. Cotarelli","V.M. Cotarelli","1040","2011","08","17","América do Sul","Brasil","Pernambuco","Custódia","Lote 11, margerm do canal, antes do Reservatório Copiti","-37.652889","-8.236333",NA,"Trepadeira. Folhas ausentes, frutos verdes. Látex branco. HVASF 12436","HVASFW000184",NA,"518","518","2011","10","02","-37.652889","-8.236333","U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-11 10:01:15-03","UNIVASF","HVASFW","381","S","Plantae",NA,NA,"Apocynaceae","Marsdenia","cf. altissima","Marsdenia cf. altissima","(Jacq.) Dugand","F.F.S. Silva","F.F.S. Silva","726","2013","02","05","América do Sul","Brasil","Pernambuco","Verdejante","VPR Pilões. Área de Supressão Vegetal (ASV) em área destinada a irrigação I2-24","-39.033861","-7.874722",NA,"Trepadeira sobre Manihot sp. (Euphorbiaceae). Flores vináceas","HVASFW000381",NA,"521","521","2013","02","05","-39.033861","-7.874722","U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:34:22-03","EAO","IAN","104933","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A","Ducke, A","2415","1955","02","19","Southern America","Brasil","Ceará","Fortaleza","Alto da Jibóia, mata seca.","-38.543098449707","-3.71722006797791",NA,"Cipozinho; flor atro-violácea.","IAN104933",NA,NA,NA,"2007","05","21",NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:34:22-03","EAO","IAN","104933","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A","Ducke, A","2415","1955","02","19","Southern America","Brasil","Ceará","Fortaleza","Alto da Jibóia, mata seca.","-38.543098449707","-3.71722006797791",NA,"Cipozinho; flor atro-violácea.","IAN104933",NA,NA,NA,"2007","05","21",NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:34:22-03","EAO","IAN","171856","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A","Grogan, J","31","1997",NA,NA,"Southern America","Brasil","Pará","Pau D'arco","Marajoara","-50.0443992614746","-7.83305978775024",NA,"Habit: Liana non-woody Leaves: opp simple, larger & less furry than 02 = non-fertile?.","IAN171856",NA,NA,NA,"2007","05","21",NA,NA,NA,"50942","auto",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:34:22-03","EAO","IAN","171856","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A","Grogan, J","31","1997",NA,NA,"Southern America","Brasil","Pará","Pau D'arco","Marajoara","-50.0443992614746","-7.83305978775024",NA,"Habit: Liana non-woody Leaves: opp simple, larger & less furry than 02 = non-fertile?.","IAN171856",NA,NA,NA,"2007","05","21",NA,NA,NA,"50942","auto",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-02 16:28:34-03","CPAN-UFMS","COR","5820","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Farinaccio, M. A.","Pott, V. J.; Foster, R.; Damasceno-Júnior, G. A.; Resende, U. & Nakajima, J.","3499","1998","08","26",NA,"Brasil","Mato Grosso do Sul","Rio Negro","Rio do Peixe","-54.983056","-19.390278",NA,"Trepadeira; flor esverdeada; fruto:escuro; paina branca; fruto na carpoteca da Embrapa/Cpap Habito: Trepadeira",NA,NA,NA,NA,NA,NA,NA,"54º58'59''W","19º23'25''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-26 18:07:01-03","CPAN-UFMS","COR","13059","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","M.A. Farinaccio","Damasceno Jr,G.A. et al.","285","1992","12","31",NA,"Brasil","Mato Grosso do Sul","Corumbá","Morro Tromba dos macacos próximo ao SAMC. Morro com mata úmida; ; acidentado.","-57.6533012390137","-19.0091991424561",NA,"Com látex; Com Flor: Vinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-26 18:07:01-03","CPAN-UFMS","COR","16352","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Farinaccio, M.A.","Oliveira, D.G.; Gonçalves, F.B. & Almeida, E.S.","304","2011","08","30",NA,"Brasil","Sergipe","Porto da Folha","Povoado Lagoa Grande: Fazenda São Pedro, lado esquerdo da estrada principla em direção ao Assentamento São Judas Tadeu, próximo a trilha principal do fragmento. Caatinga.","-37.2783012390137","-9.91722011566162",NA,"Folhas discolor; exsudação de látex branco.; Com Fruto: Frutos aveludados com tonalidade amarelo-queimado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57869","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:09:02-03","UFBA","ALCB","033269","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A","Saar, E; Passos Júnior, LA; Guedes, ML; Stannard, B; Atkins, S","PCD5094","1997","02","05","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Caminho para Lagoa Nova","-41.778889","-13.795",NA,"látex alvo. Folhas discolores, tomentosas. Fruto imaturo, verde. Frequente.; Caatinga",NA,NA,"490","490","2004",NA,NA,"-41.778889","-13.795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:09:02-03","UFBA","ALCB","047183","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Espírito Santo, FS","Guedes, ML; Santos, JJ dos; Gouveia, EP de","7261","2000","06","17","Southern America","Brasil","Bahia","Xique-Xique","Irecê, Empreendimento 'Brasil 2000'do Empreendedor-TOC Agricola SA","-42.683333","-10.666667",NA,"lenhosa, com látex alvo. Folhas membranáceas, discolores com a face abaxial com tomentos esbranquiçados. Frutos imaturos verdes com tomentos esbranquiçados. Ocasional.",NA,NA,NA,NA,"2014","08","26","-42.683333","-10.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:09:02-03","UFBA","ALCB","047325","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Rapini, A","Queiroz, LP de; Harley, RM; Giulietti, AM; Santos, CC dos; Rios, L","PFBa5886","2000","02","11","Southern America","Brasil","Bahia","Bom Jesus da Lapa","Médio São Francisco, ca. 22 km S do entroncamento para Bom Jesus da Lapa na estrada para Malhada","-43.361944","-13.403889",NA,"volúvel, lenhosa, latescente, látex branco e abundante. Folhas papiráceas, cinéreas. Frutos imaturos cinéreos. Frutos separados.; com muitas lagoas temporárias e áreas brejosas.",NA,NA,NA,NA,"2004",NA,NA,"-43.361944","-13.403889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:09:02-03","UFBA","ALCB","89957","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Espírito Santo, FS","Guedes, ML; Gomes, FS; et al.","15884","2009","08","06","Southern America","Brasil","Bahia","Urandi","Serra Geral, 16 km de Urandi para Licínio de Almeida","-42.629444","-14.756111",NA,"látex leitoso. Frutos imaturos verdes.",NA,NA,"710","710","2014","08","26","-42.629444","-14.756111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:09:02-03","UFBA","ALCB","128672","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Guedes, ML","Guedes, ML; Alunos de Botânica BIOC05","25913","2017","08","11","Southern America","Brasil","Bahia","Ipupiara","Caminho para Pintadas. Cultivada.","-43.133333","-11.816667",NA,"latescente. Folhas simples, vilosas. Fruto folículo globoso, pesado. Sementes comosas, com testa lisa.","ALCB045860","ALCB045860",NA,NA,"2017","11",NA,"-43.133333","-11.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:09:02-03","UFBA","ALCB","09482","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand","Fontella, H","Oliveira, ELPG de","199","1980","10","08","Southern America","Brasil","Bahia","Irecê","Irecê, próximo a Angical, margem da estrada","-41.8558006286621","-11.3042001724243",NA,"Cipó muito leitoso. Flor vinho internamente, verde externamente. Em cerca viva. Látex branco.",NA,NA,NA,NA,"1986","09","06",NA,NA,NA,"19644","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:19:52-03","NBC","NL-BOTANY","L.1053151","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand",NA,"Lindeman JC; Heyde NM",NA,NA,NA,NA,"Southern America","Surinam","Saramacca",NA,"on shell ridge S of road to Coppename point km 69",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1053151 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1053151","NL-L1053151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw22876",NA,NA,NA,NA,NA
"40","2020-02-08 09:19:52-03","NBC","NL-BOTANY","L.1053152","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand",NA,"Lindeman JC; Heyde NM",NA,NA,NA,NA,"Southern America","Surinam","Saramacca",NA,"on shell ridge S of road to Coppename point km 69",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1053152 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1053152","NL-L1053152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw22876",NA,NA,NA,NA,NA
"41","2020-02-08 09:19:52-03","NBC","NL-BOTANY","U 0261428","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand",NA,"Unknown",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200261428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0261428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw15660",NA,NA,NA,NA,NA
"42","2020-02-08 09:19:52-03","NBC","NL-BOTANY","U 0261952","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Marsdenia","altissima","Marsdenia altissima","(Jacq.) Dugand",NA,"Lindeman JC; Heyde NM",NA,NA,NA,NA,"Southern America","Surinam","Saramacca",NA,"on shell ridge S of road to Coppename point km 69",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200261952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0261952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw22876",NA,NA,NA,NA,NA
