"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","sex"
"11","2020-02-08 08:49:25-03","NBC","NL-BOTANY","U.1125665","PreservedSpecimen","Plantae","Compositae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Lindeman JC; Haas JH de",NA,"1966","10","17","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1125665 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1125665",NA,"Asterales","Gardner",NA,"Est. Parana, 3 km N. of Rio 5 Reis, S. of Jaguariava.",NA,NA,"NL-U1125665",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:51:48-03","NBC","NL-BOTANY","U.1600542","PreservedSpecimen","Plantae","Compositae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Taituba; Richards",NA,"1968","07","14","Southern America","Brazil","Mato Grosso",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1600542 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1600542",NA,"Asterales","(Gardner) H.Rob.",NA,"Brazil. State of Mata Grosso. Xavantina. Near Plot 4, P/C transect. Cerrado.","-52.233333","-14.633333","NL-U1600542",NA,NA,"Robinson HE",NA,"Magnoliopsidae","-52.233333","-14.633333",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-19 10:22:55-03","CPAP","CPAP","17516","PreserverdSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Hatschbach, G.","66843","1997","08","13",NA,"Brasil","MT",NA,NA,"Sublenhosa, 50cm de altura. FLOR: capítulo alvescente. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo cerrado. SUBSTRATO: . RELEVO: .",NA,NA,NA,"(Gardn.) H.Rob.","Chapa dos Guimarães","Água Fria, 7Km na estrada para rio Manso",NA,NA,NA,NA,NA,"H. Robinson","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-10-21 18:50:19-03","UFJF","CESJ","1399","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"L. Roth","CESJs.n.","1955","07","30","América do Sul","Brasil","Minas Gerais",NA,NA,"Arbusto do cerrado sujo, 80-100 cm, flores brancas.","CESJ001399","Angiosperma",NA,"(Gardner) H.Rob.","Betim",NA,"-44.198299407959","-19.9678001403809",NA,NA,NA,"A.C. Fernandes","2011",NA,NA,NA,"10","15199","auto",NA,NA,NA,NA,NA
"15","2021-03-01 16:25:23-03","UNICAMP","UEC","1849","S","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Hatschbach, G","34717","1974","07","23",NA,"Brazil","Mato Grosso",NA,NA,"Ereta, capítulos creme.; Encosta de morro.","UEC129816","Magnoliopsida",NA,"(Gardner) H.Rob.","Rondonópolis","Serra da Petrolina.","-54.6356010437012","-16.4708003997803","UEC129816",NA,NA,"Esteves, RL","2002",NA,NA,NA,"07","69781","auto","11",NA,NA,NA,NA
"16","2019-01-17 11:24:25-02","PUCRS","MPUC","17221","S","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,NA,NA,"1997","02","27","South America","Brasil","DF",NA,NA,NA,NA,NA,"Asterales","Gardner","Brasília",".","-47.9296989440918","-15.7797002792358",NA,NA,NA,"G. Pereira da Silva","2001","Magnoliopsida",NA,NA,"01","70570","auto","01","1",NA,NA,NA
"17","2020-10-14 09:59:25-03","FURB","FURB","4312","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Gasper, A.L. de; Uhlmann, A.","184","2006","06","19",NA,"Brasil","Mato Grosso",NA,NA,"Área B.","FURB00924",NA,NA,"(Gardner) H.Rob.","Nobres","Parque Estadual Gruta da Lagoa Azul.","-55.9588889","-14.5580556","FURB00924","350","350","Hattori, EKO","2012",NA,"-55.9588889","-14.5580556","03",NA,NA,"05",NA,NA,NA,NA
"18","2020-12-21 16:17:25-03","MBM","MBM","48095","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Hatschbach, G.","38717","1976","07","08","Southern America","Brazil","Goiás",NA,NA,"Ereta, capítulos creme. Campo pedregoso","MBM048095",NA,NA,"(Gardn.) H. Rob.","Morrinhos","Marcelona","-49.0993995666504","-17.7311000823975","MBM048095",NA,NA,"Nakajima, J.","2009",NA,NA,NA,"09","45214","auto",NA,NA,NA,NA,NA
"19","2020-12-21 16:17:25-03","MBM","MBM","30317","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Hatschbach, G.","34671","1974","07","21","Southern America","Brazil","Mato Grosso",NA,NA,NA,"MBM030317",NA,NA,"(Gardn.) H. Rob.","Alto Araguaia","Rio Araguaia, Cachoeira","-53.2153015136719","-17.3146991729736","MBM030317",NA,NA,"Robinson, H.",NA,NA,NA,NA,NA,"100273","auto",NA,NA,NA,NA,NA
"20","2020-12-21 16:17:25-03","MBM","MBM","213208","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","66843","1997","08","13","Southern America","Brazil","Mato Grosso",NA,NA,NA,"MBM213208",NA,NA,"(Gardn.) H. Rob.","Chapada dos Guimarães","Água Fria, 7km na estrada para Rio Manso","-55.749698638916","-15.460599899292","MBM213208",NA,NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA
"21","2020-12-21 16:17:25-03","MBM","MBM","242476","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69343","1999","10","20","Southern America","Brazil","Minas Gerais",NA,NA,NA,"MBM242476",NA,NA,"(Gardn.) H. Rob.","Várzea da Palma","Rodovia Pirapora - Corinto, 10km O de Várzea da Palma","-44.7308006286621","-17.5981006622314","MBM242476",NA,NA,"Esteves, R.L.",NA,NA,NA,NA,NA,"60948","auto",NA,NA,NA,NA,NA
"22","2007-12-18 09:32:52-02","MNHN","RECOLNAT_MNHN_P","P00594952","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Riedel, L.",NA,"1834","10","1",NA,"Brésil",NA,"hb",NA,"Sur même planche que n° 1300 = P00594953 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594952' target='other'> <mi>dwc_moreinfo</mi></a>","P00594952",NA,NA,"Gardner",NA,"In camp. sicc. Minas Geraes ubique.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1030",NA,NA
"23","2015-09-19 09:16:02-03","MNHN","RECOLNAT_MNHN_P","P00594943","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Warming, E.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594943' target='other'> <mi>dwc_moreinfo</mi></a>","P00594943",NA,NA,"Gardner",NA,"s.loc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"361",NA,NA
"24","2018-01-23 15:47:34-02","MNHN","RECOLNAT_MNHN_P","P00594944","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Sello, F.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"cap. 3 flor. Sur la même planche que P00594945 & P00594946. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594944' target='other'> <mi>dwc_moreinfo</mi></a>","P00594944",NA,NA,"Gardner",NA,"Sarbacena. Pruntoricoa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"912",NA,NA
"25","2015-09-19 13:05:32-03","MNHN","RECOLNAT_MNHN_P","P00594946","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Sello, F.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594946' target='other'> <mi>dwc_moreinfo</mi></a>","P00594946",NA,NA,"Gardner",NA,"Santa de Oiro branco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"757",NA,NA
"26","2015-09-19 12:20:53-03","MNHN","RECOLNAT_MNHN_P","P00594947","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Warming, E.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"Sur la même planche que P00594948 et il y a aussi une capsule avec un n° 362 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594947' target='other'> <mi>dwc_moreinfo</mi></a>","P00594947",NA,NA,"Gardner",NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"369",NA,NA
"27","2007-12-18 09:32:52-02","MNHN","RECOLNAT_MNHN_P","P00594948","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Warming, E.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"Sur la même planche que P00594947 et il y a aussi une capsule avec un n° 362 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594948' target='other'> <mi>dwc_moreinfo</mi></a>","P00594948",NA,NA,"Gardner",NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"371",NA,NA
"28","2007-12-18 13:17:19-02","MNHN","RECOLNAT_MNHN_P","P00594949","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Riedel, L.",NA,"1834","7","1",NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594949' target='other'> <mi>dwc_moreinfo</mi></a>","P00594949",NA,NA,"Gardner",NA,"In camp. Villa Franca et St. Anna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-09-19 13:05:58-03","MNHN","RECOLNAT_MNHN_P","P00594950","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Riedel, L.",NA,"1834","9","1",NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594950' target='other'> <mi>dwc_moreinfo</mi></a>","P00594950",NA,NA,"Gardner",NA,"In camp. Minas ubique.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"418",NA,NA
"30","2007-12-18 13:17:47-02","MNHN","RECOLNAT_MNHN_P","P00594951","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Riedel, L.",NA,"1834","7","1",NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594951' target='other'> <mi>dwc_moreinfo</mi></a>","P00594951",NA,NA,"Gardner",NA,"In camp. Gramin. Villa Franca et St. Anna.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"419",NA,NA
"31","2007-12-18 13:15:34-02","MNHN","RECOLNAT_MNHN_P","P00594953","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Riedel, L.",NA,"1834","10","1",NA,"Brésil",NA,"hb",NA,"Sur même planche que n° 1030 = P00594952 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594953' target='other'> <mi>dwc_moreinfo</mi></a>","P00594953",NA,NA,"Gardner",NA,"In camp. sicc. Minas Geraes ubique.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1300",NA,NA
"32","2014-01-15 15:35:59-02","MNHN","RECOLNAT_MNHN_P","P00594954","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Riedel, L.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594954' target='other'> <mi>dwc_moreinfo</mi></a>","P00594954",NA,NA,"Gardner",NA,"S.loc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2002-03-08 09:09:11-03","MNHN","RECOLNAT_MNHN_P","P00594955","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Glaziou, A.",NA,"1894","10","25",NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594955' target='other'> <mi>dwc_moreinfo</mi></a>","P00594955",NA,NA,"Gardner",NA,"POnte alto (Goyaz).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21640 a",NA,NA
"34","2015-09-19 12:18:18-03","MNHN","RECOLNAT_MNHN_P","P00603641","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum","isotype","Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00603641' target='other'> <mi>dwc_moreinfo</mi></a>","P00603641",NA,NA,"Gardner",NA,"Goyaz",NA,NA,"P00603641_01",NA,NA,"P",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3833",NA,NA
"35","2015-10-04 21:44:40-03","MNHN","RECOLNAT_MNHN_P","P00742379","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum","type","Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742379' target='other'> <mi>dwc_moreinfo</mi></a>","P00742379",NA,NA,"Gardner",NA,"Province de Goyas",NA,NA,"P00742379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3833",NA,NA
"36","2015-10-05 05:38:06-03","MNHN","RECOLNAT_MNHN_P","P00742382","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum","type","Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742382' target='other'> <mi>dwc_moreinfo</mi></a>","P00742382",NA,NA,"Gardner",NA,"Province de Goyas",NA,NA,"P00742382_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3833",NA,NA
"37","2015-09-04 05:13:43-03","MNHN","RECOLNAT_MNHN_P","P02670123","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Burchell, W.J.",NA,NA,NA,NA,NA,"Brasil",NA,"hb",NA,"Catalogus Geographicus Plantarum Brasiliae Tropicae. s.d. No 18701 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02670123' target='other'> <mi>dwc_moreinfo</mi></a>","P02670123",NA,NA,"Gardner",NA,". Brasil, América do Sul",NA,NA,"P02670123_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5180",NA,NA
"38","2015-09-04 05:13:43-03","MNHN","RECOLNAT_MNHN_P","P02670124","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Burchell",NA,"1857","10","21",NA,"Brasil",NA,"hb",NA,"Catalogus Geographicus Plantarum Brasiliae Tropicae. . Donné par la Direstion du Jardin Royal de Kew, 1870 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02670124' target='other'> <mi>dwc_moreinfo</mi></a>","P02670124",NA,NA,"Gardner",NA,"Brésil. Brasil, América do Sul",NA,NA,"P02670124_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5981",NA,NA
"39","2015-09-04 05:14:06-03","MNHN","RECOLNAT_MNHN_P","P02670146","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Glaziou, A.",NA,"1894","8","26",NA,"Brasil",NA,"hb",NA,". . Herbier de A. Glaziou. Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02670146' target='other'> <mi>dwc_moreinfo</mi></a>","P02670146",NA,NA,"Gardner",NA,"Brésil (Goyaz) Bella Vista à Barro Amarello sello daus by Campos. Brasil, América do Sul",NA,NA,"P02670146_01",NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21642",NA,NA
"40","2015-09-04 05:14:06-03","MNHN","RECOLNAT_MNHN_P","P02670147","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Glaziou, A.",NA,"1894","10","26",NA,"Brasil","Goiás","hb",NA,". . Herbier de A. Glaziou. Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02670147' target='other'> <mi>dwc_moreinfo</mi></a>","P02670147",NA,NA,"Gardner",NA,"Brésil. (Goyaz). Bella Vista à Bano Amarello. Goiás, Centro-oeste, Brasil, América do Sul",NA,NA,"P02670147_01",NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21642",NA,NA
"41","2015-09-04 05:14:06-03","MNHN","RECOLNAT_MNHN_P","P02670148","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Glaziou, A.",NA,"1895","8","20",NA,"Brasil",NA,"hb",NA,". . Herbier de A. Glaziou. Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02670148' target='other'> <mi>dwc_moreinfo</mi></a>","P02670148",NA,NA,"Gardner",NA,"Brésil (Goyaz) Entre Corumbá et as Lajes. Brasil, América do Sul",NA,NA,"P02670148_01",NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21641",NA,NA
"42","2015-09-04 05:14:06-03","MNHN","RECOLNAT_MNHN_P","P02670149","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Glaziou, A.",NA,"1895","8","29",NA,"Brasil",NA,"hb",NA,". . Herbier de A. Glaziou. Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02670149' target='other'> <mi>dwc_moreinfo</mi></a>","P02670149",NA,NA,"Gardner",NA,"Brésil (Goyaz) Entre Corumbá et as Lajes. Brasil, América do Sul",NA,NA,"P02670149_01",NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,"21641",NA,NA
"43","2015-09-04 05:13:43-03","MNHN","RECOLNAT_MNHN_P","P02670122","PreservedSpecimen",NA,"Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Warming",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02670122' target='other'> <mi>dwc_moreinfo</mi></a>","P02670122",NA,NA,"Gardner","Minas Novas",". Minas Novas, Minas Gerais, Sudeste, Brasil, América do Sul","-42.5903015136719","-17.218599319458","P02670122_01",NA,NA,NA,NA,NA,NA,NA,NA,"54253","auto",NA,NA,"361",NA,NA
"44","2020-12-11 11:32:55-03","UFMG","BHCB","55601","PreservedSpecimen","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Barreto, HLM","8342","1932","09","11","Southern America","Brasil","Minas Gerais",NA,NA,"Cerrado. Muito frequente. Arbustivo, 0,5m.; Cerrado, muito frequente, arbusto 0,50","BHCB5274","Dicotyledon",NA,"Gardner","Santa Luzia","Lagoa Santa.","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,"2013",NA,NA,NA,"02","19939","auto","25",NA,NA,NA,NA
"45","2020-05-25 15:13:54-03","FSU","FSU","000075190","PreservedSpecimen","Plantae","Asteraceae","Stomatanthes","dentatus","Stomatanthes dentatus",NA,"L. A. Mattos Silva, J. Mitchell, S. A. Mori","16832",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"(Gardner) H.Rob.",NA,NA,"-53.09728997","-10.78430668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2012-11-19 13:54:00-02","MO","MOBOT","1929166","PreservedSpecimen","Plantae","Asteraceae","Eupatorium","dentatum","Eupatorium dentatum",NA,"Otto Kuntze","Kuntze s.n.",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,"Gardner","Velasco",NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
