"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","year","month","day","stateProvince","phylum","order","infraspecificEpithet","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","relationshipType","eventTime","fieldNumber","individualCount"
"737","2009-07-10 17:57:00-03","MO","MOBOT","2972580","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Troels M. Pedersen","Pedersen 13442","South America","Argentina",NA,NA,NA,NA,"Carambola (ea. Fortin del Iberá). Woodland on sandy soil.","1982",NA,NA,"Corrientes",NA,NA,NA,"Vell.",NA,NA,NA,"M. Nee","Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","2008-05-27 22:02:00-03","MO","MOBOT","2975793","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Sara G. Tressens","Tressens 2759","South America","Argentina",NA,NA,NA,NA,"17 km NW de San Carlos, Ea Rincon Chico.","1984","12","11","Corrientes",NA,NA,NA,"Vell.",NA,NA,NA,"M. Nee","Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","2008-05-27 22:02:00-03","MO","MOBOT","2976063","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Sara G. Tressens","Tressens 5217","South America","Argentina",NA,NA,NA,NA,"Fiplasto Empresa Forestal, Centro Forestal Villa Olivari.","1995","3","15","Corrientes",NA,NA,NA,"Vell.",NA,NA,NA,"M. Nee","Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","2018-05-17 05:29:00-03","MO","MOBOT","3000597","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"María E. Múlgura|et al.","Múlgura 1632","South America","Argentina",NA,NA,NA,NA,"Parque provincial Teyucuaré, senda haciacasa del alemán.","1997","12","8","Misiones",NA,NA,NA,"Vell.","-55.55","-27.26666",NA,"M. Nee","San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","2008-05-27 22:02:00-03","MO","MOBOT","3313106","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"H. Maturo","Maturo 273","South America","Argentina",NA,NA,NA,NA,"Estancia El Ombu","2004","12","19","Formosa",NA,NA,NA,"Vell.","-58.80166","-26.10166",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","2008-05-27 22:02:00-03","MO","MOBOT","3365527","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Lima","Lima 2941","South America","Brazil",NA,NA,NA,NA,"Mun. Aracruz, Rio Comboios, ES, próx. Vegetacõo: inundeadis, Occasional.","1987","5","4",NA,NA,NA,NA,"Vell.",NA,NA,NA,"S. Knapp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","2011-03-01 15:32:00-03","MO","MOBOT","3394854","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Renato de Mello-Silva|José R. Pirani","Mello-Silva 861","South America","Brazil",NA,NA,NA,NA,"Mace: Forte Marechal Hermes, restinga em morrete á beira mar.","1993",NA,NA,"Rio de Janeiro",NA,NA,NA,"Vell.",NA,NA,NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","2010-04-23 21:00:00-03","MO","MOBOT","3396079","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella","Morrone 1078","South America","Argentina",NA,NA,NA,NA,"Parque Prov. Teyú Cuaré, Peñon del la Reina Victoria.","1996",NA,NA,"Misiones",NA,NA,NA,"Vell.","-55.58333","-27.26666",NA,"Sandra Knapp","San Ignacio","240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","2008-05-27 22:02:00-03","MO","MOBOT","436341","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini","Zardini 8801","South America","Paraguay",NA,NA,NA,NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest along western slope.","1988","12","17","Guairá",NA,NA,NA,"Vell.","-56.25","-25.91666",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-134","4"
"746","2014-08-22 09:54:00-03","MO","MOBOT","438070","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 10132","South America","Paraguay",NA,NA,NA,NA,"Parque Nacional Ybycu'í. 2 kms N of Salto Cristal.","1989","1","27","Paraguarí",NA,NA,NA,"Vell.","-56.8333333","-26.05",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","5"
"747","2008-05-27 22:02:00-03","MO","MOBOT","456516","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini","Zardini 12944","South America","Paraguay",NA,NA,NA,NA,"Acahay Massif. Forest on western slopes of southeastern peak.","1989","6","11","Paraguarí",NA,NA,NA,"Vell.","-57.15","-25.9",NA,"M. Nee",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"109","4"
"748","2008-05-27 22:02:00-03","MO","MOBOT","458550","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|P. Aquino","Zardini 34300","South America","Paraguay",NA,NA,NA,NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 11 km S of Villeta, east of trail to Villa Oliva. Inundated savanna on clay soil with patches of forest.","1992","12","16","Central",NA,NA,NA,"Vell.","-57.58333","-25.6",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"792","4"
"749","2008-05-27 22:02:00-03","MO","MOBOT","462720","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"William J. Hahn","Hahn 824","South America","Paraguay",NA,NA,NA,NA,"7 km S of Yhu. Open cerrado vegetation w/occasional patches of low forest to 8 m tall. Some grazing by cattle but largely undisturbed. Soil loose, sandy, red in color; Butia, Gochnatia, Erythoxylon, Fagara, Schinus, dominants.","1982","12","13","Caaguazú",NA,NA,NA,"Vell.","-55.91666","-25.16666",NA,"S. Knapp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-9","3"
"750","2012-06-08 07:17:00-03","MO","MOBOT","462768","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"William J. Hahn","Hahn 690","South America","Paraguay",NA,NA,NA,NA,"Villa Hayes. Estancia La Golondrina. Edge of forest and extending into palm savanna. Dominated by thorny shrubs and small trees.","1982","9","9","Presidente Hayes",NA,NA,NA,"Vell.","-58.6666667","-24.5166667",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82-21","21"
"751","2008-05-27 22:02:00-03","MO","MOBOT","463034","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini","Zardini 6849","South America","Paraguay",NA,NA,NA,NA,"Emboscada. In patch of forest.","1988","8","27","Cordillera",NA,NA,NA,"Vell.","-57.25","-25.16666",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-81","3"
"752","2008-05-27 22:02:00-03","MO","MOBOT","463114","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|C. Velázquez","Zardini 19284","South America","Paraguay",NA,NA,NA,NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros. Gallery forest.","1990","2","25","Cordillera",NA,NA,NA,"Vell.","-57.3","-25.13333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295","4"
"753","2008-05-27 22:02:00-03","MO","MOBOT","463497","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|S. Velázquez","Zardini 17276","South America","Paraguay",NA,NA,NA,NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros. Gallery forest.","1989","12","23","Cordillera",NA,NA,NA,"Vell.","-57.3","-25.13333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"232","5"
"754","2008-05-27 22:02:00-03","MO","MOBOT","463553","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|S. Velázquez","Zardini 17288","South America","Paraguay",NA,NA,NA,NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros. Gallery forest.","1989","12","23","Cordillera",NA,NA,NA,"Vell.","-57.3","-25.13333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"232","5"
"755","2008-05-27 22:02:00-03","MO","MOBOT","463729","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|P. Aquino","Zardini 31802","South America","Paraguay",NA,NA,NA,NA,"Limpio-Piquete Cué. Inundated savanna and patches of forest.","1992","6","8","Central",NA,NA,NA,"Vell.","-57.5","-25.11666",NA,"Mike Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"686","3"
"756","2008-05-27 22:02:00-03","MO","MOBOT","464422","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|C. Velázquez","Zardini 25750","South America","Paraguay",NA,NA,NA,NA,"Río Piribebuy basin, 17 km W of Arroyos y Esteros. Gallery forest.","1991","1","11","Cordillera",NA,NA,NA,"Vell.","-57.3","-25.13333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"518","4"
"757","2008-05-27 22:02:00-03","MO","MOBOT","464734","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|C. Velázquez","Zardini 21713","South America","Paraguay",NA,NA,NA,NA,"Compañía Río Negro, N of Vapor Cué. Gallery forest along creek.","1990","7","7","Cordillera",NA,NA,NA,"Vell.","-56.66666","-25.25",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"375","4"
"758","2008-05-27 22:02:00-03","MO","MOBOT","465483","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|C. Velázquez","Zardini 19792","South America","Paraguay",NA,NA,NA,NA,"Western side of Río Piribebuy basin. 27 km W of Arroyos y Esteros. Gallery forest.","1990","3","3","Cordillera",NA,NA,NA,"Vell.","-57.3","-25.13333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"307","4"
"759","2008-05-27 22:02:00-03","MO","MOBOT","466033","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|A. Aguayo","Zardini 9576","South America","Paraguay",NA,NA,NA,NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest on western side of Cerro Peró, on trail to cave.","1989","1","13","Guairá",NA,NA,NA,"Vell.","-56.25","-25.91666",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","4"
"760","2008-05-27 22:02:00-03","MO","MOBOT","466918","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|C. Velázquez","Zardini 22207","South America","Paraguay",NA,NA,NA,NA,"Río Piribebuy, 27 km W of Arroyos y Esteros. Gallery forest.","1990","7","21","Cordillera",NA,NA,NA,"Vell.","-57.3","-25.13333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"390","3"
"761","2008-05-27 22:02:00-03","MO","MOBOT","467400","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|M. Velázquez","Zardini 18161","South America","Paraguay",NA,NA,NA,NA,"Central y Tororo. Gallery forest along tributary of Paraguay River.","1990","1","13","Central",NA,NA,NA,"Vell.","-57.5","-25.25",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"258","4"
"762","2008-05-27 22:02:00-03","MO","MOBOT","467778","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|C. Velázquez","Zardini 20316","South America","Paraguay",NA,NA,NA,NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros. Gallery forest.","1990","5","19","Cordillera",NA,NA,NA,"Vell.","-57.3","-25.13333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"321","4"
"763","2013-10-09 05:41:00-03","MO","MOBOT","468387","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 12162","South America","Paraguay",NA,NA,NA,NA,"Cordillera de Ybytyruzú. Road Melgarejo-Antena, 5 kms S of Melgarejo. Forest on mountain slopes.","1989","5","28","Guairá",NA,NA,NA,"Vell.","-56.25","-25.91666",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","4"
"764","2008-05-27 22:02:00-03","MO","MOBOT","469259","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|S. Velázquez","Zardini 16536","South America","Paraguay",NA,NA,NA,NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros. Tall forest.","1989","11","18","Cordillera",NA,NA,NA,"Vell.","-57.3","-25.13333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"195","4"
"765","2008-05-27 22:02:00-03","MO","MOBOT","469277","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|S. Velázquez","Zardini 16539","South America","Paraguay",NA,NA,NA,NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros. Tall forest.","1989","11","18","Cordillera",NA,NA,NA,"Vell.","-57.3","-25.13333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"195","4"
"766","2015-12-03 09:08:00-02","MO","MOBOT","469384","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|Nélida Soria|Mirtha Ortiz","Zardini 4137","South America","Paraguay",NA,NA,NA,NA,"Parque Nacional Cerro Corá. En bosque en el límite Oeste del Parque.","1988","1","7","Amambay",NA,NA,NA,"Vell.","-56.05","-22.6333333",NA,"M. Nee (NY)",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-5","3"
"767","2015-12-03 09:08:00-02","MO","MOBOT","469456","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|Nélida Soria|Mirtha Ortiz","Zardini 4153","South America","Paraguay",NA,NA,NA,NA,"Parque Nacional Cerro Corá. En bosque en el límite Oeste del Parque.","1988","1","7","Amambay",NA,NA,NA,"Vell.","-56.05","-22.6333333",NA,"M. Nee (NY)",NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-5","3"
"768","2008-05-27 22:02:00-03","MO","MOBOT","469648","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|R. Velázquez","Zardini 18695","South America","Paraguay",NA,NA,NA,NA,"Estero del Ypoá, 15 km SW of Nueva Italia, Isla Guazú. Gallery forest around Estero.","1990","2","10","Central",NA,NA,NA,"Vell.","-57.55","-25.36666",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"276","4"
"769","2008-05-27 22:02:00-03","MO","MOBOT","781465","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"A. Aguayo","Aguayo 88","South America","Paraguay",NA,NA,NA,NA,"Parque Nacional Ybycu'í. Bosque, sendero al Salto Guaraní.","1989","1","15","Paraguarí",NA,NA,NA,"Vell.","-56.83333","-26.05",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3"
"770","2008-05-27 22:02:00-03","MO","MOBOT","809605","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|P. Aquino","Zardini 34706","South America","Paraguay",NA,NA,NA,NA,"Estero del Ypoá. Puerto Guyrati - Villa Oliva. 4.5 km S of Puerto Guyrati. Savanna and patches of forest on clay soil.","1993","1","14","Central",NA,NA,NA,"Vell.","-57.61666","-25.63333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"799","4"
"771","2011-06-09 17:35:00-03","MO","MOBOT","809871","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|Tulio Tillería","Zardini 35557","South America","Paraguay",NA,NA,NA,NA,"Estero del Ypoá: Puerto Guyratí-Villa Oliva, 4.5 km S of Puerto Guyratí on trail to Paraguay River. Savanna and patches of forest on clay soil.","1992","3","13","Central",NA,NA,NA,"Vell.","-57.61666","-25.63333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"815","4"
"772","2011-06-09 17:35:00-03","MO","MOBOT","809920","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|Tulio Tillería","Zardini 35672","South America","Paraguay",NA,NA,NA,NA,"Estero del Ypoá: Villeta-Puerto Guyratí, between 11.5 km S of Villeta and Puerto Guyratí. Inundated savanna on clay soil.","1993","5","19","Central",NA,NA,NA,"Vell.","-57.6","-25.6",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"816","4"
"773","2008-05-27 22:02:00-03","MO","MOBOT","810129","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|Tulio Tillería","Zardini 36300","South America","Paraguay",NA,NA,NA,NA,"Estero del Ypoá: Puerto Guyratí-Villa Oliva, 4.5 km S of Puerto Guyratí on trail to Paraguay River. Savanna and forest on clay soil.","1993","6","22","Central",NA,NA,NA,"Vell.","-57.61666","-25.63333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"829","4"
"774","2008-05-27 22:02:00-03","MO","MOBOT","811286","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|S. Velázquez","Zardini 16538","South America","Paraguay",NA,NA,NA,NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros. Tall forest.","1989","11","18","Cordillera",NA,NA,NA,"Vell.","-57.3","-25.13333",NA,"M. Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"195","4"
"775","2014-11-25 13:46:00-02","MO","MOBOT","100719263","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"M. Peña-Chocarro|J. de Egea Juvinel|T. Hostettler|E. Gamboa","Peña-Chocarro 1751","South America","Paraguay",NA,NA,NA,NA,"Isla Yaciretá.","2004","2","19","Itapúa",NA,NA,NA,"Vell.","-56.7897222","-27.4566667",NA,"M. Nee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"776","2014-06-26 11:13:00-03","MO","MOBOT","1542194","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|R. Gamarra","Zardini 55621","South America","Paraguay",NA,NA,NA,NA,"Yacyreta Dam Island Reserve. Bridge entrance.","2000","12","2","Itapúa",NA,NA,NA,"Vell.","-56.7797223","-27.4069444",NA,"Mike Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1221","4"
"777","2015-02-17 12:26:00-02","MO","MOBOT","1817111","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|R. Gamarra","Zardini 59294","South America","Paraguay",NA,NA,NA,NA,"Yacyreta dam island reserve. Dunes and inundated savannas.","2002","12","5","Itapúa",NA,NA,NA,"Vell.","-56.7547222","-27.4888889",NA,"Mike Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1273","4"
"778","2015-02-17 12:25:00-02","MO","MOBOT","1816987","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Elsa M. Zardini|R. Gamarra","Zardini 59199","South America","Paraguay",NA,NA,NA,NA,"Yacyreta dam island reserve. Dunes and inundated savannas.","2002","12","5","Itapúa",NA,NA,NA,"Vell.","-56.7547222","-27.4888889",NA,"Mike Nee (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1273","4"
"779","2013-07-01 06:51:00-03","MO","MOBOT","2329631","PreservedSpecimen","Plantae","Solanaceae","Solanum","leucocarpon","Solanum leucocarpon multiflorum","Type","Philipp Salzmann","Salzmann s.n.","South America","Brazil",NA,NA,NA,NA,NA,"1827",NA,NA,NA,NA,NA,"multiflorum","Dunal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"780","2011-10-07 05:03:00-03","MO","MOBOT","3000994","PreservedSpecimen","Plantae","Solanaceae","Solanum","triste","Solanum triste",NA,"Sandy Knapp|Jim Mallet","Knapp 6749","South America","Venezuela",NA,NA,NA,NA,"Foothills of Cerro Turimiquire SW of Cumanacoa, ca. 10 km. SW of SAn Lorenzo, along Rio Manzanares. Tropical moist forest, coffee edges.","1984","10","14","Sucre",NA,NA,NA,"Jacq.","-63.91666","10.25",NA,NA,NA,"400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","2020-06-22 14:19:13-03","UNESP-IBILCE","SJRP","32481","PreservedSpecimen","Plantae","Solamaceae","Solanum","caavurana","Solanum caavurana",NA,"A. G. Lopes",NA,"América do Sul","Brasil",NA,NA,"Arbusto 2,5 m., flores brancas, frutos verdes.",NA,"Bosque Municipal","2015","01","15","São Paulo","Tracheophyta","Solanales",NA,"Vell.","-49.3544444","-20.77694444",NA,NA,"São José do Rio Preto",NA,NA,NA,NA,NA,NA,NA,"-49.3544444","-20.77694444","Magnoliopsida",NA,NA,NA,NA,NA
"782","2020-06-22 14:19:14-03","UNESP-IBILCE","SJRP","10674","PreservedSpecimen","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Valéria Stranghetti",NA,"América do Sul","Brasil",NA,NA,"Arbusto 2,5 m, flor branca, fruto;",NA,"Estação Ecológica",NA,NA,NA,"São Paulo","Tracheophyta","Solanales",NA,"Vell.","-49.3800010681152","-20.0300006866455",NA,NA,"Paulo de Faria",NA,NA,"29574","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"783","2018-09-12 14:48:35-03","UNIOESTE","UNOP","496","S","Plantae","Solaceae","Solanum","caavurana","Solanum caavurana",NA,"Cielo-Filho, R.","1300",NA,"Brasil",NA,NA,"Árvore, 5 m, fruto verde.",NA,"Sítio do Sr. Angelo Baratto","2013","12","03","Paraná",NA,NA,NA,"Vell.","-54.25","-25.276944",NA,"Franco, G.A.D.C.","Medianeira","450","450",NA,NA,"2014","02","20","-54.25","-25.276944",NA,NA,NA,NA,NA,NA
"784","2019-03-08 14:15:21-03","UNIOESTE","UNOP","9820","S","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Rocha Filho, J.A.; Silva, D.R. da; Piva, J.; Machado, C.; Silva, D.R. da; Piva, J.; Machado, C.","613",NA,"Brasil",NA,NA,"Árvore 4 m de altura. Folhas verde-discolores, glabras, membranáceas. Flores brancas. Frutos verdes, imaturos.",NA,"Futura área do reservatório da UHE Baixo Iguaçú, mata dos Scapini.","2018","02","06","Paraná",NA,NA,NA,"Vell.","-53.667153","-25.501681",NA,"Silva, D.R. da","Capitão Leônidas Marques","257","257",NA,NA,"2018","10","23","-53.667153","-25.501681",NA,NA,NA,NA,NA,NA
"785","2020-09-08 15:06:56-03","UNIOESTE","UNOP","4185","S","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Temponi, L.G.; Cândido Jr.; J.F.; Gregorini, M.Z.; Rodolfo, A.M.; Cândido Jr.; J.F.; Gregorini, M.Z.; Rodolfo, A.M.","450",NA,"Brasil",NA,NA,"Arbusto, ca. 4m alt. Lâmina membranácea, levemente discolor. Fruto imaturo verde.",NA,"Parque Nacional do Iguaçu. Trilha Poço Preto.","2007","04","21","Paraná",NA,NA,NA,"Vell.","-54.446083","-25.62175",NA,"Hammes, J.K.","Foz do Iguaçu",NA,NA,NA,NA,"2020","03","09","-54.446083","-25.62175",NA,NA,NA,NA,NA,NA
"786","2018-09-12 14:48:35-03","UNIOESTE","UNOP","709","S","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Cielo-Filho, R.; Lisboa, T.; Lisboa, T.","1299",NA,"Brasil",NA,NA,"Árvore, 4 m, flor branca, fruto verde ou negro.",NA,"Bairro Belo Horizonte","2014","02","06","Paraná",NA,NA,NA,"Vell.","-54.755556","-25.2725",NA,"Franco, G.A.D.C.","Medianeira","450","450",NA,NA,"2014","02","20","-54.755556","-25.2725",NA,NA,NA,NA,NA,NA
"787","2018-09-12 14:48:35-03","UNIOESTE","UNOP","751","S","Plantae","Solanaceae","Solanum","caavurana","Solanum caavurana",NA,"Cielo-Filho, R.; Lisboa, T.; Bogler, W.; Lisboa, T.; Bogler, W.","1473",NA,"Brasil",NA,NA,"Árvore, 3 m, flor branca.",NA,"Linha Bananal, Mata dos Biazuz I","2014","03","13","Paraná",NA,NA,NA,"Vell.","-53.961667","-25.310556",NA,"Franco, G.A.D.C.; Bento, C.A.","Matelândia","421","421",NA,NA,"2014","08","13","-53.961667","-25.310556",NA,NA,NA,NA,NA,NA
