"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","year","month","day","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"106","2011-03-22 13:09:00-03","MO","MOBOT","100358590","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina xalapensis","G. Mandon","Mandon 472","South America","Bolivia","vic. Sorata; Sabfrujú",NA,NA,NA,NA,"La Paz","Larecaja","1859",NA,NA,NA,NA,NA,NA,"2600.00000000","3700.00000000",NA,NA,"xalapensis","(Kunth) Pennell","Foster's Catalog Notes File",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"107","2011-03-08 13:06:00-03","MO","MOBOT","100353743","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina xalapensis","Karl Fiebrig","Fiebrig 2445","South America","Bolivia","Tucumilla bei Tarija",NA,NA,NA,NA,NA,NA,"1903","12","30",NA,NA,NA,NA,"2500.00000000",NA,NA,NA,"xalapensis","(Kunth) Pennell","Foster's catalog notes file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"108","2011-02-25 14:05:00-03","MO","MOBOT","1932217","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina xalapensis","Jorge E. Ramos|J. Contreras|R. Ramos|F. Biteri","Ramos 6960","South America","Ecuador","Cantón Sigchos, Triunfo Grande, a 35 km de Sigchos, en el monte de una quebrada.",NA,NA,NA,NA,"Cotopaxi",NA,"2003","8","4","-78.96111","-0.53416",NA,NA,"2427.00000000",NA,NA,NA,"xalapensis","(Kunth) Pennell","J.L. Fernandez-Alonso (COL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5"
"109","2008-05-27 22:02:00-03","MO","MOBOT","474212","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","L. Ellemann","Ellemann 66841","South America","Ecuador","Jera 10 km north for Saraguro, the small village is connected to Saraguro by a single trail. Information about local name and use: Marie Christine Bermeo, Saraguro-indian.",NA,NA,NA,NA,"Loja",NA,"1989","1","20","-79.56666","-3.23333",NA,NA,"2400.00000000",NA,NA,NA,NA,"L.","U. Molau (GB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-07-15 14:43:44-03","UNESP-RC","HRCB","45562","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Pivetta","544",NA,"Brasil",NA,NA,NA,"Erva anua, flor branca",NA,"Rio Grande do Sul","Augusto Pestana","1953","10","10","-53.9921989440918","-28.5168991088867",NA,NA,"550","550",NA,NA,NA,"(L.)","Rambo",NA,NA,"15366","auto",NA,NA,NA,NA,NA,NA,NA
"111","2020-09-12 05:00:02-03","US","US","1189455","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina xalapensis","Bro. Claude-Joseph","2068","South America","Chile","Talca.",NA,NA,NA,NA,NA,NA,"1922","10",NA,NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","xalapensis","H.B.K.",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"112","2019-12-09 17:30:39-03","UFPR","EFC","11371","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Bardelli-da-Silva, M.Y.","222",NA,"Brasil","REPAR",NA,NA,"Herbácea ereta, flores brancas, 25cm, área de circulação, várzea, 890m s.n.m.","EFC011371","Paraná","Araucária","2012","09","28","-49.3478","-25.5889","-49.3478","-25.5889","890","890",NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-13 11:28:35-03","USP","SPF","14499","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Moldenke, HN","20063",NA,"Estados Unidos","Watchung",NA,NA,NA,"SPF00014499","New Jersey","Somerset County","1949","05","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","Anônimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-25 13:53:15-03","UNIVILLE","JOI","9052","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Verdi, M.","913",NA,"Brasil","Corruchel.",NA,NA,NA,"JOI009052","Santa Catarina","Pouso Redondo","2008","10","09","-49.942222","-27.334444","49º56'32''W","27º20'4''S","616","616",NA,NA,NA,"L.","L.A. Funez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-25 13:53:15-03","UNIVILLE","JOI","2772","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Jotham Ziffer Berger","399",NA,"Brasil","Vila da Glória.",NA,NA,"; HABITAT: quintal; HABITO: erva terrestre","JOI002772","Santa Catarina","São Francisco do Sul","2006","10","17","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,NA,NA,NA,"L.","J. Cordeiro & Jotham Ziffer Berger",NA,NA,"23627","auto","2006","10","17",NA,NA,NA,NA
"116","2019-10-07 09:16:54-03","UEFS","HUEFS","7427","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina var. xalapense","Queiroz, L.P.de","475",NA,"Brasil",NA,NA,NA,NA,"HUEFS0007427","Rio Grande do Sul","Gramado","1983","01","29","-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,"Angiospermae","Lamiales","var. xalapense","(Kunth) Pennell","V.C.Souza","HUEFS0007427","Asteranae","13851","auto","1995","11",NA,NA,NA,NA,NA
"117","2018-01-09 12:24:09-02","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","S. R. King","268","South America","Peru",NA,NA,NA,NA,NA,"Cuzco",NA,"1982","2","11","-72.5","-12.5",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"RRC ID Flag",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"268",NA
"118","2015-03-06 22:03:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","A. Sagástegui A. & et al.","8024","South America","Peru","alrededores de Cajamarca",NA,NA,NA,NA,"Cajamarca","Cajamarca","1975","6","16",NA,NA,NA,NA,"2670",NA,"Spermatophyta",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2015-03-07 08:10:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","S. Llatas Quiroz","1916","South America","Peru","Incahuasi",NA,NA,NA,NA,"Lambayeque","Ferreñafe","1986","6","22",NA,NA,NA,NA,"3200",NA,"Spermatophyta",NA,NA,NA,"N. Hensold : Field Museum of Natural History",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-06-13 10:26:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","I. M. Sánchez Vega et al.","5516","South America","Peru","ruta a Huagal, Cerro Quinua, a 10 km del desvío",NA,NA,NA,NA,"Cajamarca","San Marcos","1991","4","10",NA,NA,NA,NA,"3120",NA,"Spermatophyta",NA,NA,NA,"I. M. Sánchez Vega",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2018-05-14 16:57:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","J. F. Macbride","2399","South America","Peru",NA,NA,NA,NA,NA,"Pasco",NA,"1922","9","12","-75.25","-10.5",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"RRC ID Flag",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"2399",NA
"122","2015-03-07 08:10:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","S. Llatas Quiroz","2563","South America","Peru","Pagay-Puente",NA,NA,NA,NA,"Lambayeque","Ferreñafe","1989","8","20",NA,NA,NA,NA,"2000",NA,"Spermatophyta",NA,NA,NA,"N. Hensold : Field Museum of Natural History",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-06-11 13:51:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","M. I. La Torre","1871","South America","Peru",NA,NA,NA,NA,NA,"Tacná",NA,"1997","12","5","-70.3333","-17.6667",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"RRC ID Flag",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"1871",NA
"124","2019-06-11 16:22:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","I. M. Sánchez Vega","1557","South America","Peru","valle de Cajamarca, cerca al areopuerto",NA,NA,NA,NA,"Cajamarca","Cajamarca","1975","6","16",NA,NA,NA,NA,"2670",NA,"Spermatophyta",NA,NA,NA,"N. Hensold : Field Museum of Natural History",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-08-12 15:04:00-03","F","FMNH-SEEDPLANTS","V0529672F","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","K. S. Zimmerer","318","South America","Peru",NA,NA,NA,NA,"V0529672F",NA,NA,"1987","5","5","-74.14","-9.1839",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-12 17:15:01-03","URICER","HPBR","5884","S","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","DALL'AGNOL, C.",NA,NA,"Brasil",NA,NA,NA,"Cerca de 7km abaixo do Estreito Augusto César, na margem gaúcha do Rio Uruguai, Lagoa 2","HPBR005884","RS","Marcelino Ramos","1992","11","09","-51.9063987731934","-27.4617004394531",NA,NA,NA,NA,NA,NA,NA,"L.","MILESI, T. R.",NA,NA,"18635","auto","2013","11","05",NA,NA,NA,"1"
"127","2019-10-16 14:12:53-03","UEL","FUEL","19050","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Lima, JM","s.n.",NA,"Brasil","Parque das Industrias",NA,NA,NA,NA,"Paraná","Londrina","1981","08","20","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Tracheophyta","Lamiales",NA,"L.","Lima, JM",NA,NA,"63728","auto","1981","08","20",NA,NA,NA,NA
"128","2020-08-20 14:56:54-03","UFSC","FLOR","3426","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Smith, L.B.; Reitz, R.","12653",NA,"Brasil","Rio Uruguai, 3 km oeste de Itapiranga.",NA,NA,NA,"FLOR0003426","Santa Catarina","Itapiranga","1964","10","17","-53.733333","-27.166667","53º44'W","27º10'S","200","200",NA,"Lamiales",NA,"L.","Smith, L.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-08-20 20:39:23-03","UFSC","FLOR","20619","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Sobral, M.","s.n.",NA,"Brasil",NA,NA,NA,"erva, Fruto Maduro,","FLOR0020619","Rio Grande do Sul","Canela","1983","10",NA,"-50.815601348877","-29.3656005859375",NA,NA,NA,NA,NA,"Lamiales",NA,"L.","Sobral, M.",NA,NA,"16452","auto","1983",NA,NA,NA,NA,NA,NA
"130","2020-08-20 20:39:23-03","UFSC","FLOR","27379","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Jarenkow, J.A.","2752",NA,"Brasil","Cascata (EMBRAPA).",NA,NA,"erva, flor cálice verde e corola branca, Fruto Imaturo, verde","FLOR0027379","Rio Grande do Sul","Pelotas","1995","10","02","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,"Lamiales",NA,"L.","Jarenkow, J.A.",NA,NA,"51462","auto","1995",NA,NA,NA,NA,NA,NA
"131","2020-08-20 14:56:54-03","UFSC","FLOR","41931","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Hassemer, G.N.","289",NA,"Brasil","Campus da UFSC, Ilha de Santa Catarina.",NA,NA,"erva, flor branca","FLOR0041931","Santa Catarina","Florianópolis","2010","08","23","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"Lamiales",NA,"L.","Hassemer, G.N.",NA,NA,"27000","auto","2010","08","23",NA,NA,NA,NA
"132","2020-08-20 14:56:54-03","UFSC","FLOR","62261","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Schwirkowski, P.","37A",NA,"Brasil","Serra Alta, Rio Banhados.",NA,NA,"Flores brancas.","FLOR0062261","Santa Catarina","São Bento do Sul","2013","11","03","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,"Lamiales",NA,"L.","Brotto, M.L.","FLOR0062261",NA,"23090","auto","2014","08","20",NA,NA,NA,NA
"133","2017-09-11 17:12:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Sellow, F","Herb. Bero2231",NA,"?","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2017-09-11 17:12:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Sellow, F","s.n.","Southern America","Brazil","In Brasilia australi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-02-08 12:44:47-03","UFRGS","ICN","156621","S","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Boldrini, II","1511","América do Sul","Brasil","Fazenda Cantagalo",NA,NA,"Campo úmido, Vertissolo",NA,"RS","Quaraí","2008","08","08","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,"Dicotyledon",NA,NA,"L.","Trevisan, R",NA,NA,"74636","auto",NA,NA,NA,NA,NA,NA,NA
"136","2021-02-08 12:44:47-03","UFRGS","ICN","168265","S","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Silva Filho, PJS","1042","América do Sul","Brasil","Bairro Tarumã região de entorno do Lago Tarumã. 30° 4'17.68S - 51° 1'17.52O",NA,NA,"Flores brancas; Campo úmido",NA,"RS","Viamão","2009","09","25","-51.021389","-30.071389","-51.021389","-30.071389",NA,NA,"Dicotyledon",NA,NA,"L.","P.J.S. Silva Filho, A Schneid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-02-08 12:44:47-03","UFRGS","ICN","186369","S","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Schmidt-Silveira, F","386","América do Sul","Brasil","Águas Claras, Banhado dos Pachecos",NA,NA,"Campo arenoso com braquiaria",NA,"RS","Viamão","2012","10","17","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,"Dicotyledon",NA,NA,"L.",NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA
"138","2021-02-08 12:44:47-03","UFRGS","ICN","179715","S","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina peregrina","Cody, WJ","19155","América do norte","Canadá","Carleton County, Nepean Twp., Central Experimental Farm",NA,NA,"Doação DAO; Very commom weed in experimental plots",NA,"Ontario","Ottawa","1971","07","07",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"peregrina","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-02-08 12:44:47-03","UFRGS","ICN","115572","S","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina xalapensis","Carneiro, AM","597","América do Sul","Brasil","Gal. Câmara",NA,NA,"em área urbana",NA,"RS","Santo Amaro","1996","09","05",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"xalapensis","(Kunth) Pennell","Carneiro, AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-02-08 12:44:47-03","UFRGS","ICN","115573","S","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina xalapensis","Carneiro, AM","596","América do Sul","Brasil","Gal. Câmara quadra D",NA,NA,"em área urbana",NA,"RS","Santo Amaro","1996","09","05",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"xalapensis","(Kunth) Pennell","Carneiro, AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-03 22:00:02-03","FLAS","FLAS","190358","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","J. Richard Abbott","15379",NA,"Ecuador",NA,"Preserved herbarium specimen",NA,NA,NA,"Pichincha","Quito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-22 16:23:17-03","FEPAGRO","BLA","13318","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","cf. peregrina","Veronica cf. peregrina","A. Pott",NA,NA,"Brasil",NA,NA,NA,NA,"BLA013318","Rio Grande do Sul","Panambi","1970","10","10","-53.5017013549805","-28.2924995422363",NA,NA,NA,NA,"Spermatophyta",NA,NA,"L.",NA,NA,NA,"22393","auto",NA,NA,NA,NA,NA,NA,NA
