"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","year","month","day","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"34","2019-08-27 13:33:13-03","IAP","PACA-AGP","43988","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Rambo, B.",NA,NA,"Brasil","Vila Manresa",NA,NA,"Habitat: In humidis herbosis. Fenofase: flor e fruto","PACA043988","RS","Porto Alegre","1949","10","19","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,"L.","Emrich-Rambo Sicher",NA,"Magnoliatae","29946","auto","1954","09","18",NA,NA,NA,NA
"35","2019-08-27 13:33:13-03","IAP","PACA-AGP","37813","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Rambo, B.",NA,NA,"Brasil","Vila Manresa",NA,NA,"Habitat: In humidis herbosis. Fenofase: flor e fruto","PACA037813","RS","Porto Alegre","1948","09","29","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,"L.","Emrich-Rambo Sicher",NA,"Magnoliatae","29946","auto","1954","09","18",NA,NA,NA,NA
"36","2019-08-27 13:33:13-03","IAP","PACA-AGP","29098","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Rambo, B.",NA,NA,"Brasil","Vila Manresa",NA,NA,"Habitat: In humidis herbosis. Fenofase: flor","PACA029098","RS","Porto Alegre","1945","09","12","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,"L.","Emrich-Rambo Sicher",NA,"Magnoliatae","29946","auto","1945","09","18",NA,NA,NA,NA
"37","2019-08-27 13:33:13-03","IAP","PACA-AGP","7767","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","F. Theissen SJ","443",NA,"Brasil",NA,NA,NA,"Habitat: In humidis herbosis. Fenofase: flor e fruto","PACA007767","RS","São Leopoldo","1907",NA,NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,"L.","Emrich-Rambo Sicher",NA,"Magnoliatae","10287","auto","1954","09","18",NA,NA,NA,NA
"38","2019-08-27 13:33:13-03","IAP","PACA-AGP","44045","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Rambo, B.",NA,NA,"Brasil","Barreto Vianna",NA,NA,"Habitat: Ad viam ferream in humidis. Fenofase: flor e fruto","PACA044045","RS","São Leopoldo","1949","10","24","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,"L.","Emrich-Rambo Sicher",NA,"Magnoliatae","10287","auto","1954","09","18",NA,NA,NA,NA
"39","2019-08-27 13:33:13-03","IAP","PACA-AGP","61203","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Rambo, B.",NA,NA,"Brasil",NA,NA,NA,"Habitat: In incultis Fenofase: flor","PACA061203","SC","Itapiranga","1957","10","07","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"Magnoliophyta","Scrophulariales",NA,"L.","Emrich-Rambo Sicher",NA,"Magnoliatae","18767","auto","1958","10","01",NA,NA,NA,NA
"40","2019-01-17 11:26:00-02","PUCRS","MPUC","14362","S","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina",NA,NA,"South America","Brasil","Entorno do Lago Tarumã",NA,NA,NA,NA,"RS","Viamão","2008","10","13","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,"Lamiales",NA,"L.","P.J.S. Silva Filho",NA,"Magnoliopsida",NA,NA,"2011","01","01",NA,NA,"1044","1"
"41","2019-01-17 11:26:00-02","PUCRS","MPUC","354","S","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina",NA,NA,"South America","Brasil","Morro Santana",NA,NA,NA,NA,"RS","Porto Alegre","1943","09","03","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,"Lamiales",NA,"L.","Ir. Augusto",NA,"Magnoliopsida",NA,NA,"1943","01","01",NA,NA,NA,"1"
"42","2019-11-08 08:55:00-03","FURB","FURB","42130","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Funez, L.A.; Kemmelmeier, K.","2184",NA,"Brasil","Estrada para Luiz Alves.",NA,NA,NA,"FURB04582","Santa Catarina","Massaranduba","2013","09","09","-49.0194445","-26.7241667","-49.0194445","-26.7241667","146","146",NA,NA,NA,"L.","Funez, L.A.","FURB04582",NA,NA,NA,"2013","09","09",NA,NA,NA,NA
"43","2020-10-14 10:04:50-03","FURB","FURB","46951","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Schwirkowski, P.","37",NA,"Brasil","Serra Alta, Rio Banhados.",NA,NA,"Florística Entorno IFFSC 992","FURB38680","Santa Catarina","São Bento do Sul","2013","11","03","-49.3863889","-26.275","-49.3863889","-26.2750000",NA,NA,NA,NA,NA,"L.","Brotto, ML","FURB38680",NA,NA,NA,"2014","08","20",NA,NA,NA,NA
"44","2020-10-14 10:04:50-03","FURB","FURB","51926","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Schwirkowski, P.","1819",NA,"Brasil","Serra Alta. Vila Pilz. Estrada de Ferro.",NA,NA,"Herbácea, heliófita, flores brancas","FURB51926","Santa Catarina","São Bento do Sul","2016","09","03","-49.4605556","-26.2841666","-49.4605556","-26.2841666","830","830",NA,NA,NA,"L.","Schwirkowski, P.","FURB51926",NA,NA,NA,"2016","09","03",NA,NA,NA,NA
"45","2019-11-08 08:55:00-03","FURB","FURB","7234","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Verdi, M.","913",NA,"Brasil","Corruchel.",NA,NA,NA,"FURB39498","Santa Catarina","Pouso Redondo","2008","10","09","-49.9422222","-27.3344444","-49.9422222","-27.3344444","616","616",NA,NA,NA,"L.","Funez, L.A.","FURB39498",NA,NA,NA,"2016","09","22",NA,NA,NA,NA
"46","2021-03-16 17:52:59-03","UCS","HUCS","7822","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Barbour, P.J.","1061",NA,"Estados Unidos",NA,NA,NA,"Herbarium of Louisiana State University",NA,"Louisiana","Caddo","1976","03","06",NA,NA,NA,NA,NA,NA,"Angiospermae","Lamiales",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-16 17:52:59-03","UCS","HUCS","1694","PreservedSpecimen","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Sehnem, A.","s.n.",NA,"Brasil","Galópolis",NA,NA,"Coleção ASSL 3983.; ad viam",NA,"Rio Grande do Sul","Caxias do Sul","1949","11","30","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Angiospermae","Lamiales",NA,"L.","Rambo, B.",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-25 12:12:27-03","UFSM","SMDB","4933","S","Plantae","Plantaginaceae","Veronica","peregrina","Veronica peregrina","Rangel, I; et al.","s.n.",NA,"Brasil","Campus UFSM",NA,NA,"Em lavoura nos fundos do HUSM.","SMDB004933","Rio Grande do Sul","Santa Maria","1993","10","07","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,"L.","Rangel, I",NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:45:03-03","MBM","MBM","132755","PreservedSpecimen","Plantae","Scrophulariaceae","Veronica","peregrina","Veronica peregrina","Kral, R.","45165","Northern America","USA","Alabama",NA,NA,NA,"MBM132755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L.","Kral, R.","MBM132755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
