"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex","typeStatus"
"19","2021-03-15 16:37:00-03","NY","NYBG","02098229","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","L. A. Pereira","303","2011","08","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2478371' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098229","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","G. P. Lewis","Paraíba","Conde","­­­­Área de Preservação Permanente de Tambaba","-34.9075","-7.26","NY02098229_01","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","590331","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","S. M. de Faria","1404","1997","08",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529119' target='other'> <mi>dwc_moreinfo</mi></a>","NY00590331","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes",NA,"Rio de Janeiro",NA,"Ilha do Governador. Ilha do boqueirao","-43.157063","-22.77297","NY00590331_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","390968","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","L. P. de Queiroz","3541","1993","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390968","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Bahia","Morro do Chapéu","Ca. 12km do entroncamento para cafarnaum, na BA-052 (estrada do feijao)","-41.27","-11.52","NY00390968_01","1120","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","390993","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","S. A. Mori","9431","1978","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390993","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Bahia","Vitória da Conquista","Km 2 da Rodovia BA-265, trecho Vit. da Conquista/Barra do Choça. Margem da Rodovia","-40.8392","-14.8661","NY00390993_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","776850","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","J. G. Jardim","2950","2000","04","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00776850","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","M. de L. Rico-Arce","Bahia","Uruçuca","Parque Estadual da Serra do Conduru, face N. Entrada a 7.6 km de Serra Grande, rod. Ilhéus/Itacaré. Viscinal para o talhao 6 do ca. 7 km da entrada","-39.0842","-14.4292","NY00776850_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","390970","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","L. P. de Queiroz","3363","1993","07","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270658' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390970","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","L. P. de Queiroz","Bahia","Seabra","Ca. 2km SW de Lagoa da Boa Vista, na encosta da Serra do Bebedor","-41.8158","-12.2842","NY00390970_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","458953","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","R. C. Forzza","1397","1999","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00458953","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","R. C. Barneby","Bahia","Morro do Chapéu","Estrada para Torre","-41.1558","-11.5503","NY00458953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","390974","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","H. C. de Lima","3965","1990","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390974","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes",NA,"Bahia","Seabra","Chapada de Diamantina, Rod. BR 212, 2km antes do entroncamento para Palmeiras","-41.7703","-12.4186","NY00390974_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","390996","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","H. S. Irwin","30882","1971","02","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390996","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Bahia","Seabra","Serra da Agua de Rega. Ca. 23km N. of Seabra, road to Agua de Rega","-41.7703","-12.4186","NY00390996_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","390976","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","H. C. de Lima","3960","1990","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390976","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes",NA,"Bahia","Seabra","Chapada de Diamantina, Rod. BR-242, 2km antes do entroncamento para Palmeiras","-41.7703","-12.4186","NY00390976_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1738333","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","P. da C. Gadelha Neto","3197","2012","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1988988' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738333","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes",NA,"Paraíba",NA,"Jacaraú. Mata da Pitanga: Fragmento Pb 162.","-35.2656","-6.6275","NY01738333_01","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","390985","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","K. Kubitzki","78-104","1978","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390985","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Rio de Janeiro","Rio de Janeiro","Ilha Paquetá","-43.2075","-22.9031","NY00390985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","390966","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","M. M. Arbo","5789","1992","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390966","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Bahia","Lençóis","Desvio a Lencois, 8km S de BR-242","-41.37","-12.52","NY00390966_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","390965","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","J. N. Rose","29197","1915","07","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390965","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Rio de Janeiro","Rio de Janeiro","Vicinity of Rio de Janeiro","-43.448386","-22.913514","NY00390965_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00390967","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","M. M. Arbo","5789","1992","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1610383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390967","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Bahia","Lençóis","Desvio a Lencois, 8km S de BR-242","-41.37","-12.52","NY00390967_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01198749","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","R. A. X. Borges","380","2006","12","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1449781' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198749","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","G. P. Lewis","Bahia","Almadina","Serra do Corcovado, 13,8 km ao SW de Coaraci, na estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.6033","-14.7058","NY01198749_01","650","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","390969","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","L. P. de Queiroz","3513","1993","08","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390969","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","L. P. de Queiroz","Bahia","Miguel Calmon","Serra das Palmeiras, ca. 8.5km W do povoado de Urubu (=Lagoa de dentro), este a ca. 11km W de Miguel Calmon","-40.75","-11.38","NY00390969_01","960","960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","03066020","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","C. Baez","546","2016","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3287043' target='other'> <mi>dwc_moreinfo</mi></a>","NY03066020","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes",NA,"Rio de Janeiro","Rio de Janeiro","Subida para Pedra da Gávea pela Barrinha. Próximo à Pedra do Navio. Parque Nacional da Tijuca","-43.285","-22.9980555","NY03066020_01","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-27 19:26:00-03","NY","NYBG","390978","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","W. Hoehne",NA,"1945","01","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390978","Magnoliophyta","Fabales",NA,"R. C. Barneby; J. W. Grimes","São Paulo","Sao Paulo","Horto Faculdade Farmácia Capital de Sao Paulo","-46.63","-23.54","NY00390978_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","390990","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","R. M. Harley","22516","1980","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390990","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Bahia","Palmeiras","Serras dos Lençois. Lower slopes of Morro do Pai Inacio ca. 14.5km NW of Lençois, just N. of the main Seabra-Itaberaba road. This plant growing in grassland. E6","-41.47","-12.45","NY00390990_01","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02099139","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","P. da C. Gadelha Neto","3242","2012","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2317064' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099139","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","G. P. Lewis","Paraíba","Rio Tinto","Fragmento Pb 114.","-35.1189","-6.7778","NY02099139_01","97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","390982","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","J. I. de A. Falcao","1207","1954","09","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390982","Magnoliophyta","Fabales","(Gomes) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes","Pernambuco","Rio Formoso","Rio Formoso, Horto Florestal de Saltinho","-35.176897","-8.727948","NY00390982_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
