"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex","typeStatus"
"335","2019-07-18 13:10:47-03","UFES","VIES","43191","S","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Machado, J.O.; Souza, W.O.; Alves-Araújo, A.","140","2013","12","05",NA,"Brasil",NA,NA,NA,"VIES043191",NA,NA,"(Gomes) Barneby & J.W.Grimes",NA,"Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas, Trilha da Amescla.","-39.7322006225586","-18.5932998657227","VIES043191",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2019-06-27 10:24:56-03","UFES","VIES","10486","S","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Assis, A.M.; Demuner, V. & Faria, K.F.O.","1322","2008","01","24",NA,"Brasil",NA,NA,NA,"VIES010486",NA,NA,"(Gomes) Barneby & J.W.Grimes","Chagas, A.P.","Espírito Santo","Itapemirim","Fazenda do Ouvidor - Usina Paineiras.","-40.8339004516602","-21.011100769043",NA,NA,NA,"28626","auto","2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-04-27 16:09:42-03","UFES","VIES","32035","S","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Folli, D.A.","4931","2004","09","14",NA,"Brasil",NA,NA,NA,"VIES032035",NA,NA,"(Gomes) Barneby & J.W.Grimes","Folli, D.A.","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096","VIES032035",NA,NA,"48094","auto","2004",NA,NA,"09","14",NA,NA,NA,NA,NA,NA
"338","2020-04-27 16:09:42-03","UFES","VIES","32034","S","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Spada, J.","6","1977","11","07",NA,"Brasil",NA,NA,NA,"VIES032034",NA,NA,"(Gomes) Barneby & J.W.Grimes","Queiroz, L.P. de","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096","VIES032034",NA,NA,"48094","auto","2009",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"339","2020-04-27 16:09:42-03","UFES","VIES","32033","S","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Siqueira, G.S.","412","2008","05","02",NA,"Brasil",NA,NA,NA,"VIES032033",NA,NA,"(Gomes) Barneby & J.W.Grimes","Siqueira, G.S.","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096","VIES032033",NA,NA,"48094","auto","2008",NA,NA,"05","02",NA,NA,NA,NA,NA,NA
"340","2020-04-27 16:09:42-03","UFES","VIES","39741","S","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Morim, M.P.; Dutra, V. & Siqueira G.","587","2016","03","07",NA,"Brasil",NA,NA,NA,"VIES039741",NA,NA,"(Gomes) Barneby & J.W.Grimes","Morim, M.P.","Espírito Santo","Linhares","Reserva Natural Vale do Ro Doce.","-40.0722007751465","-19.3910999298096","VIES039741",NA,NA,"48094","auto","2016",NA,NA,"03","07",NA,NA,NA,NA,NA,NA
"341","2020-04-27 16:09:42-03","UFES","VIES","32032","S","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Luz, A.A. da","235","2004","09","29",NA,"Brasil",NA,NA,NA,"VIES032032",NA,NA,"(Gomes) Barneby & J.W.Grimes","Folli, D.A.","Minas Gerais","Itueta",NA,"-41.1702995300293","-19.3941993713379","VIES032032",NA,NA,"29671","auto","2004",NA,NA,"09","29",NA,NA,NA,NA,NA,NA
"342","2020-04-27 16:09:42-03","UFES","VIES","39749","S","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Baez C.; De Paula L.; Azevedo L. & Silva F.","546","2016","03","06",NA,"Brasil",NA,NA,NA,"VIES039749",NA,NA,"(Gomes) Barneby & J.W.Grimes","Limaa H.C.","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca.","-43.2075004577637","-22.9027996063232","VIES039749",NA,NA,"57442","auto","2016",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"343","2020-06-29 09:30:16-03","UFRRJ","RBR","8170","S","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","L.F.T. Menezes","1009","2002","02","01",NA,"Brasil",NA,NA,NA,"RBR00008170",NA,NA,"(Gomes) Barneby & J.W.Grimes",NA,"Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praia do Cajú.","-44.040599822998","-22.9596996307373",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2021-03-21 19:34:32-03","UFC","EAC","13622","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Ramalho, R.C.; Ramalho Campêlo, C.","2023","1982","11","14","Southern America","Brasil",NA,NA,NA,"EAC0013622","Dicotyledon",NA,"(Gomes) Barneby & Grimes","Lima, H.C.","Alagoas","Barra de Santo Antônio","Bosque Hotel Fazenda","-35.5071983337402","-9.40472030639648","EAC0013622",NA,NA,"19748","auto","2002",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"345","2021-03-21 19:34:32-03","UFC","EAC","24055","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Mendonça, N.T.","57","1996","04","02","Southern America","Brasil",NA,NA,"Árvore ca 8m alt.;, flor amarela; Mata atlântica em tabuleiro","EAC0024055","Dicotyledon",NA,"(Gomes) Barneby & Grimes","Lima, H.C.","Alagoas","Maceió","Reserva do IBAMA, Borda da encosta","-35.7352981567383","-9.6658296585083","EAC0024055",NA,NA,"34538","auto","2002",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"346","2021-03-21 19:34:32-03","UFC","EAC","20480","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Fernandes, A.; Matos, F.J.A.; Andrade, M.","EAC20480",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"EAC0020480","Dicotyledon",NA,"(Gomes) Barneby & Grimes","Fernandes, A.; Nunes, E.; Lima, H.C.","Bahia","Mucugê","entre Andarai e Mucugi","-41.3708000183105","-13.0052995681763","EAC0020480",NA,NA,"52493","auto","2002",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"347","2021-03-21 19:34:32-03","UFC","EAC","24357","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Fernandes, A.; Nunes, E.","EAC24357","1996","09","05","Southern America","Brasil",NA,NA,"Árvore","EAC0024357","Dicotyledon",NA,"(Gomes) Barneby & Grimes","Mansano, V.F.","Bahia","Palmeiras","Capão.","-41.5588989257812","-12.5289001464844","EAC0024357",NA,NA,"20767","auto","2008",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"348","2021-03-21 19:34:32-03","UFC","EAC","44703","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Silveira, E.R.","s.n.","2009","02","27","Southern America","Brasil",NA,NA,"Fruto marrom","EAC0044703","Dicotyledon",NA,"(Gomes) Barneby & Grimes","Guedes, M.L.","Bahia","Palmeiras","Cercado no caminho do Morro do Camelo","-41.5588989257812","-12.5289001464844","EAC0044703",NA,NA,"20767","auto","2009",NA,NA,"04","16",NA,NA,NA,NA,NA,NA
"349","2021-03-21 19:34:32-03","UFC","EAC","11391","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Fernandes, A.; Matos, F.J.A.","EAC11391","1982","05","18","Southern America","Brasil",NA,NA,"Mata","EAC0011391","Dicotyledon",NA,"(Gomes) Barneby & Grimes","Lima, H.C.","Bahia","Palmeiras","Estrda seabra, Tanquinho, perto do Riacho São João","-41.5588989257812","-12.5289001464844","EAC0011391",NA,NA,"20767","auto","2002",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA
"350","2021-03-21 19:34:32-03","UFC","EAC","6900","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Fernandes, A.; Matos, F.J.A.","EAC6900","1979","09","12","Southern America","Brasil",NA,NA,NA,"EAC0006900","Dicotyledon",NA,"(Gomes) Barneby & Grimes","Lima, H.C.","Paraíba","Bayeux","Margem da estrada Natal, J. Pessoa","-34.932201385498","-7.125","EAC0006900",NA,NA,"5601","auto","2002",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"351","2021-03-21 19:34:32-03","UFC","EAC","11670","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Fernandes, A.; Matos, F.J.A.","EAC11670","1982","09","27","Southern America","Brasil",NA,NA,NA,"EAC0011670","Dicotyledon",NA,"(Gomes) Barneby & Grimes","Lima, H.C.","Paraíba","Campina Grande","Estrada joão Pessoa, Campina Grande (40km)","-35.8810997009277","-7.23055982589722","EAC0011670",NA,NA,"41577","auto","2002",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"352","2021-03-21 19:34:32-03","UFC","EAC","19722","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Matos, F.J.A.","s.n.","1994","02","04","Southern America","Brasil",NA,NA,"Arbusto.","EAC0019722","Dicotyledon",NA,"(Gomes) Barneby & Grimes","Mansano, V.F.","Paraíba","João Pessoa",".","-34.8630981445312","-7.11499977111816","EAC0019722",NA,NA,"15975","auto","2008",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"353","2021-03-21 19:34:32-03","UFC","EAC","6681","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Fernandes, A.; Matos, F.J.A.","EAC6681","1979","07","06","Southern America","Brasil",NA,NA,"Arvoreta; Cerrado","EAC0006681","Dicotyledon",NA,"(Gomes) Barneby & Grimes","Lima, H.C.","Paraíba","Mamanguape",NA,"-35.1260986328125","-6.83861017227173","EAC0006681",NA,NA,"36853","auto","2002",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"354","2021-03-21 19:34:32-03","UFC","EAC","6935","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Castro, A.J.; Martins, P.; Nunes, E.","s.n.","1979","09","17","Southern America","Brasil",NA,NA,"Árvore ca 5 à 6m., flor branca; Cerrado","EAC0006935","Dicotyledon",NA,"(Gomes) Barneby & Grimes","Lima, H.C.","Paraíba","Mamanguape","BR101, Próximo ao km 60","-35.1260986328125","-6.83861017227173","EAC0006935",NA,NA,"36853","auto","2002",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA
"355","2020-12-21 16:25:04-03","MBM","MBM","343957","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, M.L.; et al.; et al.","13022","2006","12","21","Southern America","Brazil",NA,NA,"Árvore de ca. 5m. Folhas com folíolos cartáceos. Frutos passados. Mata estacional, antropizada","MBM343957",NA,NA,"(Gomes) Barn. & Grim.","Iganci, J.","Bahia","Piemonte da Diamantina","Miguel Calmon, entorno da entrada do Parque Sete Passagens. Ponto nº 215",NA,NA,"MBM343957",NA,NA,NA,NA,"2009",NA,NA,"06","17",NA,NA,NA,NA,NA,NA
"356","2020-12-21 16:25:04-03","MBM","MBM","346244","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, M.L.; et al.; et al.","14195","2008","03","15","Southern America","Brazil",NA,NA,"Campo rupestre. Árvore de ca. 5, de altura. Folhas com folíolos coriáceos, discolores. Frutos deiscentes, ferrugíneos.","MBM346244",NA,NA,"(Gomes) Barn. & Grim.","Guedes, M.L.","Bahia","Chapada Diamantina","Morro do Chapéu",NA,NA,"MBM346244",NA,NA,NA,NA,"2008",NA,NA,"04",NA,NA,NA,NA,NA,NA,NA
"357","2020-12-21 16:25:04-03","MBM","MBM","416907","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Ariati, V.; Bonaldi, R.A.; Daniel, V.; Lozano, E.D.; Bonaldi, R.A.; Daniel, V.; Lozano, E.D.","1620","2017","10",NA,"Southern America","Brazil",NA,NA,NA,"MBM416907",NA,NA,"(Gomes) Barneby & J.W. Grimes","Cordeiro, J.","Bahia","Alcobaça",NA,"-39.551389","-17.462778","MBM416907",NA,NA,NA,NA,"2018","-39.551389","-17.462778","11","01",NA,NA,NA,NA,NA,NA
"358","2020-12-21 16:25:04-03","MBM","MBM","425603","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Külkamp, J.","494","2018","04","20","Southern America","Brazil",NA,NA,"Árvore emergente com copa volumosa, frutos negros com porções ferrugíneas. Altura: 10 metros.; Em ambiente florestal, solo seco onde a vegetação não ultrapassa 10 metros.","MBM425603",NA,NA,"(Gomes) Barneby & J.W. Grimes","Guerra, E.","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, Alto da Boa vista. Mirante da Cachoeira","-43.279167","-22.960278",NA,"150","150",NA,NA,"2018","-43.279167","-22.960278","04","21",NA,NA,NA,NA,NA,NA
"359","2020-12-21 16:25:04-03","MBM","MBM","92306","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Hatschbach, G.","48345",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM092306",NA,NA,"(Gomes) Barn. & Grim.","Lewis, G.P.","Bahia","Andaraí","Rio Apiaba","-41.3314018249512","-12.8072004318237","MBM092306",NA,NA,"58558","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2020-12-21 16:25:04-03","MBM","MBM","284934","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Clara Ferreira, M.; et al.; et al.","975","1996","12","01","Southern America","Brazil",NA,NA,NA,"MBM284934",NA,NA,"(Gomes) Barn. & Grim.","Queiróz, L.P. de","Bahia","Esplanada","Fazenda do Bu","-37.9449996948242","-11.7960996627808","MBM284934",NA,NA,"51913","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","2020-12-21 16:25:04-03","MBM","MBM","160920","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Arbo, M.M.; et al.; et al.","5789",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM160920",NA,NA,"(Gomes) Barn. & Grim.","Barneby, R.","Bahia","Lençóis","8km S da Rod. BR-242","-41.3899993896484","-12.563099861145","MBM160920",NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","2020-12-21 16:25:04-03","MBM","MBM","168469","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Queiróz, L.P. de; et al.; et al.","3414",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM168469",NA,NA,"(Gomes) Barn. & Grim.","Queiróz, L.P. de","Bahia","Miguel Calmon","Serra das Palmeiras","-40.5950012207031","-11.4288997650146","MBM168469",NA,NA,"41248","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-12-21 16:25:04-03","MBM","MBM","236754","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","França, F.; et al.; et al.","2833",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM236754",NA,NA,"(Gomes) Barn. & Grim.","Queiróz, L.P. de","Bahia","Morro do Chapéu","11km W de Morro do Chapéu","-41.1561012268066","-11.5500001907349","MBM236754",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-12-21 16:25:04-03","MBM","MBM","186283","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Queiróz, L.P. de; et al.; et al.","3541",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM186283",NA,NA,"(Gomes) Barn. & Grim.","Barneby, R.","Bahia","Morro do Chapéu","12km E do Entroncamento para Cafarnaum na Rod. BA-052","-41.1561012268066","-11.5500001907349","MBM186283",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-12-21 16:25:03-03","MBM","MBM","138310","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Pinto, G.C.P.","9985A",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM138310",NA,NA,"(Gomes) Barn. & Grim.","Pinto, G.C.P.","Bahia","Morro do Chapéu","Morro do Chapéu","-41.1561012268066","-11.5500001907349","MBM138310",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2020-12-21 16:25:04-03","MBM","MBM","56638","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Hatschbach, G.","39622",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM056638",NA,NA,"(Gomes) Barn. & Grim.","Lewis, G.P.","Bahia","Morro do Chapéu","Morro do Chapéu, arredores","-41.1561012268066","-11.5500001907349","MBM056638",NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-12-21 16:25:03-03","MBM","MBM","149687","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","56880",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM149687",NA,NA,"(Gomes) Barn. & Grim.","Lewis, G.P.","Bahia","Mucugê","Santa Cruz","-41.3708000183105","-13.0052995681763","MBM149687",NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-12-21 16:25:04-03","MBM","MBM","164336","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Thomas, W.W.; et al.; et al.","9965",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM164336",NA,NA,"(Gomes) Barn. & Grim.","Lewis, G.P.","Bahia","Prado","10km N de Prado","-39.2207984924316","-17.341100692749","MBM164336",NA,NA,"53161","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-12-21 16:25:04-03","MBM","MBM","266170","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Nascimento, C.B.; et al.; et al.","42","1998","02","20","Southern America","Brazil",NA,NA,NA,"MBM266170",NA,NA,"(Gomes) Barn. & Grim.","Nascimento, C.B.","Bahia","Salvador","Bairro Stella Maris","-38.510799407959","-12.9710998535156","MBM266170",NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-12-21 16:25:04-03","MBM","MBM","71970","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Hatschbach, G.","44195",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM071970",NA,NA,"(Gomes) Barn. & Grim.","Lima, H.C. de","Bahia","Seabra","Rod. BR-242, 10km O de Seabra","-41.7703018188477","-12.4186000823975","MBM071970",NA,NA,"57155","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2020-12-21 16:25:04-03","MBM","MBM","168417","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Queiróz, L.P. de; et al.; et al.","3363",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM168417",NA,NA,"(Gomes) Barn. & Grim.","Queiróz, L.P. de","Bahia","Seabra","Seabra","-41.7703018188477","-12.4186000823975","MBM168417",NA,NA,"57155","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2020-12-21 16:25:04-03","MBM","MBM","164335","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Thomas, W.W.; et al.; et al.","9859",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM164335",NA,NA,"(Gomes) Barn. & Grim.","Lewis, G.P.","Bahia","Uruçuca","3km S de Serra grande","-39.2844009399414","-14.5930995941162","MBM164335",NA,NA,"33791","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2020-12-21 16:25:04-03","MBM","MBM","400838","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Freitas, G.B.; Miranda, C.A.B.; Aguiar, F.B.; Lima, R.; Miranda, C.A.B.; Aguiar, F.B.; Lima, R.","187","2006","10","18","Southern America","Brazil",NA,NA,"Arbusto. Flores com corola alva e estames alvos. Uso medicinal.","MBM400838",NA,NA,"(Gomes) Barneby & J.W. Grimes","Freitas, G.B.","Paraíba","Marcação","Aldeia Lagoa Grande","-35.0147018432617","-6.76999998092651","MBM400838",NA,NA,"9905","auto","2007",NA,NA,"01","17",NA,NA,NA,NA,NA,NA
"374","2020-12-21 16:25:04-03","MBM","MBM","314149","PreservedSpecimen","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Goirdano, L.C.; et al.; et al.","2059","1995","09","30","Southern America","Brazil",NA,NA,"Arvoreta com cerca de 4 metros de altura, semi-ciófila. Folíolos membranáceos, discolores. Botões verde-claro. Relevo íngreme.","MBM314149",NA,NA,"(Gomes) Barn. & Grim.",NA,"Rio de Janeiro","Parati","Trindade. Mata de encosta do caminho da Caixa dáAço para piscina natural","-44.7131004333496","-23.2178001403809","MBM314149",NA,NA,"34470","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2019-08-15 09:02:54-03","UESC","UESC","19198","S","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, M.L.","20517","2013","03","10",NA,"Brasil",NA,NA,"Área antropizada.; Arbusto: de ca. 3 m de altura.","UESC0019198",NA,NA,"(Gomes) Barneby & J.W.Grimes","Guedes, M.L.","Bahia","Morro do Chapeu",NA,"-41.162222","-11.507778",NA,"1068","1068",NA,NA,"2003","41W9'44''","11S30'28''","03",NA,NA,NA,NA,NA,NA,NA
"376","2019-08-15 09:02:54-03","UESC","UESC","19199","S","Plantae","Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Guedes, M.L.","20517","2013","03","10",NA,"Brasil",NA,NA,"Área antropizada.; Arbusto: de ca. 3 m de altura.","UESC0019199",NA,NA,"(Gomes) Barneby & J.W.Grimes","Guedes, M.L.","Bahia","Morro do Chapeu",NA,"-41.162222","-11.507778",NA,"1068","1068",NA,NA,"2003","41W9'44''","11S30'28''","03",NA,NA,NA,NA,NA,NA,NA
"377","2015-09-04 02:45:30-03","MNHN","RECOLNAT_MNHN_P","P02935553","PreservedSpecimen",NA,"Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02935553' target='other'> <mi>dwc_moreinfo</mi></a>","P02935553",NA,NA,"(Gomes) Barneby & J.W.Grimes",NA,"Rio de Janeiro",NA,NA,NA,NA,"P02935553_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"404",NA,NA,NA,NA
"378","2015-09-04 02:45:53-03","MNHN","RECOLNAT_MNHN_P","P02935555","PreservedSpecimen",NA,"Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Weddell, H.A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02935555' target='other'> <mi>dwc_moreinfo</mi></a>","P02935555",NA,NA,"(Gomes) Barneby & J.W.Grimes",NA,"Rio de Janeiro",NA,NA,NA,NA,"P02935555_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237",NA,NA,NA,NA
"379","2016-10-18 11:14:44-02","MNHN","RECOLNAT_MNHN_P","P01167527","PreservedSpecimen",NA,"Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","van den Berg, C.|et, al.",NA,"2004","4","6",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167527' target='other'> <mi>dwc_moreinfo</mi></a>","P01167527",NA,NA,"(Gomes) Barneby & J.W.Grimes","Queiroz","Bahia",NA,"Bahia, Palmeiras","-41.38333","-12.56667","P01167527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1400",NA,NA,NA,NA
"380","2016-03-17 12:22:28-03","MNHN","RECOLNAT_MNHN_P","P02875566","PreservedSpecimen",NA,"Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Harley, R.M.|Hage, J.L.|Carvalho, A.M.|Santos, E.B.|Nunes, J.M.S.|Bromley, G.L.",NA,"1980","6","2",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02875566' target='other'> <mi>dwc_moreinfo</mi></a>","P02875566",NA,NA,"(Gomes) Barneby & J.W.Grimes",NA,"Bahia","Morro do Chapéu","4km SW of the town of Morro do Chapeu on the road to Utinga.","-41.18333","-11.58333","P02875566_01","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22990",NA,NA,NA,NA
"381","2015-09-04 02:45:30-03","MNHN","RECOLNAT_MNHN_P","P02935551","PreservedSpecimen",NA,"Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Miers, J.",NA,"1878","7","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02935551' target='other'> <mi>dwc_moreinfo</mi></a>","P02935551",NA,NA,"(Gomes) Barneby & J.W.Grimes",NA,"Rio de Janeiro",NA,NA,NA,NA,"P02935551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2015-09-04 02:45:30-03","MNHN","RECOLNAT_MNHN_P","P02935552","PreservedSpecimen",NA,"Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Weddell, H.A.",NA,"1843","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02935552' target='other'> <mi>dwc_moreinfo</mi></a>","P02935552",NA,NA,"(Gomes) Barneby & J.W.Grimes",NA,NA,NA,"Environs de Rio de Janeiro.",NA,NA,"P02935552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237",NA,NA,NA,NA
"383","2015-12-11 16:40:59-02","MNHN","RECOLNAT_MNHN_P","P02935556","PreservedSpecimen",NA,"Fabaceae","Abarema","cochliacarpos","Abarema cochliacarpos","Weddell, H.A.",NA,"1843","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02935556' target='other'> <mi>dwc_moreinfo</mi></a>","P02935556",NA,NA,"(Gomes) Barneby & J.W.Grimes",NA,NA,NA,"Environs de Rio Janeiro.",NA,NA,"P02935556_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"237",NA,NA,NA,NA
