"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"334","2015-09-04 00:16:26-03","MNHN","RECOLNAT_MNHN_P","P00166390","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil",NA,"Rio de janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166390' target='other'> <mi>dwc_moreinfo</mi></a>","P00166390","P00166390_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"271",NA,NA
"335","2015-09-04 00:16:26-03","MNHN","RECOLNAT_MNHN_P","P00166391","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Glaziou, A.",NA,"1869","4","15",NA,"Brésil",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166391' target='other'> <mi>dwc_moreinfo</mi></a>","P00166391","P00166391_01","Chase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2015-09-03 23:58:22-03","MNHN","RECOLNAT_MNHN_P","P00166392","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Glaziou, A.",NA,"1874","3","16",NA,"Brésil",NA,"Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166392' target='other'> <mi>dwc_moreinfo</mi></a>","P00166392","P00166392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2015-09-03 23:42:41-03","MNHN","RECOLNAT_MNHN_P","P00166394","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Deyrich",NA,"1822","8",NA,NA,"Brésil",NA,"Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166394' target='other'> <mi>dwc_moreinfo</mi></a>","P00166394","P00166394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2015-09-05 12:28:51-03","MNHN","RECOLNAT_MNHN_P","P00507264","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Harley, R.M.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.|Pinheiro, R.",NA,"1974","3","1",NA,"Brazil",NA,"Serra da Jacobina. West of Estiva, ca. 12 km N.of Senhor do Bonfim on the BA 130 highway to Juazeiro","-40.25","-10.3","850",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507264' target='other'> <mi>dwc_moreinfo</mi></a>","P00507264","P00507264_01","Vega & Rugolo de Agrasar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16597",NA,NA
"339","2015-10-21 18:44:25-02","MNHN","RECOLNAT_MNHN_P","P00507265","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Harley, R.M.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.|Pinheiro, R.",NA,"1974","3","26",NA,"Brazil",NA,"Estado de Bahia. Coastal Zone.Belmonte, on S.W. outskirts of town","-38.88333","-15.86667",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00507265' target='other'> <mi>dwc_moreinfo</mi></a>","P00507265","P00507265_01","Vega & Rúgolo de Agrasar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17451",NA,NA
"340","2015-09-24 16:47:23-03","MNHN","RECOLNAT_MNHN_P","P00633906","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Rengger",NA,NA,NA,NA,NA,"Paraguay",NA,"s.loc.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00633906' target='other'> <mi>dwc_moreinfo</mi></a>","P00633906","P00633906_01","Chase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2021-03-24 17:18:20-03","UFMA","MAR","10632","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","13","2014","05","09",NA,"Brasil","Maranhão","UFMA - Meliponário","-44.306","-2.552222",NA,NA,NA,"Nome popular: Capim colchão",NA,NA,NA,"São Luís",NA,NA,NA,"44°18'21.6W","2°33'08.0S",NA,NA,NA,NA,NA,NA,NA
"342","2021-03-24 17:18:20-03","UFMA","MAR","9562","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","85","2015","02","10",NA,"Brasil","Maranhão","UFMA #?# Lago CCBS","-44.307333","-2.562056",NA,NA,NA,"Gluma I ausente. Gluma II com tricomas marginais.",NA,NA,NA,"São Luís",NA,NA,NA,"44º18'26.4W","02º33'43.4S",NA,NA,NA,NA,NA,NA,NA
"343","2021-03-24 17:18:20-03","UFMA","MAR","10535","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","301","2017","08","25",NA,"Brasil","Maranhão","Sitio Aguahy","-44.147917","-2.648861",NA,NA,NA,NA,NA,NA,"DIAS, K.N.L.","São José de Ribamar","2018","05","18","44º08'52.5W","2º38'55.9S",NA,NA,NA,NA,NA,NA,NA
"344","2021-03-24 17:18:20-03","UFMA","MAR","10534","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","201","2016","05","07",NA,"Brasil","Maranhão","Sitio Aguahy","-44.141639","-2.645056",NA,NA,NA,NA,NA,NA,NA,"São José de Ribamar",NA,NA,NA,"44º08'29.9W","2º38'42.2S",NA,NA,NA,NA,NA,NA,NA
"345","2021-03-24 17:18:20-03","UFMA","MAR","6861","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","35","2014","05","15",NA,"Brasil","Maranhão","Campus da UFMA-Meliponário","-44.302639","-2.551778",NA,NA,NA,"Espiguetas 2,4mm, lema nervado com trricomas marginais, gluma e pálea nulas",NA,NA,NA,"São Luís",NA,NA,NA,"44º18'9.5W","02º33'06.4S",NA,NA,NA,NA,NA,NA,NA
"346","2021-03-24 17:18:20-03","UFMA","MAR","8225","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","LIMA, G. P.","309","2014","06","07",NA,"Brasil","Maranhão","Praia de Panaquatira","-44.053833","-2.473056",NA,NA,NA,"Erva cespitosa; gluma esbranquiçada",NA,NA,"DIAS, K.N.","Paço do Lumiar",NA,NA,NA,"44º03'13.8W","02º28'23S",NA,NA,NA,NA,NA,NA,NA
"347","2021-03-24 17:18:20-03","UFMA","MAR","10653","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","33","2014","05","15",NA,"Brasil","Maranhão","UFMA - CCBS","-44.305472","-2.551917",NA,NA,NA,"Nome popular: Capim colchão",NA,NA,NA,"São Luís",NA,NA,NA,"44°18'19.7W","2°33'06.9S",NA,NA,NA,NA,NA,NA,NA
"348","2021-03-24 17:18:20-03","UFMA","MAR","10631","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","12","2014","05","09",NA,"Brasil","Maranhão","UFMA - Meliponário","-44.306","-2.552222",NA,NA,NA,"Nome popular: Capim colchão",NA,NA,NA,"São Luís",NA,NA,NA,"44°18'21.6W","2°33'08.0S",NA,NA,NA,NA,NA,NA,NA
"349","2021-03-24 17:18:20-03","UFMA","MAR","10525","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","32","2014","05","15",NA,"Brasil","Maranhão","UFMA - CCBS","-44.305472","-2.551917",NA,NA,NA,NA,NA,NA,NA,"São Luís",NA,NA,NA,"44°18'19.7W","2°33'06.9S",NA,NA,NA,NA,NA,NA,NA
"350","2021-03-24 17:18:20-03","UFMA","MAR","11472","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","GUTERRES, A.V.F.","210","2016","01","30",NA,"Brasil","Maranhão","Praia do Caúra","-44.047278","-2.554222",NA,NA,NA,"Erva; espigueta alongada; área de Restinga.",NA,NA,NA,"São José de Ribamar",NA,NA,NA,"44º02'50,2W","2º33'15.2S",NA,NA,NA,NA,NA,NA,NA
"351","2021-03-24 17:18:20-03","UFMA","MAR","10519","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","86","2015","02","10",NA,"Brasil","Maranhão","UFMA #?# Lagoa do Jambeiro","-44.307944","-2.56125",NA,NA,NA,NA,NA,NA,NA,"São Luís",NA,NA,NA,"44°18'28.6W","2°33'40.5S",NA,NA,NA,NA,NA,NA,NA
"352","2021-03-24 17:18:20-03","UFMA","MAR","10533","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","256","2017","02","03",NA,"Brasil","Maranhão","Praia da Guia","-44.341056","-2.531361",NA,NA,NA,NA,NA,NA,NA,"São Luís",NA,NA,NA,"44º20'27.8W","2º31'52.9S",NA,NA,NA,NA,NA,NA,NA
"353","2021-03-24 17:18:20-03","UFMA","MAR","10633","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","16","2014","05","09",NA,"Brasil","Maranhão","UFMA - Meliponário","-44.306","-2.552222",NA,NA,NA,"Nome popular: Capim colchão",NA,NA,NA,"São Luís",NA,NA,NA,"44°18'21.6W","2°33'08.0S",NA,NA,NA,NA,NA,NA,NA
"354","2021-03-24 17:18:20-03","UFMA","MAR","9144","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","AMORIM, G. S","66","2015","01","24",NA,"Brasil","Maranhão","Praia do Araçagy","-44.183694","-2.46375",NA,NA,NA,NA,NA,NA,NA,"Paço do Lumiar",NA,NA,NA,"44º11'01.3W","02º27'49.5S",NA,NA,NA,NA,NA,NA,NA
"355","2021-03-24 17:18:20-03","UFMA","MAR","10634","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","15","2014","05","09",NA,"Brasil","Maranhão","UFMA - Meliponário","-44.306","-2.552222",NA,NA,NA,"Nome popular: Capim colchão. Gluma I Ausente",NA,NA,NA,"São Luís",NA,NA,NA,"44°18'21.6W","2°33'08.0S",NA,NA,NA,NA,NA,NA,NA
"356","2021-03-24 17:18:20-03","UFMA","MAR","10630","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","6","2014","05","09",NA,"Brasil","Maranhão","UFMA - Meliponário","-44.306","-2.552222",NA,NA,NA,"Nome popular: Capim colchão",NA,NA,NA,"São Luís",NA,NA,NA,"44°18'21.6W","2°33'08.0S",NA,NA,NA,NA,NA,NA,NA
"357","2021-03-24 17:18:20-03","UFMA","MAR","10182","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","AMORIM, I. F. F","462","2016","03","27",NA,"Brasil","Maranhão","Dunas da praia do Araçagi","-44.181944","-2.465556",NA,NA,NA,"Espiguetas com 2,4mm, lema nervado com tricomas marginais, gluma e pálea nulas. Registro da fito T9P3",NA,NA,NA,"Paço do Lumiar",NA,NA,NA,"44º10'55W","2º27'56S",NA,NA,NA,NA,NA,NA,NA
"358","2021-03-24 17:18:20-03","UFMA","MAR","10671","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","7","2014","05","09",NA,"Brasil","Maranhão","UFMA - Meliponário","-44.306","-2.552222",NA,NA,NA,NA,NA,NA,NA,"São Luís",NA,NA,NA,"44°18'21.6W","2°33'08.0S",NA,NA,NA,NA,NA,NA,NA
"359","2021-03-24 17:18:20-03","UFMA","MAR","10629","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","5","2014","05","09",NA,"Brasil","Maranhão","UFMA - Meliponário","-44.306","-2.552222",NA,NA,NA,"Nome popular: Capim colchão",NA,NA,NA,"São Luís",NA,NA,NA,"44°18'21.6W","2°33'08.0S",NA,NA,NA,NA,NA,NA,NA
"360","2021-03-24 17:18:20-03","UFMA","MAR","8224","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","LIMA, G. P.","507","2014","11","16",NA,"Brasil","Maranhão","Praia de Panaquatira","-44.053833","-2.473056",NA,NA,NA,"Erva cespitosa e decumbente; face axial da lâmina foliar pilosa; gluma esbranquiçada",NA,NA,"DIAS, K.N.","Paço do Lumiar",NA,NA,NA,"44º03'13.8W","02º28'23S",NA,NA,NA,NA,NA,NA,NA
"361","2021-03-24 17:18:20-03","UFMA","MAR","9145","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","AMORIM, G. S","195","2015","06","25",NA,"Brasil","Maranhão","Praia do Araçagy","-44.183694","-2.46375",NA,NA,NA,NA,NA,NA,NA,"Paço do Lumiar",NA,NA,NA,"44º11'01.3W","02º27'49.5S",NA,NA,NA,NA,NA,NA,NA
"362","2021-03-24 17:18:20-03","UFMA","MAR","10654","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","34","2014","05","15",NA,"Brasil","Maranhão","UFMA - CCBS","-44.305472","-2.551917",NA,NA,NA,"Nome popular: Capim colchão",NA,NA,NA,"São Luís",NA,NA,NA,"44°18'19.7W","2°33'06.9S",NA,NA,NA,NA,NA,NA,NA
"363","2021-03-24 17:18:20-03","UFMA","MAR","7351","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","AMORIM, I. F. F","156","2014","04","26",NA,"Brasil","Maranhão","Praia de Araçagy","-44.181944","-2.465556",NA,NA,NA,"Espiguetas binadas com 3mm de comp., antecio II hermafrodita",NA,NA,NA,"Paço do Lumiar",NA,NA,NA,"44º10'55W","02º27'56S",NA,NA,NA,NA,NA,NA,NA
"364","2021-03-24 17:18:20-03","UFMA","MAR","10635","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","21","2014","05","09",NA,"Brasil","Maranhão","UFMA - Meliponário","-44.306","-2.552222",NA,NA,NA,"Nome popular: Capim colchão",NA,NA,NA,"São Luís",NA,NA,NA,"44°18'21.6W","2°33'08.0S",NA,NA,NA,NA,NA,NA,NA
"365","2021-03-24 17:18:20-03","UFMA","MAR","10551","S","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","DIAS, K. N. L","111","2015","05","23",NA,"Brasil","Maranhão","Sitio Ecologico de Buritirana","-44.847667","-2.639667",NA,NA,NA,"Gluma I ausente",NA,NA,NA,"Peri Mirim",NA,NA,NA,"44º50'51.6W","2º38'22.8S",NA,NA,NA,NA,NA,NA,NA
"366","2020-05-25 15:13:54-03","FSU","FSU","000066509","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","George Eiten, Liene T. Eiten","3941",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2008-05-27 22:02:00-03","MO","MOBOT","2851987","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Pérez","Perez 129","1976",NA,NA,"South America","Argentina","Corrientes","Santa Ana.","-57.93333","-30.9",NA,NA,NA,NA,NA,NA,"F.O. Zuloaga","San Cosme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2008-05-27 22:02:00-03","MO","MOBOT","2851933","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","J.J. Strudwick","Strudwick 3400","1981","7","22","South America","Brazil","Pará","Macau airstrip, 1 1/2 hrs. upstream from Lageira airstrip, on Rio Maicuru, Short, cut-over vegetation, domestic area near airstrip.","-54.43333","0.91666","243.84000000",NA,NA,NA,NA,NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2009-06-25 21:29:00-03","MO","MOBOT","2852717","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2015-08-13 05:51:00-03","MO","MOBOT","2850356","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","A.S. Hitchcock","Hitchcock 16603","1919","11","1","South America","Guyana",NA,"Georgetown: Weed in shady soil.",NA,NA,NA,NA,NA,NA,NA,NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2011-02-25 16:06:00-03","MO","MOBOT","2850390","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","E. Essed","Essed 23","1914",NA,NA,"South America","Suriname","Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amshoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2008-05-27 22:02:00-03","MO","MOBOT","231431","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Baltasar Trujillo","Trujillo 2407",NA,NA,NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2008-05-27 22:02:00-03","MO","MOBOT","1001497","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","H. van der Werff","van der Werff 938","1974","5",NA,"South America","Ecuador","Galapagos","along old road to Bellavista",NA,NA,"91.00000000",NA,NA,NA,NA,NA,"H.H. van der werff","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2017-09-26 13:15:00-03","MO","MOBOT","100252148","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Manuel Rimachi Y.","Rimachi Y. 4822","1980","2","29","South America","Peru","Loreto","Dtto. Iquitos. Rio Nanay, Carretera de Picuruyacu below Bellavista, uplands over white sand.",NA,NA,"160.00000000",NA,NA,NA,NA,NA,"S. McDaniel","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"375","2014-01-16 12:18:00-02","MO","MOBOT","100664385","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Shingo Nozawa","Nozawa 946B","2005","12","28","South America","Venezuela","Táchira","San Antonio del Táchira. Jardín del Edif. Sakura al frente de la Plaza Miranda.","-72.4405555","7.8155556","438.00000000",NA,NA,NA,NA,NA,"S. Nozawa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"376","2014-04-04 10:59:00-03","MO","MOBOT","1356821","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Michael H. Nee","Nee 48379","1998","2","20","South America","Bolivia","Santa Cruz","Highway from Santa Cruz to Cotoca, 1 km E of Pampa de la Isla. Weedy roadside with Sida, etc.","-63.1","-17.7666667","390.00000000",NA,NA,NA,NA,NA,"G. Davidse (MO)","Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"377","2008-05-27 22:02:00-03","MO","MOBOT","1356851","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Benkt Sparre","Sparre 13091","1966","11","23","South America","Ecuador","Napo","Santa Cecilia between airfield and Muñoz landia.",NA,NA,"270.00000000",NA,NA,NA,NA,NA,"G. Davidse (MO)","Aguarico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2018-02-11 05:24:00-02","MO","MOBOT","1356863","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Jorge E. Ramos|L. H. Ramos|et al.","Ramos Pérez 2832","1990","10","14","South America","Colombia","Valle del Cauca","Madre Vieja a la orilla del rio Cauca, Ingenio La Carmelita, en las bombas en la via Yotoco-Riofrío, ca. 30 minutes de Mediacanoa.",NA,NA,"900.00000000",NA,NA,NA,NA,NA,"G. Davidse (MO)","Yotoco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2008-05-27 22:02:00-03","MO","MOBOT","1356873","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Michael H. Nee","Nee 44549","1994","1","20","South America","Bolivia","Santa Cruz","7 km. ENE of center of Cotoca. Very flat, sandy, mostly fields with unplanted windbreaks, cleared from original deciduous subtropical forest for fields of soybeans, etc. With Acrocomia totai, Albizia niopoides, etc.","-62.93333","-17.74444","340.00000000",NA,NA,NA,NA,NA,"G. Davidse (MO)","Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2008-05-27 22:02:00-03","MO","MOBOT","222213","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Osvaldo Morrone|José F. Pensiero","Morrone 130","1992","4","23","South America","Paraguay","Cordillera","16 km. de Piribebuy, camino a Paraguari. Camino lateral a la ruta 1.","-57","-25.5",NA,NA,NA,NA,NA,NA,"G. Davidse, 1997 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2",NA
"381","2008-05-27 22:02:00-03","MO","MOBOT","1356880","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Michael H. Nee","Nee 43150","1992","12","18","South America","Bolivia","Santa Cruz","13 km (by air) NE of Cotoca, 2-3 km N of Quebrada Cotoca on road to El Pauro. Brushy roadside on flat, fine-sandy or clay soil, originally subtropical semi-deciduous forest with Acrocomia totai, now mostly cleared for crops.","-62.91666","-17.68333","325.00000000",NA,NA,NA,NA,NA,"G. Davidse (MO)","Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","2008-05-27 22:02:00-03","MO","MOBOT","1356887","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Bonifacio Mostacedo C.","Mostacedo C. 348","1992","6","8","South America","Bolivia","Santa Cruz","I.I.A. El Vallecito a 8 km de la ciudad de Santa Cruz por la Carret. al Norte y 2 km hacia el Este.","-63.18333","-17.7","420.00000000",NA,NA,NA,NA,NA,"G. Davidse","Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2008-05-27 22:02:00-03","MO","MOBOT","1357016","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 29521","1987","8","20","South America","Peru","Loreto","Dtto. Iquitos. Carretera Iquitos-Nauta, km 6. Local in opening in sandy disturbed uplands.",NA,NA,"120.00000000","150.00000000",NA,NA,NA,NA,"G. Davidse (MO)","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","2008-05-27 22:02:00-03","MO","MOBOT","1480752","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Winfried Meier","Meier 2502","1992","7","24","South America","Venezuela","Distrito Federal","Alrededores de Osma, 7 km distancia aerea al este de Los Caracas","-66.51666","10.61666","200.00000000","250.00000000",NA,NA,NA,NA,"Gerrit Davidse, Oct. 2000 (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","2008-05-27 22:02:00-03","MO","MOBOT","1526574","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Michael H. Nee","Nee 33986","1987","2","4","South America","Bolivia","Santa Cruz","12 km. E of center of Santa Cruz, on road to Cotoca. Disturbed areas around roads and construction sites, the soil fine sandy and silty, formerly subtropical semi-deciduous forest with Anadenanthera macrocarpa, Gallesia integrifolia, Rhamnidium elaeocarpum.","-63.06666","-17.76666","375.00000000",NA,NA,NA,NA,NA,"E. Judziewicz","Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2008-05-27 22:02:00-03","MO","MOBOT","1735252","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Gerrit Davidse","Davidse 3171","1971","11","18","South America","Venezuela","Barinas","35 km SW of the Mérida intersaction (which is just outside of Barinas) along road to Santa Barbara; at the Las Palmas bridge; sandy river bank.",NA,NA,"200.00000000",NA,NA,NA,NA,NA,"Gerrit Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"614","3",NA
"387","2013-10-05 06:33:00-03","MO","MOBOT","1823494","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Gerrit Davidse|Ángel C. González","Davidse 13644","1977","6","6","South America","Venezuela","Miranda","Distrito Páez; near the upper limit of the flood basin of the El Guapo Represa below the junction of the Río Guapo and Río Guayas, ca. 11 km SW (in straight line) of El Guape; forested canyon bottom along the Río Guapo.",NA,NA,"120.00000000",NA,NA,NA,NA,NA,"Gerrit Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1279",NA,NA
"388","2008-05-27 22:02:00-03","MO","MOBOT","1837285","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","horizontalis","Digitaria horizontalis","Willd.","Hugh C. Cutler","Cutler 7674","1942","12","21","South America","Bolivia","Beni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vaca Diez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
