"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1551443","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","P. L. R. de Moraes",NA,NA,NA,"L. O. A. Teixeira","1343","1982","06","23","Brazil","Amazonas","Humaitá","Estrada Humaitá-Jacarecanga, Km 150 a 64 Km ao Sul","-63.0206","-7.5061",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1304247' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551443","NY01551443_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","469452","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","I. de Vattimo",NA,NA,NA,"L. B. Smith","15008","1965","01","23","Brazil","Santa Catarina","Campo Alegre","3-4km east of Campo Alegre","-49.23","-26.22",NA,NA,"850","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469452","NY00469452_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00918331","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","J. B. Baitello",NA,NA,NA,"G. M. Araújo","733","1990","07","27","Brazil","Minas Gerais","Uberlândia","Fazenda Experimental do Glória, Uberlândia.","-48.2769","-18.9186",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986878' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918331","NY00918331_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","469447","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"A. F. M. Glaziou","18460","1891","01","11","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469447","NY00469447_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00918330","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","H. H. van der Werff",NA,NA,NA,"G. G. Hatschbach","26024","1971","01","22","Brazil","Mato Grosso do Sul","Bataguaçú","Rod. Br 267","-52.4219","-21.7144",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986876' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918330","NY00918330_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","469440","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","H. H. van der Werff",NA,NA,NA,"R. Kummrow","1441","1981","02","04","Brazil","Paraná","Piraquara","Capoeira","-49.0631","-25.4419",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116653' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469440","NY00469440_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01067296","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","A. Quinet",NA,NA,NA,"R. C. Forzza","3135","2004","03","10","Brazil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca, Mata Grande","-43.88433","-21.70183",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206116' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067296","NY01067296_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","469449","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"A. F. M. Glaziou","17743",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469449","NY00469449_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02103737","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","H. H. van der Werff",NA,NA,NA,"J. G. Jardim","4452","2005","02","13","Brazil","Bahia","Camacan","RPPN Serra Bonita, 9,7 km W de Camacan na estrada para Jacareci, entrada para a RPPN e Torre de transmissão, ca. 6 km da entrada","-39.5653","-15.3917",NA,NA,"835","835","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2157332' target='other'> <mi>dwc_moreinfo</mi></a>","NY02103737","NY02103737_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1016814","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","J. G. Rohwer",NA,NA,NA,"J. Cordeiro","1678","1999","12","28","Brazil","Santa Catarina","Campo Alegre","Subida à Serra Quiriri.","-49.2656","-26.1925",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193462' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016814","NY01016814_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02423577","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"M. L. Brotto","702","2011","05","29","Brazil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá","-52.8678","-22.6197",NA,NA,"320",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669088' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423577","NY02423577_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","469375","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"A. C. Filho","2183","1984","01","04","Brazil","São Paulo","Salesópolis","Biritiba Mirim, Estaçao Biologica de Boraceia","-45.875","-23.642",NA,NA,"890","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469375","NY00469375_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","469371","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"G. G. Hatschbach","48235","1984","09","15","Brazil","Bahia","Mucugê","Mucuge, rodovia para Andaraí, entre km 5-15","-41.3706","-13.0056",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614107' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469371",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","469435","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"P. K. H. Dusén","7485","1909","01","04","Brazil","Paraná","Ipiranga","Ypiranga","-50.5842","-25.0242",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469435","NY00469435_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","469453","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","J. B. Baitello",NA,NA,NA,"F. C. Hoehne",NA,"1931","12","21","Brazil","São Paulo","Sao Paulo","Capital, nativo no Jardim Botanico (Parque do Estado)","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116649' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469453","NY00469453_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","469441","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","I. de Vattimo",NA,NA,NA,"G. G. Hatschbach","11924","1964","12","13","Brazil","Paraná","Piraí do Sul","Joaquim Murtinho","-49.9483","-24.5261",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469441","NY00469441_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","469443","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","41929","1979","01","18","Brazil","Paraná","Contenda","Rod. do Xisto","-49.5344","-25.6758",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469443","NY00469443_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","469450","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"A. F. M. Glaziou",NA,NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469450","NY00469450_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 21:39:00-03","NY","NYBG","00918328","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa",NA,"J. B. Baitello",NA,NA,NA,"A. Macedo","623","1944","12","11","Brazil","Minas Gerais","Ituiutaba","S. Terezinha.","-49.465","-18.9692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986850' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918328","NY00918328_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","469372","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"D. A. Estevan","48","1999","10","16","Brazil","Paraná","Curiúva","Sitio Torre Alta. Curiuva","-50.4581","-24.0325",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=614106' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469372","NY00469372_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","469446","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"C. V. Roderjan","1099","1993","05","12","Brazil","Paraná","Quatro Barras","Morro Anhangava","-49.0767","-25.3658",NA,NA,"1120","1120","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469446","NY00469446_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1551664","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","J. G. Rohwer",NA,NA,NA,"Illegible collector name","76","1880",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275610' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551664","NY01551664_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","469442","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","39963","1977","05","28","Brazil","Paraná","Arapoti","Rio das Cinzas","-49.8267","-24.1581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469442","NY00469442_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00918318","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","J. B. Baitello",NA,NA,NA,"P. Clausen","207","1838",NA,NA,"Brazil","Minas Gerais",NA,"Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918318","NY00918318_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 21:39:00-03","NY","NYBG","00918326","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa",NA,"I. de Vattimo",NA,NA,NA,"A. P. Duarte","2955","1950","08","27","Brazil","Minas Gerais","Patos de Minas","Cascata.","-46.5181","-18.5792",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918326","NY00918326_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01282050","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","H. H. van der Werff",NA,NA,NA,"J. G. Jardim","5030","2007","05","04","Brazil","Bahia","Wenceslau Guimarães","Estação Ecológica Estadual Nova Esperança; trilha para o Pico do Urubu, parte superior","-39.7231","-13.5819",NA,NA,"700","814","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1488747' target='other'> <mi>dwc_moreinfo</mi></a>","NY01282050",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00918322","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"E. P. Heringer","1579","1979","06","19","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu, córrego Papuda.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918322","NY00918322_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1144636","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"R. C. Forzza","3678","2004","11","24","Brazil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca, mata do Monjolinho.","-43.88","-21.7",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1297148' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144636","NY01144636_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","469462","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","J. B. Baitello",NA,NA,NA,"I. Silberbauer-Gottsberger","936","1971","01","22","Brazil","São Paulo","Botucatu","18km north of Botucatu, (14km east of Sao Manuel). Along the S. Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio","-48.42","-22.75",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469462","NY00469462_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","469451","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","I. de Vattimo",NA,NA,NA,"L. B. Smith","8491","1956","12","09","Brazil","Santa Catarina","Campo Alegre","Pinheiral by Rio Negro at base of Morro Iqueririm","-49.2656","-26.1925",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469451","NY00469451_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00918332","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez",NA,NA,NA,NA,"FEEP","416","1992","11","20","Brazil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Uberlândia.","-48.2769","-18.9186",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918332","NY00918332_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00918319","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","C. K. Allen",NA,NA,NA,"P. Clausen","216","1838",NA,NA,"Brazil","Minas Gerais",NA,"Brésil (Minas Geraes)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918319","NY00918319_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","469438","PreservedSpecimen","Plantae","Lauraceae","Ocotea","corymbosa","Ocotea corymbosa","(Meisn.) Mez","I. de Vattimo",NA,NA,NA,"O. Roppa","873","1967","01","05","Brazil","Minas Gerais","Poços de Caldas","Poços e Caldas, Morro do Ferro","-46.5614","-21.7881",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=116657' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469438","NY00469438_01",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA
