"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","infraspecificEpithet","typeStatus","sex"
"11","2020-02-08 10:01:46-03","NBC","NL-BOTANY","L.2478757","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.",NA,"Klein RM",NA,"1963","10","28","Southern America","Brazil",NA,NA,"Santa Catarina, Palmares, Campos Novos. Banhado.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2478757 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2478757","NL-L2478757",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:01:46-03","NBC","NL-BOTANY","L.2478758","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.",NA,"Reitz R; Klein RM",NA,"1962","12","17","Southern America","Brazil",NA,NA,"Santa Catarina, Morro do Pinheiro Sêco, Lajes. Banhado de campo.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2478758 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2478758","NL-L2478758",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:01:52-03","NBC","NL-BOTANY","U.1363415","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.",NA,"Lindeman JC; Haas JH de",NA,"1966","12","28","Southern America","Brazil",NA,NA,"Est. Rio Grande do Sul Ca. 10 km S. of Vacaria, 219 km N. of Porto Alegre.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1363415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1363415","NL-U1363415",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:01:52-03","NBC","NL-BOTANY","WAG.1070823","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.",NA,"Kummrow R; Cordeiro J",NA,"1987","12","29","Southern America","Brazil",NA,NA,"Rod. BR-376, Rio Miringuava (mun. São José dos Pinhais) Paraná.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1070823 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1070823","NL-WAG1070823",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:01:52-03","NBC","NL-BOTANY","WAG.1305768","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","varia","Cuphea varia","Koehne ex Bacig.",NA,"Pedersen TM",NA,"1995","01","21","Southern America","Uruguay","Rivera",NA,"Cuñapirú.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1305768 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1305768","NL-WAG1305768",NA,NA,NA,"Magnoliopsidae","WAG0075280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 10:56:02-03","ESALQ","ESA","137046","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","varia","Cuphea varia","Bacig.","E. Barboza","J.M. Silva","8486.0","2013","11","01",NA,"Brasil","Paraná","Tijucas do Sul","Bruna","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"ESA137046",NA,"2014","25228","auto",NA,NA,"05","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-19 08:15:21-03","FPS","FPS","3708","MachineObservation","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Bacig.","Schwirkowski, P.","Schwirkowski, P.","3135","2018","10","27",NA,"Brasil","Santa Catarina","Campo Alegre","Bairro Fragosos, Rua Generoso Fragoso","-49.370269","-26.158669",NA,NA,NA,"<ll>dwc_commonname:</ll> Sete-sangrias","FPS03708,FURB63599","FPS03708_v01 FPS03708_v02 FPS03708_v03 FPS03708_v04 FPS03708_v05 FPS03708_v06 FPS03708_v07 FPS03708_v08 FURB63599","2018",NA,NA,NA,"FURB 63599","10","27","-49.370269","-26.158669","voucher",NA,NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:31:03-03","IAP","PACA-AGP","8946","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1942","01","15",NA,"Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"Habitat: In paludosis Fenofase: fl.","PACA008946",NA,"2014","55856","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:31:03-03","IAP","PACA-AGP","8514","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1942","01","13",NA,"Brasil","RS","Bom Jesus","Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Habitat: In paludosis alte dumetosis Fenofase: fr.","PACA008514",NA,"2014","55856","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:31:03-03","IAP","PACA-AGP","28821","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Emrich, K.",NA,"1945","03",NA,NA,"Brasil","RS","Canoas","Caracol","-51.1836013793945","-29.9178009033203",NA,NA,NA,"Habitat: In paludosis Fenofase: fl.","PACA028821",NA,"2014","8037","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:31:03-03","IAP","PACA-AGP","44688","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1949","12","03",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Habitat: In paludosis dumetosis Fenofase: fl.","PACA044688",NA,"2014","49662","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:31:03-03","IAP","PACA-AGP","60652.1","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Camargo, O. R.","2510","1957","11","12",NA,"Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,"Habitat: In paludosis Fenofase: fl.","PACA060652-1",NA,"2014","19545","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:31:03-03","IAP","PACA-AGP","45691","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1950","02","07",NA,"Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,"Habitat: Dumetosis Fenofase: fl.","PACA045691",NA,"2014","19545","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:31:03-03","IAP","PACA-AGP","26228","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1945","01",NA,NA,"Brasil","RS","Quaraí","Faz. Do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,"Habitat: In paludosis dumetosis Fenofase: fl.","PACA026228",NA,"2014","74636","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:31:03-03","IAP","PACA-AGP","4532","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M.G.","Rambo, B.",NA,"1941","02","08",NA,"Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: In palude Fenofase: fl.","PACA004532",NA,"2014","76715","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:31:03-03","IAP","PACA-AGP","51850","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1952","01","14",NA,"Brasil","RS","Bom Jesus","Passo da Guarda","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Habitat: In paludosis hebosis Fenofase: fl.fr.","PACA051850",NA,"2014","55856","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:31:03-03","IAP","PACA-AGP","33354","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Emrich, K.",NA,"1954","02","12",NA,"Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,"Habitat: In paludosis Fenofase: fl.","PACA033354",NA,"2014","16452","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:31:03-03","IAP","PACA-AGP","35860","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Emrich, K.",NA,"1947","02","13",NA,"Brasil","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,NA,"Habitat: In paludosis Fenofase: fl.","PACA035860",NA,"2014","16452","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:31:03-03","IAP","PACA-AGP","6585","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M.G.","Rambo, B.",NA,"1940","11","10",NA,"Brasil","RS","Nova Petrópolis","Próximo de Caí","-51.1143989562988","-29.3763999938965",NA,NA,NA,"Habitat: In paludosis Fenofase: fl.","PACA006585",NA,"2014","14669","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:31:03-03","IAP","PACA-AGP","62461","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","facco, M. G.","Camargo, O. R.","2223","1957","10","20",NA,"Brasil","RS","Passo Fundo",NA,"-52.4067001342773","-28.2628002166748",NA,NA,NA,"Habitat: In pludosis Fenofase: fl.","PACA062461",NA,"2014","25060","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:31:03-03","IAP","PACA-AGP","63813","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Sacco, J. C.","56","1949","09",NA,NA,"Brasil","RS","Passo Fundo",NA,"-52.4067001342773","-28.2628002166748",NA,NA,NA,"Habitat: In paludosis Fenofase: fl.","PACA063813",NA,"2014","25060","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:31:03-03","IAP","PACA-AGP","26224","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1945","01",NA,NA,"Brasil","RS","Quaraí","Faz. Do Jarau","-56.4514007568359","-30.3875007629395",NA,NA,NA,"Habitat: In paludosis Fenofase: fl.","PACA026224",NA,"2014","74636","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:31:03-03","IAP","PACA-AGP","50545","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M.G.","Sehnem, A.","4090","1949","03","18",NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525","850","850",NA,"Habitat: Ad rivulum","PACA050545",NA,"2015","76715","auto","Magnoliatae",NA,"04","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:31:03-03","IAP","PACA-AGP","2802","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco. M. G.","Rambo, B.",NA,"1937","01","14",NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: In paludosis dumetosis","PACA002802",NA,"2014","76715","auto","Magnoliatae",NA,"12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:31:03-03","IAP","PACA-AGP","4453","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1941","02","06",NA,"Brasil","RS","São Francisco de Paula","Cambará","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: In paludosis alte dumetosis Fenofase: fl.","PACA004453",NA,"2014","76715","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:31:03-03","IAP","PACA-AGP","4279","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1941","02","06",NA,"Brasil","RS","São Francisco de Paula","Cambará","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: in paludosis graminosis Fenofase: fl.fr.","PACA004279",NA,"2014","76715","auto","Magnoliatae",NA,"12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:31:03-03","IAP","PACA-AGP","36515","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M.G.","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","São Francisco de Paula","Cambará","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: In paludosis alte dumetosis Fenofase: fl.","PACA036515",NA,"2014","76715","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:31:03-03","IAP","PACA-AGP","11582","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Buck, P.",NA,"1944","01",NA,NA,"Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: In paludosis dumetosis Fenofase: fl.","PACA011582",NA,"2014","76715","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:31:03-03","IAP","PACA-AGP","108966","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M.G.","Sehnem, A.","17149","1980","12","23",NA,"Brasil","RS","São Francisco de Paula","Itaimbezinho","-50.5835990905762","-29.4480991363525","900","900",NA,"Habitat: herba in campestris humidis","PACA108966",NA,"2014","76715","auto","Magnoliatae",NA,"12","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:31:03-03","IAP","PACA-AGP","52076","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1952","02","20",NA,"Brasil","RS","São Francisco de Paula","Jaquirana","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: In paludosis herbosis Fenofase: fl.fr.","PACA052076",NA,"2014","76715","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:31:03-03","IAP","PACA-AGP","32205","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1946","02","14",NA,"Brasil","RS","São Francisco de Paula","Taimbesinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: In palude Fenofase: fl.","PACA032205",NA,"2014","76715","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:31:03-03","IAP","PACA-AGP","45581","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M.G.","Rambo, B.",NA,"1950","01","30",NA,"Brasil","RS","São Francisco de Paula","Taimbesinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: In paludosis dumetosis Fenofase: fl.","PACA045581",NA,"2014","76715","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:31:03-03","IAP","PACA-AGP","34665","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","facco, M. G.","Rambo, B.",NA,"1946","12","30",NA,"Brasil","RS","Vacaria","Faz. Da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,"Habitat: In paludosis dumetosis Fenofase: fl.fr.","PACA034665",NA,"2014","63451","auto","Magnoliatae",NA,"12","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:31:03-03","IAP","PACA-AGP","51485","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Koehne ex Bacig.","Facco, M. G.","Rambo, B.",NA,"1951","12","26",NA,"Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,NA,NA,"Habitat: In paludosis herbosis Fenofase: fl.fr.","PACA051485",NA,NA,"63451","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:18:08-03","UFV","VIC","4794","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Bacig.","Louteig, A.","Dombrowski, L.T.","2156","1966",NA,NA,NA,"Brasil","Paraná","Curitiba","Mandirituba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Freguente em local úmido.","VIC004794",NA,"1987","25180","auto",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-27 13:49:53-03","UFS","ASE","40261","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lythraceae","Cuphea","lindmaniana","Cuphea lindmaniana","Bacig.","Pasini, E","Gonzatti, F","1351","2014","11","08","Southern America","Brasil","Rio Grande do Sul","Esmeralda","Linha Santa Teresinha","-51.190299","-28.0536",NA,NA,NA,"no campo","ASE0041778",NA,"2015",NA,NA,NA,NA,"01",NA,"-51.190299","-28.0536",NA,NA,NA,NA,NA,NA,NA,NA
