"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","stateProvince","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00996962","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","P. C. Hutchinson","Y. E. J. Mexia","4129","1929","12","19","Brazil","Viçosa","Agricultural College lands. Experimental Garden; brought in from hills close by.","-42.868031","-20.7613428",NA,NA,"680","680","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996962","NY00996962_01",NA,NA,NA,"Minas Gerais","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02098064","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","P. A. Meyers","W. W. Thomas","13511","2003","07","24","Brazil","Itororó","Fazenda Santa Ana, 14.4 km SW of Itaju do Colônia on road to Rio do Meio, then 2.7 km to edge of forest.","-39.8325","-15.1503",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641473' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098064","NY02098064_01",NA,NA,NA,"Bahia","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3889965","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"B. K. Holst","2297","1985","09","29","Venezuela",NA,"8-9 km from the redoma at Cata Beach, SW towards Cuyaga","-68.7","10.48",NA,NA,"400",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4181158' target='other'> <mi>dwc_moreinfo</mi></a>","NY03889965","NY03889965_01",NA,NA,NA,"Aragua","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00996963","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","P. C. Hutchinson","Y. E. J. Mexia","4804","1930","06","27","Brazil","Viçosa","Road to São Miguel, km 4.5; northeast border woods in partial shade.","-42.8817","-20.7542",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140566' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996963","NY00996963_01",NA,NA,NA,"Minas Gerais","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 01:19:00-03","NY","NYBG","1495920","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata",NA,NA,"W. E. Broadway","4290","1912","10","15","Trinidad and Tobago",NA,"Tobago. Shililery Road. Windward growing over shrubs.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1734790' target='other'> <mi>dwc_moreinfo</mi></a>","NY01495920","NY01495920_01",NA,NA,NA,NA,"Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","645469","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","S. M. Silva","S. B. Mikich","s.n.","1996","01","15","Brazil","Fênix","Parque Estadual Vila Rica","-52.45","-23.4",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645469","NY00645469_01",NA,NA,NA,"Paraná","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00996964","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"N. P. Taylor","753","1990","12","13","Brazil","Iapu","na rod. BR 458, 14 km W do acesso para a cidade.","-42.2178","-19.4367",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996964","NY00996964_01",NA,NA,NA,"Minas Gerais","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","645464","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","N. P. Taylor; D. C. Zappi","K. Mizoguchi","1016","1979","03","06","Brazil","Jandira","Near Oomoto Aizendo, Jandira","-46.9025","-23.5278",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645464","NY00645464_01",NA,NA,NA,"São Paulo","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","645477","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","N. P. Taylor","H. C. de Lima","2917","1987","05","10","Brazil",NA,"Estrada Rodovia do Sol, entroncamento p/Marataizes, próx. a Pontal",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645477","NY00645477_01 NY00645477_02",NA,NA,NA,"Espírito Santo","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00996961","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","J. A. Kallunki","M. G. A. Lobo","337","1983","04","02","Brazil","Santa Luzia","Faz. Agripecada Varig. margem esquerda do Rio Pindaré.","-45.6581","-3.9633",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140537' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996961","NY00996961_01 NY00996961_02",NA,NA,NA,"Maranhão","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","645465","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"B. E. Leuenberger","3103","1983","04","25","Brazil","Ilhéus","Km. 22 da estrada ILheus - Itabuna. CEPEC","-39.2273659","-14.771874",NA,NA,NA,NA,"Fotos. Alkoholmaterial (B) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645465","NY00645465_01",NA,NA,NA,"Bahia","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","645475","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","A. N. Lima","P. P. Jovin","435","1979","03","04","Brazil","Casimiro de Abreu","Restinga entre Barra de Sao Joao e Rio das Ostras","-42.2042","-22.4808",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645475","NY00645475_01",NA,NA,NA,"Rio de Janeiro","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","645466","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","B. E. Leuenberger","J. N. Rose","20069","1915","06","27","Brazil",NA,"Vicinity of Toca de Onca",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645466","NY00645466_01",NA,NA,NA,"Bahia","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","645463","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","W. W. Thomas","W. W. Thomas","10407","1994","05","20","Brazil","Uruçuca","Uruçuca, Escola Media de Agropecuaria da RegiÔo Cacaueria Reserva Gregório Bondar","-39.2842","-14.6033",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72713' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645463","NY00645463_01",NA,NA,NA,"Bahia","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-27 04:04:00-03","NY","NYBG","645480","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata",NA,"T. M. Pedersen","T. M. Pedersen","13372","1982","03","15","Argentina","Mburucuyá","Estancia Santa Maria",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645480","NY00645480_01",NA,NA,NA,"Corrientes","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 02:49:00-03","NY","NYBG","645478","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata",NA,"R. Kiesling","E. M. Zardini","35044","1993","02","10","Paraguay",NA,"National Park Ybycu'i. Northwestern corner of park","-56.87","-26.05",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645478","NY00645478_01",NA,NA,NA,"Paraguarí","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","645476","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","N. P. Taylor","P. I. Oliveira","878","1985","03","18","Brazil","Curitiba","Horto Guabirotuba","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271757' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645476","NY00645476_01",NA,NA,NA,"Paraná","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","645472","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","B. E. Leuenberger","J. N. Rose","19639","1915","05","26","Brazil",NA,"Vicinity of Bahia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645472","NY00645472_01",NA,NA,NA,"Bahia","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","645461","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","L. Scheinvar","G. G. Hatschbach","47785","1984","04","10","Brazil","Nova Viçosa","Costa Atlantica","-39.3717","-17.8919",NA,NA,"3","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645461","NY00645461_01",NA,NA,NA,"Bahia","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","645460","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"I. A. Rodrigues","75","1977","04","13","Brazil",NA,"Cidade do Rio de Janeiro, Ampa da Praia Vermelha, encostado ao morro do Pao de Açucar","-43.164746","-22.955216",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271771' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645460","NY00645460_01",NA,NA,NA,"Rio de Janeiro","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","03889951","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"W. E. Broadway","372","1923","01","05","Venezuela",NA,"Vicinity of Cristobal Colon",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4181144' target='other'> <mi>dwc_moreinfo</mi></a>","NY03889951",NA,NA,NA,NA,NA,"Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","645470","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","L. B. Smith","G. G. Hatschbach","19046","1968","04","18","Brazil","Umuarama","Ivatê","-53.325","-23.7664",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645470","NY00645470_01",NA,NA,NA,"Paraná","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","645474","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","A. N. Lima","N. A. Rosa","3828","1980","11","21","Brazil",NA,"Arredores do Castelinho do Instituto de Botânica de Sao Paulo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645474","NY00645474_01",NA,NA,NA,"São Paulo","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","645455","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","R. Kiesling","R. M. Klein","1590","1955","09","15","Brazil","Itajaí","Morro da Ressacada","-48.6617","-26.9081",NA,NA,"20","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645455","NY00645455_01",NA,NA,NA,"Santa Catarina","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3889963","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"B. Mostacedo C.","2222","1994","08","07","Bolivia","Andrés Ibáñez","San Jose (Caretera antigua a Cochabamba), 500 m W de río Piraí. Camino a Espejillos",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4181156' target='other'> <mi>dwc_moreinfo</mi></a>","NY03889963",NA,NA,NA,NA,"Santa Cruz","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02206165","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","P. A. Meyers","P. Fiaschi","1292","2003","02","14","Brazil","Arataca","BR 101, entre Jussari e Camacã. Entrada à direita, ca. 17.2 km da saída para Jussari, após km 574 da BR 101. Ca. 5 km da estrada para a Torre Serra Boa","-39.48","-15.23",NA,NA,"670","670","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268743' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206165","NY02206165_01",NA,NA,NA,"Bahia","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3889962","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"S. A. Mori","8654","1976","11","18","Suriname",NA,"Van Stockum Berg, Raleighvallen-Voltzberg Nature Reserve on the Coppename River, 145 kms. SW of Paramaribo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4181155' target='other'> <mi>dwc_moreinfo</mi></a>","NY03889962","NY03889962_01",NA,NA,NA,NA,"Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3889966","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"J. A. Steyermark","88832","1961","01","25","Venezuela",NA,"E. of Miamo, Hato de Nuria. Altiplanicie de Nuria",NA,NA,NA,NA,"400","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4181159' target='other'> <mi>dwc_moreinfo</mi></a>","NY03889966","NY03889966_01",NA,NA,NA,"Bolívar","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1240132","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","B. E. Leuenberger","J. N. Rose","21868","1916","10","28","Venezuela",NA,"Puerto Cabello",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1506251' target='other'> <mi>dwc_moreinfo</mi></a>","NY01240132","NY01240132_01",NA,NA,NA,NA,"Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","164657","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","M. H. Nee","M. H. Nee","47061","1996","08","25","Bolivia","Andrés Ibáñez","Vic. Estancia Maguey, 7 km NNW of Ayacucho [=Porongo] on road to Terevinto, 17 km (by air) west of center of Santa Cruz","-63.3417","-17.8",NA,NA,"475","475","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00164657","NY00164657_01",NA,NA,NA,"Santa Cruz","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","306381","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","M. H. Nee","M. H. Nee","49369","1998","05","16","Bolivia","Andrés Ibáñez","Along Brecha 5, 1 km E of highway from Santa Cruz to Abapó (at km 38), the turnoff 29 km S of junction with highway from Santa Cruz to Samaipata.","-63.18","-18.07",NA,NA,"465","465","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=262872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306381","NY00306381_01",NA,NA,NA,"Santa Cruz","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","823438","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","J. M. A. Braga","J. M. A. Braga","7197","2003","05","23","Brazil","Rio de Janeiro","Entorno do Jardim Botânico do Rio de Janeiro, caminho da Mata Atlâtica","-43.2075","-22.9031",NA,NA,"30","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949843' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823438","NY00823438_01",NA,NA,NA,"Rio de Janeiro","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","645459","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.",NA,"G. F. J. Pabst","7310","1963","02",NA,"Brazil",NA,"Fazenda da Esperança, pr. Valverde. Mun. Sao José do Rio Preto",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645459","NY00645459_01",NA,NA,NA,"Rio de Janeiro","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","645453","PreservedSpecimen","Plantae","Cactaceae","Pereskia","aculeata","Pereskia aculeata","Mill.","J. A. Kallunki","J. R. Pirani","3533","1994","12","09","Brazil","Cachoeiro de Itapemirim","Morro Grande, a 3 km W da saída da cidade na rodovia para Jerônima Monteiro (BR-482)","-41.1128","-20.8492",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645453","NY00645453_01",NA,NA,NA,"Espírito Santo","Magnoliophyta","Caryophyllales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
