"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","identifiedBy","locality","coordinatePrecision","individualCount","geoFlag","recordNumber","continentOcean","preparationType","class","relatedCatalogItem","fieldNumber"
"11","2019-10-09 11:27:36-03","UFBA","ALCB","108791","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B.Sm.","Guedes, ML","2012","04","07","Brasil","Rio de Janeiro","Rio de Janeiro","-42.902222","-22.974722","-42.902222","-22.974722",NA,NA,"folhas rosuladas, margem espinescente. Inflorescência central, subsésseis. Flores roxas. Frutos jovens vermelhos.","ALCB011534","ALCB011534","Monocotyledon",NA,"2012","04",NA,"Guedes, ML; Rodarte, ATA","APA Restinga entre Itaipuaçu e Marica",NA,NA,NA,"19612","Southern America",NA,NA,NA,NA
"12","2020-02-08 10:12:17-03","NBC","NL-BOTANY","U.1177922","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B.Sm.","Colaris WJJ","1969","05","03","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1177922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1177922","NL-U1177922",NA,"Poales",NA,NA,NA,"Sucre Benjamin D","Est. Guanabara; Reserva Biologica de Jacarepagua, c. 25 km W of Rio de Janeiro.",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae","U 0074851",NA
"13","2021-01-14 15:25:53-03","MN","R","105763","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Smith, L.B. 6815; Segadas-Vianna, F.; Magnanini, A.; Oliveira e Silva, S.L.; Dau, L.; Ormond, W.T. ; Lopes da Silva, Z. & Machline, G.C.","1952","04","04","Brasil","Rio de Janeiro","Rio de Janeiro","-43.346944","-23.003611","43°20'49W","23°00'13S",NA,NA,NA,"R010005319",NA,NA,NA,NA,NA,NA,"Smith, L.B.","Recreio dos Bandeirantes.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:25:53-03","MN","R","105770","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Smith, L.B. 6816; Segadas-Vianna, F.; Magnanini, A.; Oliveira e Silva, S.L.; Dau, L.; Ormond, W.T. ; Lopes da Silva, Z. & Machline, G.C.","1952","04","04","Brasil","Rio de Janeiro","Rio de Janeiro","-43.346944","-23.003611","43°20'49W","23°00'13S",NA,NA,NA,"R010005907",NA,NA,NA,NA,NA,NA,"Smith, L.B.","Recreio dos Bandeirantes.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:25:53-03","MN","R","203520","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Rocha, C.F.D. 20; Freitas, A.F.N. & Pessoa, T.C.R.","1999","11","12","Brasil","Espírito Santo","Presidente Kennedy","-40.95","-21.25","40°57'W","21°15'S",NA,NA,NA,"R010005916",NA,NA,NA,"2002","09","11","Costa, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:25:53-03","MN","R","203566","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Rocha, C.F.D. 13; Freitas, A.F.N.; Carvalho, L.C. & Pessoa, T.C.R.","1999","11","10","Brasil","Rio de Janeiro","São João da Barra","-40.95","-21.25","40°57'W","21°15'S",NA,NA,NA,"R010005914",NA,NA,NA,"2002","09","11","Costa, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:25:53-03","MN","R","223862","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Uribbe, F.P. 125; Neves, B.F.S. & Neri, J.","2012","12","15","Brasil","Rio de Janeiro","Paraty","-44.685308","-23.066653","044°41'7.11''W","23°3'59.95''S",NA,NA,NA,"R010005898","R010005898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:25:53-03","MN","R","215797","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Coser, T.S. 512","2012","01","19","Brasil","Espírito Santo","Presidente Kennedy","-41.0466995239258","-21.0988998413086","-4,0974112144e+014","-212350961286575",NA,NA,NA,"R010005897","R010005897",NA,NA,NA,NA,NA,NA,NA,"24088",NA,"auto",NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:25:53-03","MN","R","193014","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Smith, L.B. 15368; McWilliams, E.L.","1968","02","01","Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"R010006209",NA,NA,NA,NA,NA,NA,NA,NA,"32988",NA,"auto",NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:25:53-03","MN","R","203528","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Carvalho, L.C. 66; Pessoa, T.C.R. & Rocha, C.F.D.","2000","03","28","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,"R010005915",NA,NA,NA,NA,NA,NA,NA,NA,"25964",NA,"auto",NA,NA,NA,NA,NA,NA
"21","2021-04-07 17:00:40-03","MN","R","193007","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Segadas-Vianna, F.; Dau, L.; Ormond, W.T.; Machline, G.C. & Lorêdo Junior, J.","1953","07","10","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,"R010006207",NA,NA,NA,NA,NA,NA,NA,NA,"25964",NA,"auto","Restinga - I - 1001",NA,NA,NA,NA,NA
"22","2021-04-07 17:00:40-03","MN","R","111020","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Segadas-Vianna, F.; Dau, L.; Ormond, W.T.; Machline, G.C. & Lorêdo Junior, J.","1953","07","10","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,"R010006204",NA,NA,NA,NA,NA,NA,NA,NA,"25964",NA,"auto","Restinga - I - 1001",NA,NA,NA,NA,NA
"23","2021-01-14 15:25:53-03","MN","R","187564","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Gusmão, L. 25; Costa, A.F.; Bacelar, C. & Souza, P.C.T.","1995","11","28","Brasil","Rio de Janeiro","Carapebus","-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,"R010005900",NA,NA,NA,NA,NA,NA,NA,NA,"13257",NA,"auto",NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:25:53-03","MN","R","192966","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Vidal, J.","1953",NA,NA,"Brasil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"R010006206",NA,NA,NA,NA,NA,NA,NA,NA,"20726",NA,"auto",NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:25:53-03","MN","R","203590","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Carvalho, L.C. 70; Freitas, A.F.N.","2000","03","03","Brasil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"R010005908",NA,NA,NA,"2002","09","11","Costa, A.",NA,"20726",NA,"auto",NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:25:53-03","MN","R","213933","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Guedes, M.L.","2012","04","07","Brasil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"R010005899",NA,NA,NA,"2012","04","07","Rodarte, A.T.A. & Guedes, M.L.",NA,"20726",NA,"auto","19612",NA,NA,NA,NA,NA
"27","2021-01-14 15:25:53-03","MN","R","192092","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Mami","1997","08","30","Brasil","Rio de Janeiro","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"R010005911",NA,NA,NA,NA,NA,NA,NA,NA,"17620",NA,"auto",NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:25:53-03","MN","R","197384","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Figueiredo, C.","1998","03","22","Brasil","Rio de Janeiro","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,NA,NA,NA,NA,"R010005926",NA,NA,NA,NA,NA,NA,NA,NA,"17620",NA,"auto","25",NA,NA,NA,NA,NA
"29","2021-04-07 17:00:40-03","MN","R","193689","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Moura, R. 131; et al.","1998","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005925",NA,NA,NA,NA,NA,NA,NA,NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:25:53-03","MN","R","190572","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Ormond, W.T.","1975","06","19","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005906",NA,NA,NA,NA,NA,NA,NA,NA,"57442",NA,"auto","587",NA,NA,NA,NA,NA
"31","2021-01-14 15:25:53-03","MN","R","234343","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Kessous, I.M. 263; Uribbe, F.P.","2017","02","17","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010049388,R010049383",NA,NA,NA,"2017","02","17","Kessous, I.M.",NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:25:53-03","MN","R","46410","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Ule, E.H.G.","1893","04",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010006212",NA,NA,NA,"1954",NA,NA,"Smith, L.B.",NA,"57442",NA,"auto",NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:25:53-03","MN","R","192356","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Smith, L.B. 15394; McWilliams, E.L.","1968","02","06","Brasil","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"R010005910","R010005910",NA,NA,"2007","10",NA,"Wanderley, M.G.L. & Souza, G.M.",NA,"41977",NA,"auto",NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:25:53-03","MN","R","191100","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Kuhlmann, M.","1959","07","02","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"R010006205",NA,NA,NA,"1984","10",NA,"Smith, L.B.",NA,"34265",NA,"auto","4646",NA,NA,NA,NA,NA
"35","2021-01-14 15:25:53-03","MN","R","168737","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Alves, M.","1988","09","27","Brasil","Rio de Janeiro","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,NA,"R010005905",NA,NA,NA,NA,NA,NA,NA,"Barra de Maricá","20726",NA,"auto","193",NA,NA,NA,NA,NA
"36","2021-01-14 15:25:53-03","MN","R","46411","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Ule, E.H.G.","1897","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005903",NA,NA,NA,"2012","08","01","Kessous, I.M.","Copacabana.","57442",NA,"auto","4164",NA,NA,NA,NA,NA
"37","2021-01-14 15:25:53-03","MN","R","225654","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Ghizi, A.C. 54; Sales, B. & Raposo, C.","1999","07","16","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,"R010002648,R010002649","R010002648 R010002649",NA,NA,"1999","07","17","Silva, B.R.","Ilha do Cabo Frio","25964",NA,"auto",NA,NA,NA,NA,NA,NA
"38","2021-04-07 17:00:40-03","MN","R","225655","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Alves, R.J.V. 6469; Costa, A.F. & Lima, D.M.","1999","01","25","Brasil","Rio de Janeiro","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,NA,"R010002682",NA,NA,NA,NA,NA,NA,NA,"Ilha do Cabo Frio.","25964",NA,"auto",NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:25:53-03","MN","R","197386","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Moura, R. 140; et al.","1999","03","11","Brasil","Rio de Janeiro","Quissamã","-41.4721984863281","-22.1067008972168",NA,NA,NA,NA,NA,"R010005909",NA,NA,NA,NA,NA,NA,NA,"Parque Nacional da Restinga de Jurubatiba","33509",NA,"auto",NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:25:53-03","MN","R","189705","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Martins, V.L.C. 261; Esteves, R.L. 818; Konno, T. 491; Souza, P.C.T. & Aline","1996","06","25","Brasil","Rio de Janeiro","Carapebus","-41.6610984802246","-22.1872005462646",NA,NA,NA,NA,NA,"R010005912",NA,NA,NA,"1996","11","13","Moura, R.","Praia de Carapebus","13257",NA,"auto",NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:25:53-03","MN","R","193030","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Santos, N.","1964","03","15","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010006210",NA,NA,NA,NA,NA,NA,NA,"Recreio dos Bandeirantes.","57442",NA,"auto","5526",NA,NA,NA,NA,NA
"42","2021-01-14 15:25:53-03","MN","R","24500","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Lutz, B.M.J.","2004","04","15","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010006203",NA,NA,NA,NA,NA,NA,NA,"Recreio dos Bandeirantes.","57442",NA,"auto","598",NA,NA,NA,NA,NA
"43","2021-01-14 15:25:53-03","MN","R","197380","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Moura, R. 116; Moura, R.B.","1998","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005927",NA,NA,NA,NA,NA,NA,NA,"Recreio dos Bandeirantes.","57442",NA,"auto",NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:25:53-03","MN","R","193174","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Santos, N.","1964","05","10","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Excursão 228 coleta 1","R010005918",NA,NA,NA,"2006","09","15","Costa, A.","Recreio dos Bandeirantes.","57442",NA,"auto","5533",NA,NA,NA,NA,NA
"45","2021-01-14 15:25:53-03","MN","R","193164","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Santos, N.","1964","05","10","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005922",NA,NA,NA,NA,NA,NA,NA,"Recreio dos Bandeirantes.","57442",NA,"auto","5544",NA,NA,NA,NA,NA
"46","2021-01-14 15:25:53-03","MN","R","193163","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Santos, N.","1964","03","15","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005923",NA,NA,NA,"1964","09",NA,"Smith, L.B.","Recreio dos Bandeirantes.","57442",NA,"auto","5527",NA,NA,NA,NA,NA
"47","2021-01-14 15:25:53-03","MN","R","193157","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Santos, N.","1964","05","10","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005919",NA,NA,NA,"1964",NA,NA,"Smith, L.B.","Recreio dos Bandeirantes.","57442",NA,"auto","5543",NA,NA,NA,NA,NA
"48","2021-01-14 15:25:53-03","MN","R","193061","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Santos, N.","1964","05","10","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005924",NA,NA,NA,"1964",NA,NA,"Smith, L.B.","Recreio dos Bandeirantes.","57442",NA,"auto","5544",NA,NA,NA,NA,NA
"49","2021-01-14 15:25:53-03","MN","R","193060","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Santos, N.","1964","05","17","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005921",NA,NA,NA,NA,NA,NA,NA,"Recreio dos Bandeirantes.","57442",NA,"auto","5564",NA,NA,NA,NA,NA
"50","2021-01-14 15:25:53-03","MN","R","193059","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Santos, N.","1964","03","15","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005917",NA,NA,NA,"1987","08","06","Fontoura, T.","Recreio dos Bandeirantes.","57442",NA,"auto","5525",NA,NA,NA,NA,NA
"51","2021-01-14 15:25:53-03","MN","R","193050","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Santos, N.","1964","05","10","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005920",NA,NA,NA,"1964",NA,NA,"Smith, L.B.","Recreio dos Bandeirantes.","57442",NA,"auto","5532",NA,NA,NA,NA,NA
"52","2021-01-14 15:25:53-03","MN","R","193046","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Santos, N.","1964","05","10","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"R010005913",NA,NA,NA,"1964",NA,NA,"Smith, L.B.","Recreio dos Bandeirantes.","57442",NA,"auto","5542",NA,NA,NA,NA,NA
"53","2021-01-14 15:25:53-03","MN","R","193042","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","Santos, N.","1964","05","10","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Excursão 228","R010006201",NA,NA,NA,"1964","09",NA,"Smith, L.B.","Recreio dos Bandeirantes.","57442",NA,"auto","5545",NA,NA,NA,NA,NA
