"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","identifiedBy","locality","coordinatePrecision","individualCount","geoFlag","recordNumber","continentOcean","preparationType","class","relatedCatalogItem","fieldNumber"
"103","2020-09-12 05:00:02-03","US","US","2121291","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","E. H. Ule","1895","4",NA,"Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales",NA,NA,NA,NA,"Distrito Federal: Na restinga de Jacarepagua, Rio de Janeiro.",NA,"1",NA,"s.n.","South America - Neotropics",NA,"Monocotyledonae",NA,NA
"104","2020-09-12 05:00:02-03","US","US","1953804","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","J. G. Kuhlmann","1940","3","23","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales",NA,NA,NA,NA,"Proced. Barra da Tijuca.",NA,"1",NA,"06036","South America - Neotropics",NA,"Monocotyledonae",NA,NA
"105","2020-09-12 05:00:02-03","US","US","1540594","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","L. Smith","1929","3","29","Brazil","Distrito Federal",NA,NA,NA,NA,NA,NA,"300",NA,NA,NA,NA,"Bromeliales",NA,NA,NA,NA,"Federal District. Praia da Gavea. Rio de Janeiro.",NA,"1",NA,"2179","South America - Neotropics",NA,"Monocotyledonae",NA,NA
"106","2020-09-12 05:00:02-03","US","US","2173380","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","L. B. Smith, F. Segadas-Vianna, A. Magnanini, S. L. Oliveira e Silva & et al.","1952","4","4","Brazil","Distrito Federal",NA,"-43.3469","-23.0036",NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales",NA,NA,NA,NA,"Praia de Sernambetiba (Recreio dos Bandeirante).",NA,"1",NA,"6828","South America - Neotropics",NA,"Monocotyledonae",NA,NA
"107","2020-09-12 05:00:02-03","US","US","2143544","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","L. B. Smith, F. Segadas-Vianna, A. Magnanini, S. L. Oliveira e Silva & et al.","1952","4","4","Brazil","Distrito Federal",NA,"-43.3469","-23.0036",NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales",NA,NA,NA,NA,"Praia de Sernambetiba (Recreio dos Bandeirante).",NA,"1",NA,"6817","South America - Neotropics",NA,"Monocotyledonae",NA,NA
"108","2020-09-12 05:00:02-03","US","US","2703688","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","A. Krapovickas, C. L. Cristóbal & V. Maruñak","1973","2","10","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales",NA,NA,NA,NA,"Estado: Guanabara. Recreio dos Bandeirantes.",NA,"1",NA,"23182","South America",NA,"Monocotyledonae",NA,NA
"109","2020-09-12 05:00:02-03","US","US","2143543","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","L. B. Smith, F. Segadas-Vianna, A. Magnanini, S. L. Oliveira e Silva & et al.","1952","4","4","Brazil","Distrito Federal",NA,"-43.3469","-23.0036",NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales",NA,NA,NA,NA,"Praia de Sernambetiba (Recreio dos Bandeirante).",NA,"1",NA,"6816","South America - Neotropics",NA,"Monocotyledonae",NA,NA
"110","2020-09-12 05:00:02-03","US","US","2568617","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","L. Smith & E. L. McWilliams","1968","2","6","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales",NA,NA,NA,NA,"On rock back of beach, southwest of São Sebastião.",NA,"1",NA,"15394","South America - Neotropics",NA,"Monocotyledonae",NA,NA
"111","2020-09-12 05:00:02-03","US","US","2282840","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","F. Segadas-Vianna, L. Dau, W. T. Ormond, G. Machline & J. Lorêdo Jr.","1953","7","10","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales",NA,NA,NA,NA,"St. of Rio de Janeiro, Cabo Frio Co., Arraial do Cabo, Pontal beach. Restinga interna.",NA,"1",NA,"Restinga-I 1001","South America - Neotropics",NA,"Monocotyledonae",NA,NA
"112","2020-09-12 05:00:02-03","US","US","2526840","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","E. Pereira & Reitze",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales",NA,NA,NA,NA,"Guanabara, Barra da Tijuca.",NA,"1",NA,"46658","South America - Neotropics",NA,"Monocotyledonae",NA,NA
"113","2020-09-12 05:00:02-03","US","US","2143542","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B. Sm.","L. B. Smith, F. Segadas-Vianna, A. Magnanini, S. L. Oliveira e Silva & et al.","1952","4","4","Brazil","Distrito Federal",NA,"-43.3469","-23.0036",NA,NA,NA,NA,NA,NA,NA,NA,"Bromeliales",NA,NA,NA,NA,"Praia de Sernambetiba (Recreio dos Bandeirante).",NA,"1",NA,"6815","South America - Neotropics",NA,"Monocotyledonae",NA,NA
"114","2021-03-04 11:15:55-03","UEFS","HUEFS","80667","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(R.Graham) L.B.Sm.","Jardim, J.G.","2004","03","14","Brasil","Rio de Janeiro","Cabo Frio","-42.016667","-22.866667","42W1'","22S52'","25","25","Restinga","HUEFS0080667","HUEFS0080667 HUEFS0080667_e1","Angiospermae","Poales",NA,NA,NA,"I.M.Kessous","Cidade de Cabo Frio, Morro da Gamboa, próximo ao Bairro da Gamboa.",NA,NA,NA,"4229",NA,NA,"Lilianae",NA,NA
"115","2019-07-09 12:55:38-03","F","FMNH-SEEDPLANTS","V0404129F","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta",NA,"T. Plowman & H. C. de Lima","1983","2","18","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0404129F","V0404129F_01","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12834","South America",NA,"Monocotyledoneae",NA,NA
"116","2019-07-09 12:55:38-03","F","FMNH-SEEDPLANTS","V0404130F","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta",NA,"A. Castellanos","1963","3","9","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0404130F","V0404130F_01","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25625","South America",NA,"Monocotyledoneae",NA,NA
"117","2019-07-09 12:55:38-03","F","FMNH-SEEDPLANTS","V0404131F","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta",NA,"A. Castellanos","1963","3","9","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0404131F","V0404131F_01","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23658","South America",NA,"Monocotyledoneae",NA,NA
"118","2020-07-23 12:00:56-03","CEPLAC","CEPEC","101317","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta",NA,"J. G. Jardim","2004","03","14","Brasil","Rio de Janeiro","cabo frio","-42.016667","-11.866667","42W1'","11S52'",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Igor M. Kessous","Morro da Gamboa, próximo ao Bairro da Gamboa.",NA,NA,NA,"4229",NA,NA,NA,"23/03/2015",NA
"119","2017-09-11 16:27:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Nidularium","cruentum","Nidularium cruentum","(Graham) Regel","Burchell, WJ",NA,NA,NA,"Brazil","Rio de Janeiro","Arpoador","-43.191934","-22.989193","-43.191934","-22.989193",NA,NA,"(V. s. in herb. Berol., Warming.)",NA,NA,NA,NA,NA,NA,NA,NA,"ad Praia do Arpoador",NA,NA,NA,"3294","Southern America",NA,NA,NA,NA
"120","2017-09-11 17:09:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Nidularium","cruentum","Nidularium cruentum","(Graham) Regel","Glaziou, AFM",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ad Praia do Arpoador",NA,NA,NA,"8501","Southern America",NA,NA,NA,NA
"121","2017-09-11 17:09:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Nidularium","cruentum","Nidularium cruentum","(Graham) Regel","?",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in Brasiliae orientalis prov. Rio de Janeiro, unde primus cl. Harris in hortum Edinburghense deduxit",NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA
"122","2017-09-11 16:27:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Bromeliaceae","Nidularium","longebracteatum","Nidularium longebracteatum","Mez","Rudio, F",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","-43.21","-22.9","-43.21","-22.9",NA,NA,"(V. s. in herb. Petrop.)",NA,NA,NA,NA,NA,NA,NA,NA,"Habitat in Brasiliae orient. prov. Rio de Janeiro, loco non indicato",NA,NA,NA,"103","Southern America",NA,NA,NA,NA
"123","2019-11-21 10:02:40-03","IBt","SP","55068","S","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B.Sm.","Kuhlmann, M","1951","03","23","Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"SP051906","SP051906",NA,NA,NA,NA,NA,"Handro, O","Fazenda Japuhyba.","32988",NA,"auto","2683",NA,NA,NA,NA,NA
"124","2019-11-21 10:02:40-03","IBt","SP","396985","S","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B.Sm.","Amaral Jr, A","1972","12","15","Brasil","São Paulo","Guarujá","-46.25","-23.9899997711182",NA,NA,NA,NA,NA,"SP051903","SP051903",NA,NA,"2007","10",NA,"Wanderley, MGL; Sousa, GM","Praia de Iporanga.","18989",NA,"auto","1316",NA,NA,NA,NA,NA
"125","2019-11-21 10:02:40-03","IBt","SP","41655","S","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B.Sm.","Gehrt, A","1939","09",NA,"Brasil","São Paulo","Santos","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,NA,"SP051904","SP051904",NA,NA,"2007","10",NA,"Wanderley, MGL; Sousa, GM","Casqueiro.","26836",NA,"auto","s.n.",NA,NA,NA,NA,NA
"126","2019-11-21 10:02:40-03","IBt","SP","68400","S","Plantae","Bromeliaceae","Neoregelia","cruenta","Neoregelia cruenta","(Graham) L.B.Sm.","Kuhlmann, M","1959","07","02","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"SP051905","SP051905",NA,NA,"1964","10",NA,"Smith, LB",NA,"34265",NA,"auto","4646",NA,NA,NA,NA,NA
