"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"55","2015-03-07 01:39:23-03","F","FMNH-SEEDPLANTS","V0160577F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0160577F","V0160577F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-06-11 12:43:08-03","F","FMNH-SEEDPLANTS","V0354961F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","cordistipula","Inga cordistipula",NA,"RRC ID Flag","O. X. de B. Machado","75715","1943","5","15","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,"V0354961F","V0354961F_01 V0354961F_02",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,"75715",NA
"57","2016-12-19 13:51:26-02","PERD","PERD","518","S","Plantae",NA,NA,"Leguminosae-Mim","Inga","cordistipula","Inga cordistipula","Mart.","Nunes, SRDFS;","Santos, AG","s.n.",NA,NA,NA,NA,"Brasil","MG","Marliéria","Parque Estadual do Rio Doce, Estrada do Salão Dourado","-42.7322006225586","-19.7122001647949",NA,"Árvore. Com frutos.",NA,NA,NA,NA,NA,NA,"2002","05",NA,"28215","auto",NA,NA,NA,NA
"58","2016-12-19 13:51:26-02","PERD","PERD","435","S","Plantae",NA,NA,"Leguminosae-Mim","Inga","cordistipula","Inga cordistipula","Mart.","Nunes, SRDFS;","Nunes, SRDF da S; Pereira, RM; Santos, WQ dos; Almeida, ED","155","2002","03","13",NA,"Brasil","MG","Marliéria","Parque Estadual do Rio Doce, Trilha da Lagoa do Aníbal.","-42.7322006225586","-19.7122001647949",NA,"Arvoreta ca. 5m de altura, com flores de filetes brancos, cálice e corola verdes.",NA,NA,NA,NA,NA,NA,"2002","03","12","28215","auto",NA,NA,NA,NA
"59","2016-12-19 13:51:26-02","PERD","PERD","371","S","Plantae",NA,NA,"Leguminosae-Mim","Inga","cordistipula","Inga cordistipula","Mart.","Nunes, SRDFS;","Nunes, SRDF da S; Pereira, RM; Santos, WQ dos; Almeida, ED; Cordeiro, AM","113","2001","10","30",NA,"Brasil","MG","Marliéria","Parque Estadual do Rio Doce, Trilha da Lagoa do Aníbal.","-42.7322006225586","-19.7122001647949",NA,"Árvore com ca. 5m de altura. Estipulas foliáceas, nectários quando presentes são algumas vezes sésseis e outras vezes, estipitados.",NA,NA,NA,NA,NA,NA,"2001","11","07","28215","auto",NA,NA,NA,NA
"60","2016-12-19 13:51:26-02","PERD","PERD","245","S","Plantae",NA,NA,"Leguminosae-Mim","Inga","cordistipula","Inga cordistipula","Mart.","Garcia, FCP","Bortoluzzi, RLC; Basílio, LA; Sr. Waldemar; Rogério.","478","1999","01","22",NA,"Brasil","MG","Marliéria","Parque Estadual do Rio Doce, Trilha da Lagoa do Meio.","-42.7322006225586","-19.7122001647949",NA,"Árvore ca. 5 a 6m de altura, na beira da trilha, pouca incidência de sol no local. Inflorescência com flores brancas e botões verdes imaturos.",NA,NA,NA,NA,NA,NA,"2001","11","16","28215","auto",NA,NA,NA,NA
"61","2016-12-19 13:51:26-02","PERD","PERD","517","S","Plantae",NA,NA,"Leguminosae-Mim","Inga","cordistipula","Inga cordistipula","Mart.","Nunes, SRDFS;","Santos, AG","s.n.","2002","05","30",NA,"Brasil","MG","Marliéria","Parque Estadual do Rio Doce, Trilha da Lagoa do Meio.","-42.7322006225586","-19.7122001647949",NA,"Árvore. Com flores e frutos.",NA,NA,NA,NA,NA,NA,"2002","05",NA,"28215","auto",NA,NA,NA,NA
"62","2016-12-19 13:51:26-02","PERD","PERD","359","S","Plantae",NA,NA,"Leguminosae-Mim","Inga","cordistipula","Inga cordistipula","Mart.","Garcia, FCP","Lopes, W de P","324","1997","02","25",NA,"Brasil","MG","Marliéria","Parque Estadual do Rio Doce, Trilha do Vinhático.","-42.7322006225586","-19.7122001647949",NA,"Árvore com cerca de 5m de altura; cálice e corola esverdeados; filetes brancos; mesmo indivíduo VIC.",NA,NA,NA,NA,NA,NA,"2001","11","16","28215","auto",NA,NA,NA,NA
"63","2016-12-19 13:51:26-02","PERD","PERD","358","S","Plantae",NA,NA,"Leguminosae-Mim","Inga","cordistipula","Inga cordistipula","Mart.","Garcia, FCP","Lopes, W de P","361","1997","05","12",NA,"Brasil","MG","Marliéria","Parque Estadual do Rio Doce, Trilha do Vinhático.","-42.7322006225586","-19.7122001647949",NA,"Árvore com cerca de 5m de altura; frutos imaturos verdes; mesmo indivíduo VIC.",NA,NA,NA,NA,NA,NA,"2001","11","16","28215","auto",NA,NA,NA,NA
"64","2017-09-11 17:09:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Martius, CFP","Herb. Fl.154",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in collectionibus nonnulis sub numero 154 cum I.",NA,NA,NA,NA,NA,"P15P2N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:09:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Schott, HW","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"flagelliformi, cui stipulis accedit, distributa",NA,NA,NA,NA,NA,"P15P2N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:09:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Luschnath, B","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in vicina Rio de Janeiro",NA,NA,NA,NA,NA,"P15P2N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:09:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Martius, CFP","Herb. Fl.150",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in vicina Rio de Janeiro",NA,NA,NA,NA,NA,"P15P2N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:09:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in vicina Rio de Janeiro",NA,NA,NA,NA,NA,"P15P2N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:09:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Glaziou, AFM","3936",NA,NA,NA,"Southern America","Brazil",NA,NA,"flagelliformi, cui stipulis accedit, distributa",NA,NA,NA,NA,NA,"P15P2N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:09:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Glaziou, AFM","2977",NA,NA,NA,"Southern America","Brazil",NA,NA,"flagelliformi, cui stipulis accedit, distributa",NA,NA,NA,NA,NA,"P15P2N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:05:47-03","IBt","SP","24838","S","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","Garcia, FCP","Hoehne, FC","104","1917","03",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","02",NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:05:47-03","IBt","SP","169955","S","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.","Pennington, TD","Duarte, AP; Almeida, C","3690","1954","03",NA,NA,"Brasil","Rio de Janeiro","Paraíba do Sul",NA,"-43.2928009033203","-22.1618995666504",NA,NA,"SP025321","SP025321",NA,NA,NA,NA,"1997",NA,NA,"22368","auto",NA,NA,NA,NA
"73","2019-11-21 10:05:47-03","IBt","SP","370837","S","Plantae",NA,NA,"Fabaceae","Inga","cordistipula","Inga cordistipula","Mart.",NA,"Cardoso, LJT; Braga, JMA; Andreata, RHP; Mynssen, CM","164","2004","06","08",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Recreio dos Bandeirantes. Parque Natural Municipal de Prainha, trilha de visitantes, aprox. 20m s.n.m.","-43.2075004577637","-22.9027996063232",NA,NA,"SP025320","SP025320",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
