"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2020-11-13 09:19:50-03","UFRJ","RFA","10490","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","A. Burkart","G.G. Hatschbach","18086","1967","12","07",NA,"Brasil","Paraná","Rio Branco do Sul","Ribeirinha","-49.3142013549805","-25.1900005340576",NA,"Arvoreta de flor lilás, interno","RFA10401",NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-24 17:10:40-03","UTFPR","DVPR","5982","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","Silva, DR","Rocha Filho, JA; Silva, DR; Piva, J; Machado, C","698","2018","03","19",NA,"Brasil","Paraná","Realeza","Estrada paralela ao rio Iguaçu, Mata da Dona Ieda.","-53.301","-25.3311",NA,"Árvore 13 m de altura. Folhas verde-discolores, cartáceas. Frutos secos, verdes. Ponto 889.; Borda de uma floresta em estágio avançado de sucessão secundária.","DVPR005982",NA,"2018","-53.301","-25.3311",NA,NA,"04","02","282","282",NA,NA,NA,NA,NA
"13","2020-11-24 17:10:40-03","UTFPR","DVPR","2965","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","Dias, MC","Francisco, EM; Alves, J","s.n.","1999","02","10",NA,"Brasil","Paraná","Congoinhas","Fazenda Planalto",NA,NA,NA,"Árvore 8m, frutos verdes.","DVPR002965",NA,"2014",NA,NA,NA,NA,"10","02",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-24 17:10:40-03","UTFPR","DVPR","6170","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","Silva, DR","Silva, DR; Piva, J; Machado, C","215","2018","03","19",NA,"Brasil","Paraná","Realeza","Estrada paralela ao rio Iguaçu, ca. 100 do Córrego Dona Ieda e ca. 470 m da foz do Rio Cotegipe.","-53.3312","-25.3312",NA,"Árvore 17 m de altura. Folhas verde-discolores, cartáceas. Frutos secos, verdes. Ponto 888.; Árvore remanescente em área de pastagem, solo argiloso. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006170",NA,"2018","-53.3312","-25.3312",NA,NA,"04","02","265","265",NA,NA,NA,NA,NA
"15","2020-11-24 17:10:40-03","UTFPR","DVPR","6170","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","Silva, DR","Silva, DR; Piva, J; Machado, C","215","2018","03","19",NA,"Brasil","Paraná","Realeza","Estrada paralela ao rio Iguaçu, ca. 100 do Córrego Dona Ieda e ca. 470 m da foz do Rio Cotegipe.","-53.5325012207031","-25.7688999176025",NA,"Árvore 17 m de altura. Folhas verde-discolores, cartáceas. Frutos secos, verdes. Ponto 888.; Árvore remanescente em área de pastagem, solo argiloso. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006170",NA,"2018",NA,NA,"29211","auto","04","02","265","265",NA,NA,NA,NA,NA
"16","2019-12-04 15:25:12-03","PUCPR","HUCP","23076","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Marinero, F","Bochorny, T","075","2012","03","29",NA,"Brasil","Paraná","Ortigueira",NA,"-50.9494018554688","-24.2082996368408",NA,NA,"HUCP00011620","HUCP00011620",NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:25:12-03","PUCPR","HUCP","23084","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Marinero, F","Bochorny, T","075","2012","03","29",NA,"Brasil","Paraná","Ortigueira",NA,"-50.9494018554688","-24.2082996368408",NA,NA,"HUCP00011672","HUCP00011672",NA,NA,NA,"46016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:25:12-03","PUCPR","HUCP","17474","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Selusniaki, M","Selusniaki, M","835","2006","04","08",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"HUCP00011669","HUCP00011669",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:12-03","PUCPR","HUCP","16890","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Selusniaki, M","Selusniaki, M","379","2005","05","03",NA,"Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00011732","HUCP00011732",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:12-03","PUCPR","HUCP","23477","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Dunaiski, A","Dunaiski, A","3913","2009","11","13",NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00011873","HUCP00011873",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:12-03","PUCPR","HUCP","17489","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Selusniaki, M","Selusniaki, M","922","2006","05","01",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,"HUCP00011568","HUCP00011568",NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:25:12-03","PUCPR","HUCP","16151","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Hatschbach, GG","Marino, F","096","2003","10","06",NA,"Brasil","Paraná","Curitiba","Bom retiro","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00011680","HUCP00011680",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:25:12-03","PUCPR","HUCP","11036","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Kozera, C","Silva, SM; Carrião, DJS","s.n.","1995","01","06",NA,"Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00011109","HUCP00011109",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:25:12-03","PUCPR","HUCP","23945","S","Plantae","Eudicotiledonea",NA,"Fabaceae","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.","Dunaiski, A","Dunaiski, A","3972","2010","04","05",NA,"Brasil","Paraná","Fazenda Rio Grande",NA,"-49.3081016540527","-25.6574993133545",NA,NA,"HUCP00011593","HUCP00011593",NA,NA,NA,"12596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:15:54-03","UFBA","ALCB","74531","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Dahlstedtia","floribunda","Dahlstedtia floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","Silva, MJ da","Silva, JM; Ribas, OS","4594","2006","01","16","Southern America","Brasil","Paraná","Lapa","Gruta do Monge","-49.7","-25.766667",NA,"10 m. Flor lilás.; com araucária","ALCB030275","ALCB030275","2010","-49.7","-25.766667",NA,NA,"07","15",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U 0278112","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil","Paraná",NA,"E of Cêrro Azul",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278112 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13642",NA,NA,NA
"27","2020-02-08 09:13:24-03","NBC","NL-BOTANY","L.1939452","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Hatschbach GG",NA,"1967","12","05","Southern America","Brazil",NA,NA,"Est. Paraná(Brasil), mun. Ponta Grossa, Passo do Pupo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1939452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1939452","NL-L1939452",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 09:13:24-03","NBC","NL-BOTANY","L.1939453","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Klein RM",NA,"1957","01","26","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina-Brasil, Ibiram, Beira do rio, Arvoreta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1939453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1939453","NL-L1939453",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U 0270188","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270188 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13707",NA,NA,NA
"30","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U 0270189","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil","Paraná",NA,"near Casa Branca, ca. 10 km W of Cêrro Azul",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270189 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13688",NA,NA,NA
"31","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U 0278079","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil","Paraná",NA,"near Casa Branca, ca. 10 km W of Cêrro Azul",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278079 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278079",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13660",NA,NA,NA
"32","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U 0278122","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil","Paraná",NA,"ca. 85 km SW of Guarapuava; on slope above the Rio Iguaçú",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278122 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14196",NA,NA,NA
"33","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U 0278126","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil","Paraná",NA,"E of Cêrro Azul",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278126 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13466",NA,NA,NA
"34","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U 0278136","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil","Paraná",NA,"18 km E of Prudentópolis",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278136 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14237",NA,NA,NA
"35","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249852","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","15","Southern America","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Near Casa Branca, ca. 10 km W. of Cêrro Azul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249852","NL-U1249852",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249853","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","05","Southern America","Brazil",NA,NA,"Flora Brasiliae Australis. E. of Cêrro Azul. Forest on crest and N. flank of steep ridge.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249853","NL-U1249853",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249854","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Haas JH de",NA,"1967","03","14","Southern America","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Fazenda Reserva, ca. 85 km S.W. of Guarapuava. Forest on slope just above the Rio Iguaçú.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249854 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249854","NL-U1249854",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249855","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","13","Southern America","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Near Casa Branca, ca. 10 km W. of Cêrro Azul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249855","NL-U1249855",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249856","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Hatschbach GG",NA,"1966","01","09","Southern America","Brazil",NA,NA,"Agudos do Sul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249856","NL-U1249856",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249857","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Haas JH de",NA,"1967","05","06","Southern America","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. 18 Km E. of Prudentópolis.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249857","NL-U1249857",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:13:24-03","NBC","NL-BOTANY","U.1249858","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","12","Southern America","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Near Casa Branca, ca. 10 km W. of Cêrro Azul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1249858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1249858","NL-U1249858",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:13:24-03","NBC","NL-BOTANY","WAG.1028541","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Carvalho PD",NA,"1972","07","14","Southern America","Brazil",NA,NA,"Chácara Brustolin (mun. Irati) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1028541 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1028541","NL-WAG1028541",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:13:24-03","NBC","NL-BOTANY","WAG.1028542","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Kummrow R",NA,"1980","12","30","Southern America","Brazil",NA,NA,"Bacaetava (mun. Bocaiuva do Sul) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1028542 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1028542","NL-WAG1028542",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"44","2020-02-08 09:13:24-03","NBC","NL-BOTANY","WAG.1028543","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Lonchocarpus","subglaucescens","Lonchocarpus subglaucescens","Mart. ex Benth.",NA,"Hatschbach GG",NA,"1978","11","13","Southern America","Brazil",NA,NA,"Guabirotuba (mun. Curitiba) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1028543 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1028543","NL-WAG1028543",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
