"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","imagecode","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","typeStatus","individualCount"
"554","2021-02-09 10:13:55-03","UENF","HUENF","691","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","brevifolia","Metrodorea brevifolia","Nascimento, M.T.; Da Silva, G.C.","1996","02","06",NA,"Brasil",NA,NA,"MD5; Árvore","HUENF00000693",NA,NA,"Engl.",NA,"647","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"555","2021-02-09 10:13:55-03","UENF","HUENF","684","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","brevifolia","Metrodorea brevifolia","Nascimento, M.T.; Da Silva, G.C.","1996","01","05",NA,"Brasil",NA,NA,"MP1 Q1; Árvore","HUENF00000686",NA,NA,"Engl.",NA,"5","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"556","2021-02-09 10:13:55-03","UENF","HUENF","675","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","brevifolia","Metrodorea brevifolia","Nascimento, M.T.; Da Silva, G.C.","1996","01","10",NA,"Brasil",NA,NA,"MP3 Q3; Árvore. Igual a 266","HUENF00000677",NA,NA,"Engl.",NA,"371","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"557","2021-02-09 10:13:55-03","UENF","HUENF","688","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","brevifolia","Metrodorea brevifolia","Nascimento, M.T.; Da Silva, G.C.","1996","01","24",NA,"Brasil",NA,NA,"MP4; Árvore","HUENF00000690",NA,NA,"Engl.",NA,"489","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"558","2021-02-09 10:13:55-03","UENF","HUENF","690","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","brevifolia","Metrodorea brevifolia","Nascimento, M.T.; Da Silva, G.C.","1996","01","24",NA,"Brasil",NA,NA,"MP4; Árvore","HUENF00000692",NA,NA,"Engl.",NA,"514","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"559","2021-02-09 10:13:55-03","UENF","HUENF","686","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","brevifolia","Metrodorea brevifolia","Nascimento, M.T.; Da Silva, G.C.","1995","11","21",NA,"Brasil",NA,NA,"MP2 Q4; Árvore","HUENF00000688",NA,NA,"Engl.",NA,"266","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"560","2021-02-09 10:13:55-03","UENF","HUENF","687","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","brevifolia","Metrodorea brevifolia","Nascimento, M.T.; Da Silva, G.C.","1996","01","10",NA,"Brasil",NA,NA,"MP3; Árvore; Igual a 266","HUENF00000689",NA,NA,"Engl.",NA,"367","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"561","2021-02-09 10:13:55-03","UENF","HUENF","4221","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Souza, J.S.","2002","08","12",NA,"Brasil",NA,NA,"5x5","HUENF00004224",NA,NA,"Engl.",NA,"1749","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"562","2021-02-09 10:13:55-03","UENF","HUENF","5555","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Nascimento, M.T.; et al.","2002","10","30",NA,"Brasil",NA,NA,"Fogo","HUENF00005558",NA,NA,"A.St.-Hil.",NA,"525","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"563","2021-02-09 10:13:55-03","UENF","HUENF","4904","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Archanjo, K.M.P.A.; Nascimento, M.T.","2008","10","21",NA,"Brasil",NA,NA,NA,"HUENF00004907",NA,NA,"Engl.",NA,"2525","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santana","53","53",NA,"-41.138333","-21.335833",NA,NA,NA,"41º8'18''W","21º20'9''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"564","2021-02-09 10:13:55-03","UENF","HUENF","4124","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Souza, J.S.","2002","08","14",NA,"Brasil",NA,NA,"5x5","HUENF00004127",NA,NA,"A.St.-Hil.",NA,"2113","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"565","2021-02-09 10:13:55-03","UENF","HUENF","4434","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.; Rafaela","2003","10","01",NA,"Brasil",NA,NA,"50x50","HUENF00004437",NA,NA,"Engl.",NA,"1101","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"566","2021-02-09 10:13:55-03","UENF","HUENF","4261","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Souza, J.S.","2002","08","15",NA,"Brasil",NA,NA,"5x5","HUENF00004264",NA,NA,"A.St.-Hil.",NA,"2520","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"567","2021-03-25 12:04:04-03","UENF","HUENF","11","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Nascimento, M.T.; Ribeiro, A.C.C.; Dan, M.L.","2007","03","22",NA,"Brasil",NA,NA,NA,"CARP00010189",NA,NA,"A.St.-Hil.",NA,"106","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santo Antônio.","61","61",NA,"-41.090278","-21.296944",NA,NA,NA,"41º5'25''W","21º17'49''S",NA,NA,NA,NA,NA,NA,NA,NA
"568","2021-02-09 10:13:55-03","UENF","HUENF","10129","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Broggio, I.S.; Lima, H. C; Novaes, A.","2016","12","14",NA,"Brasil",NA,NA,"16.5 cm de CAP","HUENF00010754",NA,NA,"A.St.-Hil.",NA,"247","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santo Antônio. Parcela permantente FSA - 61.",NA,NA,NA,"-41.091389","-21.296944",NA,NA,NA,"41º5'29''W","21º17'49''S",NA,NA,NA,NA,NA,NA,NA,NA
"569","2021-02-09 10:13:55-03","UENF","HUENF","4220","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Souza, J.S.","2002","08","12",NA,"Brasil",NA,NA,"5x5","HUENF00004223",NA,NA,"Engl.",NA,"1763","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"570","2021-02-09 10:13:55-03","UENF","HUENF","2784","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Gaglianone, M.C.; et al.","2005","12","01",NA,"Brasil",NA,NA,"Sp 167 / Mata de tabuleiro / arbóreo / área preservada","HUENF00002786",NA,NA,"A.St.-Hil.","Gomes, J.M.L.",NA,"Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,NA,NA,"-41.066667","-21.4",NA,NA,NA,"41º4'W","21º24'S",NA,NA,NA,NA,NA,NA,NA,NA
"571","2021-02-09 10:13:55-03","UENF","HUENF","12330","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","H.B.M. Viana; M.A. Faitanin, N.N. Berriel","2018","06","08",NA,"Brasil",NA,NA,"Arvore, dap 11.7cm, aprox. 10m de alt. Tronco de casca fina, de textura farinácea e colorção bege, variando ao amarelado e pardo.","HUENF00013114",NA,NA,"Engl.","H.B.M. Viana","262","Rio de Janeiro","São Francisco de Itabapoana","Floresta Estacianal semidecidual de tabuleiro. Estação Ecológica Estadual de Guaxindiba","38","38",NA,"-41.088056","-21.393611",NA,NA,"2019","41º5'17''W","21º23'37''S","04","20",NA,NA,"brevifolia",NA,NA,NA
"572","2021-02-09 10:13:55-03","UENF","HUENF","3258","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Lemos, G.C.S.; Azevedo, L.G.F.","1995","07","26",NA,"Brasil",NA,NA,"Arbusto","HUENF00003260",NA,NA,"A.St.-Hil.",NA,NA,"Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão - Trilha da Peroba Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"573","2021-02-09 10:13:55-03","UENF","HUENF","9145","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.; Cláudio","2003","12","12",NA,"Brasil",NA,NA,NA,"HUENF00009149",NA,NA,"Engl.",NA,"617","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"574","2021-02-09 10:13:55-03","UENF","HUENF","5509","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.; et al.","2002","10","14",NA,"Brasil",NA,NA,"Fogo","HUENF00005512",NA,NA,"Engl.",NA,"1","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"575","2021-02-09 10:13:55-03","UENF","HUENF","5510","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.; et al.","2002","10","14",NA,"Brasil",NA,NA,"Fogo. sp.1","HUENF00005513",NA,NA,"Engl.",NA,"9","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"576","2021-02-09 10:13:55-03","UENF","HUENF","5549","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Nascimento, M.T.; et al.","2002","11","13",NA,"Brasil",NA,NA,"Fogo","HUENF00005552",NA,NA,"A.St.-Hil.",NA,"591","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"577","2021-02-09 10:13:55-03","UENF","HUENF","8411","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Nascimento, M.T.; et al.","1995","07","27",NA,"Brasil",NA,NA,"Área desmatada ; +- 5m","HUENF00008415",NA,NA,"A.St.-Hil.",NA,NA,"Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"578","2021-02-09 10:13:55-03","UENF","HUENF","4347","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.; Rafaela","2003","10","02",NA,"Brasil",NA,NA,"50X50m","HUENF00004350",NA,NA,"Engl.",NA,"155","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"579","2021-02-09 10:13:55-03","UENF","HUENF","6388","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Nascimento, M.T.; Dan, M.L.; Souza, T.P.","2008","08","15",NA,"Brasil",NA,NA,NA,"HUENF00006391",NA,NA,"A.St.-Hil.",NA,"1741","Rio de Janeiro","São José de Ubá","Mata do Emboque","205","205",NA,"-41.918056","-21.375556",NA,NA,NA,"41º55'5''W","21º22'32''S",NA,NA,NA,NA,NA,NA,NA,NA
"580","2021-02-09 10:13:55-03","UENF","HUENF","5508","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.; et al.","2002","10","14",NA,"Brasil",NA,NA,"fogo","HUENF00005511",NA,NA,"Engl.",NA,"44387","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"581","2021-02-09 10:13:55-03","UENF","HUENF","2273","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Nascimento, M.T.; Dan, M.L.; Ribeiro, A.C.C.","2007","03","22",NA,"Brasil",NA,NA,"frutos secos","HUENF00002275",NA,NA,"A.St.-Hil.",NA,"106","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santo Antônio","61","61",NA,"-41.090278","-21.296944",NA,NA,NA,"41º5'25''W","21º17'49''S",NA,NA,NA,NA,NA,NA,NA,NA
"582","2021-02-09 10:13:55-03","UENF","HUENF","6387","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Nascimento, M.T.; Dan, M.L.; Souza, T.P.","2008","08","15",NA,"Brasil",NA,NA,NA,"HUENF00006390",NA,NA,"A.St.-Hil.",NA,"1776","Rio de Janeiro","São José de Ubá","Mata do Emboque","205","205",NA,"-41.918056","-21.375556",NA,NA,NA,"41º55'5''W","21º22'32''S",NA,NA,NA,NA,NA,NA,NA,NA
"583","2021-02-09 10:13:55-03","UENF","HUENF","5574","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Mauad, L.P.; Souza, T.P., Reis, M.P.","2010","04","20",NA,"Brasil",NA,NA,"Subarbusto, flores vinho, local com muitas pedras e dossel 75% fechado","HUENF00005577",NA,NA,"A.St.-Hil.",NA,"181","Rio de Janeiro","Campos dos Goytacazes","Morro Itaoca","201","201",NA,"-41.448056","-21.797222",NA,NA,NA,"41º26'53''W","21º47'50''S",NA,NA,NA,NA,NA,NA,NA,NA
"584","2021-02-09 10:13:55-03","UENF","HUENF","5507","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.; et al.","2002","10","14",NA,"Brasil",NA,NA,"Fogo","HUENF00005510",NA,NA,"Engl.",NA,"79","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"585","2021-02-09 10:13:55-03","UENF","HUENF","2794","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Gaglianone, M.C.; et al.","2005","01","20",NA,"Brasil",NA,NA,"Sp 94 / Mata de tabuleiro / arbóreo / área queimada","HUENF00002796",NA,NA,"A.St.-Hil.","Gomes, J.M.L.",NA,"Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba",NA,NA,NA,"-41.066667","-21.4",NA,NA,NA,"41º4'W","21º24'S",NA,NA,NA,NA,NA,NA,NA,NA
"586","2021-02-09 10:13:55-03","UENF","HUENF","9121","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.; Cláudio","2003","12","12",NA,"Brasil",NA,NA,NA,"HUENF00009125",NA,NA,"Engl.",NA,"618","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"587","2021-02-09 10:13:55-03","UENF","HUENF","12310","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","H.B.M. Viana; M.A. Faitanin, N.N. Berriel","2018","06","08",NA,"Brasil",NA,NA,"Arvore, dap 14.3cm, aprox 13m de alt. Casca fina de coloração acinzentada com manchas de liques multicoloridas.","HUENF00013146",NA,NA,"A.St.-Hil.","H.B.M. Viana","24","Rio de Janeiro","São Francisco de Itabapoana","Floresta Estacianal semidecidual de tabuleiro. Estação Ecológica Estadual de Guaxindiba","38","38",NA,"-41.088056","-21.393611",NA,NA,"2019","41º5'17''W","21º23'37''S","04","20",NA,NA,NA,NA,NA,NA
"588","2021-02-09 10:13:55-03","UENF","HUENF","4389","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.; Rafaela","2003","10","02",NA,"Brasil",NA,NA,"50x50","HUENF00004392",NA,NA,"Engl.",NA,"424","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"589","2021-02-09 10:13:55-03","UENF","HUENF","5155","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.","2003","12","17",NA,"Brasil",NA,NA,NA,"HUENF00005158",NA,NA,"Engl.",NA,"178","Rio de Janeiro","São Francisco de Itabapoana","Mata do Funil","31","31",NA,"-41.204167","-21.554722",NA,NA,NA,"41º12'15''W","21º33'17''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"590","2021-02-09 10:13:55-03","UENF","HUENF","799","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Nascimento, M.T.; Da Silva, G.C.","1996","10","21",NA,"Brasil",NA,NA,"Trilha MD; DAP 21,5 + 19,5","HUENF00000801",NA,NA,"A.St.-Hil.",NA,NA,"Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"591","2021-03-25 12:04:04-03","UENF","HUENF","11120","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Haroldo C. de Lima; E.A. Fortes; M.T. Nascimento; I.S. Broggio; H.B.N. Viana; N.B. Neves Neto","2018","08","08",NA,"Brasil",NA,NA,"Árvore pequena com 9 m alt. Tronco com casca lisa, pardo-acinzentada, DAP 15-16 cm. Frutos imaturos verde-acinzentados. Ocasional.","HUENF00011951",NA,NA,"A.St.-Hil.",NA,"8677","Rio de Janeiro","São Francisco do Itabapoana","E.E.E.G. Estrada do aceiro, antes da trilha da Vera.",NA,NA,NA,"-41.080833","-21.400278",NA,NA,NA,"41º4'51''W","21º24'1''S",NA,NA,NA,NA,NA,NA,NA,NA
"592","2021-02-09 10:13:55-03","UENF","HUENF","5553","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Nascimento, M.T.; et al.","2002","10","30",NA,"Brasil",NA,NA,NA,"HUENF00005556",NA,NA,"A.St.-Hil.",NA,"406","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"593","2021-02-09 10:13:55-03","UENF","HUENF","4405","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.; Rafaela","2003","10","01",NA,"Brasil",NA,NA,"50x50","HUENF00004408",NA,NA,"Engl.",NA,"687","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"594","2021-02-09 10:13:55-03","UENF","HUENF","10601","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Souza, T.P.","2011","12","15",NA,"Brasil",NA,NA,NA,"HUENF00011298",NA,NA,"A.St.-Hil.",NA,"241","Rio de Janeiro","Campos dos Goytacazes","Maciço do Itaoca.",NA,NA,NA,"-41.447778","-21.796944",NA,NA,NA,"41º26'52''W","21º47'49''S",NA,NA,NA,NA,NA,NA,NA,NA
"595","2021-02-09 10:13:55-03","UENF","HUENF","5552","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Nascimento, M.T.; et al.","2002","10","30",NA,"Brasil",NA,NA,"Fogo","HUENF00005555",NA,NA,"A.St.-Hil.",NA,"394","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,NA,NA,NA,NA
"596","2021-02-09 10:13:55-03","UENF","HUENF","5176","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra","Nascimento, M.T.","2003","12","17",NA,"Brasil",NA,NA,NA,"HUENF00005179",NA,NA,"A.St.-Hil.",NA,"201","Rio de Janeiro","São Francisco de Itabapoana","Mata do Funil","31","31",NA,"-41.204167","-21.554722",NA,NA,NA,"41º12'15''W","21º33'17''S",NA,NA,NA,NA,NA,NA,NA,NA
"597","2021-02-09 10:13:55-03","UENF","HUENF","4221","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Souza, J.S.","2002","08","12",NA,"Brasil",NA,NA,"5x5","HUENF00004224",NA,NA,"Engl.",NA,"1749","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"598","2021-02-09 10:13:55-03","UENF","HUENF","4904","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Archanjo, K.M.P.A.; Nascimento, M.T.","2008","10","21",NA,"Brasil",NA,NA,NA,"HUENF00004907",NA,NA,"Engl.",NA,"2525","Rio de Janeiro","São Francisco de Itabapoana","Fazenda Santana","53","53",NA,"-41.138333","-21.335833",NA,NA,NA,"41º8'18''W","21º20'9''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"599","2021-02-09 10:13:55-03","UENF","HUENF","4434","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Nascimento, M.T.; Rafaela","2003","10","01",NA,"Brasil",NA,NA,"50x50","HUENF00004437",NA,NA,"Engl.",NA,"1101","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"600","2021-02-09 10:13:55-03","UENF","HUENF","4220","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","Souza, J.S.","2002","08","12",NA,"Brasil",NA,NA,"5x5","HUENF00004223",NA,NA,"Engl.",NA,"1763","Rio de Janeiro","São Francisco de Itabapoana","Mata do Carvão Estação Ecológica Estadual de Guaxindiba","39","39",NA,"-41.094444","-21.391389",NA,NA,NA,"41º5'40''W","21º23'29''S",NA,NA,NA,NA,"brevifolia",NA,NA,NA
"601","2021-02-09 10:13:55-03","UENF","HUENF","12330","PreservedSpecimen","Plantae","Rutaceae","Metrodorea","nigra","Metrodorea nigra brevifolia","H.B.M. Viana; M.A. Faitanin, N.N. Berriel","2018","06","08",NA,"Brasil",NA,NA,"Arvore, dap 11.7cm, aprox. 10m de alt. Tronco de casca fina, de textura farinácea e colorção bege, variando ao amarelado e pardo.","HUENF00013114",NA,NA,"Engl.","H.B.M. Viana","262","Rio de Janeiro","São Francisco de Itabapoana","Floresta Estacianal semidecidual de tabuleiro. Estação Ecológica Estadual de Guaxindiba","38","38",NA,"-41.088056","-21.393611",NA,NA,"2019","41º5'17''W","21º23'37''S","04","20",NA,NA,"brevifolia",NA,NA,NA
