"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","typeStatus","imagecode","identifiedBy","county","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"96","2020-12-09 14:46:32-03","FURB","FURB","66563","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Kassner-Filho, A.","5787","2020","08","23",NA,"Brasil","Santa Catarina","Caçador.","-49.8863889","-26.9975","680",NA,"fruto imaturo Habitat: borda do fragmento Habito: arbórea","FURB66563",NA,"FURB66563","Kassner-Filho, A.","Taió","680","2020","08","23","-49.8863889","-26.9975000",NA,NA,NA,NA,NA,NA
"97","2020-10-14 09:58:18-03","FURB","FURB","9858","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Marchesini, G.B.",NA,"1999","08","28",NA,"Brasil","Santa Catarina","Alto Quiriri.","-48.8456001281738","-26.3043994903564",NA,NA,NA,"FURB14771",NA,"FURB14771","Aranha, C","Joinville",NA,"1999","09","10",NA,NA,"37150","auto",NA,NA,NA,NA
"98","2019-11-15 20:23:39-03","UTFPR","HCF","29635","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","A. Salino","3264","1997","07","20",NA,"Brasil","MG","Vale do Rio Peruaçu, mata ciliar do rio,","-44.242778","-15.123056",NA,NA,"árvore, com mais de 10 m de altura, folhas cartáceas. Flores cremes com cálice marrom.",NA,NA,NA,"J.A. Lombardi & L.G. Temponi","Januária",NA,"1999","03","08","44°14'34 W","15°07'23 S",NA,NA,NA,NA,NA,NA
"99","2020-06-29 09:29:11-03","UFRRJ","RBR","26043","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","H.C. Rodrigues","s.n.","1994","08","20",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, Linha 6. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,"RBR00026043",NA,"RBR00026043",NA,"Nova Iguaçu",NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"100","2013-04-01 09:15:07-03","IPT","BCTW","2181","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Densidade: 0,70 - ES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"101","2013-04-01 09:15:07-03","IPT","BCTW","2206","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"102","2013-04-01 09:15:07-03","IPT","BCTW","2785","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Praça Coronel Fernando Prestes","-46.63","-23.54",NA,NA,NA,NA,NA,NA,"Moyses Kuhlmann","São Paulo",NA,NA,NA,NA,NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA
"103","2013-04-01 09:15:07-03","IPT","BCTW","2188","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Alta Paulista",NA,NA,NA,NA,NA,NA,NA,NA,"IPT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"104","2013-04-01 09:15:07-03","IPT","BCTW","3224","S","Plantae","Magnoliophyta",NA,NA,"Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Estação Experimental de Ibití","-46.68","-22.68",NA,NA,NA,NA,NA,NA,"IPT","Monte Alegre do Sul",NA,NA,NA,NA,NA,NA,"11114","auto","Magnoliopsida",NA,NA,NA
"105","2020-12-21 16:12:23-03","MBM","MBM","248716","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Salino, A.","3264","1997","07","20","Southern America","Brazil","Minas Gerais","Vale do Rio Peruaçu","-44.3616981506348","-15.4881000518799",NA,NA,NA,"MBM248716",NA,NA,"Lombardi, J.A.","Januária",NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA
"106","2020-12-21 16:12:23-03","MBM","MBM","233859","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Salino, A.","3264","1997","07","20","Southern America","Brazil","Minas Gerais","Vale do Rio Peruaçu, a caminho do Janelão","-44.3616981506348","-15.4881000518799",NA,NA,"Árvore com mais de 10m de altura, folhas cartáceas, flores creme com cálice marrom. Mata ciliar do rio","MBM233859",NA,"MBM233859","Koch, I.","Januária",NA,"2009","05","15",NA,NA,"148972","auto",NA,NA,NA,NA
"107","2020-12-21 16:12:23-03","MBM","MBM","31921","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","35238","1974","10","17","Southern America","Brazil","Paraná","Saíva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM031921",NA,"MBM031921","Markgraf, F.","Antonina",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA
"108","2020-12-21 16:12:23-03","MBM","MBM","194234","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Trya, C.","4","1982","09","11","Southern America","Brazil","Paraná","Horto Florestal","-51.9385986328125","-23.4253005981445",NA,NA,NA,"MBM194234",NA,"MBM194234",NA,"Maringá",NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA
"109","2020-12-21 16:12:23-03","MBM","MBM","194233","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Moscheta, I.; et al.; et al.","s.n.","1979","09","29","Southern America","Brazil","Paraná","Horto Florestal Dr. Luiz Mendez","-51.9385986328125","-23.4253005981445",NA,NA,NA,"MBM194233",NA,"MBM194233","Marquete, N.","Maringá",NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA
"110","2020-12-21 16:12:23-03","MBM","MBM","105711","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Martinelli, G.; Dalcin, E.; Dalcin, E.","9993","1984","10","10","Southern America","Brazil","Rio de Janeiro","Paraíso","-43.040599822998","-22.6527996063232",NA,NA,NA,"MBM105711",NA,"MBM105711","Lima, H.C. de","Magé",NA,NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA
"111","2020-12-21 16:12:23-03","MBM","MBM","63805","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Kuhlmann, J.G.","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Estrada Dona Castorina, Jardim Botânico","-43.2075004577637","-22.9027996063232",NA,NA,NA,"MBM063805",NA,"MBM063805","Kuhlmann, J.G.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"112","2020-12-21 16:12:23-03","MBM","MBM","296499","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Martins, J.","s.n.","2002","12","18","Southern America","Brazil","Rio Grande do Sul","Lagoa da Porteira","-50.5097007751465","-30.2577991485596",NA,NA,"Arvoreta 5m de altura. Em borda de mata de restinga","MBM296499",NA,"MBM296499","Heiden, G.","Palmares do Sul",NA,"2010","07","15",NA,NA,"31350","auto",NA,NA,NA,NA
"113","2020-12-21 16:12:23-03","MBM","MBM","246849","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Sobral, M.; et al.; et al.","8932","2000","03",NA,"Southern America","Brazil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"Região de mata atlântica (mata ombrófila densa). Arbusto 1,5-2m, em beira de estrada; capítulos creme; flores masculinas","MBM246849",NA,"MBM246849","Heiden, G.","Torres",NA,"2010","07","16",NA,NA,"20837","auto",NA,NA,NA,NA
"114","2020-12-21 16:12:23-03","MBM","MBM","51326","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Reitz, R.; Klein, R.M.; Klein, R.M.","10267","1960","10","21","Southern America","Brazil","Santa Catarina","Morro do Baú, Ilheta","-48.8272018432617","-26.8997001647949",NA,NA,NA,"MBM051326",NA,"MBM051326","Markgraf, F.","Ilhota",NA,NA,NA,NA,NA,NA,"18275","auto",NA,NA,NA,NA
"115","2020-12-21 16:12:23-03","MBM","MBM","296899","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Dunaiski Jr.; A.","1958","2002","11","16","Southern America","Brazil","Santa Catarina","Praia do Ervino","-48.6380996704102","-26.2432994842529",NA,NA,"Arbusto de 2,5m, capítulos creme, planície aluvial","MBM296899",NA,"MBM296899","Heiden, G.","São Francisco do Sul",NA,"2010","07","14",NA,NA,"23627","auto",NA,NA,NA,NA
"116","2020-12-21 16:12:23-03","MBM","MBM","162252","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Barreto, K.D.; et al.; et al.","s.n.","1993","04","14","Southern America","Brazil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,NA,"MBM162252",NA,"MBM162252","Rodrigues, R.R.","Piracicaba",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"117","2019-11-01 15:27:57-03","PUC-RIO","FCAB","6481","PreservedSpecimen","Plantae",NA,"Angiospermae","Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","R.R. Oliveira; A. Solórzano","2474","2001","09","01",NA,"Brasil","Rio de Janeiro","Maciço da Pedra Branca, Floresta do Camorim, Serra do Macaco, bacia do Rio Caçambe.","-43.2075004577637","-22.9027996063232",NA,NA,"Indivíduo com DAP de 5cm, altura de 5m.; Em floresta secundária localizada no fundo do vale do Rio Caçambe.","006481",NA,NA,"R.R. Oliveira; A. Solórzano","Rio de Janeiro",NA,"2002","10",NA,NA,NA,"57442","auto",NA,NA,NA,NA
"118","2021-01-15 17:51:35-03","UFMG","BHCB","121387","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Souza, DT","387","2008","01","09","Southern America","Brasil","São Paulo","Mina Ipanema e Felicíssimo da Holcrim S.A.","-47.585278","-23.421111",NA,NA,"Árvore 8m. Flores creme.; Floresta Estacional Semidecidual degradada em regeneração, interior de mina.",NA,NA,NA,NA,"Sorocaba",NA,"2008","01",NA,"-47.585278","-23.421111",NA,NA,NA,NA,NA,NA
"119","2021-04-01 17:01:19-03","UFMG","BHCB","37731","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Salino, A","3264","1997","07","20","Southern America","Brasil","Minas Gerais","Vale do Rio Peruaçu, A caminho do Janelão.","-44.242778","-15.123056",NA,NA,"Árvore, com mais de 10m de altura, folhas cartáceas, flores creme com cálice marrom.; Mata ciliar do rio.",NA,NA,NA,NA,"Januária",NA,NA,NA,NA,"-44.242778","-15.123056",NA,NA,NA,NA,NA,NA
"120","2021-04-01 17:01:19-03","UFMG","BHCB","40404","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Salino, A; Gotschalg, A","3991","1998","02","14","Southern America","Brasil","Minas Gerais","Vale do Rio Peruaçu, Próximo da entrada para Fazenda Terra Brava.","-44.26","-15.1125",NA,NA,"Árvore, 5m alt. Folhas cartáceas, frutos castanhos e látex branco.; Carrascal.",NA,NA,NA,NA,"Januária",NA,NA,NA,NA,"-44.26","-15.1125",NA,NA,NA,NA,NA,NA
"121","2021-01-15 17:51:35-03","UFMG","BHCB","80841","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Reitz, R; Klein, RM","s.n.",NA,NA,NA,"Southern America","Brasil","Santa Catarina",NA,NA,NA,NA,NA,"Árvore de porte médio, 12-15m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-11 11:31:42-03","UFMG","BHCB","32699","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Brina, AE; Costa, LV","s.n.","1995","10","20","Southern America","Brasil","Minas Gerais","APA Carste de Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,"Mata estacional semidecidual.",NA,NA,NA,NA,"Lagoa Santa",NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA
"123","2020-12-11 11:31:42-03","UFMG","BHCB","32698","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Brina, AE; Costa, LV","s.n.","1996","03","02","Southern America","Brasil","Minas Gerais","APA Carste de Lagoa Santa","-43.8897018432617","-19.6271991729736",NA,NA,NA,NA,NA,NA,NA,"Lagoa Santa",NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA
"124","2021-04-01 17:01:19-03","UFMG","BHCB","848","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Stehmann, JR","s.n.","1997","08","07","Southern America","Brasil","Minas Gerais","Campus da UFMG","-43.937801361084","-19.9207992553711",NA,NA,"Cultivada.; Árvore, ca. 6m. Flores amarelas.","BHCB001063",NA,NA,NA,"Belo Horizonte",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"125","2020-12-11 11:31:42-03","UFMG","BHCB","57974","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Zandoval, JA","36","1985","09","11","Southern America","Brasil","São Paulo","Parque da ESALQ/USP","-47.6399993896484","-22.7199993133545",NA,NA,"Flores amarelas, com botões.",NA,NA,NA,NA,"Piracicaba",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"126","2018-06-22 05:25:00-03","MO","MOBOT","100918175","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Pe. Raulino Reitz|Klein","Reitz 2010","1954","7","19","South America","Brazil",NA,"Braço Joaquim, Luis Alves.",NA,NA,"300.00000000",NA,NA,NA,NA,NA,"K. Potgieter (ILL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"127","2018-07-31 17:43:00-03","MO","MOBOT","1002416","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","F. Sellow","Sellow 1651","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Isolectotype",NA,"K. Potgieter (ILL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"128","2016-07-01 14:17:00-03","MO","MOBOT","1003073","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","F. Sellow","Sellow 4426","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"K. Potgieter (ILL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"129","2013-05-07 06:03:00-03","MO","MOBOT","1003074","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Ynés Mexia","Mexia 5054","1930","9","16","South America","Brazil","Minas Gerais","Fazenda de Aguada. Head of small valley in tall, dense forest.",NA,NA,"725.00000000",NA,NA,NA,NA,NA,"Kurt Potgieter (ILL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2008-05-27 22:02:00-03","MO","MOBOT","1003114","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Anonymous","Anonymous 105","1927","7","18","South America","Brazil",NA,"Mata de Fabrica Carioca Rio",NA,NA,NA,NA,NA,NA,NA,NA,"K. Potgeiter (ILL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2016-08-13 14:39:00-03","MO","MOBOT","1003116","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","João Geraldo Kuhlmann","Kuhlmann 16366","1921","8","13","South America","Brazil","Rio de Janeiro","Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,"K. Potgieter (ILL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"132","2012-03-22 10:00:00-03","MO","MOBOT","100460347","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Henry H. Rusby","Rusby 2649","1886","5",NA,"South America","Bolivia",NA,NA,NA,NA,"1828.80000000",NA,NA,NA,NA,NA,"F. Woodson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"133","2016-07-28 14:20:00-03","MO","MOBOT","100919947","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Douglas C. Daly|et al.","Daly 6538","1990","5","19","South America","Bolivia",NA,"Rio Beni. Upstream from Rurrenabaque Forest on slopes above Arroyo Pacheco and Los Fosiles.","-67.5333333","-14.45","320.00000000",NA,NA,NA,NA,NA,"K. Potgieter (ILL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"134","2008-05-27 22:02:00-03","MO","MOBOT","1502909","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Henry H. Rusby","Rusby 2649",NA,NA,NA,"South America","Bolivia","La Paz",NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2018-06-22 05:25:00-03","MO","MOBOT","2455135","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Pe. Raulino Reitz|Roberto M. Klein","Reitz 10267","1960","10","21","South America","Brazil","Santa Catarina","Ilhota. Morro do Baú",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2008-05-27 22:02:00-03","MO","MOBOT","421691","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Alwyn H. Gentry|M.G. Vieira|A. Calos","Gentry 59185","1987","9","8","South America","Brazil","Minas Gerais","Fazenda Lagoa, Munic. Monte Belo; semideciduous forest.","-46.25","-21.41666","800.00000000",NA,NA,NA,NA,NA,"J.F.Morales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","87-228"
"137","2008-05-27 22:02:00-03","MO","MOBOT","940999","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Antony Jardim","Jardim 712","1994","5","12","South America","Bolivia","Pando","35 km al norte de Puerto América, entrando bosque alto hasta cerca Alianza X-1, poo antigua de Mobil con Bertholettia, Courtari Cariniana, Eschweilera, Apuleia, Hymenolobium, Enterolobium, Myroxylon, Hymenaea, Parkia, Brosimum, Pseudolmedia, Castilla, Ficus, Tetragastris, Virola, Iryanthera, Tabebuia, Jacaranda, Pouteria, Chrysophyllum, Microphilis, Aspidosperma, Mezilaurus, Chorisia, Ceiba, Iriartea, Chelyocarpus.... Substrato ultisol con mucho hierro.","-67.98333","-11.73333","200.00000000",NA,NA,NA,NA,NA,NA,"Manuripi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-08-31 08:55:14-03","INPA","INPA","205254","S","Plantae","Dicotyledon Asterids","Gentianales","Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Salino, A","3264","1997","07","20","Southern America","Brasil","Minas Gerais","Januária, Vale do rio Peruaçu, a caminho do Janelão","-44.233333","-15.116667",NA,NA,NA,"INPA0205254",NA,"INPA0205254 INPA0205254_e INPA0205254_e1","Temponi, LG; Lombardi, JA",NA,NA,"1999","03",NA,"-44.233333","-15.116667",NA,NA,NA,NA,NA,NA
"139","2019-07-11 08:30:49-03","ICAUFMG","MCCA","2741","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","SOUZA, C.L.","26","2016","11","24",NA,"Brasil","Minas Gerais","Fazenda Pequi Porteirinha","-43.8616981506348","-16.7350006103516",NA,NA,NA,"MCCA02868",NA,"MCCA02868",NA,"Montes Claros",NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA
"140","2019-07-11 08:30:49-03","ICAUFMG","MCCA","2739","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","SOUZA, C.L.","17",NA,NA,NA,NA,"Brasil","Minas Gerais","Fazenda Pequi Porteirinha","-43.8616981506348","-16.7350006103516",NA,NA,NA,"MCCA02866",NA,"MCCA02866 MCCA02866_01",NA,"Montes Claros",NA,NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA
"141","2020-06-15 15:28:24-03","UNESP-RC","HRCB","71805","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Sabino",NA,NA,NA,NA,NA,"Brasil","São Paulo","Parque Estadual de Porto Ferreira","-47.416667","-21.816667",NA,NA,NA,NA,NA,NA,"G.P. Sabino","Porto Ferreira",NA,NA,NA,NA,"47°25'0.0006W","21°49'0.0006S",NA,NA,NA,NA,NA,NA
"142","2020-06-15 15:28:24-03","UNESP-RC","HRCB","11946","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Nicollini, E.M.","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","Faz. Santo Antonio","-48.5499992370605","-22.2900009155273",NA,NA,"Flores amarelas.",NA,NA,NA,"Marcondes-Ferreira, W.","Jaú",NA,"2002","09",NA,NA,NA,"24071","auto",NA,NA,NA,NA
"143","2020-06-15 15:28:24-03","UNESP-RC","HRCB","3147","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Moscheta, I.","s.n.","1979","04","24",NA,"Brasil","Paraná","Próximo ao viveiro","-51.9385986328125","-23.4253005981445",NA,NA,"Árvore com aproximadamente 23 m de alt, com tronco reto, avermelhado-tijolo, casca com estrias transversais e longitudinais delicadas, com 78 a 84 cm de circunf.; flores pequenas, branco-esverdeadas, <ll>dwc_commonname:</ll> Guatambu",NA,NA,NA,"Marcondes-Ferreira, W.","Maringá",NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA
"144","2019-05-23 11:07:33-03","UFLA","ESAL","13100","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Vilela, EA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"-44.999444","-21.245278",NA,NA,"; ; ;; floresta",NA,NA,NA,"Ary","Lavras",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"145","2019-05-23 11:07:33-03","UFLA","ESAL","14612","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Vilela, EA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Faz. Bonanza",NA,NA,"3",NA,"árvore; 3.00m; ;; floresta",NA,NA,NA,"Ary","Santa Vitóri","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-05-23 11:07:33-03","UFLA","ESAL","17443","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Souza, JS","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Mata do Capivari","-44.999444","-21.245278",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,"Ary","Lavras",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"147","2019-05-23 11:07:33-03","UFLA","ESAL","18204","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Castro, GC","10",NA,NA,NA,NA,"Brasil","Minas Gerais","Siltema Corredor/fragmento","-44.999444","-21.245278",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,"Van den Berg, E","Lavras",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
"148","2019-05-23 11:07:33-03","UFLA","ESAL","19343","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Machado, ELM","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Mata da Subestação","-44.999444","-21.245278",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,"Ary Teixeira de Oliveira-Filho","Lavras",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA
