"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","typeStatus","imagecode","identifiedBy","county","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"16","2020-06-29 11:28:53-03","UFRJ","RFA","20117","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","A.P. Duarte","5513","1961","03","16",NA,"Brasil","Rio de Janeiro","Mata do Pai Ricardo, nos arredores do Jardim Botânico do Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"Árvore alta com ca. 20 m de altura, com vários exemplares","RFA36186",NA,NA,"A.P. Duarte","Rio de Janeiro",NA,"1961",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"17","2020-11-13 09:18:50-03","UFRJ","RFA","20115","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","A. Ducke; J.G. Kuhlmann","s.n.","1921","08","13",NA,"Brasil","Rio de Janeiro","Matas das Obras Públicas ao Silvestre. - Jardim BotânicoEstrada Dona Castorina","-43.2075004577637","-22.9027996063232",NA,NA,NA,"RFA36187",NA,NA,"J.G. Kuhlmann","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"18","2021-03-30 12:33:57-03","EAO","IAN","94610","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Kuhlmann, JG","16366","1921","08","13","Southern America","Brasil","Rio de Janeiro","Corcovado.",NA,NA,NA,NA,NA,"IAN094610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-26 18:07:01-03","CPAN-UFMS","COR","16571","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Penã, R.P.S.","73","2002","09","12",NA,"Brasil","São Paulo","Parque Ibirapuera. Parque antrópico.","-46.6300010681152","-23.5400009155273",NA,NA,"10 m de altura; Com Flor: Flores creme esverdeadas, cálice ferrugíneo Habito: Árvore",NA,NA,NA,"Garcia, R.J.F.","São Paulo",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"20","2020-02-08 09:16:55-03","NBC","NL-BOTANY","WAG.1482515","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Daly DC; Limpias N; Sastre R",NA,"1990","05","19","Southern America","Bolivia",NA,"Bolivia, Deptos La Paz & Beni. Upstream from Rurrenabaque.","-67.533333","-14.45",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1482515 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1482515",NA,"NL-WAG1482515",NA,NA,NA,NA,NA,NA,"-67.533333","-14.45",NA,NA,"Magnoliopsidae",NA,NA,NA
"21","2020-02-08 09:16:55-03","NBC","NL-BOTANY","L.2694238","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Reitz R; Klein RM",NA,"1960","10","21","Southern America","Brazil",NA,"Plantas de Santa Catarina, Morro do Baú, Ilhota.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2694238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2694238",NA,"NL-L2694238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"22","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U 0262520","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Forest Department Piracaciba",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200262520 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0262520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw27594",NA,NA
"23","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U.1079065","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Santos TS dos",NA,NA,NA,NA,"Southern America","Brazil","Bahia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079065 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079065",NA,"NL-U1079065","Leeuwenberg AJM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0020170",NA,NA
"24","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U.1079070","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Kuhlmann JG",NA,"1921","08","13","Southern America","Brazil",NA,"Rio de Janero ad urbem in sihis Montis Corcovado.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079070 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079070",NA,"NL-U1079070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"25","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U.1079071","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Mexia YEJ",NA,"1930","09","16","Southern America","Brazil",NA,"Plants of Brazil, State of Minas Geraes, Viçosa. Fazenda de Aguada.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079071",NA,"NL-U1079071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"26","2020-02-08 09:16:55-03","NBC","NL-BOTANY","U.1079072","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Kuhlmann JG",NA,"1921","08","13","Southern America","Brazil",NA,"Rio de Janero ad urbem in sihis Montis Corcovado.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1079072 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1079072",NA,"NL-U1079072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"27","2020-11-04 10:54:42-03","ESALQ","ESA","133344","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","930.0","2015","07","04",NA,"Brasil","São Paulo","Mata do Pinheirinho. Floresta Estacional Semidecidual em área agrílcola da COSAN.","-47.66058","-22.92451","543",NA,"Árvore, ca. 10m. Látex branco. Lenticelas evidentes nos ramos.","ESA133344",NA,NA,"Rodrigues, S. S.","Mombuca","543","2015","07","06","-47.66058","-22.92451",NA,NA,NA,NA,NA,NA
"28","2020-11-04 10:54:42-03","ESALQ","ESA","133070","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","121.0","2015","07","03",NA,"Brasil","São Paulo","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual, próxima à área de agropecuária.","-47.82393","-22.7782","553",NA,"Árvore. Látex.","ESA133070",NA,NA,"Rodrigues, R. R.","Piracicaba","553","2015","07","03","-47.82393","-22.7782",NA,NA,NA,NA,NA,NA
"29","2020-11-04 10:59:42-03","ESALQ","ESA","61767","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Salino, A.","3264.0","1997","07","20",NA,"Brasil","Minas Gerais",NA,"-44.3616981506348","-15.4881000518799",NA,NA,NA,"ESA061767",NA,"ESA061767","Lombardi, J.A. & Temponi, L.G.","Januária",NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA
"30","2020-11-04 10:59:42-03","ESALQ","ESA","48588","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Brina, A.E. ; Costa, L.V.",NA,"1995","10","20",NA,"Brasil","Minas Gerais",NA,"-43.8897018432617","-19.6271991729736",NA,NA,NA,"ESA048588",NA,"ESA048588","Brina, A.E.","Lagoa Santa",NA,NA,NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA
"31","2020-11-04 10:59:42-03","ESALQ","ESA","10529","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Barreto, K.D. et al.","504.0","1993","05","18",NA,"Brasil","São Paulo",NA,"-47.7700004577637","-22.5100002288818",NA,NA,NA,"ESA010529",NA,"ESA010529","Souza, V.C. et al.","Charqueada",NA,NA,NA,NA,NA,NA,"12465","auto",NA,NA,NA,NA
"32","2020-11-04 10:59:42-03","ESALQ","ESA","129102","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum",NA,"Colletta, G.D.","1518.0","2014","05","15",NA,"Brasil","São Paulo","Plantarum","-47.2900009155273","-22.7700004577637",NA,NA,"Árvore, 6m","ESA129102",NA,NA,"Colletta, G.D. et al.","Nova Odessa",NA,"2014",NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA
"33","2020-11-04 10:54:42-03","ESALQ","ESA","133107","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Orlandini, P.; Volet; Lima, K.; Mansur, A.L.; Santini-Jr., L.; Gios, B.R.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","224.0","2015","07","08",NA,"Brasil","São Paulo","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual, próxima à área de agropecuária.","-47.82393","-22.7782","553",NA,"Árvrore. Caule bastante róseo.","ESA133107",NA,NA,"Mansur, A.","Piracicaba","553","2015","07","08","-47.82393","-22.7782",NA,NA,NA,NA,NA,NA
"34","2020-11-04 10:59:42-03","ESALQ","ESA","134644","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Toledo, C.A.P.; Rodrigues, M. C.; Vidal, C. Y.; Bochorny, T.; Pereira, L. C. S. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","139.0","2015","06","07",NA,"Brasil","São Paulo","Mata do Pinheirinho. Fragmento de Floresta Estacional Semidecidual conservado.","-47.66283","-22.92423","586",NA,"Árvore, 12 m, presença de látex, interior da mata.","ESA134644",NA,NA,"Rodrigues, R. R.","Mombuca","586","2015","06","07","-47.66283","-22.92423",NA,NA,NA,NA,NA,NA
"35","2020-11-04 10:54:42-03","ESALQ","ESA","133001","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","95.0","2015","07","02",NA,"Brasil","São Paulo","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.","-47.82555","-22.77873","545",NA,"Árvore, ca. 8m.","ESA133001",NA,NA,"Marcelo-Peña, J. L.","Piracicaba","545","2015","07","02","-47.82555","-22.77873",NA,NA,NA,NA,NA,NA
"36","2020-11-04 10:59:42-03","ESALQ","ESA","61771","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Stehmann, J.R.",NA,"1997","08","07",NA,"Brasil","Minas Gerais",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,"ESA061771",NA,"ESA061771","Stehmann, J.R. & Lombardi, J.A.","Belo Horizonte",NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"37","2020-11-04 10:59:42-03","ESALQ","ESA","10307","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Barreto, K.D. et al.","377.0","1993","04","30",NA,"Brasil","São Paulo",NA,"-47.7700004577637","-22.5100002288818",NA,NA,NA,"ESA010307",NA,"ESA010307","Souza, V.C. et al.","Charqueada",NA,NA,NA,NA,NA,NA,"12465","auto",NA,NA,NA,NA
"38","2020-11-04 10:59:42-03","ESALQ","ESA","13280","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Goldenberg, R.","45.0","1988","09","19",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA013280",NA,"ESA013280","Ivanauskas, N.M.","Piracicaba",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"39","2020-11-04 10:59:42-03","ESALQ","ESA","10311","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Barreto, K.D. et al.","265.0","1993","06","14",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA010311",NA,"ESA010311","Souza, V.C. et al.","Piracicaba",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"40","2020-11-04 10:59:42-03","ESALQ","ESA","5528","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Robles, F.A.","150.0","1989","05","15",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA005528",NA,"ESA005528","Morales, J.F.","Piracicaba",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"41","2020-11-04 10:59:42-03","ESALQ","ESA","4451","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Catharino, E.L.M.",NA,"1985","08","26",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA004451",NA,"ESA004451","Souza, V.C.","Piracicaba",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"42","2020-11-04 10:59:42-03","ESALQ","ESA","5716","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.","Ivanauskas, N.M.",NA,"1990","06","01",NA,"Brasil","São Paulo",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA005716",NA,"ESA005716",NA,"Piracicaba",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"43","2020-11-04 10:54:42-03","ESALQ","ESA","132721","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum",NA,"Souza, V.C.",NA,"2013","07","02",NA,"Brasil","São Paulo","Canteiro Central da Avenida Brasil, próximo ao Instituto Plantarum.","-47.2900009155273","-22.7700004577637",NA,NA,"Árvore, ca. 8 m alt. Vegetativo.","ESA132721",NA,NA,NA,"Nova Odessa",NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA
"44","2020-11-04 10:59:42-03","ESALQ","ESA","10709","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum",NA,"Grossi, F.",NA,"1987","07","24",NA,"Brasil","São Paulo","Parque da Esalq","-47.6399993896484","-22.7199993133545",NA,NA,NA,"ESA010709",NA,"ESA010709",NA,"Piracicaba",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"45","2020-11-04 10:59:42-03","ESALQ","ESA","69274","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Ivanauskas, N.M.","43.0","1990","06","01",NA,"Brasil","São Paulo","Parque da ESALQ","-47.6399993896484","-22.7199993133545",NA,NA,"Fr","ESA069274",NA,"ESA069274","Ivanauskas, N.M.","Piracicaba",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"46","2020-11-04 10:59:42-03","ESALQ","ESA","7454","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll.Arg.","Zandoval, J.A.","36.0","1985","09","11",NA,"Brasil","São Paulo","Parque da ESALQ","-47.6399993896484","-22.7199993133545",NA,NA,"Fl","ESA007454",NA,"ESA007454","Morales, J.F.","Piracicaba",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA
"47","2021-03-31 13:35:11-03","MN","R","115215","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","ramiflorum","Aspidosperma ramiflorum","Müll. Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbier de J. de Saldanha 4932",NA,NA,NA,"Duarte, A.P.",NA,NA,"1964","11","29",NA,NA,NA,NA,NA,NA,NA,NA
