"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1843629","PreservedSpecimen","Plantae","Fabaceae","Vigna","firmula","Vigna firmula",NA,"R. M. Harley","21754","1980","04","25","South America","Brazil","Bahia","Chapadao Ocidental da Bahia. Ca. 15 km S.W. of Correntina on the road to Goiás. F3","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078542' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843629","Magnoliophyta","Fabales","(Mart. ex Benth.) Maréchal, Mascherpa & Stainier",NA,NA,"-44.72","-13.48","NY01843629_01","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1843630","PreservedSpecimen","Plantae","Fabaceae","Vigna","firmula","Vigna firmula",NA,"L. Coradin","6656","1983","07","08","South America","Brazil","Bahia","Rodovia Barreiras-Brasilia Km. 90","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078544' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843630","Magnoliophyta","Fabales","(Mart. ex Benth.) Maréchal, Mascherpa & Stainier",NA,"Ibotirama","-45.8","-12.08","NY01843630_01","830","830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1843634","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"A. Gehrt","s.n.","1935","02","06","South America","Brazil","São Paulo","Sao Paulo, Jabaquara","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078550' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843634","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle",NA,"Sao Paulo","-46.63","-23.5403","NY01843634_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1843621","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"R. M. Harley","21648","1980","04","23","South America","Brazil","Bahia","Chapadao Ocidental da Bahia. Islets and banks of the Rio Corrente by Correntina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078152' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843621","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle",NA,NA,"-44.63","-13.33","NY01843621_01","580","580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1843582","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"L. M. M. Carreira","717","1983","05","04","South America","Brazil","Mato Grosso","Estrada de Pontes e Lacerda a Vila Bela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077810' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843582","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle",NA,NA,"-59.6331","-15.1231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01404549","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"W. R. Anderson","6434","1973","03","06","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 8 km by road N of Alto Paraíso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2265498' target='other'> <mi>dwc_moreinfo</mi></a>","NY01404549","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle","E. D. da Silva","Alto Paraíso de Goiás","-47.4658","-14.104","NY01404549_01","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1843622","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"D. O. Norris","121","1964","04","11","South America","Brazil","São Paulo","Novas Campinas, a suburb of Campinas.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078427' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843622","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle",NA,"Campinas","-47.06","-22.9","NY01843622_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1843652","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"R. M. Harley","18859","1977","02","18","South America","Brazil","Bahia","Between 10 and 15km North of Mucuge on road to Andaraí","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078575' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843652","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle",NA,NA,"-41.33","-12.95","NY01843652_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01045929","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"R. Macedo","5733","2001","03","10","South America","Brazil","Minas Gerais","São Tomé das Letras","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190919' target='other'> <mi>dwc_moreinfo</mi></a>","NY01045929","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle","S. F. Smith",NA,"-44.9853","-21.7222","NY01045929_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1843566","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"D. R. Hunt","5942","1966","06","11","South America","Brazil","Mato Grosso","Barra do Garças - Xavantina road, 25 km from Xavantina.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077792' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843566","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle",NA,"Barra do Garças","-52.29","-14.86539","NY01843566_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02679256","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"A. Krapovickas","39703","1985","01","27","South America","Brazil","Paraná","32 km de Horizonte, camino a Palmas, BR-280","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2945754' target='other'> <mi>dwc_moreinfo</mi></a>","NY02679256","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle",NA,NA,NA,NA,"NY02679256_01","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1843635","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"O. Handro","s.n.","1939","03","08","South America","Brazil","São Paulo","Vila Moares","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078551' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843635","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle",NA,"Sao Paulo","-46.63","-23.5403","NY01843635_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1843654","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"S. A. Mori","14255","1981","06","10","South America","Brazil","Bahia","Along BR242, ca 15 km NW of Lençois at km 225","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2078577' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843654","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle",NA,"Lençóis","-41.3897","-12.5633","NY01843654_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1843563","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"R. C. de Mendonça","1344","1989","03","21","South America","Brazil","Goiás","Cerradão. WGr.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2077789' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843563","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle",NA,"Silvânia","-48.82","-16.6","NY01843563_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1019315","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"E. Córdula","309","2007","04","23","South America","Brazil","Pernambuco","Serra das Umburanas. (afloramentos rochoso)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280447' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019315","Magnoliophyta","Fabales","(Kunth) Fawc. & Rendle","E. Córdula","Mirandiba","-38.53","-8.2","NY01019315_01","457","457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 11:08:59-03","UNESP-IBB","BOTU","27533","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"Ishara, K.L.","88","2008","03","25",NA,"Brasil","São Paulo","Fazenda Palmeira da Serra",NA,NA,"Trepadeira, flores amareladas","BOTU027533",NA,NA,"(Kunth) Fawc. & Rendle","Ishara, K.L.","Pratânia","-48.733333","-22.8",NA,NA,NA,"48°44'w","22°48's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:29:52-03","UNESP-IBB","BOTU","20100","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"Bertoncini, A.P.","116","1994","03","24",NA,"Brasil","São Paulo",NA,NA,NA,"Trepadeira, flores lilases","BOTU020100",NA,NA,"(Kunth) Fawc. & Rendle",NA,"Agudos",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-08 11:08:59-03","UNESP-IBB","BOTU","14343","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"Bicudo, L.R.H.","636","1986","02","25",NA,"Brasil","São Paulo",NA,NA,NA,"Trepadeira, flores com sépalas verdes, corola lilás bem claro, sem odor","BOTU014343",NA,NA,"(Kunth) Fawc. & Rendle",NA,"Botucatu","-48.738611","-22.9",NA,NA,NA,"48°44'19w","22°54's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-08 11:08:59-03","UNESP-IBB","BOTU","14344","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,NA,"810","1986","03","25",NA,"Brasil","São Paulo",NA,NA,NA,NA,"BOTU014344",NA,NA,"(Kunth) Fawc. & Rendle",NA,"Botucatu","-48.738611","-22.566667",NA,NA,NA,"48°44'19w","22°34's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-19 11:35:05-03","UFPI-MRV","HDELTA","2138","PreservedSpecimen","Plantae","Fabaceae","Ancistrotropis","peduncularis","Ancistrotropis peduncularis",NA,"Braz, G. S.","87","2011","09","02",NA,"Brasil","Piauí",NA,NA,NA,NA,"HDELTA002138",NA,NA,"(Kunth) A. Delgado","Braz, G.S.",NA,"-41.774944","-2.849111",NA,NA,NA,"41°46'29,80''W","02°50'56,80''S","2011","09","02",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:30:37-03","UFRJ","RFA","7766","PreservedSpecimen","Plantae","Fabaceae","Phaseolus","firmulus","Phaseolus firmulus",NA,"A. Mattos","310","1963","07","06",NA,"Brasil","Goiás",NA,NA,NA,"Planta com 0,80m flores amarelas,","RFA27175",NA,NA,"Mart. ex Benth.","G. M. Barros","Cristalina","-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA
"32","2020-12-15 11:14:41-03","FUNED","FUNED-POL","1352","PreservedSpecimen","Plantae","Fabaceae (Leguminosae)","Phaseolus","firmulus","Phaseolus firmulus",NA,NA,NA,"1990","03","21",NA,"Brasil","MG","PAMG/Funed",NA,NA,NA,"POL001352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-15 11:14:41-03","FUNED","FUNED-POL","3465","PreservedSpecimen","Plantae","Fabaceae","Phaseolus","firmulus","Phaseolus firmulus",NA,NA,NA,NA,NA,NA,NA,"Brasil","MG","Funed",NA,NA,NA,"POL003465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-15 11:14:41-03","FUNED","FUNED-POL","1351","PreservedSpecimen","Plantae","Fabaceae (Leguminosae)","Phaseolus","firmulus","Phaseolus firmulus",NA,NA,NA,"1990","03","21",NA,"Brasil","MG","PAMG/Funed",NA,NA,NA,"POL001351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-19 15:44:07-03","UNEB","HUNEB","8875","PreservedSpecimen","Plantae","Fabaceae","Vigna","peduncularis","Vigna peduncularis",NA,"Conceição, A.S.","25","1996","08","14",NA,"Brasil","Bahia","Fazenda do Bu / Mata do São Miguel.",NA,NA,NA,"HUNEB0008875","Angiospermae","Florideophycidae","(Kunth) Fawc.& Rendle",NA,"Conde","-37.690833","-12.056667",NA,NA,NA,"37W41'27''","12S3'24''",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"36","2021-03-30 12:39:50-03","EAO","IAN","194346","PreservedSpecimen","Plantae","Leguminosae","Ancistrotropis","peduncularis","Ancistrotropis peduncularis",NA,"Silva, WLS; Falcão, M; Garcia, TB; Souza, P","259","2012","09","27","Southern America","Brasil","Pará","Ilha de Algodoal. Vila de Fortalezinha.",NA,NA,"Liana volúvel. Flores lilases.","IAN194346","Dicotiledônea",NA,"(Kunth) A Delgado","Silva, WLS","Maracanã","-47.581901550293","-0.595000028610229",NA,NA,NA,NA,NA,"2012","09","27","48335","auto",NA,NA,NA,NA,NA,NA
"37","2021-04-08 17:41:57-03","EAO","IAN","3018","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","crassifolius","Phaseolus crassifolius",NA,"Martius, CFP von","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"IAN003018","Dicotiledônea",NA,"Mart. ex Ducke",NA,NA,NA,NA,"IAN003018_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-08 17:41:57-03","EAO","IAN","24743","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","firmulus","Phaseolus firmulus",NA,"Pohl, RW","1342",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"IAN024743","Dicotiledônea",NA,"Mart.",NA,NA,NA,NA,"IAN024743_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-08 17:41:57-03","EAO","IAN","22381","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","peduncularis","Phaseolus peduncularis",NA,"sc","s.n.",NA,NA,NA,NA,NA,"Santa Ana",NA,NA,NA,NA,"IAN022381","Dicotiledônea",NA,"Kunth",NA,NA,NA,NA,"IAN022381_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:41:57-03","EAO","IAN","54803","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","peduncularis","Phaseolus peduncularis",NA,"Black, GA","9951","1950","07","09","Southern America","Brasil","Pará","Rio Camará; fazenda Gurupatuba; campo aberto.",NA,NA,"Cipó; flor amarela.","IAN054803","Dicotiledônea",NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:41:57-03","EAO","IAN","58473","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","peduncularis","Phaseolus peduncularis",NA,"Pires, JM; Black, GA","2043","1950","05","24","Southern America","Brasil","Maranhão","Ilha dos Botes, duas léguas abaixo de Carolina, Rio Tocantins.",NA,NA,NA,"IAN058473","Dicotiledônea",NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:41:57-03","EAO","IAN","90663","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","peduncularis","Phaseolus peduncularis",NA,"Macêdo, A","4203","1956","01","19","Southern America","Brasil","Minas Gerais","Local São Vicente.",NA,NA,"Volúvel em matagal. Roxas.","IAN090663","Dicotiledônea",NA,"Kunth",NA,"Ituiutuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-08 17:41:57-03","EAO","IAN","64434","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","peduncularis","Phaseolus peduncularis",NA,"Fróes, RL; Black, GA","27426","1951","07","15","Southern America","Brasil","Amapá","Campo.",NA,NA,"Cipó. Flor rósea.","IAN064434","Dicotiledônea",NA,"Kunth",NA,"Macapá","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA
"44","2021-04-08 17:41:57-03","EAO","IAN","70091","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","peduncularis","Phaseolus peduncularis",NA,"Black, GA; Fróes, RL","12266","1951","07","10","Southern America","Brasil","Amapá","Curiaú; campo alto.",NA,NA,"Flor amarelo-purpurea.","IAN070091","Dicotiledônea",NA,"Kunth",NA,"Macapá","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA
"45","2021-04-08 17:41:57-03","EAO","IAN","137983","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","peduncularis","Phaseolus peduncularis",NA,"Irwin, HS; Souza, R","11549","1966","01","10","Southern America","Brasil","Distrito Federal","Steep campo slopes, Corrego Covanças near Chapada da Contagem, ca.20Km NE of Brasília.",NA,NA,"Twining herbaceous vine, the stamens to ca. 1m long. Corolla lavander-purple. Locally Frequent.","IAN137983","Dicotiledônea",NA,"Kunth",NA,"Brasília","-47.9296989440918","-15.7797002792358",NA,"1000","1000",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"46","2021-04-08 17:41:57-03","EAO","IAN","36980","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","peduncularis","Phaseolus peduncularis",NA,"Pires, JM","1204","1948","08","15","Southern America","Brasil","Pará","Campo.",NA,NA,"Herbáceo, flor roxa.","IAN036980","Dicotiledônea",NA,"Kunth",NA,"Curralinho","-49.7952995300293","-1.81360995769501","IAN036980 IAN036980_e",NA,NA,NA,NA,NA,NA,NA,"76491","auto",NA,NA,NA,NA,NA,NA
"47","2021-04-08 17:41:57-03","EAO","IAN","85709","PreservedSpecimen","Plantae","Leguminosae-Pap.","Phaseolus","peduncularis","Phaseolus peduncularis",NA,"Pires, JM; Silva, NT da","4739","1954","08","18","Southern America","Brasil","Pará","Estrada do Rio Pucuruí.",NA,NA,"Cipó, em capoeira.","IAN085709","Dicotiledônea",NA,"Kunth",NA,"Gurupá","-51.6399993896484","-1.40499997138977",NA,NA,NA,NA,NA,NA,NA,NA,"122528","auto",NA,NA,NA,NA,NA,NA
