"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"14","2020-11-04 11:12:42-03","ESALQ","ESA","5904","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Silva, L.H.S.","188.0","1989","01","20",NA,"Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,"ESA005904","Barroso",NA,NA,NA,"ESA005904","63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:12:42-03","ESALQ","ESA","88006","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Cordeiro, J. ; Soares, A.A.","1131.0","1993","12","08",NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,"ESA088006","Anderson, W.R.",NA,NA,NA,"ESA088006","25180","auto",NA,"2002","01","01",NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:12:42-03","ESALQ","ESA","85263","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, G.","39289.0","1967","11","20",NA,"Brasil","Paraná","Joaquim Távora",NA,"-49.9047012329102","-23.4993991851807",NA,NA,"ESA085263","Anderson, W.R.",NA,NA,NA,"ESA085263","21735","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:12:42-03","ESALQ","ESA","87989","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Carneiro, J.","1021.0","2000","12","19",NA,"Brasil","Paraná","Ribeirão do Pinhal",NA,"-50.3567008972168","-23.4074993133545",NA,NA,"ESA087989","Anderson, W.R.",NA,NA,NA,"ESA087989","21709","auto",NA,"2002","01","01",NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:31:30-03","MN","R","7807","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Glaziou, A.F.M.","4768","1870","11","18",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007807",NA,NA,NA,NA,"R000007807_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:30:02-03","IAP","PACA-AGP","86783.1","PreservedSpecimen","Plantae","Magnoliophyta","Geraniales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, G.","39289","1977","11","20",NA,"Brasil","PR","Joaquim Távora","Arredores da cidade","-49.9047012329102","-23.4993991851807",NA,"Habitat: No alto das árvores do interior do cânion. Fenofase: flor amarela Hábito: trepadeira","PACA086783-1","W. R. Anderson",NA,NA,NA,NA,"21735","auto","Magnoliatae","2002",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:30:02-03","IAP","PACA-AGP","87282","PreservedSpecimen","Plantae","Magnoliophyta","Geraniales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","J. Carneiro","1021","2000","12","19",NA,"Brasil","PR","Ribeirão do Pinhal","Barra do Penacho","-50.3567008972168","-23.4074993133545",NA,"trepadeira lenhosa, flor amarela Habitat: orla da floresta","PACA087282","W.R. Anderson",NA,NA,NA,NA,"21709","auto","Magnoliatae","2002",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:30:02-03","IAP","PACA-AGP","87297","PreservedSpecimen","Plantae","Magnoliophyta","Geraniales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","O.S. Ribas","3120","2000","01","15",NA,"Brasil","PR","Tunas do Paraná",NA,"-49.0858001708984","-24.9743995666504",NA,"flor amarela, trepadeira lenhosa Habitat: floresta atlântica Hábito: trepadeira","PACA087297","W.R. Anderson",NA,NA,NA,NA,"41885","auto","Magnoliatae","2002",NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0026139","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","O. S. Ribas; L. M. Abe","3120","2000","1","15",NA,"Brazil","Parana",NA,"Pacas (Mun. Tunas do Paraná)","-49.1","-24.9667",NA,"PMC - DPP 004; Trepadeira lenhosa, flor amarela.",NA,"W. R. Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:38:42-03","UFJF","CESJ","42779","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","O.S. Ribas; L.M. Abe","3120","2000","01","15","América do Sul","Brasil","Paraná","Tunas do Paraná","Pacas","-49.0858001708984","-24.9743995666504",NA,"Trepadeira lenhosa, flor amarela. Floresta atlântica.","CESJ042779","W.R. Anderson",NA,NA,NA,NA,"41885","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:38:42-03","UFJF","CESJ","54983","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","G. Hatschbach","39289","1977","11","20","América do Sul","Brasil","Paraná","Joaquim Távora","Arredores do município.","-49.9047012329102","-23.4993991851807",NA,"Trepadeira, flor amarela. Floresce no alto das árvores do interior do cânion.","CESJ054983","W.R. Anderson",NA,NA,NA,NA,"21735","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:45:40-03","UFMS","CGMS","16118","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","O.S. Ribas; L.M. Abe","3120","2000","01","15",NA,"Brasil","Paraná","Tunas do Paraná","Pacas.","-49.0858001708984","-24.9743995666504",NA,"Flor amarela. Habitat: Floresta Atlântica. Habito: Trepadeira lenhosa.","CGMS1045643","W.R. Anderson",NA,NA,NA,NA,"41885","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:45:40-03","UFMS","CGMS","49584","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","O.S. Ribas; L.M. Abe","3120","2000","01","15",NA,"Brasil","Paraná","Tunas do Paraná","Pacas.","-49.0858001708984","-24.9743995666504",NA,"Flor amarela. Habitat: Floresta atlântica. Habito: Trepadeira lenhosa.","CGMS1079516","W.R. Anderson",NA,NA,NA,NA,"41885","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-27 13:50:05-03","UFS","ASE","28708","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Gomes, C","ASE28708","2009","06","22","Southern America","Brasil","Sergipe","Indiaroba","Fazenda Sabão","-37.511389","-11.519444",NA,"Mata Atlântica","ASE0000078","Almeida, RF",NA,NA,NA,"ASE0000078",NA,NA,NA,"2013","10","07","-37.511389","-11.519444",NA,NA,NA,NA
"28","2019-08-20 10:17:36-03","UNICAMP","UEC","10040","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Berg, CC; Bahia, RP; Henderson, AJ; Nelson, BW","542","1977","10","15",NA,"Brazil","Pará",NA,"Serra dos Carajás. Serra Norte. 5 km NE","-50.25","-6",NA,"fruto, Liana forest. Liana, wings of fruits whites.","UEC037790","Almeida, RF",NA,NA,NA,NA,NA,NA,NA,"2013",NA,NA,"-50.25","-6",NA,NA,NA,NA
"29","2021-03-01 16:33:27-03","UNICAMP","UEC","42817","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Custódio-Filho, A","2808","1986","12","17",NA,"Brazil","São Paulo","Salesópolis","Casa Grande, Estação Biológica Boracéia","-45.866667","-23.633333",NA,"Escandente, corola alaranjada, estame beje.","UEC166628",NA,"890","950",NA,"UEC166628",NA,NA,NA,NA,NA,NA,"-45.866667","-23.633333",NA,NA,NA,NA
"30","2019-08-20 10:17:36-03","UNICAMP","UEC","53491","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Soares; Silva, LH","188","1989","01","20",NA,"Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy.","-51.1627998352051","-23.3103008270264",NA,"flor, Trepadeira. Botões florais e flores amarelas. Frequente.",NA,NA,NA,NA,NA,NA,"63728","auto",NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:17:36-03","UNICAMP","UEC","63627","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Souza, MC; Mencacci, IC","23",NA,NA,NA,NA,"Brazil","Paraná","Porto Rico","Rio Paraná, fusante de Porto Rico.","-53.2668991088867","-22.7721996307373",NA,"fruto, Escandente. Flores de coloração amarela. Vistosas. Fruto com ala verde paleácea. Frequente. Solo alagado.","UEC037791","Almeida, RF",NA,NA,NA,NA,"18063","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:17:36-03","UNICAMP","UEC","72867","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Bernacci, LC; Belinello, R; Andrade, PRP; Falivene, SMP; Silva, AMC","1088","1995","01","11",NA,"Brazil","São Paulo","Pariquera-Açu","Rodovia a partir da BR 116 para a cidade","-47.8800010681152","-24.7099990844727",NA,"fruto, Floresta secundária. Trepadeira lenhosa, frutos imaturos.","UEC037789","Almeida, RF",NA,NA,NA,NA,"17990","auto",NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:02:35-03","FURB","FURB","4435","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, G.",NA,"1977","11","20",NA,"Brasil","Paraná","Joaquim Távora","Arredores.","-49.9047012329102","-23.4993991851807",NA,"Floresce no alto das árvores do interior do cânion.","FURB02115","Anderson, WR",NA,NA,NA,"FURB02115","21735","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-16 17:53:24-03","UCS","HUCS","28087","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, G.","42620","1979","12","07",NA,"Brasil","Paraná","Morretes","Pitinga","-48.834400177002","-25.476900100708",NA,"trepadeira lenhosa, flor amarela; orla da mata pluvial",NA,"Anderson, W.R.",NA,NA,NA,NA,"30514","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-16 17:53:24-03","UCS","HUCS","21275","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Cruz, J.M.","225","1999","12","16",NA,"Brasil","Paraná","Pontal do Paraná","Pontal do Sul","-48.511100769043","-25.6735992431641",NA,"trepadeira lenhosa, flor amarela; restinga arbórea",NA,"Anderson, W.R.",NA,NA,NA,NA,"19508","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-16 17:53:24-03","UCS","HUCS","21441","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, G.","39249","1976","11","19",NA,"Brasil","Paraná","Quatiguá","Rod. BR-092","-49.9136009216309","-23.5671997070312",NA,"trepadeira lenhosa, flor amarela; mata pluvial",NA,"Anderson, W.R.",NA,NA,NA,NA,"12279","auto",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:32:49-03","MBM","MBM","64211","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, G.","42599",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Cabeceira do Ribeirão do Tigre","-49.261100769043","-24.823600769043",NA,NA,"MBM064211","Anderson, W.R.",NA,NA,NA,"MBM064211","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:32:49-03","MBM","MBM","30367","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, G.","4249",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Rio Ponta Grossa","-49.261100769043","-24.823600769043",NA,NA,"MBM030367","Anderson, W.R.",NA,NA,NA,"MBM030367","32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:32:49-03","MBM","MBM","244235","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Cruz, J.M.; Cordeiro, J.; Cordeiro, J.","225","1999","12","16","Southern America","Brazil","Paraná","Pontal do Paraná","Pontal do Sul","-48.511100769043","-25.6735992431641",NA,NA,"MBM244235","Anderson, W.R.",NA,NA,NA,"MBM244235","19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:32:49-03","MBM","MBM","48853","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, G.","39249","1976","11","19","Southern America","Brazil","Paraná","Quatiguá","Rod. BR-092","-49.9136009216309","-23.5671997070312",NA,NA,"MBM048853","Anderson, W.R.",NA,NA,NA,"MBM048853","12279","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:32:49-03","MBM","MBM","258744","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Carneiro, J.","1021","2000","12","19","Southern America","Brazil","Paraná","Ribeirão do Pinhal","Barra do Penacho","-50.3567008972168","-23.4074993133545",NA,NA,"MBM258744","Anderson, W.R.",NA,NA,NA,"MBM258744","21709","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:32:49-03","MBM","MBM","276605","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","73910","2002","11","08","Southern America","Brazil","Santa Catarina","Bonito","Rodovia Bonito - Campo dos Índios, Córrego Três Morros",NA,NA,NA,NA,"MBM276605","Anderson, W.R.",NA,NA,NA,"MBM276605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:32:49-03","MBM","MBM","48849","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, G.","39289","1977","11","20","Southern America","Brazil","Paraná","Joaquim Távora","Joaquim Távora, arredores","-49.9047012329102","-23.4993991851807",NA,NA,"MBM048849","Anderson, W.R.",NA,NA,NA,"MBM048849","21735","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:32:49-03","MBM","MBM","244232","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Silva, J.M.; Abe, L.M.; Abe, L.M.","3120","1999","12","15","Southern America","Brazil","Paraná","Tunas do Paraná","Pacas","-49.0858001708984","-24.9743995666504",NA,NA,"MBM244232","Anderson, W.R.",NA,NA,NA,"MBM244232","41885","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:32:49-03","MBM","MBM","165787","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Cordeiro, J.; Soares, A.A.; Soares, A.A.","1131","1993","12","08","Southern America","Brazil","Paraná","Curitiba","Parque Náutico","-49.2731018066406","-25.4277992248535",NA,NA,"MBM165787","Anderson, W.R.",NA,NA,NA,"MBM165787","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:32:49-03","MBM","MBM","64210","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Hatschbach, G.","42620","1979","12","07","Southern America","Brazil","Paraná","Morretes","Pitinga","-48.834400177002","-25.476900100708",NA,NA,"MBM064210","Anderson, W.R.",NA,NA,NA,"MBM064210","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-09-18 10:24:28-03","MNHN","RECOLNAT_MNHN_P","P00594530","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Glaziou, A.",NA,"1880","1","9",NA,"Brésil",NA,NA,"Province de Rio de Janeiro. Sommet du Corcorado, au dessus du précipice, du côté de la mer.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00594530' target='other'> <mi>dwc_moreinfo</mi></a>","P00594530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11810",NA,NA,NA
"48","2015-09-05 09:05:15-03","MNHN","RECOLNAT_MNHN_P","P05597455","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Glaziou, A.",NA,"1880","1","9",NA,"Brasil","Rio de Janeiro",NA,"Jourmet da Corcovado, au dessus du prècípices du côtá le la mers.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597455' target='other'> <mi>dwc_moreinfo</mi></a>","P05597455",NA,NA,NA,NA,"P05597455_01",NA,NA,NA,NA,NA,NA,NA,NA,"11810",NA,NA,NA
"49","2015-09-22 11:38:19-03","MNHN","RECOLNAT_MNHN_P","P00671846","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Hiraea","dentulata","Hiraea dentulata","A.Juss.","Blanchet",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Bahia",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00671846' target='other'> <mi>dwc_moreinfo</mi></a>","P00671846",NA,NA,NA,NA,"P00671846_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA
"50","2020-12-11 11:37:38-03","UFMG","BHCB","35503","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Brina, AE","s.n.","1995",NA,NA,"Southern America","Brasil","São Paulo","Assis",NA,"-50.4099998474121","-22.6599998474121",NA,NA,"BHCB008356",NA,NA,NA,NA,NA,"23972","auto",NA,"2013","06",NA,NA,NA,NA,NA,NA,NA
"51","2021-02-11 17:19:29-03","UFPR","UPCB","20149","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Soares e Silva, L.H.","188","1989","01","20",NA,"Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,"Trepadeira, botão floral e flor amarelos, freqüente..",NA,"Barroso, G.M.",NA,NA,NA,NA,"63728","auto",NA,"1989","01","01",NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","2857162","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","cuneata","Hiraea cuneata","Griseb.","Per Dusén","Dusén 8674","1909",NA,NA,"South America","Brazil","Paraná",NA,"EMxandra, ad marg. silvulae.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
