"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","1145067","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","R. de Mello-Silva","1651","1999","02","26","South America","Brazil","Minas Gerais","Localidade de Santa Luzia. Nascentes do riacho São Gabriel. Sopés da Serra Negra (divisa com Lima Duarte). Entrada 17,4 km da praça central de Rio Preto, na estrada para o Rio do Funil. Localidade de coleta de Saint-Hilaire em 8 e 11 de Fevreiro de 1822","-43.87","-21.97","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305689' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145067","NY01145067_01","J. C. Yesilyurt","Rio Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1801537","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","A. P. Duarte","2671","1950","04","26","South America","Brazil","Minas Gerais","Serra do Cipó, K. 132.",NA,NA,"1150","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2032437' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801537","NY01801537_01","N. K. B. Robson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1801539","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","G. A. Black","51-11840","1951","04","05","South America","Brazil","Minas Gerais","Serra do Cipó, entre os kms. 130 e 132.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2032498' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801539",NA,"N. K. B. Robson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01022956","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","H. S. Irwin","29144","1971","01","26","South America","Brazil","Minas Gerais","Serra do Espinhaço, base of Serra da Caraça","-43.4927778","-20.1263","1500","1750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179719' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022956","NY01022956_01","B. Maguire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00477436","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","H. S. Irwin","30263","1971","01","13","South America","Brazil","Minas Gerais","Serra do Espinhaço, base of Serra da Piedade, ca. 35 km east of Belo Horizonte, road to Caeté","-43.676328","-19.820266","1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=144532' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477436","NY00477436_01","B. Maguire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1018434","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","R. M. Harley","1651","1999","02","26","South America","Brazil","Minas Gerais","Localidade de Santa Luzia. Nascentes do riacho São Gabriel. Sopés da Serra Negra (divisa com Lima Duarte). Entrada a 17.4 km da praça central de Rio Preto, na estrada para o Rio do Funil. Localidade de coleta de Saint-Hilaire em 8 e 11 de Fevreiro de 1822.","-43.87","-21.97","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1259470' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018434","NY01018434_01","J. C. Yesilyurt","Rio Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01022961","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","H. S. Irwin","30532","1971","01","16","South America","Brazil","Minas Gerais","Serra do Espinhaço, middle slopes of Serra da Piedade, ca. 40 km E. of Belo Horizonte, BR-31","-43.67613","-19.82237","1800","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179732' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022961","NY01022961_01","B. Maguire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01022955","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","H. S. Irwin","28679","1971","01","18","South America","Brazil","Minas Gerais","Serra do Espinhaço, slopes of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.67613","-19.82237","1800","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179716' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022955","NY01022955_01","B. Maguire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","477437","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","F. C. Hoehne","198","1931","12","23","South America","Brazil","São Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=144530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477437","NY00477437_01","J. A. Ewan","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1801788","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","W. R. Anderson","35979","1972","02","14","South America","Brazil","Minas Gerais","Serra do Espinhaço, ca. 5 km SSE of Pico do Itambé","-43.3919444","-18.43185","1140","1140","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2039512' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801788","NY01801788_01","B. Maguire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1801787","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","E. Forero","7030","1968","08","13","South America","Brazil","Rondônia","Porto Velho to Cuiabá highway, 1 km NE of Ariquemes",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2039510' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801787","NY01801787_01","N. K. B. Robson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01022957","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","H. S. Irwin","29356","1971","01","30","South America","Brazil","Minas Gerais","Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 2 km S. of Ouro Preto","-43.5057","-20.3874","1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179720' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022957","NY01022957_01","B. Maguire","Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","94378","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","C. F. P. von Martius","970","1841",NA,NA,"South America","Brazil",NA,"Brasilia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=346992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00094378","NY00094378_01",NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01022959","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart. ex A.St.-Hil.","H. S. Irwin","29499","1971","01","31","South America","Brazil","Minas Gerais","Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 3 km S. of Ouro Preto","-43.5058333","-20.3874","1650","1650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179727' target='other'> <mi>dwc_moreinfo</mi></a>","NY01022959","NY01022959_01","B. Maguire","Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:39:02-03","EAO","IAN","106561","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","micrantha","Vismia micrantha","(Mart.) A.St.-Hil.","Magalhães, MG","6137","1952","06","10","Southern America","Brasil",NA,"Serra do Cipó, capoeirinha perto de córrego.",NA,NA,NA,NA,NA,"Flor alva. Arbusto de 2 a 3m de altura.","IAN106561",NA,"Shimizu, G; Martins, MV",NA,NA,"2018","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:39:02-03","EAO","IAN","107739","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","micrantha","Vismia micrantha","(Mart.) A.St.-Hil.","Magalhães, MG","16981",NA,NA,NA,"Southern America","Brasil",NA,"Serra do Cipó, capoeirinha perto de córrego.",NA,NA,NA,NA,NA,"Cipó com flor alva frequente em pequenos grupos de arbustos de 1 - 2m.","IAN107739",NA,"Shimizu, G; Martins, MV",NA,NA,"2018","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:39:02-03","EAO","IAN","138635","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","micrantha","Vismia micrantha","(Mart.) A.St.-Hil.","Irwin, HS; Harley, RM","29009","1971","01","24","Southern America","Brasil","Minas Gerais","Serra do Espinhaço, 9km W of Barão de Cocais, at base os Serra da Caraça, gray sand soil.",NA,NA,"1400","1400",NA,"Shrub ca.2.5m tall.In bud.Gallert margin.","IAN138635",NA,"Shimizu, GH; Martins, MV",NA,NA,"2018","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:39:02-03","EAO","IAN","138650","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","micrantha","Vismia micrantha","(Mart.) A.St.-Hil.","Irwin, HS","29144","1971","01","26","Southern America","Brasil","Minas Gerais","Common in disturbed places. Wooded valley, base of Serra da Caraça.",NA,NA,"1500","1750",NA,"Shrub ca 2m tall Corolla and estamens cream.","IAN138650",NA,"Shimizu, GH; Martins, MV",NA,NA,"2018","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:39:02-03","EAO","IAN","138702","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","micrantha","Vismia micrantha","(Mart.) A.St.-Hil.","Irwin, HS; Harley, RM","28679","1971","01","18","Southern America","Brasil","Minas Gerais","Serra do Espinhaço, steep rocky iron-rich slopes of Serra da Piedade ,ca. 35km E, near BR 31, ca. 1800m elev.",NA,NA,"1800","1800",NA,"Shrub ca. 2m tall. Corrola cream.","IAN138702",NA,"Shimizu, G; Martins, MV",NA,NA,"2018","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:39:02-03","EAO","IAN","138744","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","micrantha","Vismia micrantha","(Mart.) A.St.-Hil.","Irwin, HS; Harley, RM; Onishi, E","29356","1971","01","30","Southern America","Brasil","Minas Gerais","Serra do Espinhaço. Lower slopes of Pico Itacolomí,ca 2km S of Ouro Preto, cerrado on steep schist slopes.",NA,NA,"1600","1600",NA,"Srub ca. 2m tall, corola and stamens cream.","IAN138744",NA,"Shimizu, G; Martins, MV",NA,NA,"2018","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:39:02-03","EAO","IAN","138837","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","micrantha","Vismia micrantha","(Mart.) A.St.-Hil.","Irwin, HS; Harley, RM","30532","1971","01","16","Southern America","Brasil","Minas Gerais","Wooded middle slopes of Serra da Piedade, ca. 40km E. of Belo Horizonte, near BR-31.",NA,NA,"1800","1800",NA,"Tree ca. 5m x 6cm . Flowers cream.","IAN138837",NA,"Shimizu, G; Martins, MV",NA,NA,"2018","09","19",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:39:02-03","EAO","IAN","69666","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","micrantha","Vismia micrantha","(Mart.) A.St.-Hil.","Black, GA; Magalhães, MG","11840","1951","04","15","Southern America","Brasil","Minas Gerais","Serra do Cipó, entre os kms 130 e 132.",NA,NA,NA,NA,NA,NA,"IAN069666",NA,"Martins, MV",NA,NA,"2018","09","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:39:02-03","EAO","IAN","69784","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Hypericaceae","Vismia","micrantha","Vismia micrantha","(Mart.) A.St.-Hil.","Black, GA; Magalhães, MG","11961","1951","04","09","Southern America","Brasil","Minas Gerais","Serra do Rola Moça.",NA,NA,NA,NA,NA,NA,"IAN069784",NA,"Berg, ME van den",NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:17:41-03","UFBA","ALCB","056052","PreservedSpecimen","Plantae","Dicotyledon",NA,"Hypericaceae","Vismia","micrantha","Vismia micrantha","Mart.","Wanderley, MGL","289","1981","02","13","Southern America","Brasil","São Paulo","Reserva do Florestal.","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ALCB038994",NA,"Marinho, LC","Cunha",NA,"2014",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:54:05-03","NBC","NL-BOTANY","L 0012304","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Vismia","micrantha","Vismia micrantha","Mart.","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200012304 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0012304","NL-L0012304","Ewan JA",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","90433320",NA,NA,NA,NA,NA
"36","2020-02-08 09:54:05-03","NBC","NL-BOTANY","L.2421040","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Vismia","micrantha","Vismia micrantha","Mart.","Sellow F",NA,"1955","01","01","Southern America","Brazil",NA,"Brasilia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2421040 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2421040","NL-L2421040",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:54:05-03","NBC","NL-BOTANY","WAG.1550010","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Vismia","micrantha","Vismia micrantha","Mart.","Irwin HS; Harley RM; Onishi E",NA,"1971","01","18","Southern America","Brazil",NA,"Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaco. Steep rocky iron-rich slopes of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1550010 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1550010","NL-WAG1550010",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:54:05-03","NBC","NL-BOTANY","WAG.1550011","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Vismia","micrantha","Vismia micrantha","Mart.","Irwin HS; Harley RM; Onishi E",NA,"1971","01","24","Southern America","Brazil",NA,"Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaco. 9km W. of Barao de Cocais, at base of Serra da Caraca.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1550011 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1550011","NL-WAG1550011",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:54:05-03","NBC","NL-BOTANY","WAG.1550012","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Vismia","micrantha","Vismia micrantha","Mart.","Irwin HS; Harley RM; Onishi E",NA,"1971","01","26","Southern America","Brazil",NA,"Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaco. base of Serra da Caraca.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1550012 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1550012","NL-WAG1550012",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:54:05-03","NBC","NL-BOTANY","WAG.1550013","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Vismia","micrantha","Vismia micrantha","Mart.","Irwin HS; Harley RM; Onishi E",NA,"1971","01","16","Southern America","Brazil",NA,"Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaco. Wooded middle slopes of Serra da Piedade, ca. 40km E. of Belo Horizonte, near BR-31.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1550013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1550013","NL-WAG1550013",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:54:05-03","NBC","NL-BOTANY","WAG.1550014","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Vismia","micrantha","Vismia micrantha","Mart.","Irwin HS; Harley RM; Onishi E",NA,"1971","01","30","Southern America","Brazil",NA,"Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaco. Lower slopes of Pico Itacolomi, ca. 2km S. of Ouro Preto.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1550014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1550014","NL-WAG1550014",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:54:05-03","NBC","NL-BOTANY","WAG.1550015","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Vismia","micrantha","Vismia micrantha","Mart.","Irwin HS; Harley RM; Onishi E",NA,"1971","01","31","Southern America","Brazil",NA,"Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaco. ca. 3 km S. of Ouro Preto.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1550015 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1550015","NL-WAG1550015",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
