"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","infraspecificEpithet","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"1426","2008-05-27 22:02:00-03","MO","MOBOT","261553","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","S. Lægaard",NA,"Simon Lægaard","1985","11","14","Ecuador","Chimborazo",NA,"Cumanda, on shores of Río Chanchan. Sandy, moist soil.","-79.13333","-2.21666",NA,NA,NA,NA,NA,NA,NA,"Lægaard 55604","1000.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","2008-05-27 22:02:00-03","MO","MOBOT","261508","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","S. Lægaard",NA,"Simon Lægaard","1984","1","20","Ecuador","Napo",NA,"Along Río Cuyabeno, app. 3 hours in canoe below Puerto Bolívar. On sandy rivershore.","-75.93333","-0.18333",NA,NA,NA,NA,NA,NA,NA,"Lægaard 51249","250.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","2008-05-27 22:02:00-03","MO","MOBOT","266683","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","M.T. Strong (US)",NA,"Elsa M. Zardini|R. Velázquez","1989","12","14","Paraguay","Paraguarí",NA,"Northern part of Lake Ypoá basin, 12.6 km SE of Nueva Italia, southern border of Bañado on Arroyo Cañabe basin. Inundated savanna.","-57.38333","-25.63333",NA,NA,NA,NA,NA,NA,NA,"Zardini 16919",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","214"
"1429","2013-06-25 09:37:00-03","MO","MOBOT","1517916","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Gerrit Davidse",NA,"Jorge Caranqui|G. Pabon|Grupo Post-Grado MO-QCNE","2000","12","9","Ecuador","Zamora-Chinchipe",NA,"Cordillera del Cóndor. Valle del río Quimi.","-78.4477777","-3.5258334",NA,NA,NA,NA,NA,NA,NA,"Caranqui 172","920.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1430","2011-10-07 05:03:00-03","MO","MOBOT","263347","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Gerrit Davidse",NA,"Sandy Knapp|Peter W. Alcorn|Jim Mallet|H. Esley","1986","6","7","Peru","Amazonas","Bagua","37 km NE of bridge over Río Nieva, 67 km W of Sarameriza. In standing water. Along road, white sand.","-77.66666","-4.66666",NA,NA,NA,NA,NA,NA,NA,"Knapp 7629","450.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"2","86-85"
"1431","2014-08-05 10:42:00-03","MO","MOBOT","267345","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Gerrit Davidse",NA,"Josefina Espina Z.|F. García Cossio|S. Pino","1989","4","27","Colombia","Chocó","Bahia Solano","Corregimiento El Valle, alrededores de la poblacion.","-76.4333333","6.35",NA,NA,NA,NA,NA,NA,NA,"Espina Z. 3031",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","17"
"1432","2014-04-04 05:44:00-03","MO","MOBOT","269173","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Gerrit Davidse",NA,"Rodolfo Vásquez","1983","3","2","Peru","Ucayali","Coronel Portillo","Bosque Nacional A. V. Humboldt. Bosque secundario.","-74.75","-8.66666",NA,NA,NA,NA,NA,NA,NA,"Vásquez Martínez 3917",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"4","83-8"
"1433","2008-05-27 22:02:00-03","MO","MOBOT","264859","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","R. Kral (VDB)",NA,"James C. Solomon","1985","11","13","Bolivia","Beni","Gral. Ballivian","Estancia El Porvenir, 50 km E of the Río Maniqui (San Borja) on the road to Trinidad. Forest islands and savannas.","-66.41666","-14.81666",NA,NA,NA,NA,NA,NA,NA,"Solomon 14675","250.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"5","85-155"
"1434","2018-05-17 05:28:00-03","MO","MOBOT","2291772","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Guaglianone, E. R.",NA,"María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","2002","3","9","Argentina","Misiones","San Pedro","Parque Provincial Moconá, en la costa rocosa del río Uruguay.","-53.88333","-27.15",NA,NA,NA,NA,NA,NA,NA,"Múlgura 3174","180.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1435","2008-05-27 22:02:00-03","MO","MOBOT","1529099","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","M. Nee",NA,"Michael H. Nee","1985","9","15","Bolivia","Beni","Vaca Diez","Rio Beni [here also called the Rio Madre de Dios], 11 km (by air) NE of Riberalta. Huge sand island, now at lowest water level of the year, with no permanent vegetation, except a community of annuals on lower, more stabilized areas with clay.","-66.05","-10.9",NA,NA,NA,NA,NA,NA,NA,"Nee 31937","125.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1436","2009-06-25 21:30:00-03","MO","MOBOT","3074978","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl",NA,NA,"Anonymous",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anonymous s.n.",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","2009-07-13 12:30:00-03","MO","MOBOT","1934648","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","diphylla","Fimbristylis diphylla","(Retz.) Vahl",NA,NA,"Felix Woytkowski","1946","4","30","Peru","Huánuco",NA,"Acomayo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Woytkowski 34268","2300.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","2011-02-19 16:04:00-02","MO","MOBOT","2493279","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","diphylla","Fimbristylis diphylla","(Retz.) Vahl","López, M. G., //",NA,"Aurelio Schinini|Ricardo O. Vanni|Sergio Cáceres M.","1993","3","23","Paraguay","Caazapá",NA,"Santa Ursula, 55 Km NE de Yuty",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 27815","180.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1439","2011-12-22 05:00:00-02","MO","MOBOT","268904","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","diphylla","Fimbristylis diphylla","(Retz.) Vahl","Barros",NA,"Teodoro Rojas","1939","11",NA,"Paraguay",NA,NA,"Parque Expermimental.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rojas 8671",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1440","2020-08-01 18:19:23-03","UNESP-IBILCE","SJRP","16046","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","A.C. Araujo",NA,"O.S. Ribas",NA,NA,NA,"Brasil","Santa Catarina","Curitibanos","rod. br-470, km 209","-50.584400177002","-27.2828006744385",NA,NA,"Campo limpo, seco;",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Poales","América do Sul",NA,"25987","auto",NA,"Liliopsida",NA,NA,NA,NA,NA
"1441","2019-03-29 10:41:19-03","UFSM","HDCF","7086","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Bertuzzi, T.","2016","Tust, M. A.","2015","02","09","Brasil","Rio Grande do Sul","São Sepé",NA,"-53.82","-30.06","-53.82","-30.06","RS-479-2-2-H",NA,NA,"04","05",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","2016-09-15 10:17:26-03","UNIOESTE","UNOP","7804","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Martins, S.","2013","Martins, S.","2013","02","28","Brasil","Paraná",NA,"Parque Nacional do Iguaçu. Próximo ao riacho Tenente Gualberto.",NA,NA,NA,NA,"Herbácea. Invasora. 25º 28' 36,3 S, 54º 19' 40,9",NA,NA,"02","28","422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","2018-09-12 14:48:07-03","UNIOESTE","UNOP","2096","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Cordeiro, J.","2015","Motta, J.T.; Silva, J.M.; Silva, J.M.","2015","02","11","Brasil","Paraná","Curitiba","CIC","-49.326944","-25.553333","-49.326944","-25.553333","Herbácea. Em campo limpo.",NA,NA,"07",NA,"4579","906","906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","2016-04-07 14:03:39-03","UNIOESTE","UNOP","2712","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Simão, P.C.","2013","Simão, P.C.; Boff, L.; Boff, L.","2012","11","08","Brasil","Paraná","Cascavel","Lago Municipal Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,"Erva ereta com cerca de 20 cm, inflorescência acastanhada, com estames amarelos, encontrada as margens do lago na porção final da trilha no parque.",NA,NA,"08","07","91",NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA
"1445","2017-09-18 09:21:50-03","UNIOESTE","UNOP","3294","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Trevisan, R.","2016","Liesenfeld, V.; Souza, T.; Cavali, A.P.; Bernardon, E.; Silva, S.M.; Souza, T.; Cavali, A.P.; Bernardon, E.; Silva, S.M.","2015","03","26","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Herbáceae. Lâmina foliar desenvolvida, inflorescência com ramos laterais mais longos que o eixo principal, de cor marrom.",NA,NA,"09","02","3",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"1446","2015-05-20 10:34:29-03","UFERSA","MOSS","11654","S","Plantae","Cyperaceae","Fimbristylis","annua","Fimbristylis annua","(All.) Roem. & Schult.","Chacon, R.G.","2007","Chacon, R.G.","2007","01","20","Brasil","Goiás","São Jorge","Trilha para a Cachoeira Vale da Lua - Chapada dos Veadeiros.",NA,NA,NA,NA,"erva, coletada em campo rupestre; solo úmido; pedregoso; flor com bracteas marrons.HABITAT:Campo rupestre.;",NA,NA,"01","20","121",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","2015-05-20 10:34:30-03","UFERSA","MOSS","6275","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Oliveira, O.F. de","2003","Silva, S.","1985","04","15","Brasil","Ceará","Sobral","Centro Nacional de Pesquisa em Caprinos.","-40.3497","-3.68611",NA,NA,NA,NA,NA,"08","15","440",NA,NA,NA,NA,"América do Sul",NA,"84289","auto",NA,NA,NA,NA,NA,NA,NA
"1448","2015-05-20 10:34:30-03","UFERSA","MOSS","7011","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Prata, A.P.","2008","A.Filho, R.","1999","05","29","Brasil","Rio Grande do Norte","Mossoró","Fazenda Sereno.","-37.344167","-5.1875","37W20'39","5S11'15","flor branca.",NA,NA,"01","01","8","16","16",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","2015-05-20 10:34:30-03","UFERSA","MOSS","4378","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Oliveira, O.F. de",NA,"Maia, A.J.","1993","08","22","Brasil","Ceará","Limoeiro do Norte",NA,"-38.0981","-5.14556",NA,NA,"flor marrom.",NA,NA,NA,NA,"8",NA,NA,NA,NA,"América do Sul",NA,"35201","auto",NA,NA,NA,NA,NA,NA,NA
"1450","2015-05-20 10:34:30-03","UFERSA","MOSS","10922","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Ribeiro, A.R.O.","2008","Ribeiro, A.R.O.","2008","04","26","Brasil","Rio Grande do Norte","Felipe Guerra","Cachoeira do Roncador, próximo ao Rio Apodi-Mossoró.","-37.675833","-5.576389","37W40'33","5S34'35","erva cespitosa; coletada em riacho periódico; substrato: rochas calcáreas; frequente.",NA,NA,"06","20","154",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","2020-08-31 09:20:36-03","INPA","INPA","186419","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Luceño, M","1996","Luceño, M","1996","07","28","Brasil","Amazonas","Iranduba",NA,"-60.1861000061035","-3.28471994400024",NA,NA,NA,"INPA0186419","INPA0186419 INPA0186419_e","08",NA,"27",NA,NA,"Monocotyledon","Poales","Southern America",NA,"100866","auto",NA,NA,NA,NA,NA,NA,NA
"1452","2020-08-31 09:20:36-03","INPA","INPA","11416","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, MVS","2009","Egler, WA","1961","04","02","Brasil","Amapá","Macapá","Porto Santana","-51.0663986206055","-0.366667002439499",NA,NA,NA,"INPA0011416","INPA0011416 INPA0011416_e INPA0011416_e1","09",NA,"1529",NA,NA,"Monocotyledon","Poales","Southern America",NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA
"1453","2020-08-31 09:20:36-03","INPA","INPA","188799","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Luceño, M; Alves, M","1996","Alves, MVS","1995","08","07","Brasil","Pernambuco","Recife","Mata de Dois Irmãos","-34.8810997009277","-8.05389022827148",NA,NA,NA,"INPA0188799","INPA0188799 INPA0188799_e INPA0188799_e1",NA,NA,"1695",NA,NA,"Monocotyledon","Poales","Southern America",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA
"1454","2020-08-31 09:20:36-03","INPA","INPA","186434","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Mendes, AP","1996","Mendes, AP","1996","08","07","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"INPA0186434","INPA0186434 INPA0186434_e","08",NA,"147",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1455","2020-08-31 09:20:37-03","INPA","INPA","9140","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Schneider, LJC","2015","Egler, WA","1961","03",NA,"Brasil","Amapá","Macapá","Porto Santana, Porto Santana.","-51.0663986206055","-0.366667002439499",NA,NA,NA,"INPA0009140","INPA0009140 INPA0009140_e","10",NA,"1529",NA,NA,"Monocotyledon","Poales","Southern America",NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA
"1456","2021-01-10 20:52:13-03","INPA","INPA","105247","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Carvalho, AMV de","1981","Rylands, AB","1980","11","13","Brasil","Bahia","Una","Estação Experimental Lemos Maia. CEPLAC. Campo ao lado W da estação. Campo aberto.","-39.0752983093262","-15.2932996749878",NA,NA,NA,"INPA0105247","INPA0105247 INPA0105247_e",NA,NA,"134/1980",NA,NA,"Monocotyledon","Poales","Southern America",NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"1457","2020-08-31 09:20:36-03","INPA","INPA","196363","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Pessoni, LA","1998","Pessoni, LA","1998","01","11","Brasil","Roraima","Mucajaí","Vila Tamandaré, 5 km do povoado, Estrada para a Vila Tamandaré. A 5 Km do povoado.","-61.2","3.1","-61.2","3.1",NA,"INPA0196363","INPA0196363 INPA0196363_e","01",NA,"218",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458","2020-08-31 09:20:36-03","INPA","INPA","111609","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl",NA,NA,"Brito, HS de S","1983","03","10","Brasil","Bahia","Santa Cruz de Cabrália","Estação Ecológica de Pau-brasil, cerca de 16 Km a W de Porto Seguro. Região de Mata Higrófila Sul Baina. Folha SE-24 (16-39c).",NA,NA,NA,NA,NA,"INPA0111609","INPA0111609 INPA0111609_e",NA,NA,"242",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","2020-08-31 09:20:36-03","INPA","INPA","11430","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, MVS; Matins, S","2009","Goeldi, A","1913",NA,NA,"Brasil","Pará",NA,"Rio Mojú, Fábrica, Rio moji, Fábrica.","-48.8","-1.8","-48.8","-1.8",NA,"INPA0011430","INPA0011430 INPA0011430_e","09",NA,"14793",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460","2020-08-31 09:20:36-03","INPA","INPA","11436","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, MVS; Matins, S","2009","Goeldi, A","1913",NA,NA,"Brasil","Pará",NA,"Rio Mojú, Fábrica, Rio moji, Fábrica.","-48.8","-1.8","-48.8","-1.8",NA,"INPA0011436","INPA0011436 INPA0011436_e","09",NA,"14786",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461","2020-08-31 09:20:36-03","INPA","INPA","115150","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, MVS; Matins, S","2009","Revilla, J","1983","10","03","Brasil","Pará","Tucuruí","Area de controle de colonizantes e rebrota, Área de controle de colonizantes e rebrota.","-49.7","-4","-49.7","-4",NA,"INPA0115150","INPA0115150 INPA0115150_e","09",NA,"8481",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462","2020-08-31 09:20:36-03","INPA","INPA","130206","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Koyama, TM","1983","Schunke-Vigo, J","1973","05","12","Venezuela","San Martín","Lamas","Alonso de Alvarado, fundo las Flores, al este de San Juán de Pacayzapa. En campo abierto, terreno pantanoso.",NA,NA,NA,NA,NA,"INPA0130206","INPA0130206 INPA0130206_e",NA,NA,"6249","800","900","Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463","2020-08-31 09:20:36-03","INPA","INPA","132953","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, MVS; Matins, S","2009","Schunke-Vigo, J","1966","12","23","Peru","Huánuco","Pachitea","Honoria. Bosque Nacional de Iparia: Región de 'bosque seco tropical' (sensu Tosi, 1960) a lo largo del Río Pachitea cerca del camapamento Miel de Abeja (1 Km arriba del pueblo de Tournavista o unos 20 Km arriba de la confluencia con el Río Ucayali).",NA,NA,NA,NA,NA,"INPA0132953","INPA0132953 INPA0132953_e","09",NA,"1384",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","2020-08-31 09:20:36-03","INPA","INPA","135661","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, MVS; Matins, S","2009","Silva, MG da","1983","06","20","Brasil","Rondônia",NA,"Alvorada-Presidente Médici, km 15, Rodovia Alvorada-Presidente Médici, Km 15. Mata de terra firme, solo areno-argiloso.","-62.2","-11.2","-62.2","-11.2",NA,"INPA0135661","INPA0135661 INPA0135661_e","09",NA,"6274",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","2020-08-31 09:20:36-03","INPA","INPA","136214","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Schneider, LJC","2017","Rosa, NA","1981","03","30","Brasil","Pará",NA,"km 25, Estrada de Tucuruí, Repartimento, Campina do Km 25 da estrada de Tucuruí, Repartimento. Local muito úmido.","-49.6","-3.8","-49.6","-3.8",NA,"INPA0136214","INPA0136214 INPA0136214_e","11",NA,"4031",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","2021-01-10 20:52:13-03","INPA","INPA","99422","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Lowe, J","1981","Lowe, J","1981","04","26","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Ducke Reserve, 26 Km NE of Manaus. Damp place.","-59.966667","-2.883333","-59.966667","-2.883333",NA,"INPA0099422","INPA0099422 INPA0099422_e",NA,NA,"4104",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","2020-08-31 09:20:36-03","INPA","INPA","117367","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, MVS","2009","Daly, DC","1981","12","13","Brasil","Pará","Serra dos Carajás","N1, 25 Km NW of camp at Serra Norte. Marshy area and nearby scrub on outcrop of ferrous rock.","-50.45","-5.9","-50.45","-5.9",NA,"INPA0117367","INPA0117367 INPA0117367_e","09",NA,"1989",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468","2020-08-31 09:20:36-03","INPA","INPA","11422","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl",NA,NA,"Cavalcante, PB","1958","07","30","Brasil","Pará","Marapanim","Marudazinho, Marudazinho.","-48.176944","-1.204167","-48.176944","-1.204167",NA,"INPA0011422","INPA0011422 INPA0011422_e",NA,NA,"452",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469","2021-01-10 20:52:13-03","INPA","INPA","101515","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Schneider, LJC","2017","Martinelli, G","1980","04","08","Brasil","Pará","Oriximiná","Campos de Ariramba, Campos do Ariramba, campinas inundaveis da margem do rio Jaramacarú; afloramento arenítico; 70 m s.m.","-55.7","0.3","-55.7","0.3",NA,"INPA0101515",NA,"11",NA,"6888",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","2020-08-31 09:20:36-03","INPA","INPA","142696","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Koyama, TM","1984","Granville, JJ de","1982","11","07","Guyana",NA,NA,"Route forestieré de Silaurenv à Paul. Isnard, environ PK70, Crique sosakaba. Vegetation secondaire sur alluviam ar bordure de crique.",NA,NA,NA,NA,NA,"INPA0142696","INPA0142696 INPA0142696_e",NA,NA,"5179",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471","2021-01-10 20:52:13-03","INPA","INPA","179114","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Simpson, DR",NA,"Costa, MAS","1995","01","17","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Próximo à piscina.","-59.966667","-2.883333","-59.966667","-2.883333",NA,"INPA0179114","INPA0179114 INPA0179114_e",NA,NA,"102",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472","2021-01-10 20:52:13-03","INPA","INPA","186406","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Luceño, M","1996","Luceño, M","1996","07","31","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333","-59.966667","-2.883333",NA,"INPA0186406","INPA0186406 INPA0186406_e","08",NA,"14",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","2021-01-10 20:52:13-03","INPA","INPA","186412","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Luceño, M","1996","Luceño, M","1996","07","31","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333","-59.966667","-2.883333",NA,"INPA0186412","INPA0186412 INPA0186412_e","08",NA,"20",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474","2020-08-31 09:20:36-03","INPA","INPA","190331","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Strong, MT","1988","Feuillet, CPGA","1988","06","18","Guianas",NA,NA,"French Guiana, Régina. Mt. Tortue, 11 Km WNW of Approuague river, along the road direction of Cayenne","-52.366667","-4.3","-52.366667","-4.3",NA,"INPA0190331","INPA0190331 INPA0190331_e",NA,NA,"10251","200","200","Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475","2020-08-31 09:20:36-03","INPA","INPA","193970","S","Plantae","Cyperaceae","Fimbristylis","dichotoma","Fimbristylis dichotoma","(L.) Vahl","Alves, MVS; Matins, S","2009","Mitja, D","1997","05","14","Brasil","Amazonas","Presidente Figueiredo","Estrada de Balbina. Propriedade do Sr. Jasiel. Pastagem.","-59.993056","-2.066111","-59.993056","-2.066111",NA,"INPA0193970","INPA0193970 INPA0193970_e","09",NA,"4270",NA,NA,"Monocotyledon","Poales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
