"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","identifiedBy","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber"
"104","2013-04-01 09:18:56-03","IPT","BCTW","2544","S","Plantae",NA,"Oreopanax","fulvum","Oreopanax fulvum","Marchal",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9656","-22.4122",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"105","2020-12-21 16:13:28-03","MBM","MBM","255733","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Kamino, L.H.Y.; et al.; et al.","2000","08","24","Brazil","Minas Gerais","Camanducaia","Mata do Altair","-46.1446990966797","-22.7553005218506",NA,NA,"MBM255733",NA,NA,NA,NA,"111","Southern America",NA,NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
"106","2020-12-21 16:13:28-03","MBM","MBM","36709","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Hatschbach, G.","1964","04","11","Brazil","Paraná","Bocaiúva do Sul","Tunas","-49.1150016784668","-25.2061004638672",NA,NA,"MBM036709","MBM036709",NA,NA,"Hatschbach, G.","11161","Southern America",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"107","2020-12-21 16:13:28-03","MBM","MBM","252088","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Jönsson, G.","1914","05","10","Brazil","Paraná","Jaguariaíva","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM252088",NA,NA,NA,"Jönsson, G.","300","Southern America",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"108","2020-12-21 16:13:28-03","MBM","MBM","60069","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Hatschbach, G.","1973","04","17","Brazil","Paraná","Lapa","Água Amarela, Rodovia do Xisto","-49.7158012390137","-25.7696990966797",NA,NA,"MBM060069","MBM060069",NA,NA,"Hatschbach, G.","31815","Southern America",NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"109","2020-12-21 16:13:28-03","MBM","MBM","348915","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Gasper, A.L. de; et al.; et al.","2008","03","17","Brazil","Santa Catarina","Ponte Alta do Sul","Ponte Altinha",NA,NA,NA,NA,"MBM348915","MBM348915",NA,NA,"Gasper, A.L. de","1600","Southern America","1150","1150",NA,"Arbórea. Flor branca. FOM. Floresta primária avançada. Flores com cheiro de mel.",NA,NA,NA,"2008","03",NA,NA,"17",NA,NA
"110","2020-12-21 16:13:28-03","MBM","MBM","7646","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Lindeman, J.; et al.; et al.","1966","07","16","Brazil","Paraná",NA,"Rodovia Curitiba - Ponta Grossa",NA,NA,NA,NA,"MBM007646","MBM007646 MBM007646_1",NA,NA,"Sobral, M.","5657","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2020-12-21 16:13:28-03","MBM","MBM","252089","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Jönsson, G.","1914","10","12","Brazil","Paraná","Almirante Tamandaré","Tranqueira","-49.310001373291","-25.3246994018555",NA,NA,"MBM252089",NA,NA,NA,"Dusén, P.","1106","Southern America",NA,NA,NA,NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA
"112","2020-12-21 16:13:28-03","MBM","MBM","36708","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Hatschbach, G.","1950","02","12","Brazil","Paraná","Piraquara","Florestal","-49.0633010864258","-25.4416999816895",NA,NA,"MBM036708","MBM036708 MBM036708_1",NA,NA,"Asplund, E.","1822","Southern America",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"113","2020-12-21 16:13:28-03","MBM","MBM","82487","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Hatschbach, G.","1983","03","23","Brazil","Paraná","Bocaiúva do Sul","Serra Santana","-49.1150016784668","-25.2061004638672",NA,NA,"MBM082487","MBM082487",NA,NA,"Hatschbach, G.","46651","Southern America",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:13:28-03","MBM","MBM","235028","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Motta, J.T.","1988","04","07","Brazil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,"MBM235028","MBM235028_1",NA,NA,"Hatschbach, G.","s.n.","Southern America",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:13:28-03","MBM","MBM","198619","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Svolenski, A.C.; et al.; et al.","1996","04","15","Brazil","Paraná","Pinhão","Rio Reserva","-51.6596984863281","-25.6956005096436",NA,NA,"MBM198619",NA,NA,NA,"Hatschbach, G.","161","Southern America",NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:13:28-03","MBM","MBM","161805","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Imaguire, N.","1974","05","02","Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia","-49.0633010864258","-25.4416999816895",NA,NA,"MBM161805",NA,NA,NA,"Hatschbach, G.","3452","Southern America",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:13:28-03","MBM","MBM","144838","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Silva, J.M.; et al.; et al.","1991","03","06","Brazil","Paraná","Turvo","Fazenda Rikli","-51.5297012329102","-25.0428009033203",NA,NA,"MBM144838",NA,NA,NA,"Hatschbach, G.","946","Southern America",NA,NA,NA,NA,NA,"36663","auto",NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:13:28-03","MBM","MBM","36700","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Rambo, B.","1952","02","20","Brazil","Rio Grande do Sul","São Francisco de Paula","Brasília para São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"MBM036700","MBM036700",NA,NA,"Rambo, B.","51967","Southern America",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:13:28-03","MBM","MBM","186544","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Sobral, M.","1995","06",NA,"Brazil","Rio Grande do Sul","São José dos Ausentes","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"MBM186544",NA,NA,NA,"Sobral, M.","7929","Southern America",NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:13:28-03","MBM","MBM","411139","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Cotarelli, V.M.; Francisco, E.M.; Francisco, E.M.","2008","04","26","Brazil","Paraná","Mauá da Serra","Estância Manain","-51.133333","-23.933333","-51.133333","-23.933333","MBM411139","MBM411139 MBM411139_1",NA,NA,"Dall'Agnol, R.F.","275","Southern America",NA,NA,NA,"Árvore 6 m. Frutos imaturos.",NA,NA,NA,"2008","08",NA,NA,"11",NA,NA
"121","2020-12-21 16:13:28-03","MBM","MBM","389343","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Felitto, G.; Ariati, V.; Bianchin, J.E.; Dutra, M.; Czelusniak, B.H.; Ariati, V.; Bianchin, J.E.; Dutra, M.; Czelusniak, B.H.","2014","03","21","Brazil","Rio Grande do Sul","São José dos Ausentes","Cachoeirão dos Rodrigues","-50.0657997131348","-28.7483005523682",NA,NA,"MBM389343",NA,NA,NA,"Felitto, G.","836","Southern America","1089","1089",NA,"Árvore, 4m, frutos imaturos verdes.; Solo pedregoso na beira de rio encachoeirado.",NA,"42598","auto","2014","03",NA,NA,"21",NA,NA
"122","2020-12-21 16:13:28-03","MBM","MBM","225678","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtum","Oreopanax permixtum","E. Marchal","Wasum, R.","1998","03","15","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,"MBM225678",NA,NA,NA,"Smith, S.F.","12389","Southern America",NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:13:28-03","MBM","MBM","282933","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtum","Oreopanax permixtum","E. Marchal","Kegler, A.","2003","01","17","Brazil","Rio Grande do Sul","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"MBM282933",NA,NA,NA,"Smith, S.F.","1400","Southern America",NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"124","2016-04-04 18:14:04-03","MNHN","RECOLNAT_MNHN_P","P03237194","PreservedSpecimen",NA,"Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Riedel",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P03237194","P03237194_01",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237194' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"363"
"125","2016-04-13 15:07:48-03","MNHN","RECOLNAT_MNHN_P","P03237198","PreservedSpecimen",NA,"Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Riedel","1826","3","1","Brasil","São Paulo",NA,"Ad Furnas",NA,NA,NA,NA,"P03237198","P03237198_01",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237198' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"363"
"126","2016-04-04 18:14:04-03","MNHN","RECOLNAT_MNHN_P","P03237199","PreservedSpecimen",NA,"Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Glaziou, A.","1874","7","8","Brésil",NA,NA,"Rio Janeiro : Santo Antonio",NA,NA,NA,NA,"P03237199","P03237199_01 P03237199_02",NA,NA,NA,NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237199' target='other'> <mi>dwc_moreinfo</mi></a>","syntype",NA,NA,NA,NA,NA,NA,NA,NA,"7654"
"127","2016-04-04 18:14:04-03","MNHN","RECOLNAT_MNHN_P","P03237200","PreservedSpecimen",NA,"Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Glaziou, A.","1874","1","1","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03237200","P03237200_01",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237200' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7654"
"128","2016-03-10 15:06:35-03","MNHN","RECOLNAT_MNHN_P","P03237201","PreservedSpecimen",NA,"Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Glaziou, A.","1874","7","8","Brasil","Rio de Janeiro",NA,"Santo Antonio, haut de la jucaba zimler",NA,NA,NA,NA,"P03237201","P03237201_01",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237201' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7654"
"129","2016-04-04 18:14:04-03","MNHN","RECOLNAT_MNHN_P","P03237195","PreservedSpecimen",NA,"Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Riedel","1868","2","18","Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,"P03237195","P03237195_01",NA,NA,NA,NA,NA,NA,NA,"hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237195' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"25710","auto",NA,NA,NA,NA,NA,NA,"III 612"
"130","2016-03-10 15:06:35-03","MNHN","RECOLNAT_MNHN_P","P03237196","PreservedSpecimen",NA,"Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Jönsson, G.","1914","5","10","Brasil","Paraná","Jaguariaíva","Jaguariahyva","-49.7057991027832","-24.2511005401611",NA,NA,"P03237196","P03237196_01",NA,NA,NA,NA,NA,"110",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03237196' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"44368","auto",NA,NA,NA,NA,NA,NA,"300 a"
"131","2020-12-11 11:32:05-03","UFMG","BHCB","134544","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Gasper, AL de; Brogni, E","2008","03","17","Brasil","Santa Catarina","Ponte Alta do Sul","Ponte Altinha., Classe da floresta: floresta primária avançada.","-50.233611","-27.361111","-50.233611","-27.361111",NA,NA,"Dicotyledon",NA,NA,"1600","Southern America",NA,"1150",NA,"Florística IFFSC 413. Flores brancas com cheiro de mel. Arbórea. Lat.: 575792 S / Long.: 6973346 O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-02-11 17:17:55-03","UFPR","UPCB","45280","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","March.","Cervi, A.C.","1999","03","23","Brasil","Paraná","Curitiba","Parque Municipal do Iguaçu","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"Cervi, A.C.","6649",NA,NA,NA,NA,"Árvore ca. 9m, flores creme. Beira do capão..",NA,"25180","auto","1999","03",NA,NA,"23",NA,NA
"133","2021-02-11 17:17:55-03","UFPR","UPCB","4699","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","March.","Hatschbach, G.","1964","04","11","Brasil","Paraná","Bocaiúva do Sul","Tunas","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,NA,"Hatschbach, G.","11161",NA,NA,NA,NA,"Árvore 8, flor creme, mata pluvial..",NA,"61623","auto","1964","08",NA,NA,NA,NA,NA
"134","2009-08-21 06:32:00-03","MO","MOBOT","2456550","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Balduino Rambo","1951","1","10","Brazil","Santa Catarina",NA,"Lages. In araucarito",NA,NA,NA,NA,NA,NA,NA,NA,"Rambo, B.","Rambo 49584","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2011-03-01 10:04:00-03","MO","MOBOT","3343745","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Balduino Rambo","1946",NA,NA,"Brazil",NA,NA,"Pòrto Alegre, Vila Oliva, S. Fr. de Paula, RGS, in araucarieto.",NA,NA,NA,NA,NA,NA,NA,NA,"B. Rambo","Rambo 30824","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-03-11 15:07:00-03","MO","MOBOT","3343967","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Gösta Jönsson","1914",NA,NA,"Brazil","Paraná",NA,"Prancheira, in silvula.",NA,NA,NA,NA,NA,NA,NA,NA,"P. Dusén","Jönsson 1106a","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2008-05-27 22:02:00-03","MO","MOBOT","3344073","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Gert G. Hatschbach","1983","3","23","Brazil","Paraná",NA,"Serra Santana (mun. Bocaiuva do Sul).",NA,NA,NA,NA,NA,NA,NA,NA,"G. Hatschbach, 6/","Hatschbach 46651","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2012-04-24 12:07:00-03","MO","MOBOT","3344208","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Per Dusén","1914","5","10","Brazil",NA,NA,"Jaguariaheyva in silva primaeva.",NA,NA,NA,NA,NA,NA,NA,NA,"P. Duséb","Dusén 300a","South America","710.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"139","2008-10-24 13:04:00-02","MO","MOBOT","100153976","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtus","Oreopanax permixtus","Marchal","Ronaldo Wasum","1998","3","15","Brazil","Rio Grande do Sul",NA,"Mun. de Bom Jesus - Fazenda do Cilho. Interior da mata - arvoreta.",NA,NA,NA,NA,NA,NA,NA,NA,"S.F. Smith","Wasum 12389","South America","1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"140","2019-03-29 10:41:14-03","UFSM","HDCF","1060","S","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","E. March.","Simionato, A.","1977","02",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Hatschbach, G.",NA,"América",NA,NA,NA,NA,NA,"76715","auto","1977","07",NA,NA,"18",NA,NA
"141","2018-04-19 15:15:11-03","UNIOESTE","UNOP","6434","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Hatschbach, G.","1964","04","11","Brasil","Paraná","Bocaiúva do Sul","Pedro do Rio Rocinha.","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,NA,"Hatschbach, G.","s.n.",NA,NA,NA,NA,"Árvore 8ms. flore creme, mata pluvial.",NA,"61623","auto","1996","08",NA,NA,NA,NA,NA
"142","2021-01-09 21:48:20-03","UNICENTRO","HUCO","0667","S","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Inoue, M.T.; et al.; et al.","2003","04","13","Brasil","Paraná","Castro","Hotel 100 árvores","-50.0119018554688","-24.7910995483398",NA,NA,"HUCO000667",NA,NA,NA,"Medeiros, R.","34",NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA
"143","2021-01-09 21:48:20-03","UNICENTRO","HUCO","0714","S","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Inoue, M.T.; et al.; et al.","2003","04","13","Brasil","Paraná","Castro","Hotel 100 árvores","-50.0119018554688","-24.7910995483398",NA,NA,"HUCO000714",NA,NA,NA,"Medeiros, R.","34",NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA
"144","2021-01-09 21:48:20-03","UNICENTRO","HUCO","3644","S","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Chiquetto, A.","2009","09","17","Brasil","Paraná","Irati","Flona","-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,NA,NA,"Lopes, G.L.","102",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA,NA,NA
"145","2020-06-15 15:28:38-03","UNESP-RC","HRCB","59118","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Azul (Rocha, L.C.F.; Veiga, E.B.; Konopczyk, R.M.G.; Lombardi, J.A.; Saka, M.N.)","2012","10","26","Brasil","Rio de Janeiro","Teresópolis","Trilha da Pedra do Sino.","-43.001667","-22.451667","43º0.1'W","22º27.1'S",NA,NA,NA,NA,"Lombardi, J.A.","106",NA,"1146","1146",NA,"Arbórea, 8m. Folhas discolor, cartáceas. Frutos imaturos verde-amarelados, maturos roxo-nigrescente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-06-25 16:06:03-03","FUVATES","HVAT","3176","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","A. Kegler","2003","01","17","Brasil","Rio Grande do Sul","Caxias do Sul","Vila Oliva.","-51.179444","-29.168056","-51º10'46''W","-29º10'5''S","HVAT00003176",NA,NA,NA,"E. Freitas","1400",NA,NA,NA,NA,"Duplicata do registro HHUCS 20273, anteriormente identificada como O. permixtum, por Stephen F. Smith.",NA,NA,NA,"2013","08",NA,NA,"13",NA,NA
"147","2021-03-03 13:56:07-03","UFF","NIT","NIT10676","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","E. March.","C. Pardo","2012","04","29","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada para barragem Km 3, PARNASO. Coordenadas corrigidas - estimadas pelo Google Earth.","-43.001111","-22.450833","43º0'4''W","22º27'3''S","NIT00003414",NA,NA,NA,NA,"2253",NA,NA,NA,NA,"Início de frutificação. Habitat: Terreno pedregoso e úmido Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-09-12 05:00:02-03","US","US","1954587","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal in Mart.","Reitz",NA,NA,NA,"Brazil","Santa Catarina",NA,"S. Catarina. Figuieredo.",NA,NA,NA,NA,"US03067942","US03067942_01",NA,"Apiales",NA,"2820","South America","1000",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"149","2020-09-12 05:00:02-03","US","US","2123410","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal in Mart.","R. Reitz","1953","2","2","Brazil","Santa Catarina",NA,"S. Catarina. Boa Vista, S. José.",NA,NA,NA,NA,"US03067945","US03067945_01",NA,"Apiales",NA,"5407","South America","1300",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"150","2020-09-12 05:00:02-03","US","US","3077939","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal in Mart.","M. Rossato & et al.","1987","5","31","Brazil","Rio Grande do Sul",NA,"RS - Nova Prata - Fazenda Palmeira Alta.",NA,NA,NA,NA,"US03067946","US03067946_01",NA,"Apiales",NA,"2867","South America","750",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"151","2020-09-12 05:00:02-03","US","US","1360449","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal in Mart.","A. F. Regnell","1846","6","3","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00008089","US00008089_01",NA,"Apiales",NA,"III 612","South America - Neotropics",NA,NA,NA,NA,"Isosyntype",NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"152","2020-09-12 05:00:02-03","US","US","2101788","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal in Mart.","B. Rambo","1946","1","1","Brazil","Rio Grande do Sul",NA,"Brasilia, RGS, Vila Oliva p. Caxias. In araucarieto.",NA,NA,NA,NA,"US03067947","US03067947_01",NA,"Apiales",NA,"s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"153","2020-09-12 05:00:02-03","US","US","2102265","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal in Mart.","B. Rambo","1952","2","20","Brazil","Rio Grande do Sul",NA,"Brasilia, RGS, Jaquirana p.S.Frsco de Paula. In araucarieto.",NA,NA,NA,NA,"US03067944","US03067944_01",NA,"Apiales",NA,"51967","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"154","2020-09-12 05:00:02-03","US","US","2055043","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal in Mart.","B. Rambo","1951","1","10","Brazil","Santa Catarina",NA,"Lages.",NA,NA,NA,NA,"US03067943","US03067943_01",NA,"Apiales",NA,"49584","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"155","2020-09-12 05:00:02-03","US","US","2323688","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtum","Oreopanax permixtum",NA,"Reitz & Klein, --","1959","2","19","Brazil","Santa Catarina",NA,"Serra do Rio do Rastro, Lauro Müller.",NA,NA,NA,NA,"US03068070","US03068070_01",NA,"Apiales",NA,"8429","South America","1000",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"156","2020-09-12 05:00:02-03","US","US","2251495","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtum","Oreopanax permixtum",NA,"L. Smith & R. Reitz","1956","12","23","Brazil","Santa Catarina",NA,"Mun. Caçador: Pinheiral, 52 km west of Caçador near the eastern edge of the campos of Palmas.",NA,NA,NA,NA,"US03068074","US03068074_01",NA,"Apiales",NA,"9139","South America","1000","1200",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"157","2020-09-12 05:00:02-03","US","US","3351438","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtum","Oreopanax permixtum",NA,"R. Wasum","1998","3","15","Brazil","Rio Grande do Sul",NA,"RS - Mun. de Bom Jesus - Fazenda do Cilho.",NA,NA,NA,NA,"US03068069","US03068069_01",NA,"Apiales",NA,"12389","South America","1100",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"158","2020-09-12 05:00:02-03","US","US","1954692","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtum","Oreopanax permixtum",NA,"Reitz",NA,NA,NA,"Brazil","Santa Catarina",NA,"Campo do Padres.",NA,NA,NA,NA,"US03068075","US03068075_01",NA,"Apiales",NA,"2685","South America","1700",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"159","2020-09-12 05:00:02-03","US","US","USw25556","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtum","Oreopanax permixtum",NA,"Collector unknown",NA,NA,NA,"Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apiales",NA,"21978","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
