"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","identifiedBy","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount","fieldNumber"
"13","2021-03-15 16:37:00-03","NY","NYBG","02332314","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","B. Rambo","1946","01","06","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Vila Oliva","-50.5835990905762","-29.4480991363525",NA,NA,"NY02332314","NY02332314_01","Magnoliophyta","Apiales",NA,"30709","South America",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2510369' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","617204","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtum","Oreopanax permixtum","Marchal","R. Reitz","1959","02","19","Brazil","Santa Catarina","Lauro Muller","Serra do Rio do Rastro, Lauro Müller","-49.3967","-28.3931",NA,NA,"NY00617204","NY00617204_01","Magnoliophyta","Apiales","L. B. Smith","8429","South America","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=439177' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","617205","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtum","Oreopanax permixtum","Marchal","L. B. Smith","1957","01","15","Brazil","Santa Catarina","Lajes","Morro pinheiro Seco, 3 km east of Lajes","-50.3258","-27.8161",NA,NA,"NY00617205","NY00617205_01","Magnoliophyta","Apiales","L. B. Smith","10073","South America","900","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=439178' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","617203","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtum","Oreopanax permixtum","Marchal","R. A. Wasum","1998","03","15","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4167","-28.6681",NA,NA,"NY00617203","NY00617203_01","Magnoliophyta","Apiales","S. F. Smith","12389","South America","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=439176' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:28:40-03","UNESP-IBB","BOTU","10476","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","March.","Hatschbach, G.","1983","03","23","Brasil","Paraná","Bocaiúva do Sul",NA,NA,NA,"9999","9999","BOTU010476","BOTU010476",NA,NA,"Hatschbach, G.","46651",NA,NA,NA,NA,"Mata de encosta de morro. Árvore com 5 metros de altura, flor creme.",NA,NA,NA,"1983","06",NA,NA,NA,NA,NA
"18","2021-04-08 17:36:53-03","EAO","IAN","XILO5471X","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","sc","1991","03","26","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANXILO5471X",NA,"Dicotiledônea",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:36:53-03","EAO","IAN","XILO5471X","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","sc","1991","03","26","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANXILO5471X",NA,"Dicotiledônea",NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:43:31-03","NBC","NL-BOTANY","U.1093893","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Hatschbach GG","1964","04","11","Brazil",NA,NA,"Parana, Bocaiuva do Sul. Tunas.",NA,NA,NA,NA,"NL-U1093893","NL-U1093893",NA,"Apiales",NA,NA,"Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1093893 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 08:43:31-03","NBC","NL-BOTANY","U.1093894","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Reitz R; Klein RM","1959","02","19","Brazil",NA,NA,"Santa Catarina, Serra do Rio do Rastro, Lauro Muller. Aparados, Arvoreta.",NA,NA,NA,NA,"NL-U1093894","NL-U1093894",NA,"Apiales",NA,NA,"Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1093894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 08:43:31-03","NBC","NL-BOTANY","U 0261485","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtus","Oreopanax permixtus","Marchal","Reitz R","1961","01","01","Brazil","Santa Catarina",NA,NA,"-53.733333","-26.533333","-53.733333","-26.533333","NL-U0261485",NA,NA,"Apiales",NA,NA,"Southern America",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200261485 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw6947",NA,NA,NA
"23","2020-11-04 11:00:29-03","ESALQ","ESA","84490","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","E. March.","Medeiros, D.A.; Silva, D.G.R.; Damasceno, A.C.F; França, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.","2003","04","20","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales. Trilha do Cipó em direção à Gruta do Cipó. Vegetação secundária(capoeirão) de Floresta Ombrófila Densa Montana com intensa exploração agrícola de palmito e madeira.","-48.24","-24.16","-48.24","-24.16","ESA084490",NA,"Magnoliophyta",NA,NA,"137.0",NA,"830","830",NA,"Árvore; flores creme esverdeadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:00:29-03","ESALQ","ESA","68246","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus",NA,"Rotta, E.","1978","12","14","Brasil","Paraná","Colombo",NA,"-49.2242012023926","-25.2917003631592",NA,NA,"ESA068246","ESA068246","Magnoliophyta",NA,"Hatschbach, G.","31.0",NA,NA,NA,NA,NA,NA,"13536","auto","1978",NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:00:29-03","ESALQ","ESA","55137","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Coelho, R.L.G.","2007","04","03","Brasil","Santa Catarina","Urupema","Fazenda Farofa, trilha do pasto sujo, atrás da sede. Floresta Ombrófila Mista.","-49.8731002807617","-27.9528007507324",NA,NA,"ESA055137","ESA055137","Magnoliophyta",NA,"Coelho, R.L.G.","124.0",NA,"1400","1400",NA,"Arvoreta, 6m. Frutos.",NA,"23096","auto","2007","04",NA,NA,"03",NA,NA
"26","2020-11-04 11:00:29-03","ESALQ","ESA","55491","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Souza, R.P.M.","2007","04","05","Brasil","Santa Catarina","Limite entre Painel e Urupema","Fazenda Farofa, trilha do Rio Caveiras. Vegetação secundária de Floresta Ombrófila Mista Paludosa drenada.",NA,NA,NA,NA,"ESA055491","ESA055491","Magnoliophyta",NA,"Rodrigues, R.R.","67.0",NA,"1360","1360",NA,"Árvore de 9,0 m.",NA,NA,NA,"2007","04",NA,NA,"05",NA,NA
"27","2020-11-04 11:00:29-03","ESALQ","ESA","84489","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Urbanetz, C.; Déstro, G.F.G.; Moreira-Coneglian, I.R.; Harder, I.C.F.; Muniz, M.R.A.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2003","04","17","Brasil","São Paulo","Guapiara","Parque Estadual Intervales, Trilha da Bocaina em direção à gruta da Mãozinha e do Minotauro.Vegetação Secundária de Floresta Ombrófila Densa Montana, com trechos mais preservados sobre rochas cársticas (calcáreas)","-48.265","-241.615","-48,265","-241,615","ESA084489","ESA084489","Magnoliophyta",NA,"Fiaschi, P.","63.0",NA,"820","820",NA,"Árvore",NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:00:29-03","ESALQ","ESA","55241","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Loeuille, B.","2007","04","04","Brasil","Santa Catarina","Urupema","Fazenda Farofa, trilha do Meio. Floresta Ombrófila Mista.","-49.8731002807617","-27.9528007507324",NA,NA,"ESA055241","ESA055241","Magnoliophyta",NA,"Souza, V.C.","149.0",NA,"1481","1481",NA,"Árvore 11 m. Folhas discolores, face abaxial tomentosa. Flores masculinas velhas.",NA,"23096","auto","2007","04",NA,NA,"04",NA,NA
"29","2020-11-04 11:00:29-03","ESALQ","ESA","14368","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","E.March.","Souza, V.C. et al.","1993","02","01","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA014368",NA,"Magnoliophyta",NA,"Scaramuzza, C.A.M.","6009.0",NA,NA,NA,NA,NA,NA,"27729","auto","2002","03",NA,NA,"12",NA,NA
"30","2021-01-14 15:23:14-03","MN","R","211105","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Silveira, N.","1985","07","16","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"R010063961,R010063962",NA,NA,NA,NA,"2396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:23:14-03","MN","R","34678","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"R010063967,R010063968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1942",NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:23:14-03","MN","R","91817","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Gurgel, L.","1929","02",NA,"Brasil","Paraná","S. Matheus",NA,NA,NA,NA,NA,"R010063963,R010063964",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jardim Botânico do Rio de Janeiro, n° 14684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:23:14-03","MN","R","91865","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal",NA,NA,NA,NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,"R010063966",NA,NA,NA,NA,"150",NA,NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:23:14-03","MN","R","48877","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvus","Oreopanax fulvus","Marchal","Reitz, R.","1946","02","14","Brasil","Santa Catarina","Araranguá",NA,"-49.4858016967773","-28.934700012207",NA,NA,"R010063965",NA,NA,NA,"Smith, L.B.","2016",NA,"800","800",NA,NA,NA,"19353","auto","1946",NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:23:14-03","MN","R","211101","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtus","Oreopanax permixtus","Marchal","Smith, L.B.","1956","12","23","Brasil","Santa Catarina","Caçador",NA,"-51.0149993896484","-26.7752990722656",NA,NA,"R010063970",NA,NA,NA,NA,"9139",NA,"1000","1000",NA,NA,NA,"38516","auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:23:14-03","MN","R","211102","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","permixtus","Oreopanax permixtus","Marchal","Smith, L.B.","1957","01","15","Brasil","Santa Catarina","Lajes",NA,"-50.326099395752","-27.8160991668701",NA,NA,"R010063973",NA,NA,NA,"Smith, L.B.","10073",NA,"900","900",NA,NA,NA,"70701","auto","1957",NA,NA,NA,NA,NA,NA
"37","2015-07-02 14:00:34-03","JBP","HPL","1080","S","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","E.R. Salviani & H. Lorenzi","1998","07","07","Brasil","MG","Andradas","Sítio Sr. Antonio, no alto da Serra ca. 15km da cidade, encontrado em brejo.","-46.5692","-22.0681",NA,NA,NA,NA,NA,NA,"E.R. Salviani & H. Lorenzi","103",NA,NA,NA,NA,NA,NA,"16593","auto","1998","07",NA,NA,"07",NA,NA
"38","2015-07-02 14:00:34-03","JBP","HPL","9738","S","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","H. Lorenzi","1993","09","04","Brasil","MG","Andradas","Coletado no Sítio do Sr. Antônio, ca. 15km de Andradas (ao lado direito) na estrada para Poços de Caldas; onde é pouco comum.","-46.5692","-22.0681",NA,NA,NA,NA,NA,NA,"H. Lorenzi","343",NA,NA,NA,NA,NA,NA,"16593","auto","1993","09",NA,NA,"04",NA,NA
"39","2019-08-27 13:33:43-03","IAP","PACA-AGP","69195","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Sehnem, A.","1952","02","22","Brasil","RS","Bom Jesus","Rio Pelotas","-50.4166984558105","-28.6678009033203",NA,NA,"PACA069195",NA,"Magnoliophyta","Umbellales","B. Rambo","5838",NA,"900","900",NA,"VULNERÁVEL Habitat: Arbustum in dumetoso.",NA,"55856","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"40","2019-08-27 13:33:43-03","IAP","PACA-AGP","30824","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Rambo, B.","1946","01","30","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"PACA030824",NA,"Magnoliophyta","Umbellales","Emrich-Rambo",NA,NA,NA,NA,NA,"VULNERÁVEL Habitat: In araucarieto. Fenofase: alabastris novis",NA,"49662","auto","1954","05","Magnoliatae",NA,"05",NA,NA
"41","2019-08-27 13:33:43-03","IAP","PACA-AGP","60573","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Camargo, O. R.","1957","04","12","Brasil","RS","Farroupilha","Sub. Est. Exp. Fruticultura.","-51.3478012084961","-29.2250003814697",NA,NA,"PACA060573",NA,"Magnoliophyta","Umbellales","Emrich-Rambo","1298",NA,NA,NA,NA,"VULNERÁVEL Habitat: In araucarieto. No mato. Fenofase: estéril",NA,"19545","auto","1957","05","Magnoliatae",NA,"02",NA,NA
"42","2019-08-27 13:33:43-03","IAP","PACA-AGP","104329","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Jagmin, N.","1994","04","28","Brasil","RS","São Francisco",NA,NA,NA,NA,NA,"PACA104329",NA,"Magnoliophyta","Umbellales","Sobral, M.",NA,NA,NA,NA,NA,"Xiloteca nº 523&nf;Altura: 7m; Circunferência: 8cm; Fuste 5m.",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"43","2019-08-27 13:33:43-03","IAP","PACA-AGP","50927","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Hatschbach, G.","1950","02","12","Brasil","PR","Piraquara","Florestal","-49.0633010864258","-25.4416999816895",NA,NA,"PACA050927",NA,"Magnoliophyta","Umbellales","Asplund","1822",NA,NA,NA,NA,"VULNERÁVEL&nf;Altura 6m. Flor verde. Habitat: In silva. Fenofase: florere incipiens Hábito: árvore",NA,"12577","auto","1954","05","Magnoliatae",NA,"05",NA,NA
"44","2019-08-27 13:33:43-03","IAP","PACA-AGP","56920","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Hausler","1955","01","25","Brasil","RS","Canela",NA,"-50.815601348877","-29.3656005859375",NA,NA,"PACA056920",NA,"Magnoliophyta","Umbellales","Emrich-Rambo",NA,NA,NA,NA,NA,"VULNERÁVEL Habitat: In araucarieto. Fenofase: fl. nondum evoluto",NA,"16452","auto","1955","04","Magnoliatae",NA,"03",NA,NA
"45","2019-08-27 13:33:43-03","IAP","PACA-AGP","60931","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Camargo, O. R.","1957","06","18","Brasil","RS","Farroupilha","Santa Rita. Est. Exp. Fruticultura.","-51.3478012084961","-29.2250003814697",NA,NA,"PACA060931",NA,"Magnoliophyta","Umbellales","Emrich-Rambo","1623",NA,NA,NA,NA,"VULNERÁVEL Habitat: In araucarieto. No mato. Fenofase: estéril",NA,"19545","auto","1957","08","Magnoliatae",NA,"19",NA,NA
"46","2019-08-27 13:33:43-03","IAP","PACA-AGP","50799","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Reitz, R.","1948","12","21","Brasil","SC","Bom Retiro","Campo dos Padres","-49.489200592041","-27.7971992492676",NA,NA,"PACA050799",NA,"Magnoliophyta","Umbellales","Smith","2685",NA,"1700","1700",NA,"VULNERÁVEL&nf;Altura de 3m. Habitat: In silva. Mata. Fenofase: estéril Hábito: arbusto",NA,"35974","auto","1954","05","Magnoliatae",NA,"05",NA,NA
"47","2019-08-27 13:33:43-03","IAP","PACA-AGP","97969","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Mauhs, J.","1995","01","05","Brasil","RS","São Francisco de Paula","FLONA","-50.5835990905762","-29.4480991363525",NA,NA,"PACA097969",NA,"Magnoliophyta","Umbellales","J. Mauhs",NA,NA,NA,NA,NA,"VULNERÁVEL. Habitat: Mata com araucária. Hábito: árvore",NA,"76715","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"48","2019-08-27 13:33:43-03","IAP","PACA-AGP","100259","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Mauhs, J.","1994","10","27","Brasil","RS","São Francisco de Paula","Floresta Nacional","-50.5835990905762","-29.4480991363525",NA,NA,"PACA100259",NA,"Magnoliophyta","Umbellales","J. Mauhs",NA,NA,NA,NA,NA,"HEDU 14154 Habitat: mata com araucária Hábito: árvore",NA,"76715","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"49","2019-08-27 13:33:43-03","IAP","PACA-AGP","51967","PreservedSpecimen","Plantae","Araliaceae","Oreopanax","fulvum","Oreopanax fulvum","Marchal","Sehnem, A.","1952","02","20","Brasil","RS","São Francisco de Paula","Jaquirana","-50.5835990905762","-29.4480991363525",NA,NA,"PACA051967",NA,"Magnoliophyta","Umbellales","Emrich-Rambo",NA,NA,NA,NA,NA,"VULNERÁVEL&nf;SEM MATERIAL Habitat: in araucarieto Fenofase: flor",NA,"76715","auto","1954","05","Magnoliatae",NA,"05",NA,NA
