"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","individualCount"
"11","2019-02-15 11:51:40-02","IPA","IPA","52611","S","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Poliquesi, C.B.; Cordeiro, J.; Silva, J.M.; Silva, J.M.","15","1990","11","27","Southern America","Brasil",NA,NA,"Arbusto 1,30m; odorífero; flor alva. Locco classico.; Afloramentos rochosos.","IPA0052611","Plantae",NA,"Moldenke","Hatschbach, G.","Paraná","Pien","arredores.","-49.42919921875","-26.0981006622314",NA,NA,"1991",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"12","2019-02-15 11:51:40-02","IPA","IPA","62393","S","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","53598","1989","11","08","Southern America","Brasil",NA,NA,"Arbusto odorífero, 2m; flores alvescentes.; Campo rupestre. Solo rochoso.","IPA0062393","Plantae",NA,"Moldenke","Hatschbach, G.","Paraná","Pien","rodovia para Campinas.","-49.42919921875","-26.0981006622314",NA,NA,"1990",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"13","2019-08-27 13:30:24-03","IAP","PACA-AGP","69674","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G.","51897","1988","02","20",NA,"Brasil",NA,NA,"arbusto 2m ; odorífero; ornamental; em afloramentos rochosos decompostos Fenofase: flores alvas Hábito: arbusto","PACA069674","Magnoliophyta","Lamiales","Moldenke","G. Hatscbach","PR",NA,"arredores de Pien",NA,NA,NA,NA,"1988",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:30:24-03","IAP","PACA-AGP","28763","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Emrich, K.",NA,"1945","03","14",NA,"Brasil",NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA028763","Magnoliophyta","Lamiales","Moldenke","P.C. Crespam","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,"2010",NA,NA,"Magnoliatae",NA,"16452","auto",NA,NA,NA,NA,NA
"15","2019-08-27 13:30:24-03","IAP","PACA-AGP","29993","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Emrich, K.",NA,"1941","01","22",NA,"Brasil",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA029993","Magnoliophyta","Lamiales","Moldenke","P.C. Crespam","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,"2010",NA,NA,"Magnoliatae",NA,"16452","auto",NA,NA,NA,NA,NA
"16","2019-08-27 13:30:24-03","IAP","PACA-AGP","33313","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Emrich, K.",NA,"1946","02","19",NA,"Brasil",NA,NA,"Habitat: in araucarieto aperto Fenofase: flor","PACA033313","Magnoliophyta","Lamiales","Moldenke","P.C. Crespam","RS","Canela","Caracol","-50.815601348877","-29.3656005859375",NA,NA,"2010",NA,NA,"Magnoliatae",NA,"16452","auto",NA,NA,NA,NA,NA
"17","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0047618","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","G. Hatschbach; J. Cordeiro","53598","1989","11","8",NA,"Brazil",NA,NA,"Arbusto odoifero 2 m, flores alvescentes.",NA,"Magnoliophyta","Lamiales","Moldenke","G. Hatschbach","Parana",NA,"Pien, rod. para Campinas.","-49.421503","-26.096372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-27 13:53:14-03","UFS","ASE","12565","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hastschbach, G; Cervi, AC; Barbosa, E","78039","2004","10","15","Southern America","Brasil",NA,NA,"Arbusto, 2 m, odorífero, flor alva. Encosta rochosa da colina.&nf;; Arbusto, 2 m, odorífero, flor alva. Encosta rochosa da colina.","ASE0019695","Magnoliophyta",NA,"Moldenke","Hatschbach, G","Paraná","Piên","Lajeado Grande","-49.429167","-26.098333","ASE0019695",NA,"2004","-49.429167","-26.098333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-10-14 10:07:00-03","FURB","FURB","48001","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Silva, J.M.; Martins, L.M.","8451","2013","09","19",NA,"Brasil",NA,NA,NA,"FURB48001",NA,NA,"Moldenke","Barboza, E","Paraná","Curitiba",NA,"-49.2391666","-25.4408333","FURB48001",NA,"2013","-49.2391666","-25.4408333",NA,NA,NA,NA,"09","20","915","915",NA
"20","2020-10-14 10:07:00-03","FURB","FURB","4489","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Barbosa, E.; Hatschbach, G.","1162","2006","02","02",NA,"Brasil",NA,NA,"Habitat: solo rochoso Habito: arbustiva; flor alva e odorífera","FURB03699",NA,NA,"Moldenke",NA,"Paraná","Piên","Estrada Piên - Lajeado da Morte.","-49.42919921875","-26.0981006622314","FURB03699",NA,"2006",NA,NA,NA,NA,"19924","auto","02","02",NA,NA,NA
"21","2021-03-16 17:52:59-03","UCS","HUCS","04106","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G.","51897","1988","02","20",NA,"Brasil",NA,NA,"arbusto 2 m -; ornamental",NA,"Angiospermae","Lamiales","Moldenke","Hatschbach, G.","Paraná","Pien","arredores","-49.42919921875","-26.0981006622314",NA,NA,"1988",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"22","2019-08-16 08:41:21-03","UTFPR","HCF","22858","S","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","J.M. Silva","8451","2013","09","19",NA,"Brasil",NA,NA,"arbusto, 2,50 m. Flor alvacenta. Cultivada.",NA,NA,NA,"Moldenke","E. Barboza","PR","Curitiba","Jardim Botânico Municipal","-49.239167","-25.440833",NA,NA,"2013","49°14'21 W","25°26'27 S",NA,NA,NA,NA,"09","20","915","915",NA
"23","2019-08-16 08:41:21-03","UTFPR","HCF","2113","S","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","G. Hatschbach","78039","2004","10","15",NA,"Brasil",NA,NA,"arbusto, 2m, odorífero, flor alva. Encosta rochosa da colina.",NA,NA,NA,"Moldenke","G. Hatschbach","PR","Piên","Lajeado Grande, descida da Serra","-49.42919921875","-26.0981006622314",NA,NA,"2004",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"24","2019-08-16 08:41:21-03","UTFPR","HCF","27349","S","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","J. Cordeiro","2379","2006","10","18",NA,"Brasil",NA,NA,"arbusto, 2 m, flor alva, odorífera.",NA,NA,NA,"Moldenke","G. Hatschbach","PR","Piên","Piên, próximo do trevo","-49.42919921875","-26.0981006622314",NA,NA,"2007",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"25","2020-12-21 16:46:57-03","MBM","MBM","385432","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Silva, J.M.; Martins, L.M.; Martins, L.M.","8451","2013","09","19","Southern America","Brazil",NA,NA,"Arbusto 2,50m. Flor alvacenta.; Cultivada.","MBM385432",NA,NA,"Moldenke","Barboza, E.","Paraná","Curitiba","Jardim Botânico Municipal","-49.239167","-25.440833","MBM385432",NA,"2013","-49.239167","-25.440833",NA,NA,NA,NA,"09","20","915","915",NA
"26","2020-12-21 16:46:57-03","MBM","MBM","5460","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G.","16101","1967","03","08","Southern America","Brazil",NA,NA,"Arbusto 1,50m, flor alvascente. Campo pedregoso; Arbusto 1,50m, flor alvescente.; Campo pedregoso.","MBM005460",NA,NA,"Moldenke","Moldenke, H.N.","Paraná","Piên",NA,"-49.42919921875","-26.0981006622314","MBM005460","ISOTYPE","1975",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"27","2020-12-21 16:46:57-03","MBM","MBM","140161","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Poliquesi, C.B.; Silva, J.M.; Silva, J.M.","15",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM140161",NA,NA,"Moldenke","Hatschbach, G.","Paraná","Piên","Piên, arredores","-49.42919921875","-26.0981006622314","MBM140161",NA,NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"28","2020-12-21 16:46:57-03","MBM","MBM","162818","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Kummrow, R.; Cruz, J.M.; Cruz, J.M.","3324",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM162818",NA,NA,"Moldenke","Hatschbach, G.","Paraná","Piên","Piên, arredores","-49.42919921875","-26.0981006622314","MBM162818",NA,NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"29","2020-12-21 16:46:57-03","MBM","MBM","43210","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","51897",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM043210",NA,NA,"Moldenke",NA,"Paraná","Piên","Piên, arredores","-49.42919921875","-26.0981006622314","MBM043210",NA,NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"30","2020-12-21 16:46:57-03","MBM","MBM","134200","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G.","53598",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM134200",NA,NA,"Moldenke","Hatschbach, G.","Paraná","Piên","Piên, rodovia para Campinas","-49.42919921875","-26.0981006622314","MBM134200",NA,NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"31","2020-12-21 16:46:57-03","MBM","MBM","320516","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Cordeiro, J.; Barboza, E.; Poliquesi, C.B.; Barboza, E.; Poliquesi, C.B.","2379","2006","10","18","Southern America","Brazil",NA,NA,"Arbusto, 2m, flor alva, odorífera.","MBM320516",NA,NA,"Moldenke","Hatschbach, G.","Paraná","Piên","Próximo do trevo","-49.42919921875","-26.0981006622314","MBM320516",NA,"2006",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"32","2020-12-21 16:46:57-03","MBM","MBM","195350","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Cordeiro, J.","1302",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM195350",NA,NA,"Moldenke","Hatschbach, G.","Paraná","Piên","Rodovia para Campinas","-49.42919921875","-26.0981006622314","MBM195350",NA,NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"33","2020-12-21 16:46:57-03","MBM","MBM","333","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G.","13472",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM000333",NA,NA,"Moldenke","Hatschbach, G.","Paraná","Rio Negro","Piên","-49.7975006103516","-26.1058006286621","MBM000333",NA,NA,NA,NA,NA,NA,"31514","auto",NA,NA,NA,NA,NA
"34","2021-02-11 17:21:59-03","UFPR","UPCB","19325","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G.","51897","1988","02","20",NA,"Brasil",NA,NA,"Arbusto, 2m, oorífero, ornamental, flor alva. Afloramento rochoso decomposto..",NA,NA,NA,"Moldenke","Hatschbach, G.","Paraná","Piên","Arredores","-49.42919921875","-26.0981006622314",NA,NA,"1988",NA,NA,NA,NA,"19924","auto","01","01",NA,NA,NA
"35","2021-02-11 17:21:59-03","UFPR","UPCB","45992","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Amaral, W.do","628","1999","11","04",NA,"Brasil",NA,NA,"Arbusto 2,5m, com flores alvas, cultivada, muito aromática, medicinal. Nome vulgar: murta..",NA,NA,NA,"Moldenke",NA,"Paraná","São José dos Pinhais","Campus II - Faculdades Integradas Espírita","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"36","2021-02-11 17:21:59-03","UFPR","UPCB","50676","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G.","78039","2004","10","15",NA,"Brasil",NA,NA,"Arbusto 2m, odorífero, flor alva, encosta rochosa da colina..",NA,NA,NA,"Moldenke","Hatschbach, G.","Paraná","Piên","Lajeado Grande, descida da serra","-49.42919921875","-26.0981006622314",NA,NA,"2004",NA,NA,NA,NA,"19924","auto","01","01",NA,NA,NA
"37","2011-10-19 16:23:00-02","MO","MOBOT","100421380","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","R. Martínez Crovetto","Martínez Crovetto 9474","1961","3",NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Moldenke","S.J. Siedo","Misiones","Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"38","2017-03-15 15:35:00-03","MO","MOBOT","100334390","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Gert G. Hatschbach","Hatschbach 16101","1967","3","8","South America","Brazil",NA,NA,NA,NA,NA,NA,"Moldenke","fide O'Leary et al.","Paraná","Piên","on rocky campo at Pien","-49.42919921875","-26.0981006622314",NA,"Isotype",NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,"1"
"39","2017-03-15 15:36:00-03","MO","MOBOT","100233107","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Gert G. Hatschbach|O.S. Ribas","Hatschbach 51897","1988","2","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"Moldenke","fide O'Leary et al.","Paraná","Piên","Pien, arredores.","-49.42919921875","-26.0981006622314",NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,"1"
"40","2020-06-22 14:18:27-03","UNESP-IBILCE","SJRP","12308","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Cordeiro, J.",NA,NA,NA,NA,"América do Sul","Brasil",NA,NA,"Arbusto odorífero, 1,5 m, flores alvas;",NA,"Tracheophyta","Lamiales","Moldenke","G. Hatschbach","Paraná","Pien","rodovia para Campinas","-49.42919921875","-26.0981006622314",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"19924","auto",NA,NA,NA,NA,NA
"41","2020-08-31 08:59:27-03","INPA","INPA","152683","S","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, GG","51897","1988","02","20","Southern America","Brasil",NA,NA,NA,"INPA0152683","Dicotyledon Asterids","Lamiales","Moldenke",NA,"Paraná",NA,"Pien, arredores, Paraná. Afloramentos rochosos decompostos.",NA,NA,"INPA0152683 INPA0152683_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-09-12 05:00:02-03","US","US","2564881","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","G. Hatschbach","13472","1966","1","9","South America","Brazil",NA,NA,NA,"US03200832",NA,"Lamiales","Moldenke",NA,"Paraná",NA,"Pien.",NA,NA,"US03200832_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","3146141","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","G. Hatschbach & O. S. Ribas","51897","1988","2","20","South America","Brazil",NA,NA,NA,"US03200831",NA,"Lamiales","Moldenke",NA,"Paraná",NA,"Pien, arredores.",NA,NA,"US03200831_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","2536535","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","G. Hatschbach","16101","1967","3","8","South America","Brazil",NA,NA,NA,"US01049795",NA,"Lamiales","Moldenke","Siedo, S. J.","Paraná",NA,"Pien-Paraná.",NA,NA,"US01049795_01","Isotype",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"45","2019-11-13 11:32:38-03","USP","SPF","115643","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Cordeiro, J","1302","1992","02","18",NA,"Brasil",NA,NA,NA,"SPF00115643",NA,NA,"Moldenke","Hatschbach, G","Paraná",NA,NA,NA,NA,"SPF00115643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-04-04 18:28:48-03","PNFM","IRAI","043","S","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G.","51897","1988","02","20",NA,"Brasil",NA,NA,"Arbusto, aproximadamente 2 m, flores albas, odoríferas. Afloramentos rochosos. Planta em extinção no Paraná","IRAI00000043","Magnoliophyta",NA,"Moldenke","Hatschbach, G.","Paraná","Piên","Arredores",NA,NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,"01","01",NA,NA,NA
"47","2019-10-07 09:16:57-03","UEFS","HUEFS","9830","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Poliquesi, G.B.","15","1990","11","27",NA,"Brasil",NA,NA,NA,"HUEFS0009830","Angiospermae","Lamiales","Moldenke",NA,"Paraná",NA,NA,NA,NA,"HUEFS0009830",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-10-07 09:16:57-03","UEFS","HUEFS","133137","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G.","78039","2004","10","15",NA,"Brasil",NA,NA,NA,"HUEFS0133137","Angiospermae","Lamiales","Moldenke",NA,"Paraná","Piên","Lagedo Grande, descida da Serra.","-49.42919921875","-26.0981006622314","HUEFS0133137",NA,NA,NA,NA,"Asteranae",NA,"19924","auto",NA,NA,NA,NA,NA
"49","2020-11-04 17:30:59-03","UEM","HUEM","5030","S","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Kummrow, R; Cruz, JM da","3324","1993","09","15",NA,"Brasil",NA,NA,"Arbusto com cerca de 1 m. de altura; odorífero; flor alva; locais pedregosos nas encostas de morro","HUEM000013616",NA,NA,"Moldenke","G. Hatschbach","Paraná","Piên","Arredores do Município","-49.42919921875","-26.0981006622314","HUEM000013616",NA,"1993",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"50","2015-02-26 09:30:48-03","NHMLondon","NHM-LONDON-BOT","BM000643742","S","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Collaboration; G.G. Hatschbach, O.S. Ribas","51897","1988","11","20",NA,"Brasil",NA,"NHMUK:ecatalogue:4966852",NA,NA,NA,NA,"Moldenke","Stephen Joseph Siedo; University of Texas at Austin; Siedo",NA,NA,NA,"-53.08982","-10.773109",NA,NA,"1988","-53.08982","-10.773109",NA,NA,NA,NA,"01","01",NA,NA,NA
"51","2020-11-12 17:00:33-03","UEL","FUEL","21494","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Poliquesi, CB; et al.","15","1990","11","27",NA,"Brasil",NA,NA,NA,"FUEL002081","Tracheophyta","Lamiales","Moldenke","Hatschbach, G","Paraná","Pien","Arredores de Pien","-49.42919921875","-26.0981006622314",NA,NA,"1991",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"52","2020-11-12 17:00:33-03","UEL","FUEL","39001","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G; Cervi, AC; Barbosa, E","78039","2004","10","15",NA,"Brasil",NA,NA,NA,"FUEL002082","Tracheophyta","Lamiales","Moldenke","Hatschbach, G","Paraná","Pien","Lajeado Grande, descida da serra, descida da serra","-49.42919921875","-26.0981006622314",NA,NA,"2004",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
"53","2020-11-12 17:00:33-03","UEL","FUEL","19389","PreservedSpecimen","Plantae","Verbenaceae","Aloysia","hatschbachii","Aloysia hatschbachii","Hatschbach, G; Cordeiro, J","53598","1989","11","08",NA,"Brasil",NA,NA,NA,"FUEL002083","Tracheophyta","Lamiales","Moldenke","Hatschbach, G","Paraná","Pien","Rodovia para Campinas","-49.42919921875","-26.0981006622314",NA,NA,"1990",NA,NA,NA,NA,"19924","auto",NA,NA,NA,NA,NA
