"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","barcode","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","eventTime","fieldNumber","sex"
"827","2008-05-27 22:02:00-03","MO","MOBOT","464686","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 5138","1988","6","25","Paraguay","Cordillera",NA,"Cerro Zanja Jhú, 1 km East of road from Route 1 to Atyra, 3 kms before Atyra. In gallery forest.","-57.15","-25.21666",NA,"3",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-35",NA
"828","2008-05-27 22:02:00-03","MO","MOBOT","464758","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 5155","1988","6","25","Paraguay","Cordillera",NA,"Cerro Zanja Jhú, 1 km East of road from Route 1 to Atyra, 3 kms before Atyra. In gallery forest.","-57.15","-25.21666",NA,"2",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-35",NA
"829","2013-12-24 05:37:00-02","MO","MOBOT","465134","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Carlos Cuevas","Zardini 5229","1988","6","30","Paraguay","Paraguarí",NA,"Macizo Acahay. In forest on Eastern peak.","-57.15","-25.9",NA,"2",NA,NA,"South America",NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,"88-39",NA
"830","2008-05-27 22:02:00-03","MO","MOBOT","465231","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","Zardini 28017","1991","6","27","Paraguay","Central",NA,"Lake Ypoá, peninsula south of Pindoty, along eastern coast on Lake Yabeby. Inundated savanna with patches of trees.","-57.48333","-25.66666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"598",NA
"831","2008-05-27 22:02:00-03","MO","MOBOT","465255","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 9390","1989","1","13","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Valley between Cerro Peró, Cerro Acatí and Cerro Muy Muy. Base of cerros forest.","-56.25","-25.91666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"832","2008-05-27 22:02:00-03","MO","MOBOT","465421","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 9420","1989","1","13","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Valley between Cerro Peró, Cerro Acatí and Cerro Muy Muy. Base of cerros forest.","-56.25","-25.91666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"833","2008-05-27 22:02:00-03","MO","MOBOT","465528","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|C. Benítez","Zardini 3244","1987","10","1","Paraguay","San Pedro",NA,"Colonia 8 de diciembre. Borde Arroyo Mboi. Transecta 6.",NA,NA,NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-42",NA
"834","2008-05-27 22:02:00-03","MO","MOBOT","465583","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 9462","1989","1","13","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Valley between Cerro Peró, Cerro Acatí and Cerro Muy Muy. Base of cerros forest.","-56.25","-25.91666",NA,"5",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA
"835","2008-05-27 22:02:00-03","MO","MOBOT","465846","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|A. Aguayo","Zardini 9528","1989","1","13","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest on western side of Cerro Peró, on trail to cave.","-56.25","-25.91666",NA,"5",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9",NA
"836","2008-05-27 22:02:00-03","MO","MOBOT","465874","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 7467","1988","10","21","Paraguay","Paraguarí",NA,"Parque Nacional Ybycu'í. Gallery forest along Arroyo Minas, on trail to Salto Guaraní.","-56.83333","-26.05",NA,"3",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-98",NA
"837","2008-05-27 22:02:00-03","MO","MOBOT","466220","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","Zardini 22040","1990","7","21","Paraguay","Cordillera",NA,"14 km W of Arroyos y Esteros. Gallery forest along small creek.","-57.2","-25.13333",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"384",NA
"838","2008-05-27 22:02:00-03","MO","MOBOT","466253","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","Zardini 22054","1990","7","21","Paraguay","Cordillera",NA,"14 km W of Arroyos y Esteros. Gallery forest along small creek.","-57.2","-25.13333",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"384",NA
"839","2008-05-27 22:02:00-03","MO","MOBOT","466334","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","Zardini 22069","1990","7","21","Paraguay","Cordillera",NA,"14 km W of Arroyos y Esteros. Gallery forest along small creek.","-57.2","-25.13333",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"384",NA
"840","2013-10-09 05:41:00-03","MO","MOBOT","466617","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 13845","1989","7","23","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Peró, near Destacamento Tororo, camino a Cerro Polilla. Forest.","-56.25","-25.91666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"129",NA
"841","2013-10-09 05:41:00-03","MO","MOBOT","466752","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 9746","1989","1","13","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Forest on eastern slope of Cerro Peró, 1 km W of Destacamento Tororo.","-56.25","-25.91666",NA,"5",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13",NA
"842","2016-01-21 11:22:00-02","MO","MOBOT","467106","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","Zardini 30518","1992","2","17","Paraguay","Paraguarí",NA,"Acahay Massif, eastern most peak. Northern slope.","-57.1333333","-25.8666667",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"654",NA
"843","2011-06-09 17:28:00-03","MO","MOBOT","467518","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","Zardini 28533","1991","11","4","Paraguay","Central",NA,"Estero del Ypoá Peninsula south of Pindoty along eastern coast on Lake Yabeby. Gallery forest.","-57.48333","-25.66666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"608",NA
"844","2008-05-27 22:02:00-03","MO","MOBOT","467521","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 32792","1992","7","27","Paraguay","Central",NA,"Estero de Ypoá Cañada. Forest along Yabeby Lake.","-57.46666","-25.63333",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"705",NA
"845","2015-03-19 08:58:00-03","MO","MOBOT","467574","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","Zardini 32892","1992","8","12","Paraguay","Central",NA,"Estero del Ypoa. Isla Guavira.","-57.4333333","-25.65",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"765",NA
"846","2011-06-09 17:28:00-03","MO","MOBOT","467628","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","Zardini 33149","1992","8","21","Paraguay","Central",NA,"Estero del Ypoá. Base of Cerro Pé. Gallery forest along estero.","-57.43333","-25.66666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"770",NA
"847","2008-05-27 22:02:00-03","MO","MOBOT","467637","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","Zardini 33187","1992","10","28","Paraguay","Central",NA,"Estero del Ypoá. Cerro Pé. Gallery forest along estero.","-57.45","-25.66666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"811",NA
"848","2008-05-27 22:02:00-03","MO","MOBOT","467687","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|E. Velázquez","Zardini 18222","1990","1","13","Paraguay","Central",NA,"Paraguay River around San Antonio. Forest.","-57.5","-25.25",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260",NA
"849","2008-05-27 22:02:00-03","MO","MOBOT","467840","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","Zardini 16190","1989","11","11","Paraguay","Paraguarí",NA,"Acahay Massif. 2 km W of entrance road. Tall forest on slopes.","-57.16666","-25.86666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"184",NA
"850","2011-06-09 17:28:00-03","MO","MOBOT","467867","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","Zardini 32749","1992","7","10","Paraguay","Central",NA,"Estero de Ypoá Chaco-I. Cerrado forest.","-57.5","-25.66666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"704",NA
"851","2008-05-27 22:02:00-03","MO","MOBOT","468028","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 7949","1988","11","11","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Destacamento de Tororo.","-56.25","-25.91666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,"88-111",NA
"852","2008-05-27 22:02:00-03","MO","MOBOT","468068","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 7954","1988","11","11","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Destacamento de Tororo.","-56.25","-25.91666",NA,"3",NA,NA,"South America",NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,"88-111",NA
"853","2010-02-21 10:26:00-03","MO","MOBOT","468288","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 7990","1988","11","12","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Ladero W del Cerro Peró, 2 kms E del Destacamento Tororo.","-56.1515","-25.8998",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-112",NA
"854","2008-05-27 22:02:00-03","MO","MOBOT","468507","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|M. Velázquez","Zardini 18416","1990","1","27","Paraguay","Central",NA,"Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada. Gallery forest around Estero.","-57.46666","-25.33333",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"268",NA
"855","2008-05-27 22:02:00-03","MO","MOBOT","468625","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|E. Velázquez","Zardini 22576","1990","8","3","Paraguay","Central",NA,"San Antonio, on Río Paraguay. Gallery forest.","-57.5","-25.5",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"405",NA
"856","2008-05-27 22:02:00-03","MO","MOBOT","468656","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|et al.","Zardini 12237","1989","5","28","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. 10 kms E of Melgarejo. Forest on plains.","-56.5","-25.91666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89",NA
"857","2013-10-15 11:06:00-03","MO","MOBOT","468835","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","Zardini 20558","1990","5","26","Paraguay","Cordillera",NA,"1 km E of Nueva Colombia on road to Atyra. On a plain.","-57.2166667","-25.1666667",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,"331",NA
"858","2008-05-27 22:02:00-03","MO","MOBOT","469295","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|E. Velázquez","Zardini 18610","1990","1","27","Paraguay","Central",NA,"Estero del Ypoá, 13 km SW of Nueva Italia, SW of Pindoty. Gallery forest.","-57.46666","-25.33333",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"273",NA
"859","2008-05-27 22:02:00-03","MO","MOBOT","469340","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 6193","1988","7","30","Paraguay","Cordillera",NA,"Cerro Zanja Jhú, 1 km East of road from Route 1 to Atyra, 3 km before Atyra. Forest on hill slopes.","-57.15","-25.21666",NA,"2",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-65",NA
"860","2011-06-27 08:42:00-03","MO","MOBOT","469389","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.",NA,NA,NA,NA,"F. Sellow","Sellow s.n.","1814",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","2008-05-27 22:02:00-03","MO","MOBOT","469703","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|R. Velázquez","Zardini 18701","1990","2","10","Paraguay","Central",NA,"Estero del Ypoá, 15 km SW of Nueva Italia, Isla Guazú. Gallery forest around Estero.","-57.55","-25.36666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"276",NA
"862","2008-05-27 22:02:00-03","MO","MOBOT","469712","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY), 1998'",NA,NA,NA,"Elsa M. Zardini","Zardini 6282","1988","7","30","Paraguay","Cordillera",NA,"Cerro Zanja Jhú, 1 km East of road from Route 1 to 3 km before Atyra. Forest streamside.","-57.15","-25.21666",NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-66",NA
"863","2008-05-27 22:02:00-03","MO","MOBOT","469819","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 6308","1988","7","30","Paraguay","Cordillera",NA,"Cerro Zanja Jhú, 1 km East of road from Route 1 to 3 km before Atyra. Forest streamside.","-57.15","-25.21666",NA,"1",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-66",NA
"864","2008-05-27 22:02:00-03","MO","MOBOT","470124","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","Zardini 16745","1989","12","14","Paraguay","Paraguarí",NA,"Between Nueva Italia and Carapeguá, 30.2 km SE of Nueva Italia. Tall forest.","-57.26666","-25.71666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204",NA
"865","2008-05-27 22:02:00-03","MO","MOBOT","470269","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","Zardini 16779","1989","12","14","Paraguay","Paraguarí",NA,"Between Nueva Italia and Carapeguá, 30.2 km SE of Nueva Italia. Tall forest.","-57.26666","-25.71666",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204",NA
"866","2008-05-27 22:02:00-03","MO","MOBOT","470508","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|U. Velázquez","Zardini 23057","1990","9","1","Paraguay","Central",NA,"Estero del Ypoá, 5 km S of Pindoty along lake. Gallery forest.","-57.46666","-25.33333",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"423",NA
"867","2008-05-27 22:02:00-03","MO","MOBOT","470687","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 6525","1988","8","21","Paraguay","Paraguarí",NA,"Macizo Acahay. In gallery forest on Eastern peak.","-57.15","-25.9",NA,"5",NA,NA,"South America",NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA,"88-71",NA
"868","2008-05-27 22:02:00-03","MO","MOBOT","470825","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","Zardini 31382","1992","3","25","Paraguay","Central",NA,"Tavarory. Entrance to Tavarory Forest.","-57.5","-25.5",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"673",NA
"869","2008-05-27 22:02:00-03","MO","MOBOT","471123","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|E. Velázquez","Zardini 19016","1990","2","10","Paraguay","Central",NA,"Paraguay River around San Antonio. Gallery forest.","-57.5","-25.25",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"289",NA
"870","2008-05-27 22:02:00-03","MO","MOBOT","471539","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini","Zardini 12878","1989","6","11","Paraguay","Paraguarí",NA,"Acahay Massif. Gallery forest along creek on eastern side of massif.","-57.15","-25.9",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,"108",NA
"871","2015-03-19 08:58:00-03","MO","MOBOT","773821","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|P. Aquino","Zardini 32886","1992","8","12","Paraguay","Central",NA,"Estero del Ypoa. Isla Guavira.","-57.4333333","-25.65",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"765",NA
"872","2008-05-27 22:02:00-03","MO","MOBOT","803235","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M.Nee (NY)",NA,NA,NA,"Elsa M. Zardini|C. Velázquez","Zardini 21706","1990","7","7","Paraguay","Cordillera",NA,"Compañía Río Negro, N of Vapor Cué. Gallery forest along creek.","-56.66666","-25.25",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"375",NA
"873","2016-01-21 11:22:00-02","MO","MOBOT","807407","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M. Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","Zardini 30488","1992","2","17","Paraguay","Paraguarí",NA,"Acahay Massif, eastern most peak. Northern slope.","-57.1333333","-25.8666667",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"654",NA
"874","2008-05-27 22:02:00-03","MO","MOBOT","813772","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M.Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 39123","1994","3","31","Paraguay","Central",NA,"Estero del Ypoá. Cañada. Lake Yabeby. Gallery forest and inundated savanna.","-57.46666","-25.65",NA,"5",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"904",NA
"875","2008-05-27 22:02:00-03","MO","MOBOT","961124","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M.Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 41014","1994","9","15","Paraguay","Concepción",NA,"Estancia Garay Cué. Arroyo Tagatiyá-Guazú. Gallery forest on limestone.","-57.36555","-22.69333",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,"210.00000000",NA,NA,NA,NA,NA,NA,NA,"954",NA
"876","2008-05-27 22:02:00-03","MO","MOBOT","961487","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M.Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 41212","1994","9","16","Paraguay","Concepción",NA,"Arroyo Tagatiyá-Guazú at Estancia Bello Horizonte. Gallery forest on limestone.","-57.43777","-22.75916",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,NA,"959",NA
"877","2008-05-27 22:02:00-03","MO","MOBOT","969746","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","laevigatum","Cestrum laevigatum","Schltdl.","M.Nee (NY)",NA,NA,NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 41302","1994","10","13","Paraguay","Concepción",NA,"Estancia Bello Horizonte. Arroyo Tagatiyá-Guazú. Gallery forest on limestone.","-57.4375","-22.76111",NA,"4",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"965",NA
