"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","barcode","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","eventTime","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","626906","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"Wilkes Expedition","s.n.","1838",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Near Rio de Janeiro","-43.448386","-22.913514",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599217' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626906",NA,"NY00626906_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","911147","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"H. S. Irwin","2216","1958","12","04","Brazil","Minas Gerais","Viçosa","State Agricultural School, Viçosa.","-42.868031","-20.7613428",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991244' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00911147",NA,"NY00911147_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","626882","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"J. C. Lindeman","3345","1966","12","22","Brazil","Paraná",NA,"Bank of Rio Iguaçu, E. of ferry to Capanema.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770644' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626882",NA,"NY00626882_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","626880","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"J. C. Lindeman","681","1966","03","21","Brazil","Paraná",NA,"Just N of Boa Esperança, 30km SE of Jussara.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770642' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626880",NA,"NY00626880_01","250","250",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","627049","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"E. M. Zardini","9746","1989","01","13","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Forest on eastern slope of Cerro Peró, 1km W of Destacamento Tororo.","-56.25","-25.92",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599184' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00627049",NA,"NY00627049_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","626891","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","16400","1967","05","17","Brazil","Paraná","Campina Grande do Sul","Sitio do Belizario.","-49.0553","-25.3058",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770649' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626891",NA,"NY00626891_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01874545","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","S. D. Knapp",NA,NA,NA,"L. Nusbaumer","3975","2014","04","26","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, localité de Quebrangulo.","-36.406814","-9.265499",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2511918' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY01874545",NA,"NY01874545_01","500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","626901","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"E. Lleras","1945","1985","04","17","Brazil","Paraná","Maringá","Km 10 da BR-369 entre Maringá e Campo Mourao.","-52","-23.5",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599212' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626901",NA,"NY00626901_01","440","440",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","626921","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"M. Kuhlmann","3861","1956","06","30","Brazil","São Paulo","Sao Sebastiao","Fazenda Jaraguá.","-45.4097","-23.7603",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599210' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626921",NA,"NY00626921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","626936","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"S. A. Mori","9395","1978","03","03","Brazil","Bahia","Itambé","BA 265, trecho que liga a Rod. BR 415 com Caatiba, a 26kms da BR 415.","-40.6242","-15.245",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599180' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626936",NA,"NY00626936_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","626907","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"J. S. Blanchet","51","1831",NA,NA,"Brazil","Bahia",NA,"In sepibus collibusque circa Bahiam omnium Sanctorum (Brasilia intratropico).",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599200' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626907",NA,"NY00626907_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","626922","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"J. R. Pirani","2483","1988","02","25","Brazil","Espírito Santo","Piúma","Ca. 3km S do Morro do Aghá. Rodovia ES-60 (Vila Velha a Marataízes).","-40.77","-20.87",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599182' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626922",NA,"NY00626922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","627048","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"Bertoni","37","1944","04","27","Argentina","Misiones","Posadas","V. Urquiza.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599204' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00627048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","626890","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","24451","1970","07","10","Brazil","Paraná","Candido de Abreu","Palmital.","-51.3331","-24.5669",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770654' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626890",NA,"NY00626890_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","626924","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"V. Carnielli","6749","1977","06","16","Brazil","São Paulo","Valinhos","Reserva Florestal de Valinhos.","-46.99","-22.97",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599188' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626924",NA,"NY00626924_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","626916","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"J. L. Hage","2166","1986","10","23","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra D. Parque Zoobotânico.","-39.22095","-14.7739696",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599181' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626916",NA,"NY00626916_01","50","50",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01092728","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"A. M. Amorim","3748","2003","07","17","Brazil","Bahia","Jussari","RPPN Serra do Teimoso, Rod. Jussari - Palmira, entra ca. 7.5 km de Jussari, Faz. Teimoso.","-39.5389","-15.1619",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1232784' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY01092728",NA,"NY01092728_01","641","641",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02103835","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","L. L. Giacomin",NA,NA,NA,"W. W. Thomas","13392","2003","03","16","Brazil","Bahia","Jussari","Fazenda Serra do Teimoso, Reserva Serra do Teimoso. Lower forest, Northern portion of reserve","-39.5306","-15.1533",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566357' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY02103835",NA,"NY02103835_01","275","350",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02694793","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.",NA,NA,NA,NA,"L. Nusbaumer","4431","2014","11","26","Brazil","Pernambuco","Lagoa do Ouro","Reserva Biológica da Pedra Talhada. localité de Lagoa do Ouro","-36.440911","-9.213346",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952150' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY02694793",NA,"NY02694793_01","850",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1844332","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"L. L. Giacomin","1830","2012","06","02","Brazil","Rio de Janeiro","Santa Maria Madalena","Estrada que liga Santa Maria Madalena a Alto Imbé, anexo a pastagem, em ambiente antropizado, ensolarado, ás margens de estrada pavimentada, ca. 11 km SE de Santa Maria Madalena.","-41.9686","-21.995",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2140099' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY01844332",NA,"NY01844332_01","454",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","626932","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"Liene","3717","1958","05","07","Brazil","Rio de Janeiro",NA,"Estado de Guanabara, Restinga de Jacarepaguá.","-43.397161","-23.010952",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599207' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626932",NA,"NY00626932_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","684618","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"J. L. Paixão","85","1998","11","18","Brazil","Bahia","Ilhéus","Area do CEPEC, km 22 da Rod. Ilhéus/Itabuna (BR 415). Quadra do Arboreto.","-39.2273659","-14.771874",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=835199' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00684618",NA,"NY00684618_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1844331","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"L. L. Giacomin","1849","2012","06","04","Brazil","Espírito Santo","Santa Leopoldina","Estrada não pavimentada que liga as comunidades de Colina Verde e Pedra Branca.","-40.4797","-20.1047",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2140098' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY01844331",NA,"NY01844331_01","50",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","814720","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"L. M. Nascimento","107","1998","11","25","Brazil","Pernambuco","Brejo da Madre de Deus","Brejo da Madre de Deus. Mata do Malhada","-36.4","-8.1872222",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816659' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00814720",NA,"NY00814720_01","565","960",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","626875","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"B. Rambo","42305","1949","07","02","Brazil","Rio Grande do Sul","Montenegro","Esperança.","-51.4608","-29.6886",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=262653' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626875",NA,"NY00626875_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2240740","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.",NA,NA,NA,NA,"L. L. Giacomin","1973","2013","11","02","Brazil","Bahia","Jussari","Estrada não pavimentada que liga Jussaria a Palmira, ca. 11 km da cidade.","-39.5","-15.1642",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2667523' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY02240740",NA,"NY02240740_01","199",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","626900","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"R. M. Klein","453","1953","04","02","Brazil","Santa Catarina","Palhoça","Anitápolis","-49.128424","-27.903779",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770648' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626900",NA,"NY00626900_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","626889","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"L. B. Smith","12756","1964","10","20","Brazil","Santa Catarina","Sao Miguel do Oeste","Canela Gaucha, 8km northwest of Sao Miguel d'Oeste.","-53.57","-26.67",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=770651' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626889",NA,"NY00626889_01","700","750",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","626928","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"J. R. Pirani","2890","1993","05","16","Brazil","Rio de Janeiro","Arraial do Cabo","Praia de Maçambaba, à 10km do trevo para Cabo Frio.","-42.0278","-22.9661",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599183' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626928",NA,"NY00626928_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","626905","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"Wilkes Expedition","s.n.","1838",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Near Rio de Janeiro","-43.448386","-22.913514",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599216' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626905",NA,"NY00626905_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","626930","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"A. P. Duarte","5626","1960",NA,NA,"Brazil","Rio de Janeiro",NA,"Estado de Guanabara, Sacopao, Lagoa Rodrigo de Freitas.","-43.207919","-22.973835",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=599218' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626930",NA,"NY00626930_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","626854","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","19169","1968","04","25","Brazil","Paraná","Guaraniaçu","Rod. BR-277.","-52.3","-25.1",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423703' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00626854",NA,"NY00626854_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","911150","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","axillare","Cestrum axillare","Vell.","M. H. Nee",NA,NA,NA,"G. Gardner","s.n.","1838","11",NA,"Brazil","Ceará",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991249' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"NY00911150",NA,"NY00911150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
