"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","infraspecificEpithet","sex"
"101","2021-02-08 12:40:55-03","UFRGS","ICN","047271","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Dalastra, CH","Waechter, JL","1590","1980","04","06","América do Sul","Brasil","RS","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869",NA,"subarbusto, corola amarelo-pálida; em campo",NA,NA,"Cambará do Sul",NA,NA,NA,NA,NA,"30776","auto","2019","08","20",NA,NA,NA,NA,NA,NA
"102","2021-02-08 12:40:55-03","UFRGS","ICN","004394","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Dalastra, CH","Schultz","4394","1967","10","07","América do Sul","Brasil","RS","Malacara","-50.1446990966797","-29.0478000640869",NA,"flores brancas; campo",NA,NA,"Cambará do Sul",NA,NA,NA,NA,NA,"30776","auto","2019","08","20",NA,NA,NA,NA,NA,NA
"103","2021-02-08 12:40:55-03","UFRGS","ICN","087134","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Dalastra, CH","Fernandes, I","357","1987","07","24","América do Sul","Brasil","RS","Morro do Cabrito","-51.4611015319824","-29.6886005401611",NA,"flores cor creme",NA,NA,"Montenegro",NA,NA,NA,NA,NA,"21601","auto","2019","08","20",NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:40:55-03","UFRGS","ICN","044814","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Dalastra, CH","?","s.n.","1923","12",NA,"América do Sul","Brasil","RS","Campo do Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Porto Alegre",NA,NA,NA,NA,NA,"29946","auto","2019","08","22",NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:40:55-03","UFRGS","ICN","130885","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Paz, J","Paz, J","33","2002","11","16","América do Sul","Brasil","RS",NA,"-50.5835990905762","-29.4480991363525",NA,"Turfeira;flor clara amarelo-esverdeada",NA,NA,"São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-08 12:40:55-03","UFRGS","ICN","130861","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Paz, J","Paz, J","125","2002","07","13","América do Sul","Brasil","RS",NA,"-50.5835990905762","-29.4480991363525",NA,"Turfeira;frutos",NA,NA,"São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-02-08 12:40:55-03","UFRGS","ICN","141673","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Scherer, C","Scherer, C; Baptista, LRM","s.n.","2005","10","29","América do Sul","Brasil","RS","Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,"Apresenta botões florais e um dos ramos apresenta frutos.; Espécie coletada em turfeira.",NA,NA,"São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-02-08 12:40:55-03","UFRGS","ICN","172828","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2006","11","25","América do Sul","Brasil","RS","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-02-08 12:40:55-03","UFRGS","ICN","174725","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2007","04","27","América do Sul","Brasil","RS","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"São Francisco de Paula","838","838",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-02-08 12:40:55-03","UFRGS","ICN","174784","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2006","11","25","América do Sul","Brasil","RS","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"São Francisco de Paula","838","838",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-02-08 12:40:55-03","UFRGS","ICN","174785","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2006","11","25","América do Sul","Brasil","RS","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"São Francisco de Paula","838","838",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-02-08 12:40:55-03","UFRGS","ICN","174786","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don",NA,"Lorscheitter, ML; Baptista, LRM","s.n.","2006","05","06","América do Sul","Brasil","RS","Turfeira do Banhado Amarelo","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"São Francisco de Paula","838","838",NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-02-08 12:40:55-03","UFRGS","ICN","087131","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Dalastra, CH","Fernandes, I","542","1989","07","28","América do Sul","Brasil","RS","Morro Sapucaia","-51.1483001708984","-29.8246994018555",NA,"flores cor creme; sobre rocha com solo raso",NA,NA,"Sapucaia do Sul",NA,NA,NA,NA,NA,"7291","auto","2019","08","20",NA,NA,NA,NA,NA,NA
"114","2021-02-08 12:40:55-03","UFRGS","ICN","087132","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Dalastra, CH","Fernandes, I","148","1986","06","29","América do Sul","Brasil","RS","Morro Sapucaia","-51.1483001708984","-29.8246994018555",NA,"arbusto, flores cor creme; sobre rocha humosa",NA,NA,"Sapucaia do Sul",NA,NA,NA,NA,NA,"7291","auto","2019","08","20",NA,NA,NA,NA,NA,NA
"115","2021-02-08 12:40:55-03","UFRGS","ICN","027894","S","Plantae","Dicotyledon",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Santos, FB","Lindeman, JC; Porto, ML","s.n.","1972","07","12","América do Sul","Brasil","RS","Parque de Torres, capoeira no centro","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Torres",NA,NA,NA,NA,NA,"20837","auto","2014","02","12",NA,NA,NA,NA,NA,NA
"116","2021-02-08 12:40:55-03","UFRGS","ICN","185366","S","Plantae","Dicotyledon",NA,"Ericaceae","Leucothoe","nummularia","Leucothoe nummularia","DC.",NA,"Rodrigues, RS","483","1997","10","28","América do Sul","Brasil","RS","Cânion Fortaleza","-50.0657997131348","-28.7483005523682",NA,"Subarbusto 0,5m, corola urceolada, metade apical amarela, metade basal creme; folhas coriáceas",NA,NA,"São José dos Ausentes",NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-02-18 17:08:28-03","FEPAGRO","BLA","16015","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ericaceae","Leucothoe","nummularia","Leucothoe nummularia","(Cham. & Schltdl.) DC.","B. Rambo","O. R. Camargo",NA,"1957","09","19",NA,"Brasil","Rio Grande do Sul","arredores - Morro São João","-51.4611015319824","-29.6886005401611",NA,"Habitat: Nas fendas de rocha","BLA016015",NA,"Montenegro","50","50",NA,NA,NA,"21601","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-08-26 10:48:39-03","MCN-FZBRS","HAS","91568","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G.Don","Molz, M.","Molz, M.","s.n.","2015","01",NA,NA,"Brasil","Rio Grande do Sul","Pituva, na borda de um pequeno cânion","-50.80475","-29.79825",NA,"Arbusto com 2 m de altura","HAS0091568",NA,"Glorinha","128","128",NA,NA,NA,NA,NA,"2015","08","25","-50.80475","-29.79825",NA,NA,NA,NA
"119","2020-08-26 10:48:39-03","MCN-FZBRS","HAS","73440","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl) G. Don.","Dalastra, C.H.","Silveira, N.","11645","1993","12",NA,NA,"Brasil","Rio Grande do Sul","Na Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0073440",NA,"Cambará do Sul",NA,NA,NA,NA,NA,"30776","auto","2019","04","04",NA,NA,NA,NA,NA,NA
"120","2020-08-26 10:48:39-03","MCN-FZBRS","HAS","44951","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl) G. Don.","Dalastra, C.H.","Senna, R.M.","969","2005","11",NA,NA,"Brasil","Rio Grande do Sul","Josafá, arredores da Estação Ecológica Estadual Aratinga","-50.5835990905762","-29.4480991363525",NA,"Turfeira (Banhado Amarelo). Subarbusto. Projeto Mata Atlântica (KfW)","HAS0044951",NA,"São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto","2019","04","04",NA,NA,NA,NA,NA,NA
"121","2020-08-26 10:48:39-03","MCN-FZBRS","HAS","93665","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schldl.) G. Don","Molz, M.","Molz, M.; Senna, R. M.","s.n.","2019","07",NA,NA,"Brasil","Rio Grande do Sul","Refúgio da Vida Silvestre Banhado dos Pachecos","-51.0233001708984","-30.0811004638672",NA,"Arbusto com frutos. No palhal","HAS0093665",NA,"Viamão",NA,NA,NA,NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-08-26 10:48:40-03","MCN-FZBRS","HAS","101772","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Ericaceae","Leucothoe","nummularia","Leucothoe nummularia","(Cham. & Schltdl.) DC.","Bueno, O.","Bueno, O.","7195","2000","10",NA,NA,"Brasil","Rio Grande do Sul","Encosta Inferior do nordeste.","-50.5835990905762","-29.4480991363525",NA,"(Projeto Pró-Guaiba) Arbusto rasteiro com 40cm, pouco numeroso, campo limpo, em beira de estrada não mexida.","HAS0101772",NA,"São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto","2000","10","31",NA,NA,NA,NA,NA,NA
"123","2014-09-23 11:01:26-03","G","G-DC","G00323837","S","Plantae",NA,NA,"Ericaceae","Leucothoe","nummularia","Leucothoe nummularia","(Cham. & Schltdl.) DC.","Sleumer, H. O.","Sellow, F.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00323837",NA,NA,NA,NA,NA,"ISOTYPUS of Andromeda nummularia Cham. & Schltdl.",NA,NA,NA,"1960","01","01","-53.08972222","-10.77305556",NA,NA,NA,NA
"124","2021-02-18 08:30:35-03","IBt","SP","6948","S","Plantae",NA,NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don",NA,"Brade, AC","5668","1912","12","22",NA,"Brasil","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2010-08-16 16:43:39-03","GH","HU-HERB","GH 00015111","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Leucothoë","nummularia","Leucothoë nummularia floccigera","Sleumer",NA,"G. O. A. Malme","401","1901","11",NA,"South America","Brazil","Rio Grande do Sul",NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"401","floccigera","undetermined"
