"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","infraspecificEpithet","sex"
"13","2019-08-27 13:28:55-03","IAP","PACA-AGP","31707","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","dalastra, C. H.","Rambo, B.",NA,"1946","02","07",NA,"Brasil","SC",NA,NA,NA,NA,"sterilis Habitat: in arenosis prope litus","PACA031707",NA,"Sombrio p. Ararangua",NA,NA,"Magnoliatae",NA,NA,NA,NA,"2019","08","16",NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:28:55-03","IAP","PACA-AGP","31882","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C.H.","Reitz, R.",NA,"1945","09","19",NA,"Brasil","SC",NA,NA,NA,NA,"Habitat: in arenosis prope litus Fenofase: flor","PACA031882",NA,"Sombrio p. Ararangua",NA,NA,"Magnoliatae",NA,NA,NA,NA,"2019","08","16",NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:28:55-03","IAP","PACA-AGP","36724","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS",NA,NA,NA,NA,"fl. antiguo Habitat: in rupestribus turfosis Fenofase: flor","PACA036724",NA,"S. F. de Paula p. Cambara",NA,NA,"Magnoliatae",NA,NA,NA,NA,"2019","08","16",NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:28:55-03","IAP","PACA-AGP","32460","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1946","02","28",NA,"Brasil","RS","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"sicher, 28,7,1954.; ster. Habitat: in silvula nebulari","PACA032460",NA,"Bom Jesus",NA,NA,"Magnoliatae",NA,NA,"55856","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:28:55-03","IAP","PACA-AGP","45477","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1950","01","18",NA,"Brasil","RS","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"sicher, 28,7,1954.; fr. Habitat: in turfosis dumetosis","PACA045477",NA,"Bom Jesus",NA,NA,"Magnoliatae",NA,NA,"55856","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:28:55-03","IAP","PACA-AGP","53881","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1953","02","03",NA,"Brasil","RS","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"sicher, 28,7,1954.; fr.maturo Habitat: in sphagneto","PACA053881",NA,"Bom Jesus",NA,NA,"Magnoliatae",NA,NA,"55856","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:28:55-03","IAP","PACA-AGP","8693","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dallastra, C. H.","Rambo, B.",NA,"1942","01","14",NA,"Brasil","RS","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Habitat: in dumetosis turfosis Fenofase: flor","PACA008693",NA,"Bom Jesus",NA,NA,"Magnoliatae",NA,NA,"55856","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:28:55-03","IAP","PACA-AGP","50436","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Sehnem, A.","4197","1950","01","12",NA,"Brasil","RS","in summo monte Itacolumi","-50.9919013977051","-29.9444007873535",NA,"Habitat: arbustum in silva; in rupestribus dumetosis","PACA050436",NA,"Gravataí",NA,NA,"Magnoliatae",NA,NA,"25424","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:28:55-03","IAP","PACA-AGP","62325","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Camargo, O. R.","1786","1958","09","19",NA,"Brasil","RS",NA,"-51.4611015319824","-29.6886005401611",NA,"Habitat: in rupestribus Fenofase: flor","PACA062325",NA,"Montenegro",NA,NA,"Magnoliatae",NA,NA,"21601","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:28:55-03","IAP","PACA-AGP","52951","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1952","09","09",NA,"Brasil","RS",NA,"-50.5835990905762","-29.4480991363525",NA,"sicher, 28,7,1954.; fl. nondum aperto Habitat: in campestribus dumetosis","PACA052951",NA,"São Francisco de Paula",NA,NA,"Magnoliatae",NA,NA,"76715","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"23","2019-10-18 16:49:48-03","IAP","PACA-AGP","4439","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1941","02","08",NA,"Brasil","RS","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,"sicher, 28,7,1954.; ster. Habitat: in campestribus deumtosis","PACA004439",NA,"São Francisco de Paula",NA,NA,"Magnoliatae",NA,NA,"76715","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:28:55-03","IAP","PACA-AGP","54674","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1954","01","01",NA,"Brasil","RS","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,"sicher, 28,7,1954.; fr.fl. Habitat: in sphagneto alte dumetosis","PACA054674",NA,"São Francisco de Paula",NA,NA,"Magnoliatae",NA,NA,"76715","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:28:55-03","IAP","PACA-AGP","8694","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1941","02","08",NA,"Brasil","RS","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,"sicher, 28,7,1954.; ster. Habitat: in campestribus saxosis","PACA008694",NA,"São Francisco de Paula",NA,NA,"Magnoliatae",NA,NA,"76715","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"26","2019-08-27 13:28:55-03","IAP","PACA-AGP","35332","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1946","06","06",NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus dumetosis Fenofase: na","PACA035332",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"27","2019-08-27 13:28:55-03","IAP","PACA-AGP","37512","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, D. H.","Rambo, B.",NA,"1945","09","05",NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus dumetosis Fenofase: flor","PACA037512",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","06",NA,NA,NA,NA,NA,NA
"28","2019-08-27 13:28:55-03","IAP","PACA-AGP","29495","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1945","09","05",NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus dumetosis Fenofase: flor","PACA029495",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:28:55-03","IAP","PACA-AGP","37362","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1948","07","08",NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"sterilis Habitat: in rupestribus dumetosis","PACA037362",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:28:55-03","IAP","PACA-AGP","48704","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1950","09","07",NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus dumetosis Fenofase: flor","PACA048704",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:28:55-03","IAP","PACA-AGP","48695","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1950","09","07",NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus dumetosis Fenofase: flor","PACA048695",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:28:55-03","IAP","PACA-AGP","37361","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1948","07","08",NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"sterilis Habitat: in rupestribus dumetosis","PACA037361",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:28:55-03","IAP","PACA-AGP","131","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1933","10","16",NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus dumetosis Fenofase: flor","PACA000131",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:28:55-03","IAP","PACA-AGP","48694","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1950","09","07",NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus dumetosis Fenofase: flor","PACA048694",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:28:55-03","IAP","PACA-AGP","42757","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1949","08","05",NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus dumetosis Fenofase: flor","PACA042757",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:28:55-03","IAP","PACA-AGP","11657","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1943","10",NA,NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus dumetosis Fenofase: flor","PACA011657",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:28:55-03","IAP","PACA-AGP","11716","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1943","09",NA,NA,"Brasil","RS","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus dumetosis Fenofase: flor","PACA011716",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:28:55-03","IAP","PACA-AGP","39075","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1948","12","20",NA,"Brasil","RS","in summo monte Steinkopf","-51.1472015380859","-29.7602996826172",NA,"sterilis Habitat: in rupestribus dumetosis","PACA039075",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:28:55-03","IAP","PACA-AGP","39055","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","Rambo, B.",NA,"1948","12","20",NA,"Brasil","RS","in summo monte Steinkopf","-51.1472015380859","-29.7602996826172",NA,"Habitat: in rupestribus dumetosis Fenofase: fruto","PACA039055",NA,"São Leopoldo",NA,NA,"Magnoliatae",NA,NA,"10287","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:28:55-03","IAP","PACA-AGP","102214","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G. Don","Dalastra, C. H.","T. C. de Marchi","220","2007","09","25",NA,"Brasil","RS","Morro Sapucaia.","-51.1483001708984","-29.8246994018555",NA,"Habitat: No topo do morro, em meio a afloramento rochoso.","PACA102214",NA,"Sapucaia do Sul",NA,NA,"Magnoliatae",NA,NA,"7291","auto","2019","08","16",NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:28:55-03","IAP","PACA-AGP","98389","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Leucothoe","nummularia","Leucothoe nummularia","(Cham. & Schltdl.) G. Don","B. Rambo","Sehnem, A.","4197","1950","01","12",NA,"Brasil","RS","Itacolomi","-50.9919013977051","-29.9444007873535",NA,"Está na coleção do HASU. Habitat: arbustum in dumeto","PACA098389",NA,"Gravataí",NA,NA,"Magnoliatae",NA,NA,"25424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-18 16:49:48-03","IAP","PACA-AGP","56349","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Ericaceae","Leucothoe","nummularia","Leucothoe nummularia","(Cham. & Schltdl.) G. Don","B. Rambo SJ","Rambo, B.",NA,"1955","01","02",NA,"Brasil","RS","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,"SEM MATERIAL Habitat: in paludosis alte dumetosis Fenofase: fe","PACA056349",NA,"São Francisco de Paula",NA,NA,"Magnoliatae",NA,NA,"76715","auto","1955","04","10",NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:10:41-03","UNICAMP","UEC","4286","S","Plantae","Magnoliopsida",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don","Romão, GO","Rambo, B","s.n.","1953","02","03",NA,"Brazil","Rio Grande do Sul","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"UEC053804","UEC053804","Bom Jesus",NA,NA,NA,NA,NA,"55856","auto","2005","10",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:29:01-03","UNICAMP","UEC","33655","S","Plantae","Magnoliopsida",NA,"Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham. & Schltdl.) G.Don","Romão, GO","Martins, CF","83","1959","02",NA,NA,"Brazil","Rio Grande do Sul","Caminho da Barragem do Blang","-50.5835990905762","-29.4480991363525",NA,"Flores brancas.","UEC053803","UEC053803","São Francisco de Paula",NA,NA,NA,NA,NA,"76715","auto","2005","10",NA,NA,NA,NA,NA,NA,NA
"45","2019-04-04 10:57:34-03","PUCRS","MPUC","15939","S","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don","C.H. Dalastra",NA,NA,"2002","09","05","South America","Brasil","RS","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,"Floresta Ombrófila Mista (F: 83)",NA,NA,"São Francisco de Paula",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"2019","03","29","-50.1744444000","-29.4808333000","1",NA,NA,NA
"46","2019-04-04 10:57:34-03","PUCRS","MPUC","7726","S","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don","C.H. Dalastra",NA,NA,"1993","10","20","South America","Brasil","RS","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,"Área de campo e mata mista de araucarias (F57)",NA,NA,"São Francisco de Paula",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"2019","03","29","-50.1744444000","-29.4808333000","1",NA,NA,NA
"47","2019-04-04 10:57:34-03","PUCRS","MPUC","14915","S","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don","C.H. Dalastra","C.S.A. Martins",NA,"1995","09","30","South America","Brasil","RS","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"2019","03","29","-50.1744444000","-29.4808333000","1",NA,NA,NA
"48","2019-04-04 10:57:34-03","PUCRS","MPUC","15029","S","Plantae",NA,"Ericales","Ericaceae","Agarista","nummularia","Agarista nummularia","(Cham.) G. Don","C.H. Dalastra",NA,NA,"2000","02","12","South America","Brasil","RS","Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,NA,"São Francisco de Paula",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"2019","03","29","-50.1744444000","-29.4808333000","1",NA,NA,NA
