"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"15","2021-04-05 14:33:37-03","UNESC","CRI","5271","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","Valdecir de Faveri","Valcedir de Faveri","1996","06","18","Brasil","Santa Catarina","Araranguá","-49.486111","-28.935278","49º29'10''W","28º56'7''S","4","4","Habito: árvore","CRI003760","CRI003760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:40:18-03","E","E","161316","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera",NA,NA,"Ibáñez García, A. & Bridgewater, S.","1996","11","01","BR",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00161316 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00161316",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:168736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:40:18-03","E","E","259514","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera",NA,NA,"Sellow, F.",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00259514 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00259514",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:271241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","355361","PreservedSpecimen","Plantae","Lauraceae","Mespilodaphne","pretiosa","Mespilodaphne pretiosa longifolia","Meisn.",NA,"L. Riedel","1834","01",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Comm. ex Hb. Imp. Horti. Petrop. 1859 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280842' target='other'> <mi>dwc_moreinfo</mi></a>","NY00355361","NY00355361_01",NA,NA,NA,"1867","In sylvis prope S. Carlos non infraguens.","South America","sheet",NA,"Magnoliophyta","Laurales","longifolia","isotype",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00918119","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"Y. E. J. Mexia","1930","11","13","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918119","NY00918119_01",NA,NA,NA,"5300","Districto Rio Branco. Retiro de Antonio Avelino;","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00918117","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"Y. E. J. Mexia","1930","11","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918117","NY00918117_01",NA,NA,NA,"5304","Districto Rio Branco. Retiro de Antonio Avelino","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","539581","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"W. Hoehne","1943","09","08","Brazil","São Paulo","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539581","NY00539581_01",NA,NA,NA,"1166","Horto Fac. Farm., Cap.","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","539559","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"F. C. Hoehne","1931","10","26","Brazil","São Paulo","Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539559","NY00539559_01",NA,NA,NA,"28425","Jardim Botanico","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","539576","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"R. M. Klein","1956","06","14","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539576","NY00539576_01",NA,NA,NA,"2079","Hôrto Florestal I.N.P., Ibirama","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","539572","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"R. Reitz","1956","02","23","Brazil","Santa Catarina","Palhoça","-48.694057","-27.77489",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539572","NY00539572_01",NA,NA,NA,"2758","Piloes, Palhoça","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00918118","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"Y. E. J. Mexia","1930","08","19","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988556' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918118","NY00918118_01",NA,NA,NA,"4982","Districto Ilheu. Fazenda da Tabunha; old forest road.","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 21:40:00-03","NY","NYBG","00918116","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera",NA,"A. Quinet","V. Gomes","1955","09","20","Brazil","Minas Gerais","Coronel Pacheco","-43.2656","-21.5881",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918116","NY00918116_01",NA,NA,NA,"2016","Estaçao Experimental.","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","539566","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"G. G. Hatschbach","1971","03","12","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539566","NY00539566_01",NA,NA,NA,"26536","Rio Pequeno","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","539579","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"R. M. Klein","1956","03","06","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539579","NY00539579_01",NA,NA,NA,"1883","Horto Florestal I.N.P., Ibirama","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","539580","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"R. M. Klein","1960","06","03","Brazil","Santa Catarina","Blumenau","-49.082834","-26.926032",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539580","NY00539580_01",NA,NA,NA,"2445","Mata de Companhia Hering, Bom Retiro, Blumenau","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","539583","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"J. Mattos","1970","10","18","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542216' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539583","NY00539583_01",NA,NA,NA,"s/n¦","Entre Campinas e Limeira","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","539582","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"J. Mattos","1970","10","18","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539582","NY00539582_01",NA,NA,NA,"s/n¦","Entre Campinas e Limeira","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","539574","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"R. Reitz","1958","01","28","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"650","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539574","NY00539574_01",NA,NA,NA,"6307","Sabiá, Presidente Nereu","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00918113","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"V. Gomes","1955","11","25","Brazil","Minas Gerais","Coronel Pacheco","-43.2656","-21.5881",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988470' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918113","NY00918113_01",NA,NA,NA,"2520","Estaçao Experimental.","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","539567","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"R. Reitz","1965","12","13","Brazil","Paraná","Ponta Grossa","-50.001697","-25.25301",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539567","NY00539567_01",NA,NA,NA,"17541","Arenitos, Vila Velha, Ponta Grossa","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00918114","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","A. Quinet","Collector unknown","1950","09","11","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918114","NY00918114_01",NA,NA,NA,"2643","Pomba, Fazenda do Sr. Braulio Louros, Piáu.","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","539565","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"G. G. Hatschbach","1980","01","23","Brazil","Paraná","Rio Branco do Sul","-49.3142","-25.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539565","NY00539565_01",NA,NA,NA,"42722","Serra do Caete","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","539560","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"C. Farney","1984","10","19","Brazil","Rio de Janeiro","Magé","-43.0406","-22.6531",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539560","NY00539560_01",NA,NA,NA,"517","Paraíso, Area do C.P.R.J., Caminhooda Canaleta, próximo à represa","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00918120","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"H. L. de M. Barreto","1935","07","08","Brazil","Minas Gerais","Tombos","-42.0228","-20.9047",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918120","NY00918120_01",NA,NA,NA,"1483","Fazenda da Cachoeira","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","539563","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"G. Jönsson","1914","10","23","Brazil","Paraná","Ponta Grossa","-50.1617","-25.095",NA,NA,"875","875","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542214' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539563","NY00539563_01",NA,NA,NA,"1185a","Villa Velha","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00918121","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"K. B. Strier","1983","09","19","Brazil","Minas Gerais",NA,"-41.83","-19.67",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988567' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918121","NY00918121_01",NA,NA,NA,"1180","Atlantic forest, Caratinga. Estacao Biologica de Caratinga.","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","539558","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","J. G. Rohwer","L. R. Landrum","1982","01","06","Brazil","Paraná","Cerro Azul","-49.17","-24.83",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539558","NY00539558_01",NA,NA,NA,"4086","Cerro Azul, road from Cerro Azul to Mato Preto","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1181439","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","A. Quinet","R. D. Ribeiro","2005","03","16","Brazil","Minas Gerais","Lima Duarte","-43.8836","-21.7078",NA,NA,"1100","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370082' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181439","NY01181439_01",NA,NA,NA,"389","Parque Estadual do Ibitipoca. Mata Grande.","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","539564","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"G. G. Hatschbach","1967","11","08","Brazil","Paraná","Sao Joao do Triunfo","-50.2972","-25.6833",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539564","NY00539564_01",NA,NA,NA,"17787","S. Joao do Triunfo","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","539577","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"R. M. Klein","1954","08","12","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539577","NY00539577_01",NA,NA,NA,"813","Morro da Fazenda, Itajaí","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","539584","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer","J. G. Rohwer","S. A. Mori","1981","04","26","Brazil","Bahia","Una","-39.1202492","-15.1148921",NA,NA,"100","100","(=13728, 13953) Voucher for ecological study of forest diversity <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539584","NY00539584_01",NA,NA,NA,"13738","Maruim, border of the Fazendas Maruim and Dois de Julho, 33 km SW of Olivença on the road from Olivença to Buerarema. Point 3-D","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","539575","PreservedSpecimen","Plantae","Lauraceae","Ocotea","odorifera","Ocotea odorifera","(Vell.) Rohwer",NA,"R. Reitz","1958","01","13","Brazil","Santa Catarina","Corupá","-49.2431","-26.4256",NA,NA,"600","600","Collection number 6.2[?]7 - see label. Lenho na xiloteca. Foto em preto <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=542219' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539575","NY00539575_01",NA,NA,NA,NA,"Corrêa, Corupá, Jaraguá do Sul","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA
