"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"11","2020-11-04 11:14:22-03","ESALQ","ESA","114276","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea",NA,"Leão, M.M.","Leão, M.M.",NA,"2011","02","22",NA,"Brasil","São Paulo","Limeira",NA,"-47.4000015258789","-22.5599994659424",NA,NA,"ESA114276","ESA114276",NA,NA,"2011","20999","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:14:22-03","ESALQ","ESA","17676","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum","Kawasaki, M.L.","Moraes, P.L.R.","1209.0","1995","03","03",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA017676","ESA017676",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:14:22-03","ESALQ","ESA","123782","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea",NA,"Ferreira, M.A.P.","Ferreira, M.A.P.","7250.0","2012","06","10",NA,"Brasil","São Paulo","São Paulo","Freguesia do Ó, jadim residencial.","-46.6300010681152","-23.5400009155273",NA,"Árvore, 4m","ESA123782",NA,NA,NA,"2012","53584","auto",NA,NA,NA,NA,NA,"05","10",NA,NA,NA
"14","2020-11-04 11:14:22-03","ESALQ","ESA","75352","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum",NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2302.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.","-46.7799987792969","-24.1800003051758",NA,"Árvore, 12m alt. Frutos amarelos.","ESA075352","ESA075352",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:14:22-03","ESALQ","ESA","128123","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea",NA,NA,"Flores, T.B.","1805.0","2013","03","26",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha da caixa d'água para vila de moradores. Floresta Ombrófila Densa com perturbação antrópica (presença de exóticas como nêspera, Citrus, araucária).","-47.31605","-24.02021",NA,NA,"ESA128123",NA,"480","480",NA,NA,NA,NA,NA,NA,"-47.31605","-24.02021",NA,NA,NA,NA,NA
"16","2020-11-04 11:14:22-03","ESALQ","ESA","128122","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea",NA,"Souza, V.C.","Delfini, C.","852.0","2013","03","27",NA,"Brasil","São Paulo","Tapiraí","Trilha entre a UHE Alecrim e UHE Porto Raso. Floresta Ombrófila Densa, na margem do rio Dezembro.","-47.45029","-24.07695",NA,"Árvore, ca. 5m alt., frutos imaturos verdes.","ESA128122",NA,"331","331","2013",NA,NA,NA,NA,NA,"-47.45029","-24.07695","04","04",NA,NA,NA
"17","2020-11-04 11:14:22-03","ESALQ","ESA","112020","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea",NA,"Leão, M.M.","Leão, M.M.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Limeira",NA,"-47.4000015258789","-22.5599994659424",NA,NA,"ESA112020","ESA112020",NA,NA,"2010","20999","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:14:22-03","ESALQ","ESA","114275","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea",NA,"Leão, M.M.","Leão, M.M.",NA,"2011","02","20",NA,"Brasil","São Paulo","Paraibuna",NA,"-45.6599998474121","-23.3799991607666",NA,NA,"ESA114275","ESA114275",NA,NA,"2011","30824","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:22-03","ESALQ","ESA","13138","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Lamdrum","Kawasaki, M.L.","Moraes, P.L.R.","732.0","1992","11","17",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,"ESA013138","ESA013138",NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:14:22-03","ESALQ","ESA","109459","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea",NA,NA,"Duarte, A.R.","504.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA109459","ESA109459",NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:22-03","ESALQ","ESA","114798","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea",NA,NA,"Campos, M.C.R.","277.0","2006","05","07",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA114798","ESA114798",NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:22-03","ESALQ","ESA","128939","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea",NA,"Colletta, G.D. & Ferreira, M.A.P.","Colletta, G.D.","1355.0","2014","04","13",NA,"Brasil","São Paulo","São Miguel Arcanjo","P.E. Carlos BotelhoTrilha da represa","-47.9900016784668","-23.8700008392334",NA,"Árvore, 8m, frutos esverdeados","ESA128939",NA,NA,NA,"2014","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:22-03","ESALQ","ESA","123671","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea",NA,"Ivanauskas, N.M.","Colletta, G.D. ; Souza, V.C.","1059.0","2013","04","30",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA), Trilha da Serraria.","-47.5","-23.9599990844727",NA,"Árvore, 28m","ESA123671",NA,NA,NA,"2013","41034","auto",NA,NA,NA,NA,NA,"04","30",NA,NA,NA
"24","2020-11-04 11:14:22-03","ESALQ","ESA","125257","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea",NA,"Ivanauskas, N.M.","Virillo, C.B.",NA,"2013","03","31",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). UHE Barra, trilha da vila dos moradores em direção à caixa d'água. Floresta Ombrófila Densa","-47.5","-23.9599990844727",NA,NA,"ESA125257",NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-02-15 11:46:13-02","IPA","IPA","9919","S","Plantae","Plantae",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O. Berg) Landrum","Barroso, G.M.","Pickel, B.","5600","1941","11","23","Southern America","Brasil","São Paulo","São Paulo","Parque les Oiseaux, cultivada.","-46.6300010681152","-23.5400009155273",NA,NA,"IPA0009919",NA,NA,NA,"1993","53584","auto",NA,NA,NA,NA,NA,"03",NA,NA,NA,NA
"26","2020-12-20 21:18:36-03","UFV","VIC","20017","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O. Berg) Landrum",NA,"Frigo, P.","s.n.","1994","05","17",NA,"Brasil","Minas Gerais","Águas Vermelhas","Próximo a comunidade de Maristela","-41.4599990844727","-15.747200012207",NA,NA,"VIC020017","VIC020017",NA,NA,NA,"36450","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009451","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Mattos",NA,"A. Custodio Filho",NA,"1983",NA,NA,NA,"Brazil","Sao Paulo","Bititiba Mirim",NA,NA,NA,NA,"scanned.; Arvore 8m, frutos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009454","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Mattos",NA,"R. Garcia",NA,"1996",NA,NA,NA,"Brazil","Sao Paulo","Parelheiros",NA,NA,NA,NA,"coor from www.fallingrain.com/world; Arvore 8m alto, frutos verdes. N.V.: Cambuci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009450","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Mattos",NA,"A. Custodio Filho",NA,"1983",NA,NA,NA,"Brazil","Sao Paulo","Bititiba Mirim",NA,NA,NA,NA,"scanned.; Arvore 18m, flores brancas, estames amarelos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009453","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Mattos",NA,"M.L. Kawasaki; L.R. Landrum, S.S. Landrum, C. Ferreira",NA,"1995",NA,NA,NA,"Brazil","Sao Paulo",NA,NA,NA,NA,NA,"Arvore ca.4m. Flores brancas. 'Cambuci'. Folhas para estudos quimicos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0009452","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Mattos","L.R. Landrum, 2002.","V. Demuner",NA,"2000",NA,NA,NA,"Brazil","Espirito Santo","Santa Tereza",NA,"-40.6002998352051","-19.9356002807617",NA,"coor from www.fallingrain.com/world; Arvore 14m, DAP 35cm, fuste 7m; frutos imaturos verdes, maduros amarelados.",NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:40:03-03","UFJF","CESJ","60415","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum","F.R.G. Salimena","M.C.Delgado","s.n.","2012","07","19","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF, Próximo à trilha do círculo de bancos.","-43.3502998352051","-21.7642002105713",NA,"Árvore, ca. de 5m de alt., frutos verdes, amarelos quando maduros. Próximo à trilha do círculo de bancos.","CESJ060415",NA,NA,NA,"2012","36144","auto",NA,NA,NA,NA,NA,"07","19",NA,NA,NA
"33","2021-03-01 16:36:06-03","UNICAMP","UEC","121609","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum",NA,"Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY; et al.","2302","2001","04","17",NA,"Brazil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar","-46.824417","-24.041222",NA,"Árvore, 12m alt. Frutos amarelos.; Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.",NA,NA,"30","180",NA,NA,NA,NA,NA,NA,"-46.824417","-24.041222",NA,NA,NA,NA,NA
"34","2021-03-01 16:36:06-03","UNICAMP","UEC","116161","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum","Oliveira, AA","Oliveira, AA; Matteo, BC; Giarola, N; Nogueira, L; Passold, AJ; Gandolfi, S; Fonseca, M","3683","2000","04","24",NA,"Brazil","São Paulo","Mogi das Cruzes","Estrada Usaca em torno da represa Casa Grande da Sabesp - Planalto Paulistano.","-45.9595","-23.654806",NA,"Árvore com 7m. Frutos imaturos verdes.; Floresta Ombrófila Densa com perturbação.",NA,NA,"800","800","2000",NA,NA,NA,NA,NA,"-45.9595","-23.654806","04","24",NA,NA,NA
"35","2019-08-20 10:20:58-03","UNICAMP","UEC","147667","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum","Sobral, M","Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","351","2006","05","06",NA,"Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,"indivíduo E0481, altura 12m",NA,NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"09",NA,NA,NA,NA
"36","2021-03-01 16:36:06-03","UNICAMP","UEC","148807","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum","Sobral, M","Aranha, BA","544","2007","01","17",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio","-45.084167","-23.366389",NA,"Indivíduo regenerante no sobosque",NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,"-45.084167","-23.366389","10",NA,NA,NA,NA
"37","2021-03-01 16:36:06-03","UNICAMP","UEC","186512","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum",NA,"Pereira, JC","s.n.","2014","11",NA,NA,"Brazil","São Paulo","Paulínia","CPMA, CPQBA, Betel.","-47.1","-22.783333",NA,"Arbustivo. Encontra-secultivadoem ex situ.","UEC111832","UEC111832",NA,NA,NA,NA,NA,NA,NA,NA,"-47.1","-22.783333",NA,NA,NA,NA,NA
"38","2021-03-01 16:36:06-03","UNICAMP","UEC","186514","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum",NA,"Pereira, JC","s.n.","2014","11",NA,NA,"Brazil","São Paulo","Paulínia","CPMA,CPQBA,Betel. Referencia do pomar 03ou A5.","-47.1","-22.783333",NA,"Arbustiva.Encontra-se cultivada em ex situ.","UEC111830","UEC111830",NA,NA,NA,NA,NA,NA,NA,NA,"-47.1","-22.783333",NA,NA,NA,NA,NA
"39","2021-03-01 16:36:06-03","UNICAMP","UEC","186535","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum",NA,"Pereira, JC","s.n.","2014","11",NA,NA,"Brazil","São Paulo","Paulínia","CPMA,CPQBA, Betel. Referencia do pomar 135 ou N3","-47.1","-22.783333",NA,"Arbóreo. Encontra-se cultivada em ex situ.","UEC111821","UEC111821",NA,NA,NA,NA,NA,NA,NA,NA,"-47.1","-22.783333",NA,NA,NA,NA,NA
"40","2021-03-01 16:36:06-03","UNICAMP","UEC","144877","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum",NA,"Ikemoto, E","05156","2005","10","07",NA,"Brazil","São Paulo","Campinas","Entorno da lagoa principal","-47.060001373291","-22.8999996185303",NA,"Árvore de 2m",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:36:06-03","UNICAMP","UEC","184201","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum",NA,"Santos, H","143/2012","2012","10","09",NA,"Brazil","São Paulo","Paulínia","CPMA, CPQBA, Betel","-47.1500015258789","-22.7600002288818",NA,"flor","UEC107407","UEC107407",NA,NA,NA,"11851","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:36:06-03","UNICAMP","UEC","90541","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum","Kawasaki, ML","Garcia, RJF","769","1996","01","19",NA,"Brazil","São Paulo","São Paulo","Distrito de Parelheiros, Centro Paulus","-46.6300010681152","-23.5400009155273",NA,"Árvore 8m alt., frutos verdes.",NA,NA,NA,NA,"1996","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-04-27 16:10:43-03","UFES","VIES","25170","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum","E. Treptow","E. Treptow","1","2014","04","27",NA,"Brasil","Rio de Janeiro","Rio Claro","Distrito de Lídice, trilha para a Pedra Chata.","-44.181111","-22.9",NA,NA,"VIES025170","VIES025170","1100","1100","2014",NA,NA,NA,NA,NA,"44º10'52''W","22º54'S","06","16",NA,NA,NA
"44","2019-12-06 19:29:58-03","UFES","VIES","25173","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum","Marcos Sobral & M.C. Souza","M. Nadruz; J. Iganci; M. Santos; C. Cronemberger et M. Santana","2150","2008","01","30",NA,"Brasil","Rio de Janeiro","Petrópolis","Bonfim, poço das bromélias. Parque Nacional da Serra dos Órgãos","-43.088611","-22.464722",NA,NA,"VIES025173","VIES025173","1252","1252","2010",NA,NA,NA,NA,NA,"43º5'19''W","22º27'53''S",NA,NA,NA,NA,NA
"45","2019-06-27 10:25:49-03","UFES","VIES","25171","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum","M. dos R. Carrara","W.D. de Barros","477","1941","11","21",NA,"Brasil","Rio de Janeiro","Itatiaia","Monte Serrat.","-44.5633010864258","-22.4960994720459",NA,NA,"VIES025171","VIES025171","850","850","1997","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-06-27 10:25:49-03","UFES","VIES","25172","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum","M. Sobral","I.R.C.; R.C.C.",NA,"1984","10","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jardim Botânico do RJ, Seção XVIII, canteiro A, placa 2266.","-43.2075004577637","-22.9027996063232",NA,NA,"VIES025172","VIES025172",NA,NA,"2006","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-06-29 09:31:25-03","UFRRJ","RBR","44277","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum","M.C. Souza","M.A. Santos","1","2015","06","23",NA,"Brasil","Rio de Janeiro","Rio Claro","Distrito de Lídice. Trilha para Pedra Chata. Parque Estadual do Cunhambebe","-44.169722","-22.898889",NA,NA,"RBR00044277",NA,"1180","1180",NA,NA,NA,NA,NA,NA,"44º10'11''W","22º53'56''S",NA,NA,NA,NA,NA
"48","2020-06-29 09:31:25-03","UFRRJ","RBR","15275","S","Plantae",NA,NA,"Myrtaceae","Campomanesia","phaea","Campomanesia phaea","(O.Berg) Landrum",NA,"C.S.R. Pardo","104","1999","04","18",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Estrada. KM 1,0","-42.9655990600586","-22.4122009277344",NA,NA,"RBR00015275","RBR00015275",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
