"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","typeStatus","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","order","individualCount","fieldNumber","class","dayIdentified"
"48","2015-10-21 07:55:52-02","MNHN","RECOLNAT_MNHN_PC","PC0696083","PreservedSpecimen",NA,"Polytrichaceae","Psilopilum","ulei","Psilopilum ulei","Ule, E.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0696083' target='other'> <mi>dwc_moreinfo</mi></a>","PC0696083","1894","3",NA,NA,"Broth. ex Müll.Hal.",NA,"Serra do Itatiaia, in Campo",NA,NA,"2100",NA,NA,NA,"isotype","PC0696083_01 PC0696083_02",NA,NA,NA,NA,NA,NA,NA,NA,"151",NA,NA
"49","2015-10-21 08:06:31-02","MNHN","RECOLNAT_MNHN_PC","PC0696081","PreservedSpecimen",NA,"Polytrichaceae","Psilopilum","ulei","Psilopilum ulei","Ule, E.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0696081' target='other'> <mi>dwc_moreinfo</mi></a>","PC0696081","1894","3",NA,NA,"Broth. ex Müll.Hal.",NA,"Serra do Itatiaia, in Campo",NA,NA,"2100",NA,NA,NA,"isotype","PC0696081_01 PC0696081_02",NA,NA,NA,NA,NA,NA,NA,NA,"151",NA,NA
"50","2008-08-04 09:54:41-03","MNHN","RECOLNAT_MNHN_PC","PC0129664","PreservedSpecimen",NA,"Polytrichaceae","Psilopilum","ulei","Psilopilum ulei","Ule, E.",NA,NA,"Brésil","hb",NA,"Prêt B09-07 pour Perelta, Sao Paulo, Brésil. Retour 15.03.2010 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0129664' target='other'> <mi>dwc_moreinfo</mi></a>","PC0129664","1894","3",NA,NA,"Broth. ex Müll.Hal.",NA,"Serra do Itatiaia, in Campo",NA,NA,"2100",NA,NA,NA,"isotype","PC0129664_01 PC0129664_02",NA,NA,NA,NA,NA,NA,NA,NA,"151",NA,NA
"51","2019-02-21 14:56:20-03","MNHN","RECOLNAT_MNHN_PC","PC0704475","PreservedSpecimen",NA,"Polytrichaceae","Psilopilum","ulei","Psilopilum ulei","Ule, E.H.G.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0704475' target='other'> <mi>dwc_moreinfo</mi></a>","PC0704475",NA,NA,NA,NA,"Broth. ex Müll.Hal.",NA,"Brésil",NA,NA,NA,NA,NA,NA,"type","PC0704475_01 PC0704475_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-10-21 08:05:40-02","MNHN","RECOLNAT_MNHN_PC","PC0696082","PreservedSpecimen",NA,"Polytrichaceae","Psilopilum","ulei","Psilopilum ulei","Ule, E.",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0696082' target='other'> <mi>dwc_moreinfo</mi></a>","PC0696082","1894","3",NA,NA,"Broth. ex Müll.Hal.",NA,"Serra do Itatiaia, in Campo",NA,NA,"2100",NA,NA,NA,"isotype","PC0696082_01 PC0696082_02",NA,NA,NA,NA,NA,NA,NA,NA,"151",NA,NA
"53","2021-03-01 11:51:07-03","UFPE","UFP","74144","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, DM; Buck, WR","11746",NA,"Brasil",NA,NA,"Dry, rocky hillsides with small streams, shrubs and small trees","UFP074144","1984","09","16",NA,"(Broth. ex c. Muell) G. L. Smith","Espírito Santo",NA,"-41.716667","-20.416667","2350","2890","Vital, DM","Lúna",NA,NA,NA,NA,"-41.716667","-20.416667",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-01 11:51:07-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Vital, DM; Buck, WR","11746",NA,"Brasil",NA,NA,"Dry, rocky hillsides with small streams, shrubs and small trees",NA,"1984","09","16",NA,"(Broth. ex c. Muell) G. L. Smith","Espírito Santo",NA,"-41.716667","-20.416667","2350","2890","Vital, DM","Lúna",NA,NA,NA,NA,"-41.716667","-20.416667",NA,NA,NA,NA,NA,NA,NA
"55","2020-09-25 10:39:32-03","UFPE","UFP","44816","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Porto, KC","s.n.",NA,"Brasil",NA,NA,NA,"UFP044816","2006","10","31",NA,"(Broth. ex c. Muell) G. L. Smith","Rio de Janeiro",NA,"-44.5633010864258","-22.4960994720459",NA,NA,"Costa, DP","Itatiaia",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","3614269","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","J. N. Rose & P. G. Russell","20555","South America - Neotropics","Brazil",NA,NA,NA,"US01011829","1915","7","26","Bryophyta","(Broth. ex Müll. Hal.) G.L. Sm.",NA,"Itatiaya",NA,NA,NA,NA,NA,NA,NA,"US01011829_01",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Polytrichaceae","Psilopilum","ulei","Psilopilum ulei","E. H. Ule","1905","South America - Neotropics","Brazil",NA,NA,NA,NA,"1894","3",NA,"Bryophyta","Broth.","Minas Gerais","Serra Itatiaia.",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"58","2020-12-27 13:39:15-03","MN","R-BRYOPHYTA","84394","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Dusén, P.K.H.","357 A",NA,"Brasil",NA,NA,NA,"R000084394",NA,NA,NA,"Bryophyta","(Broth. ex Müll. Hal.) G.L.Sm.","Rio de Janeiro","Retiro do Ramos","-44.5633010864258","-22.4960994720459","2100","2100",NA,"Itatiaia",NA,NA,NA,NA,NA,NA,"19648","auto","Polytrichales",NA,NA,"Polytrichopsida",NA
"59","2020-04-23 15:06:15-03","MN","R-BRYOPHYTA","236281","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Gaspar, E.P.","125",NA,"Brasil",NA,NA,NA,"R000236281",NA,NA,NA,"Bryophyta","(Broth. ex Müll. Hal.) G.L.Sm.","Rio de Janeiro",NA,"-42.9655990600586","-22.4122009277344","2180","2180","Gaspar, E.P.","Teresópolis",NA,"R000236281_001","2019",NA,NA,NA,"38539","auto","Polytrichales",NA,NA,"Polytrichopsida",NA
"60","2020-09-21 14:10:52-03","MN","R-BRYOPHYTA","14238","PreservedSpecimen","Plantae","Polytrichaceae","Psilopilum","ulei","Psilopilum ulei","Ule, E.H.G.","1905 [= 475]",NA,"Brasil",NA,NA,NA,"R000014238",NA,NA,NA,"Bryophyta","Broth. ex Müll. Hal.","Rio de Janeiro","Serra de Itatiaia",NA,NA,"2100","2100",NA,NA,"Isotypus",NA,NA,NA,NA,NA,NA,NA,"Polytrichales",NA,NA,"Bryopsida",NA
"61","2019-10-16 14:28:40-03","DUKE","DUKE","106571","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Dusén, P","s.n.",NA,"Brazil",NA,NA,NA,NA,"1902","6","6","Bryophyta","(Broth. ex Müll. Hal.) G.L. Sm.","Rio de Janeiro","Itatiaia",NA,NA,NA,NA,"Smith, G. L",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polytrichales",NA,NA,"Bryopsida",NA
"62","2019-11-13 16:04:14-03","UNISANTA","HUSC","251","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Mello, Z.R.; Yano, O.","250",NA,"Brasil",NA,NA,"Sobre solo, próximo ao vale.",NA,"1990","11","16",NA,"(Broth. ex Müll. Hal.) G.L. Sm.","Rio de Janeiro","Itatiáia, hotel Alsenes","-44.446944","-22.469444",NA,NA,"Yano, O.","Resende",NA,NA,NA,NA,"-44.446944","-22.469444",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-13 16:04:14-03","UNISANTA","HUSC","251","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Z. R. MELLO; O. Yano","250",NA,"Brasil",NA,NA,"Sobre solo, próximo do vale.",NA,"1990","11","16",NA,"(Broth. ex Müll. Hal.) G.L. Sm.","Rio de Janeiro","Itatiáia, Hotel Alcenes","-44.4467010498047","-22.468900680542",NA,NA,"O. Yano","Rezende",NA,NA,NA,NA,NA,NA,"36089","auto",NA,NA,NA,NA,NA
"64","2019-11-13 16:04:14-03","UNISANTA","HUSC","521","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Mello, Z.R.","520",NA,"Brasil",NA,NA,"Sobre solo próximo ao vale.",NA,"1995","04","30",NA,"(Broth. ex Müll. Hal.) G.L. Sm.","São Paulo","Parque Nacional de Itatiaia, Hotel Alsenes.","-44.446944","-22.469444",NA,NA,"Yano, O.","Resende",NA,NA,NA,NA,"-44.446944","-22.469444",NA,NA,NA,NA,NA,NA,NA
"65","2016-08-23 09:45:51-03","NHMLondon","NHM-LONDON-BOT","BM000960585","S","Plantae","Polytrichaceae","Psilopilum","ulei","Psilopilum ulei","Ule,E.","151",NA,"Brasil",NA,"NHMUK:ecatalogue:602912",NA,NA,"1894","03",NA,NA,"Broth. ex Müll.Hal.",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"Type",NA,"1974","03","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"17"
"66","2016-08-23 09:45:51-03","NHMLondon","NHM-LONDON-BOT","BM000960586","S","Plantae","Polytrichaceae","Psilopilum","ulei","Psilopilum ulei","Ule,E.","151",NA,"Brasil",NA,"NHMUK:ecatalogue:602914",NA,NA,"1894","03",NA,NA,"Broth. ex Müll.Hal.",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"Type",NA,"1974","03","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"17"
"67","2019-11-01 14:50:30-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Alkimim-Faria, AL","1210","Southern America","Brasil",NA,NA,"Associado a Anomobryum julaceum; Sobre rocha, campos de altitude",NA,"2019","03","11","Bryophyta","(Broth. ex Müll. Hal.)","Rio de Janeiro","Parque Nacional do Itatiaia - parte alta","-45.023333","-22.644722","1300","1300","Alkimim-Faria, AL","Itatiaia",NA,NA,NA,NA,"-45.023333","-22.644722",NA,NA,NA,NA,NA,NA,NA
"68","2020-07-29 09:02:58-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Silva, AL","466","Southern America","Brasil",NA,NA,"Sobre solo, Campo de altitude, parte alta do parque, próximo ao abrigo Rebouça",NA,"2019","03","12","Bryophyta","(Broth. ex Müll. Hal.)","Rio de Janeiro","Parque Nacional do Itatiaia - parte baixa","-45.026111","-22.755278","1300","1300","Peralta, DF","Itatiaia",NA,NA,NA,NA,"-45.026111","-22.755278",NA,NA,NA,NA,NA,NA,NA
"69","2019-11-01 14:50:30-03","UnB","UB","115829","PreservedSpecimen","Plantae","Polytrichaceae","Itatiella","ulei","Itatiella ulei","Câmara, PEAS","5s.n.","Southern America","Brasil",NA,NA,NA,NA,"2006","11","01","Bryophyta","(Broth. ex Müll. Hal.)","Rio de Janeiro","Parque Nacional de Itatiaia","-44.710556","-22.369167",NA,NA,NA,"Itatiaia",NA,NA,NA,NA,"-44.710556","-22.369167",NA,NA,NA,NA,NA,NA,NA
