"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","class","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","individualCount"
"25","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","24888",NA,"Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade",NA,"L. Kollmann; et al","8023","2005","07","13",NA,"Brasil","Espírito Santo","Parque Estadual da Pedra Azul",NA,"Erva rupestre no sol. Flores amareladas.","MBML024888","MBML024888","L. Kollmann/13-07-2005",NA,NA,"Domingos Martins","-41.019167","-20.403889","41W1'9","20S24'14",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","26103",NA,"Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade",NA,"L. Kollmann; et al","9134","2006","05","31",NA,"Brasil","Espírito Santo","Parque Estadual do Forno Grande",NA,"Rupestre no sol. Flores verdes.","MBML026103","MBML026103","L. Kollmann/14-08-2006",NA,NA,"Castelo","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","33337",NA,"Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade",NA,"P. Labiak; et al","4209","2007","07","18",NA,"Brasil","Espírito Santo","Parque Estadual do Forno Grande",NA,"Rupícola em local exposto ao sol. Cálice verde, pétalas creme.","MBML033337","MBML033337","L.Kollmann/07-08-2009",NA,NA,"Castelo","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","36319",NA,"Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade",NA,"L. Kollmann; et al","11081","2008","07","16",NA,"Brasil","Espírito Santo","Parque Estadual do Forno Grande",NA,NA,"MBML036319","MBML036319","L.Kollmann/16-VII-2008",NA,NA,"Castelo","-41.083611","-20.516111","41W5'1","20S30'58",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","36734",NA,"Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade",NA,"R. C. Forzza; et al","4955","2008","02","12",NA,"Brasil","Espírito Santo","Parque Estadual do Forno Grande",NA,NA,"MBML036734","MBML036734",NA,NA,NA,"Castelo","-41.083611","-20.516111","41W5'1","20S30'58",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","37362",NA,"Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade",NA,"C. N. de Fraga; R.C.Forzza & P.Labiak","2233","2008","10","14",NA,"Brasil","Espírito Santo","Parque Estadual do Forno Grande. Trilha para a base do Fornão. Inselbergues.",NA,"Rupícola, heliófila. Herbácea, folhas rosuladas na base, verde claras. Inflorescencia ca. 40cm, flores com sépalas verde avermelhadas, pétalas verde amarelados, estames com anteras amarelas, estigma verde.","MBML037362","MBML037362",NA,NA,NA,"Castelo","-41.100556","-20.520556","41W6'2","20S31'14",NA,NA,NA,NA,NA,"1500","1500",NA
"31","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","37879",NA,"Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade",NA,"L. Kollmann; E.Leme & D.Couto","11633","2009","06","05",NA,"Brasil","Espírito Santo","Pedra da Caveira da Anta",NA,"Erva rupícola ao sol, sépalas verdes a nigras, pétalas verdes.","MBML037879","MBML037879","L. Kollmann/5-6-2009",NA,NA,"Alegre","-41.389167","-20.6575","41W23'21","20S39'27",NA,NA,NA,NA,NA,"1484","1484",NA
"32","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","38954",NA,"Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade","ISOTIPO","A. C. Brade","19278","1948","08","12",NA,"Brasil","Espírito Santo","Forno Grande, Pico.",NA,"Cálice verde claro, corola esverdeada.","MBML038954","MBML038954","A.C.Brade/1948",NA,NA,"Castelo","-41.102778","-20.521111","41W6'10","20S31'16",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","39593",NA,"Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade",NA,"D.R. Couto; Manhães, V.C.& Couto, T.R.","368","2007","10","12",NA,"Brasil","Espírito Santo","Caveira da Anta",NA,"Saxícola. Sépalos verdes na base e vinho no ápice; pétalos amarelo-esverdeado. Trilha do Cume.","MBML039593","MBML039593","L.Kollmann- 6/1/2008","2008","01","Alegre","-41.5331001281738","-20.763599395752",NA,NA,NA,"06",NA,"26101","auto","1142","1142",NA
"34","2020-09-12 05:00:02-03","US","US","3204418","PreservedSpecimen","Plantae",NA,"Gentianales","Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade",NA,"G. Hatschbach & J. M. Silva","49407","1985","6","15","South America - Neotropics","Brazil","Espírito Santo","Pedra Azul (mun. Domingos Martins).",NA,NA,"US03240377","US03240377_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"35","2019-11-13 11:20:15-03","USP","SPF","164130","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade",NA,"Kollmann, L","3188","2000","10","13",NA,"Brasil","Espírito Santo",NA,NA,NA,"SPF00164130",NA,"Guimarães, EF","2003","11","Castelo","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA
"36","2020-07-23 12:08:29-03","CEPLAC","CEPEC","125485","PreservedSpecimen","Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora",NA,NA,"R. C. Forzza","4955","2008","02","12",NA,"Brasil","Espírito Santo","Parque Estadual do Frorno Grande. Trilha para o Forninho.",NA,NA,NA,NA,"R. C. Forzza",NA,NA,"castelo","-41.083611","-20.516111","41W5'1","20S30'58",NA,NA,"30/12/2008",NA,NA,NA,NA,NA
"37","2018-07-17 19:03:43-03","UFMT","UFMT","3728","S","Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade",NA,"Shepherd, G.J.; Pereira, O.J.","447","1984","06","16",NA,"Brasil","Espírito Santo","Rodovia Fit.xBelo Horizonte. Km 85 - Pedra Azul. Domingos Martins.",NA,"Flores esverdeadas.; rupícola.",NA,NA,"Mass",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-05-22 17:52:55-03","UFMT","UFMT","11131","S","Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade","Isotype","Brade, A.C.","19278","1948","08","12",NA,"Brasil","Espírito Santo","Forno Grande, Pico.",NA,"Cálice verde claro, corolla esverdeada. forno grande","UFMT00011131",NA,"Simonis, J.E.; Maas, J.E.","1982",NA,"Castelo","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA
"39","2019-11-21 10:06:59-03","IBt","SP","415669","S","Plantae",NA,NA,"Gentianaceae","Prepusa","viridiflora","Prepusa viridiflora","Brade","Isotype","Brade, AC","19278","1948","08","12",NA,"Brasil","Espírito Santo","Forno Grande, Pico",NA,NA,NA,NA,"Maas, PJM; Simonis, JE","1982",NA,"Castelo","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA
