"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","class","relatedCatalogItem","typeStatus","relationshipType","fieldNumber","eventTime","sex"
"11","2019-06-10 10:10:47-03","FZB-BH","CVJBFZB","3785","S","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia",NA,"L.Assis","2016","07","01","Lucas Assis; Kelen Soares",NA,"2015","07",NA,"Brasil","MG","Diamantina","Estrada de Diamantina a Milho Verde","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Poales","101169","1","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-06-10 10:10:47-03","FZB-BH","CVJBFZB","1249","S","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.",NA,"2008","07","21","Fernando Campos;",NA,NA,NA,NA,"Brasil","Minas Gerais","Bambuí","Mata","-45.9768981933594","-20.0063991546631",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Poales","39871","1","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-06-10 10:10:47-03","FZB-BH","CVJBFZB","1093","S","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.",NA,"2007","21","01",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Capim branco",NA,"-44.11669921875","-19.548900604248",NA,NA,NA,NA,"254",NA,NA,"Magnoliophyta","Poales","13140","1","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:36:45-03","E","E","264806","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia",NA,NA,NA,NA,NA,"Arrais, M G; Harley, R M; Stannard, B; Esteves, G L; Wagner, Longhi H","5896","1984","11","13","BR","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00264806 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00264806",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:276214",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:36:45-03","E","E","304912","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia",NA,NA,NA,NA,NA,"Sano, P.T.; Laessoe, T.",NA,"1992","03","02","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00304912 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00304912",NA,NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:315352",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3877706","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.",NA,NA,NA,NA,"J. A. Steyermark","121289","1980","02","18","Venezuela","Sucre","Benítez","east of Los Pozotes, between Guaraúnos and Ajíes","-63.12","10.5014",NA,NA,"5",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189002' target='other'> <mi>dwc_moreinfo</mi></a>","NY03877706",NA,"Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","822416","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","R. C. Tardivo",NA,NA,NA,"M. Pugliesi","s.n.","1993","04","17","Brazil","Paraná","Guaraqueçaba","Trilha do Vale do Rio Real.","-48.32","-25.27",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822416","NY00822416_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","400388","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia surinamensis","(Mez) L.B.Sm.","E. J. Gouda",NA,NA,NA,"C. E. O. Kuntze","1326","1874","05","07","Venezuela",NA,NA,"[illegible] La Guayra [illegible] Caracas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400388","NY00400388_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"surinamensis",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","873277","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia surinamensis","(Mez) L.B.Sm.","E. J. Gouda",NA,NA,NA,"C. C. Mez","606","1893","03",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873277","NY00873277_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"surinamensis",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3877707","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.",NA,NA,NA,NA,"M. H. Nee","38319","1989","12","24","Bolivia","Santa Cruz","Vallegrande","1 km S of highest point on Mataral to Trigal road, 10 km S of Mataral and 10 km NNW of El Trigal","-64.2","-18.22",NA,NA,"1700",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189003' target='other'> <mi>dwc_moreinfo</mi></a>","NY03877707",NA,"Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","822411","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","R. C. Tardivo",NA,NA,NA,"R. Reitz","7021","1958","08","22","Brazil","Santa Catarina",NA,"Novo Horizonte, Lauro Muller","-49.483071","-28.387264",NA,NA,"350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822411","NY00822411_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","400335","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia surinamensis","(Mez) L.B.Sm.","E. J. Gouda",NA,NA,NA,"A. Gehrt","24161","1929","08","17","Brazil","São Paulo","Sao Paulo","Pirajussára","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400335","NY00400335_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"surinamensis",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","400341","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","L. B. Smith",NA,NA,NA,"S. A. Mori","13624","1980","03","26","Brazil","Bahia","Rio de Contas","Mun. Agua Quente. Arredores de Pico das Almas","-41.8114","-13.5792",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400341","NY00400341_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3877714","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.",NA,NA,NA,NA,"I. I. Linneo Forona","726","2006","09","14","Bolivia","Santa Cruz","Florida","Localida de Tierra Nuevas, 1 km SO de ida a Postrer Valle. Valle seco andino, con trasas de bosque Tucumano","-63.89842","-18.48608",NA,NA,"2000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189010' target='other'> <mi>dwc_moreinfo</mi></a>","NY03877714",NA,"Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","873280","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","L. B. Smith",NA,NA,NA,"H. S. Irwin","27948","1970","03","20","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, Ca. 18 km E. of Diamantina","-43.5366667","-18.1838",NA,NA,"1050","1050","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873280","NY00873280_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","400340","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","L. B. Smith",NA,NA,NA,"L. B. Smith","12471","1964","10","13","Brazil","Santa Catarina","Irani",NA,"-51.83","-26.95",NA,NA,"700","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675238' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400340","NY00400340_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","448495","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia vaginata","(Wawra) L.B.Sm.","H. E. Luther",NA,NA,NA,"J. L. Paixão","49","1998","07","20","Brazil","Bahia","Jussari","Rod. Jussari/Palmira, entrada ca. 7,5 km de Jussari. Faz. Teimoso-RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632934' target='other'> <mi>dwc_moreinfo</mi></a>","NY00448495","NY00448495_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"vaginata",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3877712","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.",NA,NA,NA,NA,"M. H. Nee","35773","1987","08","26","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz, cultivated ornamentals at home of G. Coimbra S","-63.18","-17.78",NA,NA,"420",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189008' target='other'> <mi>dwc_moreinfo</mi></a>","NY03877712",NA,"Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01112584","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","H. E. Luther",NA,NA,NA,"P. Fiaschi","1581","2003","08","21","Brazil","Bahia","Jussari","RPPN Serra do Teimoso. Estrada de Jussari para Palmira, ca. 7,5 km de Jussari, ramal à esquerda. Acesso à Fazenda do Teimoso","-39.5286111","-15.1580556",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1215105' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112584","NY01112584_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","873274","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia vaginata","(Wawra) L.B.Sm.",NA,NA,NA,NA,"H. E. Strang","1302","1967","11","21","Brazil","Mato Grosso",NA,"Dourado x Reserva Indigena Campanário",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954694' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873274","NY00873274_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"vaginata",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","873276","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia surinamensis","(Mez) L.B.Sm.","L. B. Smith",NA,NA,NA,"R. Callejas Posada","1913","1983","12","13","Brazil","Mato Grosso do Sul","Amambai","estrada Iguatemi-Amambai","-55.5","-23",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873276","NY00873276_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"surinamensis",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","400331","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia vaginata","(Wawra) L.B.Sm.","L. B. Smith",NA,NA,NA,"H. S. Irwin","30906","1971","02","24","Brazil","Bahia","Seabra","Ca. 23 km N of Seabra, road to Agua de Rega","-41.7703","-12.4186",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632935' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400331","NY00400331_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"vaginata",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","400338","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia surinamensis","(Mez) L.B.Sm.",NA,NA,NA,NA,"R. Salvador","4013","1988","04","08","Brazil","Rio Grande do Sul","Nova Petrópolis","Nova Petrópolis - Parque do Imigrante","-51.1142","-29.3767",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400338","NY00400338_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"surinamensis",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","400339","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia tenuifolia","L.","L. B. Smith",NA,NA,NA,"R. A. Wasum","4068","1988","05","14","Brazil","Rio Grande do Sul","Garibaldi","Marcorama - Vila Santana","-51.5333","-29.2561",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=350198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400339","NY00400339_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"tenuifolia",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01132579","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","M. A. Spencer",NA,NA,NA,"B. C. Bennett","2534","1986","03","14","Peru","Puno","Sandia","Roadside, 10km south of Sandia","-69.53","-14.13",NA,NA,"2200","2200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675229' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132579","NY01132579_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01157513","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","M. A. Spencer",NA,NA,NA,"B. C. Bennett","1877","1985","08","20","Peru","Puno","Sandia","Along road between Ura-ayllu, Sandia and San Juan de Oro","-69.53","-14.13",NA,NA,"2100","2100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675228' target='other'> <mi>dwc_moreinfo</mi></a>","NY01157513","NY01157513_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","822413","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","R. C. Tardivo",NA,NA,NA,"R. Reitz","1571","1954","03","01","Brazil","Santa Catarina","Ibirama",NA,"-49.5178","-27.0569",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822413","NY00822413_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3877733","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.",NA,NA,NA,NA,"H. S. Irwin","55195","1963","08","22","Suriname",NA,NA,"Wilhelmina Gebergte. Lucie Rivier. 2 km below affluence of Oost Rivier.",NA,NA,NA,NA,"225",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189029' target='other'> <mi>dwc_moreinfo</mi></a>","NY03877733",NA,"Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","873279","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","E. J. Gouda",NA,NA,NA,"H. S. Irwin","2316","1958","12","26","Brazil","Minas Gerais","Viçosa","State Agricultural School, Viçosa.","-42.868031","-20.7613428",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873279","NY00873279_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","227754","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","R. C. Tardivo",NA,NA,NA,"W. W. Thomas","11444","1997","04","04","Brazil","Bahia","Almadina","5.3 km. from Almadina on road to Ibatupã, then left 7.9 km. on road to Serra dos Sete Paus.","-39.6992","-14.7364",NA,NA,"500","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=549134' target='other'> <mi>dwc_moreinfo</mi></a>","NY00227754","NY00227754_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","400391","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","E. J. Gouda",NA,NA,NA,"R. Kiesling","8215","1992","11","13","Argentina","Jujuy",NA,"Ledesma, camino de Fraile Pintado a El Aibal",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=675236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400391","NY00400391_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","486371","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia vaginata","(Wawra) L.B.Sm.","H. E. Luther",NA,NA,NA,"A. M. Amorim","2458","1998","08","13","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00486371","NY00486371_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"vaginata",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","822412","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.","R. C. Tardivo",NA,NA,NA,"J. G. Jardim","959","1997","02","26","Brazil","Bahia","Almadina","Rod. Almadina/Ibitupã, entrada a 7 km Serra do Sete-Paus, ca. 12 km da entrada Fazenda Cruzeiro do Sul.","-39.6961111","-14.735",NA,NA,"578","578","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=911611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822412","NY00822412_01","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","3877715","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","L.",NA,NA,NA,NA,"J. M. Mendoza F.","117","2001","08","22","Bolivia","Santa Cruz","Florida","Angostura. Laguna Volcan a 25 metros OE del lago en pradera abierta con herbaceas, Solanaceas, y Gramineas","-63.6486","-18.1239",NA,NA,"1152",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189011' target='other'> <mi>dwc_moreinfo</mi></a>","NY03877715",NA,"Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
