"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","barcode","imagecode","phylum","identifiedBy","recordNumber","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","fieldNumber","preparationType","class","order","infraspecificEpithet","typeStatus","sex"
"11","2020-08-01 18:19:15-03","UNESP-IBILCE","SJRP","10730","PreservedSpecimen","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Valéria Stranghetti",NA,NA,NA,"Brasil","São Paulo",NA,NA,"Tracheophyta",NA,NA,"Paulo de Faria","Estação Ecológica","-49.3800010681152","-20.0300006866455","29574","Rosulada, botão e flor púrpurea, bráctea vermelha;","auto",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Liliopsida","Bromeliales",NA,NA,NA
"12","2019-07-09 12:55:23-03","F","FMNH-SEEDPLANTS","V0401940F","PreservedSpecimen","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri",NA,NA,NA,NA,NA,"Argentina",NA,"V0401940F","V0401940F_01","Spermatophyta",NA,NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"13","2019-07-09 12:56:25-03","F","FMNH-SEEDPLANTS","V0401941F","PreservedSpecimen","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri",NA,"A. Krapovickas & C. L. Cristóbal","1988","1",NA,"Brazil",NA,"V0401941F","V0401941F_01","Spermatophyta",NA,"42135",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Monocotyledoneae",NA,NA,NA,NA
"14","2019-01-25 15:34:19-02","IAC","IAC","5738","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","A.S. Costa (1)","1940","09","15","Brasil","São Paulo",NA,NA,NA,"F.C. Camargo","s/nº","Itapecerica da Serra","Aldeinha","-46.8492","-23.7169",NA,NA,NA,"1940","09","15","-46.8492","-23.7169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-01-25 15:39:06-02","IAC","IAC","5796","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","F.C. Camargo","1940","10","29","Brasil","São Paulo",NA,NA,NA,"S.E. Martins & M.G.L. Wanderley","s/nº","São Paulo",NA,"-46.6361","-23.5475",NA,NA,NA,"2007","10","29","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-01-25 15:39:06-02","IAC","IAC","5817","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","O. Galli","1940","11","19","Brasil","São Paulo",NA,NA,NA,"S.E. Martins & M.G.L. Wanderley","s/nº","Itapecerica da Serra",NA,"-46.8492","-23.7169",NA,NA,NA,"2007","10","19","-46.8492","-23.7169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-01-25 15:39:06-02","IAC","IAC","5818","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","O. Galli","1940","11","19","Brasil","São Paulo",NA,NA,NA,"S.E. Martins & M.G.L. Wanderley","s/nº","Itapecerica da Serra",NA,"-46.8492","-23.7169",NA,NA,NA,"2007","10","19","-46.8492","-23.7169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-01-25 15:39:06-02","IAC","IAC","5819","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","O. Galli","1940","11","19","Brasil","São Paulo",NA,NA,NA,"S.E. Martins & M.G.L. Wanderley","s/nº","São Paulo",NA,"-46.6361","-23.5475",NA,"Herbaceo, Aldeinha, Paiol do Meio, são paulo 1 folha no Herbário.",NA,"2007","10","19","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-07-21 15:08:14-03","UNISANTA","HUSC","1582","PreservedSpecimen","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Martins, S.E.; Magenta, M.A.G.; Anunciação, E.A.; Sampaio, P.S.P.; Lima, E.S.","1999","01","14","Brasil","São Paulo",NA,NA,"Magnoliophyta","Wanderley, M.G.L.","366","Bertioga","Praia do Itaguaré","-46.138599395752","-23.8544006347656","37616","Erva, 2m altura. Brácteas com face interna rósea e externa verde. Infrutescência imatura, muito frequente no escrube.","auto","1999","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-08-20 14:58:50-03","UFSC","FLOR","31298","PreservedSpecimen","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Hoeltgebaum, M.P.","2002","09","13","Brasil","Santa Catarina","FLOR0031298",NA,NA,"Hoeltgebaum, M.P.","35","São Domingos",NA,"-52.5317001342773","-26.5580997467041","17704",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poales",NA,NA,NA
"21","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","66161","PreservedSpecimen","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","krapovickas, A.","1988","01",NA,"Brasil","Santa Catarina","HAS0066161",NA,"Magnoliophyta",NA,"42135","Itajubá","Itajubá,",NA,NA,NA,"bromélia; Brácteas blancas. Espinas basales de las hojas, recurvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-04 16:06:56-03","MCN-FZBRS","HAS","66563","PreservedSpecimen","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Strehl, T.","1997","11",NA,"Brasil","Rio Grande do Sul","HAS0066563",NA,"Magnoliophyta",NA,"1628","Capão da Canoa","Fazenda Pontal,","-50.0097007751465","-29.7455997467041","15808","bromélia; epífito Inflorescencia rosa e flor violeta claro.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 10:02:30-03","IBt","SP","35297","S","Plantae","Bromeliaceae","Ananas","bracteatus","Ananas bracteatus albus","L.B.Sm.","Hoehne, FC; Gehrt, A","1936","05","06","Brasil","São Paulo","SP001746","SP001746",NA,"Smith, LB","s.n.","Itapecerica da Serra","Paiol do Meio. Mata a beira do córrego da Barra","-46.8400001525879","-23.7099990844727","12011","Fruto ainda em desenvolvimento, com bracteas alvacentas ou amarelo-esverdeadas","auto","1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"albus","Isotype",NA
"24","2019-11-21 10:02:30-03","IBt","SP","412663","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Monteiro, RF; et al.","2007","10","24","Brasil","São Paulo","SP050963","SP050963",NA,"Monteiro, RF","178","Itanhaém","Próximo à saída do Balneário Gaivota beirando a SP-055.","-46.908611","-24.238611",NA,NA,NA,"2008","11",NA,"-46.908611","-24.238611","27","27",NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 10:02:30-03","IBt","SP","444767","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Monteiro, RF; et al.","2007","10","22","Brasil","São Paulo","SP050956","SP050956",NA,NA,"162","Guaratinguetá","Vale do Paraíba. Sítio Pantanal. Estrada de Guaratinguetá km12. Pasto próximo à fragmento de mata.","-45.323889","-22.763611",NA,NA,NA,NA,NA,NA,"-45.323889","-22.763611","583","583",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 10:02:30-03","IBt","SP","382102","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Borges, IF","2003","12","10","Brasil","São Paulo","SP050959","SP050959",NA,"Wanderley, MGL; Martins, SE","101","Bertioga","Itaguaré.","-46.138599395752","-23.8544006347656","37616",NA,"auto","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 10:02:30-03","IBt","SP","382103","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Borges, IF","2003","12","10","Brasil","São Paulo","SP050960","SP050960",NA,"Wanderley, MGL; Martins, SE","102","Bertioga","Itaguaré.","-46.138599395752","-23.8544006347656","37616",NA,"auto","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 10:02:30-03","IBt","SP","366811","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Moreira, BA; et al.","2004","02","03","Brasil","São Paulo","SP050962","SP050962",NA,"Moreira, BA","241","Bertioga","Praia do Itaguaré.","-46.138599395752","-23.8544006347656","37616",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 10:02:30-03","IBt","SP","334676","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Martins, SE; et al.","1999","01","14","Brasil","São Paulo","SP050961","SP050961",NA,"Moreira, BA; Martins, SE","366","Bertioga","Praia do Itaguaré.","-46.138599395752","-23.8544006347656","37616",NA,"auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 10:02:30-03","IBt","SP","268430","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Galli, O","1940","11","19","Brasil","São Paulo","SP050957","SP050957",NA,"Wanderley, MGL; Martins, SE","s.n.","Itapecerica da Serra","Aldeinha, Paiol do Meio.","-46.8400001525879","-23.7099990844727","12011",NA,"auto","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 10:02:30-03","IBt","SP","268094","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Galli, O","1940","11","19","Brasil","São Paulo","SP050958","SP050958",NA,"Wanderley, MGL; Martins, SE","s.n.","Itapecerica da Serra","Aldeinha, Paiol do Meio.","-46.8400001525879","-23.7099990844727","12011",NA,"auto","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 10:02:30-03","IBt","SP","45708","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Camargo, F","1940","11","19","Brasil","São Paulo","SP050955","SP050955",NA,"Wanderley, MGL; Martins, SE","s.n.","Itapecerica da Serra","Capão Redondo.","-46.8400001525879","-23.7099990844727","12011",NA,"auto","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 10:02:30-03","IBt","SP","44420","S","Plantae","Bromeliaceae","Ananas","fritzmuelleri","Ananas fritzmuelleri","Camargo","Gehrt, A","1940","10","15","Brasil","São Paulo","SP050954","SP050954",NA,"Wanderley, MGL; Martins, SE","s.n.","Itapecerica da Serra","Próximo a Capão Redondo.","-46.8400001525879","-23.7099990844727","12011",NA,"auto","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2010-08-16 16:43:44-03","GH","HU-HERB","GH 00029021","PreservedSpecimen","Plantae","Bromeliaceae","Ananas","bracteatus","Ananas bracteatus albus","L. B. Smith","F. C. Hoehne & A. Gehrt","1936","5","6","Brazil","São Paulo",NA,NA,NA,NA,"35297","Itapecirica","Paiol do Meio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","35297","Sheet",NA,NA,"albus","Holotype","undetermined"
"35","2010-08-16 16:43:33-03","GH","HU-HERB","GH 00029022","PreservedSpecimen","Plantae","Bromeliaceae","Ananas","bracteatus","Ananas bracteatus albus","L. B. Smith","F. C. Hoehne & A. Gehrt","1936","5","6","Brazil","São Paulo",NA,NA,NA,NA,"35297","Itapecirica","Paiol do Meio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","35297","Sheet",NA,NA,"albus","Holotype","undetermined"
