"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","fieldNumber","class","individualCount","verbatimLongitude","verbatimLatitude","relatedCatalogItem"
"11","2020-12-21 16:40:15-03","MBM","MBM","144516","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstron & Zuloaga","Kobayashi, M.","Carvalho, A.M. de; et al.; et al.","3331",NA,NA,NA,"Southern America","Brazil","Bahia","Ilhéus","Centro de Pesquisas do Cacau","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"MBM144516","MBM144516",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-17 18:56:33-03","MNHN","RECOLNAT_MNHN_P","P00642213","PreservedSpecimen",NA,NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"Soderstrom, T.R.|Sendulsky, S.",NA,"1972","5","16",NA,"Brésil",NA,NA,"Municipio de Ubatuba: 15 km N.E. of Ubatuba near Praia do Lázaro","-44.91667","-23.36667","15",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00642213' target='other'> <mi>dwc_moreinfo</mi></a>","P00642213","P00642213_01","isotype",NA,NA,NA,NA,"1993",NA,NA,NA,NA,NA
"13","2016-03-17 12:22:23-03","MNHN","RECOLNAT_MNHN_P","P01783928","PreservedSpecimen",NA,NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","Oliveira & M.C. Dórea","Soderstrom, T.R.|Sucre, D.|Falcão, C.-L.",NA,"1980","3","18",NA,"Brésil",NA,NA,"State of Rio de Janeiro : Mun. Nova Iguaçu, Reserva de Tingua or Reserva da Companhia Estudual de Aguas e Esgotas, Tingua","-44.91667","-23.36667","50",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01783928' target='other'> <mi>dwc_moreinfo</mi></a>","P01783928","P01783928_01 P01783928_02","paratype",NA,NA,NA,NA,"2630",NA,NA,NA,NA,NA
"14","2015-09-04 01:07:11-03","MNHN","RECOLNAT_MNHN_P","P02350185","PreservedSpecimen",NA,NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","Oliveira & Dorea","Calderón, C.E.|Pinheiro, R.S.",NA,"1972","3","8",NA,"Brasil","Bahia","Itabuna","Brésil. Ferradas, Faz. Aberta Grande, 15km SW of Itabuna.","-39.33333","-14.85","100",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02350185' target='other'> <mi>dwc_moreinfo</mi></a>","P02350185","P02350185_01",NA,NA,NA,NA,NA,"2160",NA,NA,NA,NA,NA
"15","2015-09-04 01:16:28-03","MNHN","RECOLNAT_MNHN_P","P02302297","PreservedSpecimen",NA,NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","Oliveira & Dorea","Calderón, C.E.|Pinheiro, R.S.",NA,"1972","4","11",NA,"Brasil","Bahia","Canavieiras","Brésil. Lagoa Dourada, 30km SE of Camacã, Rd. Camacã - Canavieras.","-39.25","-15.48333","100",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02302297' target='other'> <mi>dwc_moreinfo</mi></a>","P02302297","P02302297_01",NA,NA,NA,NA,NA,"2219",NA,NA,NA,NA,NA
"16","2015-09-04 01:07:11-03","MNHN","RECOLNAT_MNHN_P","P02350186","PreservedSpecimen",NA,NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","Oliveira & Dorea","Calderón, C.E.|Pinheiro, R.S.",NA,"1972","3","8",NA,"Brasil","Bahia","Itabuna","Ferradas, Fazenda Aberta Grande, 15km SW of Itabuna.","-39.33333","-14.85","100",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02350186' target='other'> <mi>dwc_moreinfo</mi></a>","P02350186","P02350186_01",NA,NA,NA,NA,NA,"2160",NA,NA,NA,NA,NA
"17","2015-11-06 14:51:57-02","MNHN","RECOLNAT_MNHN_P","P01783927","PreservedSpecimen",NA,NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","Oliveira & Dorea","Soderstrom, T.R.|Hage, J.|Russel, G.F.",NA,"1976","4","6",NA,"Brasil","Bahia","Camacan","12 km east of Camacã on road to Canavieiras. Disturbed tall forest shrub vegetation at edge of Rio Belém.","-39.4958000183105","-15.4191999435425","90",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01783927' target='other'> <mi>dwc_moreinfo</mi></a>","P01783927","P01783927_01",NA,"22686","auto",NA,NA,"2126",NA,NA,NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","239760","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"Thomas R. Soderstrom|Tatiana Sendulsky","Soderstrom 1993","1972","5","16","South America","Brazil","São Paulo",NA,"Mpio. Ubatuba. 15 km NE of Ubatuba near Praia do Lazaro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2011-02-12 13:01:00-02","MO","MOBOT","2530096","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","E.J. Judziewicz","Cleofé E. Calderón|R.S. Pinheiro","Calderón 2164","1972","3","10","South America","Brazil","Bahia",NA,"Mun. Itabuna: Ferradas: Faz. Aberta Grande, 14 km SW of Itabuna","-39.33333","-14.85","110.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","2530097","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","E.J. Judziewicz","Thomas R. Soderstrom|Dimitri Sucre|C.L.F. Ichaso","Soderstrom 2630","1980","3","18","South America","Brazil","Rio de Janeiro",NA,"Mun. Nova Iguaçu: Reserva de Tingua or Reserva de CEDAE (Companhia Estadual de Aguas e Esgotas), Tingua.",NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2011-02-12 13:01:00-02","MO","MOBOT","2530098","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","E.J. Judziewicz","Cleofé E. Calderón|R.S. Pinheiro","Calderón 2219","1972","4","11","South America","Brazil","Bahia",NA,"Mun. Canavieiras: Lagoa Dourada: 30 km S.E. of Camacã. Rd. Camacã-Canavieiras.","-39.25","-15.48333","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","2902298","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"J. Sucre","11224","1980","4","21","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Jacarepagua, vargem grande, mata de lagoa.",NA,NA,"150","300",NA,NA,"US00036061","US00036061_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","2725487","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"T. R. Soderstrom & T. Sendulsky","1993","1972","5","16","South America - Neotropics","Brazil","São Paulo","Ubatuba","15 km NE of Ubatuba near Praia do Lazaro.","-45.0699996948242","-23.4300003051758","15","15",NA,NA,"US00133535","US00133535_01","Isotype","34265","auto",NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","2902300","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"J. Sucre","11224","1980","4","21","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Jacarepagua, vargem grande, mata de lagoa.",NA,NA,"150","300",NA,NA,"US00036063","US00036063_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","2725492","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"T. R. Soderstrom & T. Sendulsky","1995","1972","5","17","South America - Neotropics","Brazil","São Paulo",NA,"Ubatuba",NA,NA,"30","30",NA,NA,"US00071003","US00071003_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","2725493","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"T. R. Soderstrom & T. Sendulsky","1995","1972","5","17","South America - Neotropics","Brazil","São Paulo",NA,"Ubatuba",NA,NA,"30","30",NA,NA,"US00036064","US00036064_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","2902301","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"J. Sucre","11224","1980","4","21","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Jacarepagua, vargem grande, mata de lagoa.",NA,NA,"150","300",NA,NA,"US00036062","US00036062_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","2725485","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"T. R. Soderstrom & T. Sendulsky","1993","1972","5","16","South America - Neotropics","Brazil","São Paulo","Ubatuba","15 km NE of Ubatuba near Praia do Lazaro.","-45.0699996948242","-23.4300003051758","15","15",NA,NA,"US00133533","US00133533_01","Isotype","34265","auto",NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","2725486","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"T. R. Soderstrom & T. Sendulsky","1993","1972","5","16","South America - Neotropics","Brazil","São Paulo","Ubatuba","15 km NE of Ubatuba near Praia do Lazaro.","-45.0699996948242","-23.4300003051758","15","15",NA,NA,"US00133534","US00133534_01","Isotype","34265","auto",NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","2725484","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"T. R. Soderstrom & T. Sendulsky","1992","1972","5","16","South America - Neotropics","Brazil","São Paulo",NA,"Caraguatatuba",NA,NA,"242","242",NA,NA,"US00331565","US00331565_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","2725483","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","Soderstrom, T. R.; Zuloaga, F. O.","T. R. Soderstrom & T. Sendulsky","1992","1972","5","16","South America - Neotropics","Brazil","São Paulo","Caraguatatuba","Caraguatuba. parque florestal","-45.4","-23.6333","242","242",NA,NA,"US00500859","US00500859_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","2902299","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"J. Sucre & T. C. Plowman","11224","1980","4","21","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Jacarepagua",NA,NA,"150","300",NA,NA,"US00500672","US00500672_01",NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA,NA
"33","2019-10-07 09:21:48-03","UEFS","HUEFS","52123","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","R.P.Oliveira","Oliveira, R.P.","726","2001","03","15",NA,"Brasil","Bahia","Santa Luzia","estrada para Canavieiras, próximo ao Distrito de Betânia: Lagoa Dourada.","-39.233056","-15.486667",NA,NA,NA,"Mata Atlântica alterada, plantação de cacau.","HUEFS0052123","HUEFS0052123",NA,NA,NA,"2003","03",NA,"Lilianae",NA,"39W13'59''","15S29'12''",NA
"34","2021-03-04 11:16:03-03","UEFS","HUEFS","77412","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","F.M.Ferreira","Oliveira, R.P.","984","2003","12","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Maciço da Tijuca, Morro da Boa Vista vertente S, Reserva Florestal na trilha Chinesa, área da FEEMA, na trilha para gruta GEONEMA.","-43.2075004577637","-22.9027996063232","340","585",NA,"Mata Atlântica.","HUEFS0077412","HUEFS0077412",NA,"57442","auto",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"35","2020-07-23 12:18:27-03","CEPLAC","CEPEC","12964","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae",NA,"M. Kobayashi","T. R. Soderstrom","1977","1972","04","29",NA,"Brasil","Rio de Janeiro","CACHOEIRAS DE MACACÚ","Entre C. de Macacu/Nova Friburgo.","-42.65","-22.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42W39'0","22S27'0","01/06/1991"
"36","2020-07-23 12:18:27-03","CEPLAC","CEPEC","50546","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae",NA,"M. Kobayashi","A. M. de Carvalho","3331","1991","05","13",NA,"Brasil","Bahia","ILHÉUS","Quadra D do CEPEC.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,"0*0'0","0*0'0","30/12/1991"
"37","2020-07-23 12:18:27-03","CEPLAC","CEPEC","131250","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae",NA,"F. M. Ferreira","R. P. de Oliveira","984","2003","12","16",NA,"Brasil","Rio de Janeiro","rio de janeiro","Maciço da Tijuca, Morro da Boa Vista vertente S, Reserva Florestal na trilha Chinesa, área da FEEMA, na trilha para gruta GEONEMA.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,"26/10/2012"
"38","2019-11-21 10:15:13-03","IBt","SP","235776","S","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga","Oliveira, RP","Soderstrom, TR; Sucre, D","1977","1972","04","29",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","Between Cachoeiras de Macacu and Nova Friburgo","-42.65","-22.45","400","400",NA,NA,"SP042942","SP042942",NA,NA,NA,"2003","12",NA,NA,NA,"-42.65","-22.45",NA
"39","2021-02-11 09:24:59-03","IBt","SP","275264","S","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"Silva, TS","383",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 10:15:13-03","IBt","SP","373369","S","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"Soderstrom, TR; Sendulsky, T","1993","1972","05","16",NA,"Brasil","São Paulo","Ubatuba","15 km NE of Ubatuba near Praia do Lázaro","-44.916667","-23.366667","15","15",NA,NA,"SP003094","SP003094","Holotype",NA,NA,NA,NA,NA,NA,NA,"-44.916667","-23.366667",NA
"41","2019-11-21 10:15:13-03","IBt","SP","373369a","Extra","Plantae",NA,NA,"Poaceae","Diandrolyra","tatianae","Diandrolyra tatianae","Soderstr. & Zuloaga",NA,"Soderstrom, TR; Sendulsky, T","1993","1972","05","16",NA,"Brasil","São Paulo","Ubatuba","15 km NE of Ubatuba near Praia do Lázaro","-44.916667","-23.366667","15","15",NA,NA,"SP003095","SP003095","Holotype",NA,NA,NA,NA,NA,NA,NA,"-44.916667","-23.366667",NA
