"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","class","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount"
"11","2019-11-27 13:50:21-03","UFS","ASE","27320","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","Fernandes Junior, AJ","Freire, GS; Campos, DA; Matos, GMA; Cruz, LS","44","2012","09","13","Southern America","Brasil","Sergipe","Lagarto","Assentamento Che Guevara, Mata do Doutor João.","-37.663792","-10.915228",NA,NA,NA,"Arbusto ca. 1m. Flores amarelas botões verdes.; Área de transição.","ASE0031648","ASE0031648","2016","08",NA,"-37.663792","-10.915228","02",NA,NA,NA,NA,NA
"12","2021-03-01 16:42:21-03","UNICAMP","UEC","142803","S","Plantae","Magnoliopsida",NA,"Tiliaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl",NA,"Meireles, JE; Firetti, F; Kubota, U; Ávila-Jr, R; Obando, S; Furtado, AG; Ikemoto, E","343","2005","03","31",NA,"Brazil","São Paulo","Cananéia","Distrito de Santa Maria, Parque Estadual de Jacupiranga. Núcleo do Cedro.","-48.141944","-25.0775","60","60",NA,"Erva 40cm. Erva rasteira. Frutos carnosos vermelhos; flores amarelas e frutos imaturos com espinhos avermelhados.; Situação Ecotonal entre Floresta Ombrófila Densa Baixo Montana e Floresta sobre Restinga muito degradada.",NA,NA,NA,NA,NA,"-48.141944","-25.0775",NA,NA,NA,NA,NA,NA
"13","2019-11-01 15:28:25-03","PUC-RIO","FCAB","2586","PreservedSpecimen","Plantae",NA,"Angiospermae","Malvaceae","Triumfetta","nemoralis","Triumfetta nemoralis","Saint-Hilaire","P. Capell S.J.","P. Capell S.J.","s.n.","1951","10",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"Sinônimo de Triumfetta grandiflora Vahl.","002586",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA
"14","2015-11-06 21:56:19-02","MNHN","RECOLNAT_MNHN_P","P02143045","PreservedSpecimen",NA,NA,NA,"Malvaceae","Triumfetta","nemoralis","Triumfetta nemoralis","A.St.-Hil.","Ko Ko Lay","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02143045' target='other'> <mi>dwc_moreinfo</mi></a>","P02143045","P02143045_01",NA,NA,NA,NA,NA,NA,NA,NA,"type","B1 1070",NA
"15","2015-11-06 21:56:22-02","MNHN","RECOLNAT_MNHN_P","P02143046","PreservedSpecimen",NA,NA,NA,"Malvaceae","Triumfetta","nemoralis","Triumfetta nemoralis","A.St.-Hil.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02143046' target='other'> <mi>dwc_moreinfo</mi></a>","P02143046","P02143046_01",NA,NA,NA,NA,NA,NA,NA,NA,"type","B1 1070",NA
"16","2020-12-11 11:37:56-03","UFMG","BHCB","69041","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Triumfetta","nemoralis","Triumfetta nemoralis","A.St.-Hil.",NA,"Barreto, HLM","7929",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA
"17","2020-12-11 11:37:56-03","UFMG","BHCB","83602","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Triumfetta","nemoralis","Triumfetta nemoralis","A.St.-Hil.",NA,"Barreto, HLM","1620","1935","07","15","Southern America","Brasil","Minas Gerais","Tombos","Fazenda da Cachoeira","-42.0228004455566","-20.9046993255615",NA,NA,NA,"Arbusto 1m; muito frequente; Mata","BHCB044694",NA,NA,NA,NA,NA,NA,NA,"16749","auto",NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","182756","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","Meijer, W. (KY)","Benjamin Øllgaard|J. Korning|Karsten Thomsen|Thea Illum","Øllgaard 57465","1985","2","7","South America","Ecuador","Carchi",NA,"Perhumid forest on wet plateau above San Marcos de los Coaiqueres, on trail towards Gualpí Bajo.","-78.28333","1.1","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2011-06-21 05:11:00-03","MO","MOBOT","1791330","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","L. Dorr (US)","Ramiro Fonnegra G.|et al.","Fonnegra G. 5065","1994","9","12","South America","Colombia","Antioquia","Nariño","Vereda Puente Linda, margen izquierda del río Samaná.","-75.05","5.5666667","700.00000000","850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"20","2020-07-12 00:06:00-03","MO","MOBOT","100540249","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","A. Fuentes (LPB)","Alejandro Araujo M.|A. Antezana|D. Choque A.|Remberto Jove|Gerardo Jove","Araujo Murakami 1907B","2005","6","10","South America","Bolivia","La Paz","Franz Tamayo","Madidi, Azariamas, Resina. Bosque andino semideciduo con Anadenanthera colubrina, Swietenia macrophylla, Gallesia integrifolia, Oxandra espintana, Phyllostylon rhamnoides, Celtis loxensis, Ceiba sp.","-68.5597222","-14.3297223","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-05","1"
"21","2012-12-26 13:58:00-02","MO","MOBOT","100553355","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","L.J. Door (US)","Stephan G. Beck","Beck 12699","1996","8","20","South America","Bolivia","La Paz","Nor Yungas","Caranavi hacia Alto Beni, pasando Carrasco.",NA,NA,"2660.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"22","2008-05-27 22:02:00-03","MO","MOBOT","1113078","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","Meijer","Calaway H. Dodson|Alwyn H. Gentry","Dodson 13732","1983","5","21","South America","Ecuador","Pichincha","Quito","Km 5 Toachi - Las Pampas. Off main road Santo Domingo - Quito.","-78.95","-0.316","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","1113079","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer","Carlos Játiva|Carl C. Epling","Játiva 896","1964","7","22","South America","Ecuador","Esmeraldas","Esmeraldas","Virgin forest along Río Lita, LITA.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","1113080","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer","Carlos Játiva|Carl C. Epling","Játiva 624","1963","7","30","South America","Ecuador","Esmeraldas",NA,"Virgin forest near Lita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","1113180","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer","Calaway H. Dodson|Alwyn H. Gentry","Dodson 13859","1983","5","24","South America","Ecuador","Guayas","Guayaquil","Capeira, km 21, Guayaquil to Daule, Tropical dry forest.","-79.963","-2.0195","20.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2008-05-27 22:02:00-03","MO","MOBOT","1113187","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer","Webster","Webster 28188","1990","7","14","South America","Ecuador","Pichincha","Quito","Parraquia Nanegal: Reserva Maquipucuna, disturbed thickets and rain forest above Hacienda Esparragos, c 5 km airline SE of Nanegal.","-78.63333","0.11666","1400.00000000","1450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","1113203","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer","E. Gonzáles|Amy J. Gilmartin","Gonzales 271","1963","7","30","South America","Ecuador","Esmeraldas","San Lorenzo","Lita-(San Lorenzo) Bosque.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","1113204","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl",NA,"Grady L. Webster|et al.","Webster 28700","1991","7","3","South America","Ecuador","Pichincha","Quito","Parroquia Nanegal: Montañas de Maquipucuna, above Hacienda Esparragos, disturbed rain forest.",NA,NA,"1675.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1116136","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","L.J. Dorr","Erik Asplund","Asplund 7250","1939","6","27","South America","Ecuador","Pichincha",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2010-03-23 11:07:00-03","MO","MOBOT","1451250","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","Ko Ko Lay","Boris A. Krukoff","Krukoff 10246","1939","7","1","South America","Bolivia","La Paz","Sud Yungas","Basin of Rio Bopi, San Bartolome (near Calisaya)","-67.13333","-16.11666","750.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"31","2009-12-11 11:09:00-02","MO","MOBOT","1789509","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl",NA,"J.D. Shepherd","Shepherd 663","1976","11","6","South America","Colombia","Antioquia",NA,"Río Anorí valley near Planta Providencia. Secondary forest (40+ years old).","-74.83333","7.5","350.00000000","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","1789514","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer","J. Denslow","Denslow 2533","1974","12","5","South America","Colombia","Antioquia",NA,"Tropical Wet , Forest Transition Zone Vic. Planta Providencia, 26 kms S 7 23 kms W AIr of Zaragoza. In valley of Rio Anori between Dos Bocas & Anori. Secondary forest, roadside.","-75.05","7.21666","400.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2011-10-22 04:57:00-02","MO","MOBOT","1789518","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer (KY)","Álvaro Cogollo P.","Cogollo Pacheco 1088","1983","12","25","South America","Colombia","Antioquia","San Luis","Cañón del Río Claro, sector norte, margen izquierda.","-74.65","5.88333","330.00000000","410.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2011-10-22 04:57:00-02","MO","MOBOT","1789529","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl",NA,"Álvaro Cogollo P.","Cogollo Pacheco 925","1983","11","28","South America","Colombia","Antioquia","San Luis","margen izquierda, sector norte.",NA,NA,"325.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","1789534","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer (KY)","Julio C. Betancur B.","Betancur B. 899","1988","9","30","South America","Colombia","Antioquia","Amalfi","Vereda El Oso, 13-16 km de Amalfi a Medellín, Cordillera Central, bh-PM.","-75.13333","6.9","1590.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-12-27 05:32:00-02","MO","MOBOT","1789543","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W.S. Alverson","W. S. Alverson|Starker White|J.D. Shepherd","Alverson 243","1977","3","22","South America","Colombia","Antioquia",NA,"Edge of secondary forest along roadway following river, 0-5 km south of Q. La Tirana. Tropical wet/very wet forest transition zone. Rainfall approx. 4400 mm/year. Vic. Planta Providencia 28 km SW of Zaragoza. Valley of Río Anorí in 28 km SW of Zaragoza. Valley of Río Anorí in areas surrounding the confluence of Quebrada La Tirana and Río Anorí.","-75.06666","7.3","400.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2011-10-22 04:57:00-02","MO","MOBOT","1789545","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer","Álvaro Cogollo P.","Cogollo Pacheco 340","1989",NA,NA,"South America","Colombia","Antioquia","San Luis","Auropista Medellín-Bogtá, 2 km de Río Claro hacia Río Samaná.",NA,NA,"790.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2012-04-30 13:16:00-03","MO","MOBOT","1789548","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","A. Cogollo (JAUM)","Diego Giraldo-Cañas","Giraldo-Cañas 740","1991","12","14","South America","Colombia","Antioquia","Cocorná","Vereda La Piñuela, carretera a San Francisco, bhmh-T.","-75.13333","6.03333","700.00000000","900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-02-03 05:18:00-02","MO","MOBOT","1789550","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl",NA,"Dairon Cárdenas L.|Juan Guillermo Ramírez","Cárdenas López 2732","1990","4","12","South America","Colombia","Antioquia","San Luis","Vereda La Josefina. Quebrada La Mariola.","-74.91666","6","700.00000000","925.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-02-03 05:18:00-02","MO","MOBOT","1789553","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer","Juan Guillermo Ramírez|Dairon Cárdenas L.","Ramírez Arango 1503","1987","8","25","South America","Colombia","Antioquia","San Luis","Quebrada La Cristalina, Bh-T/Bmh-T. Sector CE.","-74.75","6","670.00000000","770.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-02-03 05:18:00-02","MO","MOBOT","1789557","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl",NA,"Juan Guillermo Ramírez|Dairon Cárdenas L.","Ramírez Arango 1726","1987","9","27","South America","Colombia","Antioquia","San Luis","Quebrada La Cristalina, bh-T/Bmh-T. Sector CE.","-74.75","6","600.00000000","770.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-04-28 11:19:00-03","MO","MOBOT","181008","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer (KY)","Vlastimil Zak|Jaime L. Jaramillo","Zak 2139","1987","7","10","South America","Ecuador","Pichincha",NA,"Carretera Quito-Lloa- Mindo, Hacienda El Pedregal. Area higrófila-lluviosa, suelo huraífero- rocoso.","-78.6666667","-0.05","1650.00000000","1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-15","21"
"43","2013-03-01 13:20:00-03","MO","MOBOT","181256","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer (KY), Mar","Daniel Rubio|Carlos Quelal|Cleto Pai","Rubio 1284","1991","3","16","South America","Ecuador","Esmeraldas","San Lorenzo","Reserva Etnica Awá. Cañon del Río Mira, 10 km al oeste de Alto Tambo. Comunidad La Union. Bosque muy húmedo Tropical.","-78.6","0.9333333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91-1","8"
"44","2011-10-28 04:58:00-02","MO","MOBOT","181493","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer (KY)","Olga Salazar de Benavides","Benavides 8869","1987","11","14","South America","Colombia","Nariño","Ricaurte","Reserva Natural La Planada. A 7 km de Chucunés.","-77.96666","1.16666","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6"
"45","2010-11-04 10:00:00-02","MO","MOBOT","1820561","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","A. Fuentes (LPB)","Nur Ritter|et al.","Ritter 3275","1996","5","31","South America","Bolivia","Cochabamba","Chapare","The road towards El Palmar.",NA,NA,"500.00000000","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-03-29 10:56:00-03","MO","MOBOT","182120","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","Lia R. Chávez de Michel (LPB)","James C. Solomon","Solomon 13985","1985","6","11","South America","Bolivia","La Paz","Nor Yungas","Serrania de Bella Vista, 17.6 km N of the bridge at Carrasco. Wet montane forest with little disturbance.","-67.4666667","-15.6666667","1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-81","8"
"47","2008-05-27 22:02:00-03","MO","MOBOT","182370","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl",NA,"Wilson Devia A.","Devia Alvarez 569","1984","6","19","South America","Colombia","Valle del Cauca","Dagua","Corregimiento El Danubio, Alto Anchicayá.","-76.93333","3.65","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","3"
"48","2008-05-27 22:02:00-03","MO","MOBOT","182474","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","W. Meijer (KY)","Percy Núñez V.|Washington L. Galiano","Núñez Vargas 14619","1991","12","5","South America","Peru","Madre de Dios","Manu","Río Salvación; forests.","-71.25","-12.6833333","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","6"
"49","2011-06-08 17:17:00-03","MO","MOBOT","182740","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","Meijer, W. (KY)","L.B. Holm-Nielsen|et al.","Holm-Nielsen 24591","1980","7","22","South America","Ecuador","Pichincha",NA,"Road Pacto - Nuevo Azuay, at Río Guayllabamba. Rain forest.","-78.75","0.23333","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2011-06-08 17:17:00-03","MO","MOBOT","182748","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","grandiflora","Triumfetta grandiflora","Vahl","Meijer, W. (KY)","L.B. Holm-Nielsen|et al.","Holm-Nielsen 24842","1980","8","13","South America","Ecuador","Pichincha",NA,"Road Chillogallo - Santo Domingo, below Chiriboga,14 km from the new road. Montane forest.","-78.86666","-0.31666","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
