"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","previousCatalogNumber","infraspecificEpithet"
"11","2020-11-04 11:14:20-03","ESALQ","ESA","83008","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Accara","elegans","Accara elegans","(Mart.) Landrum","Mazine, F.F.","Araújo, A.O.; Romão, G.O.; Vieira, S.",NA,"2003","01",NA,"Brasil","estrada Ouro Branco-Ouro Preto",NA,"arbusto 1,5 m; frutos imaturos verdes com cálice arroxedo","ESA083008","ESA083008","Minas Gerais","12","-43.345","-202.728","1220","1220","Ouro Preto","-43,345","-202,728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:14:20-03","ESALQ","ESA","24934","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","Kawasaki, M.L.","Souza, J.P. et al.","238.0","1995","10",NA,"Brasil",NA,NA,NA,"ESA024934","ESA024934","Minas Gerais","14","-43.801399230957","-20.2532997131348",NA,NA,"Itabirito",NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:14:20-03","ESALQ","ESA","77529","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Accara","elegans","Accara elegans","(Mart.) Landrum","Sobral, M.","Souza, V.C.; Araújo, A.O.; Romão, G.O.; Elias, S.I.; Sampaio, D.","28031.0","2002","02",NA,"Brasil","Estrada para Ouro Preto, km 169. Campo rupestre.",NA,"Subarbusto, ca. 1,2 m alt.; frutos creme-esverdeados com lacínios vinho.","ESA077529",NA,"Minas Gerais","19","-43.6918983459473","-20.5207996368408",NA,NA,"Ouro Branco",NA,NA,"13809","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:20-03","ESALQ","ESA","78146","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Accara","elegans","Accara elegans","(Mart.) Landrum","Sobral, M.","Souza, V.C.; Romão, G.O.; Sampaio, D.; Araújo, A.O.; Elias, S.I.","28648.0","2002","02",NA,"Brasil","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, km 121-123.",NA,"Arbusto, ca. 2 m alt.; frutos imaturos verdes.","ESA078146","ESA078146","Minas Gerais","28","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:14:20-03","ESALQ","ESA","78127","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Accara","elegans","Accara elegans","(Mart.) Landrum","Sobral, M.","Souza, V.C.; Romão, G.O.; Sampaio, D.; Araújo, A.O.; Elias, S.I.","28629.0","2002","02",NA,"Brasil","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, km 121. Próximo à sede do IBAMA. Campo rupestre",NA,"Arbusto, ca. 80 cm alt.; folhas amareladas; frutos verde-amarelados, passando a negros.","ESA078127",NA,"Minas Gerais","28","-43.7144012451172","-19.1688995361328","1300","1300","Santana do Riacho","-43,527,222","-19,253,611","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-20 21:18:34-03","UFV","VIC","19538","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","Landrum","Santos, M.F.","Santos, M.F.; et al.","88","2006","01",NA,"Brasil","Serra de Ouro Branco- Área 1",NA,"Arbusto.Folhas discolores. Frutos maduros negros.","VIC019538","VIC019538","Minas Gerais","09","-43.6918983459473","-20.5207996368408",NA,NA,"Ouro Branco",NA,NA,"13809","auto","2006","05",NA,NA,NA,NA,NA,NA,NA
"17","2020-12-20 21:18:34-03","UFV","VIC","29645","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","Landrum","Sobral, A.","de Paula, C.C.; et al.","506","2002","12",NA,"Brasil","Serra de Ouro Branco- Área 2",NA,"Terrestre; campo graminóide; subarbusto de 1,00m; frequencia abundante; folhas verdes; sépalas verdes na face abaxial e branca na adaxial; pétalas brancas; cálice avermelhado na base quando forma o fruto; fruto preto; altitude de 1300m","VIC029645","VIC029645","Minas Gerais","07","-43.6918983459473","-20.5207996368408",NA,NA,"Ouro Branco",NA,NA,"13809","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-20 21:18:34-03","UFV","VIC","29644","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","Landrum",NA,"de Paula, C.C.; et al.","308","2002","09",NA,"Brasil","Serra de Ouro Branco- Área 2",NA,"Terrestre; campo graminoide; subarbusto de 0,55m; frequenca de 1 individuo num raio de aprox. 5m; folhas verde; sépalas verde; pétalas laranja claro; occorre a 1343m de altitude.","VIC029644","VIC029644","Minas Gerais","21","-43.6918983459473","-20.5207996368408",NA,NA,"Ouro Branco",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-20 21:18:34-03","UFV","VIC","19537","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Accara","elegans","Accara elegans","Landrum","Santos, M.F.","Santos, M.F.; et al.","53","2006","01",NA,"Brasil","Serra de Ouro Branco- Área 3",NA,"Subarbusto, 50cm. Folhas discolores, reflexas.Hipanto, cálice e ápice do ovário róseos.Fruto imaturo verde.","VIC019537","VIC019537","Minas Gerais","08","-43.6918983459473","-20.5207996368408",NA,NA,"Ouro Branco",NA,NA,"13809","auto","2006","05",NA,NA,NA,NA,NA,NA,NA
"20","2020-09-17 11:31:55-03","ASU","ASU-PLANTS","ASU0008524","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Accara","elegans","Accara elegans","(DC) Landrum","L.R. Landrum, 1996","N. Hensold; M.T. Rodriguez, N.L. Manezes, M.L. Kawasaki","2790","1982","1",NA,"Brazil","Brasil. Minas Gerais. Serra do Caraca, Trihla para a Coscatinha.",NA,"scanned.; Arbusto 1.3m, Flores alvas.",NA,NA,"Minas Gerais","10","-43.4","-19.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008523","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Accara","elegans","Accara elegans","(DC) Landrum","L. R. Landrum","H. S. Irwin; R. M. Harley, E. Onishi","29294","1971","1",NA,"Brazil","Serra do Espinhaco. Ca. 12 km W of Barao de Cocais, base of Serra da Caraca.",NA,"Shurb ca. 1 m tall. Fruit green, maturing black-violet.",NA,NA,"Minas Gerais","28","-43.4","-19.9","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008521","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Accara","elegans","Accara elegans","(DC) Landrum","L. R. Landrum, 1991","H. S. Irwin; H. Maxwell, D. C. Wasshausen","19936","1968","2",NA,"Brazil","Serra do Itabirito, ca. 45 km S.W. of Belo Horizonte",NA,"PHOTO-MICH; Shrub ca. 1.5 m tall. Fruit green.",NA,NA,"Minas Gerais","12","-43.8","-20.25","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-04-08 21:26:01-03","ASU","ASU-PLANTS","ASU0107572","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Accara","elegans","Accara elegans","(DC) Landrum",NA,"Vasconcelos, T. N. C.; Faria, J. E. Q.","485",NA,NA,NA,"Brazil","Brasil, , Parque Nacional Serra do Cipo, perto da estatua do Juquinha.",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008525","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Accara","elegans","Accara elegans","(DC) Landrum","L. R. Landrum & M. L. Kawasaki","Mello Filho","4267","1976","11",NA,"Brazil","Serra do Ouro Branco.",NA,"Arbusto ate 1.80m, flores alvas.",NA,NA,"Minas Gerais","8","-43.6833","-20.4833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0010490","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Accara","elegans","Accara elegans","(DC) Landrum","L. R. Landrum","H. S. Irwin; R. M. Harley, E. Onishi",NA,"1971","1",NA,"Brazil","Serra do Espinhaco. Lower cut over slopes of Serra de Caraca, sandy slopes near riacho, ca. 10 km W of Barao de Cocais.",NA,"Shrub, the branches strict, to ca. 2 m tall. Fruit green, maturing black-violet.",NA,NA,"Minas Gerais","22","-43.475219","-19.938951","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008526","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Accara","elegans","Accara elegans","(DC) Landrum","L. R. Landrum","H. S. Irwin; R. M. Harley, E. Onishi","29294",NA,NA,NA,"Brazil","Serra do Espinhaco. Ca. 12 km W of Barao de Cocais, base of Serra da Caraca.",NA,"Shurb ca. 1 m tall. Fruit green, maturing black-violet.",NA,NA,"Minas Gerais",NA,"-43.4","-19.9","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008522","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Accara","elegans","Accara elegans","(DC) Landrum","L.R Landrum, 2006.","H. S. Irwin; R. M. Harley, E. Onishi","28880","1971","1",NA,"Brazil","Serra de Espinhaco. Lower cut-over slopes of Serra de Carraca, ca. 10 km W. of Barao de Cocais",NA,"MICH-PHOTO; Shrub, the branches strict, to ca. 2m tall. Fruit green, maturing black-violet.",NA,NA,"Minas Gerais","22","-43.475046","-19.941516","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:40:00-03","UFJF","CESJ","9711","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","M. Sobral","L. Krieger","CESJ9711","1970","12","América do Sul","Brasil",NA,NA,"Arbusto, pequeno, frutos novos","CESJ009711",NA,"Minas Gerais","19","-43.801399230957","-20.2532997131348",NA,NA,"Itabirito",NA,NA,"20553","auto","1997","01",NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:40:00-03","UFJF","CESJ","9678","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","M. Sobral","L. Krieger","CESJ9678","1970","12","América do Sul","Brasil",NA,NA,"Arbusto, flores passadas","CESJ009678",NA,"Minas Gerais","19","-43.801399230957","-20.2532997131348",NA,NA,"Itabirito",NA,NA,"20553","auto","1997","01",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:40:00-03","UFJF","CESJ","45997","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Accara","elegans","Accara elegans","(DC.) Landrum","M. Sobral","A.O. Araújo; S.I.Elias","28648","2002","02","América do Sul","Brasil","Serra do Cipó, Rodovia de BH-Conceição do Mato Dentro, Km121-123",NA,"Arbusto, ca. de 2m alt. frutos imaturos verdes","CESJ045997",NA,"Minas Gerais","28","-43.7144012451172","-19.1688995361328",NA,NA,"Santana do Riacho",NA,NA,"26557","auto","2003","02",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:36:02-03","UNICAMP","UEC","152015","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum",NA,"Costa, IR; Verola, CF","750",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:36:02-03","UNICAMP","UEC","12332","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Sobral, M","Cruz, ND; Shepherd, GJ; et al.","6342","1977","11",NA,"Brazil","Serra do Caraça, ca. 70 km de Belo Horizonte, Beira de mata e campo aberto, caminho para a cascatinha.",NA,"Arbusto até 80cm. Flores brancas.",NA,NA,"Minas Gerais","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:36:02-03","UNICAMP","UEC","138217","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Costa, IR","Costa, IR; Verola, CF","546","2004","10",NA,"Brazil","Serra de Ouro Branco, Afloramento à direita das antenas de transmissão",NA,"arbusto, menos de 1m, flores brancas, base do receptáculo e margem das folhas avermelhadas, estilete branco passando pra roxo após a antese",NA,NA,"Minas Gerais","24","-43.7","-20.483333","1573","1573","Ouro Branco","-43.7","-20.483333",NA,NA,"2009","11",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:36:02-03","UNICAMP","UEC","138232","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum",NA,"Costa, IR","567",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:36:02-03","UNICAMP","UEC","138260","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Costa, IR","Costa, IR; Verola, CF","546","2004","10",NA,"Brazil","Serra de Ouro Branco, Afloramento à direita das antenas de transmissão",NA,"arbusto, menos de 1m, flores brancas, base do receptáculo e margem das folhas avermelhadas, estilete branco passando pra roxo após a antese",NA,NA,"Minas Gerais","24","-43.7","-20.483333","1573","1573","Ouro Branco","-43.7","-20.483333",NA,NA,"2009","11",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:36:02-03","UNICAMP","UEC","141905","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Sobral, M","Matsumoto, K; Gonçalves, APS; Belinello, R","833","2003","02",NA,"Brazil","Rancharia, Campo graminoso.",NA,"Arbusto ca. 50cm, frutos verdes a nigrescentes.","UEC012944","UEC012944","Minas Gerais","13","-43.562056","-20.446806","1279","1279","Ouro Preto","-43.562056","-20.446806",NA,NA,"2006","02",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:36:02-03","UNICAMP","UEC","165897","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Santos, MF","Gonçalves, DJP; et al.","331","2011","12",NA,"Brazil","Próximo a Chapada do Couto e Morro Redondo",NA,"Arbusto ca. 0,5m, cálice verde e estames verdes, corola branca e anteras creme; Campo rupestre, afloramento rochoso com vegetação de mata","UEC009141","UEC009141","Minas Gerais","14","-43.570219","-18.422267",NA,NA,"Diamantina","-43.570219","-18.422267",NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:36:02-03","UNICAMP","UEC","40466","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Proença, C","Irwin, HS; Harley, RM; Onishi, E","28880","1980","01",NA,"Brazil","Serra do Espinhaço",NA,"Shrub, the branches strict, to ca. 2m tall. Fruit green, maturing black-violet. Gallery margin. Lower cut-over slopes of Serra de Caraça, sandy slopes near riacho, ca. 10km W. of Barão de Cocais, ca. 1400m elev.",NA,NA,"Minas Gerais","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:36:02-03","UNICAMP","UEC","138210","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Costa, IR","Costa, IR; Verola, CF","532","2004","09",NA,"Brazil","Serra do Cipó, Caminho para as Velloziaceae gigantes, entrada após a casa do IBAMA",NA,"arbusto, menos de 1m, margens das folhas e pedúnculo avermelhados",NA,NA,"Minas Gerais","30","-43.5","-19.233333",NA,NA,"Cardeal Mota","-43.5","-19.233333",NA,NA,"2009","11",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:36:02-03","UNICAMP","UEC","138237","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Costa, IR","Costa, IR; Verola, CF","532","2004","09",NA,"Brazil","Serra do Cipó, Caminho para as Velloziaceae gigantes, entrada após a casa do IBAMA",NA,"arbusto, menos de 1m, margens das folhas e pedúnculo avermelhados",NA,NA,"Minas Gerais","30","-43.5","-19.233333",NA,NA,"Cardeal Mota","-43.5","-19.233333",NA,NA,"2009","11",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:36:02-03","UNICAMP","UEC","61463","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Sobral, M","Leitão Filho, HF; Tozzi, AMGA; Tamashiro, JY; Santos, FAM; alunos","27374","1992","12",NA,"Brazil","Serra do Cipó, nas proximidades da Divisa do Parque, rumo a Conceição do Mato Dentro (Campos Rupestres).",NA,"Arbusto, 1metro, com frutos.",NA,NA,"Minas Gerais","07","-43.7449989318848","-19.513599395752",NA,NA,"Jaboticatubas",NA,NA,"31264","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:36:02-03","UNICAMP","UEC","138232","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Costa, IR","Costa, IR; Verola, CF","559","2004","10",NA,"Brazil","Serra de Ouro Branco, Penúltima entrda antes das antenas à direita, beira de rio, próximo da cachoeira. Campo com muitos indivíduos de Accara, Blepharocalyx e Myrsinaceás",NA,"arbusto até 1m, muitos indivíduos, plena floração com alguns frutos imaturos",NA,NA,"Minas Gerais","28","-43.6918983459473","-20.5207996368408",NA,NA,"Ouro Branco",NA,NA,"13809","auto","2009","11",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:36:02-03","UNICAMP","UEC","138226","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Costa, IR","Costa, IR; Verola, CF","559","2004","10",NA,"Brazil","Serra de Ouro Branco, Penúltima entrda antes das antenas à direita, beira de rio, próximo da cachoeira. Campo com muitos indivíduos de Accara, Blepharocalyx e Myrsinaceás",NA,"arbusto até 1m, muitos indivíduos, plena floração com alguns frutos imaturos",NA,NA,"Minas Gerais","28","-43.6918983459473","-20.5207996368408",NA,NA,"Ouro Branco",NA,NA,"13809","auto","2009","11",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:36:02-03","UNICAMP","UEC","12239","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Sobral, M","Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","9684","1978","12",NA,"Brazil","Serra do Caraça",NA,"Arbusto até 1m; flores brancas.; nativo em matas e campos da Serra do Caraça.",NA,NA,"Minas Gerais","13","-43.4152984619141","-19.959400177002",NA,NA,"Santa Bárbara",NA,NA,"33136","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:36:02-03","UNICAMP","UEC","12240","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Accara","elegans","Accara elegans","(A.DC.) Landrum","Landrum, LR","Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","9524","1978","12",NA,"Brazil","Serra do Caraça",NA,"Arbusto até 1,5m; flores brancas.; Em campo rupestre e matas de altitude.",NA,NA,"Minas Gerais","12","-43.4152984619141","-19.959400177002",NA,NA,"Santa Bárbara",NA,NA,"33136","auto","1991",NA,NA,NA,NA,NA,NA,NA,NA
