"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","class","relatedCatalogItem"
"19","2020-11-04 12:18:27-03","ESALQ","ESA","23696","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Carvalho, A.M. et al.","1079.0","1994","10","27",NA,"Brasil",NA,NA,NA,"ESA023696","Magnoliophyta",NA,"B.L.Turner","Bahia","Lençóis",NA,"-41.3899993896484","-12.563099861145",NA,NA,NA,"Souza, V.C.","47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 12:18:27-03","ESALQ","ESA","62515","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Hatschbach, G. et al.","68460.0","1998","10","12",NA,"Brasil",NA,NA,NA,"ESA062515","Magnoliophyta",NA,"B.L.Turner","Bahia","Ubaitaba",NA,"-39.323299407959","-14.3125",NA,NA,NA,"Souza, V.C.","27575","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:18:27-03","ESALQ","ESA","25162","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Souza, V.C. et al.",NA,"1994","02","16",NA,"Brasil",NA,NA,NA,"ESA025162","Magnoliophyta",NA,"B.L.Turner","Bahia","Lençóis",NA,"-41.3899993896484","-12.563099861145",NA,NA,NA,"Souza, V.C.","47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 12:18:27-03","ESALQ","ESA","100576","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Queiroz, L.P.","5648.0","2000","01","24",NA,"Brasil",NA,NA,NA,"ESA100576","Magnoliophyta",NA,NA,"Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,NA,"52493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 12:18:27-03","ESALQ","ESA","52546","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Giulietti, A.M. et al.",NA,"1981","07","20",NA,"Brasil",NA,NA,NA,"ESA052546","Magnoliophyta",NA,"B.L. Turner","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,"Souza, V.C.","52493","auto","2001","02","06",NA,NA,NA,NA,NA,NA
"24","2020-11-04 12:18:27-03","ESALQ","ESA","23693","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Melo, E. et al.","1166.0","1994","11","21",NA,"Brasil",NA,NA,NA,"ESA023693","Magnoliophyta",NA,"B.L.Turner","Bahia","Palmeiras",NA,"-41.5588989257812","-12.5289001464844",NA,NA,NA,"Souza, V.C.","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 12:18:27-03","ESALQ","ESA","23703","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Melo, E. et al.","1145.0","1994","11","21",NA,"Brasil",NA,NA,NA,"ESA023703","Magnoliophyta",NA,"B.L.Turner","Bahia","Palmeiras",NA,"-41.5588989257812","-12.5289001464844",NA,NA,NA,"Souza, V.C.","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 12:18:27-03","ESALQ","ESA","86163","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Jardim, J.G. et al.","2538.0","2000","01","27",NA,"Brasil",NA,NA,NA,"ESA086163","Magnoliophyta",NA,"B.L.Turner","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,"Souza, V.C.","52493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 12:18:27-03","ESALQ","ESA","24866","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Souza, V.C. et al.",NA,"1994","02","17",NA,"Brasil",NA,NA,NA,"ESA024866","Magnoliophyta",NA,"B.L.Turner","Bahia","Palmeiras",NA,"-41.5588989257812","-12.5289001464844",NA,NA,NA,"Souza, V.C.","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0048456","PreservedSpecimen","Plantae","Scrophulariaceae","Stemodia","harleyi","Stemodia harleyi","G. Hatschbach; M. Hatschbach, J. M. Silva","68460","1998","10","12",NA,"Brazil",NA,NA,"Erva ascendente, flor alva, ápice violeta.",NA,"Magnoliophyta","Lamiales","B.L.Turner","Bahia",NA,"Orizó, arredores (Mun. Ubaitaba).","-39.323244","-14.304757",NA,NA,NA,"V. C. Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:23:04-03","UNICAMP","UEC","126619","S","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Noblick, LR; Pinto, A","2794","1983","11","19",NA,"Brazil",NA,NA,"flor, Erva com caules rasteiros com cálice verde. Folhagem verde-clara e corola azul. Crescendo em lugares úmidos e sombreados entre rochas.","UEC020705","Magnoliopsida",NA,"B.L.Turner","Bahia","Palmeiras","Pai Inácio","-41.466667","-12.45","100","1060","UEC020705","Noblick, LR",NA,NA,NA,NA,NA,"-41.466667","-12.45",NA,NA,NA,NA
"30","2021-03-01 16:38:07-03","UNICAMP","UEC","202428","S","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Scatigna, AV; Carmo, JAM","651","2015","01","19",NA,"Brazil",NA,NA,"Erva prostrada, ramificada, crescendo no sedimento em fresta de pedra. Cálice verde; corola lilás a azul, fauce branca amarelada. Porção inferior interna do tubo amarela.","UEC190187","Magnoliopsida",NA,"B.L.Turner","Bahia","Mucugê","Chapada Diamantina. Cemitério bizantino. Afloramento rochoso na trilha para o cruzeiro.","-41.378056","-13.006944",NA,NA,"UEC190187",NA,NA,NA,NA,NA,NA,"-41.378056","-13.006944",NA,NA,NA,NA
"31","2021-03-01 16:38:07-03","UNICAMP","UEC","202429","S","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Scatigna, AV; Carmo, JAM","652","2015","01","19",NA,"Brazil",NA,NA,"Erva prostrada, ramificada, crescendo no sedimento em fresta de pedra. Cálice verde; corola lilás a azul, fauce branca amarelada. Porção inferior interna do tubo amarela.","UEC190189","Magnoliopsida",NA,"B.L.Turner","Bahia","Mucugê","Chapada Diamantina. Cemitério bizantino. Afloramento rochoso na trilha para o cruzeiro.","-41.378056","-13.007222",NA,NA,"UEC190189",NA,NA,NA,NA,NA,NA,"-41.378056","-13.007222",NA,NA,NA,NA
"32","2021-03-01 16:38:07-03","UNICAMP","UEC","202430","S","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Scatigna, AV; Carmo, JAM","653","2015","01","19",NA,"Brazil",NA,NA,"Erva prostrada, ramificada, crescendo no sedimento em fresta de pedra. Cálice verde; corola lilás a azul, fauce branca amarelada. Porção inferior interna do tubo amarela.","UEC190186","Magnoliopsida",NA,"B.L.Turner","Bahia","Mucugê","Chapada Diamantina. Cemitério bizantino. Afloramento rochoso na trilha para o cruzeiro.","-41.378056","-13.007222",NA,NA,"UEC190186",NA,NA,NA,NA,NA,NA,"-41.378056","-13.007222",NA,NA,NA,NA
"33","2019-08-20 10:23:04-03","UNICAMP","UEC","39729","S","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","18865","1977","02","18",NA,"Brazil",NA,NA,"flor, This plant growing in the shade at base of damp overhanging rocks. Slender procumbent herb with pale green leaves. Stems spreading to 60 cm. Sepals pale green. Corolla rich, royal blue with yellow grooves in lower lip near throat","UEC020699","Magnoliopsida",NA,"B.L.Turner","Bahia",NA,"Serra do Sincorá, Approx. 15 km North of Mucugé on road to Andaraí.","-41.333333","-12.95","1100","1100","UEC020699","Scatigna, AV",NA,NA,"2016","06","14","-41.333333","-12.95",NA,NA,NA,NA
"34","2020-03-29 19:49:00-03","MO","MOBOT","3031469","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Vinicius C. Souza","Souza 14590","1994","2","26","South America","Brazil",NA,NA,NA,NA,NA,NA,"B.L. Turner","Bahia",NA,"municipio de Abaíra-Catolés. serra do Barbado. Campo rupestre com mata no vale, ao logo do caminho da forquilha da Serra","-41.9016667","-13.2908333","1750.00000000","2035.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2014-04-04 13:18:00-03","MO","MOBOT","3031470","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Gwilym P. Lewis|André M. de Carvalho|José L. Hage","Lewis 889","1981","12","19","South America","Brazil",NA,NA,NA,NA,NA,NA,"B.L. Turner","Bahia","Palmeiras","Morro do Pai Inácio km 224 da rodovia BR 242.","-41.45","-12.5","1040.00000000",NA,NA,"V.C. Souza",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"36","2015-09-18 07:23:00-03","MO","MOBOT","3394671","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Jomar G. Jardim|W. Wayt Thomas|Sérgio C. de Sant'Ana|Marccus V. Alves|Ana C. G. Araújo|Benjamin M. Torke","Jardim 2538","2000","1","27","South America","Brazil",NA,NA,NA,NA,NA,NA,"B.L. Turner","Bahia",NA,"Municipio de Mucuge, 10 km N da cidade na Rod, para Andarai. Campo Rupestre. 12º 57 57 e 41º a9' 08 W.",NA,NA,NA,NA,NA,"Noel H. Holmgren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-13 11:28:33-03","USP","SPF","91747","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Sano, PT","H52323","1992","02","25",NA,"Brasil",NA,NA,NA,"SPF00091747",NA,NA,"B.L.Turner","Bahia","Abaíra",NA,"-41.916667","-13.25","1700","1800",NA,"Souza, VC",NA,NA,"1998",NA,NA,"-41.916667","-13.25",NA,NA,NA,NA
"38","2019-11-13 11:28:33-03","USP","SPF","91993","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Harley, RM","H51257","1992","01","10",NA,"Brasil",NA,NA,NA,"SPF00091993",NA,NA,"B.L.Turner","Bahia","Abaíra",NA,"-41.916667","-13.25","1890","1890",NA,"Souza, VC",NA,NA,"1998",NA,NA,"-41.916667","-13.25",NA,NA,NA,NA
"39","2019-11-13 11:28:33-03","USP","SPF","90726","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Harley, RM","H50738","1992","01","10",NA,"Brasil",NA,NA,NA,"SPF00090726",NA,NA,"B.L.Turner","Bahia","Abaíra","Campo de Ouro Fino","-41.9","-13.25","1600","1700",NA,"Souza, VC",NA,NA,"1998",NA,NA,"-41.9","-13.25",NA,NA,NA,NA
"40","2019-11-13 11:28:33-03","USP","SPF","90701","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Pirani, JR","H50778","1992","01","24",NA,"Brasil",NA,NA,NA,"SPF00090701",NA,NA,"B.L.Turner","Bahia","Abaíra","Campo de Ouro Fino","-41.9","-13.25","1600","1700",NA,"Souza, VC",NA,NA,"1998",NA,NA,"-41.9","-13.25",NA,NA,NA,NA
"41","2019-11-13 11:28:33-03","USP","SPF","103621","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Carvalho, AMV","PCD1079","1994","10","27",NA,"Brasil",NA,NA,NA,"SPF00103621",NA,NA,"B.L.Turner","Bahia","Lençóis","Serra da Chapadinha","-41.440278","-12.459722","910","910",NA,"Souza, VC",NA,NA,"1998","05",NA,"-41.440278","-12.459722",NA,NA,NA,NA
"42","2019-11-13 11:28:33-03","USP","SPF","104805","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Melo, E","PCD1145","1994","11","21",NA,"Brasil",NA,NA,NA,"SPF00104805",NA,NA,"B.L.Turner","Bahia","Palmeiras","Morro do Pai Inácio","-41.471389","-12.458611","1150","1150",NA,"Souza, VC",NA,NA,"1998","05",NA,"-41.471389","-12.458611",NA,NA,NA,NA
"43","2021-03-15 18:29:26-03","USP","SPF","20070","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Harley, RM","20667","1980","01","25",NA,"Brasil",NA,NA,"Herb. Flowers blue.; Wet ground on rock ledge by spring.","SPF00020070",NA,NA,"B.L.Turner","Bahia","Mucugê","About 5 km. Along Andaraí road.","-41.333333","-12.966667","900","900",NA,"Souza, VC",NA,NA,"1998","05","21","-41.333333","-12.966667",NA,"isotype",NA,NA
"44","2019-11-13 11:28:33-03","USP","SPF","39103","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Harley, RM","18865","1977","02","18",NA,"Brasil",NA,NA,NA,"SPF00039103",NA,NA,"B.L.Turner","Bahia",NA,"Serra do Sincorá","-41.333333","-12.95","1100","1100",NA,"Souza, VC",NA,NA,"1998","05",NA,"-41.333333","-12.95",NA,NA,NA,NA
"45","2019-11-13 11:28:33-03","USP","SPF","94654","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Souza, VC","CFCR14168","1994","02","17",NA,"Brasil",NA,NA,NA,"SPF00094654",NA,NA,"B.L.Turner","Bahia","Palmeiras",NA,"-41.452778","-12.4575","900","1100",NA,"Souza, VC",NA,NA,"1998","05",NA,"-41.452778","-12.4575",NA,NA,NA,NA
"46","2019-11-13 11:28:33-03","USP","SPF","95539","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Souza, VC","CFCR14590","1994","02","26",NA,"Brasil",NA,NA,NA,"SPF00095539",NA,NA,"B.L.Turner","Bahia","Abaíra","Serra do Barbado","-41.901667","-13.290833","1750","2035",NA,"Souza, VC",NA,NA,"1998",NA,NA,"-41.901667","-13.290833",NA,NA,NA,NA
"47","2019-11-13 11:28:33-03","USP","SPF","94706","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Souza, VC","CFCR14118","1994","02","16",NA,"Brasil",NA,NA,NA,"SPF00094706",NA,NA,"B.L.Turner","Bahia","Lençóis","Serra do Palmital","-41.3899993896484","-12.563099861145","900","1000",NA,"Souza, VC","47385","auto","1998","05",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-13 11:28:33-03","USP","SPF","18309","PreservedSpecimen","Plantae","Plantaginaceae","Stemodia","harleyi","Stemodia harleyi","Giulietti, AM","CFCR1397","1981","07","20",NA,"Brasil",NA,NA,NA,"SPF00018309",NA,NA,"B.L.Turner","Bahia","Mucugê",NA,"-41.3708000183105","-13.0052995681763",NA,NA,NA,"Scatigna, AV","52493","auto","2015","09",NA,NA,NA,NA,NA,NA,NA
