"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","continentOcean","country","locality","barcode","year","month","stateProvince","occurrenceRemarks","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","day","imagecode","order","minimumElevationInMeters","individualCount","maximumElevationInMeters","class","preparationType","fieldNumber","typeStatus","sex"
"11","2020-10-01 14:25:53-03","JBB","HEPH","6887","S","Plantae","Monocotyledon","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","Meneguzzo, TEC","2009","11","06","Salles, AEH; et al.","1516A,B","Southern America","Brasil",NA,NA,"1989","10","Goiás",NA,"Silvânia","-48.6081008911133","-16.658899307251","46044","auto",NA,NA,"16",NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-10-01 14:25:53-03","JBB","HEPH","7309","S","Plantae","Monocotyledon","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","Meneguzzo, TEC","2009","03","06","Lima, IV","21","Southern America","Brasil",NA,NA,"1991","03","Minas Gerais","Cultivada no banco de germoplasma do Jardim Botânico de Brasília","Patrocínio","-46.9925003051758","-18.9438991546631","44638","auto",NA,NA,"05",NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:44:28-03","UFMG","BHCB","42348","PreservedSpecimen","Plantae","Monocotyledon","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne",NA,NA,NA,NA,"Santos, HGP dos; Santos, IAM; Santos, A; Pereira, JB; Buosi, D","413","Southern America","Brasil",NA,NA,"1994","10","Goiás","Campo limpo, cascalhento, acidentado.","Ipameri","-48.1596984863281","-17.7219009399414","102542","auto",NA,NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-10-24 04:40:00-03","MO","MOBOT","100609784","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(R. Speg.) Hoehne",NA,NA,NA,NA,"L. P. de Queiroz|et al.","Queiroz 13468","South America","Bolivia","Sierra de Santelmo, vale do rio Bermejo. Ruta 50, entre a estrada para Los Toldos (Argentina) e Bermejo (Bolivia).",NA,"2007","12","Tarija",NA,NA,"-64.6152778","-22.2127778",NA,NA,NA,NA,NA,NA,NA,"1149.00000000","1",NA,NA,NA,NA,NA,NA
"15","2017-07-03 05:12:00-03","MO","MOBOT","2293105","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(R. Speg.) Hoehne","C. Leopardi (CICY)",NA,NA,NA,"Osvaldo Morrone|Liliana M. Giussani|Damián Andrés Fernández|Claudia Guerrido","Morrone 3438","South America","Argentina","Ruta Prov. 132, 29 km de la Ruta Nac. 50 camino a Santa María, pasando 6 km la Finca Totó.",NA,"1998","12","Salta",NA,"Orán","-64.5166667","-23.25",NA,NA,NA,NA,"16",NA,NA,"420.00000000","1",NA,NA,NA,NA,NA,NA
"16","2012-07-30 14:49:00-03","MO","MOBOT","2293142","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(R. Speg.) Hoehne","C. Leopardi (CICY)",NA,NA,NA,"Osvaldo Morrone|Norma B. Deginani|Sandra S. Aliscioni","Morrone 3976","South America","Argentina","Ruta Prov 18, a 39 km de Isla de Cañas camino a Orán, Finca El Oculto",NA,"2001","11","Salta",NA,"Orán",NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,"1",NA,NA,NA,NA,NA,NA
"17","2011-10-15 05:02:00-03","MO","MOBOT","2754510","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(R. Speg.) Hoehne","C.W. Luer",NA,NA,NA,"E.J. Petersen","Petersen 787","South America","Argentina","N.W. Argentina",NA,"1982","12","Tucumán",NA,"Capital",NA,NA,NA,NA,NA,NA,"14",NA,NA,"435.00000000",NA,NA,NA,NA,NA,NA,NA
"18","2018-05-17 05:29:00-03","MO","MOBOT","2818206","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(R. Speg.) Hoehne","C. Leopardi (CICY)",NA,NA,NA,"María E. Múlgura","Múlgura 1386","South America","Argentina","Pque. Nacional Calilegua, Tapuapa.",NA,"1994","3","Jujuy",NA,"Ledesma","-64.8436111","-23.7486111",NA,NA,NA,NA,"21",NA,NA,"730.00000000","1",NA,NA,NA,NA,NA,NA
"19","2008-05-27 22:02:00-03","MO","MOBOT","2819480","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(R. Speg.) Hoehne","R.K. Baker",NA,NA,NA,"Santiago Venturi","Venturi 6179","South America","Argentina","Campo Grande.",NA,"1927","11","Salta",NA,"Orán",NA,NA,NA,NA,NA,NA,"20",NA,NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","2819546","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(R. Speg.) Hoehne","E.A. Christenson",NA,NA,NA,"Santiago Venturi","Venturi 6055","South America","Argentina","Oran. Abre grande.",NA,"1927","11","Tucumán",NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA
"21","2020-08-31 09:19:31-03","INPA","INPA","205773","S","Plantae","Monocotyledon","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","Bastos, CA","2013","07","03","Menezes, LC","s.n.","Southern America","Brasil","Matas de Piracanjuba.","INPA0205773","1990","12","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,"INPA0205773 INPA0205773_e INPA0205773_nd","Asparagales","720",NA,"720",NA,NA,NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","1545635","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis",NA,NA,NA,NA,NA,"S. Venturi","5135","South America","Argentina",NA,NA,"1926","11","Jujuy",NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,"Orchidales",NA,"1",NA,"Monocotyledonae",NA,NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","1545634","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis",NA,NA,NA,NA,NA,"S. Venturi","6179","South America","Argentina",NA,NA,"1927","11","Salta",NA,NA,NA,NA,NA,NA,NA,NA,"30",NA,"Orchidales",NA,"1",NA,"Monocotyledonae",NA,NA,NA,NA
"24","2020-09-12 05:00:02-03","US","US","1545636","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis",NA,NA,NA,NA,NA,"S. Venturi","4098","South America","Argentina",NA,NA,"1925","12","Salta",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,"Orchidales",NA,"1",NA,"Monocotyledonae",NA,NA,NA,NA
"25","2020-09-02 16:34:48-03","Cenargen","CEN","50463","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","J. A. N. Batista","2003","12",NA,"Taciana Barbosa Cavalcanti","1403",NA,"Brasil","Fazenda das Pedras.","CEN00050463","1995","03","GO","2 plantas, uma com sépalas e pétalas com a base verde e marrom do meio para o ápice. Base do labelo e dos lobos lateriais verdes com estrias vinosas; lobos laterais do meio para o ápice, castanho-amarelado claro, parte central com estrias arroxeadas bem destacadas. Coluna com a base esverdeada, para o ápice, esbranquiçada. Antera esbranquiçada com as bordas e o ápice arroxeadas. Outra planta de coloração semelhante, mas sem as estrias arroxeadas: lobos laterais brancos com a margem amarelada, calosidade branca e lobo central completamente branco. Flores sem odor. Floração em cultivo em novembro-dezembro de 2003. A partir de mudas coletadas no local em 24/03/1995 e mantidas em cultivo no Cenargen.","IPAMERI","-48.1596984863281","-17.7219009399414","102542","auto",NA,NA,"24","CEN00050463 CEN00050463_1",NA,"764","2","764",NA,"Exsicatas",NA,NA,NA
"26","2020-09-02 16:34:48-03","Cenargen","CEN","23388","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","T. E. C. Meneguzzo","2008","10",NA,"Hamilton Garboggini Pinho dos Santos","413",NA,"Brasil","Fazenda Fundão, próximo ao córrego Jacubeiro.","CEN00023388","1994","10","GO",NA,"IPAMERI","-48.1596984863281","-17.7219009399414","102542","auto",NA,NA,"17","CEN00023388",NA,NA,"2",NA,NA,"Exsicatas",NA,NA,NA
"27","2020-09-02 16:34:48-03","Cenargen","CEN","30704","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","T. E. C. Meneguzzo","2008","10",NA,"R. Godinho","221",NA,"Brasil","Ald. Utianti-Sapezal - MT. Reserva Tirecatinga.","CEN00030704","1996","08",NA,"Epifeta de folhas lancioladas; de flores esverdeadas com pigmentos roxos. Doação. Universidade de Mato Grosso. Herbário Central. Cuiabá - MT.",NA,NA,NA,NA,NA,NA,NA,"19","CEN00030704",NA,NA,"1",NA,NA,"Exsicatas",NA,NA,NA
"28","2020-09-02 16:34:48-03","Cenargen","CEN","50479","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","J. A. N. Batista","2003","12",NA,"João Aguiar Nogueira Batista","1479",NA,"Brasil","Procedência desconhecida. Coletado a partir de muda no CENARGEN, etiquetado na casa de vegetação como CEN2.","CEN00050479","2003","00","DF","Sépalas e pétalas com a base verde e marrom do meio para o ápice. Base do labelo e dos lobos laterais verdes com estrias vinosas, lobos laterais do meio para o ápice, brancos. calosidade branco-arroxeada. Lobo central branco, as bordas discretamente castanho-amarelado claro, parte central com estrias arroxeadas bem destacadas. Coluna com a base esverdeada para o ápice, esbranquiçada. Antera esbranquiçada com as bordas e o ápice arroxeadas. Flores sem odor. Floração em cultivoo em Novembro-Dezembro de 2003.","BRASILIA","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,"00","CEN00050479",NA,NA,"1",NA,NA,"Exsicatas",NA,NA,NA
"29","2020-09-02 16:34:48-03","Cenargen","CEN","26611","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","T. E. C. Meneguzzo","2009","03",NA,"João Aguiar Nogueira Batista",NA,NA,"Brasil",NA,"CEN00026611","1997","06","GO","Erva epífita ou rupícola, em mata ciliar seca, aberta. Floração em 27 de outubro de 1990 à partir de exemplar mantido em cultivo.","ALEXANIA","-48.5071983337402","-16.0821990966797","32626","auto",NA,NA,"11","CEN00026611",NA,NA,"1",NA,NA,"Exsicatas",NA,NA,NA
"30","2020-09-02 16:34:48-03","Cenargen","CEN","58151","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","J. A. N. Batista",NA,NA,NA,"Taciana Barbosa Cavalcanti","2121",NA,"Brasil","Bacia de inundação do AHE Corumbá.","CEN00058151","1996","10","GO","Pseudobulbo e folhas cor de vinho, às vezes amarelado. Crescendo sobre paredão rochoso. Mudas coletadas em 03/10/1996 e mantidas em cultivo no Cenargen. Material devidamente herborizado em 04/12/2003.","IPAMERI","-48.1596984863281","-17.7219009399414","102542","auto",NA,NA,"03","CEN00058151",NA,NA,"1",NA,NA,"Unicata",NA,NA,NA
"31","2020-09-02 16:34:48-03","Cenargen","CEN","24442","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","L. B. Bianchetti","2007","11",NA,"Glocimar Pereira-Silva","7055",NA,"Brasil","Fazenda Tamburil.","CEN00024442","2002","11","GO","Muda coletada em 12/11/2002 e mantida em cultivo no CENERGEN. Material devidamente herborizado em 14/11/2007.","LUZIANIA","-47.9502983093262","-16.2525005340576","83221","auto",NA,NA,"12","CEN00024442",NA,NA,"1",NA,NA,"Unicata",NA,NA,NA
"32","2020-09-02 16:34:48-03","Cenargen","CEN","18232","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","T. E. C. Meneguzzo","2008","10",NA,"João Aguiar Nogueira Batista","345",NA,"Brasil","Ponte de Pedra.","CEN00018232","1992","04","GO","Exsicata confeccionada a partir de planta coletada em ambiente natural em 18/04/1992 e mantida em cultivo em Brasília. Floração em cultivo em 18/10/1992. Sépalos marrons coma base verde. Labelo com lobo central branco com margens levemente amareladas. Projeções laterais amarelas com estrias vermelho-vinosas. Calosidae central amarelas com estrias roxas.","PARAUNA","-50.448600769043","-16.9477996826172","62630","auto",NA,NA,"18","CEN00018232",NA,NA,"1",NA,NA,"Exsicatas",NA,NA,NA
"33","2020-09-02 16:34:48-03","Cenargen","CEN","58167","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","J. A. N. Batista",NA,NA,NA,"Glocimar Pereira-Silva","3717",NA,"Brasil","Estrada vicinal Cocalinho - Travessão, km 5,8.","CEN00058167","1996","12","MT","Labelo branco, sépala verde claro com estrias vinácea tanto no labelo quanto na sépala. Unicata herborizada em 04/12/2003.","COCALINHO","-50.9958000183105","-14.3971996307373","293587","auto",NA,NA,"04","CEN00058167",NA,"220","1","220",NA,"Unicata",NA,NA,NA
"34","2019-10-07 09:19:56-03","UEFS","HUEFS","152038","PreservedSpecimen","Plantae","Angiospermae","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","R.M.Salas","2007","12",NA,"Queiroz, L.P.de","13468",NA,"Bolívia","Sierra de Santelmo, vale do rio Bermejo. Ruta 50, entre a estrada para Los Toldos (Argentina) e Bermejo (Bolívia).","HUEFS0152038",NA,NA,"Tarija","Floresta estacional semidecidual montana",NA,"-64.615278","-22.212778",NA,NA,"64W36'55''","22S12'46''",NA,NA,"Asparagales","1149",NA,"1149","Lilianae",NA,NA,NA,NA
"35","2019-07-09 12:46:55-03","F","FMNH-SEEDPLANTS","V0436463F","PreservedSpecimen","Plantae","Spermatophyta","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis",NA,"RRC ID Flag",NA,NA,NA,"S. Venturi","6055","South America","Argentina",NA,"V0436463F","1927","11","Salta",NA,NA,NA,NA,NA,NA,NA,NA,"28","V0436463F_01 V0436463F_02",NA,NA,NA,NA,"Monocotyledoneae",NA,"6055",NA,NA
"36","2021-02-12 15:02:22-03","UFSCar","SPSC","7363","PreservedSpecimen","Plantae",NA,"Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","A.W.C. Ferreira",NA,NA,NA,"J.L. Teixeira",NA,NA,"Brasil",NA,NA,"2005","11","São Paulo",NA,"Rincão","-48.0699996948242","-21.5799999237061","21075","auto",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-01 15:15:18-03","UnB","UB","111846","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","Meneguzzo, TEC","2008","10","11","Meneguzzo, TEC; et al.","17","Southern America","Brasil","Fazenda Jacuba. Cerrado, grota em mata seca. Solo originado de arenito. Epífita a 1,2m do chão. Hospede de gameleira, <em>Clusia sellowiana</em> Schltdl. [Clusiaceae; T.E.C. Meneguzzo et al. 18, UB].","UB0015959","2008","10","Goiás","Pétalas e sépalas marrons, labelo e ginostêmio bege, antera bege a lilás.","Iporá ","-51.202917","-16.487367",NA,NA,"-51.202917","-16.487367","11","UB0015959",NA,"503",NA,"503",NA,NA,NA,NA,NA
"38","2019-11-01 15:15:18-03","UnB","UB","111845","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","Meneguzzo, TEC","2008","10","11","Meneguzzo, TEC; et al.","16","Southern America","Brasil","Fazenda Jacuba. Cerrado, grota em mata seca. Solo originado de arenito. Planta caída de uma árvore, na qual ainda estava sobre o galho do hospedeiro em decomposição.","UB0015962","2008","10","Goiás","Pétalas e sépalas marrons, labelo e ginostêmio bege, antera bege a lilás claro.","Iporá ","-51.202917","-16.487367",NA,NA,"-51.202917","-16.487367","11","UB0015962",NA,"489",NA,"489",NA,NA,NA,NA,NA
"39","2019-11-01 15:15:18-03","UnB","UB","143397","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","Meneguzzo, TEC","2010",NA,NA,"Ferreira","s.n.","Southern America","Brasil","Rio Vitória","UB0015961","2009","10","Mato Grosso do Sul","Bioma Cerrado, fitofisionomia Mata Seca Decídua, em afloramento calcáreo","Novo Horizonte do Sul","-53.643056","-22.597222",NA,NA,"-53.643056","-22.597222","25","UB0015961",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","Meneguzzo, TEC","2009","08","12","Heringer, EP","s.n.","Southern America","Brasil","Horto Florestal","UB0015957","1960","10","Minas Gerais","Epífita","Paraopeba","-44.4042015075684","-19.2744007110596","26090","auto",NA,NA,"15","UB0015957",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-01 15:15:18-03","UnB","UB","111848","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","Meneguzzo, TEC","2008","10","11","Meneguzzo, TEC; et al.","19","Southern America","Brasil","Fazenda Jacuba. Cerrado, grota em mata seca. Solo originado de arenito. Epífita. 16°29'16,5S, 51°12'26,51W. 503m.","UB0015960","2008","10","Goiás","Pétalas e sépalas marrons, labelo e ginostêmio bege, antera bege a lilás. Note que este espécime por estar sob estresse hídrico (uma vez que não há chuva na região pelo menos a sete meses - final da estação seca), apresenta inflorescên","Iporá ","-51.207364","-16.487917",NA,NA,"-51.207364","-16.487917","11","UB0015960",NA,"528",NA,"528",NA,NA,NA,NA,NA
"42","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","argentinensis","Encyclia argentinensis","(Speg.) Hoehne","Meneguzzo, TEC","2008","08","12","Heringer, EP","s.n.","Southern America","Brasil",NA,"UB0015958","1958","10","Minas Gerais",NA,"Paraopeba","-44.4042015075684","-19.2744007110596","26090","auto",NA,NA,"10","UB0015958",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-01 15:15:18-03","UnB","UB","31057","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","clovesiana","Encyclia clovesiana","L.C. Menezes & V.P. Castro",NA,NA,NA,NA,"Menezes, LC","UB-99","Southern America","Brasil",NA,NA,"2006","11","Rondônia","Flores marrom claro e amareladas.; Epífita; .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA
"44","2019-11-01 15:15:19-03","UnB","UB","114339","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","goyazensis","Encyclia goyazensis","L.C. Menezes",NA,NA,NA,NA,"Menezes, LC","UB7","Southern America","Brasil",NA,"UB0040162","1990","10","Goiás","Esta ficha floral pertenceu ao acervo pessoal de Zenilton de Jesus Gayoso Miranda, amigo de L. C. Menezes. Este material complemente o holótipo correspondente. A incorporação no Herbário da Universidade de Brasília ocorreu em 23 de Jul","Caldas Novas","-48.625","-17.74169921875","36612","auto",NA,NA,NA,"UB0040162",NA,NA,NA,NA,NA,NA,NA,"holotype",NA
"45","2019-11-01 15:15:19-03","UnB","UB","2012","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","goyazensis","Encyclia goyazensis","L.C. Menezes","Incógnito",NA,NA,NA,"Menezes, LC","UB7","Southern America","Brasil","Marzagão e Caldas Novas","UB0040161","1990","10","Goiás","Tipo.; Erva; .",NA,NA,NA,NA,NA,NA,NA,"13","UB0040161",NA,"600",NA,"600",NA,NA,NA,"type",NA
"46","2019-11-01 15:15:19-03","UnB","UB","114338","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","meneziana","Encyclia meneziana","J. Gonzales",NA,NA,NA,NA,"Menezes, LC","UB27","Southern America","Brasil",NA,"UB0040167","1989","11","Goiás","Esta ficha floral pertenceu ao acervo pessoal de Zenilton de Jesus Gayoso Miranda, amigo de L. C. Menezes. Este material complemente o holótipo correspondente. A incorporação no Herbário da Universidade de Brasília ocorreu em 23 de Jul","Goiandira","-48.0849990844727","-18.1317005157471","21032","auto",NA,NA,NA,"UB0040167",NA,NA,NA,NA,NA,NA,NA,"holotype",NA
"47","2019-11-01 15:15:19-03","UnB","UB","2014","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","meneziana","Encyclia meneziana","J. Gonzales","Incógnito",NA,NA,NA,"Gonzales, J","27","Southern America","Brasil","Latifúndio Jaraguá",NA,NA,NA,"Goiás","Tipo. Epífita.; Erva; .","Goiandira","-48.0849990844727","-18.1317005157471","21032","auto",NA,NA,NA,NA,NA,"800",NA,"800",NA,NA,NA,"holotype",NA
"48","2019-11-01 15:15:19-03","UnB","UB","2015","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","perazolliana","Encyclia perazolliana","J. Gonzales","Incógnito",NA,NA,NA,"Gonzales, J","30","Southern America","Brasil","Entre os municípios de Catalão e Goiandira, Latif.Pari","UB0040170","1991","11","Goiás","Tipo. Epífita.; Erva; .",NA,NA,NA,NA,NA,NA,NA,NA,"UB0040170",NA,"700",NA,"700",NA,NA,NA,"holotype",NA
"49","2019-11-01 15:15:19-03","UnB","UB","2010","PreservedSpecimen","Plantae","Monocotyledonae","Orchidaceae","Encyclia","piracanjubensis","Encyclia piracanjubensis","L.C. Menezes","Incógnito",NA,NA,NA,"Menezes, LC; Lima, HA; Salu, G","s.n.","Southern America","Brasil",NA,NA,"1990","12","Goiás","Tipo. Epífita.; Erva; Mata.","Piracanjuba","-49.0167007446289","-17.3027992248535","41044","auto",NA,NA,NA,NA,NA,"720",NA,"720",NA,NA,NA,"type",NA
