"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","625787","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"R. Reitz","10.275","1960","10","21","South America","Brazil","Morro do Baú.","100","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00625787","NY00625787_01","G. F. J. Pabst","Santa Catarina","Ilhota","-48.8269","-26.8997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-30 22:50:00-03","NY","NYBG","02473329","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata",NA,NA,"N. Ritter","3837","1996","10","27","South America","Bolivia","Wetland next to the road between Ivirgarsama and Puerto Villarroel; 3 km NE of town.","220",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2718075' target='other'> <mi>dwc_moreinfo</mi></a>","NY02473329","NY02473329_01",NA,"Cochabamba","Carrasco","-64.8328","-17.0144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","625788","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"P. K. H. Dusén","8898","1909","09","19","South America","Brazil",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00625788","NY00625788_01","F. W. L. Kraenzlin","Paraná","Morretes","-48.8342","-25.4769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-09-10 21:43:52-03","UNEMAT","TANG","5678","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Engels, ME","2952","2014","10","16",NA,"Brasil","Resgate de flora da UHE Colíder., Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado. Lote B de supressão.","263","263",NA,NA,"TANG000005678",NA,"Engels, ME","Mato Grosso","Colíder","-55.640061","-10.960075","2014","10","16","-55.640061","-10.960075",NA,NA,NA,NA,NA,NA,NA
"15","2019-09-10 21:43:52-03","UNEMAT","TANG","4943","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Silva, CA","583","2016","10","25",NA,"Brasil","Resgate de flora da UHE Colider .","440","440",NA,NA,"TANG000004943",NA,"Engels, ME","Mato Grosso","Colider","-57.432919","-14.650361","2016","10","22","-57.432919","-14.650361",NA,NA,NA,NA,NA,NA,NA
"16","2019-09-10 21:43:52-03","UNEMAT","TANG","5015","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Engels, ME","2865","2014","09","18",NA,"Brasil","Resgate de flora da UHE Colíder., Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado.","267","267",NA,NA,"TANG000005015",NA,"Engels, ME","Mato Grosso","Colíder","-55.471086","-11.017369","2014","09","18","-55.471086","-11.017369",NA,NA,NA,NA,NA,NA,NA
"17","2019-09-10 21:43:52-03","UNEMAT","TANG","5653","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Engels, ME","2946","2014","10","08",NA,"Brasil","Resgate de flora da UHE Colíder., Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e Cerrado. Lote B de supressão.","263","263",NA,NA,"TANG000005653",NA,"Engels, ME","Mato Grosso","Colíder","-55.640061","-10.960075","2014","10","08","-55.640061","-10.960075",NA,NA,NA,NA,NA,NA,NA
"18","2019-09-10 21:43:52-03","UNEMAT","TANG","3345","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Dias, DC; Salgueiro, A; Amorim, DP","s.n.","2014","10","22",NA,"Brasil","Resgate Flora UHE Colider","267","267",NA,NA,"TANG000003345",NA,"Ferneda Rocha, LC","Mato Grosso","Itaúba","-55.716","-10.976889","2015","04","01","-55.716","-10.976889",NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:26:39-03","PUCPR","HUCP","17745","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Kersten, RA","1148","2004","10","07",NA,"Brasil",NA,NA,NA,NA,NA,"HUCP00006674","HUCP00006674","Kersten, RA","Paraná","Antonina","-48.7118988037109","-25.4286003112793","2004","10","07",NA,NA,"38300","auto",NA,NA,NA,NA,NA
"20","2019-12-04 15:26:39-03","PUCPR","HUCP","18415","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Kersten, RA","1261","2007","12","10",NA,"Brasil","Porto de Cima",NA,NA,NA,NA,"HUCP00006727","HUCP00006727","Kersten, RA","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"21","2019-12-04 15:26:39-03","PUCPR","HUCP","8629","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Catarina, I","s.n.","1983","10","08",NA,"Brasil",NA,NA,NA,NA,NA,"HUCP00006554","HUCP00006554",NA,"Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"22","2019-10-09 11:28:46-03","UFBA","ALCB","024081a","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Guedes, ML","871","1983","12",NA,"Southern America","Brasil","Litoral Sul",NA,NA,NA,"epífita. Folhas suculentas e cerosas, concolores. Pedúnculo verde, depois alaranjado. Flores singelas alvas, depois alaranjadas. Frutos imaturos verdes.; Sul Baiana.","ALCB008334","ALCB008334","Queiroz, LP de","Bahia","Floresta Azul","-39.65","-14.85","1984","02",NA,"-39.65","-14.85",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:28:46-03","UFBA","ALCB","56333","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","316","2001","12","18","Southern America","Brasil","Litoral Sul, Assentamento Mirante",NA,NA,NA,"10cm de altura. Folhas crassas. Inflorescência com flores cremes. Frequnte.","ALCB008333","ALCB008333","Guedes, ML","Bahia","Igrapiúna","-39.349722","-13.905556","2002",NA,NA,"-39.349722","-13.905556",NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:47:01-03","NBC","NL-BOTANY","L.1535226","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Reitz R; Klein RM",NA,"1960","10","21","Southern America","Brazil","Plantas de Santa Catarina. Morro do Baú, Ilhota.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1535226 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1535226","NL-L1535226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 08:47:01-03","NBC","NL-BOTANY","L.1535227","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Herter",NA,"1920","10","01","Southern America","Brazil","Rio & Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1535227 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1535227","NL-L1535227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 08:47:01-03","NBC","NL-BOTANY","L.1535228","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Düsen P",NA,"1914","08","26","Southern America","Brazil","Plantae Brasilienses. Paraná: Morretes opjo., in horto ad ranuix remulis que arborrem.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1535228 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1535228","NL-L1535228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-11-04 12:17:40-03","ESALQ","ESA","62786","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Souza, V.C. et al.","21656.0","1998","12","18",NA,"Brasil",NA,NA,NA,NA,NA,"ESA062786","ESA062786","Forster, W.","São Paulo","São Sebastião","-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA
"28","2020-11-04 12:15:40-03","ESALQ","ESA","134103","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Faraco, A.G.; Silveira, G.A.R.; Silva, K.F.; Moura, T.M.; Mineiro-Matos, L.M., Ivanauskas, N.M., Tamashiro, J.Y.","549.0","2009","04","20",NA,"Brasil","Trilha do Palmito, Guarda da Jaguatirica rumo ao Tibagi",NA,NA,NA,"epífita","ESA134103","ESA134103","Forster, W.","Paraná","Telêmaco Borba","-50.6156005859375","-24.3239002227783","2009",NA,NA,"50?41' 54''","24? 05' 22''","35037","auto",NA,NA,NA,NA,NA
"29","2021-03-31 13:41:19-03","MN","R","3136","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Hoehne, F.C.","993","1908","12",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Cogniaux, A.","Mato Grosso","Pedra Branca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-31 13:41:19-03","MN","R","24931","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Freire, C.V.","27","1924","10",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Brade, A.C.","Espírito Santo","Rio Bananal","-40.3333015441895","-19.2649993896484",NA,NA,NA,NA,NA,"22148","auto",NA,NA,NA,NA,NA
"31","2021-03-31 13:41:19-03","MN","R","3701","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Mello Filho, L.E.; Andrade, A.G. 2387; Emmerich, M. 3048; Lessa, E. & Tavares, T.","2492","1966","12","17",NA,"Brasil","Tosse",NA,NA,NA,NA,NA,NA,"Pabst, G.F.J.","Bahia","Una","-39.0752983093262","-15.2932996749878","1978","01","25",NA,NA,"36070","auto",NA,NA,NA,NA,NA
"32","2019-12-19 08:08:18-03","FPS","FPS","3028","MachineObservation","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Schwirkowski, P.","2455","2017","10","22",NA,"Brasil","Rio Natal. Na trilha para o Morro da Igreja",NA,NA,NA,NA,"FPS03028,FURB55735,MBM423585","FPS03028_v01 FPS03028_v02 FPS03028_v03 FPS03028_v04 FPS03028_v05 FPS03028_v06 FPS03028_v07 FPS03028_v08 FPS03028_v09 FPS03028_v10 FPS03028_v11 FPS03028_v12 FURB55735","Blanco, M.","Santa Catarina","São Bento do Sul","-49.263828","-26.361229","2017","10","06","-49.263828","-26.361229",NA,NA,NA,"voucher","FURB 55735, MBM 423585",NA,NA
"33","2016-07-05 11:14:20-03","FFCLRP","LBMBP","1124","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"E.R.Pansarin",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin","Santa Catarina","Blumenau","-49.066667","-26.9",NA,NA,NA,"49°04'W","26°54'S",NA,NA,NA,NA,NA,NA,NA
"34","2016-07-05 11:14:20-03","FFCLRP","LBMBP","1122","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"E.R.Pansarin",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin","Santa Catarina","Blumenau","-49.066667","-26.9",NA,NA,NA,"49°04'W","26°54'S",NA,NA,NA,NA,NA,NA,NA
"35","2016-07-05 11:14:20-03","FFCLRP","LBMBP","392","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"L.M. Pansarin",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-07-05 11:14:20-03","FFCLRP","LBMBP","487","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"L.M. Pansarin",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:20:19-03","UNICAMP","UEC","068693","S","Plantae","Liliopsida",NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Gardolinski, PC; et al.","29839","1993","11","11",NA,"Brazil","Puruba.",NA,NA,NA,"Flores brancas internamente amareladas. Epífita.; Mata de encosta.","UEC026639","UEC026639","Forster, W","São Paulo","Ubatuba","-44.966667","-23.35","2001",NA,NA,"-44.966667","-23.35",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:20:19-03","UNICAMP","UEC","72740","S","Plantae","Liliopsida",NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Bernacci, LC; Andrade, PRP; Belinello, R; Falivene, SMP; Silva, AMC","1122","1995","01","11",NA,"Brazil","Rodovia Pariquera-Açu a Cananéia.",NA,NA,NA,"Erva epífita, folhas carnosas, frutos imaturos.; Mata primária com retirada de madeira.","UEC026642","UEC026642","Forster, W","São Paulo",NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-08 08:54:35-03","FURB","FURB","34394","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Caetano, J.O.","4","2011","03","30",NA,"Brasil","Alto Benedito.","295","295",NA,NA,"FURB36544","FURB36544","Caetano, JO","Santa Catarina","Benedito Novo","-49.4175","-26.7738889","2011","03","31","-49.4175000","-26.7738889",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-08 08:54:35-03","FURB","FURB","36630","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Caetano, J.O.",NA,"2011","10","26",NA,"Brasil","Ao lado da CEESAN Liberdade.","182","182",NA,NA,"FURB02883","FURB02883","Caetano, JO","Santa Catarina","Benedito Novo","-49.38","-26.7802778","2011","10","27","-49.3800000","-26.7802778",NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:04:26-03","FURB","FURB","51507","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Funez, L.A.; Kemmelmeier, K., Marascalchi, N.M., Bittencourt, F.","5560","2016","09","24",NA,"Brasil","Centro.","99","99",NA,"Flores amarelas Habitat: Pomar Habito: Epífita em nespereira","FURB51507","FURB51507","Funez, L.A.","Santa Catarina","Rodeio","-49.3683334","-26.9291667","2016","10","03","-49.3683334","-26.9291667",NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:04:26-03","FURB","FURB","55735","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Schwirkowski, P.","2455","2017","10","05",NA,"Brasil","Rio natal. Na trilha de subida para o Morro da Igreja.","300","300",NA,"Flores amarelas Habitat: Ciófita Habito: Epífita","FURB55735","FURB55735","Blanco, M.","Santa Catarina","São Bento do Sul","-49.2638889","-26.3611111","2017","10","05","-49.2638889","-26.3611111",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-08 08:54:35-03","FURB","FURB","7999","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Bachmann, V.",NA,"2009","02","24",NA,"Brasil","Rua Herwin Esemann.",NA,NA,NA,NA,"FURB36547","FURB36547","Ceolin, LM","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746","2009","02",NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA
"44","2019-03-16 13:31:12-03","UNEMAT","HERBAM","6893","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Soares, C.R.A.; Rodrigues, C.; Silva, Q.F.; Piva, J.H.; Petini-Benelli, A. & Damasceno, A.S.V.","Verde 444178","2011","10","13",NA,"Brasil","Terra Firme.","200","200",NA,NA,"HERBAM006893",NA,"Petini-Benelli, A","Mato Grosso","Paranaíta","-56.776389","-9.337778","2012","07","03","-56.776389","-9.337778",NA,NA,NA,NA,NA,NA,NA
"45","2019-02-21 19:37:57-03","UNEMAT","HERBAM","1211","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Sasaki, D.; Pedroga, J.A.; Correa, T.R. & Piva, J.H.","1221","2006","12","14",NA,"Brasil","Parque Estadual Cristalino, Mata decidual sobre solo pedregoso. Ocorrencia de Bombacaceae, Meliaceae, Esenbeckia, Tabebuia, Spondias. Muitas araceas epífitas.","291","291",NA,NA,"HERBAM001211",NA,"Ramos, JF","Mato Grosso","Novo Mundo","-55.915556","-9.580556","2007","03",NA,"-55.915556","-9.580556",NA,NA,NA,NA,NA,NA,NA
"46","2019-03-16 13:31:12-03","UNEMAT","HERBAM","7092","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Soares, C.R.A.; Matos, D.L.; Brito, P.O.S.; Piva, J.H.; Zanin, M.A.S. & Lopes, M.S.","Amarelo 154492","2011","10","31",NA,"Brasil","Terra Firme.","198","198",NA,NA,"HERBAM007092",NA,"Petini-Benelli, A","Pará","Jacareacanga","-56.775278","-9.349444","2011","10","31","-56.775278","-9.349444",NA,NA,NA,NA,NA,NA,NA
"47","2019-03-16 11:36:20-03","UNEMAT","HERBAM","9331","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"Soares, C.R.A.; Oliveira, O.F.; Marques, F.C. & Silva, D.R.","7289","2013","04","13",NA,"Brasil","Caminho Para a Lagoa Azul, Vegetacão ribeirinha.","141","141",NA,NA,"HERBAM009331",NA,NA,"Mato Grosso","Paranaita","-57.053917","-9.126139",NA,NA,NA,"-57.053917","-9.126139",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-16 08:40:26-03","UTFPR","HCF","24549","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"M.E. Engels","2865","2014","09","18",NA,"Brasil","Resgate de FLORA da UHE Colider, Lote","267","267",NA,"Floresta do Planalto dos Parecis, região de ecótono entre a Floresta Amazônica e o Cerrado. Epífita. Pseudobulbos e folhas verde amareladas. Folhas carnosas. infloresc~encias totalmente alaranjadas.",NA,NA,"M.E. Engels","MT","Colider","-55.467222","-11.002778","2014","09","18","55°28'02 W","11°00'10 S",NA,NA,NA,NA,NA,NA,NA
"49","2019-08-16 08:40:26-03","UTFPR","HCF","18504","S","Plantae",NA,NA,"Orchidaceae","Trizeuxis","falcata","Trizeuxis falcata","Lindl.",NA,"J.M. Silva","8407","2013","10","15",NA,"Brasil","Rio Sapitanduva","19","19",NA,"epífita, flor amarela. Floresta Ombrófila Densa (floresta atlântica), margem de estrada.",NA,NA,"L.H.O. Viana","PR","Antonina","-48.808889","-25.455833","2013","10","29","48°48'32 W","25°27'21 S",NA,NA,NA,NA,NA,NA,NA
