"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"11","2021-03-30 12:43:58-03","EAO","IAN","15570","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil., A.Juss. & Cambess.","Fróes, RL","20055","1942","12","Southern America","Brasil","Bahia",NA,"Entre salobinho e Itatinga.",NA,NA,NA,"Arbusto.","IAN015570","IAN015570 IAN015570_e IAN015570_e1","Monteiro, H","04",NA,NA,NA,NA,"1970","08",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:42:27-03","EAO","IAN","26544","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil., A.Juss. & Cambess.","Saint-Hilaire","s.n.",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN026544","IAN026544_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 17:42:27-03","EAO","IAN","73189","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil., A.Juss. & Cambess.","Saint-Hilaire","s.n.",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN073189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 10:56:03-03","ESALQ","ESA","137477","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hill",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Mariane",NA,NA,NA,NA,"ESA137477",NA,"M. Nadruz",NA,NA,NA,NA,NA,"1984","09","28",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:12:57-03","ESALQ","ESA","76426","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M","71533.0","2000","10",NA,"Brasil","Espírito Santo","Itapemirim",NA,"-40.8339004516602","-21.011100769043",NA,NA,"ESA076426","ESA076426","Krapovickas, A.","23","28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-31 13:40:25-03","MN","R","212046","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","Vianna, F.S.","4404","1967","01",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá",NA,"-23.003611",NA,NA,NA,NA,"Esteves, G.L.","25",NA,NA,NA,NA,"1995","03","03","23°00'13S",NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:31:35-03","MN","R","231360","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","Alves, R.J.V.","7266","2004","10",NA,"Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,"R010030763",NA,NA,"26","10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-08 19:35:00-03","MN","R","231635","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","Alves, R.J.V.","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"R010031306",NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0036240","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","G. Hatschbach; M. Hatschbach, J. M. Silva","71533","2000","10",NA,"Brazil","Espirito Santo",NA,"Região do Gomes (Mun. Itapemirim).","-40.83401","-21.011818",NA,"Arbusto apoiante, pétalas amarelas, base vermelha.",NA,NA,"Krapovickas","23",NA,NA,"3","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:38:54-03","UFJF","CESJ","38646","PreservedSpecimen","Plantae","Angiosperma",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A. St.-Hil.","G. Hatschbach; M. Hatschbach","71533","2000","10","América do Sul","Brasil","Espírito Santo","Itapemirim","Região dos Gomes","-40.8339004516602","-21.011100769043",NA,"Arbusto apoiante, pétalas amarelas, base vermelha. restinga arbórea.","CESJ038646",NA,"A. Krapovickas","23","28626","auto",NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-20 10:17:48-03","UNICAMP","UEC","85088","S","Plantae","Magnoliopsida",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil., A.Juss. & Cambess.","Sazima, M","24527","1991","08",NA,"Brazil","Espírito Santo","Guarapari","Restinga de Satiba-Reserva","-40.5110015869141","-20.6580009460449",NA,"Arbusto ate 2m .Flores esverdeadas e odor desagradavel. Frutos jovens","UEC123632","UEC123632","Esteves, GL","02","28401","auto",NA,NA,"1997","05",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:17:48-03","UNICAMP","UEC","63811","S","Plantae","Magnoliopsida",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil., A.Juss. & Cambess.","Sazima, M","24527","1991","08",NA,"Brazil","Espírito Santo","Guarapari","Restinga de Satiba-Reserva","-40.5110015869141","-20.6580009460449",NA,"Arbusto ate 2m .Flores esverdeadas e odor desagradavel. Frutos jovens",NA,NA,"Esteves, GL","02","28401","auto",NA,NA,"1997","05",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-04-27 16:10:26-03","UFES","VIES","28472","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Wandekoken, D.T.; Oliveira-Filho, N.E.; Vasconcelos, A.P.","289","2018","07",NA,"Brasil","Espírito Santo","Anchieta","Praia Marvilla. Afloramento rochoso.","-40.668333","-20.817222",NA,NA,"VIES028472","VIES028472","Firmino, A.","25",NA,NA,NA,NA,"2018","09","12","20º49'2''S","40º40'6''W",NA,NA,NA,NA,NA
"24","2019-12-06 19:29:52-03","UFES","VIES","45635","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Silva, H.L.; Guarnier, J.C; Mota, R.H; Valadares, R.T.","319","2019","07",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.410833","-20.6025",NA,NA,"VIES045635","VIES045635",NA,"25",NA,NA,NA,NA,NA,NA,NA,"20º36'9''S","40º24'39''W",NA,NA,NA,NA,NA
"25","2020-04-27 16:10:26-03","UFES","VIES","15085","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, O.J.; et al.","5995","1997","06",NA,"Brasil","Espírito Santo","Anchieta","Área da C.A.F.","-40.6455993652344","-20.8057994842529",NA,NA,"VIES015085","VIES015085","Gonçalez, V.M.","05","28755","auto",NA,NA,"2015","01","21",NA,NA,NA,NA,NA,NA,NA
"26","2021-02-12 18:12:15-03","UFES","VIES","17967","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Endringer, D.C.","s.n.","2009","08",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES017967","VIES017967","V.M. Gonçalez","04","28401","auto",NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-08-27 19:39:55-03","UFES","VIES","44650","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gomes, J.M.L.","4523","1997","05",NA,"Brasil","Espírito Santo","Guarapari","Três Ilhas. Ilhas Oceânicas/ Restinga.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES044650","VIES044650",NA,"27","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-06-27 10:25:33-03","UFES","VIES","4861","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gomes, J.M.L.","1216","1990","08",NA,"Brasil","Espírito Santo","Itapemirim","Itaoca.","-40.8339004516602","-21.011100769043",NA,NA,"VIES004861","VIES004861","Gomes, J.M.L.","09","28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-04-27 16:10:26-03","UFES","VIES","835","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, O.J.","1393","1985","07",NA,"Brasil","Espírito Santo","Vila Velha",NA,"-40.2924995422363","-20.3297004699707",NA,NA,"VIES000835","VIES000835","Gonçalez, V.M.","27","27156","auto",NA,NA,"2015","01","19",NA,NA,NA,NA,NA,NA,NA
"30","2020-04-27 16:10:26-03","UFES","VIES","10711","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, O.J.; et al.","5455","1996","06",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010711","VIES010711","Pereira, O.J.","01","27156","auto",NA,NA,"1996","06","01",NA,NA,NA,NA,NA,NA,NA
"31","2020-04-27 16:10:26-03","UFES","VIES","10962","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Zambom, O.; Assis, A.M. & Almeida, R. de","324","1997","03",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010962","VIES010962","Zambom, O.","14","27156","auto",NA,NA,"1997","03","14",NA,NA,NA,NA,NA,NA,NA
"32","2020-04-27 16:10:26-03","UFES","VIES","19587","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Valadares, R.T.; Sarnaglia Júnior, V.B.","872","2009","08",NA,"Brasil","Espírito Santo","Vila Velha","Morada do Sol.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES019587","VIES019587","Valadares, R.T.","23","27156","auto",NA,NA,"2009","08","23",NA,NA,NA,NA,NA,NA,NA
"33","2020-04-27 16:10:26-03","UFES","VIES","11180","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gomes, J.M.L.","2482","1998","09",NA,"Brasil","Espírito Santo","Anchieta",NA,"-40.6455993652344","-20.8057994842529",NA,NA,"VIES011180","VIES011180","Gonçalez, V.M.","16","28755","auto",NA,NA,"2015","01","19",NA,NA,NA,NA,NA,NA,NA
"34","2020-04-27 16:10:26-03","UFES","VIES","27750","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gomes, J.M.L.; Valadares, R.T.","3347","2009","08",NA,"Brasil","Espírito Santo","Anchieta","APA da Tartaruga.","-40.6455993652344","-20.8057994842529",NA,NA,"VIES027750","VIES027750","Gomes, J.M.L.","08","28755","auto",NA,NA,"2009","08","08",NA,NA,NA,NA,NA,NA,NA
"35","2020-04-27 16:10:26-03","UFES","VIES","15996","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, O.J.; Turma Florística 97/01","5995","1997","06",NA,"Brasil","Espírito Santo","Anchieta","Área da C.A.F.","-40.6455993652344","-20.8057994842529",NA,NA,"VIES015996","VIES015996","Gonçalez, V.M.","05","28755","auto",NA,NA,"2015","01","19",NA,NA,NA,NA,NA,NA,NA
"36","2020-04-27 16:10:26-03","UFES","VIES","11191","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gomes, J.M.L.","2481","1998","09",NA,"Brasil","Espírito Santo","Anchieta","C.A.F.","-40.6455993652344","-20.8057994842529",NA,NA,"VIES011191","VIES011191","Gonçalez, V.M.","16","28755","auto",NA,NA,"2015","01","19",NA,NA,NA,NA,NA,NA,NA
"37","2020-04-27 16:10:26-03","UFES","VIES","17397","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gomes, J.M.L.","3293","2009","05",NA,"Brasil","Espírito Santo","Anchieta","Reserva Ecológica Municipal Papagaio.","-40.6455993652344","-20.8057994842529",NA,NA,"VIES017397","VIES017397","Gomes, J.M.L.","15","28755","auto",NA,NA,"2009","05","15",NA,NA,NA,NA,NA,NA,NA
"38","2020-04-27 16:10:26-03","UFES","VIES","16364","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, O.J.","7771","1997","10",NA,"Brasil","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,"VIES016364","VIES016364","Gonçalez, V.M.","08","41644","auto",NA,NA,"2015","01","19",NA,NA,NA,NA,NA,NA,NA
"39","2020-04-27 16:10:26-03","UFES","VIES","2562","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gomes, J.M.L.","608",NA,NA,NA,"Brasil","Espírito Santo","Guarapari","Lagoa de Carais.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES002562","VIES002562","Gonçalez, V.M.",NA,"28401","auto",NA,NA,"2015","01","19",NA,NA,NA,NA,NA,NA,NA
"40","2020-04-27 16:10:26-03","UFES","VIES","1818","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, O.J.","1003","1987","08",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES001818","VIES001818","V.M. Gonçalez","28","28401","auto",NA,NA,"2016","09",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-04-27 16:10:26-03","UFES","VIES","247","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, O.J.; Biancucci, F. & Kalil, F.","244","1983","09",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES000247","VIES000247","Gonçalez, V.M.","14","28401","auto",NA,NA,"2015","01","19",NA,NA,NA,NA,NA,NA,NA
"42","2020-04-27 16:10:26-03","UFES","VIES","4216","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, O.J.","2105","1989","07",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES004216","VIES004216","V.M. Gonçalez","25","28401","auto",NA,NA,"2016","09",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-06-27 10:25:33-03","UFES","VIES","5258","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Rosa, L.V.","20","1990","10",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES005258","VIES005258","Pereira, O.J.","31","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-04-27 16:10:26-03","UFES","VIES","14788","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Assis, A.M.; Pereira, O.J. & Zambom, O.","533","1998","07",NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES014788","VIES014788","Assis, A.M.","31","28401","auto",NA,NA,"1998","07","31",NA,NA,NA,NA,NA,NA,NA
"45","2020-04-27 16:10:26-03","UFES","VIES","5034","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, O.J.","2214",NA,NA,NA,"Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES005034","VIES005034","Gonçalez, V.M.",NA,"28401","auto",NA,NA,"2015","01","19",NA,NA,NA,NA,NA,NA,NA
"46","2019-06-27 10:25:33-03","UFES","VIES","15578","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Fabris, L.C.","690","1992","03",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES015578","VIES015578","Fabris, L.C.","12","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-06-27 10:25:33-03","UFES","VIES","4403","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gibram, M.","87","1990","05",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES004403","VIES004403","Gibram, M.","11","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-04-27 16:10:26-03","UFES","VIES","17824","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Sarnaglia Júnior, V.B.; Gomes, J.M.L. & Fabris, L.C.","19","2009","04",NA,"Brasil","Espírito Santo","Itapemirim","Fazenda do Pinto.","-40.8339004516602","-21.011100769043",NA,NA,"VIES017824","VIES017824","Gomes, J.M.L.","01","28626","auto",NA,NA,"2009","04","01",NA,NA,NA,NA,NA,NA,NA
"49","2020-04-27 16:10:26-03","UFES","VIES","4422","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Gibram, M.","70","1990","05",NA,"Brasil","Espírito Santo","Itapemirim","Itaoca.","-40.8339004516602","-21.011100769043",NA,NA,"VIES004422","VIES004422","Gonçalez, V.M.","09","28626","auto",NA,NA,"2015","01","19",NA,NA,NA,NA,NA,NA,NA
"50","2020-04-27 16:10:26-03","UFES","VIES","10698","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Zambom, O.; Sá, F.S.","34","1995","08",NA,"Brasil","Espírito Santo","Vila Velha","Interlagos.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES010698","VIES010698","Zambom, O.","08","27156","auto",NA,NA,"1995","08","08",NA,NA,NA,NA,NA,NA,NA
"51","2019-09-27 18:05:17-03","UFES","VIES","19753","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pereira, O.J.; et al.","5674","1996","11",NA,"Brasil","Espírito Santo","Vila Velha","Reserva Biológica de Jacaranema.","-40.2924995422363","-20.3297004699707",NA,NA,"VIES019753","VIES019753","Pereira, O.J.","28","27156","auto",NA,NA,"1996","11","28",NA,NA,NA,NA,NA,NA,NA
"52","2020-06-29 09:30:52-03","UFRRJ","RBR","43252","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","L.H. Soares",NA,"2014","04",NA,"Brasil","Rio de Janeiro","Itaguaí","Restinga de Marambaia. CAEx. R10/44.","-43.630833","-23.046667",NA,NA,"RBR00043252",NA,"T.P.P. Alverga","28",NA,NA,NA,NA,NA,NA,NA,"23º2'48''S","43º37'51''W",NA,NA,NA,NA,NA
"53","2020-06-29 09:30:52-03","UFRRJ","RBR","21738","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","G.V. Somner","804","1996","07",NA,"Brasil","Rio de Janeiro","Saquarema","Reserva Ecológica Estadual de Jacarepiá","-42.5102996826172","-22.9200000762939",NA,NA,"RBR00021738",NA,"M.G. Bovini","31","17036","auto",NA,NA,"2006","05",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-06-29 09:30:52-03","UFRRJ","RBR","10004","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","M.C. Souza","246","2002","03",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Area do exercito, duna próxima a linha 2","-44.040599822998","-22.9596996307373",NA,NA,"RBR00010004",NA,NA,"09","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
