"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"108","2019-01-22 15:33:56-02","F","FMNH-SEEDPLANTS","V0062996F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia",NA,"A. Saint-Hilaire","s.n.","1816",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0062996F","V0062996F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Possible type",NA,NA,"Dicotyledoneae",NA
"109","2015-03-13 18:50:29-03","F","FMNH-SEEDPLANTS","V0241173F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241173F","V0241173F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"110","2015-03-13 18:50:29-03","F","FMNH-SEEDPLANTS","V0241174F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241174F","V0241174F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"111","2015-03-13 18:50:29-03","F","FMNH-SEEDPLANTS","V0241175F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241175F","V0241175F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"112","2015-03-13 18:50:59-03","F","FMNH-SEEDPLANTS","V0241176F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241176F","V0241176F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"113","2020-07-23 12:12:11-03","CEPLAC","CEPEC","47655","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia",NA,"A. M. de Carvalho","3163","1990","05",NA,"Brasil","Espírito Santo","guarapari","Ca. 25Km na Estrada do Sol, de Vila Velha/Guarapari..","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"G. L. Esteves","21","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21/05/1990"
"114","2020-07-23 12:12:11-03","CEPLAC","CEPEC","45080","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia",NA,"O. J. Pereira","1003","1987","08",NA,"Brasil","Espírito Santo","guarapari","Entre Km 30-35 da Rod. do Sol, Setiba/Guarapari.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"O. J. Pereira","28","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1988"
"115","2020-07-23 12:12:11-03","CEPLAC","CEPEC","88184","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia",NA,"G. Hatschbach","71533","2000","10",NA,"Brasil","Espírito Santo","ITAPEMIRIM","Região do Gomes.","-40.8339004516602","-21.011100769043",NA,NA,NA,NA,"A. Krapovickas","23","28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2001"
"116","2020-11-05 13:53:51-03","UNIRIO","HUNI","4381","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","B.S. Haiad; T.M.C. Silva",NA,"2009","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga da Marambaia.","-43.2075004577637","-22.9027996063232",NA,"Material doado pelo Colégio Militar do Rio de Janeiro (CMRJ). Flores amarelas e esverdeadas. Habitat: Restinga Habito: Arbusto","HUNI00004381",NA,"S.Z. Cordeiro","20","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-11-05 13:53:51-03","UNIRIO","HUNI","4382","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","B.S. Haiad; C. Novaes; I. Soares",NA,"2009","05",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Restinga da Marambaia. Faixa dos guriris.","-43.2075004577637","-22.9027996063232",NA,"Material doado pelo Colégio Militar do Rio de Janeiro (CMRJ). Folhas não cartáceas, rígidas, alternas, com estípulas. Flores com brácteas. Habitat: Restinga Habito: Arbusto","HUNI00004382",NA,"S.Z. Cordeiro","20","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-11-12 17:01:27-03","UEL","FUEL","13844","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Sazima, M","s.n.","1991","08",NA,"Brasil","Espírito Santo","Guarapari","Restinga de Satiba-Reserva, Reserva","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"Bovini, MG","02","28401","auto",NA,NA,"2011","05",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-11-12 17:01:27-03","UEL","FUEL","33463","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Hatschbach, G; Hatschbach, M; Barbosa, E","71533","2000","10",NA,"Brasil","Espírito Santo","Itapemirim","Região do Gomes","-40.8339004516602","-21.011100769043",NA,NA,NA,NA,"Krapovickas","23","28626","auto",NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-01-07 15:36:54-03","UFMT","UFMT","6801","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Occhioni, P.","7363","1975","05",NA,"Brasil","Espírito Santo","Guarapari","Marataízes km 30.","-40.5110015869141","-20.6580009460449",NA,"Amostra coletada para atlas polínico.; Arbusto ramificado com flores róseas.; Sobre dunas, longe da praia.",NA,NA,"Krapovickas, A.",NA,"28401","auto",NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-04 15:44:51-03","IF","SPSF","28373","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","alnifolia","Pavonia alnifolia",NA,"G. Hatschbach","71533","2000","10","América do Sul","Brasil","ES","Itapemirim","restinga arborea","-40.8339004516602","-21.011100769043",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"23","28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"122","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Riedel, L","s.n.",NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,"P12P3N0103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2017-09-11 17:10:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Sellow, F","149",NA,NA,NA,"?",NA,NA,"loco non citato",NA,NA,NA,NA,NA,"P12P3N0103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2017-09-11 17:10:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Schott, HW","146",NA,NA,NA,"?",NA,NA,"ad Ponte Negro",NA,NA,NA,NA,NA,"P12P3N0103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","?","s.n.",NA,NA,NA,"?",NA,NA,"prope praedium vulgo ,,Fasenda de Parahy, ad ripas lacus ,,Araruama",NA,NA,NA,"(ex St. Hil.)",NA,"P12P3N0103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Casaretto, G","1760",NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arenosis prope Rio de Janeiro",NA,NA,NA,NA,NA,"P12P3N0103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Glaziou, AFM","3780",NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arenosis prope Rio de Janeiro",NA,NA,NA,NA,NA,"P12P3N0103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2017-09-11 17:10:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Riedel, L","1292",NA,NA,"Southern America","Brazil",NA,NA,"prope Taipú",NA,NA,NA,NA,NA,"P12P3N0103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-04-30 16:07:12-03","UFMT","CNMT","6180","S","Plantae","Angiosperma",NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Melo, J.C.; Igor, Emanuele, Eric.","1102","2013","05",NA,"Brasil","Santa Catarina","São Francisco do Sul.","Parque estadual Acarai.","-48.6381","-26.2433",NA,"Doação Herbário Joinvillea - JOI 12844","CNMT006180",NA,"Melo, J.C.","20",NA,NA,NA,NA,NA,NA,NA,"26°14'35,88S","48°38'17,16W",NA,NA,NA,NA,NA
"130","2020-11-26 10:00:27-03","IBt","SP","364494","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Carvalho, AM","3163","1990","05",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"21","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-05-07 17:15:51-03","IBt","SP","266238","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Esteves, GL","2612","1993","05",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"30","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-01-11 11:20:00-03","IBt","SP","474070","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Mello-Silva, R","1182","1996","06",NA,"Brasil","Espírito Santo","Itapemirim",NA,"-40.8339004516602","-21.011100769043",NA,NA,NA,NA,NA,"21","28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-08-13 18:02:13-03","IBt","SP","291061","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Pirani, JR","3593","1995","02",NA,"Brasil","Espírito Santo","Itapemirim",NA,"-40.8339004516602","-21.011100769043",NA,NA,NA,NA,NA,"12","28626","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-11-26 10:00:27-03","IBt","SP","382250","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Thomas, WW","13743","2004","01",NA,"Brasil","Minas Gerais","Salto da Divisa",NA,"-39.9468994140625","-16.002799987793",NA,NA,NA,NA,NA,"31","38813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-05-07 17:15:51-03","IBt","SP","258189","S","Plantae",NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Esteves, GL","2385","1992","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"29","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2015-10-11 17:55:13-03","UM","RECOLNAT_UM_MPU","MPU016478","PreservedSpecimen",NA,NA,NA,"Malvaceae","Pavonia","alnifolia","Pavonia alnifolia","A.St.-Hil.","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu016478' target='other'> <mi>dwc_moreinfo</mi></a>","MPU016478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","625",NA,NA,NA
