"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","minimumElevationInMeters","imagecode","decimalLongitude","decimalLatitude","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1652990","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","T. D. McDowell","1942","1990","02","19","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1189986' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652990","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Upper Takutu-Upper Essequibo","Near Buro-Buro River along footpath from Surama Village","65","NY01652990_01","-59.06666667","4.15","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3358629","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","L. J. Gillespie","3071","1990","01","19","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688604' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358629","Magnoliophyta","Myrtales","Benth.",NA,"Upper Demerara-Berbice","About 24 km from Ituni along Ituni-Kwakwani road, ± 5-8 km along track to farm.","30",NA,"-58.12","5.37","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00924844","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","H. S. Irwin","2342","1959","01","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924844","Magnoliophyta","Myrtales","Benth.","L. B. Smith","Minas Gerais","Agronomic Institute.",NA,"NY00924844_01","-43.9378","-19.9208",NA,"Belo Horizonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1652996","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","T. W. Henkel","5519","1994","07","09","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191104' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652996","Magnoliophyta","Myrtales","Benth.","T. H. Hollowell","Potaro-Siparuni","Pakaraima Mts; Upper Ireng R watershed; Kaatnang R, near base of Malakwalai-Tipu","700","NY01652996_01",NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1652999","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","O. L. Haught","2763","1939","04","13","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191634' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652999","Magnoliophyta","Myrtales","Benth.","H. A. Gleason",NA,"Los Llanos, Intendencia El Meta. 20 km. south of Orocué.","150","NY01652999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1652998","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","O. Huber","5996","1981","02","12","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191370' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652998","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Amazonas","Sobre colinas en la Sierra Parima, al E de la pista de aterrizaje Parima B (cabeceras del río Putaco, afluente izquierdo del río Ocamo.)","1100","NY01652998_01","-64.25","2.7",NA,"Atabapo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3358631","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","A. R. A. Görts-van Rijn","327","1992","11","19","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688606' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358631","Magnoliophyta","Myrtales","Benth.",NA,"Upper Takutu-Upper Essequibo","Kapo, near Karanambo, N Rupununi savanna","100",NA,"-59.32","4.07","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00924856","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","N. T. da Silva","57745","1963","11","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924856","Magnoliophyta","Myrtales","Benth.","N. T. da Silva","Goiás","328 km de Anápolis para Belém.",NA,"NY00924856_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1652982","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","O. Huber","11615","1986","05","04","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1187935' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652982","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Bolívar","Chapparales densos sobre peniplanicie ubicada aprox. 15 Km al NNE de Tumeremo.","200","NY01652982_01","-61.5","7.42",NA,"Roscio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3358637","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","A. L. Bernardi","6776","1957","04","23","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688612' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358637","Magnoliophyta","Myrtales","Benth.",NA,"Bolivar","SE de Santa Elena [Santa Elena de Uairén]. Guayana Venezol. [Region]","900",NA,NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00924846","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","E. P. Heringer","14219","1974","12","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924846","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Goiás","ca. 10 km due NW of city of Caldas Novas. Several km N of N edge of Serra de Caldas.",NA,"NY00924846_01","-48.7","-17.72",NA,"Caldas Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1653001","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","M. H. Nee","41460","1991","06","27","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191789' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653001","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Santa Cruz","3 km. NW of buildings at Estancia Flor de Oro.","190","NY01653001_01","-61.03","-13.52",NA,"José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1652994","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","J. J. Pipoly","9325","1986","12","17","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191097' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652994","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","East Berbice-Corentyne","Awara Savanna, ±85 mi S of Canje R. mouth, ±35 mi S of Torani Canal","20","NY01652994_01","-57.53333333","5.716666667","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00924859","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","W. R. Anderson","6558","1973","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924859","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Goiás","Chapada dos Veadeiros, ca. 6-7 km E of Alto Paraíso on road to Nova Roma","1400","NY00924859_01","-47.4754","-14.0755","1400","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02210504","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","E. B. Martyn","114","1929","09",NA,"South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2504526' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210504","Magnoliophyta","Myrtales","Benth.",NA,NA,"Waranama Ranch. Wiruni Ituni Savannahs",NA,"NY02210504_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00924848","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","H. S. Irwin","23740","1969","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924848","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Minas Gerais","Serra do Espinhaço, Serra dos Três Irmãos, ca. 32 km west of Montes Claros, road to Agua Boa.","1000","NY00924848_01","-43.5885","-16.81875","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3358630","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","Schomburgk","689","1905","01","15","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688605' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358630","Magnoliophyta","Myrtales","Benth.",NA,"Cuyuni-Mazaruni","Roraima (Mt. Caguran)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3358642","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","B. Maguire","s.n.","1954","12","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688618' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358642","Magnoliophyta","Myrtales","Benth.",NA,NA,"Frontier between Territorio Do RIo Branco, Brazil and Estado Bolivar, Venezuela. forest margin 5 km. southeast of Serra Sabang","720",NA,NA,NA,"720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1652986","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","N. L. Britton","97","1920","02","27","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1189533' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652986","Magnoliophyta","Myrtales","Benth.",NA,NA,"Trinidad. Piarco Savanna, South of Arouca.",NA,"NY01652986_01","-61.337606","10.602264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1652987","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","T. D. McDowell","3229","1990","06","12","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1189892' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652987","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Cuyuni-Mazaruni","Waramaden. Disturbed areas around village and areas between airstrip and creek.","490","NY01652987_01","-60.73","5.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01856098","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","M. J. R. Rocha","887","2012","10","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2190372' target='other'> <mi>dwc_moreinfo</mi></a>","NY01856098","Magnoliophyta","Myrtales","Benth.","R. Goldenberg","Roraima","Suapi.",NA,"NY01856098_01","-61.1358","-4.4911","959","Pacaraima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-27 03:08:00-03","NY","NYBG","1652995","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","P. A. Mutchnick","1175","1995","04","01","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1191099' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652995","Magnoliophyta","Myrtales",NA,"F. Almeda; D. S. Penneys","East Berbice-Corentyne","Baranka Landing, Piruru Savanna","20","NY01652995_01","-57.28527778","5.189166667","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1184031","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","P. H. Labiak E.","5040","2009","01","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1454158' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184031","Magnoliophyta","Myrtales","Benth.","R. Goldenberg","Minas Gerais","Localidade de Barracão. Estrada vicinal saindo de Barracão.","1000","NY01184031_01","-43.3","-16.42","1000","Francisco Sá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00924851","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","H. S. Irwin","18923","1968","01","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924851","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Goiás","75 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","700","NY00924851_01","-48.63","-15.35","700","Cocalzinho de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3358633","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","P. Beard","63","1942","07","01","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688608' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358633","Magnoliophyta","Myrtales","Benth.",NA,"Siparia","Savanna",NA,NA,NA,NA,NA,"Ward of Erin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00924843","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","H. S. Irwin","6637","1964","10","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924843","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Mato Grosso","10 km. S. of Garapú.","300","NY00924843_01","-52.57","-13.3","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1652991","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","J. J. Pipoly","9487","1986","12","20","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190052' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652991","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","East Berbice-Corentyne","Cow savanna, along S bank of Canje River, W of Digitima Creek",NA,"NY01652991_01","-57.58333333","5.6","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3358641","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","S. López-Palacios","4410","1984","06","07","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3688616' target='other'> <mi>dwc_moreinfo</mi></a>","NY03358641","Magnoliophyta","Myrtales","Benth.",NA,"Bolivar","Turiba","80",NA,NA,NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1653891","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","G. A. Romero","2024","1989","04","24","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1938171' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653891","Magnoliophyta","Myrtales","Benth.","J. Meirelles","Amazonas","Carretera Pto. Ayacucho-Samariapo, entre el puente sobre el Carinagua y la entrada hacia Raudal Garzita. Creciendo a un lado de la carretera hacia Raudal Garzita, en sabana de ripio.","300","NY01653891_01",NA,NA,NA,"Atures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00924853","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","H. S. Irwin","21197","1968","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992691' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924853","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Tocantins","Ca. 15 km S. of Araguaína.","300","NY00924853_01","-48.15","-7.3","300","Araguaína",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00924860","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","H. S. Irwin","32080","1971","03","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=992707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924860","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Goiás","Serra Geral do Paraná, ca. 20 km S.of São João de Aliança","1000","NY00924860_01","-47.5333","-14.88076","1000","Água Fria de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1652983","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","O. Huber","8360","1983","11","04","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188202' target='other'> <mi>dwc_moreinfo</mi></a>","NY01652983","Magnoliophyta","Myrtales","Benth.","J. J. Wurdack","Amazonas","Sector Norte de la Sierra Parima. Sabana de Shimada-Wochi, alrededores de la pista de aterrizaje.","800","NY01652983_01","-64.58","3.82",NA,"Atabapo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00987737","PreservedSpecimen","Plantae","Melastomataceae","Miconia","macrothyrsa","Miconia macrothyrsa","G. A. Black","51-13715",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00987737","Magnoliophyta","Myrtales","Benth.",NA,"Roraima",NA,NA,"NY00987737_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
